[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[NO] 541/1822 | Constraints on millicharged particles from thunderstorms on the Solar system planets
[NO] 542/1822 | Conditional asymptotic stability of solitary waves of the Euler-Poisson system on the line
[NO] 543/1822 | Renormalization and Factorization Scale-Invariant Predictions for the Higgs Rare Decay $H\to J/ψ+γ$ via the Principle of Maximum Conformality
[NO] 544/1822 | Hydrodynamic outflows of proto-lunar disk volatiles
[NO] 545/1822 | The Angular Localization Function (ALF): a practical tool to measure solvent angular order with Molecular Density Functional Theory
[NO] 546/1822 | PersianPunc: A Large-Scale Dataset and BERT-Based Approach for Persian Punctuation Restoration
[NO] 547/1822 | UltraDexGrasp: Learning Universal Dexterous Grasping for Bimanual Robots with Synthetic Data
[NO] 548/1822 | Fusion4CA: Boosting 3D Object Detection via Comprehensive Image Exploitation
[NO] 549/1822 | WavSLM: Single-Stream Speech Language Modeling via WavLM Distillation
[NO] 550/1822 | Iterative On-Policy Refinement of Hierarchical Diffusion Policies for Language-Conditioned Manipulation
[YES] 551/1822 | X-RAY: Mapping LLM Reasoning Capability via Formalized and Calibrated Probes
[NO] 552/1822 | Dynamical quantum phase transitions through the lens of mode dynamics
[NO] 553/1822 | Layer by layer, module by module: Choose both for optimal OOD probing of ViT
[NO] 554/1822 | SarcasmMiner: A Dual-Track Post-Training Framework for Robust Audio-Visual Sarcasm Reasoning
[NO] 555/1822 | On Solving String Equations via Powers and Parikh Images
[NO] 556/1822 | Visual-Informed Speech Enhancement Using Attention-Based Beamforming
[NO] 557/1822 | A Behaviour-Aware Federated Forecasting Framework for Distributed Stand-Alone Wind Turbines
[NO] 558/1822 | Lambda-randomization: multi-dimensional randomized response made easy
[NO] 559/1822 | Detection of Illicit Content on Online Marketplaces using Large Language Models
[NO] 560/1822 | Successive single-q and double-q orders in an anisotropic XY model on the diamond structure: a model for quadrupole ordering in PrIr$_2$Zn$_{20}$
[NO] 561/1822 | A Multi-Fidelity Tensor Emulator for Spatiotemporal Outputs: Emulation of Arctic Sea Ice Dynamics
[NO] 562/1822 | Selecting Spots by Explicitly Predicting Intention from Motion History Improves Performance in Autonomous Parking
[NO] 563/1822 | Non-Zipfian Distribution of Stopwords and Subset Selection Models
[NO] 564/1822 | Why the Brain Consolidates: Predictive Forgetting for Optimal Generalisation
[NO] 565/1822 | Adaptive Sampling for Storage of Progressive Images on DNA
[NO] 566/1822 | Stable-LoRA: Stabilizing Feature Learning of Low-Rank Adaptation
[NO] 567/1822 | Reconfiguration of Squares Using a Constant Number of Moves Each
[NO] 568/1822 | Aerospace.Wikibase: Towards a Knowledge Infrastructure for Aerospace Engineering
[NO] 569/1822 | Reassessing the SIGW Interpretation of PTA Signal: The Role of Third-Order Gravitational Waves and Implications for the PBH Overproduction
[NO] 570/1822 | Thin amorphous molybdenum silicide superconducting shells around individual nanowires deposited via magnetron co-sputtering
[NO] 571/1822 | Incentive Aware AI Regulations: A Credal Characterisation
[NO] 572/1822 | Quantum "Twin Peaks" or Path Integrals in the Future Light Cone
[NO] 573/1822 | Waiting-time based entropy estimators in continuous space without Markovian events
[NO] 574/1822 | Uncertainty and Autarky: Cooperative Game Theory for Stable Local Energy Market Partitioning
[YES] 575/1822 | C2-Faith: Benchmarking LLM Judges for Causal and Coverage Faithfulness in Chain-of-Thought Reasoning
[NO] 576/1822 | The Impact of Preprocessing Methods on Racial Encoding and Model Robustness in CXR Diagnosis
[NO] 577/1822 | Equivalent Circuit Modeling of Mutually Resistively Coupled Microwave Cavities with Enhanced Phase Sensitivity Using Thin Metallic Foils
[NO] 578/1822 | Act, Think or Abstain: Complexity-Aware Adaptive Inference for Vision-Language-Action Models
[NO] 579/1822 | HC$_3$N, H$^{13}$CN, and HN$^{13}$C in molecular cores evolving towards star-forming regions
[NO] 580/1822 | Anti-Aliasing Snapshot HDR Imaging Using Non-Regular Sensing
[NO] 581/1822 | SeedPolicy: Horizon Scaling via Self-Evolving Diffusion Policy for Robot Manipulation
[NO] 582/1822 | Bruhat-Tits group schemes over higher dimensional base-II
[NO] 583/1822 | Diff-ES: Stage-wise Structural Diffusion Pruning via Evolutionary Search
[NO] 584/1822 | Flavor Democracy Calls for Vector Like Leptons and Quarks
[NO] 585/1822 | GEM-TFL: Bridging Weak and Full Supervision for Forgery Localization through EM-Guided Decomposition and Temporal Refinement
[NO] 586/1822 | Muon collider experiments as electron/positron beam sources: case studies of new light-particle searches
[NO] 587/1822 | External magnetic field influence on massive binary black hole inspiral gravitational waves and its similarity with environmental effects
[NO] 588/1822 | Large-scale Integration of Experimental and Computational Data for 2D Materials
[NO] 589/1822 | Orthogonal Spatial-temporal Distributional Transfer for 4D Generation
[NO] 590/1822 | Quantifying Salt Precipitation During CO2 Injection: How Flow Rate, Temperature, and Phase State Control Near-Wellbore Crystallization
[NO] 591/1822 | Boundary stabilization of flows in networks of open channels modeled by Saint-Venant equations
[NO] 592/1822 | MUTEX: Leveraging Multilingual Transformers and Conditional Random Fields for Enhanced Urdu Toxic Span Detection
[NO] 593/1822 | Accelerated size evolution in the FirstLight simulations from z=14 to z=5
[NO] 594/1822 | Why Do You Contribute to Stack Overflow? Understanding Cross-Cultural Motivations and Usage Patterns before the Age of LLMs
[NO] 595/1822 | Good-Enough LLM Obfuscation (GELO)
[NO] 596/1822 | Real-Space Plasmon Imaging Reveals Modified Electronic Structure of Gold at the Monolayer Limit
[NO] 597/1822 | A Second-Order Algorithm Based on Affine Scaling Interior-Point Methods for nonlinear minimization with bound constraints
[NO] 598/1822 | On the robustness of the indirect determination of the width of the detected Higgs boson
[NO] 599/1822 | Reproducing anomalous transport coefficients from electro-static tokamak edge turbulent dynamics
[NO] 600/1822 | Physics-consistent deep learning for blind aberration recovery in mobile optics
[NO] 601/1822 | 3D-RFT: Reinforcement Fine-Tuning for Video-based 3D Scene Understanding
[NO] 602/1822 | Replaying pre-training data improves fine-tuning
[NO] 603/1822 | Beyond Advocacy: A Design Space for Replication-Related Studies
[NO] 604/1822 | Spin-polarized Andreev molecules and anomalous nonlocal Josephson effects in altermagnetic junctions
[NO] 605/1822 | Modification to Fully Homomorphic Modified Rivest Scheme
[NO] 606/1822 | TimeWarp: Evaluating Web Agents by Revisiting the Past
[NO] 607/1822 | LocalSUG: Geography-Aware LLM for Query Suggestion in Local-Life Services
[NO] 608/1822 | An Efficient Stochastic First-Order Algorithm for Nonconvex-Strongly Concave Minimax Optimization beyond Lipschitz Smoothness
[NO] 609/1822 | Geodesic-transitive graphs with large diameter
[NO] 610/1822 | Roomify: Spatially-Grounded Style Transformation for Immersive Virtual Environments
[NO] 611/1822 | Beyond the Patch: Exploring Vulnerabilities of Visuomotor Policies via Viewpoint-Consistent 3D Adversarial Object
[NO] 612/1822 | Alignment Backfire: Language-Dependent Reversal of Safety Interventions Across 16 Languages in LLM Multi-Agent Systems
[NO] 613/1822 | AgentSCOPE: Evaluating Contextual Privacy Across Agentic Workflows
[NO] 614/1822 | FC-VFI: Faithful and Consistent Video Frame Interpolation for High-FPS Slow Motion Video Generation
[NO] 615/1822 | How Does the ReLU Activation Affect the Implicit Bias of Gradient Descent on High-dimensional Neural Network Regression?
[NO] 616/1822 | Bounded State in an Infinite Horizon: Proactive Hierarchical Memory for Ad-Hoc Recall over Streaming Dialogues
[NO] 617/1822 | Macromux: scalable postselection for high-threshold fault-tolerant quantum computation
[NO] 618/1822 | Set-Membership Localization via Range Measurements
[NO] 619/1822 | Osmosis Distillation: Model Hijacking with the Fewest Samples
[NO] 620/1822 | HACHIMI: Scalable and Controllable Student Persona Generation via Orchestrated Agents
[NO] 621/1822 | Diffusion disorder in the contact process
[NO] 622/1822 | Beyond Text: Aligning Vision and Language for Multimodal E-Commerce Retrieval
[NO] 623/1822 | A New Method for Identifying Contaminating Sources and Locating Target Sources through the Cross-Arm Features of Micro Pore Optics
[NO] 624/1822 | WhisperAlign: Word-Boundary-Aware ASR and WhisperX-Anchored Pyannote Diarization for Long-Form Bengali Speech
[NO] 625/1822 | Can LLMs Synthesize Court-Ready Statistical Evidence? Evaluating AI-Assisted Sentencing Bias Analysis for California Racial Justice Act Claims
[NO] 626/1822 | Timer-S1: A Billion-Scale Time Series Foundation Model with Serial Scaling
[NO] 627/1822 | Data-Driven Control of a Magnetically Actuated Fish-Like Robot
[NO] 628/1822 | Wave interactions in a screeching jet
[YES] 629/1822 | Breaking Contextual Inertia: Reinforcement Learning with Single-Turn Anchors for Stable Multi-Turn Interaction
[NO] 630/1822 | Selfish Cooperation Towards Low-Altitude Economy: Integrated Multi-Service Deployment with Resilient Federated Reinforcement Learning
[NO] 631/1822 | Privacy-Aware Camera 2.0 Technical Report
[NO] 632/1822 | DSA-SRGS: Super-Resolution Gaussian Splatting for Dynamic Sparse-View DSA Reconstruction
[NO] 633/1822 | Single-Particle Resonant States in Relativistic Hartree-Fock Theory: A Green's Function Approach
[NO] 634/1822 | The minimum length of an axis-aligned rectangular tiling of a flat torus
[YES] 635/1822 | Evaluating the Search Agent in a Parallel World
[NO] 636/1822 | HiMAP-Travel: Hierarchical Multi-Agent Planning for Long-Horizon Constrained Travel
[NO] 637/1822 | CONE: Embeddings for Complex Numerical Data Preserving Unit and Variable Semantics
[NO] 638/1822 | Solving an Open Problem in Theoretical Physics using AI-Assisted Discovery
[NO] 639/1822 | Effective vertexes in magnetized quark-gluon plasma
[NO] 640/1822 | A monitoring system for collecting and aggregating metrics from distributed clouds
[NO] 641/1822 | The Geometric Inductive Bias of Grokking: Bypassing Phase Transitions via Architectural Topology
[NO] 642/1822 | On Ehrhart theory for tropical vector bundles
[NO] 643/1822 | Generic Camera Calibration using Blurry Images
[NO] 644/1822 | Parsimonious Quantum Low-Density Parity-Check Code Surgery
[NO] 645/1822 | Quantum Weight Reduction with Layer Codes
[NO] 646/1822 | SAIL: Similarity-Aware Guidance and Inter-Caption Augmentation-based Learning for Weakly-Supervised Dense Video Captioning
[NO] 647/1822 | Constant depth magic state cultivation with Clifford measurements by gauging
[NO] 648/1822 | False traps on quantum-classical optimization landscapes
[NO] 649/1822 | Standardizing Access to Heterogeneous Quantum Backends: A Case Study on Cloud Service Integration with QDMI
[NO] 650/1822 | Training Dynamics-Aware Multi-Factor Curriculum Learning for Target Speaker Extraction
[NO] 651/1822 | Censored LLMs as a Natural Testbed for Secret Knowledge Elicitation
[NO] 652/1822 | Discretisation effects of gradient flows in QCD-like theories on the lattice
[NO] 653/1822 | Self-organization of cavity solitons in Brillouin-Kerr ring resonators
[NO] 654/1822 | BabAR: from phoneme recognition to developmental measures of young children's speech production
[NO] 655/1822 | Towards a data-scale independent regulariser for robust sparse identification of non-linear dynamics
[YES] 656/1822 | Distilling Formal Logic into Neural Spaces: A Kernel Alignment Approach for Signal Temporal Logic
[NO] 657/1822 | Logi-PAR: Logic-Infused Patient Activity Recognition via Differentiable Rule
[NO] 658/1822 | Accretion Disk Perturbations and Their Effects on Kerr Black Hole Superradiance and Gravitational Atom Evolution
[NO] 659/1822 | SWARM-SLR AIssistant: A Unified Framework for Scalable Systematic Literature Review Automation
[NO] 660/1822 | Iwasawa invariants and class number parity of multi-quadratic number fields
[NO] 661/1822 | Inverse-design of two-dimensional magnonic crystals via topology optimization with frequency-domain micromagnetics
[NO] 662/1822 | A Fully Open-source Implementation of an Analog 8-PAM Demapper for High-speed Communications
[NO] 663/1822 | Bidirectional Curriculum Generation: A Multi-Agent Framework for Data-Efficient Mathematical Reasoning
[NO] 664/1822 | Decoupling Task and Behavior: A Two-Stage Reward Curriculum in Reinforcement Learning for Robotics
[NO] 665/1822 | SPIRIT: Perceptive Shared Autonomy for Robust Robotic Manipulation under Deep Learning Uncertainty
[NO] 666/1822 | Sampling the Liquid-Gas Critical Point with Boltzmann Generators
[NO] 667/1822 | Domain-Direct Band Gaps: Classification and Material Realization
[NO] 668/1822 | Dispersion for the Schr{ö}dinger equation on the line with short-range array of delta potentials
[NO] 669/1822 | TW-Sound580K: A Regional Audio-Text Dataset with Verification-Guided Curation for Localized Audio-Language Modeling
[NO] 670/1822 | Voice Timbre Attribute Detection with Compact and Interpretable Training-Free Acoustic Parameters
[NO] 671/1822 | Beyond Positional Encoding: A 5D Spatio-Directional Hash Encoding
[NO] 672/1822 | MoRe: Motion-aware Feed-forward 4D Reconstruction Transformer
[NO] 673/1822 | Viscosity as a Smoking Gun for Complex Formation in Solution: Fe$^{2+}$ and Mg$^{2+}$ Chlorides as Examples
[NO] 674/1822 | Brunnian spanning 3-disks for the 2-unlink in the 4-sphere
[NO] 675/1822 | Quantum field theory for classical fields
[NO] 676/1822 | Asymptotic Behavior of Multi--Task Learning: Implicit Regularization and Double Descent Effects
[NO] 677/1822 | Interplay of internal and external coupling phases in cavity magnonics: from level repulsion to attraction
[NO] 678/1822 | Regularization by noise for Gevrey well-posedeness of a weakly hyperbolic operator
[NO] 679/1822 | Bloch and Landau constants for meromorphic functions
[NO] 680/1822 | CoIn3D: Revisiting Configuration-Invariant Multi-Camera 3D Object Detection
[YES] 681/1822 | RepoLaunch: Automating Build&Test Pipeline of Code Repositories on ANY Language and ANY Platform
[NO] 682/1822 | Label Hijacking in Track Consensus-Based Distributed Multi-Target Tracking
[NO] 683/1822 | Direct Contact-Tolerant Motion Planning With Vision Language Models
[NO] 684/1822 | BioLLMAgent: A Hybrid Framework with Enhanced Structural Interpretability for Simulating Human Decision-Making in Computational Psychiatry
[NO] 685/1822 | Fusion of JWST data - Demonstrating practical feasibility
[NO] 686/1822 | Limiting absorption principle for time-harmonic acoustic and electromagnetic scattering of plane waves from a bi-periodic inhomogeneous layer
[NO] 687/1822 | Tell2Adapt: A Unified Framework for Source Free Unsupervised Domain Adaptation via Vision Foundation Model
