[2025-12-12 09:14:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-11
正在获取论文...
[arXiv] 2025-12-11 | Improved Identification of Strongly Lensed Gravitational Waves with Host Galaxy Locations
[NO] 93/1789 | Scaling Behavior of Discrete Diffusion Language Models
[NO] 94/1789 | Brightening of dark trions in monolayer WS$_2$ via localization of surface plasmons
[NO] 95/1789 | Multidimensional Sorting: Comparative Statics
[NO] 96/1789 | Large Language Models for Superconductor Discovery
[NO] 97/1789 | Modeling, Segmenting and Statistics of Transient Spindles via Two-Dimensional Ornstein-Uhlenbeck Dynamics
[NO] 98/1789 | Low-Order $\mathcal{H}_2 / \mathcal{H}_\infty$ Controller Design for Aeroelastic Vibration Suppression
[NO] 99/1789 | An equivalent condition for q-holonomicity
[NO] 100/1789 | On the Convergence Analysis of an Inexact Preconditioned Stochastic Model-Based Algorithm
[NO] 101/1789 | Self-Ensemble Post Learning for Noisy Domain Generalization
[NO] 102/1789 | Extrapolation of Periodic Functions Using Binary Encoding of Continuous Numerical Values
[NO] 103/1789 | A remarkable Gaia-assisted discovery of a temporally varying, triple-lensed quasar at z=2.67
[NO] 104/1789 | Complexity and multi-functional variants of the Quantum-to-Quantum Bernoulli Factories
[NO] 105/1789 | From Delay to Inertia and Triadic Interactions: A Reduction of Coupled Time-Delayed Oscillators
[NO] 106/1789 | The FACTS Leaderboard: A Comprehensive Benchmark for Large Language Model Factuality
[NO] 107/1789 | The dynamics of thermalisation in the Galerkin-truncated, three-dimensional Euler equation
[NO] 108/1789 | Discontinuous actions on cones, joins, and $n$-universal bundles
[NO] 109/1789 | On Quantum Modularity for Geometric 3-Manifolds
[YES] 110/1789 | OPV: Outcome-based Process Verifier for Efficient Long Chain-of-Thought Verification
[NO] 111/1789 | Textual Data Bias Detection and Mitigation - An Extensible Pipeline with Experimental Evaluation
[NO] 112/1789 | Wavefront propagation in a bistable dual-delayed-feedback oscillator: analogy to networks with nonlocal interactions
[NO] 113/1789 | NN-Based Frequency Domain DPD for OFDM Massive MIMO Transmitters With Multiple States
[NO] 114/1789 | IRG-MotionLLM: Interleaving Motion Generation, Assessment and Refinement for Text-to-Motion Generation
[NO] 115/1789 | Video Depth Propagation
[NO] 116/1789 | Generalized Spherical Neural Operators: Green's Function Formulation
[NO] 117/1789 | Further Statistical Study of NISQ Experiments
[NO] 118/1789 | Dynamic sparse graphs with overlapping communities
[NO] 119/1789 | Saturation-Based Atom Provenance Tracing in Chemical Reaction Networks
[NO] 120/1789 | Scalable Optical Links for Controlling Bosonic Quantum Processors
[NO] 121/1789 | COMPARE: Clinical Optimization with Modular Planning and Assessment via RAG-Enhanced AI-OCT: Superior Decision Support for Percutaneous Coronary Intervention Compared to ChatGPT-5 and Junior Operators
[NO] 122/1789 | Challenges of Evaluating LLM Safety for User Welfare
[NO] 123/1789 | The Physics of Sustainability: Material and Power Constraints for the Long Term
[NO] 124/1789 | A Cryogenic Muon Tagging System Based on Kinetic Inductance Detectors for Superconducting Quantum Processors
[NO] 125/1789 | OGC Geotech Interoperability Experiment Engineering Report
[NO] 126/1789 | Spatial-spectral mapping for long-duration broadband terahertz pulse generation in on-chip waveguide arrays
[NO] 127/1789 | XDen-1K: A Density Field Dataset of Real-World Objects
[NO] 128/1789 | Virtual camera detection: Catching video injection attacks in remote biometric systems
[NO] 129/1789 | TriDF: Evaluating Perception, Detection, and Hallucination for Interpretable DeepFake Detection
[NO] 130/1789 | OutLines: Modeling Spectral Lines from Winds, Bubbles, and Outflows
[NO] 131/1789 | Linear Quadratic Regulators: A New Look
[NO] 132/1789 | Codeshare agreements between airlines: literature review with the aid of artificial intelligence
[NO] 133/1789 | Adaptive Intrusion Detection System Leveraging Dynamic Neural Models with Adversarial Learning for 5G/6G Networks
[NO] 134/1789 | Thermal and Size Effects in Ferroelastic Domains by Machine Learning
[NO] 135/1789 | Bessel and Dunkl processes with drift
[NO] 136/1789 | Lang2Motion: Bridging Language and Motion through Joint Embedding Spaces
[NO] 137/1789 | SceneMaker: Open-set 3D Scene Generation with Decoupled De-occlusion and Pose Estimation Model
[NO] 138/1789 | Bidirectional Normalizing Flow: From Data to Noise and Back
[NO] 139/1789 | Hierarchical Dataset Selection for High-Quality Data Sharing
[NO] 140/1789 | AlcheMinT: Fine-grained Temporal Control for Multi-Reference Consistent Video Generation
[NO] 141/1789 | Stronger Normalization-Free Transformers
[NO] 142/1789 | Anomalous scaling law for the two-dimensional Gaussian free field
[NO] 143/1789 | BabyVLM-V2: Toward Developmentally Grounded Pretraining and Benchmarking of Vision Foundation Models
[NO] 144/1789 | Digital Twin Supervised Reinforcement Learning Framework for Autonomous Underwater Navigation
[NO] 145/1789 | Imprint of the black hole interior on thermal four-point correlators
[NO] 146/1789 | The LISA Astrophysics "Disc-IMRI" Code Comparison Project: Intermediate-Mass-Ratio Binaries in AGN-Like Discs
[NO] 147/1789 | Weak Gravity Conjecture in the sky: gravitational waves from preheating in Einstein-Maxwell-Scalar EFT
[NO] 148/1789 | PubTables-v2: A new large-scale dataset for full-page and multi-page table extraction
[NO] 149/1789 | Disorder mediated fully compensated ferrimagnetic spin-gapless semiconducting behaviour in Cr3Al Heusler alloy
[NO] 150/1789 | ENTCALC: Toolkit for calculating geometric entanglement in multipartite quantum systems
[NO] 151/1789 | Weighing the Milky Way's Satellite Galaxies Using Pulsar Accelerations
[YES] 152/1789 | How to Trick Your AI TA: A Systematic Study of Academic Jailbreaking in LLM Code Evaluation
[NO] 153/1789 | Studies on quark-mass dependence of the $N^*(920)$ pole from $πN$ $χ$PT amplitudes
[NO] 154/1789 | SparseSwaps: Tractable LLM Pruning Mask Refinement at Scale
[NO] 155/1789 | Basic requirements for potential differences across solid--fluid interfaces
[NO] 156/1789 | Detection of GW200105 with a targeted eccentric search
[NO] 157/1789 | Improved gap dependence in adiabatic state preparation by adaptive schedule
[NO] 158/1789 | SWiT-4D: Sliding-Window Transformer for Lossless and Parameter-Free Temporal 4D Generation
[NO] 159/1789 | PoseGAM: Robust Unseen Object Pose Estimation via Geometry-Aware Multi-View Reasoning
[NO] 160/1789 | Cosmic Ray Measurements Using Charge and Light Readout in a Pixelated Liquid Argon Time Projection Chamber
[NO] 161/1789 | An Elementary Proof of the Near Optimality of LogSumExp Smoothing
[NO] 162/1789 | Option-Implied Zero-Coupon Yields: Unifying Bond and Equity Markets
[NO] 163/1789 | CSI-Based User Positioning, Channel Charting, and Device Classification with an NVIDIA 5G Testbed
[YES] 164/1789 | Zorya: Automated Concolic Execution of Single-Threaded Go Binaries
[NO] 165/1789 | Developing and Evaluating a Large Language Model-Based Automated Feedback System Grounded in Evidence-Centered Design for Supporting Physics Problem Solving
[NO] 166/1789 | Revisiting the equation $x^2+y^3=z^p$
[NO] 167/1789 | Script Gap: Evaluating LLM Triage on Indian Languages in Native vs Roman Scripts in a Real World Setting
[NO] 168/1789 | Opportunities and Challenges in Harnessing Digital Technology for Effective Teaching and Learning
[NO] 169/1789 | Deflating the Spacetime-Matter Dichotomy
[NO] 170/1789 | Template-Free Retrosynthesis with Graph-Prior Augmented Transformers
[NO] 171/1789 | Chemical enrichment in LINERs from MaNGA. II. Characterizing the shape of their radial metallicity gradients
[NO] 172/1789 | Monodromy Defects in Maximally Supersymmetric Yang-Mills Theories from Holography
[NO] 173/1789 | Applying the BF method on the DESI evidence for dynamical dark energy models
[NO] 174/1789 | Quantifying displacement: a gentrification's consequence via persistent homology
[NO] 175/1789 | LDP: Parameter-Efficient Fine-Tuning of Multimodal LLM for Medical Report Generation
[NO] 176/1789 | Learning to Split: A Reinforcement-Learning-Guided Splitting Heuristic for Neural Network Verification
[NO] 177/1789 | An embedding theorem for Nijenhuis Lie algebras
[NO] 178/1789 | Kicking Politics: How Football Fan Communities Became Arenas for Political Influence
[NO] 179/1789 | LGAN: An Efficient High-Order Graph Neural Network via the Line Graph Aggregation
[NO] 180/1789 | Efficient pulsar distance measurement with multiple nanohertz gravitational-wave sources
[NO] 181/1789 | Evaluation of preCICE (version 3.3.0) in an Earth System Model Regridding Benchmark
[NO] 182/1789 | Dynamically consistent finite volume scheme for a bimonomeric simplified model with inflammation processes for Alzheimer's disease
[NO] 183/1789 | CheXmask-U: Quantifying uncertainty in landmark-based anatomical segmentation for X-ray images
[NO] 184/1789 | MULE - A Co-Generation Fission Power Plant Concept to Support Lunar In-Situ Resource Utilisation
[NO] 185/1789 | Master functions and hybrid quantization of perturbed nonrotating black hole interiors
[NO] 186/1789 | On the ground state of the nonlinear Schr{ö}dinger equation: asymptotic behavior at the endpoint powers
[NO] 187/1789 | Sharp Monocular View Synthesis in Less Than a Second
[NO] 188/1789 | Active prognosis and diagnosis of modular discrete-event systems
[NO] 189/1789 | A Proof of Success and Reward Distribution Protocol for Multi-bridge Architecture in Cross-chain Communication
[NO] 190/1789 | A purity theorem for Mahler equations
[NO] 191/1789 | NaviHydra: Controllable Navigation-guided End-to-end Autonomous Driving with Hydra-distillation
[NO] 192/1789 | Estimating Hormone Concentrations in the Pituitary-Thyroid Feedback Loop from Irregularly Sampled Measurements
[NO] 193/1789 | All-photonic entanglement swapping with remote quantum dots
[NO] 194/1789 | Ferroelectric metal-organic frameworks as wide band gap materials
[NO] 195/1789 | Linear preservers of rank k projections
[NO] 196/1789 | A Spiking Neural Network Implementation of Gaussian Belief Propagation
[NO] 197/1789 | Field Reconstruction for High-Frequency Electromagnetic Exposure Assessment Based on Deep Learning
[NO] 198/1789 | Supporting Migration Policies with Forecasts: Illegal Border Crossings in Europe through a Mixed Approach
[NO] 199/1789 | From Data Scarcity to Data Care: Reimagining Language Technologies for Serbian and other Low-Resource Languages
[NO] 200/1789 | Efficient Hypergraph Pattern Matching via Match-and-Filter and Intersection Constraint
[NO] 201/1789 | Asymptotic analysis of fractional Sobolev spaces on thin films in the low-integrability regime
[NO] 202/1789 | Inflation at the End of 2025: Constraints on $r$ and $n_s$ Using the Latest CMB and BAO Data
[NO] 203/1789 | Local and Global Balance in Financial Correlation Networks: an Application to Investment Decisions
[NO] 204/1789 | LEO-RobotAgent: A General-purpose Robotic Agent for Language-driven Embodied Operator
[NO] 205/1789 | Dileptons at Colliders as Probes of the Quark-Gluon Plasma
[NO] 206/1789 | Synchronization in Networks of Heterogeneous Kuramoto-Sakaguchi Oscillators with Higher-order Interactions
[NO] 207/1789 | Salient Object Detection in Complex Weather Conditions via Noise Indicators
[NO] 208/1789 | Volatility time series modeling by single-qubit quantum circuit learning
[NO] 209/1789 | Unleashing Degradation-Carrying Features in Symmetric U-Net: Simpler and Stronger Baselines for All-in-One Image Restoration
[NO] 210/1789 | Binding of holes and competing spin-charge order in simple and extended Hubbard model on cylindrical lattice: An exact diagonalization study
[NO] 211/1789 | MAUVE-MUSE: A Star Formation-driven Outflow Caught in the Act of Quenching the Stripped Virgo Galaxy NGC 4064
[NO] 212/1789 | Chaotic discretization theorems for forced linear and nonlinear coupled oscillators
[NO] 213/1789 | Causal Reasoning Favors Encoders: On The Limits of Decoder-Only Models
[NO] 214/1789 | Neutrino oscillations in a Kalb-Ramond black hole background
[NO] 215/1789 | Twisted homoclinic orbits in Lorenz and Chen systems: rigorous proofs from universal normal form
[NO] 216/1789 | Blink: Dynamic Visual Token Resolution for Enhanced Multimodal Understanding
[NO] 217/1789 | XDoGE: Multilingual Data Reweighting to Enhance Language Inclusivity in LLMs
[NO] 218/1789 | Hybrid Quantum Annealing Approach for High-Dimensional and Multi-Criteria Constrained Quadratic Optimization in Arctic Ship Routing
[NO] 219/1789 | Mr. Virgil: Learning Multi-robot Visual-range Relative Localization
[NO] 220/1789 | Large deviations for invariant measure of stochastic Allen-Cahn equation with inhomogeneous boundary conditions and multiplicative noise
[NO] 221/1789 | Convective and non-convective nature of Balearic meteotsunamis:a 50-year historical review
[NO] 222/1789 | Parallel Neuron Groups in the Drosophila Brain
[NO] 223/1789 | Mode-Seeking for Inverse Problems with Diffusion Models
[NO] 224/1789 | Rapid all-optical loading of trapped ions using a miniaturised atom source
[NO] 225/1789 | Robust Shape from Focus via Multiscale Directional Dilated Laplacian and Recurrent Network
[NO] 226/1789 | Scintillating insights into PSR~J0737$-$3039A and the interstellar plasma of the Gum Nebula from MeerKAT
[NO] 227/1789 | On Simplest Kochen-Specker Sets
[NO] 228/1789 | Multi-wavelength emission in resistive pulsar magnetospheres
[NO] 229/1789 | Detailed theoretical analysis of core Helium-burning stars: Mixed mode patterns I. Impact of the He-flash discontinuity and of induced semi-convection
[NO] 230/1789 | Second order reduced model via incremental projection for Navier Stokes
[YES] 231/1789 | UniCoR: Modality Collaboration for Robust Cross-Language Hybrid Code Retrieval
[NO] 232/1789 | Metacognitive Sensitivity for Test-Time Dynamic Model Selection
[NO] 233/1789 | Electromagnetic leptogenesis -- an EFT-consistent analysis via Wilson coefficients. Part III. Probing light-neutrino masses and low-energy observables
[NO] 234/1789 | Enhancing Next-Generation Language Models with Knowledge Graphs: Extending Claude, Mistral IA, and GPT-4 via KG-BERT
[NO] 235/1789 | An M-Health Algorithmic Approach to Identify and Assess Physiotherapy Exercises in Real Time
[NO] 236/1789 | A Systematic Study of Magnetic Fields Impacts on Neutrino Transport in Core-Collapse Supernovae
[NO] 237/1789 | Entanglement in C$^*$-algebras: tensor products of state spaces
[NO] 238/1789 | Impact of Background Conditions on the Structure and Propagation of the Boreal Summer Quasi-Biweekly Oscillation
[NO] 239/1789 | Generation of proton beams at switchback boundary-like rotational discontinuities in the solar wind
[NO] 240/1789 | The Eminence in Shadow: Exploiting Feature Boundary Ambiguity for Robust Backdoor Attacks
[NO] 241/1789 | Collision-Aware Density-Driven Control of Multi-Agent Systems via Control Barrier Functions
[NO] 242/1789 | The $k$-flip Ising game
[NO] 243/1789 | A gradient descent algorithm for computing circle patterns
[NO] 244/1789 | Towards Fine-Grained Recognition with Large Visual Language Models: Benchmark and Optimization Strategies
[NO] 245/1789 | Investigating training objective for flow matching-based speech enhancement
[NO] 246/1789 | Loophole-free Bell-inequality violation between atomic states in cavity-QED systems mediated by hybrid atom-light entanglement
[NO] 247/1789 | Bridging dS/CFT and Celestial Holography via Ward-Takahashi Identities
[NO] 248/1789 | Primal-dual splitting for structured composite monotone inclusions with or without cocoercivity
[NO] 249/1789 | Integrated Planning and Machine-Level Scheduling for High-Mix Discrete Manufacturing: A Profit-Driven Heuristic Framework
