[2026-06-02 23:45:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-01
正在获取论文...
[arXiv] 2026-06-01 | FocusDiT: Masking Queries in Diffusion Transformers for Fine-grained Image Generation
[NO] 556/2000 | CSST large-scale structure analysis pipeline: IV. Cosmic Voids Identified from Galaxy Group Samples as Probes of the Large-scale Structure
[NO] 557/2000 | Advancing Electrolaryngeal Speech Enhancement Through Speech-Text Representation Learning
[NO] 558/2000 | Visualizing the Magnetic Structure in Interplanetary Coronal Mass Ejections with ATHARV
[NO] 559/2000 | Absorbing Complexity: An Interaction-Native Knowledge Harness for Financial LLM Agents
[YES] 560/2000 | Comparing ML-Specific and General Python Code Smells Across Project Characteristics
[NO] 561/2000 | Interface Symmetry and Electrostatic Stabilization of Strain-Resilient Janus Heterobilayers for Flexible Piezotronics
[NO] 562/2000 | Voltage-driven transition from steady-state fluctuations to phase-transition noise in nanoscale VO$_2$ devices
[YES] 563/2000 | WorldCoder-Bench: Benchmarking Physically Grounded 3D World Synthesis
[NO] 564/2000 | Task-Induced Representational Invariances Depend on Learning Objective in Deep RL
[NO] 565/2000 | LAMOST J010103.13+275449.6: A New Binary with a Gradually Halving Photometric Variability Period
[NO] 566/2000 | RadioMaster: Multi-Agent System for Autonomous Radio Signal Generation
[NO] 567/2000 | From Global Policies to Local Strategies: Multi-Objective Optimization of Resource-Specific Handover Policies
[NO] 568/2000 | Boosting Multimodal Federated Learning via Chained Modality Optimization
[NO] 569/2000 | Possible High-Energy Neutrino Emission from Dark Matter Annihilation in the Disrupting Dwarf Galaxy Boötes~III
[NO] 570/2000 | Decoupled Residual Quantization for Robust Semantic IDs in Recommendation
[NO] 571/2000 | Learning Action-Conditional and Object-Centric Gaussian Splatting World Models for Rigid Objects
[NO] 572/2000 | Model Multiplicity and Predictive Arbitrariness in Recidivism Risk Assessment
[NO] 573/2000 | Design and development of Fabry-Perot based wavelength calibration system for PARAS-2 spectrograph
[NO] 574/2000 | Space-Filling One-Factor-At-A-Time Designs
[NO] 575/2000 | Coherent Off-Policy Improvement of Large Behavior Models with Learned Rewards
[NO] 576/2000 | The impact of sample insulation on estimating the heating power of magnetic nanoparticles by AC calorimetry
[NO] 577/2000 | Symplectic capacities of $S^1$-invariant dynamically convex domains in $\mathbb{R}^4$
[NO] 578/2000 | Algorithmic algorithm development with LLMs: A Case Study on LLM-Usage for Contraction Order Optimization in Tensor Networks
[NO] 579/2000 | Conditional Collapse in Sign Language Production: A Diagnostic and a Scaling Argument
[NO] 580/2000 | Repair Before Veto: Repair-Augmented Constraint Learning for Contextual Decisions
[NO] 581/2000 | Terminal Steiner tree problem : Complexity and Algorithms
[NO] 582/2000 | TVIR: Building Deep Research Agents Towards Text--Visual Interleaved Report Generation
[NO] 583/2000 | The First Detection of Sub-Populations in the Delay-Time Distribution of Binary Black Holes in GWTC-4 of LIGO-Virgo-KAGRA
[NO] 584/2000 | SeClaw: Spec-Driven Security Task Synthesis for Evaluating Autonomous Agents
[NO] 585/2000 | CityTrajBench: A Unified Benchmark for City-Scale Vehicle Trajectory Generation
[NO] 586/2000 | Exponential thermalisation of viscous fluids on negatively curved manifolds
[NO] 587/2000 | Coarse median property of virtually nilpotent groups
[NO] 588/2000 | Physics-Guided Recurrent State-Space Neural Networks for Multi-Step Prediction
[NO] 589/2000 | RoboSemanticBench: Diagnosing Semantic Grounding in Action Prediction for VLA Models
[NO] 590/2000 | Co-condensation and multivalency enable acetylation-sensitive, concentration-robust assembly of BRD4 condensates
[NO] 591/2000 | Vision-language Models for Driver Monitoring Systems: A Driver Activity Description Dataset
[NO] 592/2000 | Scattering Environment Aware Joint Multi-BS Channel Estimation and Localization with Clock Asynchronism
[NO] 593/2000 | A Cohesive $\infty$-Topos with a Quantum Modality from Finite-Dimensional $C^{*}$-Algebras
[NO] 594/2000 | Excitonic and Charge-Transfer Contributions to Molecular Dimer Absorption: A Decomposition Approach Applied to a BPEA Dimer
[NO] 595/2000 | FW-NKF: Frequency-Weighted Neural Kalman Filters
[NO] 596/2000 | Towards Resolving Optimization Conflicts Between Image- and Text-Based Person Re-Identification
[NO] 597/2000 | Probing the scale-free hierarchy of the $p=3$ spherical spin glass via persistent Langevin dynamics
[NO] 598/2000 | Sub-cycle field-driven dynamical Berry phase in solids
[NO] 599/2000 | Why Are DMD Students Lazy? Understanding the Copying Behavior in Few-Step Distillation
[NO] 600/2000 | Simultaneous Model-Based Evolution of Constants and Expression Structure in GP-GOMEA for Symbolic Regression
[NO] 601/2000 | Identifiable Markov Switching Models with Instantaneous Effects and Exponential Families
[NO] 602/2000 | On a class of critical Schrödinger-Poisson systems involving the (p,q)-Laplacian
[NO] 603/2000 | Plane-Wave Excitation of Multi-Beam Modulated Metasurface Antennas
[NO] 604/2000 | Symmetry-Aware 9D Pose Estimation with Sim(3)-Consistent Feature and Spherical Inception Convolution
[NO] 605/2000 | Stability of nontrivial graph pairs
[NO] 606/2000 | Iterative $C_Z$-gate-based protocol for squeezed Schrödinger cat state engineering
[NO] 607/2000 | A Contaminated Model for Overdispersed Multinomial Microbiome Count Data
[NO] 608/2000 | Hypernucleus production in p+Au reactions at the FAIR facility
[NO] 609/2000 | Domain-Agnostic Incremental Learning for Sound Classification. A DCASE 2026 Challenge task
[NO] 610/2000 | Closing the Alignment-Maturity Gap in Federated Prototype Learning
[NO] 611/2000 | InsightVQA: High-Dimensional Emotion-Cognitive Visual Question Answering Benchmark
[NO] 612/2000 | From Capability Models to Automated Planning: An AAS-Native Approach for Automatic PDDL Generation
[NO] 613/2000 | Pancyclicity of graphs perturbed by a random $F$-factor
[NO] 614/2000 | On the Salience of Low-Probability Tokens for AI-Generated Text Detection: A Multiscale Uncertainty Perspective
[NO] 615/2000 | Ultra Diffusion Poser: Diffusion-Based Human Motion Tracking From Sparse Inertial Sensors and Ranging-Based Between-Sensor Distances
[NO] 616/2000 | S3TS: Stochastic Scenario-Structured Tree Search for Advanced Planning Under Uncertainty
[NO] 617/2000 | Hybrid Neural Ordinary Differential Equations for Data-Efficient Polymerization Modeling with Incomplete Kinetics
[NO] 618/2000 | Normalized solutions to an exponential growth Choquard equation driven by mixed local-nonlocal operator in $\mathbb{R}^2$
[NO] 619/2000 | Moire-Engineered Excitonic Landscape and Phonon-Mediated Recombination in Twisted WSe2 Bilayers
[NO] 620/2000 | Observed Fisher Information in hidden Markov models - Application to a noisy Gaussian random walk
[NO] 621/2000 | ProbRes: Volatility Learning for Probabilistic Time-Series Forecasting
[NO] 622/2000 | A Primer in Post-Training Reasoning Data: What We Know About How It Works
[NO] 623/2000 | On cliques in hypergraphs under bounded $(j,p)$-norm
[NO] 624/2000 | BADGER: Bridging Agentic and Deterministic Evaluation for Generative Enterprise Reasoning
[NO] 625/2000 | Radial-flow fluctuations in the geometrical-scaling framework
[NO] 626/2000 | Anisotropic Moiré Fractional Chern Insulators and Their Phase Transitions
[YES] 627/2000 | The Role of Ambiguity in Error Prediction via Uncertainty Quantification
[NO] 628/2000 | Welfare-Optimal Classification with Accuracy Auctions
[NO] 629/2000 | The $μ-τ$ Counter Reflection Symmetry
[NO] 630/2000 | MA(1) processes with uniform innovations conditioned to stay positive in the non-expanding regime
[NO] 631/2000 | DPA4: Pushing the Accuracy-Cost Frontier of Interatomic Potentials with EMFA SO(2) Convolution
[NO] 632/2000 | Flexible Online Representation Learning Based on Similarity Matching
[NO] 633/2000 | Solar vortex detection methods in MHD simulations: impact of magnetic field and spatial resolution
[NO] 634/2000 | Repurposing Adversarial Perturbations for Continual Learning: From Defense to Active Alignment
[NO] 635/2000 | Uniform Bounds in D-Minimal Structures
[NO] 636/2000 | Deep Learning for Remote Sensing to Improve Flood Inundation Mapping
[NO] 637/2000 | Measurement Geometry and Design for Trustworthy Generative Inverse Problems
[NO] 638/2000 | Unified Context Evolution for LLM Agents
[NO] 639/2000 | Quantitative Movement Testing: Measuring Patient Movements from a Single Smartphone Video
[NO] 640/2000 | Beyond Isolated Behaviors: Hierarchical User Modeling for LLM Personalization
[NO] 641/2000 | Room-Temperature Electric-Field Control of Anomalous Hall Effect in Py/BTO/LSMO Heterostructures
[NO] 642/2000 | Neural Acquisition & Representation of Subsurface Scattering
[NO] 643/2000 | DECK: A Consistency x Confidence Taxonomy of LLM Hallucinations
[NO] 644/2000 | Centrality dependence of charged-hadron pseudorapidity distributions in oxygen-oxygen collisions at $\sqrt{s_\mathrm{NN}}$ = 5.36 TeV
[NO] 645/2000 | Exact Leaf Powers on Cycles, Ladders, Crowns, and Multipartite Block Graphs
[NO] 646/2000 | The spectrum of $^{18}$O in terms of the multiconfigurational dynamical symmetry
[NO] 647/2000 | From Extrinsic to Intrinsic: Geodesic-Guided Representation Learning for 3D Geometric Data
[NO] 648/2000 | A combination of noise and bilateral filters achieve supralinear and scalable adversarial robustness in CNNs
[NO] 649/2000 | Studies of $\rm ^{144,148}Sm+α$ potential for the $p$-process nucleosynthesis
[NO] 650/2000 | Four constructions of self-dual binary cyclic codes with a lower bound on the minimum distances better than the square-root bound
[NO] 651/2000 | Counterexamples to Robichaux's conjecture for Grothendieck polynomials
[NO] 652/2000 | ResMerge: Residual-based Spectral Merging of Large Language Models
[NO] 653/2000 | When Knowledge Is Not Free: Cost-Aware Evidence Selection in Retrieval-Augmented Generation
[NO] 654/2000 | On the unit equation $\varepsilon+δ=n$ in cubic fields
[NO] 655/2000 | AgentRedBench: Dynamic Redteaming and Integration-Aware Defense for LLM Agents over SaaS Integrations
[NO] 656/2000 | When Do Treatment Changes Identify Causal Effects?
[NO] 657/2000 | Azimuthal decorrelation in diffractive dijet production
[NO] 658/2000 | The light curve of T Cephei: humps, long-term changes and recent phenomena
[NO] 659/2000 | Composable function systems as a general-purpose rendering framework
[NO] 660/2000 | Chroma Clues: Leveraging Color Statistics to Detect Synthetic Images
[NO] 661/2000 | CORE-MTL: Rethinking Gradient Balancing via Causal Orthogonal Representations
[NO] 662/2000 | SiamCTC: Learning Speech Representations through Monotonic Temporal Alignment
[NO] 663/2000 | Conditional Graph Diffusion for Negotiation Support: Overcoming Discrete Infeasibility and Preference Elicitation Gaps
[NO] 664/2000 | Context-Aware Workflow Decomposition for Automated Mobile UI Annotation Using Multimodal Large Language Models
[NO] 665/2000 | Electromagnetic Field Equivalence from Moving Manifolds
[NO] 666/2000 | Physically-Motivated Primitive Path Analysis of Entangled Polymer Networks
[NO] 667/2000 | EEG-FuseFormer: A Transformer-Driven Feature Fusion Framework for Seizure Onset Prediction
[NO] 668/2000 | Minimal genus trisection diagrams of the elliptic surfaces $E(n)$ via handle diagrams
[NO] 669/2000 | Golden and Metallic Structures on Hessian Manifolds
[NO] 670/2000 | The magnetic field of the Milky Way: an observational perspective
[NO] 671/2000 | Multilingual Idioms in Sentences and Conversations Across High-, Medium-, and Low-Resource Languages
[NO] 672/2000 | TimeBlocks: Foundational and Continual Time-Series Blockbase -- Extended Version
[NO] 673/2000 | AstroSkyFlow: an astronomical sky image flow simulator for time domain survey validation and machine learning
[NO] 674/2000 | QEC and EAQEC Codes from Hermitian Sums and Hulls of Cyclic Codes over $\mathbb{F}_2 \times (\mathbb{F}_2+v\mathbb{F}_2)$
[NO] 675/2000 | Learning When Not to Act: Mitigating Tool Abuse in Agentic Reinforcement Learning
[NO] 676/2000 | Methods for adjusting for covariate measurement error in flexible modelling of functional form: designing a blinded, controlled neutral comparison simulation study
[NO] 677/2000 | Equilibrated Diffusion: Frequency-aware Textual Embedding for Equilibrated Image Customization
[NO] 678/2000 | Roughness-controlled Tribocharging Governs Friction in Dry Glass Contacts
[NO] 679/2000 | What biology can, and cannot, tell us about conscious AI
[NO] 680/2000 | Understanding-Enhanced Model Collaboration for Long-Tailed Egocentric Mistake Detection
[NO] 681/2000 | Error Bounds for a Diffusion Model-Based Drift Estimator
[NO] 682/2000 | Quantum Dynamics of a Particle in a Linear Potential: Invariant Operator Approach and Discrete Spectrum Solutions
[NO] 683/2000 | When Tabular Foundation Models Transfer Across Modalities: A Systematic Evaluation Across 95 Datasets, 7 Modalities, and Two Regimes
[NO] 684/2000 | Spectrum Anomaly Detection in OFDMA Systems: Simulation Framework and Benchmark Dataset
[NO] 685/2000 | PortBERT: Navigating the Depths of Portuguese Language Models
[NO] 686/2000 | Redshift Duality with Pantheon+SH0ES in a Planck-anchored Flat $Λ$CDM Framework: Implications for Hubble Tension and Observational Inference
[NO] 687/2000 | FedMTFI: Feature Importance Based Optimized Multi Teacher Knowledge Distillation in Heterogeneous Federated Learning Environment
[NO] 688/2000 | VISReg: Variance-Invariance-Sketching Regularization for JEPA training
[NO] 689/2000 | VLMs are Good Teachers for Video Reasoning via Adaptive Test-Time Optimization
[NO] 690/2000 | IntraShuffler: A Privacy Preserving Framework for Heterogeneous DP Federated Learning
[NO] 691/2000 | HERO'S JOURNEY: Testing Complex Rule Induction with Text Games
[NO] 692/2000 | AFUN: Towards an Affordance Foundation Model for Functionality Understanding
[NO] 693/2000 | SimSD: Simple Speculative Decoding in Diffusion Language Models
[NO] 694/2000 | LL-Bench: Rethinking Low-Level Vision Evaluation in the Era of Large-Scale Generative Models
[NO] 695/2000 | Improving Combined Detection and Classification of TEM Defects via Mask-Conditioned Latent Diffusion Augmentation
[NO] 696/2000 | Practical Limits on Integrated Squeezers
[NO] 697/2000 | Moment-Video: Diagnosing Temporal Fidelity of Video MLLMs on Momentary Visual Events
[NO] 698/2000 | Drifting Preference Optimization for One-Step Generative Models
[NO] 699/2000 | ToolFG: Towards Well-Grounded Fine-Grained Image Classification
[NO] 700/2000 | Frustrated neurons: Energy landscapes and relaxation dynamics in repulsive phase oscillators
[NO] 701/2000 | Not All Points Are Equal: Uncertainty-Aware 4D LiDAR Scene Synthesis
[NO] 702/2000 | When Rating Scales Fall Short: LLM-Assisted Discovery of ADHD Signals in Turkish Teacher Narratives
[NO] 703/2000 | AI and physics-based weather forecasting: A comparative study
[NO] 704/2000 | Towards Automated Discovery: A Review of Generative Models, Multimodal Learning and Closed-Loop Workflows in Inverse Materials Design
[NO] 705/2000 | Evaluating Cepheid Metallicity Effect Determinations via IC1613 and Gaia-independent Parallaxes
