[2026-08-15 22:20:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-14
正在获取论文...
[ACM] 2026-8-14 | Tools for Enhancing Active Learning Experience in an Online Environment
[NO] 210/1000 | A Lightweight Extended Pan-Tompkins Framework with Derivative Refinement for Precise Q-Onset, S-Offset based Robust QRS Delineation Detection
[NO] 211/1000 | Deep Learning Approaches for Lung Cancer Classification: Assessing CNN Performance using Saliency Maps and Grad CAM on CT Imaging
[NO] 212/1000 | STG-SR: Spatio-Temporal Graph based Load Balancing Routing for Satellite Networks
[NO] 213/1000 | Topology-Preserving Contrastive Alignment for Graph-Augmented Textual Representation Learning
[NO] 214/1000 | An Adaptive Photovoltaic Power Forecasting Approach Integrating Double Q-Learning and Stacking Ensemble
[NO] 215/1000 | Detecting Cyber Attack in Healthcare System using Classifiers
[NO] 216/1000 | Smart Print: A Multi-Criteria Scheduling Algorithm for Automated Campus Print Shop Management with Real-Time Resource Optimization
[NO] 217/1000 | Classifying Fire Incident Risk in Central Luzon using Latent Profile Analysis and Circular Statistics
[NO] 218/1000 | A Data-Centric Machine Learning Framework for Predicting Health Insurance Expenditure
[NO] 219/1000 | Performance Analysis of a Distributed Energy System with Solar PV Integration on an IEEE 5-Bus Scheme
[NO] 220/1000 | CT Imaging-based Ensemble Deep Learning Model for Lung Cancer Detection
[NO] 221/1000 | Credit Risk Dynamic Pricing Representation Learning Algorithm based on Long-Term SelfSupervised Learning
[NO] 222/1000 | Few-Shot Indonesian Bird Species Recognition with Domain-Specific Bioacoustic Embeddings
[NO] 223/1000 | Impact of Machine Learning Recommendation System on Placement Outcomes with SMART Tasks in Normalized Learning Groups
[NO] 224/1000 | Deep Learning based DeepFake Image Detection for Enhancing Social Media Security
[NO] 225/1000 | Artificial Intelligence and NLP based Crime data Prediction
[NO] 226/1000 | Corrections to “Synergizing Global and Local Strategies for Dynamic Project Management: An Advanced Machine Learning-Enhanced Framework”
[NO] 227/1000 | Toward a Sustainable Software Architecture Community: Evaluating Icsa's Environmental Impact
[NO] 228/1000 | Electrocardiogram Time Series Prediction Using a Fully Convolutional LSTM Network
[NO] 229/1000 | Composite Feature Enhanced YOLO Vehicle Detection Algorithm
[NO] 230/1000 | Next-Generation Smart Cart System using RFID and Artificial Intelligence
[NO] 231/1000 | A Scalable Real-Time Framework for Detecting Fraudulent Job Advertisements using PASVMC and NLP
[NO] 232/1000 | BIM-Geometric Informed LIO of Factor Graph Fusion for Construction Robots
[NO] 233/1000 | Nash Equilibrium Uniqueness in a Game-Theoretic Power Control Model for Ultra-Dense Wireless Networks
[NO] 234/1000 | IEEE Connect
[NO] 235/1000 | On-Camera Surveillance Video Compression via ROI Extraction
[NO] 236/1000 | Unlocking the Top-Space Multi-Functionality of Thin-Film Acoustic Wave Devices
[NO] 237/1000 | Dynamic E2E Channel Orchestration in Metro Transport Network
[NO] 238/1000 | Period-Aware Scheduling in Time-Sensitive Networking for Cloud-Based Computer Interlocking
[NO] 239/1000 | Bayesian Image Layer Decomposition and Weighted Automatic Contrast Maximization for Underwater Image Enhancement_supp1-3723604.pdf
[NO] 240/1000 | Technical Review of Dual-Inverter Fed Open-End Winding Motor System
[NO] 241/1000 | Polarization-Insensitive FOPA Based on a Polarization-Diverse Bidirectional PM Fiber Loop
[NO] 242/1000 | Hybrid Fast Probe-Corrected Inverse Surface Current Reconstruction for Low- to High-Frequency Electromagnetic Field Measurements
[NO] 243/1000 | Designing Adaptive Digital Nudging Systems with LLM-Driven Reasoning
[NO] 244/1000 | Architecting Cognitive Federated Digital Twins with LLM Agents for Privacy-Preserving Adaptive Systems
[NO] 245/1000 | Design and Performance Analysis of a Miniaturized ACS Fed Dual Band Microwave Antenna for Sub 6 GHz, 5G and Wireless Applications
[NO] 246/1000 | A Two-Stage Feature-Focused Deep Learning Framework for Indoor Scene Classification with Attention Refinement
[NO] 247/1000 | Comprehensive Literature Review on Challenges, Solutions, and Future Directions in Wireless Sensor Networks
[NO] 248/1000 | Adaptive Feature Fusion-based Bone Fracture Detection using Hybrid DenseNet121 and EfficientNetB0 Architecture
[NO] 249/1000 | A Deep Learning Enabled Structured Analytical Study of Societal Constraints Cultural Assimilation and Trauma among Women Athletes
[NO] 250/1000 | From Framework to Architecture: Operationalizing CoDI-SA Through Explainable AI and Multimodal Data Fusion
[NO] 251/1000 | A Robust Image–Text Alignment Framework using BLIP-2, CLIP and Caption Guided Fusion
[NO] 252/1000 | Digital Twin–Driven Optimization for Energy-Efficient and Sustainable Oil and Gas Production
[NO] 253/1000 | A Surplus Power Control Method Without DC Dissipative Device for Flexible HVDC Transmission of Offshore Wind Power
[NO] 254/1000 | Hierarchical Spatio-Temporal Graph Transformer with Semantic Behavior Fusion for Intelligent Student Ideological and Political Classroom Behavior Recognition
[NO] 255/1000 | Design and Analysis of Bi-Layer Day-Ahead Market Model for Renewable Energy Accommodation
[NO] 256/1000 | Conceptual Evaluation of the Automated Hybrid In-Situ River Remediation System (AHIRRS) Framework and Long-Term Water Quality Analysis of the Yamuna River
[NO] 257/1000 | AI-based Object Detection and Voice Assistance System for Blind People
[NO] 258/1000 | A Day-Ahead Wind Power Forecasting Method Based on Meteorological Correction and Contrastive Learning-Constrained Transformer
[NO] 259/1000 | Optical Performance of a Ring-Shaped MEMS Shutter Array for Interference Microscopy
[NO] 260/1000 | Comments and Corrections—Corrections to “A Comprehensive Equivalent Circuit Model for High-Overtone Bulk Acoustic Resonators (HBARs)”
[NO] 261/1000 | Research on Business Management Risk Prediction using Sparse Autoencoder-Assisted Bidirectional Long Short-Term Memory with Multi-Head Self-Attention
[NO] 262/1000 | Low-Voltage Nanoelectromechanical Photonic Information Processing Cell
[NO] 263/1000 | A Multi-Task CNN Framework for Simultaneous Age Estimation and Gender Classification from Facial Images
[NO] 264/1000 | Efficient Adaptation of Large Language Models for Sentiment Classification: A Comparative Study of QLoRA, LoRA, and Full Fine-Tuning Under Resource Constraints
[NO] 265/1000 | Reconfigurable Gires-Tournois Resonators for Low-Power-Operable Monopixel Array
[NO] 266/1000 | Comprehensive Analysis of Load Balancing and Resource Provisioning Methods in Cloud Computing Environments
[NO] 267/1000 | Internet of Things(IoT)-based Pest Detection and Monitoring System using Machine Learning
[NO] 268/1000 | Deep Learning for Crop Yield Prediction: A Comprehensive Review of Architectures, Data Sources, and Optimization Strategies
[NO] 269/1000 | Quantum Kernel Concentration Under Class Imbalance: Empirical Characterisation with Discrimination Ratio and Quantum Imbalance Vulnerability Score
[NO] 270/1000 | Fast Search Method for Substation Secondary Full Loop Based on MS-HyperAdapt Transformer and TC-PIGNN
[NO] 271/1000 | Research on Gas Suppression Measures for the Reversing Change-Over Selector Switching of On-Load Tap-Changer in Converter Transformer
[NO] 272/1000 | Fusion of Local Convolutional Features and Global Attention for Automated Leukemia Cell Detection
[NO] 273/1000 | Future of the IAS [President’s Message]
[NO] 274/1000 | The Extent and the Limitations of Mechanistic Explanations of Nature
[NO] 275/1000 | The $\lambda$-Spectrum of Dynamical Network Markers for Multiscale Early Warning and Industrial Covariance Fingerprinting
[NO] 276/1000 | An Unforgettable Experience [Chapter News]
[NO] 277/1000 | Online Scheduling with Zygote Container for Tackling Cold Start in Serverless Functions
[NO] 278/1000 | Hyperspectral satellite-derived phytoplankton diagnostic pigments in the East China Sea: Spatiotemporal patterns and ecological response to coastal fronts_supp1-3723474.docx
[NO] 279/1000 | IEEE Embedded Systems Letters Publication Information
[NO] 280/1000 | High-Fidelity Gaussian Splatting from MVS Clouds: An Iterative Spatial Decomposition framework
[NO] 281/1000 | A Transformer-Based Spatiotemporal Perception Framework for Dynamic Constrained Multi-objective Optimization
[NO] 282/1000 | Precursor Milling-Induced Improvement of Optoelectronic Properties in Fluorine-Doped ZnO Films
[NO] 283/1000 | Quantisation-Aware RIS Placement Optimisation for AGV Connectivity in Industrial Private 5G Networks
[NO] 284/1000 | A Bridge IC With Programmable DQS/WCK Pattern Generation and RDQS Error Detection for Next-Generation Mobile Memory Interface Testing
[NO] 285/1000 | Semi-supervised Manifold Representation Learning for Fault Diagnosis: An Adaptive Feature Engineering Framework for Rotating Machinery
[NO] 286/1000 | IEEE Feedback
[NO] 287/1000 | A Digital Twin and Large Language Model based Intelligent Decision-Making Architecture for Enterprises
[NO] 288/1000 | Indian Musical Instrument Recognition using MFCC-CNN-UNET Encoder
[NO] 289/1000 | Hybrid SVM–RF Framework for Accurate Product Classification using Feature Optimization in E-Commerce
[NO] 290/1000 | Low-Carbon Operation Strategy for Integrated Energy Systems Considering Hydrogen-Ammonia Storage Safety and Multi-Energy Synergy
[NO] 291/1000 | Benchmarking Vision Transformers for Retinal Disease Analysis: Insights Across Diverse Classification Tasks and Datasets
[NO] 292/1000 | A Double Deep Q-Network Reinforcement Learning Method for Load-Balancing Inter-Satellite Routing in LEO Satellite Constellations
[NO] 293/1000 | Adaptive Residual-Guided Memory Neural Solver for Accurate and Stable Numerical Solutions of Ordinary Differential Equations
[NO] 294/1000 | Research on the Evaluation Model of Ideological and Political Education Effectiveness in College English Courses based on Transformer and BiGRUAttention Network
[NO] 295/1000 | Music Style Classification Modeling and Emotion Recognition Algorithms based on Machine Learning
[NO] 296/1000 | Interpretability-Driven Severity Grading of Rice Leaf Diseases using a Heterogeneous CNN Ensemble with Explainable AI
[NO] 297/1000 | A Multimodal Machine Learning Framework for Credit Card Fraud Detection using Numerical and Temporal Feature Fusion
[NO] 298/1000 | Optimal Dispatch of Integrated Electricity and Heat Systems with Electric Heating Molten Salt Energy Storage
[NO] 299/1000 | A Real-Time Generative AI Operating System for Regulated Financial Services Contact Centres
[NO] 300/1000 | Ant Colony Optimization-based PID Tuning for Enhanced Load Frequency Control in Interconnected Power Systems
[NO] 301/1000 | Deep Residual Learning-Based Denoising Framework for Enhancing Brain MRI Quality in Glioma Detection and Grading
[NO] 302/1000 | Noise-Suppressed Transformer-based Voice-to-Text for Accurate Multilingual Speech Recognition in Noisy Environments
[NO] 303/1000 | A Reference Architecture for Agentic Hybrid Retrieval in Dataset Search
[NO] 304/1000 | Engineering Sustainable Fiber-based Composites from Food and Crop Waste using an AI-Driven Circular Economy Framework
[NO] 305/1000 | Decentralized Proof-Of-Location for Content Provenance: Towards Capture-Time Authenticity
[NO] 306/1000 | Target-Aware Frequency-Constrained Adversarial Attack for Modulation Recognition
[NO] 307/1000 | Probabilistic Power Flow Tracing Under High Renewable Penetration: A Cumulant-Based Approach
[NO] 308/1000 | Numerical Simulation of Apparent Resistivity Measurement Based on Schlumberger Array
[NO] 309/1000 | Dynamic Graph Feature Refinement for Detection of Epileptic Seizure using the Graph Neural Network
[NO] 310/1000 | Deep Learning based Automatic Modulation Classification for Wireless Communication Systems
[NO] 311/1000 | Self-Adaptive Natural Evolution Strategy for Categorical Optimization With Applications to Hard Prompt Search_supp1-3716884.pdf
[NO] 312/1000 | Author Index
[NO] 313/1000 | Low Rank Denoising for Chinese Spaceborne Hyperspectral Imagery with Spectral Fidelity Preservation_supp1-3722911.pdf
[NO] 314/1000 | Table of Contents
[NO] 315/1000 | A Stress- and Temperature-Compensated TMR Current Sensor With ±0.13% Sensitivity Variation
[NO] 316/1000 | ICSCSS 2026 Cover Page
[NO] 317/1000 | Adaptive Tracking with Harmonic Beamforming by 2-Bit Time Modulated Array
[NO] 318/1000 | Grasp Pose Estimation of Articulated Objects Based on Semantic and Geometric Feature Fusion
[NO] 319/1000 | CRA-Net: A Wavelet-Decomposed Vision Transformer with Cross-Radiomics Attention for Fine-Grained Biomedical Image Classification
[NO] 320/1000 | Broadband C-Band Tunable Hybrid-Integrated Optical Transmitter Based on PWB-Interconnected Matrix DFB Laser Array and TFLN Modulator
[NO] 321/1000 | Operational Memory Architecture for Kubernetes: Evidence Horizon Taxonomy and Extended Causal Pattern Preservation
[NO] 322/1000 | Automated Business Process Model Generation with Large Language Models: A Systematic Literature Review
[NO] 323/1000 | Scalable Renewal Architecture: Efficient Processing of 10,000+ License Orders with Optimized Output Generation
[YES] 324/1000 | AI-Augmented Microservices Architecture: Rapid Design and Validation of an Authentication Service Using GitHub Copilot
[NO] 325/1000 | An Echocariogram based Heart Disease using Deep Learning Model
[NO] 326/1000 | A Kinematic-Constraint Multimodal Perception Data Fusion Method for Non-Cooperative UAVs Localization
[NO] 327/1000 | Graph-Bi-LSTM Hybrid Model for Topology-Aware Intrusion Detection in Wireless Sensor Networks
[NO] 328/1000 | Advanced Machine Learning Framework for Early Detection and Classification of Polycystic Ovary Syndrome (PCOS)
[NO] 329/1000 | A Lightweight Script-Aware OCR Framework for Multilingual Text Recognition in Real-World Images
[NO] 330/1000 | Design of a Cross-Domain Data 3D Modeling and Remote Error-Free Perception System for Power Grids using Computer Vision and Edge Computing Collaboration
[NO] 331/1000 | Analysis of Oil Conservators and Coolers Design for Transformers of Transmission System
[NO] 332/1000 | Determination of Renewable Energy Utilization and Installed Capacity Based on Accommodation Coefficient
[NO] 333/1000 | A Method and System for Status Identification of Cabinet-Mounted Equipment in Extra-High Voltage Substations
[NO] 334/1000 | Animation Simulation Design of Intelligent Robots based on Virtual Reality
[NO] 335/1000 | Evaluation of Corporate Green Innovation Performance using the Improved Particle Swarm Attention Model
[NO] 336/1000 | AcadVault: A Privacy-First Blockchain Credential Framework Achieving O(1) Batch Issuance via Merkle Tree and SSS-based Distributed Key Recovery
[NO] 337/1000 | FloodLens: A Semi-Supervised Segmentation Framework for Post-Flood Assessment using UAV Imagery
[NO] 338/1000 | Context-Aware Semantic Dynamic Time Warping Framework for Error Detection in English Machine Translation
[NO] 339/1000 | Sentiment and Discourse Analysis of Philippine Political Conversations on Social Media using Natural Language Processing
