[2026-09-04 23:45:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-03
正在获取论文...
[arXiv] 2026-09-03 | ToPO: Token-Conditioned Preference Routing for Attention-Based Latent Diffusion Models
[NO] 99/1979 | Coupling-Aware Aggregation of Multi-Zone HVAC Loads under Uncertainty: A Two-level Framework
[NO] 100/1979 | Accelerated Prox-Level Methods for Unknown Piecewise-Smooth Optimization II: Function-constrained Optimization
[NO] 101/1979 | Trust Me, I'm Your Developer: Self-Issued Authentication in Large Language Models
[NO] 102/1979 | What is Smoothness?
[NO] 103/1979 | A Joint Power-Privacy Control Framework for Decentralized Learning over Heterogeneous Wireless Multicasting Networks
[NO] 104/1979 | FlowBalance: Verifier-Grounded Self-Improvement from On-Policy Reasoning Experience
[NO] 105/1979 | Trajectory-Based Co-Optimization of Arrival Scheduling and Descent Path Design in the Terminal Maneuvering Area
[NO] 106/1979 | CLAS+: A large catalog of Changing-Look AGN candidates selected through S-PLUS narrow-band photometry
[NO] 107/1979 | The 2026 PNPL Competition: Word Classification and Efficient Cross-Subject Generalisation in LibriBrain100
[NO] 108/1979 | Language-encoded network topology enables large language models to reason about complex networks
[NO] 109/1979 | Data-Based Clustering and Control of Similar Biological Systems
[NO] 110/1979 | OctWorld: Long-Range World-Consistent Video Generation with Octree-Based 3D Mapping
[NO] 111/1979 | Grounding GUI Design in Computational Psychology
[NO] 112/1979 | RuleMem: Active Rule Memory for Long-Term Conversational Agents
[NO] 113/1979 | Electromechanical Domain Wall Propagation in Dielectric Elastomers: An Exact Geometric Resolution via Conformal Mapping
[YES] 114/1979 | CROCODIL: Cross-Model Code Editing with LLMs
[NO] 115/1979 | FWBC-VLA: Force-Aware Whole-Body Compensation for Contact-Rich Loco-Manipulation
[NO] 116/1979 | Beyond Shallow Alignment: How Post-Training Methods Determine Refusal Circuits And Steering Robustness
[NO] 117/1979 | Interferometric Survey of Stellar Parameters: Mass of the metallic A-type binary $β$ Aur
[NO] 118/1979 | Properties of Seasonal Ice at Sisyphi Cavi and Implications for Current Modification of Martian Gullies
[NO] 119/1979 | Measure theory without infinities
[NO] 120/1979 | Bioinfoysis Technical Report
[NO] 121/1979 | GazeFS: Target-Centered Gaze-Trajectory Forecasting and Stabilization from Gaze-Head History
[NO] 122/1979 | Adapting to Evolving Requirements: Agentic AI for Retail Supply Chain Operations
[NO] 123/1979 | A Fejér--Riesz inequality for Dirichlet series
[NO] 124/1979 | Universal Driven Critical Dynamics of Entanglement Entropy
[NO] 125/1979 | Bridging Formal and Perceived Fairness: Development of an Interdisciplinary Framework in Algorithmic Decision-Making
[NO] 126/1979 | The mean-field limit of the Schrödinger-Lohe model and emergent dynamics
[NO] 127/1979 | EF1-Constrained Nash Social Welfare with Identical Additive Valuations: Complexity, Guarantees, and Experiments
[NO] 128/1979 | Flip, Don't Shuffle: Watermarking LLMs at the Speed of Inference
[NO] 129/1979 | On flows generated by square-integrable vector fields
[NO] 130/1979 | Parabolic Poincaré inequalities and maximal function estimates for systems of partial differential equations
[NO] 131/1979 | The impact of phase information for few-shot fine-grained image classification
[NO] 132/1979 | Energetic Costs of Subspace Quantum Error Correction
[NO] 133/1979 | Optimisation of importance sampling implementation in rare-event shielding simulations using Geant4
[NO] 134/1979 | Select, Compress, Reinvest: A Controlled Study of Visual-Token Allocation in Long-Video MLLMs
[NO] 135/1979 | Is Collision-Free Backoff Worth It in Wi-Fi?
[NO] 136/1979 | VisCAD: A Foundation Model Suite with Multimodal Industrial CAD Intelligence
[NO] 137/1979 | Free Pause Tokens
[NO] 138/1979 | Auditing Contextual Bias in Human Ball-Strike Calls Using KBO's Automated Umpiring Transition
[NO] 139/1979 | Rethinking World Models for Safety-Critical Embodied Systems
[NO] 140/1979 | Effects of the Direct Space Charge on Transverse Coupled-Bunch Instabilities
[NO] 141/1979 | OBER+: Continuity-Aware Reporting and Traceable Continuous Improvement in Outcome-Based Education
[NO] 142/1979 | Lifetime Profit-Maximising Co-optimisation of Multi-Service Stacking for Battery Storage
[NO] 143/1979 | Ground-State Phase Diagram, Higher-Winding Topology, and Lifshitz Criticality in an Anisotropic Four-Spin XX Chain
[NO] 144/1979 | Robot Aware Computational Design of Object Specific Passive Grippers for Additive Manufacturing
[NO] 145/1979 | Ion-Engineered Insulator-to-Semiconductor Transition in Natural 2D Biotite
[NO] 146/1979 | Rent-a-RAG: Embedding-Space Watermarks for Auditing Third-Party RAG
[NO] 147/1979 | Beyond BLEU: A Case for Redefining Sign Language Translation Benchmarks
[NO] 148/1979 | Proactive Service Agents: A Unified Decision Framework, Methods, and Evaluation
[NO] 149/1979 | Fractalizing spacetime: Floquet codes with fractonic excitations that are immobile in space and time
[NO] 150/1979 | On the Finiteness of Anosov flows on $3$-manifolds via Contact Geometry
[NO] 151/1979 | Synchronization of directed hypergraphs with heterogeneities via dynamic coupling
[NO] 152/1979 | Symmetries and Causality: Causal Effect Identification Beyond IID Data
[NO] 153/1979 | Asymptotic Analysis of Gradient Mapping-type Stationarity Measure for the Sum of Nonconvex Nonsmooth Functions and Applications to Proximal Gradient-type Algorithms
[NO] 154/1979 | Quantisation of Abstract Data Types
[NO] 155/1979 | Towards a Statistical Understanding of Mixture-of-Experts
[NO] 156/1979 | Compile by Training: Turning Natural-Language Specifications into Local Neural Functions
[NO] 157/1979 | Legibility is Not Interpretability: Comparing Judged and Actual Importance in Chain-Of-Thought Reasoning
[NO] 158/1979 | Baby-universe state dependence of the wormhole-induced gravi-axion mass gap
[NO] 159/1979 | Robust PAC Learning of Concurrent Stochastic Games
[NO] 160/1979 | Minimizing the makespan in job shop scheduling under conflict graph constraints
[NO] 161/1979 | Vanilla Exact Synthesis of CNOT Circuits is NP-hard
[NO] 162/1979 | Boundary conditions for axionic wormholes, imaginary distance bound and KSW allowability
[NO] 163/1979 | Natural Disasters and the Nonprofit Sector
[NO] 164/1979 | Fundamental differences in the X-ray accretion properties of low and high-excitation radio galaxies
[NO] 165/1979 | Decreasing Digital Distraction in College Students: Associated Online Learning Strategies Identified by Unsupervised Data Mining Approaches
[NO] 166/1979 | A targeted search for fast radio bursts from magnetars in elliptical galaxies
[NO] 167/1979 | A Stochastic Riemannian Alternating Descent Ascent Method for Nonsmooth Composite Expectation Optimization on Riemannian Manifolds
[NO] 168/1979 | Compressing Streaming Neural Audio Encoders via Latent-Space Distillation
[NO] 169/1979 | Zero sum two-player differential game under three regimes
[NO] 170/1979 | A Non-Formulable Theorem: A Fundamental Limit of Finite Syntactic Systems and Its Consequences for Security and AI
[NO] 171/1979 | Deep Neural Compression for RIR-Characterized Acoustic Environments with Structure-Aware Constraints
[NO] 172/1979 | Frequency-Multiplexed Parallel Gates for Quantum LDPC Codes in a Two-Dimensional Ion Crystal
[NO] 173/1979 | Monitoring antiproton numbers with a CMOS detector in a dense-track environment
[NO] 174/1979 | TAP-Path: Task-Adaptive Structural and Token Pruning for Efficient and Trustworthy Pathology Foundation Models
[NO] 175/1979 | Continuous Actions from Discrete Minds: Latent-Aligned Planning for End-to-End Autonomous Driving
[NO] 176/1979 | Spurious Advantage Hidden in GRPO
[YES] 177/1979 | When Models Edit Too Much: On the Fidelity of Minimal Code Edits
[NO] 178/1979 | Limits of Stochastic Semigroups and Block-Triangular Majorisation
[NO] 179/1979 | LabelMate: An LLM-Driven Framework for Refined Issue Report Labeling
[NO] 180/1979 | An off-shell conformally invariant Galilean Weyl tensor
[NO] 181/1979 | Conditioning of solutions to the Sylvester equation
[NO] 182/1979 | The Dice Roll Method: A Standardized Protocol for Repeated-Query Auditing of Large Language Model Brand Recommendations
[YES] 183/1979 | Extending concurrent separation logic to the hardware level to verify the xv6 OS kernel on RISC-V with AI agents
[NO] 184/1979 | Minimality for noncommutative dynamical systems
[NO] 185/1979 | From configuration spaces to graph complexes via FA-modules
[NO] 186/1979 | Influence of Extruded Filament Shape on Buildability in 3D Concrete Printing: A Geometry-Informed Deep Learning-FEM Approach
[NO] 187/1979 | LLM4CKD: Large Language Models for Early Stage Chronic Kidney Disease Screening
[NO] 188/1979 | RobustSeiz: An Open-Source Framework for Benchmarking the Robustness of EEG Seizure Detection Models
[NO] 189/1979 | Designing corrugated surfaces to guide colloidal self-assembly
[NO] 190/1979 | Heavy-Tailed First-Order Optimization for Polyak-Łojasiewicz Condition: High-Dimensional Minimax Bounds, High-Probability Guarantee, and Fixed-Dimensional Improvements
[NO] 191/1979 | Cooperative Multi-Task Semantic Communication for Joint Classification and Regression Tasks
[NO] 192/1979 | Detection of hydrocarbons in Titan using high-resolution cross-correlation spectroscopy
[NO] 193/1979 | An exact traveling waves solution for a special class of semilinear equations
[NO] 194/1979 | Analytic study of the continuous spectrum of three-dimensional weak shock layers
[NO] 195/1979 | Investigating the Ability of Large Language Models to Analyze Recipes for Diabetes
[NO] 196/1979 | Characterizing Contractions and Weighted Blowdowns
[NO] 197/1979 | 3.5-meter Segmented-Mirror Robotic Space Telescope Mission White Paper V. Key Scientific Mission: Compact-Object Time-Domain Science
[YES] 198/1979 | Refusing the Impossible: A Taxonomy and Benchmark for Code Hallucination in Large Language Models
[NO] 199/1979 | A Polynomial PDE Criterion for the $-n/d$ Root of the Bernstein-Sato polynomial of Homogeneous Ideals
[NO] 200/1979 | Fourier Analysis and Idempotents in Quandle Algebras
[NO] 201/1979 | When Do Frozen VLMs Respond to Image-Free Object-Token Edits? An Answer-Key-Free Protocol and What It Reveals
[NO] 202/1979 | A Computationally Feasible Framework for Causal Probabilistic Explanation
[NO] 203/1979 | Patterned Substrates Unlock Self-Electrophoretic Phenomenon in Active Janus Microswimmers
[NO] 204/1979 | SALTED: a symmetry-adapted machine-learning program for predicting electron-densities in molecules and materials
[NO] 205/1979 | Lattice QCD calculation of the pion-nucleon coupling $\bar{g}_0$ induced by the QCD $Θ$-term
[NO] 206/1979 | DREAM: Deep-Reparametrization of Adaptive Regularization Maps for Fast Zero-Shot Self-Supervised Learning
[NO] 207/1979 | Discrete-time quantum walks with energy-dependent coins
[NO] 208/1979 | Cusped Defects: Cusp Operator Expansion, Conformal Properties and Bootstrap Applications
[NO] 209/1979 | Graded Betti numbers of graded Möbius algebras of uniform matroids
[NO] 210/1979 | The conformally invariant metric on CLE$_4$ II: existence of geodesics
[NO] 211/1979 | Barnacle: Adaptive Multi-Leader Scheduling for DAG-Based Consensus
[NO] 212/1979 | Convolution Sum-Product Queries
[NO] 213/1979 | Coherent interaction of WS$_2$ and quasi-2D perovskite excitons over micrometer distances via a cavity field
[NO] 214/1979 | Towards Numerical TOHTN Planning with SMT-based HTN-SAT Encoding
[NO] 215/1979 | RATL: Learning from Retrieved Residuals for Robust Multivariate Time-Series Forecasting
[NO] 216/1979 | On the interplay between waveform systematics and lensing signatures in gravitational-wave signals
[NO] 217/1979 | Fixed Suffix Dependency Ratio: Quantifying the Dual-Track Mechanism of Gender Assignment in Latvian Loanwords
[NO] 218/1979 | Ultra-Precise Quantum Projective Designs in Constant Depth
[NO] 219/1979 | Halfspace Theorems for Anisotropic Minimal Surfaces and Perimeter Minimizers
[NO] 220/1979 | Lose the Order, Keep the Hierarchy: Deordering HTN Plans
[NO] 221/1979 | On second maximal subgroups of finite groups
[NO] 222/1979 | Spin-to-polarization mapping with a coherent quantum dot-cavity receiver
[NO] 223/1979 | Extremal Families for Matchings in Permutations
[NO] 224/1979 | \texorpdfstring{$α$}{}-decay for superheavy nucleus: The alpha decay energy to the one-fourth power
[NO] 225/1979 | The Prime Clockwork: A Dynamic Representation of Modular and Multiplicative Arithmetic
[NO] 226/1979 | Concept of a Sensor Test Environment for Dusty Agricultural Conditions
[NO] 227/1979 | The 11/6 supremum of the Wang-Sitters rounding scheme for graph balancing
[NO] 228/1979 | Eulerian insertion operators and an Eulerian form of the Pieri rule
[NO] 229/1979 | Sharp asymptotics for a transport model with a nonlocal condition of the Fisher-KPP type at the boundary
[NO] 230/1979 | nufftcf: Fast Auto- and Cross-Correlation Function Estimation for Irregularly-Sampled Time Series via the Non-Uniform FFT
[NO] 231/1979 | Can Julia land on the Moon? On the development of a GNC simulation framework for the Argonaut lunar lander
[NO] 232/1979 | The Casimir free energy of peptide films on a silicon substrate: Impact of dielectric-to-metal transition in silicon and nanoparticles in peptide
[NO] 233/1979 | Haglund--Haiman--Loehr formula via Carlsson--Mellit Algebra
[NO] 234/1979 | Supersingular Elliptic Curves Without Inseparable Small Degree Endomorphisms
[NO] 235/1979 | Semantic Bayesian World Models
[NO] 236/1979 | Witnesses Explain Anomalies
[NO] 237/1979 | A stabilized scheme satisfying the discrete maximum principle for a time fractional convection-diffusion-reaction equation
[NO] 238/1979 | SVG-Score: Human-Aligned Evaluation of Text-to-SVG Generation
[NO] 239/1979 | List-distance consistent vertices in trees are confined to a path
[NO] 240/1979 | Govern the Model, Not Only the Data: Storage, Circulation, and Learning in Creative AI
[NO] 241/1979 | A comparative study on the accuracy & repeatability of mobile robotic platforms for the delivery of precision NDE measurement
[NO] 242/1979 | Simultaneous measurements of enzyme propagation and biopolymer mobility elucidate the directional degradation of a dense biopolymer matrix
[NO] 243/1979 | DNative-Twin: Decision Graphs and Digital Twins for Reconstructable Agentic Decisions
[NO] 244/1979 | Computing high-order mixed derivatives in physics-informed neural networks using multi-index Bell polynomials
[NO] 245/1979 | Disk survey in the Serpens star-forming region: Environmental effects in nearby star-forming regions
[NO] 246/1979 | The scramble number of outerplanar graphs
[NO] 247/1979 | SimSkill: A Lifelong Learning AI Agent for Autonomous Mastery of Traffic Simulation
[NO] 248/1979 | A Quantization Problem Posed by Adaptive Streaming
[NO] 249/1979 | Quasi S-n-ideals in commutative semirings
[NO] 250/1979 | KnowVis: Knowledge-Centric Visual Summarization for Video Lectures
[NO] 251/1979 | Bayesian Confidence Recalibration and Research-Equilibrium Criticality: Temporal Support in Robust Portfolios
[NO] 252/1979 | Analog quantum simulation of bosonic and anyonic models with flux-driven transmons
[NO] 253/1979 | Unfold The World: Factorize 4D Properties in Reinforcing Spatial Reasoning
[NO] 254/1979 | Multimodal and Multiscale Interrogation of a Mechanically Tough Glass Forming Copper-Based Metal-Organic Framework
[NO] 255/1979 | Can LLMs Extract Architectural Design Decisions from Source Code Commits? - A Preliminary Exploratory Study
