[2026-03-25 22:37:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[NO] 152/1850 | Designing Agentic AI-Based Screening for Portfolio Investment
[NO] 153/1850 | Mamba-driven MRI-to-CT Synthesis for MRI-only Radiotherapy Planning
[NO] 154/1850 | LLM Olympiad: Why Model Evaluation Needs a Sealed Exam
[NO] 155/1850 | Unlocking AI's Potential in Agriculture: The Critical Role of Data
[NO] 156/1850 | Optical modelling of shaped laser pulses in plasma
[NO] 157/1850 | WaveSFNet: A Wavelet-Based Codec and Spatial--Frequency Dual-Domain Gating Network for Spatiotemporal Prediction
[NO] 158/1850 | Learning Multi-Agent Local Collision-Avoidance for Collaborative Carrying tasks with Coupled Quadrupedal Robots
[NO] 159/1850 | A reduced rank model for spatial categorical data with many classes
[NO] 160/1850 | On-the-Fly Lifting of Coarse Reaction-Coordinate Paths to Full-Dimensional Transition Path Ensembles
[NO] 161/1850 | Inequalities for the Tsallis q-entropy and Information Theory
[YES] 162/1850 | On the Vulnerability of FHE Computation to Silent Data Corruption
[NO] 163/1850 | Vision-based Deep Learning Analysis of Unordered Biomedical Tabular Datasets via Optimal Spatial Cartography
[NO] 164/1850 | Cluster Infall for Mass Calibration in the Stage-IV Era
[NO] 165/1850 | $β$-decay Measurements Near the $N=40$ Island of Inversion to Quantify Cooling of Accreted Neutron Star Crusts
[NO] 166/1850 | Short-Form Video Viewing Behavior Analysis and Multi-Step Viewing Time Prediction
[NO] 167/1850 | A mechanism for nonmonotonic $T_{c,max}(n)$ in multilayer cuprates
[NO] 168/1850 | Large-Scale Avalanche Mapping from SAR Images with Deep Learning-based Change Detection
[NO] 169/1850 | Generalizing Dynamics Modeling More Easily from Representation Perspective
[NO] 170/1850 | Explicit Model Predictive Control with Quantum Encryption
[NO] 171/1850 | Maximal growth of the Stein-Wainger oscillatory integral
[NO] 172/1850 | A foamy approach to Soergel bimodules
[NO] 173/1850 | Dynamics of O(2) excitations in a non-reciprocal medium
[NO] 174/1850 | The relief distribution problem with trucks and drones under incomplete demand information
[NO] 175/1850 | Relativistic Virial Operators
[NO] 176/1850 | Limit Values of Character Sums in Frobenius Formula of Three Permutations
[NO] 177/1850 | Bounding Box Anomaly Scoring for simple and efficient Out-of-Distribution detection
[NO] 178/1850 | The Benjamin-Feir instability in KdV-like equations with general dispersion and monomial nonlinearity
[NO] 179/1850 | Graded spherical skein 2+1-G-HQFT and modified Turaev-Viro invariants
[NO] 180/1850 | Genuine and spurious (non-)ergodicity in single particle tracking
[NO] 181/1850 | A Sobering Look at Tabular Data Generation via Probabilistic Circuits
[NO] 182/1850 | On the use of Aggregation Operators to improve Human Identification using Dental Records
[NO] 183/1850 | Exponential motives on the affine Grassmannian
[NO] 184/1850 | Generative Event Pretraining with Foundation Model Alignment
[NO] 185/1850 | FixationFormer: Direct Utilization of Expert Gaze Trajectories for Chest X-Ray Classification
[NO] 186/1850 | Towards Routine AI-Based PET/CT and SPECT/CT Lesion Segmentation and Tracking in PSMA Theranostics
[NO] 187/1850 | Causal Structure for Generalized Spinfoams
[NO] 188/1850 | Effect of the Atomic Dipole-Dipole Interaction on the Phase Diagrams of Field-Matter Interactions
[NO] 189/1850 | Universal Formula Families for Safe Stabilization of Single-Input Nonlinear Systems
[NO] 190/1850 | Rethinking Self-Sovereign Identity Principles: An Actor-Oriented Categorization of Requirements
[NO] 191/1850 | On the Golomb-Dickman constant under Ewens sampling
[NO] 192/1850 | From Synthetic to Native: Benchmarking Multilingual Intent Classification in Logistics Customer Service
[NO] 193/1850 | Symmetric measures of pseudorandomness for binary sequences
[NO] 194/1850 | PHANTOM Hand
[NO] 195/1850 | Exponential Decay for a Boundary-Controlled Nonlinear Parabolic Reactor Model
[NO] 196/1850 | A Characterization of Relative Hyperbolicity via Morse and Contracting Boundaries
[NO] 197/1850 | DAK-UCB: Diversity-Aware Prompt Routing for LLMs and Generative Models
[NO] 198/1850 | Extending partial edge-colorings of bounded size in Cartesian products of graphs
[NO] 199/1850 | Open Quantum System Theory of Muon Spin Relaxation in Materials
[NO] 200/1850 | Optimal Control of Switched Systems Governed by Logical Switching Dynamics
[YES] 201/1850 | Polaris: A Gödel Agent Framework for Small Language Models through Experience-Abstracted Policy Repair
[NO] 202/1850 | Q-GARS: Quantum-inspired Robust Microservice Chaining Scheduling
[NO] 203/1850 | 3rd Place of MeViS-Audio Track of the 5th PVUW: VIRST-Audio
[NO] 204/1850 | TRAP: Hijacking VLA CoT-Reasoning via Adversarial Patches
[NO] 205/1850 | Power System Studies Using Open-Access Software
[NO] 206/1850 | Wilson network expansion for four-point contact and exchange scalar Feynman diagrams in AdS$_2$
[NO] 207/1850 | A unified treatment of degenerate nonlocal elliptic problems
[NO] 208/1850 | Mind Your HEARTBEAT! Claw Background Execution Inherently Enables Silent Memory Pollution
[NO] 209/1850 | Nonlinear spinor field with Lyras geometry: Bianchi type-VI space-time
[NO] 210/1850 | Chaos and Superconcentration for Poisson Functionals with Applications in Stochastic Geometry
[YES] 211/1850 | Parametric Knowledge and Retrieval Behavior in RAG Fine-Tuning for Electronic Design Automation
[NO] 212/1850 | Assessing the Robustness of Climate Foundation Models under No-Analog Distribution Shifts
[NO] 213/1850 | Minimizing Material Waste in Additive Manufacturing through Online Reel Assignment
[NO] 214/1850 | Accelerating Maximum Common Subgraph Computation by Exploiting Symmetries
[NO] 215/1850 | Transformation of the Talbot effect in response to phase disorder
[NO] 216/1850 | Exploring Spectral Singularities in Dirac Semimetals: The Role of Non-Hermitian Physics and Dichroism
[NO] 217/1850 | VQ-Jarvis: Retrieval-Augmented Video Restoration Agent with Sharp Vision and Fast Thought
[NO] 218/1850 | Cutoff in separation profile for the flat torus, sphere, and projective spaces
[NO] 219/1850 | Structure-Aware Optimization of Decision Diagrams for Health Guidance via Integer Programming
[YES] 220/1850 | Can Graph Foundation Models Generalize Over Architecture?
[NO] 221/1850 | The Weil Decoration of the Horrocks-Mumford Bundle
[NO] 222/1850 | DariMis: Harm-Aware Modeling for Dari Misinformation Detection on YouTube
[NO] 223/1850 | Where Experts Disagree, Models Fail: Detecting Implicit Legal Citations in French Court Decisions
[NO] 224/1850 | Beyond Theoretical Bounds: Empirical Privacy Loss Calibration for Text Rewriting Under Local Differential Privacy
[NO] 225/1850 | Asymptotic Learning Curves for Diffusion Models with Random Features Score and Manifold Data
[NO] 226/1850 | Stepwise Variational Inference with Vine Copulas
[NO] 227/1850 | Privacy-Preserving EHR Data Transformation via Geometric Operators: A Human-AI Co-Design Technical Report
[NO] 228/1850 | Cluster-Wise Spatio-Temporal Masking for Efficient Video-Language Pretraining
[NO] 229/1850 | Weak-PDE-Net: Discovering Open-Form PDEs via Differentiable Symbolic Networks and Weak Formulation
[NO] 230/1850 | Quasiperiodic Slipping Motion of Flare Ribbon Fine Structures Anchored in a Sunspot Light Bridge
[NO] 231/1850 | EPJ Featured Talk: First direct measurement of radial flow in heavy-ion collisions with ALICE
[NO] 232/1850 | ProGRank: Probe-Gradient Reranking to Defend Dense-Retriever RAG from Corpus Poisoning
[NO] 233/1850 | EchoKV: Efficient KV Cache Compression via Similarity-Based Reconstruction
[NO] 234/1850 | SLARM: Streaming and Language-Aligned Reconstruction Model for Dynamic Scenes
[NO] 235/1850 | Quantifying Non-linearity in Topology Optimization with similarity based Visualization
[NO] 236/1850 | Critical LAN and Score Tests for Mixed Fractional Models under High-Frequency Observation at H=3/4
[NO] 237/1850 | Electron scattering by a magnetic monopole in solid-state experiments
[NO] 238/1850 | Retrieval-Guided Photovoltaic Inventory Estimation from Satellite Imagery for Distribution Grid Planning
[NO] 239/1850 | Gau-Occ: Geometry-Completed Gaussians for Multi-Modal 3D Occupancy Prediction
[NO] 240/1850 | UniQueR: Unified Query-based Feedforward 3D Reconstruction
[NO] 241/1850 | A Video Steganography for H.265/HEVC Based on Multiple CU Size and Block Structure Distortion
[NO] 242/1850 | Ultrafast electrically controlled magnetism in charge-order-induced ferroelectric altermagnet
[NO] 243/1850 | DROP: Distributionally Robust Optimization for Multi-task Learning in Graphical Models
[NO] 244/1850 | Approximating the Shapley Value of Minimum Cost Spanning Tree Games: An FPRAS for Saving Games
[NO] 245/1850 | L-UNet: An LSTM Network for Remote Sensing Image Change Detection
[NO] 246/1850 | Community Detection on Inhomogeneous Multilayer Networks with Extreme Sparsity
[NO] 247/1850 | Wafer-to-Wafer Bonding: Part: I -- The Coupled Physics Problem and the 2D Finite Element Implementation
[NO] 248/1850 | Towards The Implicit Bias on Multiclass Separable Data Under Norm Constraints
[NO] 249/1850 | "Don't Look, But I Know You Do": Norms and Observer Effects in Shared LLM Accounts
[NO] 250/1850 | Learning What Matters Now: Dynamic Preference Inference under Contextual Shifts
[NO] 251/1850 | Universal and efficient graph neural networks with dynamic attention for machine learning interatomic potentials
[NO] 252/1850 | Combinatorial Privacy: Private Multi-Party Bitstream Grand Sum by Hiding in Birkhoff Polytopes
[NO] 253/1850 | The Costs of Early-career Disciplinary Pivots: Evidence from PhD Admissions
[NO] 254/1850 | Search for the radiative decays $D^0\to γ\bar K_1(1270)^0$ and $D^+\to γK_1(1270)^+$
[NO] 255/1850 | Quantum Random Forest for the Regression Problem
[NO] 256/1850 | Production probability of super-heavy nuclei in fusion
[NO] 257/1850 | Enabling Chemically Accurate Quantum Phase Estimation in the Early Fault-Tolerant Regime
[NO] 258/1850 | On the series expansion of k-free Dirichlet series and its analytical continuation
[NO] 259/1850 | Distributed Hybrid Feedback for Global Pose Synchronization of Multiple Rigid Body Systems on $SE(3)$
[NO] 260/1850 | Interatomic Coulombic decay initiated by electron removal and excitation processes in helium ion and argon dimer collisions
[NO] 261/1850 | Can LLM Agents Generate Real-World Evidence? Evaluating Observational Studies in Medical Databases
[NO] 262/1850 | DALDALL: Data Augmentation for Lexical and Semantic Diverse in Legal Domain by leveraging LLM-Persona
[NO] 263/1850 | Matrix-Free Stabilized BDF Schemes for Semilinear Parabolic Equations with Unconditional Maximum Bound Principle Preservation and Energy Stability
[NO] 264/1850 | Charging efficiency bursts in a quantum battery with cyclic indefinite causal order
[NO] 265/1850 | CLiGNet: Clinical Label-Interaction Graph Network for Medical Specialty Classification from Clinical Transcriptions
[NO] 266/1850 | REALITrees: Rashomon Ensemble Active Learning for Interpretable Trees
[NO] 267/1850 | Boundary-sensitive non-Hermiticity of Floquet Hamiltonian: spectral transition and scale-free localization
[NO] 268/1850 | On Banach Spaces with the Helly Approximation Property
[NO] 269/1850 | Hydrogenation-induced gigantic resistance decrease of palladium films deposited by high pressure magnetron sputtering
[NO] 270/1850 | A variational geometric framework for multi-objective level set topology optimization
[NO] 271/1850 | Multitask-Informed Prior for In-Context Learning on Tabular Data: Application to Steel Property Prediction
[NO] 272/1850 | Simultaneous measurement of pressure-dependent bulk and interfacial thermal properties in thermal interface materials using square-pulsed source thermoreflectance
[NO] 273/1850 | Double Coupling Architecture and Training Method for Optimization Problems of Differential Algebraic Equations with Parameters
[NO] 274/1850 | HyFI: Hyperbolic Feature Interpolation for Brain-Vision Alignment
[NO] 275/1850 | Beyond Explanation: Evidentiary Rights for Algorithmic Accountability
[NO] 276/1850 | Optimal filtering for a giant cavity in waveguide QED systems
[NO] 277/1850 | How Far Can VLMs Go for Visual Bug Detection? Studying 19,738 Keyframes from 41 Hours of Gameplay Videos
[NO] 278/1850 | Detecting outliers of pursuit eye movements: a preliminary analysis of autism spectrum disorder
[NO] 279/1850 | Distinct memory properties in spin-wave reservoir computing based on synthetic antiferromagnet
[NO] 280/1850 | Finite compressibility and strain hardening in elasto-plastic models of amorphous matter
[NO] 281/1850 | Online library learning in human visual puzzle solving
[NO] 282/1850 | Enhanced spin-current generation in Dirac altermagnets through Klein tunneling
[NO] 283/1850 | Modeling the Disjunction Effect within Classical Probability: A New Decision Process Model and Comparison with Quantum-like Models
[NO] 284/1850 | I Came, I Saw, I Explained: Benchmarking Multimodal LLMs on Figurative Meaning in Memes
[NO] 285/1850 | Simplex Stratification and Phase Boundaries in the Partition Graph
[NO] 286/1850 | General Machine Learning: Theory for Learning Under Variable Regimes
[NO] 287/1850 | Decoding AI Authorship: Can LLMs Truly Mimic Human Style Across Literature and Politics?
[NO] 288/1850 | Joint Task Orchestration and Resource Optimization for SC3 Closed Loop in 6G Networks
[NO] 289/1850 | Covering and Partitioning Complex Objects with Small Pieces
[NO] 290/1850 | Generative Inversion of Spectroscopic Data for Amorphous Structure Elucidation
[NO] 291/1850 | How Massive Can a Population III Starburst Be? Simulating the First Galaxies with High Lyman-Werner Background
[NO] 292/1850 | Impact of stellar rotation on type II supernova progenitor masses from pre-explosion imaging
[NO] 293/1850 | Block Coordinate Descent for Dynamic Portfolio Optimization on Finite-Precision Coherent Ising Machines
[NO] 294/1850 | FDIF: Formula-Driven supervised Learning with Implicit Functions for 3D Medical Image Segmentation
[NO] 295/1850 | Privacy-Aware Smart Cameras: View Coverage via Socially Responsible Coordination
[NO] 296/1850 | Computation of genus 2 Kleinian hyperelliptic functions via Richelot isogenies
[NO] 297/1850 | Steady cone-jet mode of electrospray for single-cell deposition
[NO] 298/1850 | MedObvious: Exposing the Medical Moravec's Paradox in VLMs via Clinical Triage
[NO] 299/1850 | DA-Flow: Degradation-Aware Optical Flow Estimation with Diffusion Models
[NO] 300/1850 | Estimating Flow Velocity and Vehicle Angle-of-Attack from Non-invasive Piezoelectric Structural Measurements Using Deep Learning
[NO] 301/1850 | Foveated Diffusion: Efficient Spatially Adaptive Image and Video Generation
[NO] 302/1850 | One View Is Enough! Monocular Training for In-the-Wild Novel View Generation
[NO] 303/1850 | Quantum Saturation of the Electro-Optic Effect
[NO] 304/1850 | Intercavity phonons and dynamics in coupled polariton cavities
[NO] 305/1850 | Index-Based Scheduling for a Resource-Constrained Quantum Switch
[NO] 306/1850 | Information-Theoretic Scaling Laws of Neural Quantum States
[NO] 307/1850 | A new proof of Funayama's theorem
[NO] 308/1850 | Function-Rips complexes in persistent homotopy theory: Local stability and Latschev theorems
