[2026-03-24 09:42:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-23
正在获取论文...
[arXiv] 2026-03-23 | Dark energy and accelerating cosmological evolution in a Universe with a Weylian boundary
[NO] 22/1834 | Quantitative Dynamic Phase Mapping via Single-Arm Field-Correlation Ghost Imaging
[NO] 23/1834 | Complexity of Linear Subsequences of Fibonacci-Automatic Sequences
[NO] 24/1834 | Gate-based Readout and Cooling of Neutral Atoms
[YES] 25/1834 | Auditing MCP Servers for Over-Privileged Tool Capabilities
[NO] 26/1834 | Engineering Distributed Governance for Regional Prosperity: A Socio-Technical Framework for Mitigating Under-Vibrancy via Human Data Engines
[NO] 27/1834 | No Dense Tensors Needed: Fully Sparse Object Detection on Event-Camera Voxel Grids
[NO] 28/1834 | On the transitivity of Gilbert graphs and their complements
[NO] 29/1834 | A Multi-Level Visual Analytics Approach to Artist-Era Alignment in Popular Music
[NO] 30/1834 | Efficient Zero-Shot AI-Generated Image Detection
[NO] 31/1834 | AdaEdit: Adaptive Temporal and Channel Modulation for Flow-Based Image Editing
[NO] 32/1834 | Theoretical proof of the constancy of the speed of light in a vacuum
[NO] 33/1834 | Towards Multimodal Time Series Anomaly Detection with Semantic Alignment and Condensed Interaction
[NO] 34/1834 | SARe: Structure-Aware Large-Scale 3D Fragment Reassembly
[NO] 35/1834 | An algorithm to detect and rigorously verify blenders
[NO] 36/1834 | Benchmarking Message Brokers for IoT Edge Computing: A Comprehensive Performance Study
[NO] 37/1834 | In-network Attack Detection with Federated Deep Learning in IoT Networks: Real Implementation and Analysis
[NO] 38/1834 | Higher-order derivative estimates for the parabolic Lamé system on a smooth bounded domain
[NO] 39/1834 | Cohen-Macaulay approximations over generically Gorenstein rings
[NO] 40/1834 | HACMatch Semi-Supervised Rotation Regression with Hardness-Aware Curriculum Pseudo Labeling
[NO] 41/1834 | Chemical Abundance Ratios of Nitrogen Rich Galaxies Identified at $z\sim 6-12$: Observational Demographics and Models
[NO] 42/1834 | Kolmogorov Complexity Bounds for LLM Steganography and a Perplexity-Based Detection Proxy
[NO] 43/1834 | Bayesian inference for ordinary differential equations models with heteroscedastic measurement error
[NO] 44/1834 | IF-CPS: Influence Functions for Cyber-Physical Systems -- A Unified Framework for Diagnosis, Curation, and Safety Attribution
[NO] 45/1834 | Resonance-Suppression Principle for Prethermalization beyond Periodic Driving
[NO] 46/1834 | Stochastic Trajectory Influence Functions for LQR: Joint Sensitivity Through Dynamics and Noise Covariance
[NO] 47/1834 | SynSym: A Synthetic Data Generation Framework for Psychiatric Symptom Identification
[YES] 48/1834 | SafePilot: A Framework for Assuring LLM-enabled Cyber-Physical Systems
[YES] 49/1834 | Generalizable Self-Evolving Memory for Automatic Prompt Optimization
[NO] 50/1834 | Triangulating Temporal Dynamics in Multilingual Swiss Online News
[NO] 51/1834 | Jet quenching and its substructure dependence due to color decoherence
[NO] 52/1834 | Ultra-high THz-field-confinement at LaAlO3 twin walls
[NO] 53/1834 | Asymptotically Ideal Hierarchical Secret Sharing Based on CRT for Integer Ring
[NO] 54/1834 | Bollobás-Meir TSP Conjecture Holds Asymptotically
[NO] 55/1834 | A plug-and-play approach with fast uncertainty quantification for weak lensing mass mapping
[NO] 56/1834 | STENet: Superpixel Token Enhancing Network for RGB-D Salient Object Detection
[NO] 57/1834 | Fabrication and study of femtosecond laser micromachined few-mode elliptical core waveguides
[NO] 58/1834 | StreamSampling.jl: Efficient Sampling from Data Streams in Julia
[NO] 59/1834 | Correction exponents in the chiral Heisenberg model at $1/N^2$: singular contributions and operator mixing
[NO] 60/1834 | Hyperloss from coherent spatial-mode mixing in quantum-correlated networks
[NO] 61/1834 | Spin Elasticity
[NO] 62/1834 | Non-Hermiticity induced thermal entanglement phase transition
[NO] 63/1834 | Unified Spatiotemporal Token Compression for Video-LLMs at Ultra-Low Retention
[NO] 64/1834 | First Limits on Axion Dark Matter from a DALI Prototype
[NO] 65/1834 | Look, Listen and Segment: Towards Weakly Supervised Audio-visual Semantic Segmentation
[NO] 66/1834 | Disengagement Analysis and Field Tests of a Prototypical Open-Source Level 4 Autonomous Driving System
[NO] 67/1834 | Collision-Free Velocity Scheduling for Multi-Agent Systems on Predefined Routes via Inexact-Projection ADMM
[NO] 68/1834 | Self-Heating and Parasitic Effects in Multi-Tier CFET Design
[NO] 69/1834 | olLOSC: Unified and efficient density functional approximation to correct delocalization error in molecules and periodic materials
[NO] 70/1834 | SHAPE: Structure-aware Hierarchical Unsupervised Domain Adaptation with Plausibility Evaluation for Medical Image Segmentation
[NO] 71/1834 | Adaptive Federated Fine-Tuning of Self-Supervised Speech Representations
[NO] 72/1834 | SmaAT-QMix-UNet: A Parameter-Efficient Vector-Quantized UNet for Precipitation Nowcasting
[NO] 73/1834 | Does Anxiety Improve Economic Decision-Making?
[NO] 74/1834 | GoogleTrendArchive: A Year-Long Archive of Real-Time Web Search Trends Worldwide
[NO] 75/1834 | NeuralFVM: Neural-physics-based Finite Volume Method for Turbulent Flows Using the $k$-$ω$ Model
[NO] 76/1834 | Canonically consistent quantum master equation for proton-transfer reactions
[NO] 77/1834 | Diffuse and specular brightness models applied to LEO satellites. Case study: The ONEWEB constellation
[NO] 78/1834 | A joint MeerKAT and Parkes view of Omega Centauri: New TRAPUM Searches and Pulsar Timing
[NO] 79/1834 | A generalized Coulomb problem for a spin-1/2 fermion
[NO] 80/1834 | Directional Mollification for Controlled Smooth Path Generation
[NO] 81/1834 | Politics of Questions in News: A Mixed-Methods Study of Interrogative Stances as Markers of Voice and Power
[NO] 82/1834 | Self-dual gravity from higher-spin theory
[NO] 83/1834 | Beyond Strict Pairing: Arbitrarily Paired Training for High-Performance Infrared and Visible Image Fusion
[NO] 84/1834 | Can Renewable Energy Mitigate Inflationary Pressures from Energy Imports? Evidence from Türkiye
[NO] 85/1834 | Small-Data Machine Learning Uncovers Decoupled Control Mechanisms of Crystallinity and Surface Morphology in $β$-Ga2O3 Epitaxy
[NO] 86/1834 | Geodesic extended modes in low magnetic shear tokamaks and stellarators
[NO] 87/1834 | Cohesive phase-field fracture with an explicit strength surface: an eigenstrain-based return-mapping formulation
[NO] 88/1834 | Cascade-Free Mandarin Visual Speech Recognition via Semantic-Guided Cross-Representation Alignment
[NO] 89/1834 | Anatomical Token Uncertainty for Transformer-Guided Active MRI Acquisition
[NO] 90/1834 | Wakefield amplification via coherent Resonant excitation with two copropagating laser pulses in homogeneous plasma
[NO] 91/1834 | Show Me What You Don't Know: Efficient Sampling from Invariant Sets for Model Validation
[NO] 92/1834 | Asymmetric Dynamics of Partisan Warriors in YouTube Comments
[NO] 93/1834 | A Perturbation Method for Index Detection for Linear Matrix Pencils
[NO] 94/1834 | Extending Precipitation Nowcasting Horizons via Spectral Fusion of Radar Observations and Foundation Model Priors
[NO] 95/1834 | Are "Changing-Look" Active Galactic Nuclei Special in the Coevolution of Supermassive Black Holes and their Hosts? II. The Case of Changing-Look Narrow-Line Seyfert 1 Galaxies
[NO] 96/1834 | Would You Like to Visit My World? Cultivating Perceived Equality in Human-Agent Interaction via Observable Social Life Spaces
[NO] 97/1834 | Persistent local Laplacian prediction of protein-ligand binding affinities
[NO] 98/1834 | Quotient Geometry, Effective Curvature, and Implicit Bias in Simple Shallow Neural Networks
[NO] 99/1834 | RuntimeSlicer: Towards Generalizable Unified Runtime State Representation for Failure Management
[NO] 100/1834 | StreamingEval: A Unified Evaluation Protocol towards Realistic Streaming Video Understanding
[NO] 101/1834 | GaussianSSC: Triplane-Guided Directional Gaussian Fields for 3D Semantic Completion
[NO] 102/1834 | TagLLM: A Fine-Grained Tag Generation Approach for Note Recommendation
[NO] 103/1834 | TaigiSpeech: A Low-Resource Real-World Speech Intent Dataset and Preliminary Results with Scalable Data Mining In-the-Wild
[NO] 104/1834 | Holographic operators for the tensor products of the spaces of holomorphic functions on Hermitian symmetric spaces of tube type
[NO] 105/1834 | Zeros of Laurent multiple orthogonal polynomials on the unit circle
[NO] 106/1834 | When Documents Disagree: Measuring Institutional Variation in Transplant Guidance with Retrieval-Augmented Language Models
[NO] 107/1834 | Compressive single-pixel imaging via a wavelength-multiplexed spatially incoherent diffractive optical processor
[YES] 108/1834 | Cross-Context Verification: Hierarchical Detection of Benchmark Contamination through Session-Isolated Analysis
[NO] 109/1834 | Local Bernstein theory, and lower bounds for Lebesgue constants
[NO] 110/1834 | WorldCache: Content-Aware Caching for Accelerated Video World Models
[NO] 111/1834 | End-to-End Training for Unified Tokenization and Latent Denoising
[NO] 112/1834 | UniMotion: A Unified Framework for Motion-Text-Vision Understanding and Generation
[NO] 113/1834 | 3D-Layout-R1: Structured Reasoning for Language-Instructed Spatial Editing
[NO] 114/1834 | Computational modeling of RNA-protein binding interactions under an external force
[NO] 115/1834 | TiCo: Time-Controllable Training for Spoken Dialogue Models
[NO] 116/1834 | Microscopic view of materials properties of liquids: An atomic scale perspective
[NO] 117/1834 | SelfTTS: cross-speaker style transfer through explicit embedding disentanglement and self-refinement using self-augmentation
[NO] 118/1834 | Landau Damping of Collective Neutrino Oscillation Waves
[NO] 119/1834 | A Dividing Line for Structural Kernelization of Component Order Connectivity via Distance to Bounded Pathwidth
[NO] 120/1834 | A bending in the size-mass relation of star-forming galaxies across $0.5 < z < 6.0$ at a critical stellar mass of $10^{10}M_\odot$ revealed by JWST
[NO] 121/1834 | ShapDBM: Exploring Decision Boundary Maps in Shapley Space
[NO] 122/1834 | Axionlike dark-matter winds driven by galactic baryon redistribution
[NO] 123/1834 | Search for Higgs boson production at high transverse momentum in the WW decay channel in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[NO] 124/1834 | Broadband Asymmetric Transmission with Wide Spectral Tunability based on Substrate-Embedded Silicon Nanoring Arrays
[NO] 125/1834 | SpatialReward: Verifiable Spatial Reward Modeling for Fine-Grained Spatial Consistency in Text-to-Image Generation
[NO] 126/1834 | The energy-momentum tensor in a classical model of the electron
[NO] 127/1834 | Accelerating Fresh Data Exploration with Fluid ETL Pipelines
[NO] 128/1834 | Affine Angles via Area Cross Ratio and Isoptic Hyperbolas
[NO] 129/1834 | Optical smoothing broadens cross beam energy transfer resonance
[NO] 130/1834 | Mixture of Mini Experts: Overcoming the Linear Layer Bottleneck in Multiple Instance Learning
[NO] 131/1834 | Cross-Modal Reinforcement Learning for Navigation with Degraded Depth Measurements
[NO] 132/1834 | Short-range electrostatic screening in ionic liquids as inferred by direct force measurements
[NO] 133/1834 | Gender shapes the relationship between productivity and journal prestige in science
[NO] 134/1834 | Stable, Fast, and Accurate Kohn-Sham Inversion in Gaussian Basis for Open Shell Molecular and Condensed Phase Systems via Density Matrix Penalization
[NO] 135/1834 | Adsorption energies and decomposition barrier heights for ethylene carbonate on the surface of lithium from cluster-based quantum chemistry
[YES] 136/1834 | Navigational Thinking as an Emerging Paradigm of Computer Science in the Age of Generative AI
[NO] 137/1834 | StreamingClaw Technical Report
[NO] 138/1834 | TALUS: Threshold ML-DSA with One-Round Online Signing via Boundary Clearance and Carry Elimination
[NO] 139/1834 | T$_2$* and Susceptibility Mapping as Indicators of Placental Health
[NO] 140/1834 | Distributionally robust optimization for recommendation selection
[NO] 141/1834 | PIC1 pinched manifolds are flat or compact
[NO] 142/1834 | Mini-review of charmonium weak decays at BESIII
[NO] 143/1834 | Standalone optical frequency-offset locking electronics for atomic physics
[NO] 144/1834 | Nonlocal Fisher information: lifting, local limit, and the Blachman-Stam inequality
[YES] 145/1834 | Autoregressive vs. Masked Diffusion Language Models: A Controlled Comparison
[NO] 146/1834 | MIHT: A Hoeffding Tree for Time Series Classification using Multiple Instance Learning
[NO] 147/1834 | PreferRec: Learning and Transferring Pareto Preferences for Multi-objective Re-ranking
[NO] 148/1834 | A perturbative framework to probe infrared sensitivity in non-Abelian gauge theories
[NO] 149/1834 | Adapting Point Cloud Analysis via Multimodal Bayesian Distribution Learning
[NO] 150/1834 | Deterministic feedforward-based generation of large optical coherent-state superposition
[NO] 151/1834 | The Poisson problem in domains with Ahlfors regular boundary
[NO] 152/1834 | Mean Field Equilibrium Asset Pricing Models With Exponential Utility
[NO] 153/1834 | MineRobot: A Unified Framework for Kinematics Modeling and Solving of Underground Mining Robots in Virtual Environments
[NO] 154/1834 | FontCrafter: High-Fidelity Element-Driven Artistic Font Creation with Visual In-Context Generation
[NO] 155/1834 | Sublinear growth of 1-cocycles and uniform convexity
[YES] 156/1834 | Dynamic analysis enhances issue resolution
[NO] 157/1834 | RAFL: Generalizable Sim-to-Real of Soft Robots with Residual Acceleration Field Learning
[NO] 158/1834 | Dissipative free fermions in disguise
[NO] 159/1834 | Deterministic Hallucination Detection in Medical VQA via Confidence-Evidence Bayesian Gain
[NO] 160/1834 | Mie-lithography: self-guiding nonlinear laser printing for deep ultraviolet to near-infrared nano dispersion devices
[NO] 161/1834 | Formation of black holes from He stars
[NO] 162/1834 | AdditiveLLM2: A Multi-modal Large Language Model for Additive Manufacturing
[NO] 163/1834 | Sinkhorn algorithms for entropic vector quantile regression
[NO] 164/1834 | A Framework for Closed-Loop Robotic Assembly, Alignment and Self-Recovery of Precision Optical Systems
[NO] 165/1834 | Cohesive Membranes under determinant constraints
[NO] 166/1834 | Emergent relativistic symmetry from interacting fermions on the honeycomb bilayer
[NO] 167/1834 | Towards sparse optimization over convex loops: Equivalence of Square Root Velocity distance and Wasserstein-Fisher-Rao
[NO] 168/1834 | On the Interplay of Priors and Overparametrization in Bayesian Neural Network Posteriors
[NO] 169/1834 | Neural Belief-Matching Decoding for Topological Quantum Error Correction Codes
[NO] 170/1834 | Cybersecurity Guidance for Smart Homes: A Cross-National Review of Government Sources
[NO] 171/1834 | Little Red and Blue Dots: simply stratified Broad Line Regions
[NO] 172/1834 | Scaling DoRA: High-Rank Adaptation via Factored Norms and Fused Kernels
[NO] 173/1834 | UniDex: A Robot Foundation Suite for Universal Dexterous Hand Control from Egocentric Human Videos
[NO] 174/1834 | Flip Distance of Non-Crossing Spanning Trees: NP-Hardness and Improved Bounds
[NO] 175/1834 | Greater accessibility can amplify discrimination in generative AI
[NO] 176/1834 | Polymer identification via undetected photons using a low footprint nonlinear interferometer
[NO] 177/1834 | RotorMap and Quantum Fingerprints of DNA Sequences via Rotary Position Embeddings
[NO] 178/1834 | Supercurrent-Driven Néel Torque in Superconductor/Altermagnet Hybrids
[YES] 179/1834 | MemDLM: Memory-Enhanced DLM Training
[NO] 180/1834 | Multiview Graph Fusion with Covariates
[YES] 181/1834 | Evaluating the Reliability and Fidelity of Automated Judgment Systems of Large Language Models
[YES] 182/1834 | SPA: A Simple but Tough-to-Beat Baseline for Knowledge Injection
