[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[YES] 175/1824 | Nautilus: An Auto-Scheduling Tensor Compiler for Efficient Tiled GPU Kernels
[NO] 176/1824 | Formal degree of principal series of quasi-split groups
[NO] 177/1824 | Layer-dependent quantum transport in KV2Se2O-based altermagnetic tunnel junctions
[NO] 178/1824 | Diffusion Crossover: Defining Evolutionary Recombination in Diffusion Models via Noise Sequence Interpolation
[NO] 179/1824 | One-shot Compositional 3D Head Avatars with Deformable Hair
[NO] 180/1824 | Spin-Valley-Mismatched Altermagnet for Giant Tunneling Magnetoresistance
[NO] 181/1824 | Nontrivial three-sublattice magnetization in the easy-axis spin-1/2 XXZ antiferromagnet on the triangular lattice
[NO] 182/1824 | Ticket to ride: Impact of free public transport on women's workforce participation in India
[NO] 183/1824 | ASGNet: Adaptive Spectrum Guidance Network for Automatic Polyp Segmentation
[NO] 184/1824 | Utilizing Improper Gaussian Signaling for Downlink Rate-Splitting Multiple Access with Imperfect Successive Interference Cancellation
[NO] 185/1824 | Bound-state Compton scattering of linearly polarized photons
[NO] 186/1824 | Disentangle-then-Refine: LLM-Guided Decoupling and Structure-Aware Refinement for Graph Contrastive Learning
[NO] 187/1824 | Catching Every Ripple: Enhanced Anomaly Awareness via Dynamic Concept Adaptation
[NO] 188/1824 | Correlation invariance unlocks robust calibration-free orbital-angular-momentum multiplexing transmission under dynamic scattering scenarios
[YES] 189/1824 | SGA-MCTS: Decoupling Planning from Execution via Training-Free Atomic Experience Retrieval
[NO] 190/1824 | The Courtroom Trial of Pixels: Robust Image Manipulation Localization via Adversarial Evidence and Reinforcement Learning Judgment
[NO] 191/1824 | Interlayer hybridization enables superconductivity in bilayer nickelates
[NO] 192/1824 | Wickstead's conjecture on positive projections and non-representable Banach lattice algebras
[NO] 193/1824 | M2-PALE: A Framework for Explaining Multi-Agent MCTS--Minimax Hybrids via Process Mining and LLMs
[NO] 194/1824 | Anomalous Platinum and Oxygen Transport during Electroforming of NbOx Memristors
[YES] 195/1824 | StoryCoder: Narrative Reformulation for Structured Reasoning in LLM Code Generation
[NO] 196/1824 | A Stable SBP-SAT FDTD Subgridding Method Without Region Split
[NO] 197/1824 | ConfLayers: Adaptive Confidence-based Layer Skipping for Self-Speculative Decoding
[NO] 198/1824 | UniPASE: A Generative Model for Universal Speech Enhancement with High Fidelity and Low Hallucinations
[NO] 199/1824 | Category-based and Popularity-guided Video Game Recommendation: A Balance-oriented Framework
[NO] 200/1824 | Deepfake Detection Generalization with Diffusion Noise
[NO] 201/1824 | Learning Adaptive Reasoning Paths for Efficient Visual Reasoning
[NO] 202/1824 | Model-Based Reinforcement Learning Exploits Passive Body Dynamics for High-Performance Biped Robot Locomotion
[NO] 203/1824 | Discovery of low-redshift analogues to "Little Red Dots" in DESI: A later evolutionary stage of compact LRDs?
[NO] 204/1824 | H2VLR: Heterogeneous Hypergraph Vision-Language Reasoning for Few-Shot Anomaly Detection
[NO] 205/1824 | On the Expressive Power and Limitations of Multi-Layer SSMs
[NO] 206/1824 | Geometric Metrics for MoE Specialization: From Fisher Information to Early Failure Detection
[NO] 207/1824 | Quantification and Regulation of Energy Reserves for Distributed Frequency and Voltage Control of Grid-Forming Inverters
[NO] 208/1824 | A wearable electrical hemodynamic imaging ring
[NO] 209/1824 | Unbalanced signed bipartite graphs containing no negative $C_4$ with maximum spectral radius
[YES] 210/1824 | AIPC: Agent-Based Automation for AI Model Deployment with Qualcomm AI Runtime
[NO] 211/1824 | Chaotic CNN for Limited Data Image Classification
[NO] 212/1824 | Learning to Draw ASCII Improves Spatial Reasoning in Language Models
[NO] 213/1824 | Unimodality and log-concavity of generalized Glasby-Paseman sequences
[NO] 214/1824 | Touching Space: Accessible Map Exploration Through Conversational Audio-Haptic Interaction
[NO] 215/1824 | Pushing the Boundaries of Multiple Choice Evaluation to One Hundred Options
[NO] 216/1824 | High-Speed Full-Color HDR Imaging via Unwrapping Modulo-Encoded Spike Streams
[NO] 217/1824 | Assessing the Potential of Masked Autoencoder Foundation Models in Predicting Downhole Metrics from Surface Drilling Data
[NO] 218/1824 | Class Unlearning via Depth-Aware Removal of Forget-Specific Directions
[NO] 219/1824 | Gelfand--Kirillov dimension and mod $p$ cohomology for inner forms of $\mathrm{GL}_2$
[NO] 220/1824 | DPC: Training-Free Text-to-SQL Candidate Selection via Dual-Paradigm Consistency
[NO] 221/1824 | Lattice dynamics and complete polarization analysis of Raman-active modes in LaInO$_3$
[NO] 222/1824 | The Multinomial Allocation Model and the Size of a Randomly Chosen Box
[YES] 223/1824 | LLMs Gaming Verifiers: RLVR can Lead to Reward Hacking
[NO] 224/1824 | KVNN: Learnable Multi-Kernel Volterra Neural Networks
[NO] 225/1824 | How to Correctly Make Mistakes: A Framework for Constructing and Benchmarking Mistake Aware Egocentric Procedural Videos
[NO] 226/1824 | Hanbury Brown-Twiss interferometry at the $ν=2/5$ fractional quantum Hall edge
[NO] 227/1824 | Las Cumbres Observatory Gravitational-Wave Follow-up in O3 and O4: Strengths and Weaknesses of a Rapid Response Galaxy Targeted Strategy
[NO] 228/1824 | Quantum fluctuations and the emergence of in-gap Higgs mode in superconductors
[NO] 229/1824 | Localization and Confidence Region Estimation of Short GRBs with the COSI BGO Shield Using a HEALPix-Based Deep Learning Approach
[NO] 230/1824 | FedIDM: Achieving Fast and Stable Convergence in Byzantine Federated Learning through Iterative Distribution Matching
[NO] 231/1824 | Kardar-Parisi-Zhang physics in optically-confined continuous polariton condensates
[NO] 232/1824 | Diffeomorphism groups and gauge theory for families
[NO] 233/1824 | Static heterogeneity generates apparent universality in first-passage bursty dynamics
[NO] 234/1824 | Where are the Humans? A Scoping Review of Fairness in Multi-agent AI Systems
[NO] 235/1824 | Trajectory Planning for a Multi-UAV Rigid-Payload Cascaded Transportation System Based on Enhanced Tube-RRT*
[YES] 236/1824 | Emulation-based System-on-Chip Security Verification: Challenges and Opportunities
[NO] 237/1824 | Gauge theory for families
[NO] 238/1824 | Analysis of Multitasking Pareto Optimization for Monotone Submodular Problems
[NO] 239/1824 | Some lower bounds for the maximal number of A-singularities in algebraic surfaces. II
[NO] 240/1824 | Attention-Gated Convolutional Networks for Scanner-Agnostic Quality Assessment
[NO] 241/1824 | Hardware Validation of DAGI via a Modular "Ridge" Signature and High-Order Synergistic Information
[YES] 242/1824 | HintPilot: LLM-based Compiler Hint Synthesis for Code Optimization
[NO] 243/1824 | When Fairness Metrics Disagree: Evaluating the Reliability of Demographic Fairness Assessment in Machine Learning
[NO] 244/1824 | From Reactive to Proactive: Assessing the Proactivity of Voice Agents via ProVoice-Bench
[NO] 245/1824 | A Hypergraph Container Method on Spread SAT: Approximation and Speedup
[NO] 246/1824 | Entanglement quantification with randomized measurements is maximally difficult
[NO] 247/1824 | Route to Rome Attack: Directing LLM Routers to Expensive Models via Adversarial Suffix Optimization
[NO] 248/1824 | A Generalized Algorithmic Framework for Detecting Faraday Rotation Measure Flares in Repeating Fast Radio Bursts
[NO] 249/1824 | On-Line Policy Iteration with Trajectory-Driven Policy Generation
[NO] 250/1824 | Flow of Truth: Proactive Temporal Forensics for Image-to-Video Generation
[NO] 251/1824 | Thermodynamic Geometry of Relaxation
[NO] 252/1824 | A First-Order Eikonal Framework for Quasinormal Modes, Shadows, Strong Lensing, and Grey-Body Factors in a Scalarized Black-Hole Metric
[NO] 253/1824 | Singular traveling waves for the Euler-Poisson system
[NO] 254/1824 | The Possibility of Artificial Intelligence Becoming a Subject and the Alignment Problem
[NO] 255/1824 | Theta-regularized Kriging: Modelling and Algorithms
[NO] 256/1824 | A simple relation: Neutron star magnetic field strength and spectral shape at low mass accretion rates
[NO] 257/1824 | Calibration-Gated LLM Pseudo-Observations for Online Contextual Bandits
[NO] 258/1824 | Fermi-liquid versus non-Fermi-liquid/'strange-metal' fits to the electrical resistivity in the quantum critical magnetic regime of an unconventional superconductor
[YES] 259/1824 | RaTA-Tool: Retrieval-based Tool Selection with Multimodal Large Language Models
[NO] 260/1824 | Expansive solutions and the boundary at infinity for the homogeneous $N$-body problem
[YES] 261/1824 | What if we have 90 minutes only to teach programming?
[NO] 262/1824 | AnimationBench: Are Video Models Good at Character-Centric Animation?
[NO] 263/1824 | Cell-cell adhesion cannot sustain extended follower streams in a minimal non-local model of leader-follower migration
[NO] 264/1824 | How Embeddings Shape Graph Neural Networks: Classical vs Quantum-Oriented Node Representations
[NO] 265/1824 | Knowing that you do not know everything
[NO] 266/1824 | Computing the free energy of quantum Coulomb gases and molecules via quantum Gibbs sampling
[NO] 267/1824 | Detecting Regime Transitions in Dynamical Systems via the Mixup Euler Characteristic Profile
[NO] 268/1824 | Stability and Generalization in Looped Transformers
[NO] 269/1824 | Charmonium radiative transitions to dileptons from lattice QCD: The case of $h_c \to η_c \ell^+\ell^-$ and $χ_{c1} \to J/ψ\,\ell^+\ell^-$
[NO] 270/1824 | Convexity and concavity in Banach lattices
[NO] 271/1824 | Orthogonal Strip Partitioning of Polygons: Lattice-Theoretic Algorithms and Lower Bounds
[NO] 272/1824 | From Tokens to Steps: Verification-Aware Speculative Decoding for Efficient Multi-Step Reasoning
[NO] 273/1824 | Sampling the Graviton Pole and Deprojecting the Swampland
[NO] 274/1824 | On the robustness of Mann-Kendall tests used to forecast critical transitions
[YES] 275/1824 | Context Over Content: Exposing Evaluation Faking in Automated Judges
[NO] 276/1824 | Vision-Based Safe Human-Robot Collaboration with Uncertainty Guarantees
[NO] 277/1824 | A Bayesian Approach to Unit-level Dependent Multi-type Survey Data
[NO] 278/1824 | Simulation of quantum annealing on a semiconducting cQED device for Multiple Hypothesis Tracking (MHT) benchmark
[NO] 279/1824 | Orientational bistability and field-controlled switching of a superparamagnetic dimer
[NO] 280/1824 | Learning to Think Like a Cartoon Captionist: Incongruity-Resolution Supervision for Multimodal Humor Understanding
[NO] 281/1824 | Abrikosov vortices in altermagnetic superconductors
[NO] 282/1824 | MADE: A Living Benchmark for Multi-Label Text Classification with Uncertainty Quantification of Medical Device Adverse Events
[NO] 283/1824 | Combined effect of homogenization and dimension-reduction in the random Neumann sieve problem
[NO] 284/1824 | Antitrust on Aisle Five: How Well Do Divestiture Remedies Work?
[NO] 285/1824 | Amortized Optimal Transport from Sliced Potentials
[NO] 286/1824 | Absolute Concentration Robustness of Non-Redundant Zero-One Networks with Conservation Laws
[NO] 287/1824 | G-MIXER: Geodesic Mixup-based Implicit Semantic Expansion and Explicit Semantic Re-ranking for Zero-Shot Composed Image Retrieval
[NO] 288/1824 | Gravitational Lensing Signatures of Hayward-like Black Holes
[NO] 289/1824 | Loop integrals in de Sitter spacetime: The parity-split IBP system and $\di\log$-form differential equations
[NO] 290/1824 | Spatially covariant gravity with two degrees of freedom: A perturbative analysis up to cubic order
[NO] 291/1824 | AD4AD: Benchmarking Visual Anomaly Detection Models for Safer Autonomous Driving
[NO] 292/1824 | Braided quantum $\mathrm{SU}(2)$ group - a case study
[NO] 293/1824 | Optimal Robust Adaptive Beamforming for a General-Rank Signal Model via Equivalence of Maximin and Minimax SINR Problems
[NO] 294/1824 | Exploring non-equilibrium effects in sequential freeze-in
[NO] 295/1824 | IUQ: Interrogative Uncertainty Quantification for Long-Form Large Language Model Generation
[NO] 296/1824 | Nonlinear backstepping with saturation for low-thrust station-keeping of libration point orbits
[NO] 297/1824 | Mix-CALADIN: A Distributed Algorithm for Consensus Mixed-Integer Optimization
[NO] 298/1824 | Gravitational-wave lensing beyond rays: a disordered-system approach
[NO] 299/1824 | Variational quantum state preparation within an entangle-rotate circuit framework for quantum-enhanced metrology in noisy systems
[NO] 300/1824 | LR-Robot: An Human-in-the-Loop LLM Framework for Systematic Literature Reviews with Applications in Financial Research
[NO] 301/1824 | The Parameterized Complexity of Coloring Mixed Graphs
[NO] 302/1824 | Optimal algorithmic complexity of inference in quantum kernel methods
[NO] 303/1824 | Ensembles of random quantum states tunable from volume law to area law
[NO] 304/1824 | Homogenization of the Navier-Stokes equations in a randomly perforated domain in the inviscid limit
[NO] 305/1824 | Microscopic primordial black holes as macroscopic dark matter from large extra dimensions
[NO] 306/1824 | Perturbative calculations of light nuclei up to N$^3$LO in chiral effective field theory
[NO] 307/1824 | Formalizing Poisson-Boltzmann Theory for Field-Tunable Nanofluidic Devices
[NO] 308/1824 | Optical Modulation Due to Energy Exchange Between Photonic and Exciton Modes in the Intermediate Coupling Regime
[NO] 309/1824 | Efficient calculation of available space for multi-NUMA virtual machines
[NO] 310/1824 | ClariCodec: Optimising Neural Speech Codes for 200bps Communication using Reinforcement Learning
[NO] 311/1824 | GlobalSplat: Efficient Feed-Forward 3D Gaussian Splatting via Global Scene Tokens
[NO] 312/1824 | Bandwidth Cost of Locally Repairable Convertible Codes in the Global Merge Regime
[NO] 313/1824 | A Manual Bar-by-Bar Tempo Measurement Protocol for Polyphonic Chamber Music Recordings: Design, Validation, and Application to Beethoven's Piano and Cello Sonatas
[NO] 314/1824 | Simplifying Safety Proofs with Forward-Backward Reasoning and Prophecy
[NO] 315/1824 | Kontorovich-Lebedev-Fourier Space for de Sitter Correlators
[NO] 316/1824 | Goxpyriment: A Go Framework for Behavioral and Cognitive Experiments
[NO] 317/1824 | A Nonlinear Separation Principle: Applications to Neural Networks, Control and Learning
[NO] 318/1824 | StreamCacheVGGT: Streaming Visual Geometry Transformers with Robust Scoring and Hybrid Cache Compression
[NO] 319/1824 | RadAgent: A tool-using AI agent for stepwise interpretation of chest computed tomography
[NO] 320/1824 | On a Probability Inequality for Order Statistics with Applications to Bootstrap, Conformal Prediction, and more
[NO] 321/1824 | Eccentricity Confound in EEG-based Visual Attention Decoding from Gaze-Fixated Neural Tracking of Motion in Natural Videos
[NO] 322/1824 | Benchmarking Classical Coverage Path Planning Heuristics on Irregular Hexagonal Grids for Maritime Coverage Scenarios
[NO] 323/1824 | Unsupervised Skeleton-Based Action Segmentation via Hierarchical Spatiotemporal Vector Quantization
[YES] 324/1824 | Scepsy: Serving Agentic Workflows Using Aggregate LLM Pipelines
[NO] 325/1824 | Picometer-Scale Spatial Symmetry Breaking in Active Transmissive Metasurfaces
[YES] 326/1824 | Agent-Aided Design for Dynamic CAD Models
[NO] 327/1824 | Minimum energy and photon content in PT symmetric metamaterials
[NO] 328/1824 | Oriented Cohomology Rings of Some Moduli Spaces via Blowups
[NO] 329/1824 | LongAct: Harnessing Intrinsic Activation Patterns for Long-Context Reinforcement Learning
[NO] 330/1824 | Self-propelled particles driven by light
