[2026-03-13 09:27:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-12
正在获取论文...
[arXiv] 2026-03-12 | Rediscussion of eclipsing binaries. Paper XXIX. The F-type twin system BS Draconis
[NO] 63/1881 | The Carnot Bound: Limits and Possibilities for Bandwidth-Efficient Consensus
[NO] 64/1881 | Language Generation with Replay: A Learning-Theoretic View of Model Collapse
[NO] 65/1881 | A Further Efficient Algorithm with Best-of-Both-Worlds Guarantees for $m$-Set Semi-Bandit Problem
[NO] 66/1881 | Enumerating All Directed Spanning Trees in Optimal Time
[NO] 67/1881 | Causal Influence Maximization with Steady-State Guarantees
[NO] 68/1881 | Modeling Trial-and-Error Navigation With a Sequential Decision Model of Information Scent
[NO] 69/1881 | Comparison of Motivic Homotopy Theories
[NO] 70/1881 | PhiPlot: A Web-Based Interactive EDA Environment for Atmospherically Relevant Molecules
[NO] 71/1881 | Mitigating the Multiplicity Burden: The Role of Calibration in Reducing Predictive Multiplicity of Classifiers
[NO] 72/1881 | Semi-Synthetic Parallel Data for Translation Quality Estimation: A Case Study of Dataset Building for an Under-Resourced Language Pair
[NO] 73/1881 | Dimensional Scaling Laws for Continuous Fluid Antenna Systems
[NO] 74/1881 | Software-Hardware Binding for Protection of Sensitive Data in Embedded Software
[NO] 75/1881 | When OpenClaw Meets Hospital: Toward an Agentic Operating System for Dynamic Clinical Workflows
[NO] 76/1881 | Revisiting early afterglows of gamma-ray bursts with finite-thickness ejecta: Implications from XRF 080330 and GRB 080710
[NO] 77/1881 | Intrinsic violation of the Wiedemann-Franz law in interacting systems
[NO] 78/1881 | Weak integrability breaking perturbations in classical integrable models on the lattice
[NO] 79/1881 | The number of measures on very large measurable cardinals
[NO] 80/1881 | Mpemba Effect in Many-Body Systems Near Equilibrium
[NO] 81/1881 | Effective Degrees of Freedom for Balanced Repeated Replication and Paired Jackknife Variance Estimates: A Unified Approach via Stratum Contrasts
[NO] 82/1881 | Inverse $t$-source problem and a strict positivity property for coupled subdiffusion systems
[NO] 83/1881 | Cayley Commutator-free Methods for Krotov-Type Algorithms in Quantum Optimal Control
[NO] 84/1881 | Non-uniform $α$-Robust Alikhanov Mixed FEM with Optimal Convergence for the Time-Fractional Allen--Cahn Equation
[NO] 85/1881 | Experimental Demonstrations of Coherence de Broglie Wavelength for Scalable Superresolution with Near-perfect Fringe Visibility
[NO] 86/1881 | STAIRS-Former: Spatio-Temporal Attention with Interleaved Recursive Structure Transformer for Offline Multi-task Multi-agent Reinforcement Learning
[NO] 87/1881 | On the Unit Teissier Distribution: Properties, Estimation Procedures and Applications
[NO] 88/1881 | Causal Prosody Mediation for Text-to-Speech:Counterfactual Training of Duration, Pitch, and Energy in FastSpeech2
[NO] 89/1881 | From Control to Foresight: Simulation as a New Paradigm for Human-Agent Collaboration
[NO] 90/1881 | An Improved Interpolation Theorem and Disproofs of Two Conjectures on 2-Connected Subgraphs
[NO] 91/1881 | One-Shot Individual Claims Reserving
[NO] 92/1881 | QChunker: Learning Question-Aware Text Chunking for Domain RAG via Multi-Agent Debate
[NO] 93/1881 | OmniForcing: Unleashing Real-time Joint Audio-Visual Generation
[NO] 94/1881 | All-electrostatic valley qubit gates in tilted Dirac-Weyl semimetals
[NO] 95/1881 | VisDoT : Enhancing Visual Reasoning through Human-Like Interpretation Grounding and Decomposition of Thought
[NO] 96/1881 | Personalized Federated Learning via Gaussian Generative Modeling
[NO] 97/1881 | Upper bound of some character ratios and large genus asymptotic behavior of Hurwitz numbers
[NO] 98/1881 | Performance Evaluation of Open-Source Large Language Models for Assisting Pathology Report Writing in Japanese
[NO] 99/1881 | Radio Radiance Field: The New Frontier of Spatial Wireless Channel Representation
[NO] 100/1881 | Unsupervised LiDAR-Based Multi-UAV Detection and Tracking Under Extreme Sparsity
[NO] 101/1881 | On the deformation of a shear thinning viscoelastic drop in a steady electric field
[NO] 102/1881 | Metasurface Tape for Efficient Millimeter-Wave Power Transfer via Surface-Wave Propagation
[NO] 103/1881 | Streaming Translation and Transcription Through Speech-to-Text Causal Alignment
[NO] 104/1881 | Regular and chaotic Welander oscillations in a four-dimensional conceptual model for the Atlantic Meridional Overturning Circulation
[NO] 105/1881 | Modeling Sequential Design Actions as Designer Externalization on an Infinite Canvas
[NO] 106/1881 | Where Matters More Than What: Decoding-aligned KV Cache Compression via Position-aware Pseudo Queries
[NO] 107/1881 | AI Knows What's Wrong But Cannot Fix It: Helicoid Dynamics in Frontier LLMs Under High-Stakes Decisions
[NO] 108/1881 | 50-250 MHz Pulsar Census with an SKA-Low prototype station: Spectra and Polarization
[NO] 109/1881 | Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing
[NO] 110/1881 | Risk-Controllable Multi-View Diffusion for Driving Scenario Generation
[NO] 111/1881 | Blind Hyperspectral and Multispectral Images Fusion: A Unified Tensor Fusion Framework from Coupled Inverse Problem Perspective
[NO] 112/1881 | Strict Optimality of Frequency Estimation Under Local Differential Privacy
[NO] 113/1881 | Effect of flow kinematics on extensional viscosity of dilute polymer solutions
[NO] 114/1881 | Tiny Aya: Bridging Scale and Multilingual Depth
[YES] 115/1881 | KEPo: Knowledge Evolution Poison on Graph-based Retrieval-Augmented Generation
[NO] 116/1881 | Variance Estimation with Dependence and Heterogeneous Means
[NO] 117/1881 | SPEGC: Continual Test-Time Adaptation via Semantic-Prompt-Enhanced Graph Clustering for Medical Image Segmentation
[NO] 118/1881 | Anomalous Coulomb-Enhanced Charge Transport in Triangular Triple Quantum Dots Systems
[NO] 119/1881 | Reliability Dynamics in a Two-Site Dissipative Quantum Spin Chain
[NO] 120/1881 | Graph Generation Methods under Partial Information
[NO] 121/1881 | Dynamic Bayesian regression quantile synthesis for forecasting outlook-at-risk
[NO] 122/1881 | Quantum photonic frequency processor on thin-film lithium niobate
[NO] 123/1881 | Accumulation points of congruence densities of finite lattices
[NO] 124/1881 | Time irreversibility and entropy production in non-Hermitian Model A field theories
[NO] 125/1881 | Integral mean estimates for $(α,β)$-harmonic functions
[NO] 126/1881 | On the distribution of shapes of totally real multiquadratic number fields
[NO] 127/1881 | Topological Hochschild homology of truncated Brown-Peterson spectra II
[NO] 128/1881 | Adversarial Reinforcement Learning for Detecting False Data Injection Attacks in Vehicular Routing
[NO] 129/1881 | An analogue first law for general closed marginally trapped surfaces
[NO] 130/1881 | Zero-Shot Cross-City Generalization in End-to-End Autonomous Driving: Self-Supervised versus Supervised Representations
[NO] 131/1881 | BLooP: Zero-Shot Abstractive Summarization using Large Language Models with Bigram Lookahead Promotion
[NO] 132/1881 | Beyond Polarity: Multi-Dimensional LLM Sentiment Signals for WTI Crude Oil Futures Return Prediction
[NO] 133/1881 | Entropy Guided Diversification and Preference Elicitation in Agentic Recommendation Systems
[NO] 134/1881 | ARROW: Augmented Replay for RObust World models
[NO] 135/1881 | To Believe or Not To Believe: Comparing Supporting Information Tools to Aid Human Judgments of AI Veracity
[NO] 136/1881 | $Ψ_0$: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation
[NO] 137/1881 | The Latent Color Subspace: Emergent Order in High-Dimensional Chaos
[NO] 138/1881 | DreamVideo-Omni: Omni-Motion Controlled Multi-Subject Video Customization with Latent Identity Reinforcement Learning
[NO] 139/1881 | DVD: Deterministic Video Depth Estimation with Generative Priors
[NO] 140/1881 | Examining Reasoning LLMs-as-Judges in Non-Verifiable LLM Post-Training
[NO] 141/1881 | One Model, Many Budgets: Elastic Latent Interfaces for Diffusion Transformers
[NO] 142/1881 | STAMP: Selective Task-Aware Mechanism for Text Privacy
[NO] 143/1881 | Transition from Statistical to Hardware-Limited Scaling in Photonic Quantum State Reconstruction
[NO] 144/1881 | Portfolio of Solving Strategies in CEGAR-based Object Packing and Scheduling for Sequential 3D Printing
[NO] 145/1881 | Persistent altermagnetism
[NO] 146/1881 | A Two-Stage Dual-Modality Model for Facial Emotional Expression Recognition
[NO] 147/1881 | CLASP: Defending Hybrid Large Language Models Against Hidden State Poisoning Attacks
[NO] 148/1881 | Neutrino Flavor Evolution in High Flux Astrophysical Environments
[NO] 149/1881 | Optimal Discrimination of Gaussian States by Gaussian Measurements
[NO] 150/1881 | Zonal states and improved $L^\infty$ bounds for eigenfunctions of magnetic Laplacians on hyperbolic surfaces
[NO] 151/1881 | Raman relaxation in Yb(III) molecular qubits: non-trivial correlations between spin-phonon coupling and molecular structure
[NO] 152/1881 | FlashMotion: Few-Step Controllable Video Generation with Trajectory Guidance
[NO] 153/1881 | Single-nanoparticle detection using quasi-bound states in the continuum supported by silicon metasurfaces
[YES] 154/1881 | TopoBench: Benchmarking LLMs on Hard Topological Reasoning
[NO] 155/1881 | History state formalism for time series with application to finance
[NO] 156/1881 | The Targeted Standard Siren Cosmology with Pulsar Timing Arrays
[NO] 157/1881 | Bootstrap Embedding for Interacting Electrons in Phonon Coherent-state Mean Field
[NO] 158/1881 | BLUEPRINT: Blue-dominant Lyman-alpha (Ly$α$) emission as an evidence of gas inflow in ultra-low-mass galaxies at z = 3
[NO] 159/1881 | Time, Message and Memory-Optimal Distributed Minimum Spanning Tree and Partwise Aggregation
[NO] 160/1881 | A Nash stratification inequality and global regularity for a chemotaxis-fluid system on general 2D domains
[YES] 161/1881 | Resource-Efficient Iterative LLM-Based NAS with Feedback Memory
[NO] 162/1881 | Flowcean - Model Learning for Cyber-Physical Systems
[NO] 163/1881 | Normative Common Ground Replication (NormCoRe): Replication-by-Translation for Studying Norms in Multi-agent AI
[NO] 164/1881 | On strictly output sensitive color frequency reporting
[NO] 165/1881 | Probing the memory of a superconducting qubit environment
[NO] 166/1881 | EvoFlows: Evolutionary Edit-Based Flow-Matching for Protein Engineering
[NO] 167/1881 | Compact LABFM: a framework for meshless methods with spectral-like resolving power
[NO] 168/1881 | Visibly Recursive Automata
[NO] 169/1881 | Developing Foundation Models for Universal Segmentation from 3D Whole-Body Positron Emission Tomography
[NO] 170/1881 | MedPruner: Training-Free Hierarchical Token Pruning for Efficient 3D Medical Image Understanding in Vision-Language Models
[NO] 171/1881 | On the discrete mean square of certain hybrid sum involving $a_{\mathbb{K}}(n)$
[NO] 172/1881 | SemiTooth: a Generalizable Semi-supervised Framework for Multi-Source Tooth Segmentation
[NO] 173/1881 | Link Quality Aware Pathfinding for Chiplet Interconnects
[NO] 174/1881 | Articulat3D: Reconstructing Articulated Digital Twins From Monocular Videos with Geometric and Motion Constraints
[NO] 175/1881 | AutoScout: Structured Optimization for Automating ML System Configuration
[NO] 176/1881 | Transverse Structure of the Kaon: A light-front Hamiltonian Approach
[NO] 177/1881 | WeEdit: A Dataset, Benchmark and Glyph-Guided Framework for Text-centric Image Editing
[NO] 178/1881 | Limit representation theory on some classes of representations of abelian groups
[NO] 179/1881 | Relaxed Newton's Method as a Family of Root-finding Methods: Dynamics and Convergence
[NO] 180/1881 | Toward Complex-Valued Neural Networks for Waveform Generation
[NO] 181/1881 | Surpassing Quantum Noise Limits with Nonlinear Amplification
[NO] 182/1881 | High-Contrast Projection Mapping under Light Field Illumination with LED Display and Aperiodic Lens Array
[NO] 183/1881 | How Intelligence Emerges: A Minimal Theory of Dynamic Adaptive Coordination
[NO] 184/1881 | Suppression of local magnetic moment formation and paramagnetic exchange interactions in monolayer Fe$_3$GeTe$_2$
[NO] 185/1881 | Shadowless Projection Mapping for Tabletop Workspaces with Synthetic Aperture Projector
[NO] 186/1881 | Design and mechanical analysis of the PRAGYA tokamak vacuum vessel
[NO] 187/1881 | Exploiting Skyrmions in Free-Space Optical Communication
[NO] 188/1881 | Imaging antiferromagnetic domains in LiCoPO$_4$ via the optical magnetoelectric effect
[NO] 189/1881 | Why ice is so slippery
[NO] 190/1881 | Families of Two-Impulse Optimal Rendezvous Transfers Between Elliptic Orbits
[NO] 191/1881 | Manifold-Optimal Guidance: A Unified Riemannian Control View of Diffusion Guidance
[NO] 192/1881 | Gen-Fab: A Variation-Aware Generative Model for Predicting Fabrication Variations in Nanophotonic Devices
[NO] 193/1881 | LongFlow: Efficient KV Cache Compression for Reasoning M
[NO] 194/1881 | Nonlinear spin-motive force driven by mixed-space quantum geometry
[NO] 195/1881 | ActiveFreq: Integrating Active Learning and Frequency Domain Analysis for Interactive Segmentation
[NO] 196/1881 | The Generators of a Colon Ideal with an Application to the Weak Lefschetz Property for Monomial Almost Complete Intersections in Three Variables
[YES] 197/1881 | AutoVeriFix+: High-Correctness RTL Generation via Trace-Aware Causal Fix and Semantic Redundancy Pruning
[NO] 198/1881 | Attention Sinks Are Provably Necessary in Softmax Transformers: Evidence from Trigger-Conditional Tasks
[NO] 199/1881 | Leveraging Phytolith Research using Artificial Intelligence
[NO] 200/1881 | Slack More, Predict Better: Proximal Relaxation for Probabilistic Latent Variable Model-based Soft Sensors
[NO] 201/1881 | Prediction-Oriented Transfer Learning for Survival Analysis
[NO] 202/1881 | Three-dimensional Global Relativistic Radiation Magnetohydrodynamics of Magnetically Arrested Disk Accretion Flows in AGNs
[NO] 203/1881 | Reproducible Synthetic Clinical Letters for Seizure Frequency Information Extraction
[NO] 204/1881 | HumDex:Humanoid Dexterous Manipulation Made Easy
[NO] 205/1881 | Attend Before Attention: Efficient and Scalable Video Understanding via Autoregressive Gazing
[NO] 206/1881 | EndoCoT: Scaling Endogenous Chain-of-Thought Reasoning in Diffusion Models
[NO] 207/1881 | $\bar{D}$-meson Nucleon Scattering from Lattice QCD at the Physical Point
[NO] 208/1881 | SciMDR: Benchmarking and Advancing Scientific Multimodal Document Reasoning
[NO] 209/1881 | HandelBot: Real-World Piano Playing via Fast Adaptation of Dexterous Robot Policies
[NO] 210/1881 | Factorization vs. Non-Factorization: S-Matrix Corrections for Precision Neutrino Physics
[YES] 211/1881 | Security Considerations for Artificial Intelligence Agents
[NO] 212/1881 | Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights
[NO] 213/1881 | Evil Twins in Sums of Wildflowers
[NO] 214/1881 | Conformalized Data-Driven Reachability Analysis with PAC Guarantees
[NO] 215/1881 | An Updated \synthpop Model for Microlensing Simulations I: Model Description, Evaluation, and Microlensing Event Rates Near the Galactic Center
[NO] 216/1881 | WORKSWORLD: A Domain for Integrated Numeric Planning and Scheduling of Distributed Pipelined Workflows
[NO] 217/1881 | Dictionary-Restricted First-Order Descent Methods: Bounds and Convergence Rates
[NO] 218/1881 | Parameter unbounded Uzawa and penalty-splitted accelerated algorithms for frictionless contact problems
[NO] 219/1881 | Sparse Phase Ansatzes for Resource-Efficient Qudit State Preparation via the SNAP-Displacement Protocol
[NO] 220/1881 | Commutation Groups and State-Independent Contextuality
[NO] 221/1881 | Schwinger Model with a Dynamical Axion
[NO] 222/1881 | On the density of the supremum of nonlinear SPDEs
[NO] 223/1881 | Small-Scale and Transient EUV Kernels in Solar Flare Ribbons
[NO] 224/1881 | Compactness in Dimension Five and Equivariant Noncompactness for the CR Yamabe Problem
[NO] 225/1881 | Linking Perception, Confidence and Accuracy in MLLMs
[NO] 226/1881 | ChemSICal-Net: Timing-Controlled Chemical Reaction Network for Successive Interference Cancellation in Molecular Multiple Access
