[2026-05-18 23:01:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-17
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605170000+TO+202605172359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 503 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
[NO] 295/1000 | RumGAN: Rumor Detection via Graph Attention Network with Multi-Feature Fusion
[NO] 296/1000 | Edge AI Enabled Road Inspection Vehicle for On Field Road Damage Assessment and Traffic Data Acquisition
[NO] 297/1000 | Digital Twin-Assisted Self-Supervised Cognitive Resource Mapping for Interference-Aware 6G Cognitive Radio Networks
[NO] 298/1000 | PCFNet: A Sea Surface Temperature Prediction Network Fusing Physical Constraints with Frequency Domain Feature Extraction
[NO] 299/1000 | A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops
[NO] 300/1000 | Digital Courtesy in E-Commerce: Development and Validation of a Multidimensional Measurement Gauge
[NO] 301/1000 | Empirical Nonlinear Behavioral Modeling for THz Amplifiers
[NO] 302/1000 | 2026 International Conference on Smart Electronic Devices and Intelligent Systems (ICSEDIS)
[NO] 303/1000 | Development of a Multi-Point Flow Monitoring System for Accurate Pipeline Leakage Detection
[NO] 304/1000 | Comments on “Lightweight Multi-User Public-Key Authenticated Encryption With Keyword Search”
[NO] 305/1000 | Technical Program Committee
[NO] 306/1000 | AI-Enabled IoT Smart Collar for Livestock Health Monitoring using CNN–LSTM in a Rental-based Rural Framework
[NO] 307/1000 | Cognitive Shield: An Interpretable Stacking Ensemble for Advanced Cyber Threat Analytics in IoT Networks
[NO] 308/1000 | Joint Source-Channel Coding and Decoding Based on Channel Modulation Network
[NO] 309/1000 | Structured Channel-Pruned ResNet for Lightweight Multi-Region Bone Fracture Detection from X-Ray Images
[NO] 310/1000 | Deterministic Dual–Frequency Data Injection Against CMOS Digital Systems
[NO] 311/1000 | PLOSQ3D: Privacy-Preserving Location-Based Skyline Query over Encrypted 3D Spatial Data
[NO] 312/1000 | Multi-Snapshot Deep Denoising for Channel Estimation in OTFS Modulated Systems
[NO] 313/1000 | Automated Cloud Risk Scoring via End-to-End CVE-ATT&amp;CK Mapping and Flow Reconstruction
[NO] 314/1000 | 2D Ultrasound Elasticity Imaging of Abdominal Aortic Aneurysms Using Deep Neural Networks
[NO] 315/1000 | Energy Consumption Minimization in STAR-RIS-Assisted UAV-MEC Networks with NOMA
[NO] 316/1000 | STATE: Safe and Threatening Adversarial Trajectory Engine
[NO] 317/1000 | Shape-Agnostic Table Overlap Discovery: A Maximum Common Subhypergraph Approach
[NO] 318/1000 | ReStore: A Reinforcement Learning Approach for Data Migration in Multi-Tiered Storage
[YES] 319/1000 | Automated Discovery of Test Oracles for Database Management Systems Using LLMs
[YES] 320/1000 | ASP-Bench: From Natural Language to Logic Programs
[NO] 321/1000 | Towards a co-design framework for bipedal robots
[NO] 322/1000 | Measuring Greenland Ice Sheet Melt based on GNSS-R and Random Forest Using FengYun-3E GNOS-R
[NO] 323/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[NO] 324/1000 | Explainable Machine Learning for Suicide Risk Assessment Using Social Media Data
[NO] 325/1000 | Development of a GPS based Smart Fire Detection using UAV-UGV Coordinated Control
[NO] 326/1000 | An Attention-based Multimodal Feature Fusion Model for Stroke Prediction with Explainable Clinical Decision Support
[NO] 327/1000 | MVDR-Integrated TFM for Defect Detection in Geometrically Shadowed Regions
[NO] 328/1000 | Conformal Single-port Microwave Biosensor for Contactless Dielectric Liquid Characterization
[NO] 329/1000 | Decoupled Neural Audio Steganography for Adaptive Sender-Side Model Updates
[NO] 330/1000 | CNTFET based Energy-efficient Approximate Full Adder for Low Power and High Speed Computing
[NO] 331/1000 | Adaptive Optimal PI Control for Grid-Forming Inverters With Provable Multitime-Scale Stability via Lyapunov-Constrained Learning
[NO] 332/1000 | RBTGA: A Multi-Strategy Collaborative Enhancement BERT-LSTM Model for Hotel Service Review Analysis
[NO] 333/1000 | Optical Performance Improvement of Thin Crystalline Silicon Solar Cells through ZnS Nanoparticle Integration
[NO] 334/1000 | Development of IoT-Enabled Building Management System for Advanced Safety, Energy Efficiency and Environmental Sustainability
[NO] 335/1000 | Auto-Scaling Strategies for Machine Learning Workloads: Performance, Cost, and Model Reliability: A Comprehensive Review
[NO] 336/1000 | Improved Predictive Speed Control of Brushless Dual Rotor Motors Considering Speed Measurement Delay and Virtual Inertia Identification
[NO] 337/1000 | Improved RRT-Connect Path Planning Algorithm for Robotic Arm
[NO] 338/1000 | LLM-driven Dark Web Intelligence Analysis Pipeline
[NO] 339/1000 | Distributed Multi-Agent Relative Localization via Reference Frame Coordination
[NO] 340/1000 | MAPLE: Self-Supervised Learning-Enhanced Nonlinear Dimensionality Reduction for Visual Analysis
[NO] 341/1000 | Comparative Investigation of the Performance of Stainless Steel and 3D-Printed PLA Underwater Thruster Propellers Using FSI and Structural Analysis
[NO] 342/1000 | Machine Learning for Sea State Estimation from Wave-Induced Ship Responses
[NO] 343/1000 | Research on performance optimization of parallel computing system based on big data technology
[NO] 344/1000 | FAVOR: Efficient Filter-Agnostic Vector ANNS Based on Selectivity-Aware Exclusion Distances
[NO] 345/1000 | EncoderForge: Generating Efficient SQL for Encoders in Machine Learning Inference Pipelines
[NO] 346/1000 | FIRAS: A Framework for Interval Range Search and Sampling
[NO] 347/1000 | Factorized and Vectorized Execution: Optimizing Analytical and Semantic Queries over Relations
[YES] 348/1000 | Dialect-Agnostic SQL Parsing via LLM-Based Segmentation
[NO] 349/1000 | Periodic Community Search in Temporal Graphs: Time Series-based Methods
[NO] 350/1000 | PathSeer: Adaptive Neighbor Handling for Efficient Filtered ANN Search
[NO] 351/1000 | Translytical Processing via DB-OS Co-designed Buffer: Cross-Engine Isolation and Tunable Update Visibility for HTAP
[NO] 352/1000 | Classification of RAG Retrieval Intent Based on Machine Learning Algorithm
[NO] 353/1000 | MemGaussian: Text-to-3D Gaussian Generation via Alternating Attention and Regularization
[NO] 354/1000 | RISC-Spend and Density-Managed Traffic Signal Management using RFID-based Violation, Theft, and Emergency Vehicle Recognition
[NO] 355/1000 | A High Scalability Data Sharing Scheme for Vehicular Fog Computing Based on Blockchain
[NO] 356/1000 | A Comparative Study of Gaussian-Based Surface Reconstruction Under Different Scene Conditions
[NO] 357/1000 | Energy and Trust Aware Optimal Routing in Heterogeneous IoT Network
[NO] 358/1000 | SMR-GWO: A Hybrid Metaheuristic for High-Accuracy Lightweight Intrusion Detection in IoT Networks
[NO] 359/1000 | Machine learning based Application specific Integrated circuit for Electrocardiogram Signal Analysis for Clinical Care Diagnosis
[NO] 360/1000 | Efficient and Secure Cloud Data Auditing With ECC-Based Stub Signatures for Dynamic Integrity Verification
[NO] 361/1000 | On Maximizing Quality-of-Service of Mixed-Criticality Systems with Energy Constraints
[NO] 362/1000 | ALDMAgents: An Integrated Multi-Agent Collaborative Framework for Apple Leaf Disease Detection and Treatment Plan Generation Based on LLMs
[NO] 363/1000 | Graph-Enhanced Privacy-Preserving Federated Cognitive Digital Twins for Intelligent Industrial IoT Risk Modeling
[NO] 364/1000 | GAIIS 2026 Cover Page
[NO] 365/1000 | Wheat Head Detection: A Deformable Attention-Enhanced Cross-Scale Dynamic Fusion YOLOv8 Approach
[YES] 366/1000 | Hybrid Random Forest–Reinforcement Learning Framework for Efficient Verification of PCIe 6.0 SoC Designs
[NO] 367/1000 | Causal Digital Twin–Driven Trust-Aware Federated CNN–LSTM and Gradient Boosting Framework for Industrial IoT Cyber Resilience
[NO] 368/1000 | Neural Motion Path: a Path-based Authoring System for Pre-rendered Character Animation_supp1-3693253.mp4
[NO] 369/1000 | HiAdapter: Histopathology-induced Adapter for Pathology Foundation Models
[NO] 370/1000 | ACHILLES: A Machine Learning Framework for Explainable and Generalized Automotive Intrusion Detection System
[NO] 371/1000 | Kalman Filter-based Mobile User Channel Estimation and User Localization with Reconfigurable Intelligent Surfaces
[NO] 372/1000 | Recognizing Operational Behaviors in Robotic Space Mission via Arm-Object Interaction
[NO] 373/1000 | ByFeDis: Toward Byzantine-Robust Heterogeneous Federated Learning via Knowledge Distillation in Railway Intelligent Control Systems
[NO] 374/1000 | Information-Theoretic Subspace Optimization for Robust Electromagnetic Inverse Scattering with Correntropy Criterion
[NO] 375/1000 | Decouple then Converge: Handling Unknown Unlabeled Distributions in Long-Tailed Semi-Supervised Learning
[NO] 376/1000 | Structural Assessment Due to Inner Bottom Knuckle Modification of 7500 DWT Bulk Carrier Under Various Loading Conditions
[NO] 377/1000 | Review for "A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops"
[NO] 378/1000 | Eliminating Redundant Feature Tests in Decision Tree and Random Forest Inference on SQL Predicates
[NO] 379/1000 | DFLOP: A Data-driven Framework for Multimodal LLM Training Pipeline Optimization
[NO] 380/1000 | Approximate DBSCAN via Density-Biased Sampling and Kernel Density Estimation
[NO] 381/1000 | Epoch-based Optimistic Concurrency Control in Geo-replicated Databases
[NO] 382/1000 | The Power of Anomaly Detection in Predictive Maintenance: [Experiments &amp; Analysis]
[NO] 383/1000 | MC-ETC:A Robust Multi-View Flow-Level Encrypted Traffic Classification Method Based on Co-Training
[NO] 384/1000 | Semantic-Driven Adaptive Multi-Agent Collaboration via LLMs in Dynamic Environments
[NO] 385/1000 | Design of Modular and Repairable Smart Health Ring
[NO] 386/1000 | Hybrid Multimodal DeepFake Detection using Spatial–Temporal Feature Learning
[NO] 387/1000 | dcFCI: Robust Causal Discovery Under Latent Confounding, Unfaithfulness, and Mixed Data
[NO] 388/1000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 389/1000 | Parametric Operator Inference to Simulate the Purging Process in Semiconductor Manufacturing
[NO] 390/1000 | Continuous Business Process Improvement Driven by Large Language Models
[NO] 391/1000 | Conference Agenda
[NO] 392/1000 | Electrochemical Engineering Process of Seawater and Brine to Obtain Renewable Electrical Energy Potential
[NO] 393/1000 | PI-Embedding: Scientific Idea Representation Learning via Citation Intent and Paper Provenance
[NO] 394/1000 | Multi-objective Joint Resource Allocation Strategy for Macro-femtocell Heterogeneous Network
[NO] 395/1000 | Real-Time Smart Garbage Management with Hybrid CNN-LSTM for Demand-based Vehicle Dispatch and Waste Segregation
[NO] 396/1000 | Accurate Delirium Risk Prediction Performance among Alzheimer’s Patients
[YES] 397/1000 | From Generative to Agentic: A Survey of Autonomous AI Systems and Their Evolving Capabilities
[NO] 398/1000 | Table of Contents
[NO] 399/1000 | Multi-Port Photonic Topology Insulator Waveguide Based on Square Lattices
[NO] 400/1000 | Compelling People to Move: Recent Progress in Haptic Technologies for Human Motion Induction in IEEE Transactions on Haptics
[NO] 401/1000 | LICM: Low-texture Illumination–terrain Coupled Matching for High-resolution Martian Terrain in Chryse Planitia
[NO] 402/1000 | BiLSTM-SLA: A Hybrid LSTM-Based Model for Biomedical Entity Linking in Short Texts
[NO] 403/1000 | Design of Recursive Box Filter-based Bilateral Denoising System using QCA based Parallel Prefix Adder
[NO] 404/1000 | Autonomous Pipeline Inspection Using Lightweight Vision-Based UAV Tracking_supp4-3693978.mp4
[NO] 405/1000 | Morphometric Analysis of Milkfish (Chanos chanos) Using Image Processing and Ensemble Learning
[NO] 406/1000 | Smart Review Analyser: A Multiplatform AI System for Aspect-based Sentiment Analysis on E-Commerce Products
[NO] 407/1000 | A Narrowband Digital Costas Loop Applied to Semi-blind Signal Recover
[NO] 408/1000 | Radix-8 Unsigned Floating-Point Multiplier for Neural Networks using Digit Recoding
[NO] 409/1000 | TimeScape: A Multi-Resolution Timeline to Explore Historical Figures
[NO] 410/1000 | MF2LLM: A Multi-View Multi-Modal Fusion Framework with Large Language Models for Ponzi Scheme Detection on Ethereum
[NO] 411/1000 | Real-Time Tomato Leaf Disease Detection using Lightweight YOLOv11n with Web-Mobile Deployment
[NO] 412/1000 | WebSocket-Based Multi-Bed IV Therapy Monitoring System Using Time-of-Flight Distance Sensing
[NO] 413/1000 | Secure Cloud based Document Sharing System with IoT Integration for Global Collaboration
[NO] 414/1000 | Dual-space Sparse Mask Injection: A Defense Framework for Large Language Models Against Jailbreak Attacks
[NO] 415/1000 | A Context-Aware Traffic Violation Detection System for Complex Real-World Traffic Scenarios
[NO] 416/1000 | ECG-based Coronary Risk Prediction using Deep Convolutional Neural Networks
[NO] 417/1000 | Intelligent Thermal and Power Behavior Prediction in Laptop Systems using Machine Learning
[NO] 418/1000 | Proximal policy optimization-based vegetation evolution for coverage optimization in wireless sensor network
[NO] 419/1000 | Multi-layered Emotional Decoupling and Style Condition Control Algorithms for AI Composition in Automatic Electronic Keyboard Music Production
[NO] 420/1000 | Driving Style Recognition
                    <i>Like</i>
                    an Expert Using Semantic Privileged Information From Large Language Models
[NO] 421/1000 | CTRL: Cross-modal Transformer with Reinforcement Learning for Climate Causal Discovery
[NO] 422/1000 | PRISM: Pipeline for Root-cause Investigation via Specialized Multi-agents
[NO] 423/1000 | DO-ForceEHash-Embed: Double Oblivious Extendible Hashing for Secure Keyword Update in Confidential Computing
[NO] 424/1000 | Edge-Assisted Smart Home Gateway with Hardware-Level Air-Gap for Deterministic Privacy
[NO] 425/1000 | PVDI: Preserving Vital and Disrupting Irrelevant Latent Attentions for Robust Backdoor Defense
[NO] 426/1000 | Meta-Learning Approaches in Intracranial Tumor Segmentation: A Review with Focus on Generalization to Rare Tumors
[NO] 427/1000 | SecAgg: A Secure Federated Aggregation Scheme Based on Additive Secret Sharing
[NO] 428/1000 | cuRPQ: A High-Performance GPU-Based Framework for Processing Regular and Conjunctive Regular Path Queries
[NO] 429/1000 | ScaleDoc: Scaling LLM-based Predicates over Large Document Collections
[NO] 430/1000 | CRLB-Minimized Precoding for ISABC-Assisted IoT Networks with Uniform Planar Arrays
[NO] 431/1000 | Kirchhoff-Consistent Neural Network: A Physics-Constrained and Accelerated Surrogate Model for Power Electronics Simulation
[NO] 432/1000 | Tracker-LLM: Enhancing Visual Object Tracking via Bi-directional Chain-of-Thought Reasoning and Spatio-Temporal Memory
[NO] 433/1000 | Megahertz Soft-Switching Wireless Power Transfer for Capsule Robots Under Dynamic Position and Orientation Variations_supp3-3693630.avi
[NO] 434/1000 | Quantitative Steel Corrosion Assessment Using Impedance Responses of Planar Eddy Current Sensor
[NO] 435/1000 | “I'm Not Mad, Just Focused”: Understanding Human Emotions in Human-Robot Collaboration
[NO] 436/1000 | AI-Assisted Low-Power VLSI Synthesis using Reinforcement Learning for Gate-Level Power Optimization
[NO] 437/1000 | Keynote Speaker Abstract: Hari Vishnu, Ph.D
[NO] 438/1000 | Interpretable Neural Network Modeling of Hub Coverage Performance in Road Networks
