[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[NO] 464/2000 | A Note On the moduli space of rank two vector bundles on Hirzebruch surfaces
[NO] 465/2000 | Semantic-Spatial Discriminability Enhancement for Generalized Visual Grounding
[NO] 466/2000 | Fairness in multi-class multi-group classification problems via contextial coherent risk measures
[NO] 467/2000 | Amortized Anchor Refinement for Deployable Continuous-Time 4D Gaussian Reconstruction
[NO] 468/2000 | Label Semantic Expansion via Label Guided Neural Topic Modeling
[NO] 469/2000 | Sharp Dispersive and Strichartz Estimates for the Neumann Cylindrical Wave Model
[NO] 470/2000 | SIR: Self-improving Red-teaming for Compute Use Agents
[NO] 471/2000 | Agentic Quantum Deep Reinforcement Learning for RAN Slicing
[NO] 472/2000 | Certified Safety Radii in Forecast-Error Space for Wasserstein Distributionally Robust Small Signal Stability-Constrained AC Optimal Power Flow via Lifted Spectrahedral Containment
[NO] 473/2000 | When Errors Become Memories: Causal Pathway Tracing in Multi-Turn Memory-Augmented LLMs
[NO] 474/2000 | Regular, and (bi-)rotary Hall Cayley maps
[NO] 475/2000 | NoisEasier: Test-Time Noise Optimization for Text-to-Video Generation
[NO] 476/2000 | Spectra of Non-Self-Adjoint Almost Mathieu Matrices and the Scottish Flag Operator
[NO] 477/2000 | ATGS: Anchored Temporal Gaussian Splatting for Long Volumetric Video Representation
[NO] 478/2000 | On Completeness of $n$-ary Hom-Nambu and Hom-Lie Superalgebras
[NO] 479/2000 | A requested analytic proof of an identity of Dixit, Kumar, and Srivastava
[NO] 480/2000 | Łojasiewicz--Simon inequalities near bubbling configurations for the Yamabe functional on bounded domains
[NO] 481/2000 | Switchable Magnetoelectric Transport in Graphene via a Van der Waals Multiferroic
[NO] 482/2000 | Black hole correspondences of quasi-topological gravity : Shadows, quasinormal modes, graybody factors
[NO] 483/2000 | The symmetric maximal surface equation
[YES] 484/2000 | LLM-based Hardware Development with Hierarchical IRs and End-to-End Multi-Agent Workflow
[NO] 485/2000 | Season-Aware Hybrid Convolutional-Transformer for Antarctic Sea Ice Concentration Forecasting
[NO] 486/2000 | Where Identity Lives: Localized, Retain-Free Identity Unlearning in Multimodal Large Language Models
[NO] 487/2000 | What It Costs to Compose, Rebuild, and Correct Precomputed Memory
[NO] 488/2000 | On compact steady pluriclosed soliton surfaces
[NO] 489/2000 | Unit Indices of Prime-Index Shanks Orders
[NO] 490/2000 | MolLedger: An Additive Graph Neural Network with Chemically Grounded ADME Attributions
[NO] 491/2000 | GMTS: Gradient Magnitude-based Token Selection Improves RLVR Training for LLM Reasoning
[NO] 492/2000 | Tracing high-profile attention to questionable research as a case for funder due diligence
[NO] 493/2000 | Generative Retrieval for E-commerce: Jointly Learning Embedding and Codebook with Same Product Cluster
[NO] 494/2000 | Layer Axial Phonons and Dipolar Thermal Response in Centrosymmetric Thin Films
[NO] 495/2000 | Quadratic pair-breaking absorption edge from Anderson localization in a superconducting wire
[NO] 496/2000 | Intelligent Reflecting Surface Deployment for Low-Altitude Coverage: Illumination Geometry, Directional Characteristics, and Optimization
[NO] 497/2000 | The flexible part of intermittent Onsager theorem for the two-dimensional stochastic incompressible Euler equations
[NO] 498/2000 | Kempe factorizations for rational curves on $\operatorname{SO}_4(\mathbb{R})$
[NO] 499/2000 | Q-Strata: Hierarchical Bit Allocation for Mixed-Precision Quantization of Mixture-of-Experts LLMs
[NO] 500/2000 | AdaPath: Query-Adaptive Path-Finding via Path-Bank for Multi-Hop Implicit Biomedical KGQA
[NO] 501/2000 | On high-girth layered graphs of positive Turán density in a hypercube
[NO] 502/2000 | Designing an Auditable LLM-Supported Workflow for Qualitative Thematic Analysis
[NO] 503/2000 | User Experience in Human-Machine Interaction: Insights from Field Studies in Autonomous Mobility
[NO] 504/2000 | Chemically Resolved Topological Coordinates Link Structural Dynamics and Configurational Thermodynamics
[NO] 505/2000 | Trajectory-Initialized Neural Double Q-Routing for Large-Scale Overhead Hoist Transport Systems
[NO] 506/2000 | Lot Machine: Multimodal Lot Extraction from Auction Catalogs
[NO] 507/2000 | CHIPSMORE: Compute-in-Interconnect and -Memory Chiplets for Multi-Mode Multi-Request LLM Inference Acceleration
[NO] 508/2000 | UTILMEM: Benchmarking Evidence Utilization in Long-Term Conversational Memory
[NO] 509/2000 | When the Martingale Never Stops Firing: Anytime-Valid Gating on Real Forecast Streams
[NO] 510/2000 | Polymer Membrane Tensegrity: Inverse Design of Polymer Films Morphing into Freeform 3D Surfaces with Digital Photopatterning Technique
[NO] 511/2000 | Two Centuries of Sexism in British Parliament: A Computational Analysis of Women's Representation in the Hansard Corpus
[NO] 512/2000 | HF-SID: High-Fidelity Semantic IDs for Generative Retrieval in Location-Based Services
[NO] 513/2000 | A note on coextensivity of bounded hoops
[NO] 514/2000 | ImageEval 2026: Culturally Grounded Arabic Multimodal Evaluation
[NO] 515/2000 | Fast robbers on abelian Cayley graphs and digraphs
[NO] 516/2000 | A Barrier-Regularized Symmetric Nitsche Method for the Signorini Problem
[NO] 517/2000 | More Capable, Less Faithful: A Multilingual Analysis of Mathematical (Un)Solvability Detection in LLMs
[NO] 518/2000 | Learning Where Outcomes Change:Credit-Addressable Reasoning for Multimodal Geometry
[NO] 519/2000 | Magnetizing nonlinear plasma wakefields for positron acceleration
[NO] 520/2000 | Drag reduction and subcritical turbulence in controlled pipe flows
[NO] 521/2000 | Examples of Gribov copies in the presence of planar boundaries, and an emergent boundary gauge invariance in Yang-Mills theory
[NO] 522/2000 | On smooth self similar solution to compressible Euler equation with physical vacuum
[NO] 523/2000 | Graph Evidence Is Not Enough: Diagnosing Native Decoder Use in Graph-Augmented LLMs
[NO] 524/2000 | Two-loop QCD corrections to $CP$-even Higgs boson decays into $Vγ$ in the Type-I Two-Higgs-Doublet Model
[NO] 525/2000 | Generalization as a robust performance property of learning-enabled dynamical systems
[NO] 526/2000 | Ceiling-Clipped Acceptance Histograms Indicate Stranded Speed-up in Block-Diffusion Speculative Decoding
[NO] 527/2000 | Gradient Estimates Near the Natural Exponent for Very Weak Solutions to $A_p$-Weighted Quasilinear Elliptic Equations
[NO] 528/2000 | Transcendental Morse inequality on Kähler manifolds
[NO] 529/2000 | CedarCypress3D: an annotated UAV-LiDAR dataset of individual trees in planted cedar and cypress forests
[NO] 530/2000 | Understanding before verifying: Claim normalization for automated citation verification
[NO] 531/2000 | Enhancing Interpretability of Stochastic Programming Solutions: A Multiparametric Approach
[NO] 532/2000 | Tingley's Problem for Haagerup Noncommutative $L_p$-Spaces, $1<p\ne 2<\infty$
[NO] 533/2000 | Analysis of First-Order Linear Pursuit and Evasion Differential Games with Gronwall-Type Constraints
[NO] 534/2000 | Aligning Multi-Trajectory Supervision with Policy Optimization for VLA Driving
[NO] 535/2000 | All-optical reconstruction of valley polarization through helicity-resolved high-harmonic generation
[NO] 536/2000 | Moment-based formulas for the transport coefficients
[NO] 537/2000 | Manacá-1B: An Open, Reproducible Brazilian-Portuguese Language Model and a Tokenizer-Aware, Paired Evaluation
[NO] 538/2000 | FocusAdapt: Context-aware Adaptive Focus Assistance in Diminished Reality
[NO] 539/2000 | AtlasNLP: A Country-Aware Atlas of Dataset Representation in NLP
[NO] 540/2000 | Measurement of the $^3$He Spin Structure Functions and Their Moments at Low Q$^2$
[NO] 541/2000 | Prime and Touchard Congruences of Mixed-Type Bell Numbers
[NO] 542/2000 | HiRS-Agent: A Hierarchical Multi-Agent System for Reliable Long-Horizon Remote Sensing Task Solving
[NO] 543/2000 | Quantum Simulation of Markovian and Non-Markovian Open Quantum Dynamics in Heavy-Ion Collisions
[NO] 544/2000 | Constant Individual Regret in General Games
[NO] 545/2000 | BRF-GS: Hyperspectral Bidirectional Reflectance Factor Modeling and Image Generation Based on 3D Gaussian Splatting
[NO] 546/2000 | Stationary kinetic Krylov-Safonov estimates in space dimension one
[NO] 547/2000 | Sharp Approximation Rates for Neural Networks with Affine Latent Parameterizations
[NO] 548/2000 | Learning to deform the matched filter
[NO] 549/2000 | Gauge-compatible tensors on statistical manifolds: splitting and submanifold geometry
[NO] 550/2000 | Auditing Anonymous AI Models: A Four-Stage Protocol for Black-Box Identity Verification
[NO] 551/2000 | Numerical simulation of a two-frequency-driven superlattice Faraday-wave pattern
[NO] 552/2000 | Implementing neural network mixed-effects models in Template Model Builder (TMB)
[NO] 553/2000 | InsightToast: Proactive Information Retrieval & Glanceable Visualization in the Side Channel of Data-Rich Meetings
[NO] 554/2000 | DreamX-Creator: Democratizing Native Audio-Video Generation at 2K Resolution
[NO] 555/2000 | Token-Efficient Data Reasoning Agents via Adaptive Structuring of Unstructured Data
[NO] 556/2000 | Reconciling Process Supervision with Outcome-Based Credit in Agentic Policy Optimization
[NO] 557/2000 | Every Token Leaves a Ripple in the Stream of Thought: Eliciting Model-Internal Token Saliency for Chain-of-Thought Compression
[NO] 558/2000 | Entanglement and magic transitions in an all-to-all non-Hermitian spin model
[NO] 559/2000 | OmniRAS: Standardizing Foundation Model Training and Evaluation in Robot-Assisted Surgery
[NO] 560/2000 | Rotational Equivariance in Machine Learning: A Comprehensive Tutorial
[NO] 561/2000 | Agentic Quantitative Trading: A Survey of Workflows, Systems, and Evaluation
[NO] 562/2000 | Type-Balanced Contextual Learning for Incremental Named Entity Recognition
[NO] 563/2000 | XAI2CSI: Interpreting CSI with eXplainable AI for Human Activity Recognition
[NO] 564/2000 | One note in three: a verified census of three deployed AI scribes, and the instrument that counted it
[NO] 565/2000 | LLM Judges Verify Presence, Not Absence: Omission Blindness in AI Clinical Notes and What Recovers It
[NO] 566/2000 | Prime ideals and representations of the bosonization of the super Jordan plane
[NO] 567/2000 | Protected Logical Qudits in Kitaev Quantum Double Models via Stable Representations
[NO] 568/2000 | Stability of gravitational instantons with a bounded Killing vector field
[NO] 569/2000 | A block-Toeplitz approach to the spectrum of the Neumann-Poincaré operator on self-similar chains
[NO] 570/2000 | Controlling Refusal Behavior of LLMs via Stiefel-Constrained Rotation Steering
[NO] 571/2000 | Autonomously Acquiring Robot Manipulation Skills with Language-Driven Quality-Diversity
[NO] 572/2000 | Particle-Mediated Tuning of Defect Stability in Lamellar Block Copolymer Systems
[NO] 573/2000 | Sparse Competition during Training For the Emergence of Specialized Modules
[NO] 574/2000 | CoJEPA: Combining Contrastive Learning and JEPA for Global-Local Music Representations
[NO] 575/2000 | B-Frames, B-Riesz basis, and Their tensor products
[NO] 576/2000 | Higher genus Cherry flows and full families of GIETs
[NO] 577/2000 | LOCI: A Locator-Critic with Refinement Loop
[NO] 578/2000 | Viable Pool Sizing for On-Chain FX Liquidity: Amplification, Capital, and Resilience
[NO] 579/2000 | One Policy Is Enough: Single-Agent Reinforcement Learning Outperforms Tree Search for Chemistry Tool Learning
[NO] 580/2000 | Audio-Driven Adversarial Defense for 3D Talking Face Generation with totally Visual Fidelity Preservation
[NO] 581/2000 | Finite Element Model Updating-based Load Rating of Bridges with Incomplete As-Built Information
[NO] 582/2000 | Evidence, Logic, and Compliance: Multi-Agent Structured Graph Reasoning with Expert Arbitration for Medical Referral
[NO] 583/2000 | Medium effect on spin alignment of strange and charm vector mesons
[NO] 584/2000 | Counting solutions to quadratic forms in eight prime variables of off-diagonal rank $3$
[NO] 585/2000 | Quantum Dot Colloidosomes as Triggerable Microlasers
[NO] 586/2000 | Test or Run? Scheduling Jobs of Unknown Length
[NO] 587/2000 | ECGQuest: Benchmarking and Fine-Tuning Language Models for Electrocardiography
[NO] 588/2000 | Evaluating and Mitigating Anti-LGBTQ Biases in German and Multilingual Language Models
[NO] 589/2000 | VCAR: Training-Free 3DGS Segmentation via View Completeness and Axis-Aware Boundary Refinement
[NO] 590/2000 | Predicting Residential Rents in Dakar Using Machine Learning
[NO] 591/2000 | TAMI: Temporally Aligned, Missingness-Aware, and Interpretable Multimodal Fusion for Mental Health Assessment in Older Adults with Mild Cognitive Impairment
[NO] 592/2000 | An Almgren-type formula for planar $p$-harmonic functions
[NO] 593/2000 | Thesis Proposal: Toward a Human-Centered and Perspective-Aware Framework for Reproducible ML Evaluation and AI Alignment
[NO] 594/2000 | HSRM: Hidden-State Reward Models for Test-Time Verification
[NO] 595/2000 | Physical Adversarial Examples for Person Detectors in Thermal Images Based on 3D Modeling
[NO] 596/2000 | Vocal Music under Phoneme-Conditional Analysis
[NO] 597/2000 | Computing Equilibria in Simulation-Based Insurance Markets with Discontinuous Demand
[NO] 598/2000 | Uncertainty-Aware End-to-End AI Weather Forecasting: Disentangling Observation and Model Contributions
[NO] 599/2000 | Ancient cylindrical flows with fast or slow convergence
[NO] 600/2000 | SkillZip Pro: Execution-Aware Dynamic Compression of Progressively Loaded Skills for Self-Evolving Agents
[NO] 601/2000 | Radio measurements of air showers with the IceCube-Gen2 surface prototype station at the Pierre Auger Observatory
[NO] 602/2000 | Inhomogeneous nonlinear Schrödinger equation in Fourier-Lebesgue and modulation spaces
[NO] 603/2000 | Learning to infer and manipulate through distributed whole-arm interaction in a soft robot
[NO] 604/2000 | A consistent, physical, and analytical model for CMB observables of reionisation I. Derivation, constraining power, and detectability of the auto-spectra
[NO] 605/2000 | TDDM-Melatt: A Decoupled Memory and Diffusion Framework for Generalizable Encrypted Traffic Classification
[NO] 606/2000 | Dimensions of surface repellers and attractors of non-linear planar IFSs
[NO] 607/2000 | Functional Degeneracy in Neural Networks: Measurement and Pruning
[NO] 608/2000 | Endpoint Energy Atoms Force Local Pressure Concentration in Three-Dimensional Navier-Stokes Flow
[YES] 609/2000 | A Phased Workflow for Operating LLM-Based Coding Agents
