[2026-04-14 22:46:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-13
正在获取论文...
[arXiv] 2026-04-13 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[NO] 283/1948 | A generalization of Reifenberg's theorem in R^N for flat cones
[NO] 284/1948 | Online Reasoning Video Object Segmentation
[NO] 285/1948 | Active Bayesian Inference for Robust Control under Sensor False Data Injection Attacks
[NO] 286/1948 | Absence of thermalization after a local quench and strong violation of the eigenstate thermalization hypothesis
[NO] 287/1948 | ComSim: Building Scalable Real-World Robot Data Generation via Compositional Simulation
[NO] 288/1948 | Quantitative Large Population Limit for Non Exchangeable Diffusions in Fisher Information
[YES] 289/1948 | From GDSII to Wafer: EDA Design Flow and Data Conversion for Wafer-Scale Manufacturing of Superconducting Quantum Chips
[NO] 290/1948 | The Missing Knowledge Layer in Cognitive Architectures for AI Agents
[NO] 291/1948 | LEADER: Learning Reliable Local-to-Global Correspondences for LiDAR Relocalization
[NO] 292/1948 | Leader-Follower Density Control of Multi-Agent Systems with Interacting Followers: Feasibility and Convergence Analysis
[NO] 293/1948 | Analytical Theory of Greedy Peeling for Bivariate Bicycle Codes and Two-Shot Streaming Decoding
[NO] 294/1948 | WM-DAgger: Enabling Efficient Data Aggregation for Imitation Learning with World Models
[NO] 295/1948 | Search for proton decay via $p \to e^{+}π^{0}π^{0}$ and $p \to μ^{+}π^{0}π^{0}$ in 0.401 megaton-years exposure of Super-Kamiokande I-V
[NO] 296/1948 | Neutron Reconstruction via Blips in Liquid Argon Time Projection Chambers
[NO] 297/1948 | First-principles study of dispersive readout in circuit QED
[NO] 298/1948 | Model-free Anomaly Detection for Dynamical Systems with Gaussian Processes
[NO] 299/1948 | Temperature Anomalies and Climate Physical Risk in Portfolio Construction
[NO] 300/1948 | Uni-vector deformations, D0-bound states and DLCQ
[NO] 301/1948 | Role of Excited States in Resonant Charge Transfer during Li$^+$ Backscattering from MoS$_2$: A Multi-Orbital Theoretical Study
[NO] 302/1948 | Learning to Test: Physics-Informed Representation for Dynamical Instability Detection
[NO] 303/1948 | Psychological Concept Neurons: Can Neural Control Bias Probing and Shift Generation in LLMs?
[YES] 304/1948 | CLSGen: A Dual-Head Fine-Tuning Framework for Joint Probabilistic Classification and Verbalized Explanation
[NO] 305/1948 | Budget-Aware Uncertainty for Radiotherapy Segmentation QA Using nnU-Net
[NO] 306/1948 | Many-Body Super- and Subradiance in Ordered Atomic Arrays
[NO] 307/1948 | The stochastic Zakharov system in dimension $d \geq 4$: Local well-posedness and regularization by noise for scattering
[NO] 308/1948 | GenTac: Generative Modeling and Forecasting of Soccer Tactics
[NO] 309/1948 | Unique Continuation for Fifth-Order KP Equation and its application to control problems
[NO] 310/1948 | Efficient KernelSHAP Explanations for Patch-based 3D Medical Image Segmentation
[YES] 311/1948 | $λ_A$: A Typed Lambda Calculus for LLM Agent Composition
[NO] 312/1948 | The equivalence between timelike Ricci curvature and the timelike Brunn Minkowski inequality on synthetic Lorentzian spaces
[NO] 313/1948 | MosaicMRI: A Diverse Dataset and Benchmark for Raw Musculoskeletal MRI
[NO] 314/1948 | Agentic Aggregation for Parallel Scaling of Long-Horizon Agentic Tasks
[NO] 315/1948 | Grounded World Model for Semantically Generalizable Planning
[NO] 316/1948 | HistLens: Mapping Idea Change across Concepts and Corpora
[NO] 317/1948 | Multi-ORFT: Stable Online Reinforcement Fine-Tuning for Multi-Agent Diffusion Planning in Cooperative Driving
[NO] 318/1948 | The GAPS Programme at TNG. LXXIII. Confirmation of the hot sub-Neptune TOI-4602 b (HD 25295 b), a key target for future atmospheric characterization
[NO] 319/1948 | Characterization of the 20-inch Photomultiplier Tubes for RENE Detector
[NO] 320/1948 | Isoperimetric inequalities and sharp upper bounds for Aharonov-Bohm eigenvalues on surfaces
[NO] 321/1948 | A Distributed Bilevel Framework for the Macroscopic Optimization of Multi-Agent Systems
[NO] 322/1948 | Representations Before Pixels: Semantics-Guided Hierarchical Video Prediction
[NO] 323/1948 | DreamKG: A KG-Augmented Conversational System for People Experiencing Homelessness
[NO] 324/1948 | The origin of the genetic code is encrypted in the structure of present-day transfer RNAs
[NO] 325/1948 | Cosmological inference with halo clustering reconstructed from the redshift-space galaxy distribution
[NO] 326/1948 | Anisotropic photonic time interfaces via isotropic spacetime modulations
[NO] 327/1948 | Dual-Control Frequency-Aware Diffusion Model for Depth-Dependent Optical Microrobot Microscopy Image Generation
[NO] 328/1948 | Towards Brain MRI Foundation Models for the Clinic: Findings from the FOMO25 Challenge
[NO] 329/1948 | Kinematic and rheological equivalence of steady shearing and planar extensional flows
[NO] 330/1948 | Why Do Large Language Models Generate Harmful Content?
[NO] 331/1948 | Neuromorphic computing with optomechanical oscillators
[NO] 332/1948 | Prominence signatures in the Fraunhofer G-band; Testing ionization memory with multi-line prominence diagnostics
[NO] 333/1948 | Multi-fluid multi-species models for inverse FIP-effect
[NO] 334/1948 | Performance Characterization of Frequency-Selective Wireless Power Transfer Toward Scalable Untethered Magnetic Actuation
[NO] 335/1948 | Micro-Dexterity in Biological Micromanipulation: Embodiment, Perception, and Control
[NO] 336/1948 | Context Kubernetes: Declarative Orchestration of Enterprise Knowledge for Agentic AI Systems
[NO] 337/1948 | Feynman's linear divergence problem
[NO] 338/1948 | Self-Evolving LLM Memory Extraction Across Heterogeneous Tasks
[NO] 339/1948 | Intersectional Sycophancy: How Perceived User Demographics Shape False Validation in Large Language Models
[NO] 340/1948 | Network-Assisted Full-Duplex Cell-Free Massive MIMO Systems Under Infeasible Circumstances
[YES] 341/1948 | HiEdit: Lifelong Model Editing with Hierarchical Reinforcement Learning
[NO] 342/1948 | A discontinuous Galerkin method with fractal elements
[NO] 343/1948 | Sensitivity of Neutron Star Observables to Transition Density in Hybrid Equation-of-State Models
[NO] 344/1948 | Asymptotic and pre-asymptotic convergence of sparse grids for anisotropic kernel interpolation
[NO] 345/1948 | A Physics-Aware Variational Graph Autoencoder for Joint Modal Identification with Uncertainty Quantification
[NO] 346/1948 | From Exact Space-Time Symmetry Conservation to Automatic Mesh Refinement in Discrete Initial Boundary Value Problems
[NO] 347/1948 | Experimental Evaluation of Geometry and Reciprocity-Based Beamforming with Large Arrays for RF Wireless Power Transfer
[NO] 348/1948 | Study of $χ_{cJ}\to ηηη^\prime$ via intermediate charmed meson loop mechanisms and its implications for non-observation of $η_1(1855)$ in $χ_{cJ}$ decays
[NO] 349/1948 | Searching for apparent baryon number violation in $Λ_c^+$ decays at the Super Tau-Charm Facility
[NO] 350/1948 | Semiclassical theory of frequency dependent linear magneto-optical transport in Weyl semimetals
[NO] 351/1948 | Improving Layout Representation Learning Across Inconsistently Annotated Datasets via Agentic Harmonization
[NO] 352/1948 | Using Deep Learning Models Pretrained by Self-Supervised Learning for Protein Localization
[NO] 353/1948 | MIXAR: Scaling Autoregressive Pixel-based Language Models to Multiple Languages and Scripts
[YES] 354/1948 | CocoaBench: Evaluating Unified Digital Agents in the Wild
[NO] 355/1948 | Seasonal Variability of Pluto's Haze Formation Revealed by Laboratory Simulations
[NO] 356/1948 | Optimal Two-Qubit Gates for Group-IV Color-Centers in Diamond
[NO] 357/1948 | Nanoscale mapping of stacking-dependent work function and local photoresponse in CVD-grown MoS2 bilayers by KPFM
[NO] 358/1948 | Efficient Transceiver Design for Aerial Image Transmission and Large-scale Scene Reconstruction
[NO] 359/1948 | Bottleneck Tokens for Unified Multimodal Retrieval
[NO] 360/1948 | ARHN: Answer-Centric Relabeling of Hard Negatives with Open-Source LLMs for Dense Retrieval
[YES] 361/1948 | Do Agent Rules Shape or Distort? Guardrails Beat Guidance in Coding Agents
[NO] 362/1948 | RESP: Reference-guided Sequential Prompting for Visual Glitch Detection in Video Games
[NO] 363/1948 | MapATM: Enhancing HD Map Construction through Actor Trajectory Modeling
[NO] 364/1948 | Inversion of Hydrogen-rich Atmosphere and Water Content for GJ 486b
[NO] 365/1948 | ks-pret-5m: a 5 million word, 12 million token kashmiri pretraining dataset
[NO] 366/1948 | AI Integrity: A New Paradigm for Verifiable AI Governance
[NO] 367/1948 | Capacity-Region-Achieving Sparse Regression Codes for MIMO Multiple-Access Channels
[NO] 368/1948 | Computational Generation of Substrate-Specific Molecular Cages
[YES] 369/1948 | Rethinking Token-Level Credit Assignment in RLVR: A Polarity-Entropy Analysis
[NO] 370/1948 | From Topology to Trajectory: LLM-Driven World Models For Supply Chain Resilience
[NO] 371/1948 | Adaptive Structured Sparse Bayesian Learning for Near-Field Non-Stationary Channel Estimation in XL-MIMO Systems
[NO] 372/1948 | An ontological approach to foster the convergence, interoperability and operationalization of frameworks for Trustworthy AI
[YES] 373/1948 | A Categorical Basis for Robust Program Analysis
[NO] 374/1948 | Optimal Stability of KL Divergence under Gaussian Perturbations
[NO] 375/1948 | Data-Driven Global Stabilization of Unknown Infinite Networks
[NO] 376/1948 | Brief2Design: A Multi-phased, Compositional Approach to Prompt-based Graphic Design
[NO] 377/1948 | Scar subspaces stabilized by algebraic closure: Beyond equally-spaced spectra and exact solvability
[NO] 378/1948 | K-Way Energy Probes for Metacognition Reduce to Softmax in Discriminative Predictive Coding Networks
[NO] 379/1948 | Byte-level generative predictions for forensics multimedia carving
[NO] 380/1948 | From Planning to Revision: How AI Writing Support at Different Stages Alters Ownership
[NO] 381/1948 | Panoptic Pairwise Distortion Graph
[NO] 382/1948 | Flow-Controlled Scheduling for LLM Inference with Provable Stability Guarantees
[NO] 383/1948 | Strategic Spatial Load Shifting and Market Efficiency
[NO] 384/1948 | Examining EAP Students' AI Disclosure Intention: A Cognition-Affect-Conation Perspective
[YES] 385/1948 | MAFIG: Multi-agent Driven Formal Instruction Generation Framework
[NO] 386/1948 | Ψ-Map: Panoptic Surface Integrated Mapping Enables Real2Sim Transfer
[NO] 387/1948 | Tracking High-order Evolutions via Cascading Low-rank Fitting
[NO] 388/1948 | Robust Adversarial Policy Optimization Under Dynamics Uncertainty
[NO] 389/1948 | CFMS: A Coarse-to-Fine Multimodal Synthesis Framework for Enhanced Tabular Reasoning
[NO] 390/1948 | Hypergraph Neural Diffusion: A PDE-Inspired Framework for Hypergraph Message Passing
[NO] 391/1948 | Multi-Faceted Continual Knowledge Graph Embedding for Semantic-Aware Link Prediction
[NO] 392/1948 | Probing Active Galactic Nuclei and Measuring the Hubble constant with Extreme-Mass-Ratio Inspirals
[NO] 393/1948 | Generative Design for Direct-to-Chip Liquid Cooling for Data Centers
[NO] 394/1948 | Study of doubly heavy baryon lifetimes
[NO] 395/1948 | AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web
[NO] 396/1948 | Convergence Analysis of the Hessian Discretisation Method for Fourth Order Semi-linear Elliptic Equations with General Source
[NO] 397/1948 | Another approach to WKB analysis
[NO] 398/1948 | On the Use of Bi-Objective Evolutionary Algorithms for the Stochastic MKP under Dynamic Constraints
[NO] 399/1948 | Matching and intersection problems for non-trivial $r$-partite $r$-uniform hypergraphs
[NO] 400/1948 | The $L_p$ dual Christoffel-Minkowski type problem for a class of Hessian quotient equations
[NO] 401/1948 | Dynamical Generation of the VY Superpotential in $N=1$ SYM: A Higher-Form Perspective
[NO] 402/1948 | CSPO: Alleviating Reward Ambiguity for Structured Table-to-LaTeX Generation
[NO] 403/1948 | Twist-Controlled Symmetry Breaking in Surface Phonon Polariton Moiré Metasurfaces
[NO] 404/1948 | Non-existence of Lyapunov exponents in the Newhouse domain
[NO] 405/1948 | RouterWise: Joint Resource Allocation and Routing for Latency-Aware Multi-Model LLM Serving
[NO] 406/1948 | Unsupervised Equivalent Contrastive Learning for Radio Signal Recognition
[NO] 407/1948 | Regular ternary sums of generalized polygonal numbers
[NO] 408/1948 | CASK: Core-Aware Selective KV Compression for Reasoning Traces
[NO] 409/1948 | Towards Designing for Resilience: Community-Centered Deployment of an AI Business Planning Tool in a Small Business Center
[NO] 410/1948 | Ultrasensitive Nanoplastics Detection Leveraging Shrinking Surface Plasmonic Bubble
[NO] 411/1948 | A Non-Probabilistic Game-Theoretic Information Theory Which Subsumes Probabilistic Channel Coding
[NO] 412/1948 | Beyond Statistical Co-occurrence: Unlocking Intrinsic Semantics for Tabular Data Clustering
[NO] 413/1948 | A linear upper bound on zero-sum Ramsey numbers of $d$-degenerate graphs in $\mathbb{Z}_p$
[NO] 414/1948 | Restricted Search Space Graph MCMC via Birth-Death Processes
[NO] 415/1948 | Which Discoveries Are Paradigm Shifting?
[NO] 416/1948 | Trends in tail dependence of heteroscedastic extremes
[NO] 417/1948 | Observation of the charmless purely baryonic decay $Λ_b^{0} \to Λp \bar{p}$ at LHCb
[NO] 418/1948 | BRIDGE and TCH-Net: Heterogeneous Benchmark and Multi-Branch Baseline for Cross-Domain IoT Botnet Detection
[NO] 419/1948 | CLASP: Closed-loop Asynchronous Spatial Perception for Open-vocabulary Desktop Object Grasping
[NO] 420/1948 | Learning Discrete Diffusion of Graphs via Free-Energy Gradient Flows
[NO] 421/1948 | BankerToolBench: Evaluating AI Agents in End-to-End Investment Banking Workflows
[NO] 422/1948 | 3D-Anchored Lookahead Planning for Persistent Robotic Scene Memory via World-Model-Based MCTS
[NO] 423/1948 | Branched covers of $\mathbb{P}^1$ and divisibility in class group
[NO] 424/1948 | The high-altitude, inner-disc, and chemically peculiar open cluster UBC 1052
[NO] 425/1948 | Topological Engine Monitor: Persistent Homology-Based Fault Detection in Finite-Time Quantum Engines
[NO] 426/1948 | A Fixed-Prime Criterion for Reciprocals in Missing-Digit Sets
[NO] 427/1948 | Representation-Aligned Multi-Scale Personalization for Federated Learning
[NO] 428/1948 | AbLWR:A Context-Aware Listwise Ranking Framework for Antibody-Antigen Binding Affinity Prediction via Positive-Unlabeled Learning
[NO] 429/1948 | Mobile GUI Agent Privacy Personalization with Trajectory Induced Preference Optimization
[NO] 430/1948 | Unified Graph Prompt Learning via Low-Rank Graph Message Prompting
[NO] 431/1948 | Knowledge Compounding: An Empirical Economic Analysis of Self-Evolving Knowledge Wikis under the Agentic ROI Framework
[NO] 432/1948 | Prior-Guided Movable Antenna Control for Agile Multi-Path Sensing (extended version)
[NO] 433/1948 | Sign Language Recognition in the Age of LLMs
[NO] 434/1948 | Recovery of tunable bound-states in the continuum
[NO] 435/1948 | Smooth Pseudo-Rotations Measure-Theoretically Isomorphic to Circle Rotations of Rationally Independent Angle
