[2026-05-15 22:54:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-14
正在获取论文...
[arXiv] 2026-05-14 | Aligning Latent Geometry for Spherical Flow Matching in Image Generation
[NO] 472/1997 | Scattering and depletion in a flying focus from conformal transformations
[NO] 473/1997 | Iterative Methods for Computing the T-Square Root of Third-Order Tensors
[NO] 474/1997 | Video2GUI: Synthesizing Large-Scale Interaction Trajectories for Generalized GUI Agent Pretraining
[NO] 475/1997 | Betweenness Central Nodes Under Uncertainty: An Absorbing Markov Chain Approach
[NO] 476/1997 | Regularized vacuum stress tensor of a scalar field as the inflaton or dark energy
[NO] 477/1997 | Holographic interpolations of codimension-2 defect CFTs
[NO] 478/1997 | Joint Phase Noise and Channel Estimation for OTFS
[NO] 479/1997 | Breaking Dual Bottlenecks: Evolving Unified Multimodal Models into Self-Adaptive Interleaved Visual Reasoners
[NO] 480/1997 | EponaV2: Driving World Model with Comprehensive Future Reasoning
[NO] 481/1997 | Discovery of a Compact Hub-Filament System in G286.21+0.17 with JWST and ALMA: Insights into Protocluster Formation and Competitive Accretion
[NO] 482/1997 | Boosting Sensing Performance through Near-Field Engineering in Low-Q Metasurfaces
[NO] 483/1997 | Agentic AI in Industry: Adoption Level and Deployment Barriers
[NO] 484/1997 | Programmable Non-Hermitian Synchronization of Light on a Silicon Photonic Processor
[NO] 485/1997 | Multi-objective application placement in fog computing using graph neural network-based reinforcement learning
[NO] 486/1997 | Vision-Based Water Level and Flow Estimation
[NO] 487/1997 | A DFT+DMFT study of the electronic structure of Samarium
[NO] 488/1997 | Capacitive Touchscreens at Risk: A Practical Side-Channel Attack on Smartphones via Electromagnetic Emanations
[NO] 489/1997 | An Amortized Efficiency Threshold for Comparing Neural and Heuristic Solvers in Combinatorial Optimization
[NO] 490/1997 | Optimal Weighted Smoothing and Asymptotics of Ancient Solutions for Fast Diffusion Equations
[NO] 491/1997 | CalibAnyView: Beyond Single-View Camera Calibration in the Wild
[NO] 492/1997 | Herculean: An Agentic Benchmark for Financial Intelligence
[NO] 493/1997 | CrystalReasoner: Reasoning and RL for Property-Conditioned Crystal Structure Generation
[NO] 494/1997 | InsightTok: Improving Text and Face Fidelity in Discrete Tokenization for Autoregressive Image Generation
[NO] 495/1997 | Analog RF Computing: A New Paradigm for Energy-Efficient Edge AI Over MU-MIMO Systems
[NO] 496/1997 | L-indistinguishability for covering groups of algebraic tori
[NO] 497/1997 | Machine-learning-identified two-dimensional van der Waals multiferroics for four-state nonvolatile memory
[NO] 498/1997 | Policy Optimization in Hybrid Discrete-Continuous Action Spaces via Mixed Gradients
[NO] 499/1997 | Graceful Labeling of Two Families of Spiders
[NO] 500/1997 | Parallelizing Counterfactual Regret Minimization
[NO] 501/1997 | PhyMotion: Structured 3D Motion Reward for Physics-Grounded Human Video Generation
[NO] 502/1997 | The compact neutron star in 4U 1746-37 revisited: Reassessing the mass and radius
[NO] 503/1997 | Distill: Uncovering the True Intent behind Human-Robot Communication
[NO] 504/1997 | Architecture-Aware Explanation Auditing for Industrial Visual Inspection
[NO] 505/1997 | Stopping Times in the Filtration of a Brownian Motion Stopped at its Last Passage Time
[NO] 506/1997 | Power sensitivity of broadband radiofrequency detectors based on quantum diamond spins
[NO] 507/1997 | Artificial Intelligence-Assistant Cardiotocography: Unified Model for Signal Reconstruction, Fetal Heart Rate Analysis, and Variability Assessment
[NO] 508/1997 | Failure-Guided Fuzzing for Hybrid Quantum-Classical Programs
[NO] 509/1997 | Spin Hall effect in electronic Lévy glasses: Enhanced spin current generation in the superdiffusive regime
[NO] 510/1997 | MetaAgent-X : Breaking the Ceiling of Automatic Multi-Agent Systems via End-to-End Reinforcement Learning
[NO] 511/1997 | Radiative decays of the $Λ(1520)$ as a dynamically generated resonance
[NO] 512/1997 | Radioactive Source Seeking using Bayesian Optimisation with Movement Penalty
[NO] 513/1997 | Spectral splitting theorem and ends of minimal hypersurfaces
[NO] 514/1997 | Nonlocal Topological Maxwell Demon Teleporting Ergotropy via Surface-Code Quantum Error Correction
[NO] 515/1997 | Static and Dynamic Strategies for Influencing Opinions in Social Networks
[NO] 516/1997 | TILBench: A Systematic Benchmark for Tabular Imbalanced Learning Across Data Regimes
[NO] 517/1997 | Representative Attention For Vision Transformers
[NO] 518/1997 | Sharp Phase Transition for the Formation of Infinite Tubes
[NO] 519/1997 | SteerSeg: Attention Steering for Reasoning Video Segmentation
[NO] 520/1997 | MemLens: Benchmarking Multimodal Long-Term Memory in Large Vision-Language Models
[NO] 521/1997 | Beyond Individual Intelligence: Surveying Collaboration, Failure Attribution, and Self-Evolution in LLM-based Multi-Agent Systems
[NO] 522/1997 | Hierarchical Image Tokenization for Multi-Scale Image Super Resolution
[NO] 523/1997 | Tokenizer Fertility and Zero-Shot Performance of Foundation Models on Ukrainian Legal Text: A Comparative Study
[NO] 524/1997 | Self-Interacting Dark Matter in Brown Dwarfs
[NO] 525/1997 | BiFedKD: Bidirectional Federated Knowledge Distillation Framework for Non-IID and Long-Tailed ECG Monitoring
[NO] 526/1997 | BCI-Based Assessment of Ocular Response Time Using Dynamic Time Warping Leveraging an RDWT-Driven Deep Neural Framework
[NO] 527/1997 | Perturbation of the largest matching root of hypergraphs
[NO] 528/1997 | Holistic Evaluation and Failure Diagnosis of AI Agents
[NO] 529/1997 | RefDecoder: Enhancing Visual Generation with Conditional Video Decoding
[NO] 530/1997 | VGGT-$Ω$
[NO] 531/1997 | RAVEN: Real-time Autoregressive Video Extrapolation with Consistency-model GRPO
[NO] 532/1997 | Axion magnetohydrodynamics and reconnection-driven axion bursts
[NO] 533/1997 | Widening the Gap: Exploiting LLM Quantization via Outlier Injection
[NO] 534/1997 | Avoiding logical strength in real analysis
[NO] 535/1997 | Effective Matter Flavor Conversion Mediated by Pseudo-Sterile States as the Possible Origin of Neutrino Oscillation Anomalies
[NO] 536/1997 | Complete Local Reasoning About Parameterized Programs Over Topologies
[NO] 537/1997 | Usable but Conventional: An Empirical Study on the UX of AI-Generated Interface Prototypes
[NO] 538/1997 | Talk is (Not) Cheap: A Taxonomy and Benchmark Coverage Audit for LLM Attacks
[NO] 539/1997 | Real geometric transcendence for the Gamma function
[NO] 540/1997 | Improving Multi-turn Dialogue Consistency with Self-Recall Thinking
[NO] 541/1997 | Accelerating State-Vector Quantum Simulation on Integrated GPUs via Cache Locality Optimization: A Cross-Architecture Evaluation
[NO] 542/1997 | CoralLite: μCT Reconstruction of Coral Colonies from Individual Corallites
[NO] 543/1997 | Deceptive Cookies: Consent by Design -- A Mixed Methods Study
[NO] 544/1997 | DiffusionOPD: A Unified Perspective of On-Policy Distillation in Diffusion Models
[NO] 545/1997 | On the Limits of PAC Learning of Networks from Opinion Dynamics
[NO] 546/1997 | Multi-Block Attention for Efficient Channel Estimation in IRS-Assisted mmWave MIMO
[NO] 547/1997 | Chains of affine standard Lyndon words
[NO] 548/1997 | Search for new physics in triple boson production in proton-proton collisions at $\sqrt{s}$ = 13 TeV using the effective field theory approach
[NO] 549/1997 | Tradeoffs are Domain Dependent: Improving Accuracy and Fairness in Property Tax Assessments
[NO] 550/1997 | From Scenes to Elements: Multi-Granularity Evidence Retrieval for Verifiable Multimodal RAG
[NO] 551/1997 | Tilted geometry of the pion emission source in Au+Au collisions in the RHIC Beam Energy Scan
[NO] 552/1997 | Kadison's problem for trace-vector orthonormal bases in $\mathrm{II}_1$ factors with separable predual
[NO] 553/1997 | Hybrid Nanophotonic Scintillators for Enhanced X-ray Absorption, Emission, and Time Resolution
[NO] 554/1997 | A Monte Carlo positronium decay source model with multiple annihilation channels in GATE
[NO] 555/1997 | Larkin-Ovchinnikov-Fulde-Ferrell state of spin polarized atomic Fermi superfluid on a spherical surface
[NO] 556/1997 | Performance-Driven Policy Optimization for Speculative Decoding with Adaptive Windowing
[NO] 557/1997 | Current induced magneto-optical Kerr effect as a probe of Dirac carriers in Bi$_{1-x}$Sb$_x$ alloy
[NO] 558/1997 | GraphFlow: An Architecture for Formally Verifiable Visual Workflows Enabling Reliable Agentic AI Automation
[NO] 559/1997 | On zero-sum Ramsey numbers of cycles and wheels
[NO] 560/1997 | Generalizing conditional average treatment effects from nested randomized trials to all trial-eligible individuals
[YES] 561/1997 | Mat2Boundary: Treating User-Defined Boundary Condition as SpMV for Distributed PDE Solvers on Block-Structured Grids
[NO] 562/1997 | DSSP: Diffusion State Space Policy with Full-History Encoding
[NO] 563/1997 | McShane-Rivin norm balls and simple-length multiplicities
[NO] 564/1997 | A Class of Higher-Order INAR Random Fields for Poisson Counts and Beyond
[NO] 565/1997 | LPH-VTON: Resolving the Structure-Texture Dilemma of Virtual Try-On via Latent Process Handover
[NO] 566/1997 | Depletion-mode N-polar AlN-based high electron mobility transistors with improved on/off ratios
[NO] 567/1997 | Scalable self-testing of generic multipartite quantum states
[NO] 568/1997 | Matching higher-dimensional operators at finite temperature for general models
[NO] 569/1997 | Pelican-Unified 1.0: A Unified Embodied Intelligence Model for Understanding, Reasoning, Imagination and Action
[NO] 570/1997 | GPart: End-to-End Isometric Fine-Tuning via Global Parameter Partitioning
[NO] 571/1997 | Fredholm Criteria for $G$-pseudodifferential Operators
[NO] 572/1997 | One Step to the Side: Why Defenses Against Malicious Finetuning Fail Under Adaptive Adversaries
[NO] 573/1997 | Privacy Auditing with Zero (0) Training Run
[NO] 574/1997 | Fraxonium: Fractional fluxon states for qudit encoding
[NO] 575/1997 | BEAM: Binary Expert Activation Masking for Dynamic Routing in MoE
[NO] 576/1997 | Lower bound on the mixing time of $p$-spin glasses
[NO] 577/1997 | Unified dark sector and Hubble-tension alleviation in scalar-vector-tensor gravity
[NO] 578/1997 | Inlier Recovery for Robust Registration via Gram-Matrix Overlap
[NO] 579/1997 | Optimal Diameters of High Multiplicity g-Golomb Rulers
[NO] 580/1997 | Bootstrapping Giant Graviton Correlators
[NO] 581/1997 | Non-Invertible Symmetries on Tensor-Product Hilbert Spaces and Quantum Cellular Automata
[NO] 582/1997 | CoCo-InEKF: State Estimation with Learned Contact Covariances in Dynamic, Contact-Rich Scenarios
[NO] 583/1997 | Energy efficiency of quantum computers
[NO] 584/1997 | Hamiltonicity of regular sublinear expanders
[NO] 585/1997 | THEMol dataset: Torsion, Hessian, and Energy of Molecules
[NO] 586/1997 | Fully Dynamic Rebalancing in Dockless Bike-Sharing Systems via Deep Reinforcement Learning
[NO] 587/1997 | Minimal-Intervention KV Retention: A Design-Space Study and a Diversity-Penalty Survivor
[NO] 588/1997 | The thermopower properties of interacting systems
[NO] 589/1997 | Due Process on Hold: A Queueing Framework for Improving Access in SNAP
[NO] 590/1997 | From Text to Voice: A Reproducible and Verifiable Framework for Evaluating Tool Calling LLM Agents
[NO] 591/1997 | The critical activation density in graph bootstrap percolation
[NO] 592/1997 | Nexus : An Agentic Framework for Time Series Forecasting
[NO] 593/1997 | Small, Private Language Models as Teammates for Educational Assessment Design
[NO] 594/1997 | Beliefs and Misconceptions around Integrated Conversational AI
[NO] 595/1997 | Editor's Choice: Evaluating Abstract Intent in Image Editing through Atomic Entity Analysis
[NO] 596/1997 | GenAI for Energy-Efficient and Interference-Aware Compressed Sensing of GNSS Signals on a Google Edge TPU
[NO] 597/1997 | Making AFDM Secure Against Eavesdroppers: A Phase Function Design Approach
[NO] 598/1997 | Emotion-Attended Stateful Memory (EASM):The Architecture for Hyper-Personalization at Scale
[NO] 599/1997 | Learning Direct Control Policies with Flow Matching for Autonomous Driving
[NO] 600/1997 | K-Models: a Flexible and Interpretable Method for Ordinal Clustering with Application to Antigen-Antibody Interaction Profiles
[NO] 601/1997 | A class of optimal authentication codes with secrecy
[NO] 602/1997 | The Velocity Deficit: Initial Energy Injection for Flow Matching
[NO] 603/1997 | Reducibility of spectral curves of finite Jacobi pencils
[NO] 604/1997 | Conversion of Lexicon-Grammar tables to LMF. Application to French
[NO] 605/1997 | Resonant Networks of Spin-Orbit Coupling in Ellipsoid-Ellipsoid Binary Asteroid Systems
[NO] 606/1997 | MetaGEM: Bottom-Up Reconstruction of Genome-Scale Metabolic Networks via Deep Enzyme-Metabolite Anchoring
[NO] 607/1997 | The influence of strong coupling between single-photon source and spectral filter on photon statistics
[NO] 608/1997 | Atomically resolved intrinsic superconducting gap in (La,Pr)3Ni2O7 films
[NO] 609/1997 | Uniquely 2-colourable 4-cycle decompositions
[NO] 610/1997 | Frobenius--Witt cotangent complexes
[NO] 611/1997 | Exploring Bottlenecks in VLM-LLM Navigation: How 3D Scene Understanding Capability Impacts Zero-Shot VLN
[NO] 612/1997 | Do Composed Image Retrieval Benchmarks Require Multimodal Composition?
[NO] 613/1997 | Supervised Distributed Computing: Efficiency and Robustness under a Majority of Adversarial Workers
[NO] 614/1997 | BioHuman: Learning Biomechanical Human Representations from Video
[NO] 615/1997 | Eigenbounds of symmetric positive definite tensors
[NO] 616/1997 | Probabilistic Verification of Recurrent Neural Networks for Single and Multi-Agent Reinforcement Learning
[NO] 617/1997 | Evolution of Gaussian mixed states under the Markovian master equation for a driven quantum oscillator
[NO] 618/1997 | EVA: Editing for Versatile Alignment against Jailbreaks
[NO] 619/1997 | NA61/SHINE results on search for critical point
[NO] 620/1997 | Anisotropic Surface Spin Waves as Signature of A-type Altermagnets
[NO] 621/1997 | On Strong Equivalence Notions in Logic Programming and Abstract Argumentation
[NO] 622/1997 | Perspective of inert quartet in the context of perturbativity and dark matter phenomenology
[NO] 623/1997 | Black holes and neutron stars in massive Hellings-Nordtvedt theory
[NO] 624/1997 | Vision-Core Guided Contrastive Learning for Balanced Multi-modal Prognosis Prediction of Stroke
[NO] 625/1997 | NeuroAtlas: Benchmarking Foundation Models for Clinical EEG and Brain-Computer Interfaces
[NO] 626/1997 | ReMIA: a Powerful and Efficient Alternative to Membership Inference Attacks against Synthetic Data Generators
