[2026-05-27 23:17:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-26
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605260000+TO+202605262359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-26 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[NO] 313/1000 | Globally Consistent RGB-D SLAM with 2D Gaussian Splatting_supp1-3697159.mp4
[NO] 314/1000 | Dual-Band Rectifying Circuit With Quasi-Independent Frequency Tunability Using a Lumped-Element T-Section Network
[NO] 315/1000 | A Data-Driven Approach to Sustainable Agriculture: Integrated IoT, Machine Learning, and Automation in Smart Greenhouses
[NO] 316/1000 | Demonstration of Vega-Video: Incorporating Video into the Grammar of Interactive Graphics
[NO] 317/1000 | Indian Database Research: The Journey to SIGMOD 2026
[NO] 318/1000 | Data Agents: Levels, State of the Art, and Open Problems
[NO] 319/1000 | ExDis: Causal Explanations for Disparate Trends
[NO] 320/1000 | Front-Cover
[NO] 321/1000 | Embedded Hafnia-based Ferroelectric Devices and Applications
[NO] 322/1000 | Removal of Lamotrigine From Wastewater Using Activated Carbon Derived From Ziziphus Jujube Leaves
[NO] 323/1000 | Design and Optimization of an Instruction-Level Reconfigurable FPGA-Based Low-Power DNN Accelerator
[NO] 324/1000 | End-To-End Hyperbolic Graph Neural Networks for Brain Age Prediction with MEG Data
[NO] 325/1000 | AFRICON 2025 Cover Page
[NO] 326/1000 | Design Considerations for High Performance Vertical Channel DRAM Cell Array Transistor
[NO] 327/1000 | Deep Cross-modal Fusion by Attention for Proxy Hashing
[NO] 328/1000 | Design and Performance Analysis of a Coplanar Antenna at Millimeter-Wave Frequencies 39-66 GHz
[NO] 329/1000 | Measuring the Complexity of Sub-Policies in Online Terms of Service Networks
[NO] 330/1000 | Can I Park Here? Understanding Complicated Parking Signs on the Street
[NO] 331/1000 | Self-Supervised Learning of Behavioral User Representations for Authorship Similarity Analysis
[NO] 332/1000 | Fault Diagnosis of Rolling Bearings Based on 1D-CNN
[NO] 333/1000 | Cryogenic Reliability Physics of 28nm HKMG nMOSFETs: Insights from A ΔDIBL Model and Gated-Diode Measurement
[NO] 334/1000 | Effective Atrial Fibrillation Recognition by Wearable ECGs using Gradient Boosting Mechanism
[NO] 335/1000 | Cardiovascular Risk Prediction using Retinal Eye Images
[NO] 336/1000 | Multi-Band Noise-Adaptive DEMON with SNR-Weighted Fusion for Bearing Fault Diagnosis
[NO] 337/1000 | Artificial Intelligence Approaches for Toxic Comment Classification: A Systematic Review
[NO] 338/1000 | Example Guided Prompt Tuning for Sentiment Analysis of African Languages on Llama
[NO] 339/1000 | Detection of Illicit Content on Online Marketplaces using Large Language Models
[NO] 340/1000 | Towards System-2 AI: Workloads and Characterizations of Energy-Based Models
[NO] 341/1000 | Statistical Assessment of Soil Heat Flux Variability Using Time-Series Data
[NO] 342/1000 | Detection of AI Generated Audio Using Deep Learning and Signal Processing Techniques
[NO] 343/1000 | QUEST: A Multi-Metric Framework for Analyzing Consensus in LLM Outputs
[NO] 344/1000 | High-RA STT-MRAM for In-Memory Computing: From Device Engineering to Prototype-IMC Validation
[NO] 345/1000 | Dual-Function Surface Topology: Optimizing Ohmic Contacts and Channel Mobility via Cycle-Controlled PEALD Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    on 20nm Si Nanosheet
[NO] 346/1000 | Compiler and System Optimizations for Gem5 Simulator
[YES] 347/1000 | Differentiable Sensitivity-Based Skew Scheduling Framework for Timing Optimization
[NO] 348/1000 | Hybrid Deep Ensemble Learning with Metaheuristic Optimization for Heart Disease Prediction
[NO] 349/1000 | Fault Diagnosis of Oil Well Working Conditions Based on Dual-Modal Feature Weighted Fusion
[NO] 350/1000 | Uplift Pricing for Inertia and Reserve via ML-Based Frequency-Constrained Unit Commitment
[NO] 351/1000 | The Radiation Performance and Production Flows of Renesas's Radiation Tolerant and Radiation Hardened Space Plastic Parts
[NO] 352/1000 | Design and Control of 5DOF Tiltrotor Quadcopter Aerial Operation Platform
[NO] 353/1000 | EmotionSense: A Real-Time Emotion Monitoring and Analysis System Based on Physiological Signals
[NO] 354/1000 | Distilling Knowledge via Attention Transfer for Efficient Facial Expression Recognition in Classrooms
[NO] 355/1000 | Multi-Axis Mechatronic Object Handling System
[NO] 356/1000 | Alternating 2-Face Path Unfoldings of the Tesseract
[NO] 357/1000 | Named Entity Recognition in COVID-19 tweets with Entity Knowledge Augmentation
[NO] 358/1000 | Enhancing Wildlife Conservation Using Deep Learning and Nocturnal Surveillance
[NO] 359/1000 | A Study and Analysis of Permanent Magnet Biased Hybrid Excited Inductor Motors for Energy Storage Flywheels
[NO] 360/1000 | System-Level Single Event Effects Testing of the PIRT 1280MVCam InGaAs Infrared Camera
[NO] 361/1000 | Performance of TENG Device using Cornstarch and PTFE as Charge Generating Layer
[NO] 362/1000 | An ISAR Time Window Selection Processor for Focused Maritime Vessel Imaging
[NO] 363/1000 | An IoT-Based System for Early Detection of Soil Health
[NO] 364/1000 | Automated and Personalized Catheter Design for Right Ventricular Endomyocardial Biopsies
[NO] 365/1000 | <scp>ObliQ:</scp>
                    Solving Quadratic Unconstrained Binary Optimization Problems on Real Photonic Quantum Machines
[NO] 366/1000 | Power Scheduling for Maximizing Throughput and Fairness in Co-running Applications
[NO] 367/1000 | A Profound Interest in the Fascinating World of Engineering [Pathways]
[NO] 368/1000 | Robust Real-Time Brake Gap Estimation for EMB Systems Via Legendre-Based Two-Stage MFFRLS With Adaptive M-Estimator
[NO] 369/1000 | Magnetic sensor for real-time decoupling of tactile and non-tactile bimodal perception
[NO] 370/1000 | NSDE-Net: An Observation-Driven Neural SDE Framework for State Estimation in Unknown Dynamical Systems
[NO] 371/1000 | $\mathcal {O}^{2}$-UCB: A Federated Multi-armed Bandit Mechanism in Zero Client-owned Data Network
[NO] 372/1000 | Safety and Performance Co-Optimization in Human–Robot Interaction: An Adaptive Energy Tank Design With Dynamic Control Barrier Functions
[NO] 373/1000 | Enhancing Coverage and Sensing in Space–Air–Ground Networks via a UAV-Assisted ISAC Framework with Satellite Backhaul
[NO] 374/1000 | Hybrid Domain-Decomposition/Physical-Optics Analysis of Finite Reconfigurable Reflectarrays Using Characteristic-Mode Macro Basis Functions
[NO] 375/1000 | CSI-Based NOMA–ISAC with AFDM for Multiple Sensing Users
[NO] 376/1000 | Continuous-Wave THz Imaging of Moisture Distribution During Ceramic Drying
[NO] 377/1000 | Physics-Aware Semantic Graph Classifier for Remote Sensing Images
[NO] 378/1000 | Estimating Hemoglobin Changes in Body Tissue Using Multispectral Imaging, Spectral Unmixing and Machine Learning
[NO] 379/1000 | Short-Term Forecasting of Dissolved Gas in Transformer Oil via Bidirectional Markov Imputation and EWT-Driven GBRBFNN
[NO] 380/1000 | Reinforcement Learning-based Sequential Route Recommendation for System-Optimal Traffic Assignment
[NO] 381/1000 | Flexible Physical Camouflage Generation Based on a Differential Approach
[NO] 382/1000 | VN-YOLO: Detail-Preserving and Recalibrated Multi-Scale YOLO for Small Objects in UAV Imagery
[NO] 383/1000 | A Root Prediction System for Single-Variable Equations with Existing Taylor Polynomials
[NO] 384/1000 | Development of a Traffic Fingerprinting-based Hidden Service Access Identification System for Dark Web Drug Investigations
[NO] 385/1000 | Deep Learning-Based Estimation of Ground Reaction Forces in Parkinsonian Gait Using an Optimized Set of IMU Data
[NO] 386/1000 | GRADRobot: Geometry-Aware Rendering with Articulation and Diffusion for Robot Modeling
[NO] 387/1000 | State-dependent neuromodulation reveals link between online and offline corticospinal excitability
[NO] 388/1000 | Implementation of an Uninterrupted Real-Time Wireless Thermal Pixel Data Transfer Using HTTP Protocol via Node-MCU
[NO] 389/1000 | DisenTS: Disentangled Channel Evolving Pattern Modeling for Multivariate Time Series Forecasting
[NO] 390/1000 | Flow-Kansformer: Predicting Gas-Liquid Flow Rate with Hybrid KAN-Enhanced Transformer
[NO] 391/1000 | Accurate Wi-Fi RTT indoor positioning with NLOS mitigation by floor map: a multi-wall modeling approach
[NO] 392/1000 | Multimodal Fusion Network for Unbalanced Spatiotemporal Data Prediction
[NO] 393/1000 | Lightweight and Explainable CNN for Accurate Multi-Species Medicinal Leaf Disease Detection
[NO] 394/1000 | Harmonic Mitigation and Switching Frequency Reduction in LCL-Filtered Grid-Tied Converters
[NO] 395/1000 | Machine Learning and Cultural Heritage: An Italian Perspective
[NO] 396/1000 | GaussianArt: Unified Modeling of Geometry and Motion for Articulated Objects
[NO] 397/1000 | Deep Unfolding for RIS Enabled Backscatter Integrated Sensing and Communication System
[NO] 398/1000 | Towards Enhanced Sparse-View Tomographic Reconstruction Using 3D Gaussian Splatting
[NO] 399/1000 | Welcome Message: 3DV 2026
[NO] 400/1000 | Interval State Estimation for Li-Ion Batteries Using Thermally Coupled Equivalent Hydraulic Model
[NO] 401/1000 | Adaptive Inverse Reinforcement Learning Optimal for Nonlinear System via Takagi-Sugeno Fuzzy Model
[NO] 402/1000 | Constacyclic codes with best-known parameters
[NO] 403/1000 | A Comparative Study of Deep Learning Models for Pancreatic CT Image Denoising
[NO] 404/1000 | ConvNeXt-Based Classifier for Early Detection of Autism Spectrum Disorder(ASD) From a Generalized Facial Image Dataset
[NO] 405/1000 | Empirical Quantum Advantage Analysis of Quantum Kernel in Gene Expression Data
[NO] 406/1000 | MULLER: A Multimodal Data Lake Format for Collaborative AI Data Workflows
[NO] 407/1000 | DeepEye: A Steerable Self-driving Data Agent System
[NO] 408/1000 | 2026 International VLSI Symposium on Technology, Systems and Applications (VLSI TSA)
[NO] 409/1000 | Imw 2026 Sponsors
[NO] 410/1000 | Table of Contents
[NO] 411/1000 | Modifying Simple Preference Optimization with Adaptive Margins
[NO] 412/1000 | Modeling the Influence of Social Media Analytics on Consumer Purchase Decisions Using SEM
[NO] 413/1000 | Review Shield AI: Fake Review Detection and Deletion in E-Commerce Platforms
[NO] 414/1000 | Digital Imaging System for High Throughput Plant Phenotyping Using Raspberry
[NO] 415/1000 | Using Standard Ethernet and Hardware PTP for Distributed Control of Multi-Megawatt Converters
[NO] 416/1000 | Construction of a Knowledge Graph for Job Skill Extraction and Curriculum Mapping from Recruitment Information
[NO] 417/1000 | PixSA: Hardware Efficient Pixel-Level Systolic-Array Architecture Design for AI Workloads
[NO] 418/1000 | Health Assistant for Disease Prediction Using Hetero-associative Memory and Large Language Models
[NO] 419/1000 | Radiation Evaluation of the TPS7H6101-SEP Radiation-Tolerant 200V, 10A GaN Half Bridge Power Stage
[NO] 420/1000 | EnergAIzer: Fast and Accurate GPU Power Estimation Framework for AI Workloads
[NO] 421/1000 | A Novel Deep Learning Ensemble for Cross-Protocol DeFi Risk Management: Liquidity-Aware Triangulation and Anomaly Detection using Attention-Weighted LSTM Autoencoder and Isolation Forest
[NO] 422/1000 | Dynamic Pricing and Predictive Analytics in E-Commerce using Machine Learning: Analyzing Market Fluctuations and Demand Patterns
[NO] 423/1000 | Chain Accident Prevention Through Automatic Braking System Using V2V Communication
[NO] 424/1000 | Structure-Circuit Integrated Manufacturing of Conformal Conductive/Dielectric Electromagnetic Metamaterials for Aircraft Skins
[NO] 425/1000 | A Digital Twin Framework for Predictive Modeling and Intervention Optimization in Inflammatory Bowel Disease
[NO] 426/1000 | Smart Kitchenmate AI: An Intelligent Assistant for Cooking
[NO] 427/1000 | Progressive U-NET with Soft-Gated Piecewise Polynomial Activation for Retinal Vessel Segmentation
[NO] 428/1000 | Addressing Data Scarcity and Interpretability in PV Fault Detection: A Hybrid AI Framework for African Energy Systems
[NO] 429/1000 | Closing the Yield Gap: A Scalable Computer Vision Pipeline for In-Field Detection of Devastating Banana Diseases
[NO] 430/1000 | Assessing the Helix-Destabilizing Effect of Parkinson's-Linked Mutation A30P on Alpha-Synuclein in Silico
[NO] 431/1000 | Precise Prediction and Classification of Cardiomegaly Using an Autoencoder-CNN Integrated Deep Learning Framework on Chest X-Ray and Multimodal Imaging
[NO] 432/1000 | Gesture-Controlled VLC Player: A Vision-based Human-Computer Interface
[NO] 433/1000 | Deep Reinforcement Learning-Based Parameter Tuning for Backstepping Control of Autonomous Reach Stackers in Container Alignment
[NO] 434/1000 | Deep Learning-Powered VGGNet Framework for Efficient Diagnosis and Stage Assessment of Bladder Cancer
[NO] 435/1000 | Supervised and Reinforcement Learning for Grid-based Robotic Path Planning Using Structured Navigation Data
[NO] 436/1000 | Adaptive V16: Cost-Aware Reinforcement Learning Control for Robust NISQ Variational Optimization
[NO] 437/1000 | Performance Enhancement of Nanosheet/Nanowire RF Transistor Arrays by Backside Metal Layout
[NO] 438/1000 | Pipeline for Efficient Quantization of Large Language Models for Resource-Constrained Deployment
[NO] 439/1000 | Short-Term Wind Power Forecasting Based on Joint Optimization of VMD and HHO-LSTM
[NO] 440/1000 | The Design of a Race-To-Sleep State Based Onboard Computer for a 1P Cube Satellite
[NO] 441/1000 | Heavy Ions Single Event Latchup Test Results for the NA2200 Analog Front-End
[NO] 442/1000 | Redefining Intrusion Detection with CNN and the Law of Unity and Struggle of Opposites
[NO] 443/1000 | An Attention-Enhanced Deep Learning Model for Robust Identification of Atypical Mitotic Figures
[NO] 444/1000 | Autonomous Neural Vector Control for Hybrid AC/DC Microgrids
[NO] 445/1000 | Condition Monitoring of Synchronous Reluctance Motors Using Random Forest Classification
[NO] 446/1000 | EMCA: Embedded Multi-scale Causal Attention for Glioma Classification and Interpretation
[NO] 447/1000 | Efficient Skin Disease Detection Using HGAN Augmentation and CQPSO-SVM Classification
[NO] 448/1000 | Spectrum Sharing in PD-SCMA Cognitive Radio Networks
[NO] 449/1000 | Repositioning Terahertz Wireless: Compact Beamforming for Medium-Range Mobile Connectivity
[NO] 450/1000 | Recent Advances in Charge Amplifiers for Particle Detection
[NO] 451/1000 | Secure and Resource Utilization-Aware Workflow Scheduler for Heterogenous Cloud Computing Platform
[NO] 452/1000 | Overhead Perching Strategy on Arbitrary Branches for Nano UAVs
[NO] 453/1000 | Research on Knowledge Mining and Intelligent Diagnostic Decision-Making for Electric Drive System Failures in New Energy Vehicles
[NO] 454/1000 | Research on Intelligent Diagnosis of Crop Leaf Diseases and Interpretable Report Generation Based on Multi-Task Collaborative Learning
[NO] 455/1000 | Secure and Scalable Blockchain Architecture for Food Safety and Traceability of Supply Chain
[NO] 456/1000 | DRAM Evolution and Challenges in Cloud Era
[NO] 457/1000 | Real-Time Collusion Detection in Multi-Agent Systems Via Interpretable Learning Models
[NO] 458/1000 | Aptamer-Mediated Inhibition of von Willebrand Factor (vWF) to Prevent Platelet Overactivation in Myocardial Ischemia-Reperfusion Injury: An in Silico Study
[NO] 459/1000 | RIS-Assisted Millimetre Wave MIMO Channel Estimation
[NO] 460/1000 | AI-Driven Sequential-Contextual Anomaly Detection Engine Based Improved Archimedes Optimization Algorithm for Data Quality Validation in Regulatory Filings
[NO] 461/1000 | Challenges and Innovations in High-Bandwidth DRAM: The Case for Z Angle Memory
