[2025-12-23 09:14:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-22
正在获取论文...
[arXiv] 2025-12-22 | Fourier dimension of imaginary Gaussian multiplicative chaos
[NO] 595/1768 | Unifying formalism and closures for coarse-grained approaches to turbulence
[NO] 596/1768 | Scale-Invariant Robust Estimation of High-Dimensional Kronecker-Structured Matrices
[NO] 597/1768 | In-in worldline formalism in pair creating fields
[NO] 598/1768 | Small eigenvalues of pseudo-Laplacians
[NO] 599/1768 | Auto-Prompting with Retrieval Guidance for Frame Detection in Logistics
[NO] 600/1768 | Breather interactions and limit analysis in the second harmonic generation process via Riemann-Hilbert approach
[NO] 601/1768 | Identifying Quasi-Periodic Micropulses in Pulsars with FAST Using Convolutional Neural Networks
[YES] 602/1768 | Generation of Programmatic Rules for Document Forgery Detection Using Large Language Models
[NO] 603/1768 | Selective Phase-Aware Training of nnU-Net for Robust Breast Cancer Segmentation in Multi-Center DCE-MRI
[NO] 604/1768 | On Dirichlet Spaces of Homogeneous Type Via Heat Kernel
[NO] 605/1768 | Nonlinear Lebesgue spaces: Dense subspaces, completeness and separability
[NO] 606/1768 | Dunkl-Corrected Deformation of RN-AdS Black Hole Thermodynamics
[NO] 607/1768 | On some local rings
[NO] 608/1768 | Structured Event Representation and Stock Return Predictability
[NO] 609/1768 | Multilevel Photonic Switching in GST-467 for Deep Neural Network Inference
[NO] 610/1768 | The First Model-Independent Upper Bound on Micro-lensing Signature of the Highest Mass Binary Black Hole Event GW231123
[NO] 611/1768 | Semiparametric Efficiency in Policy Learning with General Treatments
[YES] 612/1768 | BanglaForge: LLM Collaboration with Self-Refinement for Bangla Code Generation
[NO] 613/1768 | Global bifurcation of hollow vortex streets
[NO] 614/1768 | Protecting Quantum Circuits Through Compiler-Resistant Obfuscation
[NO] 615/1768 | A Quantitative Entropy Power Inequality for Dependent Random Vectors
[NO] 616/1768 | Trigonometric continuous-variable gates and hybrid quantum simulations
[NO] 617/1768 | Convergence analysis for non-iterative sequential schemes for Biot's model
[NO] 618/1768 | Parameter estimation for the GWTC-4.0 catalog with phenomenological waveform models that include orbital eccentricity and an updated description of spin precession
[NO] 619/1768 | Finite-sample guarantees for data-driven forward-backward operator methods
[NO] 620/1768 | Validating the CROCODILE model within the AGORA galaxy simulation framework
[NO] 621/1768 | Non-Inductive Current Start-Up Using Multi-Harmonic Electron Cyclotron Wave and Current Ramp-Up Through Combined Electron Cyclotron Wave and Ohmic Heating in EXL-50U Spherical Torus
[YES] 622/1768 | FASTRIC: Prompt Specification Language for Verifiable LLM Interactions
[NO] 623/1768 | Point What You Mean: Visually Grounded Instruction Policy
[NO] 624/1768 | DPSR: Differentially Private Sparse Reconstruction via Multi-Stage Denoising for Recommender Systems
[NO] 625/1768 | GALATEA: The 15-m Galactic Archaeology Spectroscopic Surveyor
[NO] 626/1768 | Ultra-high precision high voltage system for PTOLEMY
[NO] 627/1768 | dMLLM-TTS: Self-Verified and Efficient Test-Time Scaling for Diffusion Multi-Modal Large Language Models
[NO] 628/1768 | Semileptonic neutral currents decays of $Ξ_b$ with dileptons or dineutrinos in the final state
[NO] 629/1768 | BV-BRST Noether theorem
[NO] 630/1768 | From Retrieval to Reasoning: A Framework for Cyber Threat Intelligence NER with Explicit and Adaptive Instructions
[NO] 631/1768 | Sculpting ultrafast mid-infrared light for solid-state high harmonic generation
[NO] 632/1768 | Mixed formulation and structure-preserving discretization of Cosserat rod dynamics in a port-Hamiltonian framework
[NO] 633/1768 | A Cartesian Cut-Cell Two-Fluid Method for Two-Phase Diffusion Problems
[NO] 634/1768 | Diagnosing the AGN population origin of TeV neutrinos with their spatial correlation
[NO] 635/1768 | Power feedback strategy based on efficiency trajectory analysis for HCPV sun tracking
[NO] 636/1768 | Asymptotic and monodromy problems for higher-order Painlevé III equations
[NO] 637/1768 | Sprecher Networks: A Parameter-Efficient Kolmogorov-Arnold Architecture
[NO] 638/1768 | ForeSpeed: A real-world video dataset of CCTV cameras with different settings for vehicle speed estimation
[NO] 639/1768 | The Semiclassical Limit of the 2D Dirac--Hartree Equation with Periodic Potentials
[NO] 640/1768 | Generative vector search to improve pathology foundation models across multimodal vision-language tasks
[NO] 641/1768 | First-Order Representation Languages for Goal-Conditioned RL
[NO] 642/1768 | Results on cubic bent and weakly regular bent $p$-ary functions leading to a class of cubic ternary non-weakly regular bent functions
[NO] 643/1768 | Simple Cubic Variance Functions on $\R^n$, Part one
[NO] 644/1768 | Search for Axion-Like Particles from Nearby Pre-Supernova Stars
[NO] 645/1768 | Causal-Guided Detoxify Backdoor Attack of Open-Weight LoRA Models
[NO] 646/1768 | Almost split sequences in abelian categories
[NO] 647/1768 | On a finite quasi birth-death process with catastrophes and its diffusion approximation
[NO] 648/1768 | Vibe Reasoning: Eliciting Frontier AI Mathematical Capabilities -- A Case Study on IMO 2025 Problem 6
[NO] 649/1768 | Local Topological Constraints on Berry Curvature in Spin--Orbit Coupled BECs
[NO] 650/1768 | On the large time behavior of the 2D inhomogeneous incompressible viscous flows
[NO] 651/1768 | Digital Twin-Driven Zero-Shot Fault Diagnosis of Axial Piston Pumps Using Fluid-Borne Noise Signals
[NO] 652/1768 | Laplacian Network Optimization via Information Functions
[NO] 653/1768 | 3SGen: Unified Subject, Style, and Structure-Driven Image Generation with Adaptive Task-specific Memory
[NO] 654/1768 | Precise control of high-frequency ultrasounds in thin crystals for the development of tunable narrowband and directional gamma-ray sources
[NO] 655/1768 | CO2-induced Rejuvenation in Polyetherimide: a New Key to Understand the Brittle-to-Ductile Transition in Mechanical Behavior of Nanocellular Polymers
[NO] 656/1768 | Comparison of the mixed-fermion-action Effects using different fermion and gauge actions with 2+1 and 2+1+1 flavors
[NO] 657/1768 | Anti-Malicious ISAC: How to Jointly Monitor and Disrupt Your Foes?
[NO] 658/1768 | Limitations of Entangled Two-Photon Absorption detection
[NO] 659/1768 | Optical parametric free-electron--photon quantum interaction
[NO] 660/1768 | Probing the delicate balance of the spontaneous fission instability in sub-μs superheavy nucleus 252Rf
[NO] 661/1768 | Obstacle problems for the fractional $p$-Laplacian on fractal domains: well-posedness and asymptotics
[NO] 662/1768 | Institutional Backing and Crypto Volatility: A Hybrid Framework for DeFi Stabilization
[NO] 663/1768 | Lagrangian fibrations on Nikulin-type orbifolds
[NO] 664/1768 | Formation of external particle jets on a spherical particle bed subjected to strong explosive loading
[NO] 665/1768 | ChemATP: A Training-Free Chemical Reasoning Framework for Large Language Models
[NO] 666/1768 | Identifying Features Associated with Bias Against 93 Stigmatized Groups in Language Models and Guardrail Model Safety Mitigation
[NO] 667/1768 | InvCoSS: Inversion-driven Continual Self-supervised Learning in Medical Multi-modal Image Pre-training
[NO] 668/1768 | MixKVQ: Query-Aware Mixed-Precision KV Cache Quantization for Long-Context Reasoning
[NO] 669/1768 | Self-Consistent Probability Flow for High-Dimensional Fokker-Planck Equations
[NO] 670/1768 | Configuration Work: Four Consequences of LLMs-in-use
[NO] 671/1768 | Smoothed Quantile Estimation: A Unified Framework Interpolating to the Mean
[NO] 672/1768 | ALMA Observations of Cold Methanol Gas in the Large Magellanic Cloud (LMC): N79 South GMC
[NO] 673/1768 | Raman Spectroscopy of Salt Deposits from the Simulated Subsurface Ocean of Enceladus
[NO] 674/1768 | Photonic Spiking Graph Neural Network for Energy-Efficient Structured Data Processing
[NO] 675/1768 | Learning Hamiltonians for $O(1)$ Oracle-Query Quantum State Preparation
[NO] 676/1768 | Practical Quantum-Classical Feature Fusion for complex data Classification
[NO] 677/1768 | L4: Low-Latency and Load-Balanced LLM Serving via Length-Aware Scheduling
[NO] 678/1768 | Vision-Language-Policy Model for Dynamic Robot Task Planning
[NO] 679/1768 | Localization and persistent currents in a quasiperiodic disordered helical lattice
[NO] 680/1768 | Probing quantum anomaly corrections on black hole physics through chaos
[NO] 681/1768 | Quantum decay of magnons in the unfrustrated honeycomb Heisenberg model
[NO] 682/1768 | Can We Test Consciousness Theories on AI? Ablations, Markers, and Robustness
[NO] 683/1768 | Beyond Sliding Windows: Learning to Manage Memory in Non-Markovian Environments
[NO] 684/1768 | A Flexible Field-Based Policy Learning Framework for Diverse Robotic Systems and Sensors
[NO] 685/1768 | Aerogel RICH Counter at the Belle II Detector
[NO] 686/1768 | A Convex Loss Function for Set Prediction with Optimal Trade-offs Between Size and Conditional Coverage
[NO] 687/1768 | Solving Stengle's Example in Rational Arithmetic: Exact Values of the Moment-SOS Relaxations
[YES] 688/1768 | Understanding Chain-of-Thought in Large Language Models via Topological Data Analysis
[NO] 689/1768 | WorldRFT: Latent World Model Planning with Reinforcement Fine-Tuning for Autonomous Driving
[NO] 690/1768 | Narrowband Frequency-Entangled Photon Source for Hong-Ou-Mandel Interferometry
[NO] 691/1768 | Specific Multi-emitter Identification: Theoretical Limits and Low-complexity Design
[YES] 692/1768 | AWPO: Enhancing Tool-Use of Large Language Models through Explicit Integration of Reasoning Rewards
[NO] 693/1768 | SAP: Syntactic Attention Pruning for Transformer-based Language Models
[NO] 694/1768 | Intelligent Sky Mirrors: SAC-Driven MF-RIS Optimization for Secure NOMA in Low-Altitude Economy
[NO] 695/1768 | On large queue lengths in generalised Jackson networks
[NO] 696/1768 | Conditioning Accept-Desirability models in the context of AGM-like belief change
[NO] 697/1768 | Unraveling time-varying causal effects of multiple exposures: integrating Functional Data Analysis with Multivariable Mendelian Randomization
[NO] 698/1768 | Sharp Decoupling Inequalities for the Variances and Second Moments of Sums of Dependent Random Variables
[NO] 699/1768 | AI-Driven Subcarrier-Level CQI Feedback
[NO] 700/1768 | Decoupled Generative Modeling for Human-Object Interaction Synthesis
[NO] 701/1768 | Advancing Accessibility: Augmented Reality Solutions for the Blind and Disabled in Bangladesh
[NO] 702/1768 | Classical double Grothendieck transitions
[NO] 703/1768 | Bose-Einstein Condensate dark matter with logarithmic nonlinearity
[NO] 704/1768 | Hydrodynamic Short-Range Correlations from Boltzmann-Langevin Equation
[NO] 705/1768 | A Surrogate-Augmented Symbolic CFD-Driven Training Framework for Accelerating Multi-objective Physical Model Development
[NO] 706/1768 | Finer-Personalization Rank: Fine-Grained Retrieval Examines Identity Preservation for Personalized Generation
[NO] 707/1768 | The Erasure Illusion: Stress-Testing the Generalization of LLM Forgetting Evaluation
[NO] 708/1768 | Operator Tail Densities of Multivariate Copulas
[YES] 709/1768 | PEAK: A Performance Engineering AI-Assistant for GPU Kernels Powered by Natural Language Transformations
[NO] 710/1768 | On finding formal power-logarithmic expansions of solutions to $q$-difference equations
[NO] 711/1768 | ORPR: An OR-Guided Pretrain-then-Reinforce Learning Model for Inventory Management
[NO] 712/1768 | A Universal Framework for Factorial Matched Observational Studies with General Treatment Types: Design, Analysis, and Applications
[NO] 713/1768 | Global strong solutions and asymptotic behavior for arbitrarily large initial data of the 2D compressible Navier-Stokes equations with transport entropy
[NO] 714/1768 | On Conditional Stochastic Interpolation for Generative Nonlinear Sufficient Dimension Reduction
[NO] 715/1768 | Superconductivity in multi-Weyl semimetals: Conditions for the coexistence of topological and conventional phases
[NO] 716/1768 | Training Multimodal Large Reasoning Models Needs Better Thoughts: A Three-Stage Framework for Long Chain-of-Thought Synthesis and Selection
[NO] 717/1768 | VOIC: Visible-Occluded Decoupling for Monocular 3D Semantic Scene Completion
[NO] 718/1768 | The Prism Hypothesis: Harmonizing Semantic and Pixel Representations via Unified Autoencoding
[NO] 719/1768 | From Indoor to Open World: Revealing the Spatial Reasoning Gap in MLLMs
[NO] 720/1768 | Efficient Vision Mamba for MRI Super-Resolution via Hybrid Selective Scanning
[NO] 721/1768 | A cosmologist's take on Little Red Dots
[NO] 722/1768 | A genus-zero surface with bounded curvature enclosing less volume than the unit sphere
[NO] 723/1768 | High-Precision Differential Radial Velocities of C3PO Wide Binaries: A Test of Modified Newtonian Dynamics (MOND)
[NO] 724/1768 | Escape from heterogeneous diffusion
[NO] 725/1768 | Rank-metric separation in irreducible representations of finite groups
[NO] 726/1768 | Influence of Magnetic Order on Proximity-Induced Superconductivity in Mn Layers on Nb(110) from First Principles
[NO] 727/1768 | InterACTing dark radiation models after ACT
[NO] 728/1768 | Ant Colony Optimisation applied to the Travelling Santa Problem
[NO] 729/1768 | Counterexamples for FX Options Interpolations -- Part II
[NO] 730/1768 | MauBERT: Universal Phonetic Inductive Biases for Few-Shot Acoustic Units Discovery
[NO] 731/1768 | Higher lattice gauge theory from representations of 2-groups and 3+1D topological phases
[NO] 732/1768 | The monodromy of cyclic Pryms
[NO] 733/1768 | Impact of Galaxy Cluster Environment on the Stellar Mass Function of Galaxies
[NO] 734/1768 | Towards a universal phase diagram of planar chiral magnets
[NO] 735/1768 | A Complete Characterization of Pythagorean Hodograph Preserving Mappings
[NO] 736/1768 | Geometric Progressions meet Zeckendorf Representations
[NO] 737/1768 | Patlak Parametric Image Estimation from Dynamic PET Using Diffusion Model Prior
[NO] 738/1768 | Universal BPS Structure of Scalar Kinks in Static Geometries
[NO] 739/1768 | The Schwarz-Pick Lemma as a Consequence of the Ahlfors-Schwarz-Pick Lemma
[NO] 740/1768 | Monoidal Ringel duality and monoidal highest weight envelopes
[NO] 741/1768 | Yang-Mills energy quantization over non-collapsed degenerating Einstein manifolds and applications
[NO] 742/1768 | Slip- and Twinning-Related Dissipation in AZ31B Magnesium Alloy
[NO] 743/1768 | The large deviation principle for the stochastic 3D primitive equations with transport noise
[NO] 744/1768 | Active Convolved Illumination with Deep Transfer Learning for Complex Beam Transmission through Atmospheric Turbulence
