[2026-05-26 23:10:01] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-25
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605250000+TO+202605252359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2026-5-25 | Nezha-FX: A Morphing HAUV Designed Based on Balanced Cross-Domain Performance Optimization
[NO] 200/1000 | EEG-Based Depression Detection with Temporal-Spectral and Graph Cross-Attention in a Sensor Signal-Processing Architecture
[NO] 201/1000 | Decomposition and Successive Decomposition Methods and Algorithms for Nonconvex Optimization
[NO] 202/1000 | Site-Specific Channel Modeling and Optimization of RIS-Assisted Multiuser MISO Systems
[NO] 203/1000 | Reconfigurable Magnetic Field Shaping via Current-Controlled Relay Coils for Wirelessly Powering Capsule Endoscopy
[NO] 204/1000 | Analysis of China's Dual Carbon Control Progress and Its Impacts on the Power System
[NO] 205/1000 | YOLOv8-EfficientViT for Robust Personnel Detection in Substation Operation Scenes
[NO] 206/1000 | Early Anomaly Detection of Wind Turbine Main Bearings Based on Multi-Head Self-Attention Network
[NO] 207/1000 | Research on Synergistic Optimization of Source-Load-Storage Based on Integrated Energy
[NO] 208/1000 | Harmonic-excited Closed-slot Brushless Wound Rotor Synchronous Machine with Reduced Torque Ripple
[NO] 209/1000 | Integrating Network and Attack Graphs for Service-Centric Impact Analysis
[NO] 210/1000 | Reliable Multi-Modal Object Re-Identification via Modality-Aware Graph Reasoning
[NO] 211/1000 | Autonomous Causal Discovery: Evaluating LLMs' Priors and Constraint Strategies for Reliability_supp1-3689960.pdf
[NO] 212/1000 | Mitigate Catastrophic Remembering via Continual Self-Paced Dual-Knowledge Purification for Noisy Lifelong Person Re-Identification_supp1-3693671.pdf
[NO] 213/1000 | BAPA-Net: Cross-Domain Few-Shot Object Detection in Remote Sensing via Background-Aligned Prototype Aggregation
[NO] 214/1000 | June Calendar
[NO] 215/1000 | A Variegated Look at Direct-to-Cell Satellites in the Wild
[NO] 216/1000 | PPFedIT: Towards Privacy-Preserving Federated Instruction Tuning with Few-shot Local Examples
[NO] 217/1000 | Modeling and Experiment of Horizontal Vibration Isolation for Series-Connected Inverted Pendulum and Single-Chamber Pneumatic Spring
[NO] 218/1000 | Best First Search based Control of Residential Appliance Load Demand
[NO] 219/1000 | Machine Learning-Based Analysis of Lithium-Ion Battery Ageing in Electric Vehicles Under Dynamic Conditions
[NO] 220/1000 | Message from Program Chairs
[NO] 221/1000 | Novel “S-Cut” Flows for Highly Uniform Multi-Tier Integrated Oxide Semiconductor DRAM
[NO] 222/1000 | Toward Robust Autonomous Driving in Rural and Off-Road Environments: A Perception Based Approach
[NO] 223/1000 | Demonstration of MultiVis-Agent: Interactively Generating Reliable Visualizations via Logic-Rule Agents
[NO] 224/1000 | Section-Weighted Hybrid Approach for Legal Case Retrieval
[NO] 225/1000 | Mechatronics-AI Collaboration: A Flexible Automated Testing Framework for Smart Home Devices Based on Multimodal Large Language Models
[NO] 226/1000 | A Survey on Multilingual Fact-Checking
[NO] 227/1000 | PLL-XO Codesign for Energy-Efficient and Ultra-Low Noise Frequency Synthesis
[NO] 228/1000 | Climate-Driven Disease Dynamics: A Scoping Review of Machine Learning Applications in Predicting Vector-Borne, Tick-Borne, Airborne, and Waterborne Diseases
[NO] 229/1000 | Ensemble based Driver Behaviour Analysis and Accident Mitigation using CNN and LSTM
[NO] 230/1000 | Rolling Bearing Domain Generalization Fault Diagnosis Method Based on CWT-MTNet
[NO] 231/1000 | eBeeMetrics: An eBPF-based Library Framework for Feedback-free Observability of QoS Metrics
[NO] 232/1000 | Self-Supervised Representation Learning for Data-Efficient Crop Yield Estimation from Multi-Temporal Remote Sensing Data
[NO] 233/1000 | IoT-Enabled Smart Helmet for Real Time Rider Safety Monitoring and Automated Emergency Response System Technology
[NO] 234/1000 | Contact-Length Scaling and Carrier Injection in ML MoS
                    <sub>2</sub>
                    FETs with Hybrid Sb S/D Contacts
[NO] 235/1000 | Comprehensive Evaluation of Techniques for Autism Spectrum Disorder Detection: A Deep Analysis
[NO] 236/1000 | Detection of the Upper Surface Pose of Yarn Cones for Robot Gripping
[NO] 237/1000 | Optimization and Simulation of a Broadband Vibration Energy Harvester for Self-Powered Transmission Line Applications
[NO] 238/1000 | Design, Modeling and High-Performance MTPA Control of an Oil-Submersible PMSM
[NO] 239/1000 | An Explainable ML Framework for Predicting Booking Cancellations in the Hospitality Sector
[YES] 240/1000 | AI-Assisted RFIC Design —State-of-the-Art and Challenges
[NO] 241/1000 | Design and Performance Analysis of an Axial-Flux Permanent Magnet Motor Based on Halbach Array
[NO] 242/1000 | Hybrid Transformer-Statistical Framework for Explainable Anomaly Detection in Time-Series Data: Enhancing Operational Monitoring and Security
[NO] 243/1000 | Evaluating Logical Reasoning Ability of Large Language Models
[NO] 244/1000 | A Compact 3T1F FeRAM Compute Cell for In-Memory MAC Using Partial Polarization Switching
[NO] 245/1000 | Deep Learning-Based Sign Language Classification with IoT-Enabled Emergency Alert Support
[NO] 246/1000 | Unified AI-Driven Multimodel Framework for Real-Time Lecture Understanding and Study Support
[NO] 247/1000 | Heart Disease Prediction with Personalized Diet and Exercise Recommendation using Machine Learning
[NO] 248/1000 | Fail-Operational Architecture for ADAS-Integrated Lighting ECUs: Achieving ASIL-B with Triple Modular Redundancy
[NO] 249/1000 | Light Weight MAMBA Based Deepfake Detection Model
[NO] 250/1000 | Leaf-Based Health Assessment using CNN for NPK Deficiency Detection and IoT for Soil Analysis
[NO] 251/1000 | An EfficientNetV2B3-Based Deep Learning Model for Accurate Diagnosis and Classification of Liver Tumors
[NO] 252/1000 | Transformer-Enhanced ShuffleLinkNet with Adaptive Feature Fusion for Cyber-Attack Detection in Big Data Environments
[NO] 253/1000 | An Intelligent Home Interior Design Suggestion System Using Deep Learning
[NO] 254/1000 | Total Ionizing Dose Effects on Clock Systems and Peripheral Modules of the MSP430FR6989
[NO] 255/1000 | SEE Evaluation of a Serverless Computing Architecture Under 14-MeV Neutrons
[NO] 256/1000 | EnViD: A Predictive Vision Framework with Temporal Contrast for Efficient and Robust Video Analysis in Dynamic Visual Fields
[NO] 257/1000 | Study on Classroom Temperature Distribution in Hybrid Cooling System at Different Air Conditioner Setpoints
[NO] 258/1000 | Vehicle Speed Estimation and Classification Using a Low-Cost Continuous-Wave Doppler Radar
[NO] 259/1000 | Efficient Partially-Connected Hybrid Beamforming for Communication Capacity Maximization in FD-DFRC Systems
[NO] 260/1000 | ICAD: Rethinking the Role of Inference and Cues for the Anomaly Detection of Time Series in IIoT
[NO] 261/1000 | Do Not Forget the Role of Address Mapping Policy in Achieving DRAM-Less SSD Performance
[NO] 262/1000 | Variable Step-Size General Bias-Compensated M-estimate Adaptive Filtering for Robust DOA Estimation
[NO] 263/1000 | Virtually Supervised Depth-Aware Registration for Monocular Endoscopic Navigation
[NO] 264/1000 | FPGA Realization of an Operand-Aware Dual-Mode Hybrid Arithmetic Unit for 64-Bit Embedded Systems
[NO] 265/1000 | Comparison of Multi-Modal Sentiment and Behavior Analysis of Chat Applications Using Text and Emoji-Based Features
[NO] 266/1000 | AI-Enabled Voice Replication for Scalable and Personalized Education
[NO] 267/1000 | Mitigating Context Loss in Legal RAG: A Metadata-Aware Chunking Strategy for Hierarchical Indian Statutes
[NO] 268/1000 | Structure-Aware Mask and Detail-Augmented Transformer Network for Remote Hyperspectral Image Classification
[NO] 269/1000 | FlashSAM: Lightweight Vision Model for Multi-UAV Token Communication in Low-Altitude Wireless Networks
[NO] 270/1000 | Koopman Operator based Integral Reinforcement Learning for
                    <i>H</i>
                    <sub>∞</sub>
                    Tracking Control of Nonlinear Systems
[NO] 271/1000 | Personal Healthcare Assistant Using AI
[NO] 272/1000 | End-to-End Warehouse Automation: A System-Level Review of Robotics, Order Fulfillment, and Intelligent Software System
[NO] 273/1000 | Emotion Detection from Text Using TF-IDF and Logistic Regression: A Hybrid NLP Framework with Real-Time Deployment
[NO] 274/1000 | A Geo-enabled Employment Platform for Connecting Rural Workforce to Rural Employers
[NO] 275/1000 | A Toxicological Assessment of Solar Panels Via a Soil Microbiome Analysis Across the Northeast US
[NO] 276/1000 | Data-Driven Predictive Maintenance Using Fuzzy Clustering Approaches for Oil Temperature Forecasting in 8E Electrical Locomotives
[NO] 277/1000 | A Comprehensive Review on Applications for Emotion AI and Affective Computing Across Various Fields
[NO] 278/1000 | IoT enabled Smart Classroom Management System using Raspberry Pi
[NO] 279/1000 | An Intelligent ML-Based Decision Support System for Waste Trade and Recycling
[NO] 280/1000 | VisionLearn: An Intelligent Educational Platform for Touchless Interaction
[NO] 281/1000 | Power Scheduling for Maximizing Throughput and Fairness in Co-running Applications
[NO] 282/1000 | <scp>ObliQ:</scp>
                    Solving Quadratic Unconstrained Binary Optimization Problems on Real Photonic Quantum Machines
[NO] 283/1000 | ‘It's not only my Issue, but also a Community Issue’: an Atlas of Design Actions for Commoning Flood Adaptation
[NO] 284/1000 | Mediating Digital Security: Participatory Learning with Older Adults in Smartphone Café Sessions
[NO] 285/1000 | High Voltage Power Lines Conductor Anomaly Detection using Magnetic Field
[NO] 286/1000 | Performance Analysis of Multiple User Average BLER in Downlink NOMA Short-Packet Communications over $\alpha - \kappa - \mu$ Shadowed Fading
[NO] 287/1000 | Foundations of Efficient Model Reconstruction Using Counterfactual Explanations_supp1-3695917.pdf
[NO] 288/1000 | Estimating the Temperature Distribution of Pouch-Type Li-Ion Batteries Based on a Distributed-Parameter Electrothermal Coupling Model
[NO] 289/1000 | IEEE Transactions on Energy Conversion Information for Authors
[NO] 290/1000 | Impedance-Spectrum Driven Frequency Weighted Functional Fault Location in Undersea Observation Network Power Systems
[NO] 291/1000 | Urban Environmental Challenges and Health: Environmental Determinants of Respiratory Illnesses in Samarkand
[NO] 292/1000 | Multi-Objective UAV–HAP Collaborative Offloading for Hotspot Region Computing in Urban Non-Terrestrial Networks
[NO] 293/1000 | Research on Data Integrity Verification and Tracing in the Power Internet of Things
[NO] 294/1000 | A Concise Review of Resilience Assessment for Power Systems Against Typhoons
[NO] 295/1000 | Short-Term Load Forecasting Based on Graph Convolutional and Kolmogorov-Arnold Network
[NO] 296/1000 | High-Sensitivity MEMS Optical Switch with Wide Spectral Response
[NO] 297/1000 | Hierarchical Long-Term Operation Optimization of Flexible Resources Considering Multi-Scale Temporal Characteristics
[NO] 298/1000 | Optimization Design of Uplift Safety Reserve Factor for Transmission Line Foundations in Collapsible Loess Sites
[NO] 299/1000 | Research on Optimization Method of Medium Voltage Target Network Based on Reliability and Economy
[NO] 300/1000 | Research and Application of Artificial Intelligence in Pattern Recognition of Power Grid Connection
[NO] 301/1000 | Reinforcement Learning-based Sequential Route Recommendation for System-Optimal Traffic Assignment
[NO] 302/1000 | Adaptive Inverse Reinforcement Learning Optimal for Nonlinear System via Takagi-Sugeno Fuzzy Model
[NO] 303/1000 | Integrating Robust CRT with Signal Unwrapping for Modulo Sampling
[NO] 304/1000 | From the Society: President's Message
[NO] 305/1000 | VN-YOLO: Detail-Preserving and Recalibrated Multi-Scale YOLO for Small Objects in UAV Imagery
[NO] 306/1000 | Harmonic Mitigation and Switching Frequency Reduction in LCL-Filtered Grid-Tied Converters
[NO] 307/1000 | Flexible Physical Camouflage Generation Based on a Differential Approach
[NO] 308/1000 | CCSFusion: A Hierarchical Semantic Chain-of-Thought Reasoning Architecture for Infrared-Visible Image Fusion and Captioning
[NO] 309/1000 | Demonstration of Vega-Video: Incorporating Video into the Grammar of Interactive Graphics
[NO] 310/1000 | Indian Database Research: The Journey to SIGMOD 2026
[NO] 311/1000 | Fault Diagnosis of Rolling Bearings Based on 1D-CNN
[NO] 312/1000 | Data Agents: Levels, State of the Art, and Open Problems
[NO] 313/1000 | ExDis: Causal Explanations for Disparate Trends
[NO] 314/1000 | Embedded Hafnia-based Ferroelectric Devices and Applications
[NO] 315/1000 | Named Entity Recognition in COVID-19 tweets with Entity Knowledge Augmentation
[NO] 316/1000 | Distilling Knowledge via Attention Transfer for Efficient Facial Expression Recognition in Classrooms
[NO] 317/1000 | A Study and Analysis of Permanent Magnet Biased Hybrid Excited Inductor Motors for Energy Storage Flywheels
[NO] 318/1000 | Detection of Illicit Content on Online Marketplaces using Large Language Models
[NO] 319/1000 | QUEST: A Multi-Metric Framework for Analyzing Consensus in LLM Outputs
[NO] 320/1000 | Design and Optimization of an Instruction-Level Reconfigurable FPGA-Based Low-Power DNN Accelerator
[NO] 321/1000 | Detection of AI Generated Audio Using Deep Learning and Signal Processing Techniques
[NO] 322/1000 | Design and Performance Analysis of a Coplanar Antenna at Millimeter-Wave Frequencies 39-66 GHz
[NO] 323/1000 | Artificial Intelligence Approaches for Toxic Comment Classification: A Systematic Review
[NO] 324/1000 | High-RA STT-MRAM for In-Memory Computing: From Device Engineering to Prototype-IMC Validation
[YES] 325/1000 | Differentiable Sensitivity-Based Skew Scheduling Framework for Timing Optimization
[NO] 326/1000 | Removal of Lamotrigine From Wastewater Using Activated Carbon Derived From Ziziphus Jujube Leaves
[NO] 327/1000 | System-Level Single Event Effects Testing of the PIRT 1280MVCam InGaAs Infrared Camera
[NO] 328/1000 | The Radiation Performance and Production Flows of Renesas's Radiation Tolerant and Radiation Hardened Space Plastic Parts
[NO] 329/1000 | Measuring the Complexity of Sub-Policies in Online Terms of Service Networks
[NO] 330/1000 | End-To-End Hyperbolic Graph Neural Networks for Brain Age Prediction with MEG Data
[NO] 331/1000 | Performance of TENG Device using Cornstarch and PTFE as Charge Generating Layer
[YES] 332/1000 | Compiler and System Optimizations for Gem5 Simulator
[NO] 333/1000 | Deep Cross-modal Fusion by Attention for Proxy Hashing
[NO] 334/1000 | Self-Supervised Learning of Behavioral User Representations for Authorship Similarity Analysis
[NO] 335/1000 | Hybrid Deep Ensemble Learning with Metaheuristic Optimization for Heart Disease Prediction
[NO] 336/1000 | Design Considerations for High Performance Vertical Channel DRAM Cell Array Transistor
[NO] 337/1000 | Design and Control of 5DOF Tiltrotor Quadcopter Aerial Operation Platform
[NO] 338/1000 | Front-Cover
[NO] 339/1000 | Cryogenic Reliability Physics of 28nm HKMG nMOSFETs: Insights from A ΔDIBL Model and Gated-Diode Measurement
[NO] 340/1000 | Towards System-2 AI: Workloads and Characterizations of Energy-Based Models
[NO] 341/1000 | Enhancing Wildlife Conservation Using Deep Learning and Nocturnal Surveillance
[NO] 342/1000 | Can I Park Here? Understanding Complicated Parking Signs on the Street
[NO] 343/1000 | Statistical Assessment of Soil Heat Flux Variability Using Time-Series Data
[NO] 344/1000 | Dual-Function Surface Topology: Optimizing Ohmic Contacts and Channel Mobility via Cycle-Controlled PEALD Ga
