[2026-02-11 09:40:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-10
正在获取论文...
[arXiv] 2026-02-10 | Hecke curves in Frobenius strata of moduli space of rank 2 vector bundles
[NO] 61/1428 | Stable Canonical Rules for Intuitionistic Modal Logics
[NO] 62/1428 | Hitting Probabilities of Finite Points for One-Dimensional Lévy Processes
[NO] 63/1428 | Measuring Dataset Diversity from a Geometric Perspective
[NO] 64/1428 | XMap: Fast Internet-wide IPv4 and IPv6 Network Scanner
[NO] 65/1428 | Revealing Gauge Constraints in LQG-Inspired Yang-Mills Theory
[NO] 66/1428 | Performance Comparison of CNN and AST Models with Stacked Features for Environmental Sound Classification
[NO] 67/1428 | GAFR-Net: A Graph Attention and Fuzzy-Rule Network for Interpretable Breast Cancer Image Classification
[NO] 68/1428 | Clarifying Shampoo: Adapting Spectral Descent to Stochasticity and the Parameter Trajectory
[YES] 69/1428 | On A Parameterized Theory of Dynamic Logic for Operationally-based Programs
[NO] 70/1428 | Stabilizing Physics-Informed Consistency Models via Structure-Preserving Training
[NO] 71/1428 | Positive-Unlabelled Active Learning to Curate a Dataset for Orca Resident Interpretation
[NO] 72/1428 | Towards an OSF-based Registered Report Template for Software Engineering Controlled Experiments
[NO] 73/1428 | A Trainable-Embedding Quantum Physics-Informed Framework for Multi-Species Reaction-Diffusion Systems
[NO] 74/1428 | Improved Parallel Repetition for GHZ-Supported Games via Spreadness
[NO] 75/1428 | Disambiguating Anthropomorphism and Anthropomimesis in Human-Robot Interaction
[NO] 76/1428 | Submodularity of the expected information gain in infinite-dimensional linear inverse problems
[NO] 77/1428 | X-Mark: Saliency-Guided Robust Dataset Ownership Verification for Medical Imaging
[NO] 78/1428 | Bayesian network approach to building an affective module for a driver behavioural model
[NO] 79/1428 | AlignTune: Modular Toolkit for Post-Training Alignment of Large Language Models
[NO] 80/1428 | With Argus Eyes: Assessing Retrieval Gaps via Uncertainty Scoring to Detect and Remedy Retrieval Blind Spots
[NO] 81/1428 | On the Hilbert depth of the quotient ring of the edge ideal of a complete bipartite graph
[NO] 82/1428 | Clifford algebras, meson algebras and higher order generalisations
[NO] 83/1428 | Hand2World: Autoregressive Egocentric Interaction Generation via Free-Space Hand Gestures
[NO] 84/1428 | Highly suppressed tensor-to-scalar ratio from a modified Lennard-Jones inflationary potential
[NO] 85/1428 | Why the Counterintuitive Phenomenon of Likelihood Rarely Appears in Tabular Anomaly Detection with Deep Generative Models?
[NO] 86/1428 | Topological constraints suppress shear localization in granular chain ensembles
[NO] 87/1428 | Preference Aligned Visuomotor Diffusion Policies for Deformable Object Manipulation
[NO] 88/1428 | Amplitude-Phase Separation toward Optimal and Fast-Forwardable Simulation of Non-Unitary Dynamics
[NO] 89/1428 | Higher Hardness Results for the Reconfiguration of Odd Matchings
[NO] 90/1428 | ECG-IMN: Interpretable Mesomorphic Neural Networks for 12-Lead Electrocardiogram Interpretation
[NO] 91/1428 | Optimal Control of Microswimmers for Trajectory Tracking Using Bayesian Optimization
[NO] 92/1428 | Observational Constraints and Geometric Diagnostics of Barboza-Alcaniz and Logarithmic Dark Energy Parametrizations
[YES] 93/1428 | ReSIM: Re-ranking Binary Similarity Embeddings to Improve Function Search Performance
[NO] 94/1428 | Scalpel: Fine-Grained Alignment of Attention Activation Manifolds via Mixture Gaussian Bridges to Mitigate Multimodal Hallucination
[NO] 95/1428 | Tensor CUR Decomposition under the Linear-Map-Based Tensor-Tensor Multiplication
[YES] 96/1428 | UniARM: Towards a Unified Autoregressive Reward Model for Multi-Objective Test-Time Alignment
[NO] 97/1428 | Autoregressive Direct Preference Optimization
[NO] 98/1428 | Split, Skip and Play: Variance-Reduced ProxSkip for Tomography Reconstruction is Extremely Fast
[NO] 99/1428 | Attention to details, logits to truth: visual-aware attention and logits enhancement to mitigate hallucinations in LVLMs
[NO] 100/1428 | Invariance Galoisienne des zéros centraux de fonctions L
[NO] 101/1428 | Structure-aware imitation dynamics on higher-order networks
[NO] 102/1428 | Where-to-Unmask: Ground-Truth-Guided Unmasking Order Learning for Masked Diffusion Language Models
[NO] 103/1428 | Rigorous no-go theorems for heralded linear-optical state generation tasks
[NO] 104/1428 | Robust Trust
[NO] 105/1428 | XLB: A High Performance Layer-7 Load Balancer for Microservices using eBPF-based In-kernel Interposition
[NO] 106/1428 | Realistic tight-binding model for V2Se2O-family altermagnets
[NO] 107/1428 | SpotAgent: Grounding Visual Geo-localization in Large Vision-Language Models through Agentic Reasoning
[NO] 108/1428 | Gravitational wave signatures from periodic orbits around a Schwarzschild-Bertotti-Robinson black hole
[NO] 109/1428 | Look-Ahead and Look-Back Flows: Training-Free Image Generation with Trajectory Smoothing
[YES] 110/1428 | SWE-AGI: Benchmarking Specification-Driven Software Construction with MoonBit in the Era of Autonomous Agents
[NO] 111/1428 | P1-VL: Bridging Visual Perception and Scientific Reasoning in Physics Olympiads
[NO] 112/1428 | Three-dimensional real-space electron dynamics in graphene driven by strong laser fields
[NO] 113/1428 | Fine-T2I: An Open, Large-Scale, and Diverse Dataset for High-Quality T2I Fine-Tuning
[NO] 114/1428 | Understanding and Enhancing Encoder-based Adversarial Transferability against Large Vision-Language Models
[NO] 115/1428 | LARV: Data-Free Layer-wise Adaptive Rescaling Veneer for Model Merging
[NO] 116/1428 | Selective Disclosure in Overlapping Generations
[NO] 117/1428 | Historical Debates over the Physical Reality of the Wave Function
[NO] 118/1428 | Sparse Layer Sharpness-Aware Minimization for Efficient Fine-Tuning
[NO] 119/1428 | Spectroscopic He I 1083 nm prominence eruption observations in the middle corona with MLSO/UCoMP
[NO] 120/1428 | Contractual Deepfakes: Can Large Language Models Generate Contracts?
[NO] 121/1428 | BiasScope: Towards Automated Detection of Bias in LLM-as-a-Judge Evaluation
[NO] 122/1428 | Quantum Multiple Rotation Averaging
[NO] 123/1428 | ConsID-Gen: View-Consistent and Identity-Preserving Image-to-Video Generation
[NO] 124/1428 | Minimal Freeze-in Dark Matter: Reviving electroweak doublet dark matter with Boltzmann suppressed freeze-in
[NO] 125/1428 | ST4VLA: Spatially Guided Training for Vision-Language-Action Models
[NO] 126/1428 | Minimax properties of gamma kernel density estimators under $L^p$ loss and $β$-Hölder smoothness of the target
[NO] 127/1428 | VideoWorld 2: Learning Transferable Knowledge from Real-world Videos
[NO] 128/1428 | Quantum-Audit: Evaluating the Reasoning Limits of LLMs on Quantum Computing
[NO] 129/1428 | Simulating superconductivity in mixed-dimensional $t_\parallel$-${J}_\parallel$-${J}_\perp$ bilayers with neural quantum states
[NO] 130/1428 | Canonical strong coupling spin wave expansion of Kondo lattice magnets. II. Itinerant ferromagnets and topological magnon bands
[NO] 131/1428 | Allocation Proportionality of OWA--Based Committee Scoring Rules
[NO] 132/1428 | Anagent For Enhancing Scientific Table & Figure Analysis
[NO] 133/1428 | Can Image Splicing and Copy-Move Forgery Be Detected by the Same Model? Forensim: An Attention-Based State-Space Approach
[NO] 134/1428 | PySlice: Routine Vibrational Electron Energy Loss Spectroscopy Prediction with Universal Interatomic Potentials
[NO] 135/1428 | Early warning signals for phase transitions in networks
[NO] 136/1428 | Maximizing Diversity in (near-)Median String Selection
[YES] 137/1428 | Long Chain-of-Thought Compression via Fine-Grained Group Policy Optimization
[NO] 138/1428 | Fake-HR1: Rethinking reasoning of vision language model for synthetic image detection
[NO] 139/1428 | Resilient Topology-Aware Coordination for Dynamic 3D UAV Networks under Node Failure
[NO] 140/1428 | Degrees-of-Freedom Approximations for Conditional-Mean Inference in Random-Lot Stability Analysis
[NO] 141/1428 | MEVER: Multi-Modal and Explainable Claim Verification with Graph-based Evidence Retrieval
[NO] 142/1428 | METTLE: Efficient Streaming Erasure Code with Peeling Decodability
[NO] 143/1428 | ADORA: Training Reasoning Models with Dynamic Advantage Estimation on Reinforcement Learning
[NO] 144/1428 | Discovering High Level Patterns from Simulation Traces
[NO] 145/1428 | Answer First, Reason Later: Aligning Search Relevance via Mode-Balanced Reinforcement Learning
[NO] 146/1428 | The supernova remnant J0450.4-7050 possesses a jets-shaped point-symmetric morphology
[NO] 147/1428 | Acoustic Drone Package Delivery Detection
[NO] 148/1428 | Infusion: Shaping Model Behavior by Editing Training Data via Influence Functions
[NO] 149/1428 | Coupled Inference in Diffusion Models for Semantic Decomposition
[NO] 150/1428 | Thin-Film-Engineered Self-Assembly of 3D Coaxial Microfluidics with a Tunable Polyimide Membrane for Bioelectronic Power
[NO] 151/1428 | Graded Betti numbers of the Jacobian algebra of surfaces in $\mathbb P^3$
[NO] 152/1428 | Closing Reasoning Gaps in Clinical Agents with Differential Reasoning Learning
[YES] 153/1428 | Why Do AI Agents Systematically Fail at Cloud Root Cause Analysis?
[NO] 154/1428 | VersaViT: Enhancing MLLM Vision Backbones via Task-Guided Optimization
[NO] 155/1428 | SARS: A Novel Face and Body Shape and Appearance Aware 3D Reconstruction System extends Morphable Models
[NO] 156/1428 | Disentangling orbital and confinement contributions to $g$-factor in Ge/SiGe hole quantum dots
[NO] 157/1428 | Dissipative phase transitions of the Dicke-Ising model
[NO] 158/1428 | Tucker iterative quantum state preparation
[NO] 159/1428 | Self-Regulated Reading with AI Support: An Eight-Week Study with Students
[NO] 160/1428 | Protection of quantum steering ellipsoids in non-Markovian environments
[NO] 161/1428 | Remarks on modules of finite projective dimension
[NO] 162/1428 | Eve-positional languages: putting order into Büchi automata
[NO] 163/1428 | TriPilot-FF: Coordinated Whole-Body Teleoperation with Force Feedback
[NO] 164/1428 | Grouped Stirling complexes
[NO] 165/1428 | AdaTSQ: Pushing the Pareto Frontier of Diffusion Transformers via Temporal-Sensitivity Quantization
[NO] 166/1428 | Framework for (non-)adiabatic chiral state conversion: from non-Hermitian Hamiltonians to Liouvillians
[NO] 167/1428 | Equilibrium contrastive learning for imbalanced image classification
[NO] 168/1428 | Construction of the full logical Clifford group for high-rate quantum Reed-Muller codes using only transversal and fold-transversal gates
[NO] 169/1428 | Scalable and Reliable State-Aware Inference of High-Impact N-k Contingencies
[NO] 170/1428 | Revealing the Challenges of Attention-FFN Disaggregation for Modern MoE Models and Hardware Systems
[NO] 171/1428 | CompSplat: Compression-aware 3D Gaussian Splatting for Real-world Video
[NO] 172/1428 | Cross-Project Flakiness: A Case Study of the OpenStack Ecosystem
[NO] 173/1428 | Dynamical Dark Energy Signatures from a New Transition $Om(z)$ Parametrization in Flat FLRW Cosmology
[NO] 174/1428 | Geometric Analysis of Blind User Identification for Massive MIMO Networks
[NO] 175/1428 | A characterisation of all vertex-transitive finite graphs of connectivity < 5
[NO] 176/1428 | Symmetric preferences, asymmetric outcomes: Tipping dynamics in an open-city segregation model
[NO] 177/1428 | Olaf-World: Orienting Latent Actions for Video World Modeling
[NO] 178/1428 | Learning on the Manifold: Unlocking Standard Diffusion Transformers with Representation Encoders
[YES] 179/1428 | Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning
[NO] 180/1428 | Resummed energy loss in extreme-mass-ratio scattering using critical orbits
[NO] 181/1428 | Theory for enzymatic degradation of semi-crystalline polymer particles
[NO] 182/1428 | Effects of Numerical Resolution on Simulated Cloud-Wind Interactions
[NO] 183/1428 | Beyond a Single Queue: Multi-Level-Multi-Queue as an Effective Design for SSSP problems on GPUs
[NO] 184/1428 | Some conditions implying if P=NP then P=PSPACE
[NO] 185/1428 | Deep Learning for Electricity Price Forecasting: A Review of Day-Ahead, Intraday, and Balancing Electricity Markets
[NO] 186/1428 | Few-particle lepton bound states in variational approach
[NO] 187/1428 | Dark Energy Survey Year 6 Results: Cosmological Constraints from Cosmic Shear
[YES] 188/1428 | Chain of Mindset: Reasoning with Adaptive Cognitive Modes
[NO] 189/1428 | Vendi Novelty Scores for Out-of-Distribution Detection
[NO] 190/1428 | Convergence to equilibrium for a class of coagulation-fragmentation equations without detailed balance
[NO] 191/1428 | The Architecture of Illusion: Network Opacity and Strategic Escalation
[NO] 192/1428 | Conformal Prediction Sets for Instance Segmentation
[NO] 193/1428 | Operational Mass Measurement for Flyby Reconnaissance Missions of Potentially Hazardous Asteroid
[NO] 194/1428 | A Collision-Free Sway Damping Model Predictive Controller for Safe and Reactive Forestry Crane Navigation
[NO] 195/1428 | Optimal Bounds-Only Pruning for Spatial AkNN Joins
[NO] 196/1428 | Doubly Robust Estimation of Desirability of Outcome Ranking (DOOR) Probability with Application to MDRO Studies
[NO] 197/1428 | A Collaborative Safety Shield for Safe and Efficient CAV Lane Changes in Congested On-Ramp Merging
[NO] 198/1428 | ViSpeechFormer: A Phonemic Approach for Vietnamese Automatic Speech Recognition
[NO] 199/1428 | Faster-GS: Analyzing and Improving Gaussian Splatting Optimization
[NO] 200/1428 | Popularity Feedback Constrains Innovation in Cultural Markets
[NO] 201/1428 | Learning to Choose Branching Rules for Nonconvex MINLPs
[NO] 202/1428 | ORCHID: Fairness-Aware Orchestration in Mission-Critical Air-Ground Integrated Networks
[NO] 203/1428 | Online Monitoring Framework for Automotive Time Series Data using JEPA Embeddings
[NO] 204/1428 | The Parameterized Complexity of Geometric 1-Planarity
[NO] 205/1428 | Split Representations and Bubble Resummation for Massive de Sitter Correlators
[NO] 206/1428 | Hydra-Nav: Object Navigation via Adaptive Dual-Process Reasoning
[NO] 207/1428 | Incentive Pareto Efficiency in Monopoly Insurance Markets with Adverse Selection
[NO] 208/1428 | List and total colorings of multiset permutation graphs
[NO] 209/1428 | Statistical-Computational Trade-offs in Learning Multi-Index Models via Harmonic Analysis
[NO] 210/1428 | Doppler Effect: Analyses and Applications in Wireless Sensing and Communications
[NO] 211/1428 | Bladder Vessel Segmentation using a Hybrid Attention-Convolution Framework
[NO] 212/1428 | The Catastrophic Failure of The k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It
[NO] 213/1428 | Safe Feedback Optimization through Control Barrier Functions
[NO] 214/1428 | The Increasing Gap Dynamics in a General Spatial Matching Model
[NO] 215/1428 | A Detailed Study of the Physical and Orbital Characteristics, and Eclipse Timing Variations of the Post Common Envelope Binary DD CrB
[NO] 216/1428 | Operationalizing Human Values in the Requirements Engineering Process of Ethics-Aware Autonomous Systems
[YES] 217/1428 | Focus Session: LLM4PQC -- An Agentic Framework for Accurate and Efficient Synthesis of PQC Cores
[NO] 218/1428 | On the minimum number of entries in a pair of maximal orthogonal partial Latin squares
[NO] 219/1428 | Safeguarding Privacy: Privacy-Preserving Detection of Mind Wandering and Disengagement Using Federated Learning in Online Education
[NO] 220/1428 | The quantum multinomial distribution: a combinatorial formulation of multiphoton interference
[NO] 221/1428 | Stemphonic: All-at-once Flexible Multi-stem Music Generation
[NO] 222/1428 | Schur $σ$-groups of type $(3,3)$ for $p=3$
[NO] 223/1428 | Geometric differentiation of simplicial manifolds
[NO] 224/1428 | Polycontrolled PROPs for Qudit Circuits: A Uniform Complete Equational Theory For Arbitrary Finite Dimension
[YES] 225/1428 | CoFEH: LLM-driven Feature Engineering Empowered by Collaborative Bayesian Hyperparameter Optimization
[NO] 226/1428 | Robust Processing and Learning: Principles, Methods, and Wireless Applications
[NO] 227/1428 | Kelix Technique Report
[NO] 228/1428 | How Do People Quantify Naturally: Evidence from Mandarin Picture Description
[NO] 229/1428 | Investigating the Nested Structure of the Outflow from the Low Luminosity Protostar IRAS 16253-2429 using JWST and ALMA
[NO] 230/1428 | First explicit reciprocity law for unitary Friedberg--Jacquet periods
[NO] 231/1428 | SAKED: Mitigating Hallucination in Large Vision-Language Models via Stability-Aware Knowledge Enhanced Decoding
