[2026-04-07 22:38:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-06
正在获取论文...
[arXiv] 2026-04-06 | Strongly Correlated Superconductivity in Twisted Bilayer Graphene: A Gutzwiller Study
[NO] 40/1614 | Activity Recognition Using mm-Wave Radar and Deep Learning: Prayer Tracker Case Study
[NO] 41/1614 | FlashSAC: Fast and Stable Off-Policy Reinforcement Learning for High-Dimensional Robot Control
[NO] 42/1614 | Disentangling Large-Scale Supply Networks: f-HiCoNE Framework for Flow-Hierarchical Clustering via Combinatorial Hodge Decomposition
[NO] 43/1614 | Multilingual Prompt Localization for Agent-as-a-Judge: Language and Backbone Sensitivity in Requirement-Level Evaluation
[NO] 44/1614 | GAIN: Multiplicative Modulation for Domain Adaptation
[NO] 45/1614 | Joint extreme values of Dirichlet (L)-functions and their logarithmic derivatives
[NO] 46/1614 | Continuous thermochemical sources of AlF molecules
[NO] 47/1614 | DHFP-PE: Dual-Precision Hybrid Floating Point Processing Element for AI Acceleration
[NO] 48/1614 | Bicompact torsion classes and conjectures on brick infinite algebras
[NO] 49/1614 | Weighted $L^2$ theory for the Euclidean Dirac operator in higher dimensions
[YES] 50/1614 | Memory Intelligence Agent
[NO] 51/1614 | ECG Biometrics with ArcFace-Inception: External Validation on MIMIC and HEEDB
[NO] 52/1614 | How can LLMs Support Policy Researchers? Evaluating an LLM-Assisted Workflow for Large-Scale Unstructured Data
[NO] 53/1614 | Resolutions and deformations of cyclic quotient surface singularities
[NO] 54/1614 | MC-GenRef: Annotation-free mammography microcalcification segmentation with generative posterior refinement
[NO] 55/1614 | The Topology of Multimodal Fusion: Why Current Architectures Fail at Creative Cognition
[NO] 56/1614 | Stokes structure of wild difference modules
[NO] 57/1614 | PointTPA: Dynamic Network Parameter Adaptation for 3D Scene Understanding
[NO] 58/1614 | Rethinking Model Efficiency: Multi-Agent Inference with Large Models
[NO] 59/1614 | Uniformly Bounded Cochain Extensions and Uniform Poincaré Inequalities
[NO] 60/1614 | A Frame is Worth One Token: Efficient Generative World Modeling with Delta Tokens
[NO] 61/1614 | Weak Solutions to the Bloch Equations with Distant Dipolar Field
[NO] 62/1614 | Maximally localized modes of a multimode fiber
[NO] 63/1614 | Multiferroicity in the Presence of Exchange Bias: The Case of Spinel CoMn2O4
[NO] 64/1614 | Free-Range Gaussians: Non-Grid-Aligned Generative 3D Gaussian Reconstruction
[NO] 65/1614 | Effects of Spin Fluctuation and Disorder on Topological States of Quasi 2D Ferromagnet Fe1/5CrTe2
[NO] 66/1614 | The Blind Spot of Adaptation: Quantifying and Mitigating Forgetting in Fine-tuned Driving Models
[YES] 67/1614 | The Role of Generator Access in Autoregressive Post-Training
[NO] 68/1614 | Curvature batching gives single-exponential integer quadratic programming
[NO] 69/1614 | Latent Profiles of AI Risk Perception and Their Differential Association with Community Driving Safety Concerns: A Person-Centered Analysis
[NO] 70/1614 | InfBaGel: Human-Object-Scene Interaction Generation with Dynamic Perception and Iterative Refinement
[NO] 71/1614 | E-VLA: Event-Augmented Vision-Language-Action Model for Dark and Blurred Scenes
[NO] 72/1614 | Rapid convergence of tempering chains to multimodal Gibbs measures
[NO] 73/1614 | Study of the molecular Properties of the $P_c$ and $P_{cs}$ States
[NO] 74/1614 | ANX: Protocol-First Design for AI Agent Interaction with a Supporting 3EX Decoupled Architecture
[NO] 75/1614 | Coexistence of CHSH Nonlocality and KCBS Contextuality in a Single Quantum State
[NO] 76/1614 | LiveFact: A Dynamic, Time-Aware Benchmark for LLM-Driven Fake News Detection
[NO] 77/1614 | Diffusion of PeV Cosmic Rays in the Turbulent and Multiphase Interstellar Medium
[NO] 78/1614 | AnyUser: Translating Sketched User Intent into Domestic Robots
[NO] 79/1614 | Rank-Based Sparse Regression in Principal Components Space under Measurement Error
[NO] 80/1614 | Unpacking .zip: A First Look at Domain and File Name Confusion
[NO] 81/1614 | Glueballs, Constituent Gluons and Instantons
[NO] 82/1614 | Forgetting to Witness: Efficient Federated Unlearning and Its Visible Evaluation
[NO] 83/1614 | Multi-Scaled Unscented Kalman Filter
[NO] 84/1614 | A Quantum Search Approach to Magic Square Constraint Problems with Classical Benchmarking
[NO] 85/1614 | Optimal $C^{1,α}$ regularity up to the boundary for fully nonlinear elliptic equations with double phase degeneracy
[NO] 86/1614 | Community Driving-Safety Deterioration as a Push Factor for Public Endorsement of AI Driving Capability
[NO] 87/1614 | Constraining the PeV gamma-ray emission zone of Cygnus X-3 with contemporaneous GeV timing and spectral observations
[NO] 88/1614 | What quantum computer to buy?
[NO] 89/1614 | Your Agent, Their Asset: A Real-World Safety Analysis of OpenClaw
[NO] 90/1614 | Think in Strokes, Not Pixels: Process-Driven Image Generation via Interleaved Reasoning
[NO] 91/1614 | Lighting Up or Dimming Down? Exploring Dark Patterns of LLMs in Co-Creativity
[NO] 92/1614 | Beyond Hard Negatives: The Importance of Score Distribution in Knowledge Distillation for Dense Retrieval
[NO] 93/1614 | Subtleties in non-equilibrium horizon thermodynamics of modified gravity theories
[NO] 94/1614 | Two-Channel Allen-Dynes Framework for Superconducting Critical Temperatures: Blind Predictions Across Five Orders of Magnitude and a Quantum-Metric No-Go Result
[NO] 95/1614 | Gromov-Hausdorff limits of the Chern-Ricci flow on smooth Hermitian minimal models of general type
[NO] 96/1614 | Tschirnhausen bundles of sextic covers of $\mathbb{P}^1$
[NO] 97/1614 | BiST: A Gold Standard Bangla-English Bilingual Corpus for Sentence Structure and Tense Classification with Inter-Annotator Agreement
[NO] 98/1614 | ShieldNet: Network-Level Guardrails against Emerging Supply-Chain Injections in Agentic Systems
[NO] 99/1614 | HandDreamer: Zero-Shot Text to 3D Hand Model Generation using Corrective Hand Shape Guidance
[NO] 100/1614 | Justified or Just Convincing? Error Verifiability as a Dimension of LLM Quality
[NO] 101/1614 | An Alternating Primal Heuristic for Nonconvex MIQCQP with Dynamic Convexification and Parallel Local Branching
[NO] 102/1614 | Structured Causal Video Reasoning via Multi-Objective Alignment
[NO] 103/1614 | Relative Density Ratio Optimization for Stable and Statistically Consistent Model Alignment
[NO] 104/1614 | MolDA: Molecular Understanding and Generation via Large Language Diffusion Model
[NO] 105/1614 | Anomalies in family unification models from bordism classification
[NO] 106/1614 | Compressible Softmax-Attended Language under Incompressible Attention
[YES] 107/1614 | CPT: Controllable and Editable Design Variations with Language Models
[NO] 108/1614 | Profinite tensor powers
[NO] 109/1614 | A comparison of three neodymium atomic data sets for kilonova modeling
[NO] 110/1614 | GROUNDEDKG-RAG: Grounded Knowledge Graph Index for Long-document Question Answering
[NO] 111/1614 | Spatially-Weighted CLIP for Street-View Geo-localization
[NO] 112/1614 | ReFinE: Streamlining UI Mockup Iteration with Research Findings
[NO] 113/1614 | Generation of fission yield covariance matrices and its application in uncertainty analysis of decay heat
[NO] 114/1614 | Adversarial Robustness Analysis of Cloud-Assisted Autonomous Driving Systems
[YES] 115/1614 | Trace-Guided Synthesis of Effectful Test Generators
[NO] 116/1614 | Replacing Gaussian Processes with Neural Networks in Pulsar Timing Array Inference of the Gravitational-Wave Background
[NO] 117/1614 | GENSERVE: Efficient Co-Serving of Heterogeneous Diffusion Model Workloads
[NO] 118/1614 | Light-Bound Transformers: Hardware-Anchored Robustness for Silicon-Photonic Computer Vision Systems
[NO] 119/1614 | Soft Tournament Equilibrium
[YES] 120/1614 | How Well Do Agentic Skills Work in the Wild: Benchmarking LLM Skill Usage in Realistic Settings
[NO] 121/1614 | Hall-Littlewood-positive harmonic functionals on the algebra of symmetric functions
[NO] 122/1614 | Neutron star with dark matter using vector portal
[NO] 123/1614 | MPC and System Identification with Differentiable Physics: Fluid System and Particle Beam Control
[NO] 124/1614 | From NVSS to RACS: Identifying truly Compact and Steep spectrum Radio sources
[YES] 125/1614 | Strengthening Human-Centric Chain-of-Thought Reasoning Integrity in LLMs via a Structured Prompt Framework
[NO] 126/1614 | On the Haagerup property for partial crossed products
[NO] 127/1614 | Minimising Willmore Energy via Neural Flow
[NO] 128/1614 | Boltzmann-Loschmidt dispute reloaded quantum 150 years later
[NO] 129/1614 | Harnessing the VO2 Phase Transition for Automatic Gain Control in Transimpedance Amplifiers
[NO] 130/1614 | Automatically Generating Hard Math Problems from Hypothesis-Driven Error Analysis
[NO] 131/1614 | Vanast: Virtual Try-On with Human Image Animation via Synthetic Triplet Supervision
[NO] 132/1614 | Beyond the Final Actor: Modeling the Dual Roles of Creator and Editor for Fine-Grained LLM-Generated Text Detection
[NO] 133/1614 | LoMa: Local Feature Matching Revisited
[NO] 134/1614 | TriAttention: Efficient Long Reasoning with Trigonometric KV Compression
[NO] 135/1614 | Categorical Perspectives on Chemical Reaction Networks
[NO] 136/1614 | Dominating Set with Quotas: Balancing Coverage and Constraints
[NO] 137/1614 | Morse functions with regular level sets consisting of $2$-dimensional spheres, $2$-dimensional tori, or Klein Bottles
[NO] 138/1614 | FileGram: Grounding Agent Personalization in File-System Behavioral Traces
[NO] 139/1614 | Rethinking Exploration in RLVR: From Entropy Regularization to Refinement via Bidirectional Entropy Modulation
[NO] 140/1614 | Driving Quantum Heat Engines Beyond Classical Limits through Multilevel Coherence
[YES] 141/1614 | StatsClaw: An AI-Collaborative Workflow for Statistical Software Development
[NO] 142/1614 | Tracing the origin of tropical North Atlantic Sargassum blooms to West Africa
[NO] 143/1614 | Beyond the Global Scores: Fine-Grained Token Grounding as a Robust Detector of LVLM Hallucinations
[NO] 144/1614 | Outlier-Robust Nonlinear Moving Horizon Estimation using Adaptive Loss Functions
[NO] 145/1614 | The entropy production is not always monotone in the space-homogeneous Boltzmann equation
[NO] 146/1614 | Modeling the non-Markovian Brownian motion of an optomechanical resonator
[YES] 147/1614 | Assessing Large Language Models for Stabilizing Numerical Expression in Scientific Software
[NO] 148/1614 | A note on Bremner's conjecture and uniformity
[NO] 149/1614 | Do No Harm: Exposing Hidden Vulnerabilities of LLMs via Persona-based Client Simulation Attack in Psychological Counseling
[NO] 150/1614 | MERIT: Multilingual Expert-Reward Informed Tuning for Chinese-Centric Low-Resource Machine Translation
[NO] 151/1614 | On Relative Invariant Subalgebra Rigidity Property
[NO] 152/1614 | Cryptanalysis of the Legendre Pseudorandom Function over Extension Fields
[NO] 153/1614 | Hybrid Fourier Neural Operator for Surrogate Modeling of Laser Processing with a Quantum-Circuit Mixer
[NO] 154/1614 | Plausibility as Commonsense Reasoning: Humans Succeed, Large Language Models Do not
[NO] 155/1614 | Assessment of PLATO Science Performance
[NO] 156/1614 | Selecting Decision-Relevant Concepts in Reinforcement Learning
[YES] 157/1614 | SkillX: Automatically Constructing Skill Knowledge Bases for Agents
[NO] 158/1614 | Galaxy Populations in Groups and Clusters: II. Conditional Luminosity Functions at Redshifts from z ~ 1 to z ~ 0
[YES] 159/1614 | How Far Are We? Systematic Evaluation of LLMs vs. Human Experts in Mathematical Contest in Modeling
[NO] 160/1614 | GPU Acceleration of TFHE-Based High-Precision Nonlinear Layers for Encrypted LLM Inference
[NO] 161/1614 | Exponentially Long Evaporation of Noncommutative Black Hole
[NO] 162/1614 | A comparative study on power delivery aspects of compute-in/near-memory approaches using DRAM
[NO] 163/1614 | Regime Mapping of Oscillatory States in Balanced Spiking Networks with Multiple Time Scales
[NO] 164/1614 | Optimal Lower Bounds for Symmetric Modular Circuits
[NO] 165/1614 | Data-Driven Reachability Analysis with Optimal Input Design
[NO] 166/1614 | Toward Self-Organizing Production Logistics in Circular Factories: A Multi-Agent Approach
[YES] 167/1614 | DeepStack: Scalable and Accurate Design Space Exploration for Distributed 3D-Stacked AI Accelerators
[NO] 168/1614 | AI Trust OS -- A Continuous Governance Framework for Autonomous AI Observability and Zero-Trust Compliance in Enterprise Environments
[NO] 169/1614 | Scaling limit and density conjecture for activated random walk on the complete graph
[YES] 170/1614 | Hallucination Basins: A Dynamic Framework for Understanding and Controlling LLM Hallucinations
[NO] 171/1614 | Fine-Tuning Integrity for Modern Neural Networks: Structured Drift Proofs via Norm, Rank, and Sparsity Certificates
[NO] 172/1614 | Metaphors We Compute By: A Computational Audit of Cultural Translation vs. Thinking in LLMs
[NO] 173/1614 | A Complete Characterization of Convexity in Flow Games
[NO] 174/1614 | Ranking Constraints via Topological Dual-Directional Search in Evolutionary Multi-Objective Optimization
[NO] 175/1614 | Individual and Combined Effects of English as a Second Language and Typos on LLM Performance
[NO] 176/1614 | Don't Waste Bits! Adaptive KV-Cache Quantization for Lightweight On-Device LLMs
[NO] 177/1614 | Transforming Discarded Thermoelectrics into High-Performance HER Catalysts
[NO] 178/1614 | Hardware-Level Governance of AI Compute: A Feasibility Taxonomy for Regulatory Compliance and Treaty Verification
[NO] 179/1614 | MUXQ: Mixed-to-Uniform Precision MatriX Quantization via Low-Rank Outlier Decomposition
[NO] 180/1614 | Who is the author? A legal and normative view of authorship in Generative AI-aided academic works
[NO] 181/1614 | 3D Gaussian Splatting for Annular Dark Field Scanning Transmission Electron Microscopy Tomography Reconstruction
[NO] 182/1614 | Is a Picture Worth a Thousand Words? Adaptive Multimodal Fact-Checking with Visual Evidence Necessity
[NO] 183/1614 | Gap theorems and achirality for automorphisms of K3 surfaces and Enriques surfaces
[NO] 184/1614 | LRC codes over characteristic $2$
[NO] 185/1614 | Towards protein folding pathways by reconstructing protein residue networks with a policy-driven model
[NO] 186/1614 | Healthcare App Design in Low-Resource Contexts: Challenges, Practices, and Opportunities
[YES] 187/1614 | ROSClaw: A Hierarchical Semantic-Physical Framework for Heterogeneous Multi-Agent Collaboration
[NO] 188/1614 | On the transformation of the Maxwell-Boltzmann Distribution to a Power-Law
[NO] 189/1614 | Grokking as Dimensional Phase Transition in Neural Networks
[NO] 190/1614 | On Ambiguity: The case of fraction, its meanings and roles
[NO] 191/1614 | Training-Free Refinement of Flow Matching with Divergence-based Sampling
[NO] 192/1614 | Edge-Oriented Orchestration of Energy Services Using Graph-Driven Swarm Intelligence
[NO] 193/1614 | Effective Bethe Ansatz for Spin-1 Non-integrable Models
[NO] 194/1614 | New Almost Universal Metrics
[NO] 195/1614 | A Convergent Hybridizable Discontinuous Galerkin Method for Einstein--Scalar Equations
[NO] 196/1614 | Computational Microwave Imaging Relying on Orbital Angular Momentum Transmitarrays for Improved Diversity
[NO] 197/1614 | Predictions of Modular Symmetry Fixed Points on Neutrino Masses, Mixing, and Leptogenesis
[NO] 198/1614 | Rigid triaxiality has the SU(3) symmetry: $^{166}$Er as an example
[NO] 199/1614 | On the structure of approximate rings
[YES] 200/1614 | Beyond Fixed Tests: Repository-Level Issue Resolution as Coevolution of Code and Behavioral Constraints
[NO] 201/1614 | Physics-informed automated surface reconstructing via low-energy electron diffraction based on Bayesian optimization
[NO] 202/1614 | Digital Privacy in IoT: Exploring Challenges, Approaches and Open Issues
[NO] 203/1614 | Generative Modeling under Non-Monotonic MAR Missingness via Approximate Wasserstein Gradient Flows
[NO] 204/1614 | PassiveQA: A Three-Action Framework for Epistemically Calibrated Question Answering via Supervised Finetuning
[NO] 205/1614 | NBI-Slurm: Simplified submission of Slurm jobs with energy saving mode
[NO] 206/1614 | Safe and Near-Optimal Gate Control: A Case Study from the Danish West Coast
[NO] 207/1614 | Low-regularity global well-posedness for the Boltzmann equation near vacuum
[NO] 208/1614 | G-EDF-Loc: 3D Continuous Gaussian Distance Field for Robust Gradient-Based 6DoF Localization
[NO] 209/1614 | Pinching Antenna Systems (PASS): Enabling Reconfigurable and Controllable Wireless Channels -- A Comprehensive Survey
