[2026-06-23 23:08:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild
[NO] 581/1964 | Synchronization in coherently and dissipatively coupled spinor polariton time crystals
[NO] 582/1964 | Analyzing Students' Statistics Writing Before and After the Emergence of Large Language Models
[NO] 583/1964 | Ram-pressure signatures in the dwarf irregular galaxy SextansB revealed by deep MeerKAT HI observations
[NO] 584/1964 | AI Scientists as Engines of Discovery: A Case for Development within Reformed Institutions
[NO] 585/1964 | SOAP-Bubbles: Structured Weight Uncertainty for Neural Networks
[NO] 586/1964 | IMAGIN-4D: Image-Guided Controllable Interaction Generation
[NO] 587/1964 | Rising From the Ashes: How Agentic AI is Unblocking Challenges in Cybersecurity
[NO] 588/1964 | Signature McKean-Vlasov stochastic differential equations
[NO] 589/1964 | HERCULES: An Open-Source Simulation Framework for Heterogeneous Multi-Robot SLAM, Collaborative Perception, and Exploration
[NO] 590/1964 | Analysis of Autonomic Regulation in Cancer Survivors During Daily Physical Activity: A Real-World Wearable ECG Study
[NO] 591/1964 | Multi-scale reconstruction of single-ion damage tracks in diamond via nitrogen-vacancy centers
[NO] 592/1964 | Assistron: Bayesian Shared Autonomy with Off-the-shelf Vision-Language-Action Models
[NO] 593/1964 | Foresight: Failure Detection for Long-Horizon Robotic Manipulation with Action-Conditioned World Model Latents
[NO] 594/1964 | Towards time-variant scenario reduction for energy system optimization modeling under uncertainty
[NO] 595/1964 | To select or not to select: predictively consistent priors instead of model selection
[NO] 596/1964 | Hedgementation = Hedgerow Segmentation: A Remote Sensing Benchmark
[NO] 597/1964 | Quantifying the Agreement Between Data-Influence and Data-Similarity to Understand LLM Behavior
[NO] 598/1964 | High-Stability Deformable Mirrors for Correcting Non-Axisymmetric Residual Aberrations in Thermal Compensation of Future Gravitational Wave Interferometers
[NO] 599/1964 | Bicyclic biskew braces
[NO] 600/1964 | Predicate Importance Estimation and Decoupled Rationale-Score Distillation for Entity Alignment
[NO] 601/1964 | Graph-Enhanced Large Language Models for Spatial Search
[NO] 602/1964 | Log-concavity and tunneling: adiabatic quantum optimization for convex functions (with a spike)
[NO] 603/1964 | When Does Intrinsic Self-Correction Help? A Task-Sensitive Analysis
[NO] 604/1964 | Examining AI-generated historical narratives and their reception through the example of history POVs on TikTok
[NO] 605/1964 | Path-dependent Affine Processes
[NO] 606/1964 | DexTeleop-0: Force-Aware Bimanual Dexterous Teleoperation with Ego-Centric Perception towards Shared Autonomy
[NO] 607/1964 | UnBias-Plus: Detect, Explain, and Rewrite Bias
[NO] 608/1964 | Angular Analysis of $B \to D^{*}\ell \barν_{\ell}$ from Lattice and Experiment: $|V_{cb}|$ and New Physics Constraints
[NO] 609/1964 | Litmus: Zero-Label, Code-Driven Metric Specification for Evaluating AI Systems
[NO] 610/1964 | Toward Decarbonization of Chemical Manufacturing: Joint Optimization of Unit Commitment and Microgrid Operations
[NO] 611/1964 | A first-exit proof of Cusick's sum-of-digits conjecture
[NO] 612/1964 | Symbol Rate-Code Rate Trade-offs for IM/DD 200G/400G per Lane LPO Transceivers
[NO] 613/1964 | Detection of actinides in CEMP-rs stars
[NO] 614/1964 | On the accuracy of measurements of electron temperature by Thomson scattering diagnostic in the plasma core of the ITER tokamak
[NO] 615/1964 | A Catalogue of the Lie Amaldi Classification with Structures Identified
[NO] 616/1964 | Polynomial Dice Loss for Medical Image Segmentation
[NO] 617/1964 | Bounding Classical and Quantum Correlations in Bayesian Networks with Quasiprobabilities
[NO] 618/1964 | Adaptive Hard-Soft Physics-Informed Neural Networks for Robust Boundary-Constrained PDE Solving
[NO] 619/1964 | Order-Restricted Bayesian Ordinal Regression for the Modeling of Neuron Degeneration in Caenorhabditis elegans
[NO] 620/1964 | A Relaxed Quadratic-Program-based Framework for Trajectory Tracking of Unicycle Robots with Singularity Avoidance
[NO] 621/1964 | Graded differential polynomial rings
[NO] 622/1964 | Superhuman AI for Generals.io Using Self-Play Reinforcement Learning
[NO] 623/1964 | A Methodology to Quantify Interscale Energy Transfer at Solid Boundaries
[NO] 624/1964 | When Staking Rewards Compound: Measuring the Impact of Ethereum's Pectra Upgrade
[NO] 625/1964 | Galactic Cosmic Ray Transport in the Giant Circumgalactic Medium Halo
[NO] 626/1964 | Uncertainty-based Debiasing and Unlearning for Decontamination
[NO] 627/1964 | The Anatomy of the CTC Oracle Gap: Acoustic Exhaustion and Linguistic Recovery
[NO] 628/1964 | Step-Edge Passivation and Quantitative Raman Mapping of Transfer Quality in Aligned Graphene Nanoribbons
[NO] 629/1964 | EHR-Complex: Benchmarking Medical Agents for Complex Clinical Reasoning
[NO] 630/1964 | URecJPQ: Memory-efficient Multimodal Recommendation Models through RecJPQ in Large-Scale Scenarios
[NO] 631/1964 | Fibredness of 3-manifolds is in NP
[NO] 632/1964 | BoxCtrl: 3D-Aware Visual Prompting for Geometric Image Editing
[NO] 633/1964 | On Ulam's Segment Motion Problem
[NO] 634/1964 | Conceptual Design of an Ecosystem for Real Farm Data Collection toward Agricultural AI Foundation Models
[NO] 635/1964 | Wireless Personal Agent: Extending Wireless Intelligence from Networks to Terminals
[NO] 636/1964 | SteerVTE: Seamless Video Text Editing with Style and Glyph Control
[NO] 637/1964 | Spiral Domains and Lavaurs-Type Renormalization for Parabolic Germs of $\mathbb{C}^2$
[NO] 638/1964 | Predator-associated cues promote host riding, and coupling to mobile hosts improves survival in an epizoic limpet
[NO] 639/1964 | SPADE: Structure-Prior Adaptive Decision Estimation
[NO] 640/1964 | MuPPET: A Benchmark for Contextual Privacy of LLM Assistants in Multi-Party Conversations
[NO] 641/1964 | Universal Interatomic Potentials as Configuration-Space Generators for One-Shot and Iterative Fine-Tuning of Ab Initio-Accurate Material-Specific Models
[NO] 642/1964 | Turing-region preservation in matrix-oriented splitting methods for reaction-diffusion systems
[NO] 643/1964 | CFPO: Counterfactual Policy Optimization for Multimodal Reasoning
[NO] 644/1964 | Bridge the Gaps: Heterogeneous Attributed Graph Clustering via Quaternion Representation Learning
[NO] 645/1964 | Improving Long-Context Retrieval with Multi-Prefix Embedding
[NO] 646/1964 | Application of Machine Learning for the Identification of 2D Colloidal Assemblies: A Case Study on Particles of Distinct Shapes
[NO] 647/1964 | AI-driven Optimisation of Quality of Recovery (QoR) in Remote Patient Monitoring
[NO] 648/1964 | Recollements of Triangulated Categories and the Singularity Category of a Triangular Matrix Category
[NO] 649/1964 | Thermodynamic inference from noisy single-molecule time series
[NO] 650/1964 | RECALL: Recovery Experience Collection for Active Lifelong Learning in Vision-Language-Action Models
[NO] 651/1964 | A quantum algorithm for one-shot signatures
[NO] 652/1964 | Vera: A Layered Diffusion Model for Content-Preserving Video Editing
[NO] 653/1964 | Virtual Surjection and the $n$-$(n+1)$-$(n+2)$ Theorem for Profinite Groups
[NO] 654/1964 | Two-Stage Optimization for Dynamic Line Rating and Energy Storage Deployment
[NO] 655/1964 | Decentralized Autonomous Traffic Management through Corridor Networks
[NO] 656/1964 | Cubic Jordan algebras are not a series
[NO] 657/1964 | Skewness tunes the small-drift record rate of random walks and Lévy flights
[NO] 658/1964 | Affine quantization of the dynamical Reissner--Nordström region
[NO] 659/1964 | The location of the largest exponential spacing and Euler's generalized pentagonal numbers
[NO] 660/1964 | Structure-Aware Variance Reduction for Unbiased Randomized Hamiltonian Simulation
[NO] 661/1964 | Sensor-Stack Limits on Contactless In-Bed Body Position: A 20-Subject Multimodal Radar + Thermal LOSO Characterization
[NO] 662/1964 | An Open-Source LFSR-Based Stochastic Leaky Integrate-and-Fire Neuron in SkyWater 130 nm: Design, Stochastic Characterisation, and Rate Coding
[NO] 663/1964 | Composition: Building Community with Arts, Math, and Code (Experience Report)
[NO] 664/1964 | Scaling State-Space Models from Lines to Paragraphs: An Ablation of Mamba-based OCR
[NO] 665/1964 | DSWIM:Efficient and Stable Deterministic Computation of Warm Inflation Perturbations
[NO] 666/1964 | Arbor: Explicit Geometric Conditioning for Controllable 3D Asset Generation
[NO] 667/1964 | Source-Free Detection and Impact Analysis of Compiler Optimization Problems in Mobile Applications
[NO] 668/1964 | Variance or Standard Deviation? Shell Geometry and Global-Scale Priors in High-Dimensional Shrinkage
[NO] 669/1964 | Projection-Based Reconstruction for Achieving High-Order Accuracy from Low-Order DGSEM Simulations
[NO] 670/1964 | High-quality single crystals of the kagome metals Ni$_3$In and Ni$_3$Sn grown from Pb flux
[NO] 671/1964 | Anomalous charge density wave in a two-dimensional superatomic superconductor
[NO] 672/1964 | CADRE: Stable, Parameter Efficient Adaptation of Medical Vision Language Models with Bounded Forgetting and Prior Drift
[NO] 673/1964 | From Reconstruction to Decision: A Post-Encoder Plug-in Adapter for Curvilinear Segmentation
[NO] 674/1964 | Continuity equations in the Generalised Lagrangian Mean theory
[NO] 675/1964 | Magnetic-Free Quantum Interference and Universal Josephson Diode Effect Driven by a Supercurrent Gauge Field
[NO] 676/1964 | On Two Approaches to Cluster Structures on Partial Flag Varieties
[NO] 677/1964 | C^2GR: Coupled Comprehensive Generative Replay for a Continually Learnable Universal Segmentation Model
[NO] 678/1964 | High performance construction materials fracture and high cycle fatigue assessment based on accelerated PF-CZM
[NO] 679/1964 | Boolean degree one functions on the Grassmann scheme
[NO] 680/1964 | NLO Angular Impulse and Leading Singularities to all orders in spin for Kerr Black Holes
[NO] 681/1964 | Sort-Stratified Semantics for Temporal Conflict Detection in ODRL Policies
[NO] 682/1964 | Cross-Architectural Mixture-of-Experts with Adaptive Soft Routing for Plant Leaf Disease Classification
[NO] 683/1964 | The Expected Number of Pairwise Stable Networks
[NO] 684/1964 | When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents
[NO] 685/1964 | MythraGen: Two-Stage Retrieval Augmented Art Generation Framework
[NO] 686/1964 | Bianchi groups and automorphisms of rank-four $K3$ surfaces
[NO] 687/1964 | Intent-Governed Tool Authorization for AI Agents
[NO] 688/1964 | Intend, Reflect, Refine: An Adaptive Multimodal Reflection Framework for Autonomous Driving
[YES] 689/1964 | Agent-as-a-Router: Agentic Model Routing for Coding Tasks
[NO] 690/1964 | Explainable AI in Speaker Recognition -- Attention Map Visualisation and Evaluation
[NO] 691/1964 | Learning Graphs through Continuous Information Entropy Fields
[NO] 692/1964 | IViT: A Novel Interpretable Visual Transformer for Skin Disease Detection
[NO] 693/1964 | On a generalized incompressible model in two dimensions
[NO] 694/1964 | PHOEBI: An Open-World Benchmark for Bacterial Identification in Phase-Contrast Microscopy
[NO] 695/1964 | Partial-twuality polynomial interpolation for binary delta-matroids
[NO] 696/1964 | CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents
[NO] 697/1964 | DJM: Compact Base Meshes for Displacement Mapping using Triangle Jacobians
[NO] 698/1964 | Testing the Generalization and Domain Stability of Compact Feature Representations for Photometric Supernova Classification
[NO] 699/1964 | DynamicMem: A Long-Horizon Memory Benchmark in Real-World Settings
[NO] 700/1964 | When AUC 0.998 Is Not Enough: A Candidate Evaluation Protocol for Hidden-State Probes of Indirect Prompt Injection in Multimodal Computer-Use Agents
[NO] 701/1964 | Locally conservative redistribution limiting and applications to the approximation of conservation equations, Part II
[NO] 702/1964 | Cloak: Zero-Shot Cross-Embodiment Manipulation by Masking the End-Effector from the VLA
[NO] 703/1964 | OrthoMotion:Disentangling Camera and Subject Motion via Geometry Semantics Orthogonal Attention
[NO] 704/1964 | The Urban-Rural Divide in the Age of Artificial Intelligence: Assessing the Effects of Technology and Automation on Regional Labor Markets
[NO] 705/1964 | DBT-Bleed: Dual-Branch Temporal Modeling with Key-Frame Selection for Surgical Bleeding Detection
[NO] 706/1964 | A Conservative Time-Accurate Local Time-Stepping DG Scheme Based on a Weakly Compressible Model for Unsteady Low-Mach-Number Flows
[NO] 707/1964 | Policy-as-Data: Learning Generalizable HOI Diffusion Models from Simulated Physics
[NO] 708/1964 | Measuring Behavior Portability in Large Language Models
[NO] 709/1964 | Semiparametric Efficiency Theory as Differential Calculus on a Space of Probability Distributions
[NO] 710/1964 | Pricing the Unpriced Asset: A Standards-Based Method for Valuing Enterprise Data under IAS 38 and IAS 2
[NO] 711/1964 | Black Hole Occupation Fraction: Dependence on Black Hole Mass Threshold, Environment, Resolution and Redshift
[NO] 712/1964 | Endogenous Randomness from Adversarial Market Learning
[NO] 713/1964 | A Closed Image Characterization of Locally Finite Groups via Linear Cellular Automata
[NO] 714/1964 | GroundEval: A Deterministic Replacement for LLM-as-Judge in Stateful Agent Evaluation
[NO] 715/1964 | Lifting E-Graphs: A Function Isn't a Constant
[NO] 716/1964 | Protecting Qubits from Purcell Decay via Permanent Dipoles
[NO] 717/1964 | When Confidence Takes the Wrong Path: Diagnosing Retrieval-State Lock-In in RAG
[NO] 718/1964 | Normalized solutions for a nonlinear Dirac equation with an inhomogeneous nonlinearity
[NO] 719/1964 | Hyperbolic solitons on trans-Sasakian space forms and its submanifolds
[YES] 720/1964 | Position: Correct Answer, Wrong Mechanism -- When AI Scientists Defend General Claims Their Own Data Contradicts
[NO] 721/1964 | Betti-Whittaker periods of the contragredient representations for $\textrm{GL}(n)$
[NO] 722/1964 | Recent Hadron Spectroscopy Results from the Belle and Belle II experiments
[NO] 723/1964 | Bihamiltonian structure of the $(n,1)$-type rational reductions of the 2D-Toda hierarchy
[NO] 724/1964 | Performance Evaluation of Selection Strategies for Inter-Satellite Paths in Walker-Delta Constellations
[NO] 725/1964 | Managing Procedural Memory in LLM Agents: Control, Adaptation, and Evaluation
