[2026-04-03 22:34:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-02
正在获取论文...
[arXiv] 2026-04-02 | Sensitivity analysis for stopping criteria with application to organ transplantations
[NO] 113/1842 | Femtoscopy of Strange Baryons in Heavy-ion Collisions at RHIC-STAR
[NO] 114/1842 | What Do Claim Verification Datasets Actually Test? A Reasoning Trace Analysis
[NO] 115/1842 | ThinknCheck: Grounded Claim Verification with Compact, Reasoning-Driven, and Interpretable Models
[NO] 116/1842 | MonoSAOD: Monocular 3D Object Detection with Sparsely Annotated Label
[YES] 117/1842 | Contextualizing Sink Knowledge for Java Vulnerability Discovery
[NO] 118/1842 | Grounding AI-in-Education Development in Teachers' Voices: Findings from a National Survey in Indonesia
[NO] 119/1842 | RefinementEngine: Automating Intent-to-Device Filtering Policy Deployment under Network Constraints
[YES] 120/1842 | OSCAR: Orchestrated Self-verification and Cross-path Refinement
[NO] 121/1842 | NEMESIS: Noise-suppressed Efficient MAE with Enhanced Superpatch Integration Strategy
[NO] 122/1842 | On Relative Ulrich Bundle and Generalized Clifford Algebra
[YES] 123/1842 | MM-ReCoder: Advancing Chart-to-Code Generation with Reinforcement Learning and Self-Correction
[YES] 124/1842 | Learning from the Right Rollouts: Data Attribution for PPO-based LLM Post-Training
[NO] 125/1842 | Chiral Superconductivity in Periodically Driven Altermagnet/Superconductor Heterostructures
[YES] 126/1842 | ThinkTwice: Jointly Optimizing Large Language Models for Reasoning and Self-Refinement
[NO] 127/1842 | Single-Pass Streaming CSPs via Two-Tier Sampling
[NO] 128/1842 | When is cumulative dose response monotonic? Analysis of incoherent feedforward motifs
[NO] 129/1842 | Does Your Optimizer Care How You Normalize? Normalization-Optimizer Coupling in LLM Training
[NO] 130/1842 | ZEUS: Accelerating Diffusion Models with Only Second-Order Predictor
[NO] 131/1842 | Prototype-Based Low Altitude UAV Semantic Segmentation
[NO] 132/1842 | Accelerated Patient-Specific Hemodynamic Simulations with Hybrid Physics-Based Neural Surrogates
[NO] 133/1842 | Anomalous scaling in redirection networks
[NO] 134/1842 | Geometric origin of the cosmological constant from Einstein-Chern-Simons gravity compactified to four dimensions
[NO] 135/1842 | Read More, Think More: Revisiting Observation Reduction for Web Agents
[NO] 136/1842 | Validating Computational Markers of Depressive Behavior: Cross-Linguistic Speech-Based Depression Detection with Neurophysiological Validation
[NO] 137/1842 | A Determinantal Approach to a Sharp $\ell^1-\ell^\infty-\ell^2$ Norm Inequality
[NO] 138/1842 | Why Instruction-Based Unlearning Fails in Diffusion Models?
[NO] 139/1842 | On Integral Linear Constraints on Convex Cones
[NO] 140/1842 | Feedforward Density-Driven Optimal Control for Tracking Time-Varying Distributions with Guaranteed Stability
[NO] 141/1842 | Identifying and Estimating Causal Direct Effects Under Unmeasured Confounding
[NO] 142/1842 | The Weak Signal Cultivation Model: A Human-Centric Framework for Frontline Risk Detection, Signal Tracking, and Proactive Organizational Resilience
[YES] 143/1842 | MOVis: A Visual Analytics Tool for Surfacing Missed Patches Across Software Variants
[NO] 144/1842 | Impacts of Voids, Line of Sight Interactions, and Local Emission Environment on Detectability of Gamma-Ray AGN
[NO] 145/1842 | Cesàro summability of Hölder functions and Talbot effect on rank one Riemannian symmetric spaces of compact type
[NO] 146/1842 | Lemniscate phase trajectories for high-fidelity GHZ state preparation in trapped-ion chains
[NO] 147/1842 | AdamFlow: Adam-based Wasserstein Gradient Flows for Surface Registration in Medical Imaging
[NO] 148/1842 | Unifying Group-Relative and Self-Distillation Policy Optimization via Sample Routing
[NO] 149/1842 | GECAM discovery of a peculiar magnetar X-ray burst (MXB 221120) from SGR J1935+2154 associated with a fast radio burst
[NO] 150/1842 | Retrieval-Augmented Question Answering over Scientific Literature for the Electron-Ion Collider
[NO] 151/1842 | Best-Arm Identification with Noisy Actuation
[NO] 152/1842 | SPAR: Single-Pass Any-Resolution ViT for Open-vocabulary Segmentation
[NO] 153/1842 | Search for dark photons at future e$^+$e$^-$ colliders
[NO] 154/1842 | UAV-Track VLA: Embodied Aerial Tracking via Vision-Language-Action Models
[NO] 155/1842 | Fluid perturbations from expanding bubbles in first-order phase transitions
[NO] 156/1842 | Generative AI Spotlights the Human Core of Data Science: Implications for Education
[NO] 157/1842 | Do Emotions in Prompts Matter? Effects of Emotional Framing on Large Language Models
[NO] 158/1842 | Subquadratic Counting via Perfect Marginal Sampling
[NO] 159/1842 | Explicit constructions of mutually unbiased bases via Hadamard matrices
[NO] 160/1842 | On the Convexity of the Solution Set of Linear Complementarity Problem over Tensor Spaces
[NO] 161/1842 | Gravitational null rays: Covariant Quantization and the Dressing Time
[NO] 162/1842 | When to ASK: Uncertainty-Gated Language Assistance for Reinforcement Learning
[NO] 163/1842 | High-bandwidth Coherence Cloning using Optical-Phase-Locking Feedforward
[NO] 164/1842 | Universal Hypernetworks for Arbitrary Models
[NO] 165/1842 | Phase estimation with autoregressive padding (PEAP): addressing inaccuracies and biases in EEG analysis
[NO] 166/1842 | Prosodic ABX: A Language-Agnostic Method for Measuring Prosodic Contrast in Speech Representations
[NO] 167/1842 | Beyond Logit Adjustment: A Residual Decomposition Framework for Long-Tailed Reranking
[NO] 168/1842 | Nonparametric regression of spatio-temporal data using infinite-dimensional covariates
[NO] 169/1842 | Hedging market risk and uncertainty via a robust portfolio approach
[NO] 170/1842 | Mining Instance-Centric Vision-Language Contexts for Human-Object Interaction Detection
[NO] 171/1842 | IndoorCrowd: A Multi-Scene Dataset for Human Detection, Segmentation, and Tracking with an Automated Annotation Pipeline
[NO] 172/1842 | Steerable Visual Representations
[NO] 173/1842 | A floating body with no preferred orientation: an experimental realization
[NO] 174/1842 | Non-minimally coupled quintessence with sign-switching interaction
[NO] 175/1842 | CoRegOVCD: Consistency-Regularized Open-Vocabulary Change Detection
[YES] 176/1842 | Mitigating Implicit Inconsistencies in Patch Porting
[NO] 177/1842 | BBC: Improving Large-k Approximate Nearest Neighbor Search with a Bucket-based Result Collector
[NO] 178/1842 | MAVFusion: Efficient Infrared and Visible Video Fusion via Motion-Aware Sparse Interaction
[NO] 179/1842 | Optimization Opportunities for Cloud-Based Data Pipeline Infrastructures
[NO] 180/1842 | Qiana: A First-Order Formalism to Quantify over Contexts and Formulas with Temporality
[NO] 181/1842 | A Self supervised learning framework for imbalanced medical imaging datasets
[NO] 182/1842 | PAC-Bayesian Reward-Certified Outcome Weighted Learning
[NO] 183/1842 | Rethinking Representations for Cross-Domain Infrared Small Target Detection: A Generalizable Perspective from the Frequency Domain
[NO] 184/1842 | Quantum-Inspired Geometric Classification with Correlation Group Structures and VQC Decision Modeling
[NO] 185/1842 | A new framework for atom-resolved decomposition of second-harmonic generation in nonlinear-optical crystals
[NO] 186/1842 | Mitigation of Incoherent Spectral Lines via Adaptive Coherence Analysis for Continuous Gravitational-Wave Searches
[NO] 187/1842 | Universal critical timescales in slow non-Hermitian dynamics
[NO] 188/1842 | SURE: Synergistic Uncertainty-aware Reasoning for Multimodal Emotion Recognition in Conversations
[NO] 189/1842 | A Weak Notion of Symmetry for Dynamical Systems
[NO] 190/1842 | On the uncertainty from the first-stage estimation of prognostic covariate adjustment in randomized controlled trials
[NO] 191/1842 | Phonon Thermal Hall Effect in quartz and its absence in silica
[NO] 192/1842 | Combating Data Laundering in LLM Training
[NO] 193/1842 | Sharp spectral estimates for free boundary problems arising in plasma physics
[NO] 194/1842 | When does learning pay off? A study on DRL-based dynamic algorithm configuration for carbon-aware scheduling
[NO] 195/1842 | Symmetries and Critical Dimensions of Tensionless Branes
[NO] 196/1842 | GeoAI Agency Primitives
[NO] 197/1842 | Free rigid commutative algebras
[NO] 198/1842 | Towards the $p$-adic Hodge parameters in semistable representations of $\mathrm{GL}_n(\mathrm{Q}_p)$
[NO] 199/1842 | CANDI: Curated Test-Time Adaptation for Multivariate Time-Series Anomaly Detection Under Distribution Shift
[NO] 200/1842 | Investigating Permutation-Invariant Discrete Representation Learning for Spatially Aligned Images
[NO] 201/1842 | Ranking-Guided Semi-Supervised Domain Adaptation for Severity Classification
[NO] 202/1842 | Language-Pretraining-Induced Bias: A Strong Foundation for General Vision Tasks
[NO] 203/1842 | STRIVE: Structured Spatiotemporal Exploration for Reinforcement Learning in Video Question Answering
[NO] 204/1842 | The scaling Pomeron
[NO] 205/1842 | Gruenberg-Kegel graphs with four edges of finite solvable cut groups
[NO] 206/1842 | Morphoelastic Growth in the Presence of Nutrients at Small Strains
[NO] 207/1842 | Bond-Length-Driven Magnetic Transition in Quasi-One-Dimensional CrSb$X_3$ ($X$=S, Se)
[NO] 208/1842 | Multi-Mode Pinching-Antenna Systems: Polarization-Aware Full-Wave Modeling and Optimization
[NO] 209/1842 | Bridging Deep Learning and Integer Linear Programming: A Predictive-to-Prescriptive Framework for Supply Chain Analytics
[NO] 210/1842 | State-constrained optimal control of the continuity equation and infinite-dimensional viscosity solutions
[NO] 211/1842 | FSKD: Monocular Forest Structure Inference via LiDAR-to-RGBI Knowledge Distillation
[NO] 212/1842 | FourierMoE: Fourier Mixture-of-Experts Adaptation of Large Language Models
[NO] 213/1842 | T5Gemma-TTS Technical Report
[NO] 214/1842 | Spike-PTSD: A Bio-Plausible Adversarial Example Attack on Spiking Neural Networks via PTSD-Inspired Spike Scaling
[NO] 215/1842 | Ultrasound-CLIP: Semantic-Aware Contrastive Pre-training for Ultrasound Image-Text Understanding
[NO] 216/1842 | Unifying UAV Cross-View Geo-Localization via 3D Geometric Perception
[NO] 217/1842 | Detecting Toxic Language: Ontology and BERT-based Approaches for Bulgarian Text
[YES] 218/1842 | AeroTherm-GPT: A Verification-Centered LLM Framework for Thermal Protection System Engineering Workflows
[NO] 219/1842 | Koopman-Based Nonlinear Identification and Adaptive Control of a Turbofan Engine
[NO] 220/1842 | LiteInception: A Lightweight and Interpretable Deep Learning Framework for General Aviation Fault Diagnosis
[NO] 221/1842 | End-to-End Shared Attention Estimation via Group Detection with Feedback Refinement
[NO] 222/1842 | Rigidity of the timelike marked length spectrum and length-twist coordinates of singular de-Sitter tori
[NO] 223/1842 | CV-18 NER: Augmented Common Voice for Named Entity Recognition from Arabic Speech
[NO] 224/1842 | On the intersection of $\mathfrak{F}$-maximal subgroups of a finite group
[NO] 225/1842 | Computing the Exact Pareto Front in Average-Cost Multi-Objective Markov Decision Processes
[NO] 226/1842 | Grey-Box Bayesian Optimization for ISAC in Fluid-Antenna Assisted Air-Ground Network
[NO] 227/1842 | Power laws, anisotropy and center-of-mass conservation in mass transport processes
[NO] 228/1842 | One can almost never hear the shape of a digraph
[NO] 229/1842 | Transformer-Accelerated Interpolated Data-Driven Reachability Analysis from Noisy Data
[NO] 230/1842 | Definitive Assessment of the Accuracy, Variationality, and Convergence of Relativistic Coupled Cluster and Density Matrix Renormalization Group in 100-Orbital Space
[NO] 231/1842 | Stable and Efficient Algorithms for the Fermion Determinant
[NO] 232/1842 | Cross-Modal Visuo-Tactile Object Perception
[NO] 233/1842 | Topographic Modulation of Martian Near-Surface Winds: Insights from Perseverance Measurements and CFD Modeling in Jezero Crater
[NO] 234/1842 | Boundedness and decay for the conformal wave equation in Schwarzschild-AdS under dissipative boundary conditions
[NO] 235/1842 | Constrained Quantum Optimization via Iterative Warm-Start XY-Mixers
[NO] 236/1842 | Photonic qubit encoding interconversion for heterogeneous quantum networking
[NO] 237/1842 | Isometric rigidity and Fraïssé properties of Orlicz sequence spaces
[NO] 238/1842 | PLUME: Latent Reasoning Based Universal Multimodal Embedding
[NO] 239/1842 | Fixed-time-stable ODE Representation of Lasso
[NO] 240/1842 | CompassAD: Intent-Driven 3D Affordance Grounding in Functionally Competing Objects
[NO] 241/1842 | Ouroboros: Dynamic Weight Generation for Recursive Transformers via Input-Conditioned LoRA Modulation
[NO] 242/1842 | BidirLM: From Text to Omnimodal Bidirectional Encoders by Adapting and Composing Causal LLMs
[NO] 243/1842 | Stable Hermite transforms via the Golub-Welsch algorithm
[NO] 244/1842 | Rare-Aware Autoencoding: Reconstructing Spatially Imbalanced Data
[NO] 245/1842 | Balancing Morality and Economics: Population Games with Herding and Inertia
[YES] 246/1842 | Why Gaussian Diffusion Models Fail on Discrete Data?
[NO] 247/1842 | Systematic Analyses of Reinforcement Learning Controllers in Signalized Urban Corridors
[NO] 248/1842 | Optimizing Interventions for Agent-Based Infectious Disease Simulations
[NO] 249/1842 | Test-Time Adaptation for Height Completion via Self-Supervised ViT Features and Monocular Foundation Models
[YES] 250/1842 | Apriel-Reasoner: RL Post-Training for General-Purpose and Efficient Reasoning
[NO] 251/1842 | ProDiG: Progressive Diffusion-Guided Gaussian Splatting for Aerial to Ground Reconstruction
[NO] 252/1842 | How and why does deep ensemble coupled with transfer learning increase performance in bipolar disorder and schizophrenia classification?
[NO] 253/1842 | Resetting optimized competitive first-passage outcomes in non-Markovian systems
[NO] 254/1842 | Interactive Tracking: A Human-in-the-Loop Paradigm with Memory-Augmented Adaptation
[NO] 255/1842 | Determining $\mathbb R$-Rank in Semisimple Lie Groups via uniform approximate Lattice arising as Regular Model Sets
[NO] 256/1842 | Ego-Grounding for Personalized Question-Answering in Egocentric Videos
[NO] 257/1842 | Human-Guided Reasoning with Large Language Models for Vietnamese Speech Emotion Recognition
[NO] 258/1842 | High-resolution ultra-low-field MRI with SNRAware denoising
[NO] 259/1842 | Chung-type laws of the iterated logarithm for $m$-fold weighted integrated fractional processes
[NO] 260/1842 | Dehn filling and the knot group II: Ubiquity of persistent elements
[NO] 261/1842 | A Graph Neural Network Approach for Solving the Ranked Assignment Problem in Multi-Object Tracking
[NO] 262/1842 | Electrochemical doping in H-terminated diamond films: Impact of O-functionalization and insights from in-situ Raman spectro electrochemistry
[NO] 263/1842 | MiCA Learns More Knowledge Than LoRA and Full Fine-Tuning
[NO] 264/1842 | From Understanding to Erasing: Towards Complete and Stable Video Object Removal
[NO] 265/1842 | Quantum-Information Measure of Electron Localization
[NO] 266/1842 | AromaGen: Interactive Generation of Rich Olfactory Experiences with Multimodal Language Models
[NO] 267/1842 | Isolated extended states and anomalous critical behavior in the generalized SSH model
[NO] 268/1842 | LivingWorld: Interactive 4D World Generation with Environmental Dynamics
[NO] 269/1842 | Fragile Reasoning: A Mechanistic Analysis of LLM Sensitivity to Meaning-Preserving Perturbations
[NO] 270/1842 | DWDP: Distributed Weight Data Parallelism for High-Performance LLM Inference on NVL72
[NO] 271/1842 | CRaFT: Circuit-Guided Refusal Feature Selection via Cross-Layer Transcoders
[YES] 272/1842 | Assertain: Automated Security Assertion Generation Using Large Language Models
[NO] 273/1842 | Simulation and Analysis of Multifractional Stochastic Processes with R Package Rmfrac
[NO] 274/1842 | Thinking While Listening: Fast-Slow Recurrence for Long-Horizon Sequential Modeling
[YES] 275/1842 | AI-Assisted Hardware Security Verification: A Survey and AI Accelerator Case Study
[NO] 276/1842 | Boosting Vision-Language-Action Finetuning with Feasible Action Neighborhood Prior
[NO] 277/1842 | VideoZeroBench: Probing the Limits of Video MLLMs with Spatio-Temporal Evidence Verification
