[2026-06-13 23:04:29] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-12
正在获取论文...
[ACM] 2026-6-12 | On the Node-Averaged Complexity of Locally Checkable Problems on Trees
[NO] 171/1000 | "It became a self-fulfilling prophecy”: How Lived Experiences are Entangled with AI Predictions in Menstrual Cycle Tracking Apps
[NO] 172/1000 | A Novel Identification and Measurement Method for Transient External Heat Flux in Lunar Orbit
[NO] 173/1000 | AI Applications in Information Systems and Their Role in Supporting Organizational Decision-Making: A Study on Jordanian Institutions
[NO] 174/1000 | Entrepreneurial Culture in the Age of Artificial Intelligence: A Strategic Framework for Sustainable Development in the Mena Region
[NO] 175/1000 | Cyber Range for Cybersecurity Research in Digital Substation Networks
[NO] 176/1000 | On the Convergence, Implicit Bias, and Edge of Stability of Gradient Descent in Deep Learning: Reviewing recent progress [Special Issue on the Mathematics of Deep Learning]
[NO] 177/1000 | Maximum Versoria Criterion Based Filtering for Robust SINS/GNSS Integration
[NO] 178/1000 | Cross-Attention-Based Intelligent Video Temporal Grounding for CCTV-Based Crime Identification in Smart Cities
[NO] 179/1000 | Explainable AI for Smart Irrigation using Soil Moisture and Climate Data
[NO] 180/1000 | Development of a GIS Methodology for Assessing the Environmental Safety of Urbanized Territories
[NO] 181/1000 | Self-Supervised Meta-Adaptive Multimodal Graph Attention Learning for Clinical Decision Support
[NO] 182/1000 | Lunar Regolith Volatile Induction Heating Extraction Device: Design and Validation
[NO] 183/1000 | Configuration Design and Planning Algorithms for Modular Robots in On-Orbit Assembly
[NO] 184/1000 | Real-Time Torque Gap Compensation for Electric Cars On Rough Terrain
[NO] 185/1000 | Deep Reinforcement Learning-based Link Optimization in MANETs over Time-Varying Fading Channels
[NO] 186/1000 | SafeBeat Rx—Moving ECG AI Beyond Diagnostics to Recommending Treatment
[NO] 187/1000 | An Explainable and Uncertainty-Aware Deep Learning Framework for Histopathological Breast Cancer Detection
[NO] 188/1000 | An Explainable Retrieval-Augmented AI Framework for Detecting Food and Nutrition Misinformation
[NO] 189/1000 | Engineering Education on Professional Curriculum Practical Computer Science
[NO] 190/1000 | Adaptive Admittance Control for Conflict-free Climbing of a Dual-arm Robot in Space Stations
[NO] 191/1000 | Eye Focused Efficientnetb3 for Lightweight and Accurate Crossed Versus Normal Eye Classification
[NO] 192/1000 | An Empirical Study of Version-Control and Validation Workflows for Enterprise AI Systems
[NO] 193/1000 | Toward Lived Metaphor: Exploring AR-Based Visual Metaphors for Instructing and Learning Embodied Knowledge in Aikido Practice
[NO] 194/1000 | Rethinking Pedagogical Relationships in the Presence of Social Robots
[NO] 195/1000 | ConSearcher: Supporting Conversational Information Seeking in Online Communities with Member Personas
[NO] 196/1000 | From See to Shield: ML-Assisted Fine-Grained Access Control for Visual Data: Data/Toolset Paper
[NO] 197/1000 | A Case Study on the Impact of Anonymization Along the RAG Pipeline
[NO] 198/1000 | An Intelligent UPI Fraud Detection Framework Using Machine Learning for Secure Digital Payments
[NO] 199/1000 | Preface
[NO] 200/1000 | FBG-Based Wearable Sensors for Healthcare 4.0: A System-Level Review with AI, Generative AI, and XAI Integration
[NO] 201/1000 | Matching Comes First: Efficient Certificateless Lattice-Based Bilateral Access Control with On-Demand Matching
[NO] 202/1000 | Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI
[NO] 203/1000 | Adaptive Endmember Bundle Extraction with a Modified Differential Evolution Algorithm for Addressing Spectral Variability in Geology-1 Hyperspectral Imagery
[NO] 204/1000 | MMDOK: A Multi-modal and Multi-scale Disease-oriented Fusion Framework with Kolmogorov-Arnold Networks
[NO] 205/1000 | Agent
                    <i>xG</i>
                    Core: Agentic AI for Next-Generation Mobile Core Network
[NO] 206/1000 | Nanoporous design for enhancing full-band solar-blind absorption in Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    photodetectors
[NO] 207/1000 | Tractable Approximation of Labeled Multi-Object Posterior Densities
[NO] 208/1000 | IEEE Fedback
[NO] 209/1000 | Text-Driven Relation Manipulation of Diffusion Imagery
[NO] 210/1000 | Virtual Ambidextrous Hand Control: An Interaction Framework for Amplified Bimanual Coordination in Virtual Reality
[NO] 211/1000 | Sensing Wishlists: A Prospective Design Approach to the Making of Fashion Consumption Technologies
[NO] 212/1000 | Yuno: Augmenting Human Memory in Social Contexts Through Real-Time Face Recognition and Contextual Recall
[NO] 213/1000 | Geometry-Driven Triangulation and Differentiable Semantic Gaussian Refinement for 3D Grape Bunch Model Reconstruction in the Field
[NO] 214/1000 | All-Weather Image Restoration with MobileViT and Multi-Scale FiLM Modulation
[NO] 215/1000 | RoomAuth: Learned Ultrasonic Room Identity for Context-Aware Authentication
[NO] 216/1000 | Optimal Control Policy for Dynamic Thread Pool Sizing in Time-Constrained Batch Workloads
[YES] 217/1000 | RepoGuard: Harmonising Security and Functional Correctness in LLM-Guided Repository-Level Code Generation
[NO] 218/1000 | Spacecraft Mission Scheduling Based on Event-Activity Network and Improved ACS
[NO] 219/1000 | AI-Assisted Channel Estimation for 6G Massive MIMO using Hybrid CNN–Transformer Networks
[NO] 220/1000 | SAHT-Net: A Sparse Attention Hyperspectral Transformer Network for Martian Mineral Abundance Unmixing
[NO] 221/1000 | AI in Engineering Education: Vocabulary Acquisition at a Non-Linguistic University
[NO] 222/1000 | Energy Storage Integrated DC-AC Converter for Green Energy Petroleum Engineering System
[YES] 223/1000 | An LLM-Based Agent Framework for Intelligent Power Module Design
[NO] 224/1000 | An Explainable Graph-based Framework for Intelligent Financial Transaction Risk Detection
[NO] 225/1000 | Advanced Use of the Boiler Designer Software for Creating Digital Twins of Complex Thermal Power Plant Equipment under Steady-State and Transient Conditions
[NO] 226/1000 | Hybrid Machine Learning and Rule-Based Framework for Comprehensive Vulnerability Assessment in Modern Networked Systems
[NO] 227/1000 | SmartFloor: AI-Powered Natural Language to 3D Architectural Visualization Framework
[NO] 228/1000 | An Intelligent LSTM-Based Network Risk Prediction Framework for Time-Stamped Cybersecurity Logs
[NO] 229/1000 | Lightweight Inference-Time Backdoor Attack Detection for Resource-Constrained Internet of Drones using Tiny Vision Transformers
[NO] 230/1000 | Robust Infrared Reflective Sensors in Low-Cost Leader-Follower Mobile Robots System
[NO] 231/1000 | Intellectualization of a robotic Measuring System Based on the Self-Control Function
[NO] 232/1000 | Interpretable Ensemble Machine Learning Approaches for Sleep and Lifestyle Health Prediction
[NO] 233/1000 | When Engineering Meets Care Coordination: A Student’s Journey to Solve Health Care’s Invisible Bottleneck
[NO] 234/1000 | Fiber Optic Transport Solutions for 6G Mobile Networks
[NO] 235/1000 | Synthetic Data-Driven Paradigms for Robust Lunar and Martian Exploration: Bridging Simulation and Real-World
[NO] 236/1000 | Hybrid Physical–Machine Learning Model for Photovoltaic Power Prediction Under Semi-Arid Climate Conditions
[NO] 237/1000 | Hybrid Deep Learning Framework for Human Skin Disease Identification with EfficientNetV2-L and SVM
[NO] 238/1000 | Precision Tumor Detection: Enhancing Clustering Models with Hybrid Intelligence for Medical Imaging
[NO] 239/1000 | Development and application of a hand-transmitted vibration measurement system based on LabVIEW
[NO] 240/1000 | Voice-Based Parkinson’s Disease Detection Utilising Autoencoder-Guided Graph Neural Networks
[NO] 241/1000 | Deep Relational Knowledge Distillation Hashing via Relaxed Masking Triplet Optimization for Large-scale Image Retrieval
[NO] 242/1000 | Prompt-to-Touch: Towards Enabling Automatic Haptic Effect Generation from Text Prompts Using Text-to-Audio Models
[NO] 243/1000 | A Survey of Mamba
[YES] 244/1000 | ActRef: Enhancing the Understanding of Python Code Refactoring with Action-Based Analysis
[NO] 245/1000 | League Training-Based Dual Optimization Method for UAV Maneuver Decision-Making
[NO] 246/1000 | A Conversational Brain-Artificial Intelligence Interface
[NO] 247/1000 | Parallel-Elastic Actuation with Reactive Latch Elevates Robotic Hopping Performance: Jump Height and Continuity_supp5-3701316.mp4
[NO] 248/1000 | An Attraction-Repulsion Dual-Mode Magnetically Actuated Guidewire for Superselective Navigation in Endovascular Intervention
[NO] 249/1000 | Towards Improved Standards for Open RAN Interoperability: A Factor Screening Experiment
[NO] 250/1000 | Correlation-Guided Progressive Interaction and Gated Fusion for Multi-Modal Optical and SAR Remote Sensing Image Object Detection
[NO] 251/1000 | Design of Hybrid Magnetic Bearings Based on Integrated Equivalent Magnetic Network Modeling and Sensitivity Analysis for Optimization
[NO] 252/1000 | Evaluating Satellite and Model Sea Surface Salinity with In Situ Observation from an Autonomous Surface Vehicle_supp1-3702896.docx
[NO] 253/1000 | Journal of Lightwave Technology Publication Information
[NO] 254/1000 | Journal of Lightwave Technology Publication Information
[NO] 255/1000 | MIMO-BICM Capacity Approximations for Link Level Abstraction
[NO] 256/1000 | Temporal-Aware GPU Resource Allocation for Distributed LLM Inference via Reinforcement Learning_supp1-3702578.pdf
[NO] 257/1000 | AutoMedic: An Automated Evaluation Framework for Clinical Conversational Agents with Medical Dataset Grounding
[NO] 258/1000 | MM-SAG: Multi-Modal Semantic-Aware Graph for Multi-Label Image Classification of Kitchen Waste
[NO] 259/1000 | Approximate Bilevel Graph Structure Learning for Histopathology Image Classification
[NO] 260/1000 | A GaN-Based Buck Converter Resilient to Battery Voltage Fluctuations with 96.3% Peak Efficiency
[NO] 261/1000 | Migration Dynamics and the Evolution of Cooperation in Multilayer Networks: A Comparative Study of Q-Learning and the Moran Process
[NO] 262/1000 | Chasing Play Potentials in Place for Innovative Mobile Crowdsensing
[NO] 263/1000 | Picnic: Playful Music-Making with Everyday Objects and Machine Learning
[NO] 264/1000 | Splash into Bubbles: Designing Somatic Immersion for Sleep Onset through Progressive Sensory Fading
[NO] 265/1000 | Designing Multimodal XR Systems for Enhancing Remote Social Connectedness and   Emotional Well-Being in Older Adults
[NO] 266/1000 | ChewTect: Designing Temporal Food Texture via Computational Molding
[NO] 267/1000 | Cultivating Togetherness: A Co-Design Journey in Rehabilitation Innovation
[NO] 268/1000 | LearnMate²: Design and Evaluation of an LLM-powered Personalized and Adaptive Support System for Online Learning
[NO] 269/1000 | Leveraging AI Ecosystem for Portable and Sustainable GPU Kernels in HPC
[NO] 270/1000 | Awareness-Attention-Connection: Designing Perceptual Rhythm for Safe, Low-load Micro-mobility Placemaking
[NO] 271/1000 | SurfSync: Towards the Design of Wearables to Enrich Surfing
[NO] 272/1000 | ICICV 2026 Author Index
[NO] 273/1000 | A Novel CO2-based Real-Options Methodology to Integrate Uncertainty and Flexibility in Infrastructure Appraisal: an illustrative application in Offshore Energy Infrastructure
[NO] 274/1000 | Cover Page
[NO] 275/1000 | Bonik Somiti: A Social-market Tool for Safe, Accountable, and Harmonious Informal E-Market Ecosystem in Bangladesh
[NO] 276/1000 | Humanoid and Socially Assistive Robots in Mental Health Care: A PRISMA Guided Systematic Review of Therapeutic and Emotional Outcomes (2021C2025)
[NO] 277/1000 | Comparative Analysis of Machine Learning Models for Detecting Stego Image: A Steganalysis Approach
[NO] 278/1000 | An Explainable Feature-Embedded ML &amp; DL Pipeline for Breast Cancer Classification with XAI (SHAP and LIME)
[NO] 279/1000 | "There is Beauty in the Small": A Study of Visual Artists’ Impressions of Small Data and Model Crafting Approaches to Creative AI Work
[NO] 280/1000 | Efficient Video-to-Audio Generation via Multiple Foundation Models Mapper
[NO] 281/1000 | The Ethical Dimension of Privacy in the Digital Space
[NO] 282/1000 | A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
[NO] 283/1000 | Context-Aware Two-Stage Training for Domain Generalization in Speech Separation
[NO] 284/1000 | Mitigating scalability challenges in LUT-based neural networks via pruning optimisations
[NO] 285/1000 | Digital Twin Integrated Diffusion Graph Neural Network for Smart Respiratory Signal Analysis and Prediction
[NO] 286/1000 | Dynamic Modeling and Analysis of Asteroid Flexible Brush Sampling
[NO] 287/1000 | Automated Animal Intrusion Detection and Repellent Activation in Crop Fields
[NO] 288/1000 | Wide-Aperture Sensor for Atmospheric and Space Optical Quantum Communication Systems
[NO] 289/1000 | Beyond Autotuning: A Gamified Learning Path for Deep Understanding of Control Systems
[NO] 290/1000 | YOLOv11-Based Real-Time License Plate Detection and Recognition for Smart Transportation Systems
[NO] 291/1000 | A Hybrid VGG19–ResNet50 Feature Fusion Framework with Imbalance-Aware Learning for Robust Brain Tumor Classification
[NO] 292/1000 | Representation Geometry Preservation for Robust Neural Network Pruning
[NO] 293/1000 | Simulation and Analysis of Starlight Transmission Through Martian Dust Aerosols
[NO] 294/1000 | Trustworthy Autonomous RAN Orchestration: An Architectural Framework for Zero-Trust Intent-Based Control with Explainable AI
[NO] 295/1000 | Designing of Mobile-Assisted Foreign Language Learning System
[YES] 296/1000 | Software Systems Design-Stage Sustainability Evaluation using Flow-Diagram-based Metrics
[NO] 297/1000 | Aerial Pursuit: Multi-Agent Swarm for Predator–Prey Games
[NO] 298/1000 | Polyamide based Flexible Logo Antenna with Excellent Impedance match for Wearable Applications
[NO] 299/1000 | QLoRA Fine-Tuning for Next User Turn Prediction and Multi-Step Dialogue Rollouts
[NO] 300/1000 | Applying DevOps and DaaS in the Smart Laboratory of Internet of Things
[NO] 301/1000 | An Intelligent Smart Logistics and Cold-Chain Monitoring Framework Using the Coligo Platform
[NO] 302/1000 | The Impact of Satisfaction, Perceived Interactivity, and Learning Value on ChatGPT Use Intention and Behavior Among Indonesian Zoomers Students
[NO] 303/1000 | Confidence-Aware Dynamic Modality Weighting for Robust and Explainable Multimodal Breast Cancer Risk Assessment
[NO] 304/1000 | IEEE Recommended Practice for Ethical Considerations of Emulated Empathy in Partner-Based General-Purpose Artificial Intelligence Systems
[NO] 305/1000 | Governing Ai Without Adequate Institutions: Markets, Tort, and Ethics Under Deep Uncertainty
[NO] 306/1000 | The Impact of Green HRM Practices on Environmental Organizational Citizenship Behaviors: The Mediating Role of Organizational Culture
[NO] 307/1000 | Explainable Artificial Intelligence Framework for Real-Time Threat Detection in Smart Cybersecurity Systems
[NO] 308/1000 | A Decoupled GRU-ELM Framework For Edge-Based Panel-Level Fault Detection in Photovoltaic Systems
[NO] 309/1000 | Urllc Scheduling Under Latency Constraints Using Stochastic Network Calculus: Improved Analysis and Simulation
[NO] 310/1000 | Robust Fault-Tolerant Control for Dual-Drone Slung Load Systems Under Rotor Damage
[NO] 311/1000 | An Accuracy and Computational Performance Study of Basis, Operator, and Curvilinear Implementations of DGTD for Maxwell’s equations
[NO] 312/1000 | Attention-Driven Alaryngeal Speech Enhancement via Discrete Representation Learning and Timbre-Preserving Augmentation
[NO] 313/1000 | Safety-Certified Cooperative Path Following of Networked Autonomous Surface Vehicles Based on Nash Equilibrium Seeking With Experiments
[NO] 314/1000 | Open-Circuit Fault Diagnosis of Voltage Source Inverters Based on Microfeature Extraction and Third-Order Tracking Differentiator
[NO] 315/1000 | Temporal-State-Switching of Self-Sweeping Fiber Lasers
[NO] 316/1000 | Receiver-Tilt-Robust RSS-Based VLP System Using a Normal Orthogonal Three-PD (NO3PD) Positioning Scheme
[NO] 317/1000 | Boots, Bulls, and Breakthroughs: What the Houston MedTech Rodeo Taught Me About the Future of Our Industry
[NO] 318/1000 | Cross-Layer Throughput Analysis of Hybrid-Access Wi-Fi in Time-Varying Channels
[NO] 319/1000 | A Generalized Precise Modeling Framework for High-Step-Up Resonant Converters
[NO] 320/1000 | Localizing the Epileptogenic Zone Using SEEG-Based Excitation-Inhibition Dynamics and Spectral Features in Drug-Resistant Epilepsy: A Multicenter Retrospective Study_supp1-3702844.pdf
[NO] 321/1000 | A Compact High-Performance MR Safe Pneumatic Stepper Motor
[NO] 322/1000 | Deep Uncertainty-Aware Tracking for Maneuvering Targets
[NO] 323/1000 | SPS Social Media
[NO] 324/1000 | PyramidFFT: Rearchitecting FFT with Matrix-Aligned Nested-Radix for Hierarchical Scratchpad Memory on AI Accelerators
[NO] 325/1000 | The Cosmogenic Relation: From Interaction to World-Conditioning
[NO] 326/1000 | Sufi Poetry and Introspection with Generative Verse
[NO] 327/1000 | Pixellated Identity: A Child-Centered Frictional Encounter with GenAI
[NO] 328/1000 | Beyond Interfaces: the Future of Edible Interactions
[NO] 329/1000 | Interactive Rehab Carpet: A Dual-Sensing Modular Floor for Gamified Pediatric Rehabilitation
[NO] 330/1000 | Human-Centered AI for Expressive Arts Therapy: Designing for Mental Well-Being and Creativity
[NO] 331/1000 | The Invisible Work of Robotic Surgery: How Specialists Support, Shoulder, and Sustain Human-Robot Collaboration
[NO] 332/1000 | PlayScent: Exploring Olfactory Texture Across Scent Delivery Methods
[NO] 333/1000 | GrowMechanics: Designing Non-Deterministic Mechanical Behavior through Biological Growth
[NO] 334/1000 | Handmade Digital Jacquard
[NO] 335/1000 | Affective Explanations for Autonomous Vehicles: From Framework to Scenario-Based Design Guidelines
[NO] 336/1000 | Async Party: Designing Online Asynchronous Video Sharing of Individual Cheers to Facilitate Spontaneous Offline Encounters
[NO] 337/1000 | Shared Ownership in Tangible Narratives
[NO] 338/1000 | Technology Redux: Revisiting Past, Reflecting Present, Provoking Future
[NO] 339/1000 | Knit Joinery: Incorporating Multifunctional Materials with Single-Bed Machine Knitting
[NO] 340/1000 | Method of Autonomous Quality Evaluation for Space Remote Sensing Processing Data Based on Transfer Learning
[NO] 341/1000 | Project-Based Learning as a Necessary Component in Training Industry 4.0 Professionals
[NO] 342/1000 | What Drives Consumers to Purchase in Live Streaming Marketplaces? A Systematic Review of Motivational Mechanisms
[NO] 343/1000 | An Intelligent DDoS Protection Architecture for Secure and Scalable Cloud Systems
[NO] 344/1000 | Early Detection of Brain Tumors from MRI Images using Machine Learning Models
[NO] 345/1000 | On Designing Visceral Encounters with Synthetic Intimate Imagery
[NO] 346/1000 | CALICE: Continuous bitrate control with Adapted LIC modEl
[NO] 347/1000 | Healthcare information collection from evacuation shelters during disasters using NAMI—narrow area communication system
[NO] 348/1000 | Evaluation of Apparel Feature Reproduction in Text-to-Image Generation for Clothing Design Assistance
[NO] 349/1000 | Toward EEG-Based Characterization of Cognitive Coordination in Collaborative Software Implementation: A Pilot Study
[NO] 350/1000 | Hidden Elo: Private Matchmaking through Encrypted Rating Systems
[NO] 351/1000 | The Usability Analysis of PYTHON Optimization Libraries in the Context of Student Research Projects
[NO] 352/1000 | Building Intelligent ECG
[NO] 353/1000 | Multi-site Complementary Solar Networks for Continuous Power with Minimal Storage at the Lunar South Pole
[NO] 354/1000 | Deploy Low-Latency Convolutional Neural Networks for Autonomous Embedded Applications: Real-Time Object Recognition on AI-Integrated Microprocessors
[NO] 355/1000 | Blockchain based Financial System for Jewel Loan Disbursal and Bond Issuance
[NO] 356/1000 | VisionSpice: A Scalable Attention-Augmented Deep Learning Framework for Fine-Grained Indian Spice Classification
[NO] 357/1000 | A Multi-Scale Monetary Precision Framework for Distributed Banking Systems
[NO] 358/1000 | Artificial Intelligence in Accounting and Finance: A Systematic Review of Emerging Technologies and Practical
[NO] 359/1000 | Exploring the Impact of Artificial Intelligence Applications in Information Systems on Organizational Sustainability in Banks
[NO] 360/1000 | API-First Architecture: Achieving Enterprise-Wide Operational Unity and Real-Time Data Flow in Complex Digital Ecosystems
[NO] 361/1000 | A Real-Time Verification Framework for Hallucination and Bias Detection in AI Generated Text
[NO] 362/1000 | A Deep Transfer Learning Framework Based on EfficientNetB4 for Robust Neem Leaf Disease Diagnosis
[YES] 363/1000 | Automatic generation method of large model code based on associated AST revision
[NO] 364/1000 | Specific Features of Teaching the “Lean Production” Discipline in the Engineering Education
[NO] 365/1000 | Social Media Recommendations and Impulsive Buying: The Roles of Fear of Missing Out, Stalking, and Digital Fatigue
[NO] 366/1000 | Influencer Attractiveness, Expertise, and Trustworthiness: Effects on Brand Image, Relational Quality, and Premium Price Purchase Intention in Skincare Products
[NO] 367/1000 | You and Your Teacher Identity: Strengthening teacher identity to elevate teaching presence in online classrooms
[NO] 368/1000 | STEM Technologies Support for Small Groups
[NO] 369/1000 | Experimental Comparison of Recurrent Neural Networks for Text Classification Under Noisy Conditions
[NO] 370/1000 | An AI-Driven Gamified Framework for Predictive Habit Formation and Personalized Wellness Management
[NO] 371/1000 | An Autoencoder and Gradient Boosting Framework with Advanced SMOTE Variants for Disaster Prediction
[NO] 372/1000 | Investigating the Robustness of Machine Learning Models Against Data Poisoning in Industrial Control Systems
[NO] 373/1000 | Training Neural Networks at Any Scale: An exposition
[NO] 374/1000 | Application Practice and Future Concept of MBSE in the Design of Deep Space Exploration Spacecraft Systems
[NO] 375/1000 | Unveiling Hidden Convexity in Deep Learning: A sparse signal processing perspective [Special Issue on the Mathematics of Deep Learning]
[NO] 376/1000 | Advanced Task Intelligence for Automated Employee Performance Assessment
[YES] 377/1000 | Evaluation of the Quality of VLSI Component Placement Using the linear Segment Metric
[NO] 378/1000 | Cognitive AI in Managerial Decision-Making: Redefining Leadership and Control in Data-Driven Organizations
[NO] 379/1000 | Comparative Study of LLMs and BERT for Informal Indonesian TikTok Sentiment Analysis
[NO] 380/1000 | Development of a Machine Learning Model for Assessing Risks of Delay in IT Project Management
[NO] 381/1000 | Experimental Study on End-Effector Performance in Simulated Extraterrestrial Surface Soil Conditions
[NO] 382/1000 | A Soft Robotic Gripper With an Embedded Bistable Elastic Mechanism for Pneumatic Actuation and Passive Locking
[NO] 383/1000 | Temporal Swarm Intelligence Driven Enhancement of LEACH-C for Energy Neutral and Self-Healing Wireless Sensor Networks Enabled by Piezoelectric Energy Harvesting
[NO] 384/1000 | Intelligent Parcel Monitoring and Security System for Smart Apartments using IoT and AI Technologies
[NO] 385/1000 | From Felt Experience to Robotic Design: Embodied Techniques for Expressive Movement and Shape
[NO] 386/1000 | Beyond Extraction? Generating Games with AI, Responsibly
[NO] 387/1000 | Exploring Bodily Phenomena through Code: A Research Through Design Inquiry of Sketching with LLMs
[NO] 388/1000 | Re-Envisioning Instant Photography using Generative AI: An Exploratory Design Probe Using the UnReality Camera
[NO] 389/1000 | Interactive Intent-Based Image Recommendations for Assistive Communication: Insights from an Iterative User Study
[NO] 390/1000 | Ethical Sensemaking in AI Mental Health Chatbots: An Analysis of User Reviews
[NO] 391/1000 | Let's Get Talking: A Conversational Card Game to Engage Men in Infertility Dialogue
[NO] 392/1000 | Body Through Time: A process of one's Inner Healing
[NO] 393/1000 | DiaryContainer: Designing Slowness and Minimal Presence in Reflective Journaling
[NO] 394/1000 | Heartbeats in Motion: Co-Designing Wearables for Healthy Ageing
[NO] 395/1000 | From Voting to Veto: GenAI Placemaking under Accountability
[NO] 396/1000 | Sentence to Scent: A Computational Pipeline Transforming NLP into Scent Sequence
[NO] 397/1000 | Structured Interpretation Differences in Immersive Artworks
[NO] 398/1000 | EchoMemo: A Proactive AI Digital Persona Device
