[2026-09-12 23:46:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609110000+TO+202609112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-11 | Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions
[NO] 257/1000 | LPASU-SwinDet: A Multi-Scale Transformer Framework for Maritime Infrared Small Target Detection_supp1-3732334.pdf
[NO] 258/1000 | Vision-Based Agile Landing on Turbulent Waters_supp1-3732934.mp4
[NO] 259/1000 | HY-CNN-GRU: A Universal Deep Learning Framework for Robust Channel Estimation Across Heterogeneous Wireless Environments in 6G NOMA Systems
[NO] 260/1000 | Preface
[NO] 261/1000 | CPDC-DoS Attack-Resilient T-S Fuzzy LFC Strategy for Power Systems based on BiOpt-ADAM
[NO] 262/1000 | Author Index
[NO] 263/1000 | An Effective Re-ranking Framework for Fine-grained Ship Recognition with Mutual Guidance of Global-Local Features
[NO] 264/1000 | Bidirectional Charging and Computation for Moving and Parked Electric Vehicles in Edge Computing Networks
[NO] 265/1000 | ATLAS: Discovering Agent Strategies through LLM-Guided Abstraction and Automata Learning
[NO] 266/1000 | The Process
[NO] 267/1000 | Comparison of Passive Matching Techniques for Electrically Small Antennas
[NO] 268/1000 | Integrity-Aware Privacy-Preserving Heartbeat Anomaly Detection
[NO] 269/1000 | GMK-YOLO: Multi-Scale Texture-Aware Network for Power Line Insulator Detection
[NO] 270/1000 | Projector Surface Integral Equation Formulation With Generalized Sheet Transition Conditions
[NO] 271/1000 | SVLC: Autonomous UAV Landing in GNSS-Denied Environments Using Stage-Based Visual Landing Control and ArUco Localization
[NO] 272/1000 | MTM-EBG Inspired Dual-Band 1-Bit Transmissive Metasurface
[NO] 273/1000 | CRLH Negative Order Resonant Antenna with Gain Enhancement Using Reflection-Type Amplifier
[NO] 274/1000 | Ensemble Learning for Hourly Energy Forecasting in PV-Integrated Research Buildings: Temporal Validation, VIF Optimization, and Peak Demand Classification
[NO] 275/1000 | Error-Tolerant Neural Network Hardware Exploiting Unitary-Weight Representation for Stochastic STT-MRAM
[NO] 276/1000 | Impact of Automotive Tinting Film on C-Band On-Glass Antennas
[NO] 277/1000 | RSODNet: Real-Time Small Object Detection in Large Scenes by Exploiting Trellisnet Modularization Algorithm with X-Ray Images
[NO] 278/1000 | Hybrid Gradient Boosting and Anomaly Detection Framework for Autonomous Peak Demand Management in Commercial Building Energy Systems
[NO] 279/1000 | Human Behavior Detection and Recognition Based on AFSD Sensor Signals
[NO] 280/1000 | A Wireless Battery-Free Glucose Sensing SoC for Brain Monitoring Using Chronoamperometry
[NO] 281/1000 | Evaluation of Deep Neural Networks for High-Fidelity Voice Cloning Using Resource-Constrained Embedded Systems
[NO] 282/1000 | Route-Time Conditioned Residual Transformer for Multi-Step 3D UAV Trajectory Prediction
[NO] 283/1000 | Accurate Threshold Voltage Extraction Circuit using gm/I
                    <sub>d</sub>
                    Method
[NO] 284/1000 | An UTD-Type Diffraction Coefficient for Dipole Field Scattering Due to the Presence of a Cylindrically Curved Screen
[NO] 285/1000 | Vibration-Induced Bonding Wire Fatigue Fracture During PCB Depaneling: A Finite Element and Random Vibration Analysis
[NO] 286/1000 | Adaptive Fractional Projection MUSIC: A Covariance-Free and Matrix-Decomposition-Free Framework for Robust Direction-of-Arrival Estimation
[NO] 287/1000 | On Two-Dimensionality Of Linear Time-Varying Systems: 2D-To-1D Transform Conversion
[NO] 288/1000 | Knowledge-Grounded Adaptive Reflection for Reliable and Fair Educational LLM Agents
[NO] 289/1000 | Miniaturized Dual-Ellipse Patch Antenna with a Modified Slot Structure for Biomedical Sensing Applications
[NO] 290/1000 | Data-Driven Framework for Real-Time Carbon Accounting and Sustainability Monitoring in Off-Grid Urban Residential Microgrids
[NO] 291/1000 | TBMP-Diff: Accelerator-Aware Timestep-Block Mixed-Precision Scheduling for Diffusion Inference
[NO] 292/1000 | Towards the Blended Lifeworld Relation: A Postphenomenological Analysis of Mixed Reality Digital Twins
[NO] 293/1000 | Smart Grid Architecture and Functionalities and Developments
[NO] 294/1000 | Deep Learning Based Super-Resolution MIMO OAM Radar
[NO] 295/1000 | A Filter-Technique Assisted Design of Dual-Band Dual-Polarized Transmitarray Antenna Using Cross-Slot and Ring-Slot Resonators
[NO] 296/1000 | Fast Near-Field Holographic Microwave Imaging with a Novel Data Acquisition Technique
[NO] 297/1000 | Machine Learning-Based Energy Consumption Prediction Using Integrated PV Generation and Dynamic Pricing in Research Facility Operations
[NO] 298/1000 | The Random Line-of-Sight Measurement System and its Development Over the Past 10 Years
[NO] 299/1000 | Isolated DC-DC Converter Design with On-Chip Micro Transformer Based on 0.18μm BCD Process
[NO] 300/1000 | Peak Demand Detection in PV-Integrated Building Energy Systems Using Isolation Forest and Consensus Voting: Seasonal Performance and Economic Viability
[NO] 301/1000 | Liquid-Metal Dome-Based Fluid Antenna System for Aerial Base-Stations in Non-Terrestrial Networks
[NO] 302/1000 | A Secure Mechanism for Nested GPU Containers in AI Developer Sandboxes
[NO] 303/1000 | New Material Mapping Solution for Cubic Mesh Generated by the Ray Casting Method
[NO] 304/1000 | A Simplified MIMO Radar Using Antenna-Domain Spatial Segmentation and Embedded Processing
[NO] 305/1000 | Highly Linear Voltage-Boosted Constant-Slope DTC with Extended Delay Range
[NO] 306/1000 | Non-Diffracting All-Metal Leaky-Wave Antenna
[NO] 307/1000 | Low-Sidelobe Beamforming and Precise Beam Steering Method Based on PSO-SQP Hybrid Optimization
[NO] 308/1000 | An Empirical Study of VM, Container, and Hybrid Deployment Models for Microservices Under Resource Contention
[NO] 309/1000 | A Stealthy Trojan Attack on Timer-Based C-ARQ Retransmission in Energy-Harvesting Wireless Networks
[NO] 310/1000 | FDTD Simulations of the RF Impedance of a Dipole Antenna in Magnetized Plasma with Anisotropic Ionospheric Parameters
[NO] 311/1000 | EDSources: A Lightweight Optical Beacon Detection Framework for AUV Close-Range Docking Guidance
[NO] 312/1000 | Max-PatchTST: Mitigating Signal Drowning via Max-Deviation Aggregation for Large-Scale Equipment Anomaly Detection
[NO] 313/1000 | False Data Injection Attack Detection in Smart Grid State Estimation Using State Vector Residual Analysis and Random Forest Classification
[NO] 314/1000 | Decades of GNU Patch and Git Cherry-Pick: Can We Do Better?
[NO] 315/1000 | An Eye for AI: Eye-Tracking the Micro-Interruptions of GenAI Code Suggestions
[NO] 316/1000 | Actionable Warning Is Not Enough: Recommending Valid Actionable Warnings with Weak Supervision
[YES] 317/1000 | More with Less: An Empirical Study of Turn-Control Strategies for Efficient Coding Agents
[NO] 318/1000 | Reflections on the Reproducibility of Commercial LLM Performance in Empirical Software Engineering Studies
[NO] 319/1000 | Automated Network-Level Fault Injection Testing of Microservice Architectures
[NO] 320/1000 | Automating Requirements Formalization: Using LLMs and Low-Complexity Distinguishing Traces for Semantic Validation
[NO] 321/1000 | Ruler: Extremely Efficient Power-Aware Optimization for Latency-Critical Systems
[NO] 322/1000 | Wearable Sensor-Based Human Activity Recognition in Squash Training Optimized by Reinforcement Learning
[NO] 323/1000 | RISE: Rule-Driven SQL Dialect Translation via Query Reduction
[NO] 324/1000 | An Empirical Study of Knowledge Distillation for Code Understanding Tasks
[NO] 325/1000 | Designing Abandabot: When Does Open Source Dependency Abandonment Matter?
[NO] 326/1000 | On the Robustness of Fairness Practices: A Causal Framework for Systematic Evaluation
[NO] 327/1000 | Are Humans and LLMs Confused by the Same Code? An Empirical Study on Fixation-Related Potentials and LLM Perplexity
[NO] 328/1000 | Temporal Specification Oriented Fuzzing for Trigger-Action-Programming Smart Home Integrations
[NO] 329/1000 | LLM4Perf: Large Language Models Are Effective Samplers for Multi-Objective Performance Modeling
[NO] 330/1000 | Phase Center Normalization of a Multi-Mode Fixed Reception Pattern Antenna
[NO] 331/1000 | Task-Aware Dynamic LoRA for Multiple-Choice Environmental Audio Question Answering
[NO] 332/1000 | A Curved Plasma Jet Line Based on a Dielectric Anapole Resonator
[NO] 333/1000 | Design of a Multi-Level Adjustable Constant-Temperature-Difference Control Circuit for a MEMS Thermal Gas Flow Sensor
[NO] 334/1000 | A Compact Four-Element Frame MIMO Antenna with Defected Ground Structures for WiFi 7 Applications
[NO] 335/1000 | An Ultra-Wideband Compact Tri-Polarized Antenna with Stable Radiation Patterns for Communication and Sensing Applications
[NO] 336/1000 | Numerical Analysis of Absorber Collar Geometry and Orientation Effects on Near-Field Probe Performance
[NO] 337/1000 | A Tile-Based Passive RFID Control Architecture for Scalable Reconfigurable Intelligent Surfaces
[NO] 338/1000 | A Novel Hybrid Amplitude Tapering Method for Linear Array Antennas: Theory and Performance
[NO] 339/1000 | Optimization of Pixelated RIS Unit Cells for Wide-Angle Stability and Bandwidth Enhancement
[NO] 340/1000 | A High Supply-Noise-Suppression Ring-Amplifier Capacitor-Less LDO Using Replica Biasing
[NO] 341/1000 | Corrections to “Improving Interaction and Assessment in Hybrid Educational Environments: An Integrated Approach in Microsoft Teams With the Use of AI Techniques”
[NO] 342/1000 | Hardware Validation of CMOS Inverter PUF Using Commercial Integrated Circuits
[NO] 343/1000 | A Dual-Band Wi-Fi Monopole Antenna System with a Compact Parasitic Structure for Enhanced Isolation
[NO] 344/1000 | International Validation of FDC as a Sizing tool for Small Hydropower Plants: Study case in Romania and Spain
[NO] 345/1000 | Suppressing Crosstalk in Electrochemical Sensor Arrays with Potentiostat and Electrode Co-design
[NO] 346/1000 | Design of a Flexible SSPP Band-Selective Filter on Denim Textile Substrate for Wearable Applications
[NO] 347/1000 | AeroLink: Decentralized Service Discovery for UAV Swarms via Logical Links
[NO] 348/1000 | A High-PSRR Bandgap Reference for FeRAM Applications
[NO] 349/1000 | REMIX-PUF: A Temporal Response Mixing PUF Design Resistant to Machine Learning Attacks
[NO] 350/1000 | Aptamer-Based Detection of Dengue NS1 Protein Using a CSRR Microwave Sensor
[NO] 351/1000 | When Linearity Suffices: Lightweight Linear Alignment for Video-Text Retrieval
[NO] 352/1000 | A Multi-Functional Passive Magnetic Metasurface for Wireless Power Transfer Applications
[NO] 353/1000 | Sub-Millimeter-Wave Transmitarrays for Near- and Far-Field Applications: Design and Experiments
[NO] 354/1000 | CI-UIUNet: A Context Interaction Enhanced UIU-Net for Infrared Small Target Detection
[NO] 355/1000 | Investigation of a Complementary Dual-Band On-Off Keying Microwave Modulator
[NO] 356/1000 | Unit Cell Design for Space-Wave to Surface-Wave Coupler Enabled Transporting Metasurfaces
[NO] 357/1000 | Cavity-Backed Magneto-Electric Dipole as a Feed for Dielectric Lenses
[NO] 358/1000 | Experimental Study on Half-Select Disturb and Wake-Up Effects in 3D 2T2C FeRAM Arrays
[NO] 359/1000 | Design and Analysis of a Low-Profile Center-Fed Slot Antenna for S-Band Applications
[NO] 360/1000 | Localization of Electromagnetic Signals Generated by Underground Sources
[NO] 361/1000 | ECC-Free MCU-Based SRAM-PUF Reliability and Error-Tolerance Analysis
[NO] 362/1000 | Influence of ISSG Gate Oxide Process on NBTI Reliability in 28nm HKMG p-MOSFETs
[NO] 363/1000 | Learning-Based Generation of High-Resolution Microwave Contrast Sources for Biomedical Imaging
[NO] 364/1000 | Self-Diplexing Antenna Incorporating Motion-Sensing Functionality
[NO] 365/1000 | High-Gain Wide-Bandwidth Low-Side MOSFET Current Sensor for DC-DC Buck Converter Applications
[NO] 366/1000 | Study on Melting Characteristics of Phase Change Material Composites with Gradient-Porosity Porous Media: A Parametric Analysis at the REV Scale
[NO] 367/1000 | Seamless Grid-Connected and Islanded Transition Control of a Grid-Forming V2G Charging System for Critical Load Support
[NO] 368/1000 | Reconfigurable Wave Manipulation Through Passive RF Control: Recent Advances and Perspectives
[NO] 369/1000 | MECHO: Development of a Modular Collaborative Robot for Research and Education
[NO] 370/1000 | Digital Elevation Model from UAS-SAR Single-pass Interferometry
[NO] 371/1000 | Design Space Exploration for ReRAM-based Architectures to Address Scaling Non-idealities
[NO] 372/1000 | Study on the Influence Mechanism of Gradient Porous Media Microstructure on the Melting Characteristics of Phase Change Materials for Thermal Energy Storage
[NO] 373/1000 | A 16-Bit High-Accuracy R-2R DAC Using Auxiliary-DAC-Assisted Bit-by-Bit Calibration
[NO] 374/1000 | Real-time Optimization of a Dynamic System (PV-BESS) integrated into a Building for Self-Consumption
[NO] 375/1000 | Cloud-Native Big Data Analytics for Optimizing Antibody-Drug Conjugates (ADCs) Clinical Trial Design in Pancreatobiliary Cancers
[NO] 376/1000 | Table of Content
[NO] 377/1000 | Table of Contents
[NO] 378/1000 | Towards an Asset Administration Shell Maturity Model
[NO] 379/1000 | Below-Cutoff Propagation in a Metasurface-Cladded Waveguide
[NO] 380/1000 | Identical-Azimuth Secure Communications via Element-Wise Time-Modulation FD-RIS: A Stackelberg Game Approach
[NO] 381/1000 | Welcome Message From the General Co-Chairs
[NO] 382/1000 | Versatile Exoskeleton Control Supports Elderly Joint Energetics During Hip-Intensive Tasks_supp1-3732581.mp4
[NO] 383/1000 | A 10-kV Double-Sided Cooling SiC MOSFET Power Module with Integrated Common-Mode Screen and Enhanced Thermal Performance
[NO] 384/1000 | MINES: Explainable Anomaly Detection through Web API Invariant Inference
[NO] 385/1000 | Toward Efficient Package Maintenance: An Empirical Study of Patch Sharing across Four Linux Distributions
[NO] 386/1000 | On LLMs’ Internal Representation of Code Correctness
[YES] 387/1000 | Synthetic Repo-level Bug Dataset for Training Automated Program Repair Models
[YES] 388/1000 | RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring
[NO] 389/1000 | A Large-Scale Empirical Study of Secret Key Leakage in Hugging Face Spaces
[NO] 390/1000 | Breaking Single-Tester Limits: Multi-Agent LLMs for Multi-User Feature Testing
[YES] 391/1000 | Memory-Efficient Large Language Models for Program Repair with Semantic-Guided Patch Generation
[NO] 392/1000 | Towards Supporting Open Source Library Maintainers with Community-Based Analytics
[YES] 393/1000 | Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning
[NO] 394/1000 | A Low-Profile Wideband Antenna With a Low-Loss Feed Network for Satellite Navigation System
[NO] 395/1000 | Analyzing and Counteracting Mutual Coupling Effects for Adaptive Beamforming in a Double-Cross Dipole Array
[NO] 396/1000 | Correlation Study in 3D Multi-Probe OTA Setup for Massive MIMO in FR3 Bands
[NO] 397/1000 | Direct-Learning Based DPD using 1.2 pJ/Correlation Analog Computation of DPD Coefficients
[NO] 398/1000 | Application of Directional Nested Hierarchical $\mathcal{D} \mathcal{H}^{2}$-Matrix Framework for Three-Dimensional Vector Electromagnetic Problems
[NO] 399/1000 | Null Synthesis for Modulated Metasurface Antennas
[NO] 400/1000 | Research on Performance Detection and Quality Grading of SoC Chips Oriented to CMOS Process Variations
[NO] 401/1000 | 2.5D FDTD Modeling for Dielectric Slab Waveguides via a Two-Step Effective Index Method
[NO] 402/1000 | A Mapping Method for Field-Coupled Nanocomputing
[NO] 403/1000 | A 2-Bit Varactor-Based RIS with Compact Unit Cells for 5G mmWave Applications
[NO] 404/1000 | Joint Range-Azimuth Finding Using Irregular Arrays
[NO] 405/1000 | 2.5D Root of Trust: Securing the Chiplet Ecosystem
[NO] 406/1000 | Wideband Substrate Integrated Waveguide Fed Dielectric Resonator Antenna for Mm Wave 5G Applications
