[2026-03-03 09:29:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-02
正在获取论文...
[arXiv] 2026-03-02 | Bimanual XR Specification of Relative and Absolute Assembly Hierarchies for Teleoperation
[NO] 573/1882 | Multi-pathogen situational assessment and forecasting of respiratory disease in Aotearoa New Zealand
[NO] 574/1882 | Cutoff for the inversion walk on tournaments and the state space of restricted inversions
[NO] 575/1882 | Align and Filter: Improving Performance in Asynchronous On-Policy RL
[NO] 576/1882 | ASTRA-bench: Evaluating Tool-Use Agent Reasoning and Action Planning with Personal User Context
[NO] 577/1882 | Additional symmetries of the KP-mKP hierarchy and Virasoro constraints to the Burgers-KdV hierarchy
[NO] 578/1882 | Relatively Smart: A New Approach for Instance-Optimal Learning
[NO] 579/1882 | Provable and Practical In-Context Policy Optimization for Self-Improvement
[NO] 580/1882 | A note on the convergence of RED algorithms under minimal hypotheses and open questions
[NO] 581/1882 | Falconer-type results for any finite graph with multiple pins
[NO] 582/1882 | Closed-Loop Action Chunks with Dynamic Corrections for Training-Free Diffusion Policy
[NO] 583/1882 | LiveCultureBench: a Multi-Agent, Multi-Cultural Benchmark for Large Language Models in Dynamic Social Simulations
[NO] 584/1882 | MobileMold: A Smartphone-Based Microscopy Dataset for Food Mold Detection
[NO] 585/1882 | Ignore All Previous Instructions: Jailbreaking as a de-escalatory peace building practise to resist LLM social media bots
[NO] 586/1882 | Dispersive estimates for a system of tensorial quasilinear wave equations satisfying the weak-null condition
[NO] 587/1882 | Universal Bounds on Horizons, Photon Spheres, and Shadows: The Role of Energy Conditions in Spherically Symmetric Black Holes
[NO] 588/1882 | A New Identification Method and Sample of Counter-Rotating Disk Galaxies in SDSS-IV MaNGA DR17
[NO] 589/1882 | Quantum-geometry-driven exact ferromagnetic ground state in a nearly flat band
[NO] 590/1882 | Pathway to lowest-energy structures for the surface triple junction verified by machine learning
[NO] 591/1882 | Real Money, Fake Models: Deceptive Model Claims in Shadow APIs
[NO] 592/1882 | Demonstrating ViviDoc: Generating Interactive Documents through Human-Agent Collaboration
[NO] 593/1882 | Classical field simulation of vortex lattice melting in a two-dimensional fast rotating Bose gas
[NO] 594/1882 | A data-driven estimate of the protosolar helium mass fraction
[YES] 595/1882 | Bentō: Optimizing Persistent Memory Programs
[NO] 596/1882 | Cross-sphere Coupling and Source Inversion of Ionospheric Disturbances Associated with the 2025 Myanmar Strike-slip Earthquake from BeiDou GEO and Multi-GNSS Observations
[NO] 597/1882 | Guaranteed Image Classification via Goal-oriented Joint Semantic Source and Channel Coding
[NO] 598/1882 | Sovereign AI-based Public Services are Viable and Affordable
[NO] 599/1882 | Accurate B meson and Bottomonium masses and decay constants from the tadpole improved clover ensembles
[NO] 600/1882 | On Channel Model to Bridge the Gap between MIMO Design and Performance Requirements in 3GPP
[NO] 601/1882 | Trivial Graph Features and Classical Learning are Enough to Detect Random Anomalies
[NO] 602/1882 | Probing Materials Knowledge in LLMs: From Latent Embeddings to Reliable Predictions
[NO] 603/1882 | Inverse problem for a multi-term time-fractional diffusion equation with the Caputo derivatives
[NO] 604/1882 | Simulation Study on the Discrimination of $0νββ$ Events from Single-Electron Events Using Orthogonal-Strip HPGe Detectors
[NO] 605/1882 | Triaxial Schwarzschild Models of Brightest Cluster Galaxies with Long-Slit LBT Data
[NO] 606/1882 | Mass equidistribution for lifts on hyperbolic $4$-manifolds
[NO] 607/1882 | Transfer principles and the Kato-Kuzumaki conjecture
[NO] 608/1882 | Neural Operator-Grounded Continuous Tensor Function Representation and Its Applications
[NO] 609/1882 | Semantic Novelty Trajectories in 80,000 Books: A Cross-Corpus Embedding Analysis
[NO] 610/1882 | Control Plane for Reconfigurable Intelligent Surfaces
[NO] 611/1882 | nchellwig at SemEval-2026 Task 3: Self-Consistent Structured Generation (SCSG) for Dimensional Aspect-Based Sentiment Analysis using Large Language Models
[NO] 612/1882 | Learning Shortest Paths with Generative Flow Networks
[NO] 613/1882 | Information Geometry of Bounded Rationality: Entropy--Regularised Choice with Hyperbolic and Elliptic Quantum Geometries
[NO] 614/1882 | Hyperparameter Trajectory Inference with Conditional Lagrangian Optimal Transport
[NO] 615/1882 | StepVAR: Structure-Texture Guided Pruning for Visual Autoregressive Models
[NO] 616/1882 | Federated Agentic AI for Wireless Networks: Fundamentals, Approaches, and Applications
[NO] 617/1882 | U-Net based particle localization in granular experiments: Accuracy limits and optimization
[NO] 618/1882 | Shape-Interpretable Visual Self-Modeling Enables Geometry-Aware Continuum Robot Control
[NO] 619/1882 | Ground-based Atmospheric Characterization of Super-Earth L 98-59 d at High Spectral Resolution
[NO] 620/1882 | VoiceAgengRAG: Solving the RAG Latency Bottleneck in Real-Time Voice Agents Using Dual-Agent Architectures
[NO] 621/1882 | Personal Health Data Integration and Intelligence through Semantic Web and Blockchain Technologies
[NO] 622/1882 | Sketch2Colab: Sketch-Conditioned Multi-Human Animation via Controllable Flow Distillation
[NO] 623/1882 | Efficient first-principles modeling of complex molecular crystals at sub-chemical accuracy
[NO] 624/1882 | De-paradox Tree: Breaking Down Simpson's Paradox via A Kernel-Based Partition Algorithm
[NO] 625/1882 | Lee-Huang-Yang dynamics emergent from a direct Wigner representation
[NO] 626/1882 | Consistent Low-Rank Approximation
[YES] 627/1882 | LongRLVR: Long-Context Reinforcement Learning Requires Verifiable Context Rewards
[NO] 628/1882 | Rethinking Camera Choice: An Empirical Study on Fisheye Camera Properties in Robotic Manipulation
[NO] 629/1882 | OmniLottie: Generating Vector Animations via Parameterized Lottie Tokens
[NO] 630/1882 | OnlineX: Unified Online 3D Reconstruction and Understanding with Active-to-Stable State Evolution
[NO] 631/1882 | Sensitivity to sub-GeV dark matter in forthcoming spallation-source neutrino experiments
[NO] 632/1882 | LiftAvatar: Kinematic-Space Completion for Expression-Controlled 3D Gaussian Avatar Animation
[NO] 633/1882 | On the Physical Nature of the Scalar Mode Mass in the Jordan frame of a Metric $f(R)$ gravity
[NO] 634/1882 | Random Walks on Virtual Persistence Diagrams
[NO] 635/1882 | Real-Time Thermal-Inertial Odometry on Embedded Hardware for High-Speed GPS-Denied Flight
[NO] 636/1882 | In Search of Lost Correlation: Correlated Equilibrium via Marginal Actions
[NO] 637/1882 | Resilient Chaotic Cross-Layer Routing for Smart Grid IoT Networks
[NO] 638/1882 | Political attitudes differ but share a common low-dimensional structure across social media and survey data
[NO] 639/1882 | Stochastic Multi-Armed Bandits with Limited Control Variates
[NO] 640/1882 | ClinConsensus: A Consensus-Based Benchmark for Evaluating Chinese Medical LLMs across Difficulty Levels
[NO] 641/1882 | Enhancing Phase Clustering in Nanomechanical Property Maps of Multiphase Materials Using Kernel-Averaged Mechanical Mismatch
[NO] 642/1882 | Looping Animations Using the Modular Flow and Elliptic Functions
[NO] 643/1882 | $π$-StepNFT: Wider Space Needs Finer Steps in Online RL for Flow-based VLAs
[NO] 644/1882 | What Exactly do Children Receive in Language Acquisition? A Case Study on CHILDES with Automated Detection of Filler-Gap Dependencies
[NO] 645/1882 | Transmitting Correlation for Data Transmission over the Bosonic Arbitrarily Varying Channel
[NO] 646/1882 | Convergence rate of the diagonal-valued Cauchy-transform for permutation invariant random matrices
[NO] 647/1882 | Never Saddle for Reparameterized Steepest Descent as Mirror Flow
[NO] 648/1882 | A Resource-Rational Principle for Modeling Visual Attention Control
[NO] 649/1882 | Exact Asymptotics for the Exit Time Probabilities of Scalar Ornstein-Uhlenbeck Bridges
[NO] 650/1882 | Real-Time 3D Simulation of Heat-Induced Air Turbulence
[NO] 651/1882 | NICO-RAG: Multimodal Hypergraph Retrieval-Augmented Generation for Understanding the Nicotine Public Health Crisis
[NO] 652/1882 | A note on the Kolmogorov-type inequalities for more than three norms
[NO] 653/1882 | Using anti-squeezed Schrödinger cat states for detection of a given phase shift
[NO] 654/1882 | Lag-Induced Critical Transitions to Extinction in Replicating Systems
[NO] 655/1882 | TCG CREST System Description for the DISPLACE-M Challenge
[NO] 656/1882 | Rich Insights from Cheap Signals: Efficient Evaluations via Tensor Factorization
[NO] 657/1882 | Latent attention on masked patches for flow reconstruction
[NO] 658/1882 | Learning to Read Where to Look: Disease-Aware Vision-Language Pretraining for 3D CT
[NO] 659/1882 | Selection as Power: Constrained Reinforcement for Bounded Decision Authority
[NO] 660/1882 | Protection against Source Inference Attacks in Federated Learning
[NO] 661/1882 | Systematic errors in spectral measurements with the Tenerife Microwave Spectrometer
[NO] 662/1882 | Revisiting second-order linear differential equations over Hardy fields
[NO] 663/1882 | MAP-Diff: Multi-Anchor Guided Diffusion for Progressive 3D Whole-Body Low-Dose PET Denoising
[NO] 664/1882 | Tensor-network methodology for super-moiré excitons beyond one billion sites
[NO] 665/1882 | The Quintic Wave Equation with Kelvin-Voigt Damping: Strichartz estimates, Well-posedness and Global Stabilization
[NO] 666/1882 | Learning Vision-Based Omnidirectional Navigation: A Teacher-Student Approach Using Monocular Depth Estimation
[NO] 667/1882 | Accurate, private, secure, federated U-statistics with higher degree
[NO] 668/1882 | TactileWalk: Dynamic Electrotactile Patterns for Fingertip-Based Interaction During Walking
[NO] 669/1882 | LOCUS: A Distribution-Free Loss-Quantile Score for Risk-Aware Predictions
[NO] 670/1882 | Intrinsic Task Symmetry Drives Generalization in Algorithmic Tasks
[NO] 671/1882 | Minimal-backaction work statistics of coherent engines
[NO] 672/1882 | Covers of curves, Ceresa cycles, and Unlikely intersections
[NO] 673/1882 | Autoregressive Synthesis of Sparse and Semi-Structured Mixed-Type Data
[NO] 674/1882 | Transform-Invariant Generative Ray Path Sampling for Efficient Radio Propagation Modeling
[NO] 675/1882 | Who Explains Privacy Policies to Me? Embodied and Textual LLM-Powered Privacy Assistants in Virtual Reality
[NO] 676/1882 | Observational insights into Sr I 4607 Å scattering polarization with DKIST/ViSP
[NO] 677/1882 | Charging station location planning for electric trucks under demand and grid uncertainty
[NO] 678/1882 | Practical Deep Heteroskedastic Regression
[NO] 679/1882 | Type-Based Unsourced Multiple Access Over Fading Channels in Distributed MIMO With Application to Multi-Target Localization
[NO] 680/1882 | High-Performance Quantum Frequency Conversion from Ultraviolet to Telecom Band
[NO] 681/1882 | Action-Guided Attention for Video Action Anticipation
[NO] 682/1882 | Quasi-Hermitian Varieties and Their Barlotti--Cofman Representation
[NO] 683/1882 | The Expurgated Error Exponent is Not Universally Achievable
[NO] 684/1882 | Multi-patient Inverse Estimation of Effective Membrane Diffusion Coefficients in Calcium-Citrate Hemodialysis
[NO] 685/1882 | Localizing acoustic and electromagnetic waves in space and time
[NO] 686/1882 | The Galaxy Stellar Mass-SFR-Size Relation in EAGLE, TNG100, and Observations
[YES] 687/1882 | FT-Dojo: Towards Autonomous LLM Fine-Tuning with Language Agents
[NO] 688/1882 | A unified framework of energy-stable splitting exponential integrators for damped Hamiltonian systems
[NO] 689/1882 | Symmetry-Induced Logarithmic Relaxation in the Quantum Kicked Rotor
[NO] 690/1882 | TacMamba: A Tactile History Compression Adapter Bridging Fast Reflexes and Slow VLA Reasoning
[NO] 691/1882 | Cross-modal Identity Mapping: Minimizing Information Loss in Modality Conversion via Reinforcement Learning
[NO] 692/1882 | Streaming Continual Learning for Unified Adaptive Intelligence in Dynamic Environments
[NO] 693/1882 | Predictive Importance Sampling Based Coverage Verification for Multi-UAV Trajectory Planning
[NO] 694/1882 | FastLightGen: Fast and Light Video Generation with Fewer Steps and Parameters
[NO] 695/1882 | A Dynamical Fekete-Szegő Theorem
[NO] 696/1882 | Spin-liquid-like ground states in the double hydroxyperovskites CuSn(OD)6 and MnSn(OD)6 evidenced by μSR spectroscopy
[NO] 697/1882 | Extremely weak electron-phonon coupling in Josephson junctions built on InAs on Insulator
[NO] 698/1882 | Statistical Consistency of Discrete-to-Continuous Limits of Determinantal Point Processes
[NO] 699/1882 | Quantizing Geodesics in Kähler and Sasaki Geometry
[NO] 700/1882 | Schwinger--Keldysh formulation of electromagnetic leptogenesis in an EFT framework
[NO] 701/1882 | Prolongation rigidity of sub-free Lie algebras
[NO] 702/1882 | MSP-ReID: Hairstyle-Robust Cloth-Changing Person Re-Identification
[NO] 703/1882 | Learning Thermal-Aware Locomotion Policies for an Electrically-Actuated Quadruped Robot
[NO] 704/1882 | On a theorem of Schmidt's subspace theory with moving targets
[NO] 705/1882 | Adaptive Spectral Feature Forecasting for Diffusion Sampling Acceleration
[NO] 706/1882 | More Data, Fewer Diacritics: Scaling Arabic TTS
[NO] 707/1882 | A Multiplicative-Noise Mechanism for Variability Amplification under Radiative Forcing in an Arctic Energy-Balance Model
[NO] 708/1882 | Random operators, spectral measures, and local empirical convergence in sofic groups
[NO] 709/1882 | Doubly resonant nonlinear metasurfaces enabling NIR-to-UV upconversion for reconfigurable Fourier optical processing
[NO] 710/1882 | Evaluating and Understanding Scheming Propensity in LLM Agents
[NO] 711/1882 | A Block Least Mean Square Method for Fiber Longitudinal Power Profile Monitoring
[NO] 712/1882 | Sparse View Distractor-Free Gaussian Splatting
[NO] 713/1882 | Dehallu3D: Hallucination-Mitigated 3D Generation from Single Image via Cyclic View Consistency Refinement
[NO] 714/1882 | Analysis of Robin-boundary control for the Boussinesq equations
[NO] 715/1882 | SafeSci: Safety Evaluation of Large Language Models in Science Domains and Beyond
[NO] 716/1882 | Jump Like A Squirrel: Optimized Execution Step Order for Anytime Random Forest Inference
[NO] 717/1882 | Battery Discharge Modeling for Electric Vehicles: A Hybrid Physics-based Residual Learning Approach
[NO] 718/1882 | Meson spectrum and low-energy constants in large-$N$ QCD
[NO] 719/1882 | SkeleGuide: Explicit Skeleton Reasoning for Context-Aware Human-in-Place Image Synthesis
[NO] 720/1882 | QuMeld: A Modular Framework for Benchmarking Qubit Mapping Algorithms
[NO] 721/1882 | A unified calculation for Gromov norm of Kähler calss of bounded symmetric domains
[NO] 722/1882 | Adversarial Query Synthesis via Bayesian Optimization
[NO] 723/1882 | Lattice QCD study on nucleon-$Ω_{\rm ccc}$ interaction at the physical point
