[2026-06-26 23:06:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[NO] 386/1913 | TOPS: First-Principles Visual Token Pruning via Constructing Token Optimal Preservation Sets for Efficient MLLM Inference
[NO] 387/1913 | On L-space surgeries on two-bridge links
[NO] 388/1913 | The Observer World: A Cryptographic Extension of Impagliazzo's Five Worlds
[NO] 389/1913 | Exploring the world of edge-chromatic 3-critical graphs
[NO] 390/1913 | Adelic Line Bundles, Arithmetic Positivity and Diophantine Geometry
[NO] 391/1913 | Probing Anomalous Microwave Emission with the Square Kilometre Array
[NO] 392/1913 | PRISM: PE Relational Inter-Section Matrix. A 2D Section-Aware Dataset for Static PE Malware Detection
[NO] 393/1913 | Application of LLMs to Threat Assessment of Foreign Peacekeeping Missions
[NO] 394/1913 | Proof of the Density Threshold Conjecture for Pinwheel Scheduling
[NO] 395/1913 | Pseudo-Text-Conditioned 3D Grounding DINO for Organ Localization in Abdominal CT
[NO] 396/1913 | Spherical Collapse and Halo Formation in a Cosmology with Decaying Dark Matter and a Semi-Cosmographic Dark Energy
[NO] 397/1913 | How to evaluate clustering with ground truth?
[NO] 398/1913 | Type-based information flow analysis for $π$-calculus with a dynamically extensible security lattice
[NO] 399/1913 | Human--LLM Collaboration Is Transforming Complexity Metrics in Scientific Texts
[NO] 400/1913 | BtrLog: Low-Latency Logging for Cloud Database Systems
[YES] 401/1913 | The Spec Growth Engine: Spec-Anchored, Code-Coupled, Drift-Enforced Architecture for AI-Assisted Software Development
[NO] 402/1913 | Observation of Non-Hermitian Skin Dynamics in the Liouvillian Regime
[NO] 403/1913 | Averaged Fourier Estimates and Dyadic Approximation on the Cantor set
[NO] 404/1913 | State Representation Matters in Deep Reinforcement Learning: Application to Energy Trading
[NO] 405/1913 | Design and Performance Evaluation of Secure RF and WiFi-Based Communication in Drone Swarms via Testbed Implementation
[NO] 406/1913 | Just how sure are you? Improving Verbalized Uncertainty Calibration in Medical VQA
[NO] 407/1913 | On-board Remote-Sensing Foundation Models for Unsupervised Change Detection of Disaster Events
[NO] 408/1913 | Lattice patch structure for fixed-frequency transmon quantum computer with high-fidelity CNOT gates
[NO] 409/1913 | Temporal wave trapping from dynamical pump pulses
[NO] 410/1913 | Semantic Early-Stopping for Iterative LLM Agent Loops
[NO] 411/1913 | Integrality of genus-$g$ indices with adjoint Reidemeister torsions of twist knots
[NO] 412/1913 | Pogorelov type interior $C^2$ estimate for sum Hessian quotient equations on Riemannian manifolds
[NO] 413/1913 | Uncertainty quantification via conformal prediction in data assimilation
[NO] 414/1913 | Deterministic and Efficient Ideal Arithmetic via Two-Element Representations
[NO] 415/1913 | On a conjecture by Kollár and Saccà
[YES] 416/1913 | How Much Static Structure Do Code Agents Need? A Study of Deterministic Anchoring
[YES] 417/1913 | Knowledge-Based Pull Requests: A Trusted Workflow for Agent-Mediated Knowledge Collaboration
[NO] 418/1913 | Full spectrum Unlearnable Examples via Spectral Equalization
[NO] 419/1913 | The Fungible Reserve Standard: A Deterministic Framework for Encoding Carrying Costs in Asset-Backed Tokens
[NO] 420/1913 | Preconditioning Magnetic Systems in Kohn-Sham Density Functional Theory
[NO] 421/1913 | CHESS: CHEbyshev pSeudo-Spectral transport for Feynman integral differential equations
[NO] 422/1913 | On some Open Problems for Finite Automata with Translucent Input Letters
[NO] 423/1913 | Semialgebraic Conditions for Identifying Triangles in Phylogenetic Networks
[NO] 424/1913 | A geometric approach to inner problems associated with exponentially small splitting phenomena in local bifurcations
[NO] 425/1913 | Exact Blowup Analysis for the Weak-Advection Hou--Li Model
[NO] 426/1913 | Solid adsorption: the missing mechanism for surfactant contact lines -- a phase-field approach
[NO] 427/1913 | SocialPersona: Benchmarking Personalized Profiling and Response with Multimodal Social-Media Context
[NO] 428/1913 | Dynamic heterogeneity in sodium silicate melts via machine-learning potential
[NO] 429/1913 | FracEvent: Event-Camera Simulation via Fractional-Relaxation Pixel Dynamics
[NO] 430/1913 | Temporally Consistent Label Interpolation for Robust Surgical Multi-Task Learning under Challenging Conditions
[NO] 431/1913 | Simulating Unified Tensor Resharding in heterogeneous AI systems
[NO] 432/1913 | Accretion Flow onto Ellis-Bronnikov Wormhole
[NO] 433/1913 | Bricks in which every vertex is incident with a forcing edge
[NO] 434/1913 | Latent Diffusion Posterior Sampling with Surrogate Likelihood Guidance for PDE Inverse Problems
[YES] 435/1913 | Empirical Software Engineering TerraProbe: A Layered-Oracle Framework for Detecting Deceptive Fixes in LLM-Assisted Terraform
[NO] 436/1913 | Inference-Time Robot Behavior Steering through Physically-Aware Reconfiguration of Task-Structure
[NO] 437/1913 | A Multi-Level Validation and Traceability Framework for AI-Generated Telescope Scheduling Decisions
[NO] 438/1913 | Determining potentials from the scattering map of the time-dependent Schrödinger equation
[NO] 439/1913 | Graph-Based ECG Synthesis with Activation-Consistency Certification and Diagnostics-Aware Morphology Curation
[NO] 440/1913 | Revisiting Action Factorization for Complex Action Spaces
[NO] 441/1913 | Ring Spacing from a Fourth-Order Radial Feedback Green Function in a Keplerian Accretion Disk
[NO] 442/1913 | Multi-Modal Environment-Aware Beam Management for Massive MIMO: A Geometry-Driven Virtual Base Station Framework
[NO] 443/1913 | Characterizing Pure Strategy Nash Equilibria in Finite Noncooperative Games
[NO] 444/1913 | Erase-then-Delta Attention: Decoupling Erase and Write Addresses in Delta-Rule Linear Attention
[NO] 445/1913 | Perception, Verdict, and Evolution: Hindsight-Driven Self-Refining Forensics Agent for AI-Generated Image Detection
[NO] 446/1913 | Sample-efficient Transfer Reinforcement Learning via Adaptive Reward Shaping and Policy-Ratio Reweighting Strategy
[NO] 447/1913 | Multipath Adaptive Gated Bottleneck Latent ODE with Raman Data Fusion for Cell Culture Process Forecasting
[NO] 448/1913 | Symmetries of the Generalized Yang--Baxter Equations
[NO] 449/1913 | Structural Properties and Applications of the Augmented Sombor Index
[NO] 450/1913 | Budget-Aware Keyboardless Interaction
[NO] 451/1913 | DanceDuo: Bridging Human Movement and AI Choreography
[NO] 452/1913 | Humans Disengage, Reasoning Models Persist: Separating Difficulty Registration from Deliberation Allocation
[NO] 453/1913 | Ductility Design Rules for Tungsten based Refractory High Entropy Alloys from Sparse Experimental Datasets
[NO] 454/1913 | Photo-thermal origin of pulse laser induced orientation of crystallographic c axis in Tellurium thin films
[NO] 455/1913 | Nemotron-TwoTower: Diffusion Language Modeling with Pretrained Autoregressive Context
[YES] 456/1913 | An Empirical Study of LLM-Generated Specifications for VeriFast
[NO] 457/1913 | Speaking Numbers to LLMs: Multi-Wavelet Number Embeddings for Time Series Forecasting
[NO] 458/1913 | Two-and-a-half dimensional symplectic space-charge solver
[NO] 459/1913 | Adaptive Evaluation of Out-of-Band Defenses Against Prompt Injection in LLM Agents
[NO] 460/1913 | Learning rate selection via weighted Fisher divergence
[NO] 461/1913 | Excitation of non-modal perturbations in hypersonic boundary layers by free stream forcing. Part II: asymptotic theory and key mechanisms
[NO] 462/1913 | Predicting disease severity and large-scale spread from coupled severity measurements and imperfect indicators: Application to beet yellows
[NO] 463/1913 | Proof of Cigler's conjecture on $q$-Hoggatt numbers
[NO] 464/1913 | Scaling Multi-Reference Image Generation with Dynamic Reward Optimization
[NO] 465/1913 | Perturbatively Corrected Linear Response Selected Configuration Interaction
[NO] 466/1913 | GAVEL: Grounded Caption Error Verification and Localization
[NO] 467/1913 | Coexistence of static order and spin dynamics in an S = 5/2 frustrated triangular antiferromagnet
[NO] 468/1913 | The parental parsimony problem on binary, tree-child phylogenetic networks
[NO] 469/1913 | PhysRAG: Enhancing Physics-Awareness in Video Generation via Retrieval-Augmented Generation
[NO] 470/1913 | Wave-Particle Decomposition for Kinetic Equations I: Theory and Numerics
[NO] 471/1913 | Quasiclassical theory of nonlinear response in d-wave superconductors
[NO] 472/1913 | Cascade adaptive optics with a second stage based on a Zernike wavefront sensor for exoplanet observations II. Validation in broadband light on the ESO/GHOST testbed
[NO] 473/1913 | Generalized Zariski cancellation for Brieskorn--Pham varieties
[NO] 474/1913 | Shallow Quantum Circuits for Deep Chemistry via Valence Bond Embeddings
[NO] 475/1913 | A Pipeline for Generating Longitudinal Synthetic Clinical Notes Using Large Language Models
[NO] 476/1913 | Information-Aware KV Cache Compression for Long Reasoning
[NO] 477/1913 | Dissipation-Induced Deviations from Kibble-Zurek Scaling in Non-Hermitian Quantum Annealing
[NO] 478/1913 | Bipartite entanglement of the primordial Majorana during inflation
[NO] 479/1913 | Fortress and Gatekeeper: Theorizing Transitive Trust in Third-Party Cybersecurity Risk Governance
[NO] 480/1913 | Cascaded Multi-Granularity Pruning for On-Device LLM Inference in Industrial IoT
[NO] 481/1913 | A Shared IPTC Topic Space for Cross-Source Topic Modelling
[NO] 482/1913 | The Capability Frontier: Benchmarks Miss 82% of Model Performance
[NO] 483/1913 | A Hybrid Quantum Mechanics Machine Learning Forcefield (QM/ML) Framework for Accurate Solute-Dislocation Interaction Simulations
[NO] 484/1913 | High-dimensional reliability-oriented Shapley effect estimation with Normalizing Flows
[NO] 485/1913 | Quantization in Federated Learning: Methods, Challenges and Future Directions
[NO] 486/1913 | FBK's Long-form SpeechLLMs for IWSLT 2026 Instruction Following
[NO] 487/1913 | Investigating the System Configuration of Kepler-451 through Orbital Period Variations: Dynamical and Magnetic Interpretations
[NO] 488/1913 | Computational Analysis of Heart Rate Variability in Healthy Adults
[NO] 489/1913 | Improving Vision-Language-Action Model Fine-Tuning with Structured Stage and Keyframe Supervision
[NO] 490/1913 | Nonadiabatic Holonomic Single-Qubit Gates in Non-Hermitian Systems
[NO] 491/1913 | Reasoning Quality Emerges Early: Data Curation for Reasoning Models
[NO] 492/1913 | Spectral condensation in a finite nonequilibrium atmospheric transition
[NO] 493/1913 | End-to-end probabilistic hierarchical forecasting of large hierarchies via probabilistic top-down
[NO] 494/1913 | 5G NR-V2X Scheduling Approaches for CPM Variable Size Traffic
[NO] 495/1913 | PressMimic: Pressure-Guided Motion Capture and Control for Humanoid Robot Imitation
[NO] 496/1913 | 'A bit of chaos and madness': The AI Assessment Scale and the work of assessment reform
[NO] 497/1913 | Scientific discovery as meta-optimization: a combinatorial optimization case study
[NO] 498/1913 | Prompt Injection in Automated Résumé Screening with Large Language Models: Single and Multi-Injection Settings
[NO] 499/1913 | When are likely answers right? On Sequence Probability and Correctness in LLMs
[NO] 500/1913 | Realification of stably trivial vector bundles
[NO] 501/1913 | Semi-empirical Predictions for Ultra-deep Radio Counts of Star-forming Galaxies with the SKAO
[NO] 502/1913 | Clustering of high-redshift quasars with DESI DR2
[NO] 503/1913 | Extracting Neural Materials from Multi-view Images
[NO] 504/1913 | Global well-posedness for general parabolic Anderson model on the whole plane
[NO] 505/1913 | A solid unification of the dark sector
[NO] 506/1913 | Distinguishing Gromov-Thurston manifolds using algebraic Dehn fillings
[NO] 507/1913 | Unveiling Complex Chemistry in Planet-forming Disks with the SKAO
[NO] 508/1913 | Large-scale multimode entangling-gate synthesis in trapped-ion systems
[NO] 509/1913 | Improving exoplanet mass characterisation with Bayesian model selection using the Learned Harmonic Mean Estimator
[NO] 510/1913 | Free Skew Braces and Free Solutions of the Yang--Baxter Equation
[NO] 511/1913 | Decision-Aligned Evaluation of Uncertainty Quantification
[NO] 512/1913 | Bridging Vision and Language Concepts through Optimal Transport Semantic Flow
[NO] 513/1913 | Surviving by Serving: Functional Relevance Drives Self-Organization in Complex Adaptive Systems
[NO] 514/1913 | Brick infinite algebras admit infinitely many non-$τ$-rigid bricks
[NO] 515/1913 | Projected sensitivity of the ANUBIS detector to heavy neutral leptons
[NO] 516/1913 | Maximum Achievable Burst Size in All-Optical Satellite Networks
[NO] 517/1913 | Fast algorithms for learning a Gaussian under halfspace truncation with optimal sample complexity
[NO] 518/1913 | Dyeing form factors as amplitudes
[NO] 519/1913 | Index saddle for the D1-D5-P black string and its decoupling limit
[NO] 520/1913 | Primordial black hole formation in bulk-viscous cosmology
[NO] 521/1913 | World Action Models Enable Continual Imitation Learning with Recurrent Generative Replays
[NO] 522/1913 | 3D Imaging of Complex Skyrmion and Hopf Topologies in an Extended Sample
[NO] 523/1913 | Mapping Political-Elite Networks in Europe with a Multilingual Joint Entity-Relation Extraction Pipeline
[NO] 524/1913 | VibeAct: Vibration to Actions for Contact-Rich Reactive Robot Dexterity
[NO] 525/1913 | Understanding Domain-Aware Distribution Alignment in Budgeted Entity Matching
[NO] 526/1913 | Godbillon-Vey classes of Lie subalgebroids
[NO] 527/1913 | Valuing American options and Flexible Forwards contracts in time-dependent models
[NO] 528/1913 | Language-Based Digital Twins for Elderly Cognitive Assistance
[NO] 529/1913 | Unpinning of trapped oil droplets via non-resonant acoustic streaming in capillary tubes
[NO] 530/1913 | On the homology groups of clique complexes of strongly regular graphs
[NO] 531/1913 | LLM-Based Examination of Eligibility Criteria from Securities Prospectuses at the German Central Bank
[NO] 532/1913 | Blackwell Approachability and Gradient Equilibrium are Equivalent
[NO] 533/1913 | Beyond Surface Forms: A Comprehensive, Mechanism-Oriented Taxonomy of Indirect Linguistic Encoding for LLM-Based Coded Language Detection
[NO] 534/1913 | LA4VLA: Learning to Act without Seeing via Language-Action Pretraining
[NO] 535/1913 | Generative Models on Analog Hardware with Dynamics
[NO] 536/1913 | Deterministic Algorithms for Low Individual Degree Factors of Sparse Polynomials
[NO] 537/1913 | A Quasi-Variational--Hemivariational Inequality for the Convective Brinkman--Forchheimer Extended Darcy Equations with Bingham Fluids
[NO] 538/1913 | EO-WM: A Physically Informed World Model for Probabilistic Earth Observation Forecasting
[NO] 539/1913 | Quantum-Limited Subdiffraction Telescopy Requires Genuine Multi-Telescope Interference
[NO] 540/1913 | CORTEX: A Structured Reasoning Benchmark for Trustworthy 3D Chest CT MLLMs
