[2026-04-02 22:32:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-01
正在获取论文...
[arXiv] 2026-04-01 | Grothendieck's Equality vs Voevodsky's Equality
[NO] 541/1897 | Managing the Mismatch: The Role of Flexibility on the Path to a Carbon-Neutral Energy System
[NO] 542/1897 | Extending the fundamental limit of atomic clock stability
[NO] 543/1897 | MF-QAT: Multi-Format Quantization-Aware Training for Elastic Inference
[NO] 544/1897 | Thermal Entanglement and Out-of-Equilibrium Thermodynamics in 1D Bose gases
[NO] 545/1897 | Stochastically-constrained Koiter shell models
[NO] 546/1897 | Extremal distributions of partially hyperbolic systems: the Lipschitz threshold
[NO] 547/1897 | Bistable Quad-Nets Composed of Four-Bar Linkages
[NO] 548/1897 | Observation of acoustic magneto-chiral anisotropy in $α$-quartz
[NO] 549/1897 | Beyond Bounded Noise: Stochastic Set-Membership Estimation for Nonlinear Systems
[NO] 550/1897 | Min-Max Grassmannian Optimization for Online Subspace Tracking
[NO] 551/1897 | Real-time virtual circuits for plasma shape control via neural network surrogates: dynamic validation in closed-loop simulations
[NO] 552/1897 | First results of AMBRA: Abundant Seeds and Early Mergers as a Pathway to the First Massive Black Holes
[YES] 553/1897 | Embarrassingly Simple Self-Distillation Improves Code Generation
[NO] 554/1897 | The direct spectral problem for indefinite canonical systems
[NO] 555/1897 | Maximizing T2-Only Prostate Cancer Localization from Expected Diffusion Weighted Imaging
[NO] 556/1897 | Nonlinearities in Gravity: Gravitational Wave Ringdown
[NO] 557/1897 | Baryonic form factors of light pseudoscalar mesons
[NO] 558/1897 | Renormalization-group-improved constraints on dimension-7 baryon-number-violating operators
[NO] 559/1897 | Quantum Statistical Bootstrap
[NO] 560/1897 | Differentially Private Manifold Denoising
[NO] 561/1897 | Autoregressive Appearance Prediction for 3D Gaussian Avatars
[NO] 562/1897 | Learning Quantised Structure-Preserving Motion Representations for Dance Fingerprinting
[NO] 563/1897 | ProCap: Projection-Aware Captioning for Spatial Augmented Reality
[NO] 564/1897 | A Framework for Parameterized Subexponential-Subcubic-Time Algorithms for Weighted Problems in Planar Graphs
[NO] 565/1897 | On some extensions of generalized counting processes
[NO] 566/1897 | Transport-Geometric Formulation of Peak Statistics: Curvature-Conditioned Point Processes and Response Hierarchy
[NO] 567/1897 | The Klein bottle ratio of two-dimensional ferromagnetic Potts models
[NO] 568/1897 | AuraDesk: Data Physicalization through Olfaction Metaphors for Representing and Mitigating Workplace Stress
[NO] 569/1897 | Statistical Physics of Coding for the Integers
[NO] 570/1897 | Finite-Time Convergence Guarantees for Time-Parallel Methods
[YES] 571/1897 | Reliability of Large Language Models for Design Synthesis: An Empirical Study of Variance, Prompt Sensitivity, and Method Scaffolding
[NO] 572/1897 | Spatial Upper Bound of Radiated Power in Active Antenna Systems
[NO] 573/1897 | Spectral sum rules on a $d$--sphere
[NO] 574/1897 | Sharp local sparsity of regularized optimal transport
[NO] 575/1897 | Impact of gate voltage on switching field of perpendicular magnetic tunnel junctions with a synthetic antiferromagnetic free layer
[NO] 576/1897 | Emergent superconductivity at 16.3 K in an altermagnetic candidate Na$_{2-x}$V$_2$Se$_2$O with broken inversion symmetry
[NO] 577/1897 | Near-Optimal Four-Cycle Counting in Graph Streams
[NO] 578/1897 | The Lang-Trotter conjecture on average for genus-$2$ curves with $S_3$ reduced automorphism group
[NO] 579/1897 | Highly-Parallel Atom-Detection Accelerator for Tweezer-Based Neutral Atom Quantum Computers
[NO] 580/1897 | Cost-Penalized Fitness in FMA-Orchestrated Mixture of Experts: Experimental Evidence for Molecular Memory in Domain Adaptation
[NO] 581/1897 | Potassium-40 geoneutrinos detection and the Earth's large-scale structures imaging by directional geoneutrino detection
[NO] 582/1897 | Compact Keyframe-Optimized Multi-Agent Gaussian Splatting SLAM
[NO] 583/1897 | Laser-generated CuPdAgPtAu High-Entropy Alloy Nanoparticles -- Thermal Segregation Threshold and Elemental Segregation
[YES] 584/1897 | RePart: Efficient Hypergraph Partitioning with Logic Replication Optimization for Multi-FPGA System
[NO] 585/1897 | Description and Discussion on DCASE 2026 Challenge Task 4: Spatial Semantic Segmentation of Sound Scenes
[NO] 586/1897 | Beyond the Beta Lorenz Curve: A New Parametric Family for Poverty and Inequality Estimation
[NO] 587/1897 | Thinking Wrong in Silence: Backdoor Attacks on Continuous Latent Reasoning
[NO] 588/1897 | A Dual-Action Fabric-Based Soft Robotic Glove for Ergonomic Hand Rehabilitation
[NO] 589/1897 | PC-SAM: Patch-Constrained Fine-Grained Interactive Road Segmentation in High-Resolution Remote Sensing Images
[NO] 590/1897 | Adapting Text LLMs to Speech via Multimodal Depth Up-Scaling
[NO] 591/1897 | On Expansion of Random Regular Graphs: Improved Lower Bounds for Small Even Degrees
[NO] 592/1897 | Electronic Raman scattering from 2D metals with broken inversion symmetry
[NO] 593/1897 | Penalty-Free Two-Step Optimization of Higher-Order Ising Problems for Two-Dimensional Line-Controlled RIS
[NO] 594/1897 | X-ray variability of SDSS J000532.84+200717.4: from a normal state to an X-weak state
[NO] 595/1897 | Automated Detection of Multiple Sclerosis Lesions on 7-tesla MRI Using U-net and Transformer-based Segmentation
[NO] 596/1897 | Radio-Frequency-Driven Reshaping of the Mesoscale Charge-Density-Wave Landscape in 1T-TaS2 Thin-Film Devices
[NO] 597/1897 | Relic Magnetic Fields from Non-Adiabatic Photon Freeze-Out at Recombination
[NO] 598/1897 | Sona: Real-Time Multi-Target Sound Attenuation for Noise Sensitivity
[NO] 599/1897 | Polysemanticity or Polysemy? Lexical Identity Confounds Superposition Metrics
[NO] 600/1897 | TR-ICRL: Test-Time Rethinking for In-Context Reinforcement Learning
[NO] 601/1897 | The $\infty$-Oreo$^{^\circledR}$
[NO] 602/1897 | Time-bandwidth Study of Non-classically Damped, Linear, Time-invariant Coupled Oscillators with Closely Spaced Modes
[NO] 603/1897 | Testing for lack of fit in paired comparison data
[NO] 604/1897 | Calibrating optical galaxy cluster projection effects with sparse spectroscopic samples: A clustering redshift approach
[NO] 605/1897 | Gate-Tunable Photoresponse of Graphene Josephson Junctions at Terahertz Frequencies
[NO] 606/1897 | A Musielak-Orlicz approach for modeling uncertainties in long-memory processes
[NO] 607/1897 | VLM-in-the-Loop: A Plug-In Quality Assurance Module for ECG Digitization Pipelines
[NO] 608/1897 | Advancing Complex Video Object Segmentation via Tracking-Enhanced Prompt: The 1st Winner for 5th PVUW MOSE Challenge
[NO] 609/1897 | Behavioral Score Diffusion: Model-Free Trajectory Planning via Kernel-Based Score Estimation from Data
[NO] 610/1897 | RAGShield: Provenance-Verified Defense-in-Depth Against Knowledge Base Poisoning in Government Retrieval-Augmented Generation Systems
[NO] 611/1897 | Data-Attributed Adaptive Control Barrier Functions: Safety-Certified Training Data Curation via Influence Analysis
[NO] 612/1897 | Reclaiming Idle CPU Cycles on Kubernetes: Sparse-Domain Multiplexing for Concurrent MPI-CFD Simulations
[YES] 613/1897 | Locally Confident, Globally Stuck: The Quality-Exploration Dilemma in Diffusion Language Models
[NO] 614/1897 | Dynamic Graph Neural Network with Adaptive Features Selection for RGB-D Based Indoor Scene Recognition
[NO] 615/1897 | Implicit Primal-Dual Interior-Point Methods for Quadratic Programming
[NO] 616/1897 | VADMamba++: Efficient Video Anomaly Detection via Hybrid Modeling in Grayscale Space
[NO] 617/1897 | AI-assisted Human-in-the-Loop Web Platform for Structural Characterization in Hard drive design
[NO] 618/1897 | Anomalous waiting-time distributions in postselection-free quantum many-body dynamics under continuous monitoring
[NO] 619/1897 | Unified Gauge-Geometry Symmetry for Equilibrium Statistical Mechanics
[NO] 620/1897 | Forecasting duration in high-frequency financial data using a self-exciting flexible residual point process
[YES] 621/1897 | Agent Q-Mix: Selecting the Right Action for LLM Multi-Agent Systems through Reinforcement Learning
[NO] 622/1897 | An Unconditional Barrier for Proving Multilinear Algebraic Branching Program Lower Bounds
[NO] 623/1897 | Delayed logistic equation as a limit of long memory Markov chains
[NO] 624/1897 | Joint LHCb--Belle II Prospects to Constrain New Physics in $B\to D^{(*)}τν$
[NO] 625/1897 | On sifted homotopy colimits of algebras over an $N_{\infty}$-operad
[NO] 626/1897 | Spectral Compact Training: Pre-Training Large Language Models via Permanent Truncated SVD and Stiefel QR Retraction
[NO] 627/1897 | Two-species system with nonlocal interactions driven by Riesz potentials
[NO] 628/1897 | Learning Laplacian Forms for Graph Signal Processing via the Deformed Laplacian
[NO] 629/1897 | Exploring Silent Data Corruption as a Reliability Challenge in LLM Training
[NO] 630/1897 | LangMARL: Natural Language Multi-Agent Reinforcement Learning
[NO] 631/1897 | An analytical model of Disequilibrium and decentralized productive Exploration
[NO] 632/1897 | GRASP: Gradient Realignment via Active Shared Perception for Multi-Agent Collaborative Optimization
[NO] 633/1897 | CircuitProbe: Predicting Reasoning Circuits in Transformers via Stability Zone Detection
[NO] 634/1897 | Predicting CO and dust emission of star-forming galaxies
[NO] 635/1897 | TTA-Vid: Generalized Test-Time Adaptation for Video Reasoning
[NO] 636/1897 | Internal APIs Are All You Need: Shadow APIs, Shared Discovery, and the Case Against Browser-First Agent Architectures
[NO] 637/1897 | DF-3DRME: A Data-Friendly Learning Framework for 3D Radio Map Estimation based on Super-Resolution Technique
[NO] 638/1897 | Implementation and Workflows for INLA-Based Approximate Bayesian Structural Equation Modelling
[NO] 639/1897 | Discrete adjoint gradient computation for multiclass traffic flow models on road networks
[NO] 640/1897 | Theoretical Perspectives on Jabr-Type Convex Relaxations for AC Optimal Power Flow
[NO] 641/1897 | Feature Reconstruction and Monitoring of Load Test Data under Varying Environmental Conditions
[NO] 642/1897 | Quantum Algorithms for Gibbs Expectation of Non-log-concave and Heavy-tailed Distributions
[NO] 643/1897 | Chameleons do not Forget: Prompt-Based Online Continual Learning for Next Activity Prediction
[NO] 644/1897 | DirectFisheye-GS: Enabling Native Fisheye Input in Gaussian Splatting with Cross-View Joint Optimization
[NO] 645/1897 | Li-Yau and Harnack estimates for nonlocal diffusion problems
[NO] 646/1897 | In the Middle, Not on Top: AI-Mediated Communication for Patient-Provider Care Relationships
[NO] 647/1897 | Large deviations of the periodic Toda chain
[NO] 648/1897 | Optimal GNSS Time Tracking for Long-term Stable Time Realisation in Synchronised Atomic Clocks
[NO] 649/1897 | English to Central Kurdish Speech Translation: Corpus Creation, Evaluation, and Orthographic Standardization
[NO] 650/1897 | A Physical Imitation Learning Pipeline for Energy-Efficient Quadruped Locomotion Assisted by Parallel Elastic Joint
[NO] 651/1897 | Speech LLMs are Contextual Reasoning Transcribers
[NO] 652/1897 | Directional-dependent Berezinskii-Kosterlitz-Thouless transition at EuO/KTaO$_3$(111) interfaces
[NO] 653/1897 | Quantum algorithms for the fractional Poisson equation via rational approximation
[NO] 654/1897 | A Universal 1.5 GeV Gamma-Ray Line in Active Galactic Nuclei
[NO] 655/1897 | Toward Efficient Deployment and Synchronization in Digital Twins-Empowered Networks
[NO] 656/1897 | Typical Scenarios Generation Method Considering System-level Characteristics of Power System
[NO] 657/1897 | Rigidity of the Borell-Brascamp-Lieb Inequality on Weighted Riemannian Manifolds
[NO] 658/1897 | STAR: Mitigating Cascading Errors in Spatial Reasoning via Turn-point Alignment and Segment-level DPO
[NO] 659/1897 | Multi-Camera View Scaling for Data-Efficient Robot Imitation Learning
[NO] 660/1897 | Neuropsychiatric Deviations From Normative Profiles: An MRI-Derived Marker for Early Alzheimer's Disease Detection
[NO] 661/1897 | Activation Saturation and Floquet Spectrum Collapse in Neural ODEs
[NO] 662/1897 | Three-Dimensional Ocean Dynamics and Detectability of Tidally Locked Lava Worlds
[NO] 663/1897 | Formal Deformation quantization as a Fréchet algebra
[NO] 664/1897 | Conformal Inference for Counterfactuals and Individual Treatment Effects with Experiment Attrition
[NO] 665/1897 | Functional Force-Aware Retargeting from Virtual Human Demos to Soft Robot Policies
[NO] 666/1897 | LLM REgression with a Latent Iterative State Head
[NO] 667/1897 | The RRATalog: a Galactic census of rotating radio transients
[NO] 668/1897 | Message passing and cyclicity transition
[NO] 669/1897 | Learning and Generating Mixed States Prepared by Shallow Channel Circuits
[NO] 670/1897 | Quantum Gibbs Sampling in Infinite Dimensions: Generation, Mixing Times and Circuit Implementation
[NO] 671/1897 | Assessing Affective Objectives for Communicative Visualizations
[NO] 672/1897 | Functional Moments Regression
[NO] 673/1897 | S0 Tuning: Zero-Overhead Adaptation of Hybrid Recurrent-Attention Models
[NO] 674/1897 | Variational Dynamics of Open Quantum Spin Systems in Phase Space
[NO] 675/1897 | Data-based Low-conservative Nonlinear Safe Control Learning
[NO] 676/1897 | Detecting Multi-Agent Collusion Through Multi-Agent Interpretability
[YES] 677/1897 | Automated Generation of High-Quality Bug Reports for Android Applications
[YES] 678/1897 | SERSEM: Selective Entropy-Weighted Scoring for Membership Inference in Code Language Models
[NO] 679/1897 | A deterministic multiple-shift lattice algorithm for function approximation in Korobov and half-period Cosine spaces
[NO] 680/1897 | Schrodinger Bridges and Density Steering Problems for Gaussian Mixtures Models in Discrete-Time
[NO] 681/1897 | Looking into a Pixel by Nonlinear Unmixing -- A Generative Approach
[NO] 682/1897 | Non-Ljusternik--Schnirelman eigenvalues of the pure $p$-Laplacian exist
[NO] 683/1897 | Multi-Agent LLM Governance for Safe Two-Timescale Reinforcement Learning in SDN-IoT Defense
[NO] 684/1897 | Diff-VS: Efficient Audio-Aware Diffusion U-Net for Vocals Separation
[YES] 685/1897 | Trust and Reliance on AI in Education: AI Literacy and Need for Cognition as Moderators
[NO] 686/1897 | Cosmological zoom-in perturbation theory as a consistent beyond point-particle approximation framework
[NO] 687/1897 | On the Construction of Recursively Differentiable Quasigroups and an Example of a Recursive $[4,2,3]_{26}$-Code
