[2026-03-05 09:30:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-04
正在获取论文...
[arXiv] 2026-03-04 | Strong Approximation for the Character Variety of the Four-Times Punctured Sphere
[IEEE] 2026-3-4 | An Adaptive Queue Partitioning Approach for Load Balancing to Improve QoS in Cloud Computing Systems
[IEEE] 2026-3-4 | SlideBERT-DTI: An improved framework using Deep learning-based approach for Drug-Target interaction prediction
[IEEE] 2026-3-4 | Enhanced Energy Management Scheme for Secure, Emission-Conscious, and Optimized Operation of Networked Microgrids
[IEEE] 2026-3-4 | Energy Efficient Cluster-Based Protocol with Primary and Secondary Cluster Head Selection for Wireless Sensor Networks
[IEEE] 2026-3-4 | AQGSM: Efficient Multimodal AVQA via Ensemble Transformer Optimization
[IEEE] 2026-3-4 | FIF-Drone: A Forensic Investigation Framework for Drones
[IEEE] 2026-3-4 | Securing UAV Communication Systems: Architectures, Attacks and Solutions
[IEEE] 2026-3-4 | Assessing Grid Stability Under Direct Wind Power Charging of Electric Vehicles
共写入 1807 条记录，保存到 papers/paper2026-03-04.json。
论文获取成功，文件路径: papers/paper2026-03-04.json
正在筛选、翻译并发送邮件...
[NO] 1/1807 | Strong Approximation for the Character Variety of the Four-Times Punctured Sphere
[NO] 2/1807 | EgoPoseFormer v2: Accurate Egocentric Human Motion Estimation for AR/VR
[NO] 3/1807 | A Digital Twin of the FPGA Digital Signal Processing Chain for MKIDs Readout: Root-Cause Analysis and Mitigation of Spurs
[NO] 4/1807 | Doubly Robust Estimation of Treatment Effects in Staggered Difference-in-Differences with Time-Varying Covariates
[NO] 5/1807 | Limiting empirical spectral measure of the normalized Laplacian in preferential attachment graphs
[NO] 6/1807 | (Quantum) reference frames, relational observables, gauge reduction and physical interpretation
[NO] 7/1807 | Tuning Just Enough: Lightweight Backdoor Attacks on Multi-Encoder Diffusion Models
[NO] 8/1807 | Fermi-Dirac thermal measurements: A framework for quantum hypothesis testing and semidefinite optimization
[NO] 9/1807 | Long-Term Visual Localization in Dynamic Benthic Environments: A Dataset, Footprint-Based Ground Truth, and Visual Place Recognition Benchmark
[NO] 10/1807 | Low-Altitude Agentic Networks for Optical Wireless Communication and Sensing: An Oceanic Scenario
[NO] 11/1807 | OPTIMus - a survey of massive star-forming regions at OPTical, Infrared, and Millimeter wavelengths
[NO] 12/1807 | Force-Aware Residual DAgger via Trajectory Editing for Precision Insertion with Impedance Control
[NO] 13/1807 | Second-order supporting quadric method for designing freeform refracting surfaces generating prescribed irradiance distributions
[NO] 14/1807 | Who Judges the Judge? Evaluating LLM-as-a-Judge for French Medical open-ended QA
[NO] 15/1807 | Self-adapting Robotic Agents through Online Continual Reinforcement Learning with World Model Feedback
[NO] 16/1807 | Performance Optimization in Stream Processing Systems: Experiment-Driven Configuration Tuning for Kafka Streams
[NO] 17/1807 | Weak Lensing by Photometric Density Ridges
[NO] 18/1807 | Probing pure spin-rotation quantum geometry in persistent spin textures via nonlinear transport
[NO] 19/1807 | Rethinking the Efficiency and Effectiveness of Reinforcement Learning for Radiology Report Generation
[NO] 20/1807 | On the Computational Content of Moduli of Regularity and their Logical Strength
[NO] 21/1807 | Non-Derivability Results in Polymorphic Dependent Type Theory
[NO] 22/1807 | STEM Faculty Perspectives on Generative AI in Higher Education
[NO] 23/1807 | Spectrally Corrected Polynomial Approximation for Quantum Singular Value Transformation
[NO] 24/1807 | Bandwidth Selection for Spatial HAC Standard Errors
[NO] 25/1807 | Global Structure of Accretion Flows in Sgr A*
[NO] 26/1807 | SORT: A Systematically Optimized Ranking Transformer for Industrial-scale Recommenders
[NO] 27/1807 | Bayesian structured additive quantile regression for inflated bounded data
[NO] 28/1807 | Dielectric Barrier Corona Discharge Anomaly by Ionic Wind under Unipolar Voltage Excitation
[NO] 29/1807 | GeoSeg: Training-Free Reasoning-Driven Segmentation in Remote Sensing Imagery
[NO] 30/1807 | BLOCK: An Open-Source Bi-Stage MLLM Character-to-Skin Pipeline for Minecraft
[NO] 31/1807 | ProFound: A moderate-sized vision foundation model for multi-task prostate imaging
[NO] 32/1807 | Distributed vs. Centralized Precoding in Cell-Free Systems: Impact of Realistic Per-AP Power Limits
[NO] 33/1807 | Selecting Offline Reinforcement Learning Algorithms for Stochastic Network Control
[NO] 34/1807 | Demonstration of robust chiral edge transport in Chern insulator MnBi2Te4 devices with engineered geometric defects
[NO] 35/1807 | Local observers in stationary axisymmetric dust spacetimes
[NO] 36/1807 | Hierarchical Inference and Closure Learning via Adaptive Surrogates for ODEs and PDEs
[NO] 37/1807 | When Safety Becomes a Vulnerability: Exploiting LLM Alignment Homogeneity for Transferable Blocking in RAG
[NO] 38/1807 | Ultrabubble enumeration via a lowest common ancestor approach
[NO] 39/1807 | Angular distribution of Kα x rays following nonradiative double electron capture in relativistic collisions of Xe54+ ions with Kr and Xe atoms
[NO] 40/1807 | PatchDecomp: Interpretable Patch-Based Time Series Forecasting
[NO] 41/1807 | Competitive tumor growth modeling and optimal radiotherapy control via logistic equations
[NO] 42/1807 | Remote Plasma Polymers of Iron (II) Phthalocyanine in Polyacrylonitrile-Derived Carbon Electrospun Fibers as Electrode for Supercapacitors
[NO] 43/1807 | IROSA: Interactive Robot Skill Adaptation using Natural Language
[NO] 44/1807 | Thermal modeling of runaway electron induced damage in the SPARC tokamak
[NO] 45/1807 | A novel network for classification of cuneiform tablet metadata
[NO] 46/1807 | Numerical evaluation of Casimir forces using the discontinuous Galerkin time-domain method
[NO] 47/1807 | Leptogenesis from the Dirac CP-violating phase in the minimal left-right symmetric model
[NO] 48/1807 | Lubin's conjecture for height-one $p$-adic dynamical systems over $(p^2-p)$-tame extensions
[NO] 49/1807 | Two-phase quadratic integrate-and-fire neurons: Exact low-dimensional description for ensembles of finite-voltage neurons
[NO] 50/1807 | Catching jumps of metric-valued mappings with Lipschitz functions
[NO] 51/1807 | Performance of Conventional EEG Biomarkers Across Different Clinical Phases of Major Depressive Disorder: A Comprehensive Evaluation
[NO] 52/1807 | A Sensitivity Analysis of Multi-Event Audio Grounding in Audio LLMs
[NO] 53/1807 | Steady State Distribution and Stability Analysis of Random Differential Equations with Uncertainties and Superpositions: Application to a Predator Prey Model
[NO] 54/1807 | Local vs global dynamics in a dissipative qubit-impurity system
[NO] 55/1807 | Non-Invasive Reconstruction of Cardiac Activation Dynamics Using Physics-Informed Neural Networks
[NO] 56/1807 | Large-Margin Hyperdimensional Computing: A Learning-Theoretical Perspective
[NO] 57/1807 | Structure-aware Prompt Adaptation from Seen to Unseen for Open-Vocabulary Compositional Zero-Shot Learning
[NO] 58/1807 | Video-rate volumetric chemical imaging via mid-infrared photothermal optical diffraction tomography
[NO] 59/1807 | Vector-Quantized Soft Label Compression for Dataset Distillation
[NO] 60/1807 | Adaptive Enhancement and Dual-Pooling Sequential Attention for Lightweight Underwater Object Detection with YOLOv10
[NO] 61/1807 | Zero-Knowledge Proof (ZKP) Authentication for Offline CBDC Payment System Using IoT Devices
[NO] 62/1807 | Variational Gibbs State Preparation on Trapped-Ion Devices
[NO] 63/1807 | Equi-Baire One Families of Möbius Transformations and One-Parameter Subgroups of $\mathrm{PSL}(2,\mathbb{C}$)
[NO] 64/1807 | Linear codes arising from geometrical operation
[NO] 65/1807 | Bounded Multilinear Functionals and Multicontinuous Functions on n-Normed Spaces
[NO] 66/1807 | Skyrmion generation via Laguerre-Gaussian beam irradiation in frustrated magnets
[NO] 67/1807 | IntroductionDMD-augmented Unpaired Neural Schrödinger Bridge for Ultra-Low Field MRI Enhancement
[NO] 68/1807 | Cognition to Control - Multi-Agent Learning for Human-Humanoid Collaborative Transport
[NO] 69/1807 | Learning Approximate Nash Equilibria in Cooperative Multi-Agent Reinforcement Learning via Mean-Field Subsampling
[NO] 70/1807 | Tannakian duality and Gauss-Manin connections for a family of curves
[YES] 71/1807 | MOOSE-Star: Unlocking Tractable Training for Scientific Discovery by Breaking the Complexity Barrier
[NO] 72/1807 | Separation induced transition in a low pressure turbine under varying compressibility
[NO] 73/1807 | Evolution of Time-Lags of Swift J1727.8-1613 during the Rising Phase of Its Discovery Outburst
[NO] 74/1807 | Non-Orthogonal HARQ-CC over SDR: A GNU Radio-Based Implementation
[NO] 75/1807 | DAGE: Dual-Stream Architecture for Efficient and Fine-Grained Geometry Estimation
[YES] 76/1807 | ErrorLLM: Modeling SQL Errors for Text-to-SQL Refinement
[NO] 77/1807 | A Generalist Model Including Evolved Star Mass and Age
[NO] 78/1807 | Method of regions for dual conformal integrals
[NO] 79/1807 | Why Do Unlearnable Examples Work: A Novel Perspective of Mutual Information
[NO] 80/1807 | Soft Semi-active Back Support Device with Adaptive Force Profiles using Variable-elastic Actuation and Weight Feedback
[NO] 81/1807 | Polarized superspecial abelian varieties over $\mathbb{F}_p$ via hermitian lattices
[NO] 82/1807 | On the Spectrum of OTFS/VOFDM Signals: PSD Analysis and Bandwidth Allocation
[NO] 83/1807 | LDP-Slicing: Local Differential Privacy for Images via Randomized Bit-Plane Slicing
[NO] 84/1807 | Semistable intrinsic reduction loci for the iterations of non-archimedean quadratic rational functions
[NO] 85/1807 | Scalable and Convergent Generalized Power Iteration Precoding for Massive MIMO Systems
[NO] 86/1807 | Stellar Chromospheric Activity Database of Solar-like Stars Based on the LAMOST Low-Resolution Spectroscopic Survey III. Calibrating the Chromospheric Basal Flux and the Connection to Stellar Rotation
[NO] 87/1807 | Frequency Security-Aware Production Scheduling of Utility-Scale Off-Grid Renewable P2H Systems Coordinating Heterogeneous Electrolyzers
[YES] 88/1807 | CONCUR: Benchmarking LLMs for Concurrent Code Generation
[NO] 89/1807 | MAGE: Meta-Reinforcement Learning for Language Agents toward Strategic Exploration and Exploitation
[NO] 90/1807 | Photon Spheres and shadow of Schwarzschild black hole on the EUP framework
[NO] 91/1807 | Effect of magnetic drift on the stability structure of the ambipolar condition
[NO] 92/1807 | Mozi: Governed Autonomy for Drug Discovery LLM Agents
[NO] 93/1807 | Searching for ALP Lepton Flavor Violation via ALP Decays at the LHC
[NO] 94/1807 | Bridging Pedagogy and Play: Introducing a Language Mapping Interface for Human-AI Co-Creation in Educational Game Design
[NO] 95/1807 | Exploring Multiple Converged States of Network Configurations
[NO] 96/1807 | Magnetic Signature of Chiral Phonons Revealed by Neutron Spectroscopy in Ferrimagnetic Fe$_{1.75}$Zn$_{0.25}$Mo$_3$O$_8$
[NO] 97/1807 | An approach to non-equilibrium Markov chains through cycle matrices
[NO] 98/1807 | Local Safety Filters for Networked Systems via Two-Time-Scale Design
[NO] 99/1807 | Scrambler: Mixed Boolean Arithmetic Obfuscation Tool Using E-graph and Equality Expansion
[NO] 100/1807 | Extension of results on generalized Pólya's urns for polynomially self-repelling walks
[NO] 101/1807 | Candidate Moderation under Instant Runoff and Condorcet Voting: Evidence from the Cooperative Election Survey
[NO] 102/1807 | RAGTrack: Language-aware RGBT Tracking with Retrieval-Augmented Generation
[NO] 103/1807 | Tracking Feral Horses in Aerial Video Using Oriented Bounding Boxes
[NO] 104/1807 | Detection and Identification of Penguins Using Appearance and Motion Features
[NO] 105/1807 | Hybrid Belief Reinforcement Learning for Efficient Coordinated Spatial Exploration
[NO] 106/1807 | NMR evidence of spin supersolid and Pomeranchuk effect behaviors in the triangular-lattice antiferromagnet Rb$_2$Ni$_2$(SeO$_3$)$_3$
[NO] 107/1807 | Post-inflationary axion constraints from the Lyman-$α$ forest
[NO] 108/1807 | Accurate and Efficient Hybrid-Ensemble Atmospheric Data Assimilation in Latent Space with Uncertainty Quantification
[NO] 109/1807 | A framework for missing-energy searches with anomalous light vectors
[NO] 110/1807 | Unital $3$-dimensional structurable algebras: classification, properties and $\rm{AK}$-construction
[NO] 111/1807 | The Gaussian Wave for Graphs of Finite Cone Type
[NO] 112/1807 | TaxonRL: Reinforcement Learning with Intermediate Rewards for Interpretable Fine-Grained Visual Reasoning
[NO] 113/1807 | Formalization in Lean of faithfully flat descent of projectivity
[NO] 114/1807 | $τ$-Knowledge: Evaluating Conversational Agents over Unstructured Knowledge
[NO] 115/1807 | Volumetric effects in viscous flows in circular and annular tubes with wavy walls
[NO] 116/1807 | Dissecting Quantization Error: A Concentration-Alignment Perspective
[YES] 117/1807 | Pointer-CAD: Unifying B-Rep and Command Sequences via Pointer-based Edges & Faces Selection
[NO] 118/1807 | What Does Flow Matching Bring To TD Learning?
[NO] 119/1807 | Study on the Effect of Annealing on Ga$_2$O$_3$ Thin Films Deposited on Silicon by RF Sputtering
[NO] 120/1807 | Hunting for methanol in the water rich, planet forming disk around HL Tau
[NO] 121/1807 | MOO: A Multi-view Oriented Observations Dataset for Viewpoint Analysis in Cattle Re-Identification
[NO] 122/1807 | CRESTomics: Analyzing Carotid Plaques in the CREST-2 Trial with a New Additive Classification Model
[NO] 123/1807 | Activation Outliers in Transformer Quantization: Reproduction, Statistical Analysis, and Deployment Tradeoffs
[NO] 124/1807 | Dual Diffusion Models for Multi-modal Guided 3D Avatar Generation
[NO] 125/1807 | Perception-Aware Time-Optimal Planning for Quadrotor Waypoint Flight
[NO] 126/1807 | The Company You Keep: How LLMs Respond to Dark Triad Traits
[NO] 127/1807 | Hanle lineshapes and spin-rotation signatures from in-plane anisotropic spin relaxation in heterogeneous spin devices
[NO] 128/1807 | Gaussian Wardrobe: Compositional 3D Gaussian Avatars for Free-Form Virtual Try-On
[NO] 129/1807 | IPD: Boosting Sequential Policy with Imaginary Planning Distillation in Offline Reinforcement Learning
[NO] 130/1807 | A multi-center analysis of deep learning methods for video polyp detection and segmentation
[NO] 131/1807 | The effect of chemical vapor infiltration process parameters on flexural strength of porous α-SiC: A numerical model
[NO] 132/1807 | Maintenance optimization of a two-component system with mixed observability
[NO] 133/1807 | Continuity of Magnitude at Skew Finite Subsets of $\ell_1^N$
[NO] 134/1807 | Joint tomographic measurement of thermal Sunyaev Zeldovich and the cosmic infrared background
[NO] 135/1807 | Atmospheric effects on cosmic-ray muon rate at high latitude (78.9°N)
[NO] 136/1807 | Atmospheric neutrino constraints on Lorentz invariance violation with the first six detection units of KM3NeT/ORCA
[NO] 137/1807 | Cluster-Level Experiments using Temporal Switchback Designs: Precision Gains in Pricing A/B Tests at LATAM Airlines
[NO] 138/1807 | FeedAIde: Guiding App Users to Submit Rich Feedback Reports by Asking Context-Aware Follow-Up Questions
[NO] 139/1807 | Optomicrofluidic measurement of particle-encapsulated droplet system
[NO] 140/1807 | Minimum Weight Decoding in the Colour Code is NP-hard
[NO] 141/1807 | Semi-Supervised Generative Learning via Latent Space Distribution Matching
[NO] 142/1807 | Constructing Arbitrary Coherent Rearrangements in Optical Lattices
[NO] 143/1807 | Arnold tongues in the forced Kuramoto model with matrix coupling
[NO] 144/1807 | On the defect in the generalized Grunwald--Wang problem
[NO] 145/1807 | Excursion-set for Primordial Black Holes I: white noise and moving barrier
[NO] 146/1807 | On Hamilton Jacobi equations with time measurable Hamiltonians posed on a 1-dimensional junction
[YES] 147/1807 | Scalable Join Inference for Large Context Graphs
[NO] 148/1807 | A baryon-calibrated unified quark-diquark effective mass formalism for heavy multiquarks
[NO] 149/1807 | Degradation-based augmented training for robust individual animal re-identification
[NO] 150/1807 | Representation theorems for actual and alpha powers over two-agent general concurrent game frames
[NO] 151/1807 | New Robotic Telescope: The big eye to observe the transient Universe
