[2026-02-21 09:18:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-20
正在获取论文...
[ACM] 2026-2-20 | Wildfire@Home: Personalized Immersive Training for Household Situation Awareness
[NO] 269/1000 | CareerForge-AI: Graph Neural Network for Predicting Employee Performance and Personalized Career Paths
[NO] 270/1000 | LungListener: Bootstrapping a Large-Scale Audio-Language Model for Lung Sound Classification and Analysis
[NO] 271/1000 | Facial Skin Disease Classification using EfficientNetV2B0 with Attention-Based BiGRU
[NO] 272/1000 | Design and Hardware Implementation of an H-Bridge DC-DC Converter for Power Supply Applications
[NO] 273/1000 | High-Speed, Low-Power ADC Design Leveraging Emerging Material Interfaces for Terahertz Signal Processing xApplications
[NO] 274/1000 | Prediction Method for Motor Main Insulation Breakdown Voltage Based on CHMM-GBDT Hybrid Model
[NO] 275/1000 | A General Dynamic Channel Compression Framework for Feature Fusion in Self-Supervised Monocular Depth Estimation
[NO] 276/1000 | Implicit Representation of Multispectral Images in Autonomous Driving
[NO] 277/1000 | Virtual Power Plant Optimal Scheduling Method Based on Temporal Fusion Transformer-Deep Deterministic Policy Gradient
[NO] 278/1000 | On Disturbance Observer-Based Control for DC-DC Boost Power Converters with Restricted Input
[NO] 279/1000 | Analyzing Vulnerabilities in Academic Network Servers: A Foundation for AI-Driven Intrusion Detection Systems
[NO] 280/1000 | Discovering Proxy Systems to Test Critical AI Systems: A Metadata-Driven Software Similarity Approach
[NO] 281/1000 | Leveraging Deep Progressive Reinforcement Learning and Feature Learning Techniques for Vietnamese Sign Language Recognition
[NO] 282/1000 | Bird Sound Detection Using Convolution Neural Networks
[NO] 283/1000 | Leader Selection in Platooning of Autonomous Vehicles Using Machine Learning
[NO] 284/1000 | Analysis of Blockchain with AI Integration for Autonomous Internet of Thing
[NO] 285/1000 | Cross-Modal Neural Networks for Real-Time Multisensory Information Fusion in Smart Healthcare
[NO] 286/1000 | Real-Time XR Simulation for Emergency Medical Response Training
[NO] 287/1000 | GSP-SLAM: Dense Reconstruction of Visual SLAM Based on an Improved 3D Gaussian*
[NO] 288/1000 | Deep Reinforcement Learning for Unified Load Forecasting and Optimal Dispatch in Smart Grids
[NO] 289/1000 | Confidence-Aware 3D Gaze Tracking and Assessment Metric
[NO] 290/1000 | Wideband Antipodal Vivaldi Antenna Integrated with GRIN Lens for High-Gain and Wide-Angle Dynamic Beam Scanning in Ka-Band
[NO] 291/1000 | On the Effective Fault-Ride Through Operation of Grid-Forming Inverters Under Asymmetrical Faults in Low-Inertia AC Microgrids
[NO] 292/1000 | Sequential Switching Strategy for DFIG Fault Ride-Through Considering Reactive Power Support
[NO] 293/1000 | Label Semantic and Sample Relationship Collaborative Learning for Domain Adaptation
[NO] 294/1000 | Design and Implementation of Smart Compiled PLC Based on Real-Time Operating System
[NO] 295/1000 | The resilience of social media users against Generative AI-based visual manipulation: A survey among Hungarian Facebook users
[NO] 296/1000 | GEM-AI: A Generative AI Driven Zero-Shot Method for Group Emotion Recognition
[NO] 297/1000 | Mapping-Guided Optimization Framework for Low-Sidelobe Sparse Antenna Arrays via Quadrant Amplitude Mapping
[NO] 298/1000 | Cost-Efficient Service Function Chain Deployment in Satellite Optical Networks
[NO] 299/1000 | IEEE Transactions on Cybernetics
[NO] 300/1000 | Message from ScalCom 2025 Program Chairs
[NO] 301/1000 | SYMPOL 2025 Author Index
[NO] 302/1000 | Front Cover
[NO] 303/1000 | Prediction of Power Amplifier Performance at the Resonant Frequencies of Shielding Effectiveness in a Conductive Enclosure With an Aperture Under HEMP Exposure
[NO] 304/1000 | Practical and Flexible Backdoor Attack against Deep Learning Models via Shell Code Injection_supp1-3662587.mp4
[NO] 305/1000 | Performance Evaluation of Advanced YOLOv10 and YOLOv11 Architectures for Object Detection in Autonomous Driving Scenarios
[NO] 306/1000 | 100 Gbps Radio Over Free Space Communication Using Space Diversity Reception Based on Photodetector Array
[NO] 307/1000 | IEEE Transactions on Smart Grid Information for Authors
[NO] 308/1000 | IEEE Tech RXIV
[NO] 309/1000 | Robot Grasp Detection With Category-Level 6-D Pose Estimation Based on 3-D Model Reconstruction
[NO] 310/1000 | Blank Page
[NO] 311/1000 | Color Manipulation and Fusion for Enhancement of Dark Underwater Images
[NO] 312/1000 | Dynamic Anomaly Detection for Fire Alarm Fault Identification using a Fuzzy-CNN Based Approach
[NO] 313/1000 | Analysis of No-Load Characteristics for Multi-Point Grounding Fault Locations in Three-Phase Transformer Cores
[NO] 314/1000 | SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines
[NO] 315/1000 | Design the Feedback and Health Monitoring for Rehabilitation Uses via Wearable IoT Integration in Virtual Reality (VR) Locations
[NO] 316/1000 | Zero Trust Edge: An Explainable AI-Driven Energy- Aware IIoT Framework with Zero Trust Security for Sustainable Smart Grid
[NO] 317/1000 | Leveraging Intelligent Digital Payment Systems for Tax Compliance Enhancement: Evidence from Indonesia's Motorized Tax Sector using SEM-PLS
[NO] 318/1000 | Evaluating 2.5D Digital Twin Based Generation of Historical Women’s Jackets Using AI
[NO] 319/1000 | Comparative Analysis of LSTM and 1D-CNN Models for Indonesian Sign Language (SIBI) Recognition Using MediaPipe Landmarks
[NO] 320/1000 | Digital Twin engineering guided by MBSSE and Digital Thread
[NO] 321/1000 | A Comparative Study of Machine Learning Algorithms for P2P Traffic Classification
[NO] 322/1000 | Reinforcement Learning-Inspired Ensemble Framework for Robust Facial Emotion Recognition
[NO] 323/1000 | Optimizing Dynamic Charging Infrastructure Placement for Heavy-Duty Vehicles
[NO] 324/1000 | Thoughts on Technology and the State
[NO] 325/1000 | SHAP-Based Feature Analysis Method for Pipeline Defect Signal Interpretation
[NO] 326/1000 | Drawing Power Grid Diagrams to Explicitly Separate Different Nominal Voltage Levels
[NO] 327/1000 | Pneumonia in Children Using Artificial Intelligence and Machine Learning
[NO] 328/1000 | Analyzing the Effectiveness of Machine Learning Approaches in Sentiment Classification
[NO] 329/1000 | A Comprehensive Analysis of Data Driven NN Models for EMG-Based Force Estimation in Rehabilitation Robotics
[NO] 330/1000 | Geographically Weighted Log-Logistic 3-Parameter Regression Model for Stunting Prevalence: A Case Study on Sulawesi Island, Indonesia
[NO] 331/1000 | Firefighter Response Training Using Real-Time Adaptive XR Scenarios
[NO] 332/1000 | Optimizing Checkout Page Performance for High-Traffic E-Commerce Platforms: A Machine Learning Approach
[NO] 333/1000 | Optimizing Timeliness in Network Design for Electric Vehicle Battery Recycling Under Demand Uncertainty Incorporating Fourth-Party Logistics
[NO] 334/1000 | Finite-Time Simultaneous Rest-to-Rest Setting Control for Dual Modes of a String Using Halfodd Trigonometric Functions
[NO] 335/1000 | Structuring Secure Communication Channels Through Adaptive AI Frameworks
[NO] 336/1000 | Integrated Design and Performance Optimization of Residential PEMFC-CHP System
[NO] 337/1000 | Decision Optimization for Electronic Products Based on Multi-Stage Planning and Multi-Layer Perceptron
[NO] 338/1000 | Enhanced Spatiotemporal Coordination for Multi-Robot Systems in Smart Warehousing: A Digital Twin-Enabled Approach
[NO] 339/1000 | BIM-Aided Digital Twin of Long-Span Pratt Truss Modeling and GNSS Displacement Monitoring for Bridge Lifecycle Management
[NO] 340/1000 | Gain-Scheduling-Based Energy Management System for Marine Electric Propulsion System
[NO] 341/1000 | Exploring Colour Space Correlations for Non-Destructive Assessment of Banana Ripeness
[NO] 342/1000 | Toward Secure and Scalable Access Control in IoT for Smart and Sustainable Systems: A Hybrid RBAC-ABAC Survey and Roadmap
[NO] 343/1000 | Analysis of Impedance Characteristics of Semi-solid Lithium Batteries
[NO] 344/1000 | IFG-Net: Channel Info Fusion Guidance for Retinal Vessel Segmentation
[NO] 345/1000 | Spatiotemporal Graph Neural Network for Predictive Maintenance in Wind Energy Systems Using Multi-Task Learning
[NO] 346/1000 | Integrating Machine Learning, Deep Learning, Iot, Ai, and Data Science for Future Innovations
[NO] 347/1000 | AI-Powered Multimodal Fusion Models for Lung Cancer Recurrence Prediction in Diverse Diagnostic Contexts
[NO] 348/1000 | Formal Verification and Implementation of GeoFC-NIRF: Geospatial Fog-Cloud assisted Framework for SDG #4
[NO] 349/1000 | Experimental Evaluation of Rotating Oil-Jet Cooling for Thermal Management in Hairpin Winding Electrical Machines
[NO] 350/1000 | A Survey of Intrusion Detection Systems in Deep Learning Era: Methods and Perspectives
[NO] 351/1000 | Responsible AI for Health Governance: A Focus on Alzheimer's Patients
[NO] 352/1000 | Big Data Visualisation Using Multimodal Learning Feedback Analysis
[NO] 353/1000 | Analysis of CNN Model Vulnerabilities through Adversarial Attack-Based Image Generation Technique
[NO] 354/1000 | Opt-GPTQ: An Optimized GPTQ Combining Sparse Attention and Quantization Techniques
[NO] 355/1000 | Bridging the Simulation-to-Real Gap in Automatic Modulation Classification for 5G/6G: A Problem-Driven Critique and a Lightweight CBAM-Transformer Continuation
[NO] 356/1000 | Parkinson's Disease Prediction and Analysis Using LSTM and RNN
[NO] 357/1000 | Obstacle Avoidance for Indoor Mobile Robots Using Multi-Sensor Fusion and Deep Reinforcement Learning
[NO] 358/1000 | A Synchronization Stability Enhancement Method for Wind Turbines Based on the Seamless Switching Between GFL and GFM
[NO] 359/1000 | Comparative Analysis of Machine Learning Regression Models in EMG-Based Muscle Fatigue Prediction
[NO] 360/1000 | Load Frequency Control of Diversified Power System with Improved Fruit Fly Algorithm Based Fractional Order Regulator
[YES] 361/1000 | Time Travel: LLM-Assisted Semantic Behavior Localization with Git Bisect
[NO] 362/1000 | Method of Moments for Optimal Ring Ratio Under Two-Ring M APSK Modulation
[NO] 363/1000 | Privacy-Utility Trade-offs in Federated Learning for 6G Networks: A Systematic Evaluation of Software-based Privacy Mechanisms
[NO] 364/1000 | AI-Driven Prediction of ICU Admission After Left Heart Catheterization: A Machine Learning Approach
[NO] 365/1000 | Dynamic Prognosis of Cardiovascular Disease Using Emr-Enhanced AI and Ml Models
[NO] 366/1000 | Design of an Electric Drive System Powered by Renewable Sources
[NO] 367/1000 | SEE-FuseNet: A Stage-Enhanced Multi-Level Feature Fusion Framework for Eye Disease Classification
[NO] 368/1000 | DeepFake Analysis : A Review of Recent Studies, Detection Methods and Trends in Deepfake Detection
[NO] 369/1000 | Hybrid GRU-Convolutional Neural Networks for Alzheimer’s Progression Prediction from Neuroimaging
[NO] 370/1000 | Dual-Modality Smart Shoes for Health Assessment: A Primary Study in Heart Failure using the 6-Minute Walk Test
[NO] 371/1000 | A Comprehensive Drug Classification Analysis Using Classical Machine Learning Techniques
[NO] 372/1000 | Towards Adaptive and Scalable DDoS Detection in Distributed System using Tuned Hierarchical Machine Learning Techniques
[NO] 373/1000 | Plant Disease Identification based on LIME-CNN
[NO] 374/1000 | Analysing the Impact of Flexible Power Point Tracking in Grid-Tied PV Systems with Varying Solar Irradiance and Load Conditions
[NO] 375/1000 | Designing a Conversational Agent for Competence Development
[NO] 376/1000 | About the Institute
[NO] 377/1000 | IMAS 2025 TOC
[NO] 378/1000 | FST-SMO position observer for PMSM Sensorless Control Based on Hill Climbing Compensation
[NO] 379/1000 | Manifold-Based Adaptive Cruise Control for Autonomous Vehicle Platoons
[NO] 380/1000 | Tendon-Actuated Galvanometer Robot (TAGR) Towards Minimally Invasive Hybrid Surgical Laser Steering
[NO] 381/1000 | Real-Time Constraint-Aware Inverse Kinematics Via Passivity-Based Dynamics Simulation
[NO] 382/1000 | IEEE Intelligent Transportation Systems Society Information
[NO] 383/1000 | An End-to-End Cost-Focused Wind Power Forecasting Framework Based on Convex Hulls
[NO] 384/1000 | Optimal SCUC Considering Nodal RoCoF Security Constraints in Single Generator Trip Contingencies
[NO] 385/1000 | Service Continuity for Serverless-Edge Consumer Applications: Opportunities and Issues
[NO] 386/1000 | Panoramic Active Visual System for Distant Traffic Sign Recognition
[NO] 387/1000 | SLM-VINS: Advancing Visual-Inertial SLAM via Hierarchical Spatial Line Integration and Multi-Mechanism Marginalization
[NO] 388/1000 | IEEE Transactions on Cybernetics Information for Authors
[NO] 389/1000 | Cross-Sensor bushfire Detection Using Supervised Domain Adaptation
[NO] 390/1000 | ISRITI 2025 Opinion
[NO] 391/1000 | ISAC-Enabled Handover Design in LEO Satellite Networks
                    <sup/>
[NO] 392/1000 | Soft Label Pruning and Quantization for Large-Scale Dataset Distillation_supp1-3664488.pdf
[NO] 393/1000 | A Multimode Coupling Dispersion Model for Helically Corrugated Waveguides With Application to the Overmoded Regime
[NO] 394/1000 | Launch Strategy for Green Innovative Products Considering Recall Risk: Timing and Product Portfolio Decisions
[NO] 395/1000 | BVRF-Net: Edge Detection Network Inspired by the Characteristics of Biological Visual Receptive Fields
[NO] 396/1000 | Cascaded Symmetry-Aware Network for Component Segmentation of Satellites
[NO] 397/1000 | Elderly FallGuard: An AI-Driven Assistive Technology for Fall Risk Prediction using Motion and Health Monitoring
[NO] 398/1000 | AI-Driven Classification of Encryption Techniques in Medical Image ROIs for Secure Transmission
[NO] 399/1000 | The Implementation of Machine Learning and Deep Learning On Skin Tone Classification
[NO] 400/1000 | Intelligent Reverse Vending Machine for Automated Collection and Shredding of PET Bottles Using YOLOv8 and ESP32
[NO] 401/1000 | A Federated Learning Approach for Personalized Online Course Recommendation Using Hybrid Recommender Strategies
[NO] 402/1000 | AI-Powered Collaborative Robotics for Next-Gen Industrial Automation
[NO] 403/1000 | Efficient Stochastic FP32 to INT4 Quantization in lightweight 32-bit RISC-V Processors
[NO] 404/1000 | Application of AI in the Load Forecasting for Smart Grid
[NO] 405/1000 | Exploring the Influence of Technology Business Incubators on the Growth of Eco-Friendly Startups Using Green Financing Models
[NO] 406/1000 | Review on Optimizing Cloud Computing: Resource Allocation, Task Scheduling, and AI-Driven Enhancements
[NO] 407/1000 | ResNet-Swin Transformer Fusion with Shifted Window Attention for Multi-Class Plant Disease Classification with Weighted Sampling
[NO] 408/1000 | Enhancing IoT-Enabled Electric Vehicle Battery Performance Monitoring and Prediction using AI Techniques
[NO] 409/1000 | Using Circuit Theory and Swarm Intelligence for the Design and Optimization of Energy Harvesters for Ambient Mechanical Vibrations
[NO] 410/1000 | Advancing Electric Vehicle Efficiency Forecasting: Nonlinear Battery Frameworks and Empirical City Driving Profiles
[NO] 411/1000 | Unlocking Player Strategy: A Visual Journey Into Players’ Problem-Solving Behaviors
