[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[NO] 305/1000 | Hierarchical adaptive control for real-time dynamic inference at the edge
[NO] 306/1000 | SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Networks Learning
[NO] 307/1000 | Concrete Vision: Leveraging CNNs for Structural Integrity Assessment
[NO] 308/1000 | Intelligent Mining and Reasoning for Shipbuilding Process Rules Based on LLM-KG
[NO] 309/1000 | PhishGuard: A Hybrid Deep Learning and Gradient Boosting Framework with Three-Tier Defense Architecture for Real-Time Phishing URL Detection
[NO] 310/1000 | Intelligent Reservoir Characterization Through a Progressive Tiered AI Approach
[NO] 311/1000 | A Hybrid Algorithm-Based Selective Harmonic Elimination Pulse Width Modulation (SHE-PWM) Technique for Power Quality Improvement in a 7-Level Cascaded H-Bridge Inverter
[NO] 312/1000 | Geometry-Tailored Gated AlGaN/GaN Hall Sensor for Sensitivity Enhancement
[NO] 313/1000 | A Finite-Step IRLS Robust Detector with Layerwise Scheduling for Weak Chirp/LFM Direct Detection Under Alpha-Stable Noise
[NO] 314/1000 | ICARAI 2026 Authors Index
[NO] 315/1000 | Modeling the Continuous-Time Evolution of Smartphone Battery State of Charge and Analysis of Multidimensional Influencing Factors
[NO] 316/1000 | An automated algorithm for generating multi-decadal, spatiotemporally consistent annual maximum NDVI across China's coal bases
[NO] 317/1000 | Implementation and Performance Evaluation of the Lightweight Cipher RECTANGLE on Embedded Platforms for Emergency Communications
[NO] 318/1000 | IEEE Photonics Technology Letters Information for Authors
[NO] 319/1000 | LBAA: A Blockchain-Assisted Access Authentication Protocol for LEO Satellite Internet
[NO] 320/1000 | Leveraging Power of Deep Learning for Fast and Efficient Elite Pixel Selection in Time Series SAR Interferometry
[NO] 321/1000 | Image Fusion based on Diffusion-Inspired Structure Perception and Cross-Modal Fusion Synergy
[NO] 322/1000 | Benchmarking Parallel Programming Models for High-Throughput Security Telemetry Analytics: OpenMP, MPI, and CUDA
[NO] 323/1000 | Grad-CAM Driven Feature Localization for Pressure Sensor Array Optimization in Smart Seating
[NO] 324/1000 | Legal Insight- Automated Extraction and Classification of Critical Legal Contract Clauses Using Legal BERT
[NO] 325/1000 | Grid-Augmented NeRF: Learning Structured Spatial Cues for Improved 3D Reconstruction in Intelligent Reality
[NO] 326/1000 | Deep Learning-Based Blind Recogniton of Encoding Parameters for Low-Density Parity-Check Codes on Candidate Sets
[NO] 327/1000 | Data-Driven Parameter Correction for Municipal Solid Waste Incineration Whole Process Simulation Model Using Adaptive Genetic Algorithm
[NO] 328/1000 | ICDSBS 2026 Breaker Page
[NO] 329/1000 | Acoustic-Hyperspectral Multimodal Generation and Fusion for Cotton Drought Stress Detection Based on UAV Remote Sensing
[NO] 330/1000 | A Generator Operation Safety Margin Assessment and Visualization Monitoring System Based on Multi-Source Data Fusion
[NO] 331/1000 | RAO++: Realistic Real-time Multi-vehicle Collaboration on Asynchronous Sensors
[NO] 332/1000 | TrajectoryTest: A Trajectory-Specific Test Input Prioritization Technique and Empirical Evaluation
[NO] 333/1000 | Multi-Knowledge-Guided Deep Learning Method for Damping Torque Estimation of Ultra-Low Frequency Oscillation in Hydro-Dominated Systems
[NO] 334/1000 | Well-Posed Pose Estimation via Lie Group Modeling of Point-Line-Plane Features in Structured Environments
[NO] 335/1000 | Integrating Prediction and Generation: A Lightweight Large Language Model Framework with Parameter Fusion for Personalized Feedback
[YES] 336/1000 | An Empirical Study of Rule-Guided Code Readability Rewriting with Large Language Models
[NO] 337/1000 | Integrated Offloading Strategy of Data and Computing in Cloud-Edge Scenarios
[NO] 338/1000 | Presto: Hardware Acceleration of Ciphers for Hybrid Homomorphic Encryption
[NO] 339/1000 | Wheels of Burden: A Statistical Analysis of Economic Pressure, Mental Health, and Road Safety Risk Among Gig Economy Workers in India
[NO] 340/1000 | Short-Term Industrial Load Forecasting Method Based on HO-VMD-sLSTM-mLSTM
[YES] 341/1000 | A Differentiable Simulator for Optimizing Time-Domain Analog CNN Accelerators
[NO] 342/1000 | Efficient Optimization of Higher-Order PML Based on Surrogate-Assisted Evolutionary Algorithm
[NO] 343/1000 | An X-Band Wide-Angle Beam-Steering 3D-Printed Truncated Elliptical Luneburg-Gutman Superimposed Lens Antenna with Planar Focal Surface
[NO] 344/1000 | An Efficient Hierarchical Model Order Reduction Method for Analyzing Electromagnetic Scattering from Large-Scale Periodic Arrays
[NO] 345/1000 | K/Ka-Band Dual-CP Phased Array Antenna with Shared-Radiator Enabled by Single-Fed Stacked-Patch
[NO] 346/1000 | A Multi-Mode High-Voltage Interline-DC Power Flow Controller with Enhanced Current Control and Fault-Tolerance Capabilities
[NO] 347/1000 | Transfer Learning with Fuzzy Elevation-Aware Experts for Bathymetric DEM Super-Resolution
[NO] 348/1000 | IEEE Photonics Technology Letters Information for Authors
[NO] 349/1000 | Two-Stage Topology Optimization of Asymmetric Interior Permanent Magnet Machines
[NO] 350/1000 | EffiUni-Light: Efficient Traffic Signal control Towards Massive-Scale Heterogeneous Network
[NO] 351/1000 | Optimal Timing Strategy in Livestreaming E-Commerce Considering Streamers' Quality Manipulation
[NO] 352/1000 | Visual Storytelling: An Embodied Companion
[NO] 353/1000 | : Latent Space-Driven Semi-Fragile Watermarking for Deepfake Detection Using Adversarial Reinforcement Learning_supp1-3721108.pdf
[NO] 354/1000 | Multi-strategy improved slime mold optimization algorithm
[NO] 355/1000 | Speaking the Native Language of LLMs: A Discrete Architecture for Molecular Comprehension
[NO] 356/1000 | Robust Maneuvering Target Prediction Based on Minimum Dispersion Extended Kalman Filter Under Non-Gaussian Noise
[NO] 357/1000 | A Voting-Based Unsupervised Framework for Multivariate Anomaly Detection in Vertical Farming
[NO] 358/1000 | When Career Data Runs Out: Structured Feature Engineering and Signal Limits for Founder Success Prediction
[NO] 359/1000 | Using a Fuzzy Logic Approach as a Selection Criterion in Photovoltaic Applications of Sustainable Development
[NO] 360/1000 | Key Point Detection Method for Battery Cell X-ray Images Based on Feature Fusion and Bayesian CPM
[NO] 361/1000 | A Regression Prediction Model for Engineering Investment Progress Integrating DBSCAN
[NO] 362/1000 | MGCA-Net: Multigranular Context-Aware Network with Evolutionary Feature Optimization for Gastric Cancer Severity Classification
[NO] 363/1000 | MILP-Based Home Energy Management for a Residential PV-Battery Microgrid in Mozambique
[NO] 364/1000 | EC-MRAG: Evidence-Constrained Multimodal Retrieval-Augmented Generation for Fire Safety Compliance Assessment
[NO] 365/1000 | A Safety-Constrained Agentic Digital Twin Framework for Predictive Maintenance in Smart Manufacturing Systems
[NO] 366/1000 | Research on the Influence of Nozzle Structure on the Breaking Performance of Environmentally Friendly Gas Circuit Breakers
[NO] 367/1000 | Toward Intelligent Data and Security in Maritime Environments: A Vision for Multimodal Foundation Models
[NO] 368/1000 | ISAEECE 2026 Content Announcement Page
[NO] 369/1000 | Ai SecureDataGuard: A Big Data Security, Privacy-Preserving and Visualization System for LLM-Powered Smart Homes
[NO] 370/1000 | Copyright Page
[NO] 371/1000 | A Rapid Measurement and Reconstruction Method for Low-field NMR T
                    <sub>1</sub>
                    -T
                    <sub>2</sub>
                    Relaxation Time Correlation Spectrum Based on MRF
[NO] 372/1000 | MADIA: Mobility-adaptive Dynamic Inference acceleration for Edge Computing
[NO] 373/1000 | Fuzzy-PI Controller Applied in the Digital Phase-Locked Loop of Induction Heating Power Supply
[NO] 374/1000 | Copyright Page
[NO] 375/1000 | A CPU-Efficient Compression-Robust Deepfake Detection Framework via Temporal Inconsistency Reformulation
[NO] 376/1000 | Ops-StructRAG: Structure-Aware Retrieval-Augmented Natural Language Task Understanding for IT Operations Monitoring
[NO] 377/1000 | AI Tools and Wearable Devices for Personalized Education: The DIGI-ME Approach
[YES] 378/1000 | Scaffolding Autocomplete: Improving Guidance for Learners using Generative Code Suggestions
[NO] 379/1000 | Metaheuristic-Based Optimization-Driven Design of MHz LLC Resonant Converters Considering Multiphysics and Multiple Objectives
[NO] 380/1000 | An Intelligent Battery Unit with Online EIS Enabled by Reused Half-Bridge Active Excitation
[NO] 381/1000 | A Theoretical Perspective on Subnetwork Contributions to Adversarial Robustness
[NO] 382/1000 | Composition-Aware Privacy Evaluation for Differential Privacy Mechanisms
[NO] 383/1000 | Can Virtual Reality Help Soldiers Learn the Laws of War? Implications for Danish Professional Military Education
[NO] 384/1000 | Dynamic Access and Optimization Strategy of Electromagnetic Spectrum based on the Propagation Loss Characteristics of Spatial Electromagnetic Spectrum
[NO] 385/1000 | Digital Twin-Driven Real-Time Optimization and Carbon-Efficiency Collaborative Management for Remote Island Micro Energy Grid
[NO] 386/1000 | Triple Integrator Based Design of an Automatic Offset Controller
[NO] 387/1000 | A Comparative Study of Machine Learning Methods for Intelligent Network Intrusion Detection Based on UNSW-NB15 Dataset
[NO] 388/1000 | A Cross-subject Enhancement Model and Dataset for Cognitive Diagnosis
[NO] 389/1000 | Integrating Ground Penetrating Radar and FEM Modeling for 3D Reconstruction and Mechanical Simulation of Road Hidden Defects in Asphalt Pavement
[NO] 390/1000 | Sequential-Agent Game Lane-Changing Model for CAVs Approaching Off-Ramps
[NO] 391/1000 | Feature Extraction from AI generated songs
[NO] 392/1000 | GraphCap: Auto-Encoding Scene Graphs for Enhanced Video Caption Generation
[NO] 393/1000 | Real-Time Multimodal Manipulation of 3D Head Avatars from Consumer Sensors
[NO] 394/1000 | KAN-VIS: Efficient and Lightweight Visual Technique for Network Traffic Classification using Kolmogorov-Arnold Network
[NO] 395/1000 | Design of a pure hardware industrial anti-electromagnetic interference stepper motor driver
[NO] 396/1000 | Physics-Regularized Few-Shot Learning Method for Static Aerodynamic Coefficient Identification Across Airfoils
[NO] 397/1000 | DSGAN: Decoupled Symmetric Cross Entropy with Multi-Generator GANs for Noisy Medical Image Synthesis
[NO] 398/1000 | Design and Application of Mine Gas Inspection System Based on UWB Technology
[NO] 399/1000 | Research on Crop Disease Recognition Method Based on Swin Transformer and Multi-Scale Feature Fusion
[NO] 400/1000 | SESG 2026 Content Announcement Page
[NO] 401/1000 | Recognition And Analysis Of Bird Sound Data
[NO] 402/1000 | Title Page i
[NO] 403/1000 | Design of a High Efficiency Class-E Power Amplifier with Multiple Power Control Methods for Low-Power Wide-Area Internet of Things Communication
[YES] 404/1000 | RL-Based Intelligent AXI4 Interconnect for Multimodal Healthcare AI on GAA-FET Heterogeneous SoCs
[NO] 405/1000 | CGNN-MGS: A Cascaded Heterogeneous Graph Neural Network with Meta-path Ring Structures for Joint Modeling of Contract Clause Text and Structural Dependencies
[NO] 406/1000 | Application of Physics-Informed Neural Network to Fast Power Flow Calculation in Power Grids
[NO] 407/1000 | Identifying Surface Accessibility through Vibration Classification: A Novel Utility Kernel Approach
[NO] 408/1000 | ML-Enhanced DES Reversible Data Hiding Cryptosystem vs Conventional Methods for Public Welfare Data Security
[YES] 409/1000 | Insight Bridge: Connecting Business Scenarios to Data with Large Language Models for Automated SQL Generation
[NO] 410/1000 | Deep Fuzzy System for Non-Intrusive Load Monitoring
[NO] 411/1000 | A YOLO11m-based Tea Bud Detection Method Optimized by BiFormer and P2 Layer
[NO] 412/1000 | Research on Hidden-State Evolution and State Transition of Power Grid Asset Compensation Imbalance under Transmission and Distribution Pricing Regulation
[NO] 413/1000 | Near-Zero-Initialized Edge-Guided YOLO Stem for Object Detection from Compressive Proxy Images
[NO] 414/1000 | A Multi-Scale Dynamic Weighted Hybrid Model for Battery State of Health Prediction
[NO] 415/1000 | Deep Reinforcement Learning Based Joint Power and Subcarrier Resource Allocation for Downlink Multi-User 5G Networks
[NO] 416/1000 | SETRec++: Scaling Order-agnostic Identifier for Large Language Model-based Generative Recommendation
[NO] 417/1000 | Students’ Difficulties in Learning about AI from Teachers' Perspectives: Insights from an Action Research Approach in Compulsory CS Education
[NO] 418/1000 | "I can’t do four things at once": Deaf Students' Experiences With and Recommendations for Improving the Accessibility of CS Lectures and Live Coding
[NO] 419/1000 | In Memoriam: Peter G. Neumann (1932-2026)
[NO] 420/1000 | Report on BRIdging the Divides with Globally Engineered Software (BRIDGES) 2026
[NO] 421/1000 | MAG-IDS: Multi-level Adaptive Gated Graph Learning for Network Intrusion Detection
[NO] 422/1000 | A Learnable Wavelet Mixing Network for Multi-Source Domain Generalization in Fault Diagnosis
[NO] 423/1000 | 2026 IEEE 3rd International Conference on Big Data Science and Engineering (ICBDSE)
[NO] 424/1000 | On the Bayesian Performance Limits of Pilot-to-Prediction in Frequency-Selective OFDM Systems
[NO] 425/1000 | Thermodynamic characterization of message-passing: Framework and initial study
[NO] 426/1000 | CrayTure: Smart Aquaculture System and Water Quality Monitoring for Australian Red-Claw Crayfish Farming using YOLOv11
[NO] 427/1000 | Robust Quantile-Constrained SURE for Unsupervised Adaptive NonCartesian MRI Reconstruction
[NO] 428/1000 | Two-Stage Game-Theoretic User Grouping and Resource Allocation for MEC-Enabled Video Multicast
[NO] 429/1000 | Industrial Energy Management and Production Decision Planning Based on Redundant Multi-Agent Deep Reinforcement Learning
[NO] 430/1000 | Retrieval Augmented Generation (RAG-Based) Chatbot enhanced with Chain-of-Thought Augmented Generation
[NO] 431/1000 | Distributed Jamming Strategy Optimization Based on Global-Local Dual-Domain Coupled Evolutionary Optimization Algorithm
[NO] 432/1000 | Temporal-Sequential Bot Identification: Fusion Dynamic graph Convolutions with DNA-Encoded Tweet Activity Patterns
[NO] 433/1000 | WiP: Revisiting South Asian Users' Perceptions of Secure Communication
[NO] 434/1000 | Research on Algorithm Improvement and Engineering Application of Developing Intelligent Robots Based on Large Models
[NO] 435/1000 | TrustedDT-Monitor: Design and Implementation of a Trusted Digital Twin and IoT Monitoring Framework
[NO] 436/1000 | RFedIM: A Frequency-Domain Enhanced Byzantine-Robust Federated Learning Framework via Game-Theoretic Aggregation
[NO] 437/1000 | Deep Learning-Based Denoising for Dose Reduction in Chest CT
