[2026-07-11 22:48:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[NO] 319/1000 | Generative and Model-Informed Learning for Position-Aware Partial Discharge Monitoring
[NO] 320/1000 | Corrections to “A New Model for Elevation Change Estimation in Antarctica From Photon-Counting ICESat-2 Altimetric Data”
[NO] 321/1000 | GWO-Based 3D Hybrid Beamforming for Reliable mmWave Vehicular Communications
[NO] 322/1000 | Dynamic Knowledge Graph Framework for Hosting Capacity Analysis in LV Networks with Low-Carbon Technologies
[NO] 323/1000 | Effects of Shield-Connector Connection on the Input Impedance of Shielded Cables
[NO] 324/1000 | A Light-Driven 4D Reconfigurable Metasurface with Anti-Electromagnetic Interference Capability
[NO] 325/1000 | A logit-based technology diffusion model on carbon capture adoption in Europe’s hard-to-abate industry
[NO] 326/1000 | TRACE: Phase-Dependent Cost of Capital Representation in Energy System Models
[NO] 327/1000 | Microservice-Based System Failure Patterns: An Operational Perspective
[NO] 328/1000 | Climate Change Prediction Using Machine Learning Models
[YES] 329/1000 | A Circular Repair Scheme for 3DIC Die-to-Die Interconnects
[NO] 330/1000 | A Semantic Similarity-Based Evaluation Framework for Hallucination Detection in Lightweight Language Models: A Controlled Study on Fundamental Data Structures
[NO] 331/1000 | Impact of DC Connection Location Differences on Regional Voltage Support Capability Based on a Dynamic Interactive Framework
[NO] 332/1000 | Multimodal Spatiotemporal RGB-D Fusion with R3D for Word-Level Dynamic Sign Language Recognition
[NO] 333/1000 | A Comparative Analysis of Ensemble Learning Models with Imbalance Handling Techniques for Liver Disease Classification
[NO] 334/1000 | Flexibility Potential of Heavy-Duty Battery Electric Vehicles Depots for Congestion Management in Medium-Voltage Grids
[NO] 335/1000 | ArGynNet: Arabic Gynecological Disease Classification Using Hybrid Deep Network
[NO] 336/1000 | Single-ChannelDry-Electrode SSVEP-Based Brain–Computer Interface for Portable and Low-Cost Neural Interaction
[NO] 337/1000 | Road Damage Detection Using Instance Segmentation: A Comparative Study of YOLOv8m-Seg and RF-DETR in Philippine Road Conditions
[NO] 338/1000 | Feature-Optimized Machine Learning Framework for Alzheimer's Detection from Handwriting Data
[NO] 339/1000 | Hybrid-Arm Multi-Port Active Bridge for DC Distribution System and Power Decoupling Algorithm
[NO] 340/1000 | Dual-Band Textile Antenna with Electromagnetic Bandgap
[NO] 341/1000 | Characterization of Filter Design and Antenna Transmission using a Low-Cost NanoVNA
[NO] 342/1000 | Wireless Communication and Intelligent Control for Wastewater Quality Monitoring Using IoT and ZigBee Wireless Sensor Networks
[NO] 343/1000 | Real-Time Polyp Characterization via a Dual-Stage Framework with a Color-Mode-Aware Router Module
[NO] 344/1000 | SYCL++: A Unified Programming Framework for Heterogeneous Supercomputers at Scale
[NO] 345/1000 | Full-Core Fluid-Structure-Interaction Simulation of Nuclear Reactor on CPU+GPU Hybrid Clusters
[YES] 346/1000 | STA-Based Single Event Transient Propagation in Advanced Technology Nodes
[NO] 347/1000 | Comparison of Equivalent Dipole Moments Reconstructed Using Least Squares and SVD-Defined Eigenmode Methods
[NO] 348/1000 | What Drives User Compliance with AI Generated Security Recommendations in Mobile Network Services
[NO] 349/1000 | Conversational Demand Response: Bidirectional Aggregator-Prosumer Coordination through Agentic AI
[NO] 350/1000 | Automated Multi-Violation Traffic Monitoring Using Deep Learning and Computer Vision
[NO] 351/1000 | A Temperature-Dependent Behavioral Model for High-Voltage SiC MOSFETs Considering Third-Quadrant Characteristics
[NO] 352/1000 | The battery boom: between flexibility and unpredictability for grid system operations
[NO] 353/1000 | Spot-Price Control under Power-Based Tariffs in Ground-Source Heat Pump Multi-Apartment Buildings
[NO] 354/1000 | PYSEUS: A Closed Optimization Framework Linking EU ETS Design and Long-Term PowerSystem Evolution
[NO] 355/1000 | AI Driven Data Analytics on AWS Platforms for Scalable Enterprise Applications
[NO] 356/1000 | High frequency pulse characteristic detection and modeling of series arc fault induced by poor terminal contact based on magnetohydrodynamics
[NO] 357/1000 | Benchmarking Physics-Informed and Data-Driven Models for Heat-Pump Flexibility Forecasting under Limited Operational Data
[NO] 358/1000 | Evaluation of Spread-Spectrum Multi-Tone Modulation via DPI for IC Immunity
[NO] 359/1000 | GenAI-Driven Intelligent Systems for Scalable Enterprise Transformation
[NO] 360/1000 | Application of Tiny RISC-V
[NO] 361/1000 | Can an Open ISA Reach the Datacenter? Lessons from Monte Cimone on RISC-V for HPC
[NO] 362/1000 | Evolving Macro-Actions for Monte Carlo Tree Search in Real-Time Domains
[NO] 363/1000 | Pareto Optimization with Robust Evaluation for Noisy Subset Selection
[NO] 364/1000 | Stability-Driven CPG Design for More Effective Quality-Diversity in Evolutionary Robotics
[NO] 365/1000 | Generalization Analysis of Symbolic Regression Algorithms via Stability Theory
[NO] 366/1000 | Search-Based Risk Feature Discovery in Document Structure Spaces under a Constrained Budget
[NO] 367/1000 | Bi-objective Stochastic Simulation Optimization on Integer Lattices via Scalarization
[NO] 368/1000 | Practices for Assessing Interaction Capability in Machine Learning–Based Clinical Decision Support Software: A Systematic Literature Review
[NO] 369/1000 | A DeepSeek-Based Multidimensional Environment-Contextualized Assessment Framework for Driving Behavior Evaluation
[NO] 370/1000 | Preliminary Investigation of Myoelectric Control of an Assistive Neck Exoskeleton by Individuals with Amyotrophic Lateral Sclerosis
[NO] 371/1000 | Photothermal Effect of Mesoporous Polydopamine Encapsulated Nanodiamond Quantum Sensors
[NO] 372/1000 | Learning Flow Semantics for Encrypted Traffic Analysis: A Contrastive Pre-training Approach_supp1-3677663.pdf
[NO] 373/1000 | Towards the Development of Realistic Synthetic Data for Correcting Grammatical Errors in Arabic: An Approach Based on Error Tagging Model and Synthetic Data Generation Model
[NO] 374/1000 | Extended Target Tracking Algorithm Based on Interactive Multiple Model Particle Filter
[NO] 375/1000 | Early-Warning of Thermal Runaway for Lithium-Ion Batteries via State-Insensitive EIS&amp;#x000A0;Features_supp1-3692867.docx
[NO] 376/1000 | Author Index
[NO] 377/1000 | Enabling High-Utilization and Low-Contention FaaS: A Request-Level Resource Provisioning Approach
[NO] 378/1000 | Accelerating Block Low-Rank Foundation Model Inference on Memory-Constrained GPUs
[NO] 379/1000 | Impact of Reward and Consumption Profile on Flexibility Aggregation of Residential End-users
[NO] 380/1000 | Enhanced Adversarial Drift Detection for MLOps Feature Monitoring
[NO] 381/1000 | Computational Intelligence Approaches for Metaphor Detection in Low-Resource Languages: A Systematic Survey with Focus on Malayalam
[NO] 382/1000 | SENARY-ViU: A Decoupled Transformer-Recurrent Learning for Spatial-Temporal Modeling in Surveillance Videos Understanding
[NO] 383/1000 | Influence of Output Cable Length on Pulse Shape in Unified Output Intense EMP Generator
[NO] 384/1000 | Entropy-Based Ransomware Detection Using File System Filters
[NO] 385/1000 | Study of the Possibility of Using Filters with Nanocrystalline Cores in Railway Automation Devices
[NO] 386/1000 | Compare GFDM-NOMA with CR-GFDM Systems for 6G Communications
[NO] 387/1000 | Hybrid Large Language Models (LLM) with Adversarial Training for Robust AI-Generated Text Classification
[NO] 388/1000 | Design of Two-Probe Inductively Coupled Impedance Measurement Setup Using AD8302
[NO] 389/1000 | An Intelligent Fault Diagnosis Method for DC Microgrids Based on Local and Global Feature Fusion
[NO] 390/1000 | Nordic Green Hydrogen: Infrastructure Decisions and Market Effects
[NO] 391/1000 | Proceedings of the 35th International Symposium on High-Performance Parallel and Distributed Computing
[NO] 392/1000 | Do Solar Panel Orientation and Tilt Matter? Effects on Revenue and Cannibalisation in Finland’s Snowy Conditions
[NO] 393/1000 | Targets Trajectory Prediction in NLOS Environments Based on TDOA and Interacting Multiple Model Robust Extended Kalman Filtering
[NO] 394/1000 | A Lightweight BiGRU-Based Framework for Multi-Attack Detection in SDN Networks
[NO] 395/1000 | Hierarchical Knowledge Distillation with Meta Learning
[NO] 396/1000 | Robust Compensation-Tracking Control of the Unified Power Quality Conditioner: Iterative joint estimation of dynamic harmonic states and system states under uncertain DC-Link voltage
[NO] 397/1000 | Passivity-Based DC-Side Impedance Analysis of Voltage Source Converters with Droop Controls
[NO] 398/1000 | Evaluating the Time-Performance Trade-off of BERT variants in Duplicate Bug Report Detection
[NO] 399/1000 | From Supervised Reasoning to Reward-Optimized Policy Adaptation: A GRPO Framework for Trustworthy Numeric Decision Support
[NO] 400/1000 | Mitigating Strategic Bidding Behavior in Redispatch Markets through Operator-Owned Out-of-Market Flexibility Assets
[NO] 401/1000 | Unlocking the Value of Surplus Assets – Backup Generators as Flexibility Solutions in the Nordic mFRR Market
[NO] 402/1000 | Effect of Optimizer Choice on Island Class Structures in Dimension-Deficient Classifier Geometry
[NO] 403/1000 | Implementation of Modular Active Cell (MAC) Control on Multi-Port Home Energy Routers
[NO] 404/1000 | Fault Diagnosis Method for DC Microgrids Based on Double-Ended Teager-CUSUM Fusion Criteria
[NO] 405/1000 | Real Options Valuation of Battery Energy Storage Systems in Continental Europe’s Day-Ahead and FCR Markets
[NO] 406/1000 | Power Operation Panoramic Video Fusion Algorithm Based on Real-Time Image Registration and Transformation Technology
[NO] 407/1000 | 10 W Ku/Ka-Band Compact Passive Diplexer with High Isolation and Low Loss
[NO] 408/1000 | Hardware-Efficient Architecture for Secure Underwater Image Transmission Using CNN-Based AES and DNN Encoders
[NO] 409/1000 | SOC Estimation of Lithium Batteries Based on Electrochemical Impedance Spectroscopy and Fractional Order Model
[NO] 410/1000 | Ultrasonic Signal-Based Operating-Regime Estimation of Double-Regulated Hydraulic Turbines
[NO] 411/1000 | Detection of Sexually Explicit Content in ASCII Art Representations
[NO] 412/1000 | Surrogate Modeling and Sensitivity Analysis on Conducted Emission of a Buck Converter
[NO] 413/1000 | Performance Evaluation of AODV and OLSR Routing Protocols in Flying Ad-Hoc Networks Using the Gauss-Markov Mobility Model
[NO] 414/1000 | Analysis of the Wider Aggregated Electric Vehicles Utilisation in Electricity Markets - Finnish Case Study
[NO] 415/1000 | Experimental Comparative Analysis of EMI Suppression Methods Between SMA-OIS Actuator and CMOS Image Sensor
[NO] 416/1000 | Comparative Analysis of MIMO and SISO System Performance Based on Indoor Measurements Using USRP B210
[NO] 417/1000 | Navigating Authority Having Jurisdiction (AHJ) Compliance: Field Evaluations of Industrial, Non-Listed Equipment
[NO] 418/1000 | Is flexibility just a form of energy?
[NO] 419/1000 | Minimum Current Stress Optimization Control Method for Dual Active Bridge DC-DC Converter under Dual Phase Shift Modulation
[NO] 420/1000 | Adaptive Fault Interruption Coordination in DC Microgrids Based on Current Rise Rate
[NO] 421/1000 | Developing the Global Oil and Gas Market Model: assessing global oil and gas market implications of methane emission reduction policies
[NO] 422/1000 | Market-Responsive Deep Reinforcement Learning for Resource Sharing in Energy Communities
[NO] 423/1000 | Perceived Difficulty of Household Energy-Conservation and Scheduling Behaviours
[NO] 424/1000 | Performance Evaluation of Chaos-Optimized XGBoost on Heterogeneous Datasets
[NO] 425/1000 | A Scalable IoT and Sensor Network Architecture for Smart Agricultural Monitoring and Adaptive Control
[NO] 426/1000 | Let the Hardware do it: Fast Graph Query processing through FPGA-accelerated Late Materialization and Decompression
[NO] 427/1000 | From Tokens to Concepts: Leveraging SAE for SPLADE
[NO] 428/1000 | Understanding DNNs in Feature Interaction Models: A Dimensional Collapse Perspective
[NO] 429/1000 | Building Foundations for Information Retrieval in Extremely Low-Resource Ethnic Languages: Evidence from Tanzania
[NO] 430/1000 | LLM-UP: SIGIR 2026 Workshop on LLM-powered User Profiling for Search and Recommendation
[NO] 431/1000 | Towards Knowledgeable Deep Research: Framework and Benchmark
[NO] 432/1000 | ARHN: Answer-Centric Relabeling of Hard Negatives with Open-Source LLMs for Dense Retrieval
[NO] 433/1000 | Workshop on Computational User Models for Work
[YES] 434/1000 | Toward an automatic formal verification of Cairo v0 programs
[NO] 435/1000 | Spectabular: Interactive Tabular Requirements Specifications
[YES] 436/1000 | Utilizing LLMs for Industrial Process Automation: A Case Study on Modifying RAPID Programs
[YES] 437/1000 | ViTAL: LLM-Powered Taint Analysis for GUI Field Visualization Auditing in Android
[NO] 438/1000 | Outage and Error Performance Analysis of Partially Illuminated IRS-Assisted Underwater Optical Wireless Systems
[NO] 439/1000 | CRN2DB: Chemical Reaction Networks to Database Matching via Dynamic Programming in ChemComp
[NO] 440/1000 | SATUQ: Quantum-Ready Cybersecurity for Integrated Space–Aerial–Terrestrial Networks
[NO] 441/1000 | Evaluating the benefits of Argument Fusion: Optimizing host-device communication
[NO] 442/1000 | Co-design of an Accessible Avatar for Deaf Users: A Participatory Methodology in Practice
[YES] 443/1000 | TimelyAI: When Should Generative AI Assistants Intervene?
[NO] 444/1000 | Zonal vs. Nodal Pricing: An Analysis of Different Pricing Rules in the German Day-Ahead Market
[NO] 445/1000 | Development of a Big Data-Driven Algorithm for Precise Calculation of Exercise Energy Consumption and Personalized Health Management
[NO] 446/1000 | Modular Architectural Framework for Interoperable and Secure Vehicle-to-Grid (V2G) Integration
[NO] 447/1000 | An Ultra-Wideband Microstrip MIMO Antenna with EBG Loading for WLAN and Sub-6G Applications
[NO] 448/1000 | Cremes: Cost-Efficient and Reliable Microservice Execution on Spot Instances
[NO] 449/1000 | Performance Evaluation of Approximate Nearest Neighbor Search on NVIDIA BlueField-3 DPU
[NO] 450/1000 | Endeavor: Efficient PairHMM for Detection of DNA Variants in Genome-Scale Datasets
[NO] 451/1000 | Hydrogen Procurement for the German Pulp and Paper Industry: A Techno-Economic Comparison of Decentralized Electrolysis and Backbone Supply
[NO] 452/1000 | Analysis of the Impact of Negative Body Bias on the ESD Behavior of RF Switches
[NO] 453/1000 | Pumped Hydropower Storage for Balancing High Shares of Variable Renewable Generation in Europe Under High Gas and Carbon Prices
[NO] 454/1000 | Netverse: A Game-Based Learning Environment for Introductory Computer Networking
[NO] 455/1000 | AI-Generated Content on Social Media: Correlations with Persuasion and Disinformation
