[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[NO] 126/1615 | Money-Back Tontines for Retirement Decumulation: Neural-Network Optimization under Systematic Longevity Risk
[NO] 127/1615 | The Validity of Coreference-based Evaluations of Natural Language Understanding
[NO] 128/1615 | Temporal Panel Selection in Ongoing Citizens' Assemblies
[NO] 129/1615 | SIT-LMPC: Safe Information-Theoretic Learning Model Predictive Control for Iterative Tasks
[NO] 130/1615 | On Toric Ideals Arising from the Chip-Firing Game
[YES] 131/1615 | Discrete Stochastic Localization for Non-autoregressive Generation
[NO] 132/1615 | Muon with Spectral Guidance: Efficient Optimization for Scientific Machine Learning
[NO] 133/1615 | Discovering Unknown Inverter Governing Equations via Physics-Informed Sparse Machine Learning
[NO] 134/1615 | Global dynamic stability of contact lines in fluids: 2-D droplet problem
[NO] 135/1615 | Differentially Private Non-convex Distributionally Robust Optimization
[NO] 136/1615 | Null controllability of one-dimensional quasilinear parabolic equations via multiplicative controls
[NO] 137/1615 | Uncertainty-Aware Neural Multivariate Geostatistics
[NO] 138/1615 | Missing-by-Design: Certifiable Modality Deletion for Revocable Multimodal Sentiment Analysis
[NO] 139/1615 | Godel Implication on Finite Chains: Truth Tables and Catalan-Bracketing Enumerations
[NO] 140/1615 | CHAI: CacHe Attention Inference for text2video
[NO] 141/1615 | Reactive Slip Control in Multifingered Grasping: Hybrid Tactile Sensing and Internal-Force Optimization
[NO] 142/1615 | Rethinking ANN-based Retrieval: Multifaceted Learnable Index for Large-scale Recommendation System
[NO] 143/1615 | Enhanced Graphene-Water Thermal Transport via Edge Functionalization without Compromising In-Plane Thermal Conductivity
[NO] 144/1615 | Feature-based morphological analysis of shape graph data
[NO] 145/1615 | In-Situ Analysis of Vibration and Acoustic Data in Additive Manufacturing
[NO] 146/1615 | Hiding in Plain Sight: Understanding the Everyday Practices and Challenges of Car Dwellers
[NO] 147/1615 | Surrogate-Based Prevalence Measurement for Large-Scale A/B Testing
[YES] 148/1615 | Algorithm-Based Pipeline for Reliable and Intent-Preserving Code Translation with LLMs
[NO] 149/1615 | Local and Multi-Scale Strategies to Mitigate Exponential Concentration in Quantum Kernels
[NO] 150/1615 | TeCoNeRV: Leveraging Temporal Coherence for Compressible Neural Representations for Videos
[NO] 151/1615 | Knowledge-Embedded Latent Projection for Robust Representation Learning
[NO] 152/1615 | Reinforced Fast Weights with Next-Sequence Prediction
[NO] 153/1615 | Numerical study of non-relativistic quantum systems and small oscillations induced in a helically twisted geometry
[NO] 154/1615 | Synthetic-Powered Multiple Testing with FDR Control
[NO] 155/1615 | On the Hardness of Approximation of the Fair k-Center Problem
[NO] 156/1615 | VETime: Vision Enhanced Zero-Shot Time Series Anomaly Detection
[NO] 157/1615 | Intermodal quantum key distribution over an 18 km free-space channel with adaptive optics and room-temperature detectors
[NO] 158/1615 | Ab Initio Auxiliary-Field Quantum Monte Carlo in the Thermodynamic Limit
[NO] 159/1615 | Comparison of Pauli projection and supersymetric transformation methods for three-body nuclear structure and reactions
[NO] 160/1615 | Neighborhood Stability as a Measure of Nearest Neighbor Searchability
[NO] 161/1615 | Cantor sets in higher dimensions II: Optimal dimension constraint for stable intersections
[NO] 162/1615 | Align Once, Benefit Multilingually: Enforcing Multilingual Consistency for LLM Safety Alignment
[NO] 163/1615 | Updated Constraints on Infrared Cutoff Models and Implications for Large-Scale CMB Anomalies
[NO] 164/1615 | Amplification of bosonic interactions through squeezing in the presence of decoherence
[NO] 165/1615 | Towards Autonomous Robotic Kidney Ultrasound: Spatial-Efficient Volumetric Imaging via Template Guided Optimal Pivoting
[NO] 166/1615 | Active RIS-Assisted MIMO System for Vital Signs Extraction: ISAC Modeling, Deep Learning, and Prototype Measurements
[NO] 167/1615 | Understanding the influence of yttrium on the dominant twinning mode and local mechanical field evolution in extruded Mg-Y alloys
[NO] 168/1615 | Can Wearable Exoskeletons Reduce Gender and Disability Gaps in the Construction Industry?
[NO] 169/1615 | Fluctuation-induced acceleration of inter-ligand exciton transfer in bis(dipyrrinato)Zn(II) complex
[NO] 170/1615 | Causal and Compositional Abstraction
[NO] 171/1615 | FlowPrefill: Decoupling Preemption from Prefill Scheduling Granularity to Mitigate Head-of-Line Blocking in LLM Serving
[NO] 172/1615 | Sensor Query Schedule and Sensor Noise Covariances for Accuracy-constrained Trajectory Estimation
[NO] 173/1615 | Why Thinking Hurts? Diagnosing and Rectifying the Reasoning Shift in Foundation Recommender Models
[NO] 174/1615 | Ground state energy of the dilute Bose-Hubbard gas on Bravais lattices
[NO] 175/1615 | A Scalable Approach to Solving Simulation-Based Network Security Games
[NO] 176/1615 | Continuous and discontinuous realizations of first-order phase transitions
[NO] 177/1615 | RIDER: 3D RNA Inverse Design with Reinforcement Learning-Guided Diffusion
[NO] 178/1615 | The Quantum Symmetric Simple Exclusion Process in the Continuum and Free Processes
[NO] 179/1615 | Laboratory observation of collective beam-plasma instabilities in a relativistic pair jet
[NO] 180/1615 | A higher order pressure-stabilized virtual element formulation for the Stokes-Poisson-Boltzmann equations
[NO] 181/1615 | Spectral Conditions for the Ingleton Inequality
[NO] 182/1615 | New self-consistent theoretical descriptions for mass-loss rates of O-type stars
[NO] 183/1615 | Capacity-constrained demand response in smart grids using deep reinforcement learning
[NO] 184/1615 | PL conditions do not guarantee convergence of gradient descent-ascent dynamics
[NO] 185/1615 | Small molecule retrieval from tandem mass spectrometry: what are we optimizing for?
[NO] 186/1615 | Interpretability-by-Design with Accurate Locally Additive Models and Conditional Feature Effects
[NO] 187/1615 | Quantum-classical correspondence for spins at finite temperatures with application to Monte Carlo simulations
[NO] 188/1615 | Fast and Scalable Analytical Diffusion
[NO] 189/1615 | The OU number and Reidemeister moves of type III for link diagrams
[NO] 190/1615 | Nonequilibrium Casimir-Polder Force: Motion-induced Thermal-like Effect
[NO] 191/1615 | SRFed: Mitigating Poisoning Attacks in Privacy-Preserving Federated Learning with Heterogeneous Data
[NO] 192/1615 | High Energy Nuclear Optics of polarized nucleons and nuclei: research at complex Nuclotron M- NICA
[NO] 193/1615 | Reactive Motion Generation With Particle-Based Perception in Dynamic Environments
[NO] 194/1615 | Visual Self-Refine: A Pixel-Guided Paradigm for Accurate Chart Parsing
[NO] 195/1615 | All-path-length and sub-eikonal corrections to momentum broadening in the opacity expansion approach
[NO] 196/1615 | Enhanced Connectivity in Ambient Backscatter Communications via Fluid Antenna Readers
[NO] 197/1615 | Multiscale Hyperbolic-Parabolic Models for Nonlinear Reactive Transport in Heterogeneously Fractured Porous Media
[NO] 198/1615 | Logarithmic Hurwitz Spaces in Mixed and Positive Characteristic with Wild Ramification
[NO] 199/1615 | The Penrose-Rindler equation and horizon thermodynamics of stationary black holes
[NO] 200/1615 | Quasi-two-body decays $B^+\to D_s^+ (R\to) K^+K^-$ in the perturbative QCD approach
[NO] 201/1615 | SELEBI: Percussion-aware Time Stretching via Selective Magnitude Spectrogram Compression by Nonstationary Gabor Transform
[NO] 202/1615 | Reconstruction of Piecewise-Constant Sparse Signals for Modulo Sampling
[NO] 203/1615 | The Astronomical Telescope of the University of Stuttgart (ATUS): Development, Optimization, and Lessons Learned
[NO] 204/1615 | Transition between one- and two-dimensional topology in a Chern insulator of finite width
[NO] 205/1615 | Inequalities For The Growth Of Rational Functions With Prescribed Poles
[NO] 206/1615 | Towards Secure and Interoperable Data Spaces for 6G: The 6G-DALI Approach
[NO] 207/1615 | A Formal Theory for Finite-Dimensional Possibilistic Quantum Mechanics
[NO] 208/1615 | How Reliable is Your Service at the Extreme Edge? Analytical Modeling of Computational Reliability
[NO] 209/1615 | Docking and Persistent Operations for a Resident Underwater Vehicle
[NO] 210/1615 | Optical Inversion and Spectral Unmixing of Spectroscopic Photoacoustic Images with Physics-Informed Neural Networks
[NO] 211/1615 | SCAR: Satellite Imagery-Based Calibration for Aerial Recordings
[NO] 212/1615 | The Implicit Bias of Adam and Muon on Smooth Homogeneous Neural Networks
[NO] 213/1615 | Subtractive Modulative Network with Learnable Periodic Activations
[NO] 214/1615 | A Self-Supervised Approach for Enhanced Feature Representations in Object Detection Tasks
[NO] 215/1615 | One-factorizations of complete multipartite graphs with distance constraints
[YES] 216/1615 | CADEvolve: Creating Realistic CAD via Program Evolution
[NO] 217/1615 | MemoryArena: Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks
[NO] 218/1615 | Markerless Robot Detection and 6D Pose Estimation for Multi-Agent SLAM
[NO] 219/1615 | Dynamic and Streaming Algorithms for Union Volume Estimation
[NO] 220/1615 | Finite elements for the space approximation of a differential model for salts crystallization
[NO] 221/1615 | Multi-agent cooperation through in-context co-player inference
[NO] 222/1615 | Characterization of an MPPC-Based Scintillator Telescope and Measurement of Cosmic Muon Angular Distribution
[NO] 223/1615 | Aladdin-FTI @ AMIYA Three Wishes for Arabic NLP: Fidelity, Diglossia, and Multidialectal Generation
[NO] 224/1615 | What Kind of World Supports Darwinian Evolution? Quantum Foundational Options
[NO] 225/1615 | Intersections of special cycles on Shimura curves and Siegel Maass forms
[NO] 226/1615 | Toward Scalable Verifiable Reward: Proxy State-Based Evaluation for Multi-turn Tool-Calling LLM Agents
[NO] 227/1615 | HyPCA-Net: Advancing Multimodal Fusion in Medical Image Analysis
[NO] 228/1615 | Rotating Black Holes with Primary Scalar Hair: Shadow Signatures in Beyond Horndeski Gravity
[NO] 229/1615 | DistributedEstimator: Distributed Training of Quantum Neural Networks via Circuit Cutting
[NO] 230/1615 | Nonparametric estimation of linear multiplier for processes driven by a Hermite process
[NO] 231/1615 | $p$-wave magnet driven field-free Josephson diode effect
[NO] 232/1615 | Nonlocal prediction of quantum measurement outcomes
[NO] 233/1615 | Graphon Mean-Field Subsampling for Cooperative Heterogeneous Multi-Agent Reinforcement Learning
[NO] 234/1615 | Quantum Cellular Automata: The Group, the Space, and the Spectrum
[NO] 235/1615 | Dynamic Modeling and MPC for Locomotion of Tendon-Driven Soft Quadruped
[NO] 236/1615 | Riemannian foliations on CROSSes
[NO] 237/1615 | When to Identify Is to Control: On the Controllability of Combinatorial Optimization Problems
[NO] 238/1615 | A zero-one law for improvements to Dirichlet's theorem in arbitrary dimension
[NO] 239/1615 | Computing Equilibria in Games with Stochastic Action Sets
[NO] 240/1615 | General formalism, classification, and demystification of the current warp-drive spacetimes
[NO] 241/1615 | Designing Production-Scale OCR for India: Multilingual and Domain-Specific Systems
[NO] 242/1615 | UCTECG-Net: Uncertainty-aware Convolution Transformer ECG Network for Arrhythmia Detection
[NO] 243/1615 | Geometric Neural Operators via Lie Group-Constrained Latent Dynamics
[NO] 244/1615 | Cryptographic Applications of Twisted Goppa Codes
[NO] 245/1615 | Training-Free Adaptation of Diffusion Models via Doob's $h$-Transform
[YES] 246/1615 | Beyond Learning: A Training-Free Alternative to Model Adaptation
[NO] 247/1615 | Conjugate Learning Theory: Uncovering the Mechanisms of Trainability and Generalization in Deep Neural Networks
[NO] 248/1615 | Reinforcement learning for path integrals in quantum statistical physics
[NO] 249/1615 | Self-Organized Bioelectricity via Collective Pump Alignment: Physical Origin of Chemiosmosis
[NO] 250/1615 | Proof of Miyanishi's conjecture on endomorphisms of varieties
[NO] 251/1615 | Emotion Collider: Dual Hyperbolic Mirror Manifolds for Sentiment Recovery via Anti Emotion Reflection
[NO] 252/1615 | Uncertainty-Guided Inference-Time Depth Adaptation for Transformer-Based Visual Tracking
[NO] 253/1615 | Quantum modularity of signatures in TQFT and generalized Dedekind sums
[NO] 254/1615 | Peeking Ahead of the Field Study: Exploring VLM Personas as Support Tools for Embodied Studies in HCI
[NO] 255/1615 | Weak Zero-Knowledge and One-Way Functions
[NO] 256/1615 | Energy-Efficient p-Bit-Based Fully-Connected Quantum-Inspired Simulated Annealer with Dual BRAM Architecture
[NO] 257/1615 | Empirical Cumulative Distribution Function Clustering for LLM-based Agent System Analysis
[NO] 258/1615 | Graph--Based Event Fingerprints for Classifying Geomagnetic Storm--Driven Forbush Decreases
[NO] 259/1615 | The nonlinear Schrödinger equation with combined nonlinearities in 1D
[NO] 260/1615 | Flat-top solitons and anomalous interactions in media with even-order dispersions and competing nonlinearities
[NO] 261/1615 | Federated Graph AGI for Cross-Border Insider Threat Intelligence in Government Financial Schemes
[NO] 262/1615 | Advancing Industry 4.0: Multimodal Sensor Fusion for AI-Based Fault Detection in 3D Printing
[NO] 263/1615 | GPSBench: Do Large Language Models Understand GPS Coordinates?
[NO] 264/1615 | On the discrete Heine-Shephard problem for four lattice polygons
[NO] 265/1615 | Axle Sensor Fusion for Online Continual Wheel Fault Detection in Wayside Railway Monitoring
[NO] 266/1615 | Collaborative Zone-Adaptive Zero-Day Intrusion Detection for IoBT
[NO] 267/1615 | IndicEval: A Bilingual Indian Educational Evaluation Framework for Large Language Models
[NO] 268/1615 | The Complexity Landscape of Two-Stage Robust Selection Problems with Budgeted Uncertainty
[NO] 269/1615 | Quantitative study of Silicon Waveguides for the Generation of Quantum Correlated Photon Pairs Bridging Mid-Infrared and Telecom Bands
[NO] 270/1615 | An Integrated Ultralow Noise Spiral Interferometric Laser
[NO] 271/1615 | On the uniqueness and structural stability of Couette-Poiseuille flow in a channel for arbitrary values of the flux
[NO] 272/1615 | Continuous Fluid Antenna Sampling for Channel Estimation in Cell-Free Massive MIMO
[NO] 273/1615 | On coefficients, potentially abelian quotients, and residual irreducibility of compatible systems
[NO] 274/1615 | GICDM: Mitigating Hubness for Reliable Distance-Based Generative Model Evaluation
[NO] 275/1615 | Hensel minimality, $p$-adic exponentiation and Tate uniformization
[NO] 276/1615 | Cohomological support varieties of certain monomial ideals
[NO] 277/1615 | Dynamical generation of fermion mass in a scalar-fermion theory with $λφ^4$ interaction
[NO] 278/1615 | Combined dynamic-kinematic validation of droplet-wall impact modeling
[NO] 279/1615 | Online Single-Channel Audio-Based Sound Speed Estimation for Robust Multi-Channel Audio Control
[NO] 280/1615 | Positive Charts of Toric Varieties
[NO] 281/1615 | Three dimensional contractile droplet under confinement
[NO] 282/1615 | Primal-dual dynamical systems with closed-loop control for convex optimization in continuous and discrete time
[NO] 283/1615 | Easy Data Unlearning Bench
[NO] 284/1615 | Deepest ever photographed Geminid with small but not negligible terminal mass
