[2026-08-13 22:40:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-12
正在获取论文...
[arXiv] 2026-08-12 | Direct Acceleration of Stochastic Root-Finding Without Variance Reduction and Regularization
[NO] 547/1805 | Policy-as-logic for robust reasoning over rules
[NO] 548/1805 | Evaluating OpenMP Offloading for Intra-node Multi-GPU Programming across NVIDIA, AMD, and Intel Architectures: A 3D Heat Transfer Case Study
[YES] 549/1805 | ToolHazard: Scaling Adversarial Environments for Security Evaluation and Alignment of LLM-based Agents
[NO] 550/1805 | Magnetic active matter across scales
[NO] 551/1805 | ATOM: Geometry-Aware Microgesture towards Object-Agnostic Tangible Interaction
[NO] 552/1805 | Higgs Mass and CP violating Phases Implications on the SUSY Breaking Scale in MSSM
[NO] 553/1805 | Lapis: Laplacian Spiking Attention via First-Spike Timing and Membrane Leakage
[NO] 554/1805 | Small-Scale Experiments: Are We There Yet?
[NO] 555/1805 | Weinstock inequality in hyperbolic space II
[NO] 556/1805 | ResPCC: A Loss-Resilient Neural Point Cloud Codec over Lossy Networks
[NO] 557/1805 | When the Knowledge Base Becomes the Gold Standard: Measuring Resource-Shared Evaluation Loops in Entity-Level Machine Translation
[NO] 558/1805 | GeoBridge: Decoupled Semantic Conditioning for Generative Image Geolocalization
[NO] 559/1805 | Distractor-Aware Video Object Segmentation
[NO] 560/1805 | Statistics of Solar Filament Mass based on CHASE Sun-as-a-star Spectroscopic Observations
[NO] 561/1805 | Lipid Controlled Non-Monotonic Assembly and Rheology of an Egg Yolk Protein at Water-Soybean Oil Interface
[NO] 562/1805 | Can Vision Models Read the Radar Display? On the Feasibility of Radar Imagery for Air Traffic Complexity Estimation
[NO] 563/1805 | Data-Driven optimal control via Koopman operators and Hamilton-Jacobi-Bellman equations
[NO] 564/1805 | Advancing in situ hydrogen embrittlement studies through an integrated charging cell for SEM micromechanical testing
[NO] 565/1805 | Causal Structure is Inducible but Functionally Decoupled: The Routing/Readout Boundary of a Typed Mechanism Library
[NO] 566/1805 | A comparison of CNN architectures for Alzheimer's disease detection in single-view MRI scans
[NO] 567/1805 | Single-Cycle Pulses, Transparent Conducting Oxides, Optical Nonlinearity, Quantum Coherence, Thermalization
[NO] 568/1805 | Advancing MLLM-based UAV Image Understanding and Reasoning: A Benchmark and a Training-Free Multi-Agent System
[NO] 569/1805 | Phoenix TTS: High-Fidelity Synthesis and Voice Conversion via Flow-Matching-Driven Speech Tokenization
[NO] 570/1805 | Locating and Controlling Implicit Personalization in Large Language Models
[NO] 571/1805 | Molecule-specific diffusion and desorption of interstellar ices on carbonaceous dust
[YES] 572/1805 | Harness-IF: Evaluating Instruction Following Across Instruction Surfaces in Coding Agents
[NO] 573/1805 | Every 2-Subdivision of a Cubic Graph Is Antimagic
[NO] 574/1805 | Distributed Quantum Algorithms Cannot Color Cycles with Probability 1
[NO] 575/1805 | Experimental quantum telecloning across silicon photonic chips
[NO] 576/1805 | Robust and Efficient Noisy-Label Time-Series Classification via Dynamic Time Warping Based Granular Ball Computing
[NO] 577/1805 | Logarithmically Correlated Landscapes and Localization in Non-Hermitian Quasicrystals
[YES] 578/1805 | REOPD: Reliability-Adaptive Reward Extrapolation for On-Policy Distillation
[NO] 579/1805 | Generalised stochastic curvature flow in $d \geq 2$, and sharp interface limit for the stochastic Allen-Cahn equation with nonlinear diffusion
[NO] 580/1805 | Spec Sheets Are Not Kernels: An ISA- and Source-Level Audit of INT8 Availability on NVIDIA Blackwell Ultra
[NO] 581/1805 | A Wolfe-Type Spectral Conjugate Gradient Method for Nonsmooth Convex Optimization Problems
[NO] 582/1805 | EGM-Det: Entropy-Guided Multimodal Adaptive Fusion for UAV RGB-IR Object Detection
[NO] 583/1805 | FrontierFinance: A Challenging Benchmark for Measuring Frontier Intelligence of Finance Agents
[NO] 584/1805 | Near-Unity Excitation and Radiative Efficiencies in Electroluminescence Without External Carrier Injection
[NO] 585/1805 | Low-Interaction-Rank Learning: Unifying Multiplicative Dual-Encoder Heads
[NO] 586/1805 | Cloak of Invisibility: Real-Time Privacy-Preserving Volumetric Video Streaming
[NO] 587/1805 | CLAIM: Leading Open-domain Active Clarification of Large Language Models with Uncertainty Measurement
[NO] 588/1805 | MBA: Multimodal Benchmark and Agents for Real-World Business Ideation
[NO] 589/1805 | Spin lifetime anisotropy in graphene induced by the SiO2 interface
[NO] 590/1805 | A Local Sinkhorn Framework for Conditional Distribution Reconstruction of Multidimensional Random Fields
[NO] 591/1805 | Realization of Arbitrary Gauge Fields via Symmetry-Protected Zero Modes
[NO] 592/1805 | Continuous-time directed polymers to the Critical SHF via moments
[NO] 593/1805 | Variational neural-network solution of the two-body $^{17}\mathrm{F}$ proton-halo problem with a Coulomb--Whittaker tail
[NO] 594/1805 | Sobriety of Regular Open Algebras in Second-Countable T3 Spaces
[NO] 595/1805 | Magnetoelastic coupling descriptor for high-throughput ab initio search of magnetocaloric materials
[NO] 596/1805 | Unifying Physical Backpropagation
[NO] 597/1805 | Hand Visibility Detector: Per-Keypoint Visibility Estimation for Hands
[NO] 598/1805 | Reinforcing Step-level Reasoning for Effective Self-Correction in LLMs
[NO] 599/1805 | Exact dynamics of first-order system-bath coherence in bilinear bosonic models
[NO] 600/1805 | JAPE: Joint Anomaly Prediction and Intrinsic Explanation in Multivariate Time Series
[NO] 601/1805 | Echoes of phantoms on rational surfaces
[NO] 602/1805 | Algebraic versus physical uniqueness of MHV gravity numerators
[NO] 603/1805 | Anti-Shortcut Distillation via Temporal Negative Knowledge Transfer
[NO] 604/1805 | Language-Conditional Dequantization: Recovering What Quantization Steals from Non-English Languages
[NO] 605/1805 | Infrared-to-visible albedo ratio of Phobos: Comparison with primitive asteroids
[NO] 606/1805 | Emergent heavy fermion and superconductivity near Mott transition in twisted bilayer graphene
[NO] 607/1805 | StateFlow: Building, Evolving, and Accessing 3D World States for Previsualization
[NO] 608/1805 | A Multiplicative Fourier Proof of the Length-Four Index Conjecture
[NO] 609/1805 | AI4AI at Test-Time: Strong-to-Weak Capability Transfer via Harnesses
[NO] 610/1805 | Do Not Let CNOTs Overwhelm the Decoder: Scheduling Transversal Gates for Fast FTQC
[NO] 611/1805 | On divergences in a four-derivative scalar field theory
[NO] 612/1805 | ADEPT: A Unified Framework for Deep Learning Test Adequacy
[NO] 613/1805 | Toward a Measurement of the Higgs Boson Mass with Natural-Width Precision at FCC-ee
[NO] 614/1805 | The decay properties of two- and three- gluon glueballs
[NO] 615/1805 | Deep Learning Based Relative Transfer Matrix Estimation for Multiple Sources and Multiple Microphones
[NO] 616/1805 | Reconstruction of shear modulus inclusions in elastostatics via divergence-free localization
[NO] 617/1805 | Disturbance-Observer-Based Grid-Forming Control for Unbalanced Grids
[NO] 618/1805 | Epiplexity Guided Data Selection and Generation for Out-of-Distribution Generalization
[NO] 619/1805 | Computing extended persistent homology of radial distance filtrations of Euclidean shapes
[NO] 620/1805 | XBridge: Entity-Grounded Latent Bridge for Heterogeneous LLM Communication
[NO] 621/1805 | FLARE++: Low-rank attention with dynamic attention routing
[NO] 622/1805 | Learning-Based Behavior Planning for Automated Driving: Real-World Integration and Deployment
[NO] 623/1805 | A multiscale theory based on metabolic scaling connects forest dynamics to tree-size distributions
[NO] 624/1805 | AmbSentry: Mitigating Sensing Eavesdropping in ISAC Systems by Harnessing Ambient IoT Devices
[NO] 625/1805 | TELLME: Test-Enhanced Learning for Language Model Enrichment
[NO] 626/1805 | Area-Normalized Pentagram Map Dynamics: Spectral Flattening and Elliptic Asymptotics
[NO] 627/1805 | Aggregation-engineered loss-tolerant strong coupling in metallic microcavities
[NO] 628/1805 | Bijective proofs of several conjectures on Jacobi permutations
[NO] 629/1805 | Policy-Induced Hand Priors in Humanoid Dual-Arm Manipulation: Diagnosing and Mitigating Initial-Pose Dependence
[NO] 630/1805 | Instruction Alignment for Binary Code Representation Learning
[NO] 631/1805 | ProBAG: Prototype-Guided Boundary-Aware Graph Diffusion for Weakly Supervised Histopathology Segmentation
[NO] 632/1805 | Variational Enrichment of Adaptive Finite Element Spaces Beyond Polynomials
[NO] 633/1805 | Edit distance exponents for irrational rotations
[NO] 634/1805 | MuseCritic: Learning Multi-Aspect Song Rewards through Natural-Language Aesthetic Critiques
[NO] 635/1805 | Light-induced effective magnetic fields in Landau quantized graphene
[NO] 636/1805 | Reinforcement Learning-Based Output Feedback LQR for Continuous-Time MIMO Systems
[NO] 637/1805 | Making Every Step Count: Spatio-Temporal Information Allocation for Imaging Inverse Problems
[YES] 638/1805 | Harnessing LLMs for Document-Guided Fuzzing of Python Libraries
[NO] 639/1805 | JieZi: A Large-Scale Expert-Audited Dataset and Benchmark for Ancient Chinese Character Exegesis
[NO] 640/1805 | One-point extensions of Euclidean Ramsey sets
[NO] 641/1805 | A 12-CNOT Double Qubit Excitation Gate
[NO] 642/1805 | Fingerprinting Text-to-Image Diffusion Models via Collapsed Generation
[NO] 643/1805 | Proportional Analogies on Probability Distributions via Bayesian Updating
[NO] 644/1805 | Thermochemical non-equilibrium effects on turbulent boundary layers
[NO] 645/1805 | A Complete Characterization of Cartan Inclusions of Finite Dimensional $C^*$-algebras
[NO] 646/1805 | Polynomial-Time Lattice-Point Counting without Barvinok Decomposition
[NO] 647/1805 | A Browser-Based Gesture-Driven Avatar Interaction Framework for Metaverse Onboarding Environments
[NO] 648/1805 | Thickness-Driven Superconductor-Insulator Transition in (Cu,C)-1234 and Proximity-Induced Superconductivity Recovery in (Cu,C)-1234/YBCO Heterostructure
[NO] 649/1805 | Tabletop reversibility of phase-covariant operations
[NO] 650/1805 | HUGIN: Enhancing Vision-Language Planning for Autonomous Logistics Sorting
[NO] 651/1805 | APEX: Adaptive Expert Prefetching for Memory-Efficient Edge MoE Inference
[NO] 652/1805 | StellaVLA: In-Context Structured Demonstration for Generalizable Vision-Language-Action Models
[NO] 653/1805 | A Full-Stack Characterization of High-Bandwidth Flash for KV-Centric LLM Serving
[NO] 654/1805 | Measurements of Laser-Driven Plasma Expansion into Hohlraum-Relevant Background Gas
[NO] 655/1805 | Zero-OVCD: Bridging Training-Free Foundation Models and Pseudo-Label Learning for Open-Vocabulary Change Detection
[NO] 656/1805 | Hybrid-Policy Self-Editing for Composable Unstructured Knowledge Editing
[NO] 657/1805 | Semantic Lenia: Emergence of Homeostatic Solitons within the Semantic Space of Large Language Models
[NO] 658/1805 | Motion-as-Prompt: Enhancing Motion Reasoning in Multimodal Large Language Models via Motion-Guided Cross-Frame Visual Prompting
[NO] 659/1805 | Towards a Formal Definition of Agent Memory: Basis, Span, Optimality, and the Sequential Memory Problem
[NO] 660/1805 | Fermat's Last Theorem in star-invariant subspaces: capacity-zero boundary spectrum
[NO] 661/1805 | Who Would You Vote For? Auditing Political Alignment in LLMs: An Italian Case-Study
[NO] 662/1805 | Guided Table Retrieval for Structured Data Search
[NO] 663/1805 | Fluctuation Spectra and Response Function of Coupled Atomic and Molecular BECs
[NO] 664/1805 | A Radiation-Hydrodynamic Light Curve Grid and Interpolation Framework for Stripped-Envelope Supernovae
[NO] 665/1805 | VisPuzzle: Task-Aware Composite Visualization Construction
[NO] 666/1805 | CAM-Guided Saliency Cutout and Image-Based Malware Classification
[NO] 667/1805 | Beyond Memory: A Transactional Continuity Kernel for Long-Lived AI Agents
[NO] 668/1805 | Learning to Persuade Exposes How Easily LLMs Abandon Correct Beliefs
[NO] 669/1805 | SVPLEX: A Nextflow Pipeline for Cohort-level Structural Variant Calling
[NO] 670/1805 | Pressure profile bounds from relaxing the TOV equation
[NO] 671/1805 | Galois Symbols for a Jacobian and Multiplicative Groups
[NO] 672/1805 | Acoustic Plasmon Resonance: Breaking the Anderson Stiffness Paradigm in Quasi-Two-Dimensional Superconducting Films
[NO] 673/1805 | Topology-Aware Query Selection for Surgical Instrument Instance Segmentation
[NO] 674/1805 | Quantitative Unique Continuation on Simplex and $\mathbb{Z}^n$
[NO] 675/1805 | ProtoHGF-Net: Prototype HyperGraph Fusion with Intra-modal Calibration for RGBT Object Detection
[NO] 676/1805 | Testing Covarying Coupling Constants (CCC) against the full SPARC rotation-curve sample: a like-for-like comparison with MOND and NFW
[NO] 677/1805 | Measuring Browser Webcam Gaze Honestly: A Capture-Clock Methodology and Open Reference Implementation
[NO] 678/1805 | An Interface Green's Function Framework for Complete Discrete $W^{1,\infty}$ Analysis of Discontinuous Galerkin Methods
[NO] 679/1805 | Spin manifolds with nonzero dual Stiefel-Whitney classes of large grading
[NO] 680/1805 | Descriptive Dispatch of Computational Work
[NO] 681/1805 | Dynamics of the spontaneous emission factor in multiple quantum well nanowire lasers
[NO] 682/1805 | Proliferation Transitions for Non-Abelian Anyons
[NO] 683/1805 | From Cluster Cores to the Low-Density Field: Strong Environmental Quenching of Galaxy Star Formation at Low Redshift
[NO] 684/1805 | Asymmetric Palette Sparsification, Slightly Simplified
[NO] 685/1805 | VAKRA: Evaluating Multi-Hop Reasoning Across APIs and Retrieval Under Tool-Use Policies
[NO] 686/1805 | Grothendieck's theorem for Bessel sequences
[NO] 687/1805 | Curvature-Aware Zeroth-Order Optimization for Memory-Efficient Test-Time Adaptation
[NO] 688/1805 | Satellite Infrastructure Sharing: Orbit-Structured Stochastic Geometry Modeling and Connectivity Analysis in Heterogeneous Satellite Networks
[NO] 689/1805 | Hemispheric Asymmetry of Solar Active Regions Arises from a Nested Population
[NO] 690/1805 | The Delay Time Distribution of Quasi-Periodic Eruptions
[NO] 691/1805 | The Corona Problem for Slice Holomorphic Functions via the Matrix Corona Problem
[NO] 692/1805 | SelectLight: Learning to Select Signal Plans Generated by Distributed Model Predictive Control for Urban Traffic Networks
[NO] 693/1805 | Automated Borehole Core Analysis with Report-Derived Weak Labels and Supervised Crack Segmentation
[NO] 694/1805 | Quantum Airy Structures and Matrix Models: a supercurrent approach
[NO] 695/1805 | Multiplicator freeness for restricted-ramification Galois groups over global function fields
[NO] 696/1805 | HAMP-LIC: Hessian-Aware Mixed-Precision Post-Training Quantization for Learned Image Compression
[NO] 697/1805 | On the Turán Density of $C_{10}$ in the Hypercube
