[2026-06-03 23:43:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-02
正在获取论文...
[arXiv] 2026-06-02 | Wave-mean decomposition of scale-dependent kinetic energy from surface drifters
[NO] 239/2000 | Message Tuning Outshines Graph Prompt Tuning: A Prismatic Space Perspective
[NO] 240/2000 | Privilege Risk Evolution for Non-Human Identities: A Temporal Fiber Model for Cloud IAM
[NO] 241/2000 | BA-T: An Iterative Transformer for Two-View Bundle Adjustment
[NO] 242/2000 | SpeakerCard-1M: An Evidence-Grounded Speaker Card Corpus for In-the-Wild Speaker Verification
[NO] 243/2000 | Distributed Optimal Resource Allocation Search: A Dynamic Event-Triggered Algorithm
[NO] 244/2000 | Reduced Order Model for a Convective Rotating Annulus with Localized Forcing
[NO] 245/2000 | Valence Ionization Of Water Clusters Formed Inside Helium Nanodroplets
[NO] 246/2000 | How long can an atomic nucleus remain standing ? -- a fundamental quantum question
[NO] 247/2000 | Characterization and chromatic number of triangle-free graphs with diameter 2
[NO] 248/2000 | Thermodynamical phase structures and particle emission rate of charged AdS black hole surrounded by string cloud and quintessence via shadow formalism
[NO] 249/2000 | Multi-Agent Framework Leveraging Knowledge Graphs for Virtual Commissioning Models
[NO] 250/2000 | AirDreamer: Generalist Drone Navigation with World Models
[NO] 251/2000 | Structures Facilitate Retrieve, Rerank, and Generate
[NO] 252/2000 | Benchmarking Speech-to-Speech Translation Models
[NO] 253/2000 | Solipsistic Superintelligence is Unlikely to be Cooperative
[NO] 254/2000 | Cassini's identity for k-bonacci numbers
[NO] 255/2000 | COSMOS2025: Machine Learning Classification of Early- and Late-type Galaxies at 0 < z < 3
[NO] 256/2000 | BotDirector: Robot Storytelling Across the Symmetrical Reality with Multi-modal Interactions
[NO] 257/2000 | WebRISE: Requirement-Induced State Evaluation for MLLM-Generated Web Artifacts
[NO] 258/2000 | A Less Conservative Sufficient Condition for PID Stabilization of Scalar Second-Order Nonlinear Uncertain Systems
[NO] 259/2000 | Private Embedding Lookup with Encrypted Compact Queries under Fully Homomorphic Encryption
[NO] 260/2000 | A note on the pluriclosed flow on balanced manifolds with $c_1=0$
[NO] 261/2000 | Nuclear Recoil Migdal Effect in Liquid Xenon Dark Matter Experiments
[NO] 262/2000 | The ratio of reduced cross-sections in $eA$ processes at Electron-Ion Colliders at $x_{\mathrm{min}}=Q^2/s$
[NO] 263/2000 | SketchSong: Hierarchical Song Generation with Sketch Planning and Fine-Grained Multi-Track Modeling
[NO] 264/2000 | Pulse Focus: Validation of the Focus Performance Score as a Behavioral Signal for Human Attentional State Modeling Toward Attention-Aware AI
[NO] 265/2000 | Mind the Gap in the Mining Game
[NO] 266/2000 | Quantum Optimization Algorithms for Strongly Correlated Many-Body Systems
[NO] 267/2000 | PsychoPass: Geometric Profiling of Multi-Turn Adversarial LLM Conversations
[NO] 268/2000 | Rethinking Neural Width for Alternating Current Optimal Power Flow Proxies
[NO] 269/2000 | KC-3DGS: Kurtosis-Constrained Gaussian Splatting for High-Fidelity View Synthesis
[NO] 270/2000 | GuidedBridge: Training-freely Improving Bridge Models with Prior Guidance
[NO] 271/2000 | Learning Local Optimal Controller for a Class of Nonlinear Systems via Impulse-Supervised Exploration
[NO] 272/2000 | On the multi-frequency electromagnetic emission from a rotating charged dielectric disk made of isotropic media
[NO] 273/2000 | Small RL Controller, Large Language Model: RL-Guided Adaptive Sampling for Test-Time Scaling
[NO] 274/2000 | Betti numbers of split graphs
[NO] 275/2000 | A Variational Shape Optimisation Approach to Multi-region Relaxed Magnetohydrodynamic Equilibria
[NO] 276/2000 | AI Assistance for Discretionary Work: Increasing Feedback Provision in Higher Education
[NO] 277/2000 | BAHSD: Bridging the Long-tail Gap via Adaptive Distillation in Black-box Sequential Recommendation
[NO] 278/2000 | Learning to Solve, Forgetting to Retain: Correct-Set Turnover in RLVR
[NO] 279/2000 | Evolution of cooperation in two-level Prisoner's Dilemma
[NO] 280/2000 | ROBUST-WT: Robust Uncertainty-aware Segmentation Transform via Whitening and Training Enhancements
[NO] 281/2000 | High-Throughput Discovery of Semimetallic Borophenes with Diverse Dirac States Via Transferable Tight-Binding Approach
[NO] 282/2000 | Chemical Equilibration and Thermalization of Quark-Gluon Plasma in a Parton Cascade Model with 2-to-3 Quark Interactions
[NO] 283/2000 | SkillDAG: Self-Evolving Typed Skill Graphs for LLM Skill Selection at Scale
[NO] 284/2000 | Multiferroicity in the two-dimensional limit in hexagonal LuFeO3 films
[YES] 285/2000 | ModuLoop : Low-Level Code Generation using Modular Synthesizer and Closed-Loop Debugger for Robotic Control
[NO] 286/2000 | Chiral Quark Soliton Model And Nucleon Parton Distribution Functions
[NO] 287/2000 | Geometric aspects of spin transport in magnetic multilayers
[NO] 288/2000 | Rotatable Antenna Meets Multiple Access: NOMA or OMA?
[NO] 289/2000 | Marginalised Poisson Hurdle Model for Cross-Sectional Count Data with Excess Zeros
[NO] 290/2000 | Hanger Reflex Based Driving Assistance for Drivers with Peripheral Visual Field Defects
[NO] 291/2000 | Reproducibility is the New Copyleft: Defining AGI-oriented Reproducible Builds
[NO] 292/2000 | ConTraIRL: Factorized Contrastive Abstractions for Transferable IRL
[NO] 293/2000 | Computing the final epidemic size distributions of a multi-type Galton--Watson process
[NO] 294/2000 | FOLD: Fuzzy Online Deduplication for Very Large Evolving Datasets via Approximate Nearest Neighbor Search
[NO] 295/2000 | Zero-Poisson Ratio Elastomeric Substrates for Distortion-Free Stretchable Displays
[NO] 296/2000 | Relaxation of the Random Site Coulomb glass Model in Two Dimensions
[NO] 297/2000 | Chatbots Output Meaningful (but Problematic) Language
[NO] 298/2000 | A ribbon knot which is not a symmetric union
[NO] 299/2000 | From Answers to States: Verifiable Process-Level Evaluation of Chemical Reasoning in Large Language Models
[NO] 300/2000 | Beam Instrumentation
[NO] 301/2000 | A Benchmark for Semi-supervised Multi-modal Crowd Counting
[YES] 302/2000 | TurtleAI: Benchmarking Multimodal Models for Visual Programming in Turtle Graphics
[NO] 303/2000 | The Time-Frequency Covariance Principle on Unimodular Kac Algebras
[YES] 304/2000 | Cross-Lingual Token Arbitrage: Optimizing Code Agent Context Windows via Local LLM Preprocessing
[NO] 305/2000 | OmniHalluc-L: Counterfactual Benchmarking and Modality-Perturbation Reliability Calibration for Long-Form Omni Hallucination
[NO] 306/2000 | Mechanical properties of the nucleon in the chiral confining model. I -- formal developments
[NO] 307/2000 | Closed minimal surfaces of index one in Riemannian manifolds
[NO] 308/2000 | Acenaphthene Derivatives as Signatures of C$_{11}$H$_9^+$ Reactivity with Methylated Naphthalenes
[NO] 309/2000 | Few-Shot Prediction for Pulsar Noise with Long Short-Term Memory Network
[NO] 310/2000 | Channel Chart Location Privacy Based on Geo-Indistinguishability
[NO] 311/2000 | Efficient Transformer-Based Localized Patch Sampling for Choroid Plexus Segmentation in Multiple Sclerosis
[NO] 312/2000 | \textsc{CR-Seg}: Attention-Guided and CoT-Enhanced Coarse-to-Refined Reasoning Segmentation
[NO] 313/2000 | Passive transverse forcing of turbulent boundary-layer flow using sinusoidal surface grooves
[NO] 314/2000 | Constraint-Enhanced Physical Search through Correlation Matching
[NO] 315/2000 | Pushing the Limits: A Framework to Reform Institutional Ethics Review of Environmentally-Impactful Computing Research
[NO] 316/2000 | SAGE: A Quantitative Evaluation of Socialized Evolution in Agent Ecosystems
[NO] 317/2000 | The Gaia GSP-Spec catalogue of interstellar extinctions, and stellar luminosities, radii, and masses
[NO] 318/2000 | Attend to Anything: Foundation Model for Unified Human Attention Modeling
[NO] 319/2000 | Can LLM Rerankers Predict Their Own Ranking Performance?
[NO] 320/2000 | When Should the Teacher Move? Temporal Coupling and Stability in Self On-Policy Distillation
[NO] 321/2000 | Simulation based parameter space for shock in transonic, sub-Keplerian accretion flow onto non-rotating black holes
[NO] 322/2000 | Post-Hoc Robustness for Model-Based Reinforcement Learning
[NO] 323/2000 | Analysis of the $C\!P$ structure of the Yukawa coupling between the Higgs boson and tau leptons in proton-proton collisions at $\sqrt{s}$ = 13.6 TeV
[NO] 324/2000 | The Attention-Aware Pipeline: Design Tensions from Making Attention Visible in XR
[NO] 325/2000 | Reputation, Exposure, and Exit: Organizational Turnover after #MeToo
[NO] 326/2000 | TrAction: Action Recognition with Sparse Trajectories
[NO] 327/2000 | Probing Inelastic Dark Matter via Cosmic-Ray Upscattering in NGC 1068
[NO] 328/2000 | Optical vortex classification via machine learning
[NO] 329/2000 | PersistGS: Differentiable Physics for Object Permanence in 4D Gaussian Splatting
[NO] 330/2000 | Human2Humanoid: Physics-Aware Cross-Morphology Motion Retargeting for Humanoid Robots
[NO] 331/2000 | When BBR Meets Live Streaming
[NO] 332/2000 | Tonal parsimony in chord-sequence analysis: combining modulation cost and tonal vocabulary
[NO] 333/2000 | Automatic additivity for injective Jordan semi-triple maps on structural matrix rings over division rings
[NO] 334/2000 | Ultrafast and long-term stability Integrated Pockels laser with thin-film PZT
[NO] 335/2000 | PRISM: Synergizing Vision Foundation Models via Self-organized Expert Specialization
[NO] 336/2000 | First-order Schwartian derivative and some classes of univalent functions
[NO] 337/2000 | FlowGuard: Flow Matching for Identity-Independent Detection of Data-Free Model Stealing Attacks on Energy System Intrusion Detection Systems
[NO] 338/2000 | Non-Wellfounded and Cyclic Proofs for LTL: A Syntactic Correspondence with Linear Nested Sequents
[NO] 339/2000 | TriEval: A Resource-Efficient Pipeline for LLM Bias, Toxicity, and Truthfulness Assessment
[NO] 340/2000 | A Double Bind: Gendered Funding, Research Topics, and Academic Performance in The Social Sciences
[NO] 341/2000 | When Does Latent Reasoning Help? MeRa: Metric-Space Bias for Spatial Prediction
[NO] 342/2000 | Same Weights, Different Robot: A Deployment Safety View of VLA Policies
[NO] 343/2000 | MARS: Multi-rate Aggregation of Recency Signals for Sequential Recommendation across Sparse and Dense Regimes
[NO] 344/2000 | Homogenization of compressible Navier-Stokes equations under a hard sphere pressure law
[NO] 345/2000 | Investigating Adversarial Robustness of Multi-modal Large Language Models
[NO] 346/2000 | Ghost: Plausible Yet Unlearnable Trajectories via On-Manifold Substitution for Next-POI Privacy
[NO] 347/2000 | Polyhedral norms and smooth Hahn-Banach extension
[NO] 348/2000 | An AutomationML Domain Library for the Formalized Process Description
[NO] 349/2000 | A Close Look At World Model Recovery In Supervised Fine-Tuned LLM Planners
[NO] 350/2000 | Improved unirationality for GL-varieties
[NO] 351/2000 | Foley-Omni: A Unified Multimodal Generation Model from Task-Level Audio Synthesis to Complete Video Soundtrack Generation
[NO] 352/2000 | Exploring Easy Boosts for Lidar Semantic Scene Completion
[NO] 353/2000 | PixVOD: Pixel-Distributed Direct Visual Odometry and Depth Estimation
[NO] 354/2000 | Imaginative Perception Tokens Enhance Spatial Reasoning in Multimodal Language Models
[NO] 355/2000 | Kusner's conjecture: Exact values and linear bounds
[NO] 356/2000 | NewtPhys: Do Foundation Models Understand Newtonian Physics?
[NO] 357/2000 | Cylindrical generalized Ricci solitons in three dimensions
[NO] 358/2000 | Skill-RM: Unifying Heterogeneous Evaluation Criteria via Agent Skill
[NO] 359/2000 | The First Nozzle-Mounted Compton Camera Prompt Gamma Imaging System for In Vivo Proton Therapy Dose Verification
[NO] 360/2000 | Formalizing the Binding Problem
[NO] 361/2000 | AAD-1: Asymmetric Adversarial Distillation for One-Step Autoregressive Video Generation
[NO] 362/2000 | Multihair thermodynamics of Kerr-Newman-NUT-AdS$_4$ spacetimes
[NO] 363/2000 | FlashbackCL: Mitigating Temporal Forgetting in Federated Learning
[NO] 364/2000 | DiffUNet^2: Bidirectional Prediction, Probabilistic Generation and Collaborative Visual Discovery for Scientific Data
[NO] 365/2000 | Adaptive Causal Alignment for High-Confidence Adversarial Training
[NO] 366/2000 | Beyond Gradient Descent: Adam for Analog Ising Machines
[NO] 367/2000 | An Attention-Based Denoising Model for Diffusion Weighted Imaging
[NO] 368/2000 | Bernoulli principle in ferroelectrics
[NO] 369/2000 | Squeezed-state semi-device-independent quantum randomness generation
[NO] 370/2000 | OVO-S-Bench: A Hierarchical Benchmark for Streaming Spatial Intelligence in Multimodal LLMs
[NO] 371/2000 | RealClawBench: Live OpenClaw Benchmarks from Real Developer-Agent Sessions
[NO] 372/2000 | Data-driven mapping of borophene growth pathways
[NO] 373/2000 | Longitudinal Development Analysis of Extensive Air Showers Using CORSIKA Simulations
[NO] 374/2000 | From 'What' to 'How' and 'Why': Sharing LLM-Generated Retrospective Summaries of Older Adults' Passive Tracking Data with Remote Family Members
[NO] 375/2000 | Automated Repair of Requirements for Cyber-Physical Systems in Simulink Requirements Tables
[NO] 376/2000 | Modification of Charge and Spin Textures by Light Chemical Substitution in Eu(Al$_{1-x}$Ga$_{x}$)$_4$ ($x=0.1$)
[NO] 377/2000 | Unified Video-Action Joint Denoising for Dexterous Action and Data Generation
[NO] 378/2000 | A Novel Procedural Generation for Level Design of Mansions and Dungeons
[NO] 379/2000 | Second-Best Bilateral Trade is $1/2$ Efficient
[NO] 380/2000 | Generating quantum ensembles via reverse-time quantum diffusions
[NO] 381/2000 | Clustered Self-Assessment: A Simple yet Effective Method for Uncertainty Quantification in Large Language Models
[NO] 382/2000 | Network Time Series Models for Multivariate Volatility Forecasting
[NO] 383/2000 | Warning About AI Fallibility Increases Help-Seeking in an Intelligent Tutoring System
[NO] 384/2000 | A Quantitative Approximation Framework for Flow Distillation in Diffusion Models
[NO] 385/2000 | Probing lepton flavor mixing in $W_R$ searches with machine learning at the LHC
[NO] 386/2000 | TeX-1500: A Paired Real-World LWIR Hyperspectral Dataset and Benchmark for Temperature-Emissivity-Texture Decomposition
[NO] 387/2000 | LiveBand: Live Accompaniment Generation in the Audio Domain
[NO] 388/2000 | The 2-Twist Spun Trefoil Has Crossing Number Six
[NO] 389/2000 | Training-Free Multi-Concept LoRA Composition with Prompt-Aware Weighting
[NO] 390/2000 | Half of finite abelian groups are unit groups
[NO] 391/2000 | Triple exceptional point with unitary paths of unfolding in a three-site fermionic Swanson-like model
[NO] 392/2000 | SLU-2K: A Question-Based Benchmark for Semantic Evaluation of Sign Language Translation
[NO] 393/2000 | Disentangling conviction and conformity: a Bayesian ideal point model of voting behaviour in online debates
[NO] 394/2000 | Targeting black holes from metal-poor progenitors with next-generation gravitational-wave detectors
[NO] 395/2000 | AmbientEye: A Dataset for Pupil Segmentation under Natural Ambient Infrared Illumination
[NO] 396/2000 | Workload acceleration by optimizing materialized view selection using local search
