[2026-09-23 00:02:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-22
正在获取论文...
[ACM] 2026-9-22 | I/O-Cool: Using I/Os for Temperature Regulation When Training on the Edge
[NO] 214/1000 | A Siamese DenseNet121 Framework with Contrastive Learning for Offline Signature Forgery Detection
[NO] 215/1000 | Facial Expression Recognition Using Capped Adaptive Ensemble of Deep Learning Models
[NO] 216/1000 | Key Information Extraction and Automated Compliance Comparison of Financial Contracts via Neuro-Symbolic Agentic Frameworks
[NO] 217/1000 | A Wide-Area Rural Renewable Energy Accommodation Strategy Accounting for Spatiotemporal Flexibility of Urban-Rural Transportation
[NO] 218/1000 | TPS Modulated DAB-CLLC Converter for Wireless Charging of Light Electric Vehicles
[NO] 219/1000 | Teacher-free Latent Self-distillation and Class-separable Representations for Lightweight IoT Attack Detection
[NO] 220/1000 | Development of A Dual-Mode Electromagnet-Based EMAT with Halbach Array Configuration
[NO] 221/1000 | On the Influence of Objectives, Constraints, and Material Interpolation Schemes in the Topology Optimization of Ferrite Plates for WPT Systems
[NO] 222/1000 | On the Stability of Large MJQM With Correlated Arrivals
[NO] 223/1000 | Single-Server Size-Aware Scheduling with Abandonment
[NO] 224/1000 | Bridging CPU and GPU I/O with a Device-Resident File System
[NO] 225/1000 | InfiniLoRA: Disaggregated Multi-LoRA Serving for Large Language Models
[NO] 226/1000 | Design and Operational Study of an Integrated Coal-Power-Chemical-Computing Recycling System Based on the Reuse of Abandoned Mines
[NO] 227/1000 | LSOAF-YOLO: A Lightweight Small Object Detector with Attention Fusion for Aerial Remote Sensing Imagery
[NO] 228/1000 | SAFe-Mix: Active
                    <u>S</u>
                    trategies for Energy-
                    <u>A</u>
                    ware
                    <u>F</u>
                    ault Tol
                    <u>e</u>
                    rance in
                    <u>Mix</u>
                    ed-Criticality Systems
[NO] 229/1000 | Analysis of Methods for Underwater Electromagnetic Field Sensing Against Low-frequency Marine Environmental Interference
[NO] 230/1000 | A Method for Retrieving Surface Displacement by Integrating Simulated Ascending and Descending InSAR Observations
[NO] 231/1000 | Steering Committee
[NO] 232/1000 | A Dual-Bundle PCB Litz Coil Achieving 1 kW, 6.78 MHz WPT with 97.8 % AC-AC Efficiency
[NO] 233/1000 | Genetic Algorithm-Based Optimization for Litz-Wire Aspect Ratio in Wireless Power Transfer Coils of Electric Vehicle
[NO] 234/1000 | Research on Integrated Oil Cooling Structure of Flat Wire Motor for High-Speed Vehicles
[NO] 235/1000 | Probability Assessment of Voltage Violations and Bidirectional Overloads in Distribution Networks with Large-Scale DGs Integration
[NO] 236/1000 | NLP-enhanced Hybrid Construction of CIM Ontology: A Path to Semantic Interoperability
[NO] 237/1000 | Off-The-Shelf Image-to-Image Models Are All You Need To Defeat Image Protection Schemes
[NO] 238/1000 | A Security-Constrained Optimization Model with Coordinated Frequency Support from Renewable Energy and Energy Storage
[NO] 239/1000 | Three-Phase Isolated Matrix Rectifier Based on Asymmetric Fault-Tolerant Structure for Highreliability Energy Storage Systems
[NO] 240/1000 | Multi-Timescale Optimal Scheduling Strategy for Energy Storage Based on Dual-Signal of Carbon Intensity and Electricity Price
[NO] 241/1000 | Assessment of Dynamic Carbon Emission Factors in Power Grids Based on Source-Load Forecasting and Carbon Flow Calculation
[NO] 242/1000 | Incentive-Based Pricing of Multi-Energy Retailer's Integrated Demand Response with Individual Techno-Economic Contribution
[NO] 243/1000 | Detection and Characterization of Hydrogen-Induced Stepwise Cracks Using Multi-Plane Wave Imaging, Coherence Factor Fusion and Physics-Constrained Temporal Pair Tracking
[NO] 244/1000 | Acceptability of using assistant robots at emergency departments: results of a cross-sectional population-based survey
[NO] 245/1000 | Steady-State Operating and Loss Characteristics of Hydraulic Short-Circuit Operation in a Two-Unit Pumped-Storage System with a Common Penstock
[NO] 246/1000 | Copyright Page
[NO] 247/1000 | Privacy-Preserving Bearing-Based Distributed Localization for Multiagent Networks
[NO] 248/1000 | Region-Aware Convolutional Vision Transformer for Tuberculosis Detection from Chest X-Rays
[NO] 249/1000 | Ultra-Short-Term Wind Power Prediction via Adaptive Feature Enhancement and Attention-Assisted Hybrid Residual Network
[NO] 250/1000 | HQFL-DR: Hybrid Quantum-Federated Learning for Multi-Objective Demand Response in Decentralized Green Energy Communities
[NO] 251/1000 | Protecting Facial Biometrics from Malicious Generative Editing via Latent Optimization
[NO] 252/1000 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data
[NO] 253/1000 | FedCardioNet: A Federated Deep Neural Network for Privacy-Preserving Heart Failure Risk Prediction
[NO] 254/1000 | ICSSIP 2025 Author Index
[NO] 255/1000 | Exploring the Muscle-Tendon Biomechanics and Load Mitigation of a Passive Shoulder Exoskeleton During Overhead Work_supp1-3735723.docx
[NO] 256/1000 | DC-to-DC Efficiency Maximization in Wireless Power Transfer with PA and Rectifier Nonlinearities via Semidefinite Relaxation
[NO] 257/1000 | AI-Enabled Intelligent Channel Modeling for UWB RFID in IoT
[NO] 258/1000 | Computation Caching and Reuse for Mobile CNN Optimization
[NO] 259/1000 | Performance Optimization of Mllm-Based 3D Spatial Perception Tasks Via Sam
[NO] 260/1000 | Computational Social Network Analysis of Political Participation and Educational Brokerage: An Empirical Study Based on CBDB
[NO] 261/1000 | Application Research on Intelligent Safety Supervision System for Power System Dispatching Based on Text Corpus
[NO] 262/1000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model_supp1-3735839.mp4
[NO] 263/1000 | A Copula-Based Approach for Power Consumption Uncertainty Modeling of Data Centers with Distributed PV
[NO] 264/1000 | Research on a Fast Retrieval Method Based on Multimodal Representation Learning with Improved Tree Structure
[NO] 265/1000 | Enhanced Transformer-Driven Probabilistic Inertia Forecasting for Renewable Power Systems
[NO] 266/1000 | Analysis and Design of Intermediate Coil Detuning for Enhanced Output Power in WPT Systems
[NO] 267/1000 | Natural Language-Driven Low-Voltage Distribution Network Topology Generation Using an Improved Artificial Bee Colony Algorithm
[NO] 268/1000 | Dynamic Energy Management in 5G and Beyond Wireless Networks Using Reinforcement Learning
[NO] 269/1000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model
[NO] 270/1000 | GRAD: Gated Recurrent Anomaly Detection for GPS Sensor Data in Autonomous Vehicles
[NO] 271/1000 | Research and Application of Industrial Equipment Full Life Cycle Management Platform Based on AI and Big Data Technology
[NO] 272/1000 | An Enhanced Sustainable Human Activity Recognition Using Convolutional Neural Networks
[NO] 273/1000 | SoK: Data Minimization in Machine Learning
[NO] 274/1000 | A Multi-Scenario Collaborative Scheduling Method for EV Charging Infrastructure Operation and Maintenance
[NO] 275/1000 | FedSpy-LLM: Towards Scalable and Generalizable Data Reconstruction Attacks from Gradients on LLMs
[NO] 276/1000 | Cost-Risk Coordinated Optimization for the Electricity Spot Market Based on Hourly Risk Exposure
[NO] 277/1000 | Grasp Pose Estimation for Transparent Test Tubes Using Rep-YOLOv8 and GRCNN
[NO] 278/1000 | Agentic Cybersecurity: Autonomous Threat Detection Defense Against Adversarial Metamorphic Malware Attacks
[NO] 279/1000 | A Hybrid Classical/Quantum Algorithm to Estimate Network Violation Probabilities
[NO] 280/1000 | The Power of Clouds: The Power Metric for Cloud Auto-Scaling Under Attack
[NO] 281/1000 | Co-Simulation Errors Due to Step Size Changes
[NO] 282/1000 | Joint Optimization of Offloading, Phase-Shift, Trajectory and Resource Allocation in Priority-Aware IRS-Assisted UAV-MEC Systems
[NO] 283/1000 | Multi-Objective Optimization of Regional Reactive Power Re-serve for AC/DC Hybrid Power System Considering Wind Power Scenarios
[NO] 284/1000 | SPAM-Net: Spectral Prior-Guided Attentive Mamba Network for Sparse-view Multi-energy CT Reconstruction
[NO] 285/1000 | WEIDJ: A Deep Visual Segmentation and DOM-JSON Framework for High-Recall Academic Web Content Extraction
[NO] 286/1000 | Bi-Level Optimal Control Strategy for V2G Electric Vehicle Aggregations Considering Nodal Voltage Regulation and Battery Degradation
[NO] 287/1000 | A Hybrid Modeling Learning Method for Lithium-Ion Battery Based on Fractional-Order and Gaussian Process Regression
[NO] 288/1000 | An Explainable and Efficient Ensemble Framework for Phishing Email Detection
[NO] 289/1000 | Exact Unlearning of Finetuning Data via Model Merging at Scale
[NO] 290/1000 | A Grid-Port Bilevel Game for Shore-Power Pricing with Port Alliances
[NO] 291/1000 | Comparative Evaluation of Data-Driven Models for Electricity-Gas Coupled Energy Flow Calculation
[NO] 292/1000 | Physics-Aware Latent Modeling for Unsupervised Anomaly Detection in VANETs
[NO] 293/1000 | IoT Intrusion Detection on Large Scale Network Data: From Classical ML and DL to Robust, Explainable and Deployable Benchmarking
[NO] 294/1000 | Component Failure Prediction for the SCANIA Component X Dataset
[NO] 295/1000 | Cross-Domain Generalization from Synthesized to Human-Imitated Speech Detection
[NO] 296/1000 | A Machine Learning Framework for Nutritional Health Risk Assessment of University Campus RTC Foods Incorporating Genetic Priors
[NO] 297/1000 | Rapid Flood Risk Prediction for Power Transmission and Distribution Facilities Based on a Multi-GPU Parallel 2D Hydrodynamic Model
[NO] 298/1000 | Performance Assessment of Indoor LEO-PNT Using Next-Generation VHF/UHF Services
[NO] 299/1000 | Physical Traceability of Multi-Source Green Electricity in Industrial Parks Based on Power Metering Automation System 3.0
[NO] 300/1000 | A Typical Boundary Scenario Generation Method for Renewable Energy Based on Forecast-Condition Partitioning and Boundary-Anchored K-Medoids
[NO] 301/1000 | A Robust High-Efficiency Class-E Power Oscillator for Inductive Power Transmission
[NO] 302/1000 | Lifecycle Aware Metadata Framework for Accelerating AI Data Center Rack Commissioning
[NO] 303/1000 | A Novel Attention-Based Hybrid Deep Learning Framework for Interpretable Subclass Identification in Paint Manufacturing
[NO] 304/1000 | Performance Analysis of UL Tx Switching, Carrier Aggregation and UL-MIMO in 5G NR Systems
[NO] 305/1000 | Transmission of the Galileo E6-C Encrypted Signal: Analysis of the Data Processing
[NO] 306/1000 | Motion-Aided Pose Estimation for Visible Light Positioning With Sparse LEDs
[NO] 307/1000 | Classification of Artificial Turf Stiffness using Heel-mounted Inertial Sensors and Pressure Sensing Insoles
[NO] 308/1000 | Hierarchical Hybrid PSO-GA NAS: Automated U-Net Design for Retinal Vessel Segmentation
[NO] 309/1000 | Research on Calculation Method of Flow Balance and Distribution in Canal System
[NO] 310/1000 | Intelligent Near-RT RIC xAPP for 5G O-RAN Small Cells: Energy-Efficient PRB Optimization with E2 Control
[NO] 311/1000 | Author Index
[NO] 312/1000 | Inference Tasks in Intelligent Computing Centers Modeling and Migration Method for Flexible Regulation
[NO] 313/1000 | NW-EHA: A Misalignment-Tolerant Neck-Worn Electromagnetic Halbach Array Structure for Charging Implantable Devices
[NO] 314/1000 | Road to Quantifying the Impact of Asphalt on Resonant Capacitive Power Transfer Systems
[NO] 315/1000 | Structure-Preserving Grayscale Preprocessing for Generalizable Deepfake Detection
[NO] 316/1000 | Uniaxial 3D Shape Measurement with Optotune Electronically Focus-tunable Lens
[NO] 317/1000 | Risk Identification Method for Multiple Coupled Failures of New Energy Power Grid Based on Deep Time Series Neural Network
[NO] 318/1000 | A Matrix-Based Method for Counting Modern Tibetan Syllabic Characters
[NO] 319/1000 | SoK: Enhancing Cryptographic Collaborative Learning with Differential Privacy
[NO] 320/1000 | TD3-Based Logistics Distribution and Charge-Discharge Strategies for eVTOL Aircraft Under Time-Varying Electricity Prices
[NO] 321/1000 | Vision-Based Automated Operational Inspection for Wind Energy Systems
[NO] 322/1000 | A Short-Term Power Prediction Method for Distributed Photovoltaic Based on Grid Feature Extraction
[NO] 323/1000 | DRL-Powered OpenCAPWAP for Self-Healing SDWN Coverage
[NO] 324/1000 | Analyzing the Impact of Magnetic Energy Harvesters on Power Quality in Underground Cable System
[NO] 325/1000 | A Wireless Passive LC Flexible Strain Sensor Utilizing a Curved-Beam Interdigital Capacitor
[NO] 326/1000 | Targeted Current Conditioning for Transmission-Level Vacuum Interrupters
[NO] 327/1000 | Reduced-Order Multi-Physics Modeling and Active Power Derating for Preventing Voltage Collapse Under Constant-Power Loads
[NO] 328/1000 | DeepLeak: Privacy Enhancing Hardening of Model Explanations Against Membership Leakage
[NO] 329/1000 | Temperature-Resilient Flexible WS/NbO-based Memristor with Ultra-low Operating Voltages and Multilevel Switching for Neuromorphic Applications_supp1-3735989.docx
[NO] 330/1000 | Study on the Cyclic Aging Characteristics of Lithium-Ion Battery Under Vibration Condition
[NO] 331/1000 | Effect of Cyclic Annealing on Electrical Tree Inception Voltage of XLPE at Different Temperatures
[NO] 332/1000 | Time-Dependent Behavioral Model of TVS Devices and Its Application in ESD-Induced Soft Failure Analysis of an IC Port
[NO] 333/1000 | Research and Development of Slot Array Antenna with Variable Waveguide Width for Beamforming
[NO] 334/1000 | An Adaptive Hybrid Low-Power BIST Architecture Using LFSR and Gray Code for Efficient Switching Reduction
[NO] 335/1000 | Beyond Tilt: Albedo as the Critical Design Lever for Tropical Bifacial Photovoltaic Systems
[NO] 336/1000 | Sparse-Candidate Computation of the TGOSPA Metric for Visual Multi-Object Tracking Evaluation
[NO] 337/1000 | Dual-Luneburg Lens for Quasi-Bessel Beam Generation for MmWave Wireless Power Transfer
[NO] 338/1000 | Measurement-Driven Uncertainty-Aware Visual–LiDAR–Inertial SLAM for UAV Navigation in Degraded Environments
[NO] 339/1000 | A Data-Driven Analysis of Programming Language Adoption Using Adoption Pressure and Forecasting Models
[NO] 340/1000 | Deep Reinforcement Learning Based Low-Carbon Optimal Scheduling for Integrated Energy Systems
[NO] 341/1000 | Membership Inference Attacks for Retrieval Based In-Context Learning for Document Question Answering
[NO] 342/1000 | A Semantic-Aware Single-Ended Protection Strategy Based on SNN
[NO] 343/1000 | Dynamic Shear Mapping Prescribed Performance Control for Multi-PMSM Speed Synchronization
[NO] 344/1000 | Interpretable Ensemble Learning Framework for Predictive Maintenance with Causal and Counterfactual Insights
[NO] 345/1000 | Multi-physics Study on the Thermal Response of a Coupled Inductive Power Transfer Pad
[NO] 346/1000 | Grouped Multi-Agent Deep Reinforcement Learning for Cooperative Charging and Discharging Scheduling in Large-Scale Battery Swapping Stations
[NO] 347/1000 | Research on Fault-Tolerant Performance of Modular Winding In-Wheel Motor Under Inter-Turn Shortcircuit Fault
