[2026-02-18 09:33:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-17
正在获取论文...
[arXiv] 2026-02-17 | A Content-Based Framework for Cybersecurity Refusal Decisions in Large Language Models
[NO] 173/1561 | FAST-EQA: Efficient Embodied Question Answering with Global and Local Region Relevancy
[NO] 174/1561 | Task-Agnostic Continual Learning for Chest Radiograph Classification
[NO] 175/1561 | Decision Quality Evaluation Framework at Pinterest
[NO] 176/1561 | The dimension of the tangent bundle and the universality of the vertical lift
[NO] 177/1561 | The Geometry of Alignment Collapse: When Fine-Tuning Breaks Safety
[NO] 178/1561 | Surface Block Identity Controls Transport of Symmetric Diblock Copolymer Through Nanopores
[NO] 179/1561 | Service Orchestration in the Computing Continuum: Structural Challenges and Vision
[NO] 180/1561 | Displacement general solutions in strain gradient elasticity: review and analysis
[NO] 181/1561 | This human study did not involve human subjects: Validating LLM simulations as behavioral evidence
[NO] 182/1561 | Context-aware Skin Cancer Epithelial Cell Classification with Scalable Graph Transformers
[NO] 183/1561 | Deep Learning for Point Spread Function Modeling in Cosmology
[NO] 184/1561 | GlobeDiff: State Diffusion Process for Partial Observability in Multi-Agent Systems
[NO] 185/1561 | Efficient Densest Flow Queries in Transaction Flow Networks (Complete Version)
[NO] 186/1561 | Generic neck pinch singularities along 2D Lagrangian mean curvature flow
[NO] 187/1561 | More uses for Thermal Models
[NO] 188/1561 | A Note on Non-Composability of Layerwise Approximate Verification for Neural Inference
[NO] 189/1561 | RaCo: Ranking and Covariance for Practical Learned Keypoints
[NO] 190/1561 | Under-resourced studies of under-resourced languages: lemmatization and POS-tagging with LLM annotators for historical Armenian, Georgian, Greek and Syriac
[NO] 191/1561 | Temperley-Lieb modules and local operators for critical ADE models
[NO] 192/1561 | Beyond Labels: Information-Efficient Human-in-the-Loop Learning using Ranking and Selection Queries
[NO] 193/1561 | NYUSIM: A Roadmap to AI-Enabled Statistical Channel Modeling and Simulation
[NO] 194/1561 | Learning to Retrieve Navigable Candidates for Efficient Vision-and-Language Navigation
[NO] 195/1561 | Microscopic Rydberg electron orbit manipulation with optical tweezers
[NO] 196/1561 | ToaSt: Token Channel Selection and Structured Pruning for Efficient ViT
[NO] 197/1561 | Rethinking Metrics for Lexical Semantic Change Detection
[NO] 198/1561 | A Knaster--Reichbach type theorem for graph structures
[NO] 199/1561 | Relating biomarkers and phenotypes using dynamical trap spaces
[NO] 200/1561 | The Next Paradigm Is User-Centric Agent, Not Platform-Centric Service
[NO] 201/1561 | Decompactification Limits of Non-Compact Gauge Theory
[NO] 202/1561 | Revisiting Northrop Frye's Four Myths Theory with Large Language Models
[NO] 203/1561 | Complexity and Misspecification
[NO] 204/1561 | The COHERENT Experiment: 2026 Update
[NO] 205/1561 | Continuous-Time Piecewise-Linear Recurrent Neural Networks
[NO] 206/1561 | Bayesian parameter study of the Seyfert-starburst composite galaxies NGC 1068 and NGC 7469
[NO] 207/1561 | Reinforcement Learning in Real Option Models
[NO] 208/1561 | On the discriminant and index of a certain class of polynomials
[NO] 209/1561 | Neural-POD: A Plug-and-Play Neural Operator Framework for Infinite-Dimensional Functional Nonlinear Proper Orthogonal Decomposition
[NO] 210/1561 | Meflex: A Multi-agent Scaffolding System for Entrepreneurial Ideation Iteration via Nonlinear Business Plan Writing
[NO] 211/1561 | Controlling correlations of a polaritonic Luttinger liquid by engineered cross-Kerr nonlinearity
[NO] 212/1561 | Deformation and orientation of a capsule with viscosity contrast in linear flows: a theoretical study
[NO] 213/1561 | Partial desingularization in characteristic 0
[YES] 214/1561 | Req2Road: A GenAI Pipeline for SDV Test Artifact Generation and On-Vehicle Execution
[NO] 215/1561 | Morphological variations of solar granules in the presence of magnetic fields
[NO] 216/1561 | Adjusted Scores for Discrete Langevin Algorithms
[NO] 217/1561 | Magnetic Hardy inequalities with singular integral weights
[NO] 218/1561 | Beyond Binary Classification: Detecting Fine-Grained Sexism in Social Media Videos
[NO] 219/1561 | Random Wavelet Features for Graph Kernel Machines
[YES] 220/1561 | SecCodeBench-V2 Technical Report
[YES] 221/1561 | Operationalising the Superficial Alignment Hypothesis via Task Complexity
[NO] 222/1561 | Tunable microwave frequency synthesis with optically-derived spectral purity
[NO] 223/1561 | Nearest Neighbour-Based Statistics for 21cm-Galaxy Cross-Correlations in the Epoch of Reionization
[NO] 224/1561 | Deformed Heisenberg algebra and its Hilbert space representations
[NO] 225/1561 | Quantitative local recovery of Kerr-de Sitter parameters from high-frequency equatorial quasinormal modes
[YES] 226/1561 | GLM-5: from Vibe Coding to Agentic Engineering
[NO] 227/1561 | Slow focus sensor for the Keck I laser guide star adaptive optics system using focal plane wavefront sensing
[NO] 228/1561 | Unraveling Entangled Feeds: Rethinking Social Media Design to Enhance User Well-being
[NO] 229/1561 | MRC-GAT: A Meta-Relational Copula-Based Graph Attention Network for Interpretable Multimodal Alzheimer's Disease Diagnosis
[NO] 230/1561 | A sequence of elastic patterns in a sheared bent sheet
[NO] 231/1561 | Causal Effect Estimation with Latent Textual Treatments
[NO] 232/1561 | Revealing 3D Strain and Carbide Architectures in Additively Manufactured Ni Superalloys
[NO] 233/1561 | Thermodynamic Topology of 4D Charged AdS Black Holes with $F^{αβ}F^{γλ}R_{αγβλ}$ Coupling
[NO] 234/1561 | Outer Diversity of Structured Domains
[NO] 235/1561 | Privacy-Preserving and Secure Spectrum Sharing for Database-Driven Cognitive Radio Networks
[NO] 236/1561 | How to Disclose? Strategic AI Disclosure in Crowdfunding
[NO] 237/1561 | Reproducibility and Statistical Methodology
[NO] 238/1561 | On the intersections of projected Hamiltonian orbits in cotangent bundles
[NO] 239/1561 | Flexoelectricity-driven softening of bend elasticity leads to spontaneous chiral symmetry breaking in a polar fluid
[NO] 240/1561 | Minimizing Volatility: Optimal Adjustment with Evolving Feasibility Constraints
[NO] 241/1561 | Estimating Human Muscular Fatigue in Dynamic Collaborative Robotic Tasks with Learning-Based Models
[NO] 242/1561 | A universal LLM Framework for General Query Refinements
[NO] 243/1561 | Leicester's Tale: Another Perspective on the EPL 2015/16 Through Expected Goals (xG) Modelling
[NO] 244/1561 | Dosimetric Study of Lung Modulation and Motion Effects in Carbon ion Therapy for Lung Cancer
[NO] 245/1561 | Can Recommender Systems Teach Themselves? A Recursive Self-Improving Framework with Fidelity Control
[NO] 246/1561 | Spectroscopic analysis and RHD modeling of the first Ca II H and H-epsilon flare spectra from DKIST/ViSP
[NO] 247/1561 | A Novel Public Dataset for Strawberry (Fragaria x ananassa) Ripeness Detection and Comparative Evaluation of YOLO-Based Models
[NO] 248/1561 | Generating quantum entanglement from sunlight
[NO] 249/1561 | UniTAF: A Modular Framework for Joint Text-to-Speech and Audio-to-Face Modeling
[NO] 250/1561 | Concept-Enhanced Multimodal RAG: Towards Interpretable and Accurate Radiology Report Generation
[NO] 251/1561 | Planar Structures of Medium-Sized Gold Clusters Become Ground States upon Ionization
[NO] 252/1561 | Spatially-Aware Adaptive Trajectory Optimization with Controller-Guided Feedback for Autonomous Racing
[NO] 253/1561 | Latency-aware Human-in-the-Loop Reinforcement Learning for Semantic Communications
[NO] 254/1561 | Equilibrium statistical mechanics of waves in inhomogeneous moving media
[NO] 255/1561 | The Stationarity Bias: Stratified Stress-Testing for Time-Series Imputation in Regulated Dynamical Systems
[NO] 256/1561 | Expansion operators in spherically symmetric loop quantum gravity
[NO] 257/1561 | Integral and arithmetic structures of alternating (zigzag) numbers $A_n$
[NO] 258/1561 | STAPO: Stabilizing Reinforcement Learning for LLMs by Silencing Rare Spurious Tokens
[NO] 259/1561 | DNN-Enabled Multi-User Beamforming for Throughput Maximization under Adjustable Fairness
[NO] 260/1561 | Searching for Axion-like particle Dark Matter with Time-domain Polarization: Constraints from a protoplanetary disk
[NO] 261/1561 | Agent-based macroeconomics for the UK's Seventh Carbon Budget
[NO] 262/1561 | Time-Certified and Efficient NMPC via Koopman Operator
[NO] 263/1561 | Uni-Flow: a unified autoregressive-diffusion model for complex multiscale flows
[NO] 264/1561 | Uniform error bounds for quantized dynamical models
[NO] 265/1561 | An Industrial Dataset for Scene Acquisitions and Functional Schematics Alignment
[NO] 266/1561 | The lattice of smooth sublocales as a Bruns-Lakser completion
[NO] 267/1561 | Clinically Inspired Symptom-Guided Depression Detection from Emotion-Aware Speech Representations
[NO] 268/1561 | The physics of crêpes: Elasto-gravity control of soft folding
[NO] 269/1561 | Neural Network-Based Parameter Estimation of a Labour Market Agent-Based Model
[NO] 270/1561 | Efficient Road Renovation Scheduling under Uncertainty using Lower Bound Pruning
[NO] 271/1561 | Latent Regularization in Generative Test Input Generation
[NO] 272/1561 | VLM-DEWM: Dynamic External World Model for Verifiable and Resilient Vision-Language Planning in Manufacturing
[NO] 273/1561 | Efficient Knowledge Transfer for Jump-Starting Control Policy Learning of Multirotors through Physics-Aware Neural Architectures
[NO] 274/1561 | GenAI-LA: Generative AI and Learning Analytics Workshop (LAK 2026), April 27--May 1, 2026, Bergen, Norway
[NO] 275/1561 | Adaptive Selection of Codebook Using Assistance Information and Artificial Intelligence for 6G Systems
[NO] 276/1561 | Universal entanglement-inspired correlations
[NO] 277/1561 | Enroll-on-Wakeup: A First Comparative Study of Target Speech Extraction for Seamless Interaction in Real Noisy Human-Machine Dialogue Scenarios
[NO] 278/1561 | A Model Order Reduction Method for Seismic Applications Using the Laplace Transform
[NO] 279/1561 | Anomalous transport in the Fermi-Pasta-Ulam-Tsingou model: a review and open problems
[NO] 280/1561 | Upper atmosphere dynamics and drivers of volatiles loss from terrestrial-type (exo)planets
[NO] 281/1561 | RPT-SR: Regional Prior attention Transformer for infrared image Super-Resolution
[NO] 282/1561 | Reflecting on 1,000 Social Media Journeys: Generational Patterns in Platform Transition
[NO] 283/1561 | Bottleneck Transformer-Based Approach for Improved Automatic STOI Score Prediction
[NO] 284/1561 | Quantum Reservoir Computing for Statistical Classification in a Superconducting Quantum Circuit
[NO] 285/1561 | POP: Prior-fitted Optimizer Policies
[NO] 286/1561 | Cluster Ising quantum batteries can mimic super-extensive charging power
[NO] 287/1561 | Fractional optical skyrmions
[NO] 288/1561 | Emergent Morphing Attack Detection in Open Multi-modal Large Language Models
[NO] 289/1561 | A Quantum Genetic Algorithm with application to Cosmological Parameters Estimation
[NO] 290/1561 | Nonlocality without entanglement in exclusion of quantum states
[NO] 291/1561 | Household size can explain 40% of the variance in cumulative COVID-19 incidence across Europe
[NO] 292/1561 | Logit Distance Bounds Representational Similarity
[NO] 293/1561 | TARZAN: A Region-Based Library for Forward and Backward Reachability of Timed Automata (Extended Version)
[NO] 294/1561 | Temperature-dependent photoionization thresholds of alkali-metal nanoparticles reveal thermal expansion and the melting transition
[NO] 295/1561 | From Earthquake Solidarity to Educational Equity: Conceptualizing a Sustainable, Volunteer-Driven P2P Learning Ecosystem at Scale
[NO] 296/1561 | Optimal conditions for detecting optical dichroism at the nanoscale by electron energy-loss spectroscopy
[NO] 297/1561 | Lyapunov-Based $\mathcal{L}_2$-Stable PI-Like Control of a Four-Wheel Independently Driven and Steered Robot
[NO] 298/1561 | Non-Markovian environment induced chaos in optomechanical system
[NO] 299/1561 | Total variation regularization with reduced basis in electrical impedance tomography
[NO] 300/1561 | A Regularized Framework and Admissible Solutions for Liquid-Vapor Phase Transitions in Steady Compressible Flows
[NO] 301/1561 | Space-filling lattice designs for computer experiments
[YES] 302/1561 | Iterative LLM-Based Assertion Generation Using Syntax-Semantic Representations for Functional Coverage-Guided Verification
[NO] 303/1561 | From Chain-Ladder to Individual Claims Reserving
[NO] 304/1561 | World-Model-Augmented Web Agents with Action Correction
[NO] 305/1561 | Bridging Day and Night: Target-Class Hallucination Suppression in Unpaired Image Translation
[NO] 306/1561 | Making Large Language Models Speak Tulu: Structured Prompting for an Extremely Low-Resource Language
[NO] 307/1561 | Orchestration-Free Customer Service Automation: A Privacy-Preserving and Flowchart-Guided Framework
[NO] 308/1561 | Joint Modeling of Longitudinal EHR Data with Shared Random Effects for Informative Visiting and Observation Processes
[NO] 309/1561 | Data Informativeness in Linear Optimization under Uncertainty
[NO] 310/1561 | Intrinsic low-spin state and strain-tunable anomalous Hall scaling in high-quality SrRuO3 (111) films
[NO] 311/1561 | Crane: An Accurate and Scalable Neural Sketch for Graph Stream Summarization
[NO] 312/1561 | Symmetry shifting for monoidal bicategories
[NO] 313/1561 | DAV-GSWT: Diffusion-Active-View Sampling for Data-Efficient Gaussian Splatting Wang Tiles
[NO] 314/1561 | A Comparison of Bayesian Prediction Techniques for Mobile Robot Trajectory Tracking
[NO] 315/1561 | Feasibility-aware Imitation Learning from Observation with Multimodal Feedback
[NO] 316/1561 | Benchmarking Self-Supervised Models for Cardiac Ultrasound View Classification
[YES] 317/1561 | Human-AI Interaction: Evaluating LLM Reasoning on Digital Logic Circuit included Graph Problems, in terms of creativity in design and analysis
[NO] 318/1561 | Corrected-Inverse-Gaussian First-Hitting-Time Modeling for Molecular Communication Under Time-Varying Drift
[NO] 319/1561 | Noncooperative Coordination for Decentralized Air Traffic Management
[NO] 320/1561 | Higher-twist effect in inclusive electron-positron annihilation
[NO] 321/1561 | Point Count of the Top-dimensional Open Positroid Variety
[YES] 322/1561 | Mnemis: Dual-Route Retrieval on Hierarchical Graphs for Long-Term LLM Memory
[NO] 323/1561 | OSCAR: An Ovipositor-Inspired Self-Propelling Capsule Robot for Colonoscopy
[NO] 324/1561 | Bayes Risk for Goodness of Fit Tests
[NO] 325/1561 | Highly correlated electronic bounding and spin effect: confirmation of an autodetaching state of O$^-$
[NO] 326/1561 | Complex-Valued Unitary Representations as Classification Heads for Improved Uncertainty Quantification in Deep Neural Networks
[NO] 327/1561 | High-Fidelity Network Management for Federated AI-as-a-Service: Cross-Domain Orchestration
[NO] 328/1561 | Supporting Multimodal Data Interaction on Refreshable Tactile Displays: An Architecture to Combine Touch and Conversational AI
[NO] 329/1561 | Far Out: Evaluating Language Models on Slang in Australian and Indian English
[NO] 330/1561 | The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes
