[2026-09-18 23:54:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-17
正在获取论文...
[arXiv] 2026-09-17 | Converging Naming Styles, Persistent Network Locality: GitHub in the LLM Era
[NO] 512/2000 | Incremental Column Subset Selection via Conditional Determinantal Point Processes
[NO] 513/2000 | Zero-product problem for Toeplitz operators on the Fock space
[NO] 514/2000 | Representations of formal Lie groups and Lie pairs
[NO] 515/2000 | Fractional expectation thresholds and the "second" Kahn-Kalai conjecture
[NO] 516/2000 | Technical Report OFDM-Assisted Simultaneous Quantum and Classical THz Communications
[NO] 517/2000 | Parallelism, critical windows, and separations among diffusion language models
[NO] 518/2000 | Coherent error threshold for quantum LDPC codes
[NO] 519/2000 | FreqCondNorm: Towards Cross-domain Predictive Maintenance through a Frequency-Conditioned Transformer Foundation Model
[NO] 520/2000 | Generation of Iterated Wreath Products Constructed from Full Transformation Monoids and Symmetric Groups
[NO] 521/2000 | Finite-Time Singularities of the Kähler--Ricci Flow on Fano Bundles II
[NO] 522/2000 | Directed partial orders on the complex number field
[NO] 523/2000 | String Diagrams for Process Mining
[NO] 524/2000 | Collective Charge-\(2e\) Bosonic Excitations in Charge-Ordered Systems
[NO] 525/2000 | On the parametric and semiparametric Fisher information matrix for non-zero mean stationary spherical invariant random processes
[NO] 526/2000 | The best Musielak-Orlicz approximation by linear subspaces
[NO] 527/2000 | Rigidity for Convex Entire Solutions to the $k$-Hessian Equation
[NO] 528/2000 | A Hybrid High-Order Method for the Elasticity Problem with Linear Slip Interface
[NO] 529/2000 | Khinchin's ergodicity and typicality in statistical mechanics
[NO] 530/2000 | Cosine metric as a structural economic similarity measure
[NO] 531/2000 | WeVisDoc: From Coverage to Capability for Robust End-to-End Document Parsing
[NO] 532/2000 | Inhomogeneous Long-Range First-Passage Percolation in a Random Vertex Environment
[NO] 533/2000 | SCGFM-ART: Amortized Relational Transport for Structure-Centric Graph Foundation Models
[NO] 534/2000 | Long-Lived Carpet-Like Transients in Time-Dependent Modular Discrete Laplacian Dynamics
[NO] 535/2000 | TouchSight: Bare-Handed Tactile Prediction from Egocentric Video via Generative Visual Augmentation
[NO] 536/2000 | Classification of Automorphism Groups of Smooth Cubic Threefolds and Fourfolds
[NO] 537/2000 | Norm-One Torus Decompositions and Decoding of Gashkov-Sidel'nikov Codes
[NO] 538/2000 | Kernel--wreath constructions and infinite families of finite simple skew braces
[NO] 539/2000 | SIPHy: Sparse identification of port-Hamiltonian systems from noisy data
[NO] 540/2000 | An Elementary Expression for Multiple Scattering in Homogeneous Microflake Media
[NO] 541/2000 | Model-based Bootstrap for Offline Policy Evaluation in Tabular Reinforcement Learning
[NO] 542/2000 | Navi-Agent: Unlocalized Monocular Navigation Agent
[NO] 543/2000 | Hopf Images of Hopf algebra Coactions
[NO] 544/2000 | GPT-6-Astra in a Navigation Workflow: Behavioral Analysis in Zero-Shot Vision-and-Language Navigation in Continuous Environments
[NO] 545/2000 | Universal Navigation Interface: Robot-Free Data for Wheeled Robot Navigation
[NO] 546/2000 | Electron irradiation and temperature-programmed desorption of layered ethanolamine-water-methanol ices
[NO] 547/2000 | CARE-VI: Conservative Adaptive Reliability Estimation for Value Improvement in Off-Policy Actor-Critic Learning
[NO] 548/2000 | Solving Minimum Span Antibandwidth and Cyclic Antibandwidth Labeling Problems
[NO] 549/2000 | Graph-Based Design of Soft Grippers with Multi-Objective Quality-Diversity Optimisation
[NO] 550/2000 | Tailored to you: longitudinal effects of personalising language models
[NO] 551/2000 | So's Conjecture for Integral Circulant Graphs of Order p^aq
[NO] 552/2000 | PointEvent: Rethinking Event-based Tiny Object Detection via Serialized Motion Evidence Accumulation
[NO] 553/2000 | Semiclassical scaling of eigenstate thermalization in single-particle chaotic systems
[NO] 554/2000 | DART: Distillation-Aware Reparameterization for Training-Free LoRA Reuse in Few-Step Video Diffusion Models
[YES] 555/2000 | The Missing Complement: State-Conditioned Minimal Sufficient Evidence for Coding Agents
[NO] 556/2000 | A refined multiplication formula in 2-Calabi-Yau Frobenius extriangulated categories
[NO] 557/2000 | Noise-adjusted turnover in estimated networks
[NO] 558/2000 | Highly uniform first-electron position in qubit arrays fabricated on dedicated QSOI(R) 300mm commercial platform
[NO] 559/2000 | Parameter Estimation for the Mixed Fractional Merton Jump Diffusion Model with EM Algorithm
[NO] 560/2000 | A Closed-Form Molecule-Release Rule for Diffusion-Based Molecular Communications with Ligand Receptors
[NO] 561/2000 | Ten years since the NGC 6334I-MM1 accretion outburst: the impact on its environment
[NO] 562/2000 | Foldable Antenna Array in Space-Air-Ground Integrated Networks: Architectures and Applications
[NO] 563/2000 | E-AVI: Evidence-Grounded Multimodal Assessment for Automated Video Interviews
[NO] 564/2000 | Evaluation of Power-Clock Waveforms for Positive Feedback Adiabatic Logic in 16 nm FinFET Technology
[NO] 565/2000 | Customizable and Jointly Optimized Route Planning: A Deep Architecture Enabling Differentiable Shortest-Path Search
[NO] 566/2000 | Encounter Propagator for Multiple Targets: A Dirichlet-to-Neumann Spectral Formalism
[NO] 567/2000 | Gain-function optimisation of graphical multiple testing procedures for confirmatory clinical trials
[NO] 568/2000 | IRIS-HEP 2026 Statistical Ecosystem Blueprint White Paper
[NO] 569/2000 | QCPruner: Query-Conditioned Population Coverage for Visual Token Pruning
[NO] 570/2000 | Equivalence Between Nested Gibbs Measures and Log-Linear Combinations of Gibbs Measures
[NO] 571/2000 | T2 estimation from MOLLI acquisitions
[NO] 572/2000 | Polarization Observations of a sample of Excited OH masers
[NO] 573/2000 | An Event Preserving Velocity Invariant Representation for Event Cameras
[NO] 574/2000 | Limit theorems for the one-dimensional parabolic Anderson model with white noise potential
[NO] 575/2000 | CellRFT: Reinforcement Fine-Tuning for Single-Cell Perturbation Modeling
[NO] 576/2000 | Neuro-Symbolic Agentic AI for Networked Low-Altitude UAVs
[NO] 577/2000 | One Intervention per Component is Enough: Towards Identifiability in Linear Stochastic Dynamics from Steady State
[NO] 578/2000 | Study of the $e^+e^- \to φK^+K^-$ reaction within triangle dynamics and its implications for the $φ(2170)$
[NO] 579/2000 | Execution-Aware Pre-Execution Ranking for Grasp-Conditioned Robotic Placement
[NO] 580/2000 | Rational Bargaining: Characterization and Implementation
[NO] 581/2000 | The Life of a Token: from Words to Bits on the Wire
[NO] 582/2000 | Co-VLA: Consensus-based Federated Training for Vision-Language-Action Models
[NO] 583/2000 | Digital Twins for Opinion Dynamics: A Generative LLM Framework for Social Networks
[NO] 584/2000 | Distributed Model Predictive Control with Connectivity-based Contracts
[NO] 585/2000 | Sudakov minoration for weighted Orlicz balls
[NO] 586/2000 | Asymmetric phase transitions in random noncommutative geometries
[NO] 587/2000 | The Reciprocal Problem on Weighted Bergman Spaces
[NO] 588/2000 | Hopper: Bounded-Memory Collaborative Debiasing for Byzantine-Tolerant Peer Sampling
[NO] 589/2000 | ClashBench: Conflicts Leading Agents to Seize and Harm
[NO] 590/2000 | Online Adaptive Kernel Mixing for Gaussian Process Decision Making
[NO] 591/2000 | PetriBench: Benchmarking LLM Reasoning over Dynamic State Spaces
[NO] 592/2000 | JustMem: Just-Enough Memory Access for Long-Term Conversations
[NO] 593/2000 | Bounds for Codimension-One Components of Zero Loci of Bernstein-Sato Ideals
[NO] 594/2000 | Socialized UAV Cross-Task Learning: Towards Cross-Granularity Collaboration through Hierarchical Interaction
[NO] 595/2000 | Foreground Voice Activity Detection: Learning Speaker Selectivity from Supervision
[NO] 596/2000 | A Functional Pilot for Certified Freshness-Aware Semantic--Spatial Range Retrieval
[NO] 597/2000 | Inverse coefficient problem for the wave equation with nonlocal attenuation
[NO] 598/2000 | Total scalar curvature under a curvature operator lower bound
[NO] 599/2000 | On the Constancy of Binary Star Fractions in Local Star Clusters
[NO] 600/2000 | A Dual-Process Perspective on Nudge Susceptibility in LLM-Based GUI Agents
[NO] 601/2000 | Generic thermodynamics of condensates with extremely small superfluid density ---Application to UTe$_2$ and hidden second phase transition---
[NO] 602/2000 | Reproducing Transparent and Scrutable Recommendations: Exploring Open-Weight Models via Natural-Language User Profiles
[NO] 603/2000 | Dual-Axis Policy Optimization for LLM Agents: Bayesian Feedback Attribution and Trajectory Mass Normalization
[NO] 604/2000 | F$^{2}$DR: A Fine-Grained Full-Pipeline Reward Framework for DeepSearch Workflows
[NO] 605/2000 | HEROIC: Heterogeneous Evidential Reasoning for Open-Vocabulary Identification and Cross-Robot Collaboration
[NO] 606/2000 | DeliveryGym: An RL Environment for Long-Horizon Embodied Agent Planning with Adaptive Curriculum
[NO] 607/2000 | Variational Solution of Non-Hermitian Quantum Field Theory in Two Dimensions
[NO] 608/2000 | On the trace identities of 2-dimensional tr-prime algebras over a finite field
[NO] 609/2000 | Nonexistence of solutions to $Δ_pu+Δ_qu+u^s|\nabla u|^t\leq 0$ on geodesically complete noncompact Riemannian manifolds
[NO] 610/2000 | OceanMoE: Structured Conditional Sparse Computation for Long-Horizon Multivariate Ocean Forecasting
[NO] 611/2000 | The resonance graphs of nanotubes and toroidal polyhexes
[NO] 612/2000 | Rethinking Multi-Agent Collaboration: When More Is Less
[NO] 613/2000 | Indirect-Drive Fusion Target Design for Commercial Fusion Energy
[NO] 614/2000 | Quenched functional central limit theorem for the random conductance model under minimal moments
[NO] 615/2000 | Hidden charm pentaquarks and the nature of $P_{c}$ states observed at LHCb
[NO] 616/2000 | Alliance Beats Isolation: Unifying Heterogeneous Allied Datasets Improves Classifier Performance
[NO] 617/2000 | Syndrome Decoding for Silent Data Corruption in Quantized Integer GPU Arithmetic
[NO] 618/2000 | Federated Learning Framework for Privacy-Preserving Kidney Stone Detection
[NO] 619/2000 | Axiomatizing Local Asymptotic Minimax Risk
[NO] 620/2000 | A Phonemically Comprehensive, ASCII-Only Romanization Scheme for Thai and Lao: Systematic Cross-Lingual Correspondence and Chinese-User-Friendly Design
[NO] 621/2000 | Vortex-mediated spin current injection into two-dimensional superconductor NbSe2
[NO] 622/2000 | ALIBI: Adversarial Legitimacy Injection in Binary Input against LLM Malware Analyzers
[NO] 623/2000 | Improved Algorithms for Beck--Fiala with Bounded Sets
[NO] 624/2000 | Odds-Ratio Thompson Sampling: A Specification and Design Guide for Contrast-Based Multi-Armed Bandits
[NO] 625/2000 | SoK: Trading Agents or Market Crashers? Dissecting Robustness and Security Failures in Academic Financial LLM Trading Schemes
[NO] 626/2000 | LYRIC: Language-Driven Physics-Based Character Control for Contact-Rich Whole-Body Object Interaction
[NO] 627/2000 | Bifurcation Beyond Surface-Tangential Asymptotic Convergence in Continuous Sliding Mode Control
[NO] 628/2000 | Neutralino Dark Matter in SU(5) after H.E.S.S. and Direct-Detection Searches
[NO] 629/2000 | Clarifying the puzzling mass shift of the $ψ(4160)$ via a reanalysis of $R$-value data with unquenched charmonium spectroscopy
[NO] 630/2000 | Surjective Fischer--Muszély maps on positive cones of JB-algebras
[NO] 631/2000 | Towards High-DoF Dexterous Manipulation through VLA Post-Training
[NO] 632/2000 | ReShoot: Generative Visual Domain Randomization of Recorded Robot Demonstrations for Visuomotor Policy Learning
[NO] 633/2000 | Replan, Repair, or Edit? A Unified Empirical Evaluation of Travel Agents for Itinerary Revision under Resource Disruptions
[NO] 634/2000 | The Brittle-Plastic Transition in Quartz-Albite Mixtures: New Insights From Shear Deformation Experiments at Mid-to-Lower Crustal Depth Conditions
[NO] 635/2000 | Transport Relaxation Mechanisms in Bilayer Graphene: Effects of Pauli Blocking
[NO] 636/2000 | Reach or Solve? Attributing Agentic RL Gains with Checkpoint Handoffs
[NO] 637/2000 | Faithful Where It Can Be Checked: Auditing a Reflection Agent Against Its System Prompt in a Randomized Trial
[NO] 638/2000 | Scientific Image Quality Assessment via Multi-modal Retrieval-Augmented Generation
[NO] 639/2000 | Investigation of magnetic-field effects on photomultiplier tubes for the first Large-Sized Telescope of the Cherenkov Telescope Array Observatory
[NO] 640/2000 | From Intent to Action: Benchmarking LLM Safety in Vehicle Voice Command Authorization
[NO] 641/2000 | VGGT-GS SLAM: Uncalibrated Monocular Gaussian Splatting SLAM with Feed-Forward Priors
[NO] 642/2000 | Experimental certification of the nonlocal advantages of quantum imaginarity
[NO] 643/2000 | Spectral Geometry of Hurwitz Spaces with Arbitrary Ramification
[NO] 644/2000 | Local Matrix Muckenhoupt Weights and Quantitative Weighted Inequalities Achieving Global Best Known Exponents
[NO] 645/2000 | Full-Duplex Speech Models Take the Floor When Asked, Not When Needed
[NO] 646/2000 | Efficient tensorized evaluation of permutation invariant polynomials for representing potential energy surfaces
[YES] 647/2000 | LLVM Translation Validation Automated with Large Language Models and Lean
[NO] 648/2000 | Efficient laser ion acceleration in near-critical density plasmas in the picosecond pulse regime
[NO] 649/2000 | Braided Hopf algebroids and Lie algebroids
[NO] 650/2000 | Gerstenhaber algebra structure on the Hochschild cohomology ring of the Xu--Snashall algebra
[NO] 651/2000 | FedFIbOS: Fisher Importance based Optimal Submodelling for Heterogeneous Federated Learning
[NO] 652/2000 | A Multi-Modal Generative Model for Tomato Disease Leaves Understanding
[NO] 653/2000 | From Parameters to Behaviors: A Survey of Model Fusion for Large Language Models
[NO] 654/2000 | Continual Enterprise World Model Discovery in Dynamic Systems
[NO] 655/2000 | A generalization of the map $χ$
[NO] 656/2000 | Navigate or Relocate? Planning Among Movable Obstacles in Unknown Environments
[NO] 657/2000 | Agentic AI Networking for Heterogeneous Unmanned Aerial Systems in Low-Altitude Wireless Networks
[NO] 658/2000 | Compression Hurts, Pooling Helps: Information Loss in Rayleigh-Scale Estimation from B-Mode Ultrasound
[NO] 659/2000 | LSTM-UT and Recurrent-Depth Transformers on Cellular Automata
[NO] 660/2000 | AMB3R-SLAM: Kilometer-scale SLAM with Hierarchical Backend
[NO] 661/2000 | Double-Phase Neumann Problems with Variable Growth on Metric Measure Spaces
[NO] 662/2000 | Emulation strategies for Bayesian inference of regional left ventricle material parameters
[NO] 663/2000 | Long-time existence and uniqueness of the heterotic $G_2$ flow
[NO] 664/2000 | Generating Heterogeneous 3D Geological Microstructures from 2D Images via a Stable Diffusion-Adversarial Model
