[2026-07-24 23:02:43] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[IEEE] 2026-7-23 | Incremental Data-Driven Model Predictive Control for Offset-Free Output Voltage Regulation of DC–DC Converters
[IEEE] 2026-7-24 | Agentic Digital Twins for Urban Traffic Control: A Reasoning-Validation Framework for Autonomous Systems
[IEEE] 2026-7-23 | New Side-Channel Vulnerabilities in Resource-Constrained Montgomery Ladder Scalar Multiplication Based on Projective Coordinates
[IEEE] 2026-7-24 | Smart Health Monitoring Device that Monitor Blood, Oxygen And Heart Rate With Automatic Data Saving
[IEEE] 2026-7-23 | Cross-Alloy Transfer Learning with Transferability Assessment for Mechanical Property Prediction of Lead-Free Solders
[IEEE] 2026-7-24 | Equivalent electrical circuit design of electromagnetic diaphragm pump
[IEEE] 2026-7-24 | Design Considerations for Obtaining Ferritic Geopolymers for Magnetic Flux Routing and Concentration in WPT Systems
[IEEE] 2026-7-24 | Impact of Botnet DDoS Attacks on UDP and TCP Performance in IoT Networks
[IEEE] 2026-7-24 | Traffic Control Using Artificial Intelligence For Optimized And Adaptive Traffic Management
[IEEE] 2026-7-24 | Enhancing Security in Automotive Mobile Ad-Hoc Networks: Mitigating DDoS Attacks Through Integrated SIEM, NDR, and SOAR Solutions
[IEEE] 2026-7-23 | Transferability of data-driven optimization results across multiple pixelated CdZnTe spectrometers
[IEEE] 2026-7-24 | Cross-Domain SAR Floating Raft Aquaculture Extraction via Intra-Domain Contrastive Adaptation and Style-Guided Pseudo-Labeling
[IEEE] 2026-7-24 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging
[IEEE] 2026-7-24 | RDRL–Augmented Free
                    <i>α</i>
                    SCP for Real-Time Glide-Reentry Trajectory Optimization of Hypersonic Vehicles
[IEEE] 2026-7-24 | Digital Twin for the Dynamic Modeling of a Linear Actuator with Servomotor
[IEEE] 2026-7-24 | A Dual-Transmitter-Coil-Based Reconfigurable IPT System with Enhanced Misalignment Tolerance
[IEEE] 2026-7-24 | A Multi-Layered Secure Online Voting Architecture with Simulated-Aadhaar Authentication, Biometric Liveness Detection, and Cryptographic Audit Control
[IEEE] 2026-7-23 | Mutual Trust-Based Driver-Automation Shared Steering Control Strategy for Emergency Obstacle Avoidance
[IEEE] 2026-7-23 | VSS-SAM++: Visual State Space-Aware SAM for 3D Medical Image Segmentation
[IEEE] 2026-7-23 | EmoTraceNet: Leveraging Residual Emotional Traces for Robust Audio Deepfake Detection
[IEEE] 2026-7-24 | Rapid Adjustment of Actuation Mapping for Cable-Driven Snake-Like Robots_supp1-3713726.mp4
[IEEE] 2026-7-24 | PID-Based Power Output Maximization of a Hybrid Wind-Solar-Hydro Renewable Energy
[IEEE] 2026-7-23 | Research on Multi-Physics Fields Reconstruction Combining Physics-Informed Neural Networks and Acoustic Tomography
[IEEE] 2026-7-23 | Scalable HLS ECO via Hybrid MCS-GED
[IEEE] 2026-7-23 | Scientific Computing on Hardware
[IEEE] 2026-7-23 | Multi-Modal Robot Path Planning for Complex Outdoor Terrain
[IEEE] 2026-7-23 | Multi-Class or Binary? A Comparative Analysis of Machine Learning for Post-Wildfire Severity Mapping
[IEEE] 2026-7-23 | PoB-MDRL: Multi-Agent Deep Reinforcement Learning-Based Joint Power Allocation and Beamforming for Heterogeneous Services under Non-Ideal Network Conditions
[IEEE] 2026-7-23 | Developing a Numerical Scattering Simulation Approach for Frost Flowers on Sea Ice using FEKO
[IEEE] 2026-7-23 | Parameter-Efficient CT Reconstruction via Deep Graph Laplacian Regularization
[IEEE] 2026-7-23 | Data-Enabled Policy Optimization for Optimal Trajectory Tracking of Unmanned Underwater Vehicles
[IEEE] 2026-7-23 | Voltage Scaling Effects on Delay and Energy in 8×8 CSA Multipliers using CMOS PTL and Hybrid Architectures
[IEEE] 2026-7-23 | Robust Estimate Based on Lp Norm for Doppler Velocimetry
[IEEE] 2026-7-23 | A Fuzzy Optimization Framework for Resilient Line-Wise Power System State Estimation
[IEEE] 2026-7-23 | Trackability-Based Cooperative Learning Control for Heterogeneous Networks
[IEEE] 2026-7-23 | Critical analysis of an integrated multistage ensemble machine learning model for fraudulent transaction detection
[IEEE] 2026-7-23 | An Empirical Evaluation of Model Compression Techniques for On-Device Human Activity Recognition
[IEEE] 2026-7-23 | Multi-Expert Fusion with Confidence-Aware Abstention for Macro-Behavior Classification of Cow Vocalizations
[IEEE] 2026-7-23 | Research on Personalized Promotion Model of Community Traditional Culture Based on Multimodal AI and User Portrait
[IEEE] 2026-7-23 | Calculation of the Availability of Atmospheric Optical Communication at a Nuclear Energy Facility in Japan
[IEEE] 2026-7-23 | Monitoring Abnormal Tire Temperatures at Tunnel Entrances Using Infrared Thermography and YOLOv8
[IEEE] 2026-7-23 | Project AURA: Vision-Controlled IoT-Enabled 3D-Printed Robotic Arm
[IEEE] 2026-7-23 | 2026 IEEE 6th International Conference on VLSI Systems, Architecture, Technology and Applications (VLSI SATA)
[IEEE] 2026-7-23 | Hybrid Position–Compliance Control for Selective Stiffening and Softening in Soft Continuum Robots_supp2-3708778.mp4
[IEEE] 2026-7-23 | Author Index
[IEEE] 2026-7-23 | VLSI SATA 2026 Preface
[ACM] 2026-7-23 | Quadrivium—System-2 MACI
[ACM] 2026-7-23 | Author’s Biography/Index
[ACM] 2026-7-23 | A 6-DOF Force/Torque Sensor with an Improved Cross-Beam Elastomer Using Thin-Film Sputtering Technology
[ACM] 2026-7-23 | Design of Potential Energy Event-Triggered Continuous-Discrete Extended State Observer for AUVs under Communication and Computation Constraints
[ACM] 2026-7-23 | ClimateSignal Logger: Co-Designing a Community-Controlled Environmental Data Logger for Heat Justice in Little Haiti, Miami
[ACM] 2026-7-23 | Designing the Digital Gateway: A Conceptual Framework for a Digital Platform to Empower Conservative Women Entrepreneurs of Bangladesh
[ACM] 2026-7-23 | Reliability Enhancement of LR-FHSS via Adaptive Frequency Hopping
[IEEE] 2026-7-23 | Remote Sensing for Early Detection of Pine Wilt Disease (From
                    <i>Bursaphelenchus xylophilus</i>
                    ): A critical review
[IEEE] 2026-7-24 | Residual Reweighting with Scan Normalization for LiDAR-Inertial Odometry in Degenerate Environments
[IEEE] 2026-7-24 | Intent-Driven GraphRAG for LLM-Based Analysis of Online Conversations
共写入 1796 条记录，保存到 papers/paper2026-07-23.json。
论文获取成功，文件路径: papers/paper2026-07-23.json
正在筛选、翻译并发送邮件...
[NO] 1/1796 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[NO] 2/1796 | The Extended Ultrahigh-energy Gamma-Ray Emission in the Vicinity of PSR J2238+5903
[NO] 3/1796 | Structured Cavity Quantum Electrodynamics
[NO] 4/1796 | AUCH-Net: Action Unit-Based Consistency-Aware Hypergraph Network for Cross-Domain Few-Shot Facial Expression Recognition
[NO] 5/1796 | Solow system driven by $α$-stable Lévy process
[NO] 6/1796 | Unsupervised Metal Artifact Reduction in Dental CBCT using Fine-tuned Cycle-Consistent Adversarial Networks
[NO] 7/1796 | Control Co-design of systems with parabolic PDE dynamics
[NO] 8/1796 | Update the Unseen Only: Minimizing AoI for Collaborative Perception through Online Learning
[NO] 9/1796 | Fast and Efficient Approximate Nearest Neighbor Search for High-Dimensional LLM Embeddings
[NO] 10/1796 | RECO: Region-Aware Compensation for Extrinsic Perturbations in Roadside 3D Detection
[NO] 11/1796 | Ms. Forcing: Efficient Streaming Video Generation with Multi-Scale Patchification and Attention
[NO] 12/1796 | Controllable and Content-Based Recommendations
[NO] 13/1796 | SciExplore: Evaluating Autonomous Agents from Scientific Navigation to Information Integration
[NO] 14/1796 | Representing Entity Importance in AI Knowledge Systems: A Dual-Signal Framework of Audience Evaluation and Structural Authority
[NO] 15/1796 | OPOD: On-Policy Omni Distillation
[NO] 16/1796 | Traceable Scholarship: Page Anchors and Ariadne's Thread for Humanistic Inquiry in the Age of Generative AI
[NO] 17/1796 | URF: A Unified Robot Control-Policy Framework for Stable Contact Aware Manipulation
[NO] 18/1796 | On structured cosine sums and applications
[NO] 19/1796 | MAGE-Vein: Multi-Instance Age and Gender Estimation from Finger Vein Images
[NO] 20/1796 | Orbital Hall Effect Enables Field-Free Magnetization Reversal in Ferrimagnets without Additional Conversion Layer
[NO] 21/1796 | Long- and Short-Range Anion Order in SrTiO$_{3-x}$H$_x$ Perovskite Oxyhydrides: DFT+$U$ Sensitivity and HSE06 Cluster Expansion
[NO] 22/1796 | WhereEdit: Mask-aware Local Latent Editing for One-Step Image Editing
[NO] 23/1796 | Testing for functional white noise in high dimensions
[NO] 24/1796 | Invisible walls: how pedestrians navigate around social interactions
[NO] 25/1796 | LegalCiteTrust: Benchmarking Citation Trustworthiness in Chinese Long-Form Legal Research Reports
[NO] 26/1796 | ViSTR-Bench: Can MLLMs Reason from Continuous Visual Cues in Dynamic Scenes?
[NO] 27/1796 | Which Model Is Actually Serving You? IRIS: Budgeted Black-Box Auditing of Model Substitution and Routing Dilution in LLM Gateways
[NO] 28/1796 | On $v_2(q),v_3(q),v_4(q)$, and Andrews' Conjectures 5 and 6
[NO] 29/1796 | Well-posedness of the mean field game master equation on Carnot tori
[NO] 30/1796 | Hierarchical Log-Gaussian Relaxation on a Fixed D3Q125 Velocity Set
[NO] 31/1796 | Mean field and N-agent games for optimal relative consumption-investment with jump risk and common noise
[NO] 32/1796 | Mixing Performance of Toroidal Ring Mixers: Effects of Flow Rate Ratios and Geometric Asymmetry
[NO] 33/1796 | Multi-Spin Perturbations, Thermodynamics, and Observational Signatures of Reissner-Nordstrom Black Holes in Bumblebee Gravity
[NO] 34/1796 | Operators without eigenvalues in finite-dimensional vector spaces: Linearization and Spectral Equivalence
[NO] 35/1796 | Offline RL with Hierarchical Action Chunking
[NO] 36/1796 | REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning
[NO] 37/1796 | An Improved Linear Extractable Sketch Data Structure for Flow Count Statistics
[NO] 38/1796 | Auditing Provenance Sensitivity in LLM Agent Action Selection
[NO] 39/1796 | SubSplat: High-Resolution Pixel-aligned 3DGS via Sub-pixel Gaussian Reparameterization
[NO] 40/1796 | On the length sets of closed hyperbolic surfaces
[NO] 41/1796 | A Unified Moral-Value Dataset for Instruction Tuning
[NO] 42/1796 | If Edge Coloring is Hard under SETH, then SETH is False
[NO] 43/1796 | The acceptance-complement method revisited
[NO] 44/1796 | Flash EQ-Linear: Accelerating Equivariant Linear Layers via Group-wise Discrete Fourier Transform
[NO] 45/1796 | Defect entanglement entropy for superconformal RG Interfaces
[NO] 46/1796 | Two-Temperature Induced Phase Separation: Non-equilibrium Phase Behavior, Ordering, and Kinetics
[NO] 47/1796 | Neutral curves and traveling waves in plane Poiseuille flow
[NO] 48/1796 | Filter Learning for Subgraphs: Algebras and Performance Risk Bounds
[NO] 49/1796 | Extremal Functions and Widom Factors on Compact Riemann Surfaces
[NO] 50/1796 | On the Fractional Parts of Polynomials Modulo $p$
[NO] 51/1796 | A Gaussian smoothing-based zeroth-order method for Goldstein second-order stationarity
[NO] 52/1796 | slang.gr as a Large-Scale Crowdsourced Resource for Non-Standard Greek
[NO] 53/1796 | Quasiparticle specific heat of two-component Fermi mixtures: The atomic 163Dy-40K mixture
[NO] 54/1796 | Spin and momentum fraction carried by partons in the nucleon
[NO] 55/1796 | An $O(t\log^2 t)$ Bound for $k$-Connected Subgraphs in Dense $K_t$-Minor-Free Graphs
[NO] 56/1796 | Search Hardness-Aware LLM-Based Problem Formulation for Expensive Simulation-Driven Design
[NO] 57/1796 | DART: A Degradation-Aware Recurrent Transformer for Archival Film Restoration
[NO] 58/1796 | ARGON: A GNN-Empowered Compilation Framework for Scalable Neutral Atom Computing
[NO] 59/1796 | Learning-based Seam Correspondence Reconstruction in Sewing Patterns
[NO] 60/1796 | Bound-Founded Semantics for Answer Set Programming with Difference Constraints: Preliminary Report
[YES] 61/1796 | What Bugs Do Prolog Students Write? An Empirical Taxonomy and Data-Driven Mutation Framework
[NO] 62/1796 | Safeguards for Speech2Speech LLM-Assistants: A Case Study in Automotive Applications
[NO] 63/1796 | An Operator-Algebraic Exposition of the Thirring-Wehrl Theory of the Quasi-Spin BCS Model
[NO] 64/1796 | Infrasound Newtonian Noise Estimation at the Einstein Telescope Candidate Site Sos Enattos
[NO] 65/1796 | V-DEAL: Diagnosing Video Safety De-Calibration as an Understanding-Refusal Coupling Failure
[NO] 66/1796 | Matrix-free phase-field modeling of fracture in micromechanical testing simulations of inelastic materials
[NO] 67/1796 | Some Integrability Properties of $m$-Subharmonic Functions
[NO] 68/1796 | DTIF: Robust Loop Closure Detection via Delaunay Triangle Topology in Complex Forests
[NO] 69/1796 | Safety and Security: Experimental Validation of Encrypted Model Predictive Control
[NO] 70/1796 | Bayesian optimization approach for tracking a moving target from far-field data in three dimensions
[NO] 71/1796 | Fast Inference on Astronomical Time Series with Trans-Dimensional Flow Matching Posterior Estimation
[NO] 72/1796 | Demographically-Informed Heat-Mortality Risk Curves via Risk Graph Neural Networks
[NO] 73/1796 | TF-MossFormer: Integrating Convolution Gated Local-Global Attentions for Enhanced Time-Frequency Domain Monaural Speech Separation
[NO] 74/1796 | EuroFlood: a Python library and queryable index for the CEMS satellite-derived flood-depth archive of Europe
[NO] 75/1796 | Causal-AgentIR: Self-Evolving Causal Memory for Adaptive Image Restoration Agents
[NO] 76/1796 | Exact ensemble controllability for neural differential equations via neural interpolation
[NO] 77/1796 | TOUR: A Trajectory-Level Unlearning Benchmark for Offline Reinforcement Learning
[NO] 78/1796 | One-point holographic correlator in the expanding universe
[NO] 79/1796 | Conditional probabilities in quantum-optical settings
[NO] 80/1796 | Tunnel magnetoresistance effect with a Cr-doped $\mathrm{RuO_{2}}(110)$ altermagnet
[NO] 81/1796 | Geo3R: Mitigating Spatial Reasoning Hallucination in Multimodal Large Language Models
[NO] 82/1796 | Automatic knot selection in smooth additive models
[NO] 83/1796 | C-PTQ: Fisher-weighted Channel-wise Sensitivity for Post-training Quantization of MLLMs
[NO] 84/1796 | Spectral Transformation for Layer-wise Global Rank Discovery in Federated LoRA for Vision Transformers
[NO] 85/1796 | Injective envelopes of partial C*-dynamical systems
[NO] 86/1796 | PrefReward: Learning User Preference Matrix for Personalized Text Generation
[NO] 87/1796 | The leading-soft cubic graviton self-interaction on the black-hole horizon
[NO] 88/1796 | GuidedAttention: Interpretable and Correctable Visual Attention for OOD-Robust Robot Manipulation via Imitation Learning
[YES] 89/1796 | From Resource Flow to Executable Tests: Petri-Net-Guided LLM Test Generation for Concurrent Stateful Rust APIs
[NO] 90/1796 | ElasticTTT: Prior-Preserving Test-Time Tuning for Video Editing
[NO] 91/1796 | Unified theory of classical and quantum semiparametric efficiency
[NO] 92/1796 | Same Dangerous Objective, Opposite Advice: Direct Exposure versus Multi-Agent Mediation
[NO] 93/1796 | Agentic Context Management: Solving Agent Memory and Cost by Treating Them as Lifecycle and Architecture Problems
[NO] 94/1796 | Compressed primitivity problem in free groups
[NO] 95/1796 | Artificial Epanorthosis: Why large language models overuse a classical rhetorical figure, and how to mitigate it
[NO] 96/1796 | An on-chip programmable mechano-quantum transducer
[NO] 97/1796 | Recurrent Sinusoidal INRs for Efficient High-Fidelity Representation
[NO] 98/1796 | CLUIE: Clustering-Aware Recurrent Propagation with Local Structural Compensation for Underwater Image Enhancement
[NO] 99/1796 | A lower bound on the growth rate of $(132,213)$-avoiding cyclic permutations
[NO] 100/1796 | KroQuant: Kronecker-Structured Block Transforms for Efficient Post-Training Quantization of Diffusion Transformers
[NO] 101/1796 | Agent-Guided Relational Concept Discovery: Toward Interpretable Surgical Margin Assessment
[NO] 102/1796 | Stochastic Quantization as Optimal Control
[NO] 103/1796 | Token Budget Saturation and Mechanistic Early Detection of Reasoning Non-Convergence in Chain-of-Thought Models
[NO] 104/1796 | Semantic-Aware Task Clustering for Constructive and Cooperative Multi-Tasking
