[2026-02-14 09:19:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-13
正在获取论文...
[ACM] 2026-2-13 | Gender Differences in Class Participation in Online versus In-Person Core CS Courses
[NO] 286/1000 | Towards Tamper-Resistant Digital Media: An AI and Blockchain Approach for Deepfake Detection
[NO] 287/1000 | Where are the Faculty? The Missing Perspective on Teaching Socio-ethical Competencies in Computer science
[NO] 288/1000 | Integrating Adversarial Computing into Foundational CS Education: Teaching Security and Adversarial Thinking
[NO] 289/1000 | Exploring the Use of LLMs for Assessing Creativity in Student Programming Artifacts
[NO] 290/1000 | A Rubric for Equitable Grading Practices
[NO] 291/1000 | Can Afterschool Volunteers Teach Educational Robotics?
[NO] 292/1000 | A Multi-Institutional Study on Peer Instruction: Evaluating Text-Chat with Assigned Group Members vs Verbal Discussion
[NO] 293/1000 | Pathways to Teaching K12 Computer Science: Implications of a Pilot Study of Ten States
[NO] 294/1000 | Providing Supplemental Programs for First Generation and/or Low-Income CS Students in Trying Financial Times
[NO] 295/1000 | HyProf: A Profiler for Programming Students that Offers Hypotheses about Performance Bugs
[NO] 296/1000 | Why Some Students Still Opt Out of CS: Student Perspectives in a Culturally Responsive Program
[NO] 297/1000 | Teaching the Algorithm Design Technique Selection Process
[NO] 298/1000 | Story Studio Plus: Coaching Data Storytelling Competency in the era of AI
[NO] 299/1000 | Developing Peer Mentoring Programs for K-12 CS Teachers
[NO] 300/1000 | Privacy-Preserving Federated Learning for Retinal Disease Diagnosis using Paillier Homomorphic Encryption with Multiple Encryption Keys
[NO] 301/1000 | Aligning Higher-Order Graph Structure for Unsupervised Domain Adaptation in Remote Sensing Scene Classification
[NO] 302/1000 | SyncPlay: Synchronized Video-on-Demand Playback with MOQ
[NO] 303/1000 | Safe reinforcement learning-based guidance strategy against active defense target in three-player engagement_supp1-3664048.pdf
[NO] 304/1000 | Toward Energy-Sustainable Networked Blue Economy via Underwater Acoustic Backscatter
[NO] 305/1000 | TransLiDAR: A Dataset and Benchmark for Cross-Sensor Point Cloud Translation
[NO] 306/1000 | RTF-Skip-GANomaly: A Novel Deep Learning Framework for Anomaly Detection in Run-to-Failure Data Using Skip-GANomaly Backbone
[NO] 307/1000 | DFGLIoT: A Dual-Fusion Graph Learning Framework for Cross-Institutional Mobile IoT Device Identification
[NO] 308/1000 | A Free-Positioning and Compact Unmanned Aerial Vehicle Wireless Charging System Based on Two-Stage Energy Peak-to-Valley Matching Output Fluctuation Suppression
[NO] 309/1000 | LLM and DRL Collaborative Optimization for Flexible Resource Scheduling in Integrated Energy Systems
[NO] 310/1000 | Gold Nanoflowers Sensitivity and Selectivity Improvement by Thiolation to Detect Breast Cancer Volatile Organic Compound Biomarkers
[NO] 311/1000 | 2025 9th International Conference on Electronics, Communication and Aerospace Technology (ICECA)
[NO] 312/1000 | Time Will Tell: Criss-cross Transformer for Encrypted Traffic Analysis
[NO] 313/1000 | Random Number Generation Based on Dual-Emission Random Fiber Lasers: performance and image encryption applications
[NO] 314/1000 | Experimental Demonstration of Narrow-Band and Broad-Band UV Third Harmonic Generation in Silica Microfibers
[NO] 315/1000 | Diffusion Multimodal Distillation Collaboration: A Generative Equilibrium Framework For Efficient Vehicle Networking Intrusion Detection
[NO] 316/1000 | Robotic Assistive Optimization and Control Using Neural Dynamics and Adaptive Neural Network
[NO] 317/1000 | An Adaptive Feature Enhancement Method Based on Optimized Spectrum Period Estimation and Sparse Bayesian for Bearing Fault Identification
[YES] 318/1000 | Evolutionary Generative Optimization: Towards Fully Data-Driven Evolutionary Optimization via Generative Learning
[NO] 319/1000 | AI for Everyone: Engaging Middle Schoolers through Collaborative, Ethical, and Multimodal AI Learning
[NO] 320/1000 | Blockchain Integration in IoT: A Comprehensive Review of Security, Algorithms, and Applications
[NO] 321/1000 | Tracing Shifts in Social Mentality in the Intelligent Era: Redefining the Boundaries of Human-AI Collaboration
[NO] 322/1000 | A Hybrid Deep Learning Framework for Early Cardiovascular Disease Prediction: SDCN-CHDMO-ResVGG Approach
[NO] 323/1000 | Measurements in Cybersecurity: Recent Trends and Examples of Application [Roadmap for Measurement and Applications]
[NO] 324/1000 | Discovering Optimized Energy Efficient Protocols for Wireless Sensor Networks using Soft Computing
[YES] 325/1000 | AI Agent based SaaS Platform (AIBSP)
[NO] 326/1000 | AI-Powered XGBoost and LSTM-based Insulin Dosage Prediction for Diabetes Management
[NO] 327/1000 | Area and Power-Optimized Pipelined Wallace Tree Multiplier for High-Speed DSP Applications
[NO] 328/1000 | Optimizing Retinopathy Detection using Deep Learning Techniques: A Focus on ResNet50
[NO] 329/1000 | AI-Powered Health, Safety &amp; Insurance Sentinel
[NO] 330/1000 | Store Sales Forecasting using a Novel LSSVM-based Predictive Model
[NO] 331/1000 | Wear Rate Modelling in Bamboo Fibre Polymer Composites by Pin on Pin-on-Disc Method using Tree-based Regression Algorithms
[NO] 332/1000 | Analysis of Switching Behavior of SiC MOSFETS Driven by an Adaptive Current Source Gate Driver
[NO] 333/1000 | Low-Distortion Dual-Cell Power Amplifier with Ultra-High Small Signal Bandwidth
[NO] 334/1000 | AI-Driven Close Process Optimization in Global Financial Systems: An ML Approach
[NO] 335/1000 | Multi-Objective JVM Optimization Framework with Enhanced Machine Learning Techniques: An Automated Approach to Performance Tuning
[YES] 336/1000 | Lifecycle-Wide AI Security Enhancement using Generative AI: A Unified Framework for Robustness, Privacy, and Self-Healing
[NO] 337/1000 | HCTD3: A Hierarchical Reinforcement Learning Approach for Mixed-Action Resource Allocation in Multi-UAV Cooperative Jamming
[NO] 338/1000 | Integrating Machine Learning with Traditional Tongue Diagnosis for Diabetes Screening
[NO] 339/1000 | An Intelli UbiAware: An Intelligent Autonomic Framework for Context-Aware Ubiquitous Computing and Smart Resource Management
[NO] 340/1000 | Edge-based Fail-Safe Automation for Air Traffic Control in Remote Airports with Optimized Bandwidth Utilization
[NO] 341/1000 | Overcoming Barriers to Adopting Peer Instruction
[NO] 342/1000 | Modern, Multi-Tier Apps using Amazon Web Services
[NO] 343/1000 | ISO/IEC/IEEE International Standard - Systems and software engineering-- Life cycle management--Part 10: Guidelines for systems engineering agility
[NO] 344/1000 | Joint Route Selection and Radio Resources Allocation for Caching in Multi-Hop Networks
[NO] 345/1000 | Coupling Suppression in Compact Microstrip Lines Using Sinusoidal Geometric Modulation
[NO] 346/1000 | Adaptive Contrastive Learning for Semisupervised Facial Expression Recognition
[NO] 347/1000 | DFCN-CE3: A Three-way Clustering Algorithm Based on Deep-Fusion Clustering Network
[NO] 348/1000 | Synthesized Phantom: From Composition Types to 3D-Printed Versions
[NO] 349/1000 | Point Cloud Based Visual Planning and Servoing for Autonomous Vine Pruning
[NO] 350/1000 | Computational Investigation of Abstraction in Claude Monet's Water Lilies through Brushstroke Analysis_supp1-3664028.pdf
[NO] 351/1000 | Curvature-Modulated Fiber-Optic SPR Sensor with Au/GST Composite Coating for Tunable Resonance and Enhanced Refractive Index Sensitivity
[NO] 352/1000 | Can Computer Science Instructors See Inside the Cognitive Black Box of Student AI Use?
[NO] 353/1000 | Misconception-Aware LLM Programming Tutor: Lessons Learned from Student-Tutor Interactions
[NO] 354/1000 | Enhancing Computer Network Education for High School Students with an Educational Simulator Visualizing Packet Retransmission and Routing
[NO] 355/1000 | Designing and Implementing Skill Tests at Scale: Frequent, Computer-Based, Proctored Assessments with Minimal Infrastructure Requirements
[NO] 356/1000 | Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1
[YES] 357/1000 | Individualized Quizzes From Student Code with LLMs
[NO] 358/1000 | Can We Build an Excellent Undergraduate TA Program? Crowdsourcing a TA Training Curriculum
[NO] 359/1000 | A Code-Free, Direct-Manipulation Interface for Constructing Boolean Expressions
[NO] 360/1000 | When Support Isn't Enough: Understanding and Redesigning Student Support Systems in Large Computing Courses
[NO] 361/1000 | A Framework to Detect, Classify, and Prioritise Student Quality Defects
[NO] 362/1000 | Where are the Disabled Students?: A Literature Review of Disability Inclusion in Computing Education Research
[NO] 363/1000 | Link Rate Prediction Modeling for MIMO-OFDM Wireless Systems
[NO] 364/1000 | Identifying Abnormal Behaviors in a Large Crowd using C3D and MobileNetV2
[NO] 365/1000 | APO: Metaheuristic Driven Reliability-Aware Task Scheduling in Cloud Environment
[NO] 366/1000 | Fisherman Safety Predictions using Machine Learning Techniques
[NO] 367/1000 | Robust Transformer Autoencoder for MIMO Radar Signal Reconstruction with Dropout
[NO] 368/1000 | Applying Transfer Learning and Deep Learning Methods to Stroke Prediction
[NO] 369/1000 | AI Powered Answer Sheet Evaluator using OCR and Large Language Models
[NO] 370/1000 | Detection of Degradation with Junction Temperature Monitor and Extended Kalman Filter During Operation of Converters
[NO] 371/1000 | Plant Growth Monitoring System using Image Processing
[NO] 372/1000 | Dual Defend: Secure ATM Access with Layered Authentication
[NO] 373/1000 | Machine Learning-Enhanced Management Information Systems for Strategic Management Decision-Making
[NO] 374/1000 | Empowering Learners with Dyscalculia through Airwriting Techniques
[NO] 375/1000 | Low-Voltage Ride-Through Operation of a Modular DC-DC Converter Water Electrolyzer Power Supply
[NO] 376/1000 | Loss-Optimal Modulation for an MMC-Based Triple-Active-Bridge Topology
[NO] 377/1000 | Comparative Study of Traditional and Hybrid Machine Learning Model for Heart Disease Prediction
[NO] 378/1000 | A Cloud-based Model for End-to-End DSCSA Compliance in Pharmacy Inventory Management
[NO] 379/1000 | A Comprehensive Review of Mammogram-based Breast Cancer Detection Techniques
[NO] 380/1000 | Resilient Cloud Architectures with AI Agents for Enhancing Cybersecurity in Health Information Systems
[NO] 381/1000 | Applications of Deep Learning in Medical Imaging: A Comprehensive Review
[NO] 382/1000 | Hybrid Eye Disease Prediction using Fundus Images and Patient Metadata in MATLAB
[NO] 383/1000 | Physical Layer Authentication Scheme Based on Compressive Sensing under the Massive MIMO
[NO] 384/1000 | Real-Time FPGA-Based Hardware-Algorithm Co-Design for Monocular Visual Odometry on Edge Devices
[NO] 385/1000 | Dielectric Breakdown Characteristics of Silicone Gel for (U)WBG Power Modules Under AC, DC, and High-Frequency Square Wave Stress
[NO] 386/1000 | STaR-PM: An Interpretable Spatiotemporal Transfer Learning Framework for PM
                    <sub>2.5</sub>
                    Retrieval Using Kolmogorov-Arnold Networks
[NO] 387/1000 | 50 Years of Automated Face Recognition
[NO] 388/1000 | Contouring Error-Bounded Control for Biaxial Switched Linear Systems
[NO] 389/1000 | A CNN network for coronary chronic total occlusion state classification using image data
[NO] 390/1000 | Rotatable Antenna-Enhanced Beamforming: Signal Enhancement and Interference Suppression
[NO] 391/1000 | ISO/IEC/IEEE International Standard - Systems and software engineering -- Development and production of instructional videos
[NO] 392/1000 | StructFuse-Net: A Structure-Aware Multimodal Fusion Network for Geometry-Consistent Optical–SAR Image Segmentation
[NO] 393/1000 | Reversible Data Hiding for JPEG Images Based on Gap-Driven Histograms Generation with Coefficient-Wise Selection
[NO] 394/1000 | Design and Experimental Validation of a Macro-Micro Robot With Cable-Driven and Underactuated Joints
[NO] 395/1000 | Consensus Control of Multiagent Systems Under DoS Attacks: A Dynamic-Key-Based Secure Scheme
[NO] 396/1000 | Multi-Functional Reflection Modulation Design for Multi-RIS Empowered Symbiotic Radios
[NO] 397/1000 | IEEE Microwave and Wireless Technology Letters publication
[NO] 398/1000 | Reverse Mathematics for Teaching Theoretical Computer Science
[NO] 399/1000 | An Innovative Approach to Parsons Problems for Teaching and Learning Functional Programming
[NO] 400/1000 | Primarily Undergraduate Institution Faculty (2 &amp; 4 year institutions)
[NO] 401/1000 | Nifty Assignments: Tone Matrix
[NO] 402/1000 | University of Washington Web-Based Simulators for Visualizing Cache and Virtual Memory Concepts
[NO] 403/1000 | LearnSPH: A Tool for Teaching the Basics of Smoothed Particle Hydrodynamics in Graphics Research
[NO] 404/1000 | The Linux Luminarium: Learning Linux by Leveraging Lightweight Labs and Ludicrous Lessons
[NO] 405/1000 | Occupation-Oriented Success: How Educators From Hispanic-Serving Institutions Approach Fostering Technical and Professional Competencies With Computing Learners
[NO] 406/1000 | Supporting Peer-to-Peer Learning with LLMs: Investigating Smarter Student Solution Recommendations
[NO] 407/1000 | How AI Ethics is Taught: Insights from a Syllabus-Level Review of U.S. Computing Courses
[NO] 408/1000 | Fostering Computer Science Theory Literacy: What makes a good conceptual model?
[NO] 409/1000 | Learning AI Ethics with
                    <i>EvolveMoralMaze:</i>
                    An Analysis of Student Outcomes and Misconceptions
[NO] 410/1000 | CS1 in the AI Era: Boundaries, Practice, and Conceptual Mastery
[NO] 411/1000 | AI-Supported Grading and Rubric Refinement for Free Response Questions
[NO] 412/1000 | 'Born Accessible' Visualizers for Scheme Program State
[NO] 413/1000 | Social Impact and Experiential Learning: Developing Virtual Reality Experiences to Prevent Cyberbullying
[NO] 414/1000 | A Pedagogy for Assessing Individual Contributions to Team-Based Software Projects
[NO] 415/1000 | Choosing Their Own Way: Guided Self-Placement for Students in an Introductory Programming Sequence
[NO] 416/1000 | A Scalable and Secure Cloud Framework for AI/ML Workload Management using Crayfish and Beluga Whale Optimization
[YES] 417/1000 | Design and Simulation of Core Image Processing Techniques Using MATLAB and Verilog
[NO] 418/1000 | Modelling a STATCOM with Limited Energy Storage and PV Generation to Provide Grid Forming Capability to Enhance the Stability of a Distribution Grid
