[2026-08-12 22:40:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-11
正在获取论文...
[arXiv] 2026-08-11 | Stay or Stray - A Dynamical Systems Viewpoint of Popularity Bias
[NO] 87/1877 | Quantum Computing for Industrial Electromagnetics: Applicability and Case Studies in Solving Maxwell's Equations
[NO] 88/1877 | VERDICT: Training-Free Step-Wise Verification of Multimodal Reasoning via Disagreement-Aware Consensus
[NO] 89/1877 | Reifying Research Logic: AI-Assisted Workflow Construction and Incremental Refinement for Quantitative Syntax
[NO] 90/1877 | DINO-A: Adapting Self-Distillation Vision Transformers to General Audio Representation Learning
[NO] 91/1877 | PolypVision: A Three-Stage Hierarchical Deep Learning Framework for Classification and Segmentation of Colorectal Polyps
[NO] 92/1877 | IADD-TR: Intervention-Aware Dynamics Decoupling with Targeted Regularization for Model-Based Reinforcement Learning
[NO] 93/1877 | InSight-doc: Agentic Visual Perception for Long-Document Understanding
[NO] 94/1877 | Decomposition-Induced Context-Memory Conflict: When Fact-Checking Pipelines Contradict Their Own Source Text
[NO] 95/1877 | Probabilistic forecasting via post-processing prediction errors: In- or out-of-sample?
[NO] 96/1877 | Pair-Centric Graph Rewiring for Over-Squashing via Optimal Transport-Guided Communication Alignment
[NO] 97/1877 | Indefinite Stochastic Linear-Quadratic Optimal Control Problem for a Markov Regime-Switching Model
[NO] 98/1877 | $π$-SUB: A Physics-Informed Synthetic Underwater Benchmark Dataset for Underwater Image Enhancement
[NO] 99/1877 | Enhanced Screening in Epitaxial Graphene via Nearly Free-Electron Metal Intercalation
[NO] 100/1877 | Stream Decoding with Confidence Scores at Room and Cryogenic Temperatures
[NO] 101/1877 | Carrier-tunable RKKY magnetism in a crystalline magnet
[NO] 102/1877 | Beyond Dry References: Learning Relative Audio Effects Representations via Contrastive Distance Learning
[NO] 103/1877 | How many labels can a biological oscillator carry? A quality-factor screen for proposed information carriers
[NO] 104/1877 | Development and Characterization of a Microwave Atmospheric Pressure Plasma Jet
[NO] 105/1877 | Correspondence between Mean Curvature Flow and Harmonic-Ricci Flow
[NO] 106/1877 | Multi Interests for Joint Search-Recommendation Modeling
[NO] 107/1877 | Tunable Memory Effect in Dissipative Strongly Correlated Quantum Systems
[NO] 108/1877 | Rethinking Text-Based Image Retrieval in Specific Domain
[NO] 109/1877 | CARB: A Characterization-Guided Framework for CNN Inference Cost Prediction and Deployment Screening
[NO] 110/1877 | SapiensID 2.0: Aligning Human Recognition Foundation Models with Human Perception
[NO] 111/1877 | Bayesian inference on beta diversity via feature allocation models with imperfect detection
[NO] 112/1877 | A reaction-diffusion system with nonconstant diffusion coefficients: exact and numerical solutions
[NO] 113/1877 | Eigenvalue growth of the discrete Hodge Laplacian across dimensions
[NO] 114/1877 | Matchings via Random Greedy Independent Set: A Simpler Algorithm and Analysis
[NO] 115/1877 | Hierarchical Empirical-Bayes Naive Bayes: Minimax Smoothing and Calibration with AODE Extension
[NO] 116/1877 | Mediatised Participation: Citizen Journalism and the Decline in User-Generated Content in Online News Media
[NO] 117/1877 | PRMU: A Corpus-Free Benchmark for Person-Centric Knowledge Unlearning in Multimodal Large Language Models
[NO] 118/1877 | Tunable chiral anomaly in electron magnetotransport in the Weyl semimetallic Pb$_{1-x}$Sn$_x$Te:Cr alloy
[NO] 119/1877 | Is There Really a Camouflaged Object? Towards Realistic Camouflaged Object Detection
[NO] 120/1877 | Moment of Inertia of an Interacting Bose Gas
[NO] 121/1877 | Sharp Beckner's Inequalities for Axially Symmetric Functions on $\mathbb{S}^N$
[YES] 122/1877 | Generative AI use in Statistical Research: A Literature Review and Code Generation Case Study
[NO] 123/1877 | How different is rational approximation from piecewise polynomial approximation?
[NO] 124/1877 | All You Need is not $Ω_\mathrm{gw}$: Beyond the Mean of the Cross-Correlation Estimator when Searching for an Astrophysical Gravitational-Wave Background
[NO] 125/1877 | The Cartesian product of any family of $W$-spaces is $κ$-Fréchet-Urysohn
[NO] 126/1877 | WildFireGS: Physics-Based Wildfire Simulation in Large-Scale Semantics-Enriched Gaussian Splatting Forest Scenes
[NO] 127/1877 | On the weak operator Daugavet property and poor subspaces
[NO] 128/1877 | Tomter's example revisited
[NO] 129/1877 | Intense but Harmless: Exo-Space Weather Around an M Dwarf with a Single-Hemisphere Dynamo
[NO] 130/1877 | Assessing fidelity-limiting factors and achieving single-qubit gate fidelity beyond 99.999% in driven silicon spin qubits
[NO] 131/1877 | Scaling Laws for Majority-based Opinion Dynamics in the Presence of Stubborn Agents
[NO] 132/1877 | Quantum Coordination Advantages in AI State-Tracking Tasks: Semantic Compilation and Latent Memory
[NO] 133/1877 | Accelerated Discovery of Materials with Extreme Work Functions through Uncertainty-Aware Multi-Fidelity Screening
[NO] 134/1877 | TEAMMix: Taxonomy Enrichment Augmentation and Minority-augmented Mixing Strategy for LLM-enhanced Weak-Supervised Hierarchical Text Classification
[NO] 135/1877 | Multi-Channel Di-Higgs Production in the scNMSSM: From Exotic 8b to Boosted 8tau Signatures at the HL-LHC
[NO] 136/1877 | myMediWhisper: Construction of Burmese Medical Speech Corpus and Whisper Fine-Tuning for Clinical Dialogue ASR
[NO] 137/1877 | Particle Identification at Future Colliders
[NO] 138/1877 | Mapping and Measuring the Behavioral Evolution of Large Language Models
[NO] 139/1877 | Derivative Computation in PINNs: Automatic Differentiation, Finite Differences and Beyond
[NO] 140/1877 | Sona Technical Report
[NO] 141/1877 | A Spectral-Domain Pseudo-Inverse Method for True 3D Gravity Inversion
[NO] 142/1877 | Plasmonic Fourier Surfaces Revisited: Relating Bandgaps with Bound States in the Continuum
[NO] 143/1877 | An efficient and robust fifth-order HWENO scheme with gradient reconstruction for compressible Navier--Stokes equations
[NO] 144/1877 | ConVAWG: A Retrieval-Grounded Framework for Controlled Synthetic Dialogue Generation in Violence Against Women and Girls
[NO] 145/1877 | Statistically-Secure Bit Commitment and Coin Flipping Protocols Based on Quantum Hardware Assumptions
[NO] 146/1877 | Microscopic derivation of a field equation for active Brownian particles
[NO] 147/1877 | Equationless quadratic Chabauty for non-split Cartan modular curves
[NO] 148/1877 | Expert-Guided g-computation with Large Language Models for Estimating Causal Effects on Timings: Applications to Hospital Quality Improvement
[NO] 149/1877 | Hierarchical Compositionality for An Assistive AI Agent
[NO] 150/1877 | How to Verify Consistency of Probabilistic Claims
[NO] 151/1877 | High-dimensional Supermode Photonics Enabled by Hierarchical Supersymmetric Transformation
[NO] 152/1877 | Hopf-like bifurcations induced by hysteresis and time-delay near monodromic tangential singularities
[NO] 153/1877 | Most biomedical publications show signs of LLM-assisted writing
[NO] 154/1877 | Benchmark measurements of absolute frequencies and collisional line-shape parameters in the CO-Ar system using comb-based FTS
[NO] 155/1877 | Future perspective of muons; a quantum particle measuring quantum processes
[NO] 156/1877 | Mixed Choice Multiparty Session Types, Precisely
[NO] 157/1877 | Asymptotic stability of the degree-one vortex in the abelian Yang-Mills-Higgs model: Spectral Theory and Numerics
[NO] 158/1877 | Generalised higher order vectorial $\infty$-eigenvalue problems
[NO] 159/1877 | Adaptive Matrix Multiplication for Dynamic Shapes on Ascend NPUs
[NO] 160/1877 | Integral inequalities for $α$-convolutions of $α$-concave functions
[NO] 161/1877 | Exploring the long-term temporal variability in polarization through multi-epoch optical spectro-polarimetry - Part I: A sample of Herbig Ae/Be and classical Be stars
[NO] 162/1877 | A Lightweight Fault-Detection Scheme for Barrett Modular Multiplication Using Multiple Conditional Reduction Paths
[NO] 163/1877 | Multi-scale modeling of high strain rate deformation and spall fracture in poly-crystalline metals
[NO] 164/1877 | LQR Design For Formation Flying Near Halo Orbits Exploiting Quasi-Periodic Symmetry In Toroidal Coordinates
[NO] 165/1877 | Grid-Preserving Knowledge Distillation: Transferring Convolutional Inductive Bias to Vision Transformers under Data Scarcity
[NO] 166/1877 | Ex-Omni-2D: Expressive Omni-Modal Dialogue Models with Native Visual Presence
[NO] 167/1877 | Compact Feed-Forward 3D Gaussians via Saliency-Guided Primitive Merging
[NO] 168/1877 | Toward a unified framework for helium observations and interpretation of atmospheric escape
[NO] 169/1877 | ProTAGAD: A Foundation Model for TAG Anomaly Detection with Decoupled Topological and Textual Prototypes
[NO] 170/1877 | Analysis of degradation in perovskite solar cells through physics-based machine learning
[NO] 171/1877 | Can Released LLM Vocabularies Support Token-Level Estimation of Hidden Corpora?
[NO] 172/1877 | Counterexamples to two conjectures on modular edge colorings of graphs
[NO] 173/1877 | Bridging Severe Cross-Modal Misalignment: End-to-End Visible-Infrared Object Detection via Explicit Feature-Domain Affine Registration
[NO] 174/1877 | Auditing Chinese Web-scale Corpora via Sampled BPE Token Statistics
[NO] 175/1877 | Chartography: A Benchmark for Professional Chart Understanding
[NO] 176/1877 | Seeds Before Objectives: Rethinking Evaluation for Low-Resource Garhwali ASR
[NO] 177/1877 | REDAgentBench: Executable Red Teaming and Faithful Measurement of LLM Agent Systems
[NO] 178/1877 | Decision-Aware Approximation of Belief Functions for Evidential Combinatorial Optimization
[NO] 179/1877 | ASCon: A Direction-Aware Reciprocal Agent--Step Contextualization Model for Failure Attribution in Multi-Agent Systems
[NO] 180/1877 | AIDC Microgrid Vulnerability Assessment Under Computing-Power Coordinated Attacks
[NO] 181/1877 | Classification of positive entire solutions of the CR Yamabe equation on the Heisenberg group
[NO] 182/1877 | Dynamical Crossover in Landau$-$Zener Tunneling in Dissipative Rydberg Lattices
[NO] 183/1877 | From Zero to Mega-Gauss Fields: Comprehensive Magnetophotonic Spectroscopy of Graphene Dirac Cones
[NO] 184/1877 | MedUP: Awakening Unified Understanding and Perception in Medical Vision-Language Models
[NO] 185/1877 | Evaluating the Role of Blockage Deficit Models in Robust Wind Farm Design
[NO] 186/1877 | Dual-Loop Self-Evolution via Verifiable Emotion Feedback for Multi-Turn Empathetic Dialogue
[NO] 187/1877 | Randomization and Performance Improvement for Integer Optimal Control with Total Variation Regularization
[NO] 188/1877 | Measuring the End-to-End Resilience of Application Deployments in Real-World Communication Networks with DRACO
[NO] 189/1877 | Compute-Optimal Is Not Cluster-Optimal: Systems-Aware Scaling for Sparse Mixture-of-Experts
[NO] 190/1877 | Statistical Channel Model for FSO Systems Assisted by a UAV-Mounted IRS
[NO] 191/1877 | Rethinking Data Efficiency in Industrial Dense Prediction: Pretraining Coherence, Not Inductive Bias, Determines ViTs Low-Data Advantage
[NO] 192/1877 | A HamNoSys-Guided Dataset and Baselines for Fine-Grained Isolated Handshape Recognition in Sign Language
[NO] 193/1877 | BREAD: Baseline-Referenced Explanations for Anomaly Diagnosis
[NO] 194/1877 | Scaling of soft QGP signatures in relativistic lead, xenon and oxygen collisions in EPOS4
[NO] 195/1877 | Potential of Atmospheric Pressure Thermal Plasma Technology towards Waste Processing: A Comprehensive Review
[NO] 196/1877 | Unified Exact Cylindrical Dirac Modes and Symmetry-Resolved Quantum Geometry
[NO] 197/1877 | Flow Straight to Reality: Perceptually Consistent Flow Matching for Efficient Image Restoration
[NO] 198/1877 | Nonlinear Model Predictive Control via Sequential Convex Programming for Drone-to-Drone Docking
[NO] 199/1877 | Comparing realtime optical gain measurement and methods on MagAO-X
[NO] 200/1877 | Benchmarking LLM-Guided Control-Plane Policies for Backend Fault Isolation in HAProxy
[NO] 201/1877 | When Do Anchor-Based Pointwise LLM Rerankers Help? Retriever Quality, Statistical Scope, and Anchor Design
[NO] 202/1877 | Dynamic Context Adapters: Efficiently Infusing History into Vision-and-Language Models
[NO] 203/1877 | Unlocking the Power of Medical Tabular Data via Semantic-Aware Multimodal Pre-training
[NO] 204/1877 | SparSTAR: Sparse Attention for SpaceTime AutoRegressive Video Synthesis
[NO] 205/1877 | Link-adaptive digital twin for robust physical-layer modeling in hybrid-amplified ultra-wideband optical networks
[NO] 206/1877 | Nonradial stable solutions near the Joseph--Lundgren threshold
[NO] 207/1877 | GeoForge: Non-Parametric Self-Evolving Agents for Earth-Observation Reasoning
[NO] 208/1877 | Simultaneous Heisenberg-Limited Multiparameter Metrology via Indefinite Evolution
[NO] 209/1877 | What Iterated Self-Feeding Probes of Language Models Measure, and a test that separates the construction from the model
[NO] 210/1877 | Pitch Contour Tokenization using VQ-VAE and Its Application on Korean Traditional Music Analysis
[NO] 211/1877 | XCoT-VLA: Executable Chain-of-Thought for Vision-Language-Action Driving
[NO] 212/1877 | MUSE: A Full-Text Cross-Domain Knowledge Base of Scientific Problems, Solutions, and Rationales
[NO] 213/1877 | Invisible singularities in complex algebraic geometry
[NO] 214/1877 | A prime orbit theorem for smooth surface diffeomorphisms
[NO] 215/1877 | GARLIC: Graph Attention-based Relational Learning of Multivariate Time Series in Intensive Care
[NO] 216/1877 | $\mathbb{A}^1$-fibration in algebraic geometry and $\mathbb{A}^1$-homotopy type
[NO] 217/1877 | Rokhlin properties in homeomorphism groups of compact metric spaces
[NO] 218/1877 | Compactness and Rigidity of Complete Kähler Ricci Shrinkers
[NO] 219/1877 | Multiple Scale Latents for Learned Image Compression
[NO] 220/1877 | StreamFlow: Dynamic Memory Flows for Streaming Video Understanding
[NO] 221/1877 | Fitting trends in quasar emission and absorption line redshifts
[NO] 222/1877 | Enhanced two-photon blockade without cascade channel by Stark nonlinear coupling
[NO] 223/1877 | A Cost-Efficient Routing Pipeline for Multilingual Short-Text Classification Using Small Language Models
[NO] 224/1877 | A Modal Expansion of Kleene Algebras via Twist Structures
[NO] 225/1877 | Temporally Grounded Compositional Camera Motion Understanding via Geometric Knowledge Distillation
[NO] 226/1877 | The role of estrogen receptor alpha on calcium transport during smooth muscle contractions
[NO] 227/1877 | ThinkRetrieve: Retrieval-Augmented Reasoning Traces for Test-Time Scaling
[NO] 228/1877 | Quantum Signatures of Two-Electron HBT Interference in Free Space
[NO] 229/1877 | FaithformBench: Benchmarking Faithfulness of Mathematical Chain-of-Thought Autoformalisation
[NO] 230/1877 | A Quantum Dynamics Tutorial: Visualising Dynamical Decoupling Sequences on the Bloch Sphere
[NO] 231/1877 | Order Matters: LVLMs as Judges for Temporal Reasoning in Image Sequences
[NO] 232/1877 | GitSkills: A Dataset of Agent Skills on GitHub
[NO] 233/1877 | Oscillation modes of skyrmion strings in a ferromagnetic film
[NO] 234/1877 | Robust Unit Commitment in District Heating Networks: Chance-Constrained and CVaR Optimization Under Demand Uncertainty
[NO] 235/1877 | Boosting self hybridized exciton polaritons with metal clad WS2 waveguides
[NO] 236/1877 | Moment comparisons, Sudakov inequalities and entropy of centroid bodies
[NO] 237/1877 | Connectivity Augmentation of Plane Graphs
[NO] 238/1877 | Enabling Scalable Kinesthetic Teaching via Observer-based Hand-guiding with Active Support
[NO] 239/1877 | Hypothesis Frontier: Verifier Guided LLM and Symbolic Search for First-Order Induction
[NO] 240/1877 | Exterior Dirichlet Problems for Hessian Quotient Equations of Mixed Type
[NO] 241/1877 | False vacuum decay around black holes: calculation from first principles in the (3+1)-dimensional case
