[2026-06-16 23:23:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-15
正在获取论文...
[arXiv] 2026-06-15 | NeuronFabric: A Software Reference Architecture for On-Chip Transformer Training with Local Adam
[NO] 112/1985 | Defining a physics person: Tensions in the identity development of undergraduate women in physics
[NO] 113/1985 | Cross-Silo De-Anonymization Under Local Differential Privacy: Threat Model, Phase Transition, and Coordination Necessity
[NO] 114/1985 | Compensated compactness of $\mathcal A$-free measures on cones with quantified aperture
[NO] 115/1985 | 3D Classification of Paramagnetic Rim Lesions in Multiple Sclerosis via Asymmetric QSM-FLAIR Modeling
[NO] 116/1985 | STAR-NT: Spatiotemporal Acceleration of Real-Time Neural Transparency Rendering
[NO] 117/1985 | Witnesses and Counterexamples for Timed Bisimulation
[NO] 118/1985 | The Edge-on Galaxies in the DESI survey (EGIDE): sample building and photometry
[NO] 119/1985 | Attention is Just Another Name for Coupling?: A Fast-Slow ODE Perspective on Hierarchical Pretraining
[NO] 120/1985 | From Third-Party to First-Party: Measuring and Protecting Against Modern Web Tracking Mechanisms
[NO] 121/1985 | GaN Nucleation Landscape on Patterned Sapphire Shaped by the Growth Temperature of Directly Grown Boron-Compound Masks
[NO] 122/1985 | EgoPhys: Learning Generalizable Physics Models of Deformable Objects from Egocentric Video
[NO] 123/1985 | Efficient Data Availability Sampling via Coded Distributed Arrays
[NO] 124/1985 | Hausdorff operators and fractional Hausdorff operators in the Dunkl setting
[NO] 125/1985 | When Confidence Lacks Concepts: Interpretable OOD Detection via Representation Perturbations
[NO] 126/1985 | Infinite-lattice discrete Calderón projection via the lattice Green's function for active noise shielding and confinement
[YES] 127/1985 | obliv-clang: Real-World Oblivious Programming in C++
[NO] 128/1985 | To forget is to preserve: Machine Unlearning for 3D medical image segmentation
[YES] 129/1985 | VibeThinker-3B: Exploring the Frontier of Verifiable Reasoning in Small Language Models
[NO] 130/1985 | Revisiting average case complexity of multilevel syllogistic: From the 1995 Courant Technical Report to Lean 4 Formalization
[NO] 131/1985 | InvDesMobility: a reliability-gated first-principles feedback framework for closed-loop materials discovery
[NO] 132/1985 | Quasiparticles and ion cooling by an electron beam in a strong magnetic field
[NO] 133/1985 | EdgeZSAD: Practical Zero-Shot Anomaly Detection on Edge Devices
[NO] 134/1985 | Beyond CPU-GPU Frequency: Memory-Clock and Tail Effects in Edge Inference Latency Estimation
[NO] 135/1985 | Effective and Low-cost Lane-based Map Localization for Vehicle-Centric Route Generation
[NO] 136/1985 | Your "Pro" LLM Subscription May Actually Be "Free": Exposing Fingerprint Spoofing Risks in LLM Inference Services
[NO] 137/1985 | The maximal dimensions of path and graph algebras
[NO] 138/1985 | Wild bootstrap for mean response inference in functional linear regression models
[NO] 139/1985 | A construction of simple-minded systems over domestic Brauer graph algebras II: the 1-domestic case
[NO] 140/1985 | PVminerLLM2: Improving Structured Extraction of Patient Voice via Preference Optimization
[NO] 141/1985 | Exact Posterior Score Estimation for Solving Linear Inverse Problems
[NO] 142/1985 | Benchmarking LLM Agents on Meta-Analysis Articles from Nature Portfolio
[NO] 143/1985 | R2RDreamer: 3D-aware Data Augmentation for Spatially-generalized 2D Manipulation Policies
[NO] 144/1985 | Curvature--Radiation Geometries Across the Second CHIME/FRB Fast Radio Burst Population
[NO] 145/1985 | MeshLoom: Feed-Forward Non-Rigid Registration of Mesh Sequences
[NO] 146/1985 | ExpRL: Exploratory RL for LLM Mid-Training
[NO] 147/1985 | A scaling non-compact QCD axion
[NO] 148/1985 | Symmetric Extension Complexity of the Spanning Tree Polytope
[NO] 149/1985 | Evolution of Nonlinear Ion Transport in Nanopore Arrays: Ionic Conductance, Current Rectification, and Osmotic Power
[NO] 150/1985 | Scalar $D^{(*)}K^{(*)}$ and $D^{(*)}π(ρ)$ molecular states from B meson decays
[NO] 151/1985 | Systematic and Statistical Uncertainties in Cepheid PL Relations: Incorporating a Cross-Filter Random-Phase Mitigation Approach
[NO] 152/1985 | Mathematical Analysis of Subwavelength Resonances and Gradient Blow-up for Two Close-to-Touching Inclusions within the Two-Dimensional Elasticity
[NO] 153/1985 | From Newtonian to Relativistic IAM: The Autonomous Principal as Reference Frame for Digital Identity
[NO] 154/1985 | Bounds for Genus Zero Gromov-Witten Invariants
[NO] 155/1985 | Hydrogen Chemisorption and Current-Induced Spin Polarization on NbP
[YES] 156/1985 | Agent trajectories as programs: fingerprinting and programming coding-agent behavior
[NO] 157/1985 | Probing Low Frame Rate Degradation in Neural Audio Codecs
[NO] 158/1985 | Mapping a Quasar Outflow from Parsec to Kiloparsec Scales: A Combined HST Absorption and VLT Emission Investigation
[NO] 159/1985 | Coherent control of orthogonal continuum states in XUV photoionization
[NO] 160/1985 | Transverse Modulation of Continuous Electron Beams by a Structured Optical Cavity
[NO] 161/1985 | Constructive Preference Relations: Navigating Undecidability in Rational LTL Contraction
[NO] 162/1985 | Multisymmetric polynomials on set-theoretic quiver representations
[NO] 163/1985 | LLM-Powered Virtual Population for Demand Simulation and Pricing
[NO] 164/1985 | QALM: Escaping Local Minima via Interleaved Exploration and Exploitation in Quantum Circuit Optimization
[NO] 165/1985 | Disentangling multi-spin dynamic correlations in the Heisenberg spin-$\frac{1}{2}$ chain
[NO] 166/1985 | Neural Bayesian Anomaly Mitigation: A Robust Loss that Doubles as an Unsupervised Contamination Classifier
[NO] 167/1985 | Efficient Magic State Factory Via Transversal Non-Clifford Gate
[NO] 168/1985 | Decoupling Inference from State Updates in Low-Latency Feature Engines via Probabilistic Thinning
[NO] 169/1985 | Reconstruction of time-dependent coefficients in a semilinear dynamical Schr{ö}dinger equation
[NO] 170/1985 | Mixed Block Markov Superposition Transmission Codes
[NO] 171/1985 | Uncertainty Quality of VGGT: An Analysis on the DTU Benchmark Dataset
[NO] 172/1985 | Generative Modeling on Metric Graphs via Neural Optimal Transport
[NO] 173/1985 | Threshold cusp effects to measure masses of radiatively decaying hadrons: The $B_{s0}^*$ mass from the $Υφ$ spectrum
[NO] 174/1985 | Expanding the rough Heston model in $H$
[NO] 175/1985 | Steering Emotional Dynamics for Art Therapy: Controllable Narrative Script Generation through Hierarchically Guided LLM Agents
[NO] 176/1985 | Maximal regularity and caloric trace estimates in mixed Lebesgue norms for the heat equation
[NO] 177/1985 | Nonlinear kinetic Fokker-Planck equations as gradient flows of the free energy
[NO] 178/1985 | A Strong Stellar Age-Metallicity Gradient Relation in Nearby Dwarf Galaxies Driven by Stellar Migration and Environmental Quenching
[NO] 179/1985 | Isogeometric Analysis for Explicit Wave Propagation in Poroelastic Media
[NO] 180/1985 | Modern Determination of Pion and Kaon Fragmentation Functions from SIA and High-Precision COMPASS SIDIS Multiplicities
[NO] 181/1985 | A complete classification of metrizable theta graphs
[NO] 182/1985 | Viral Images: Identifying Reprintings within 1.5 Million Photographs in Chronicling America
[NO] 183/1985 | High-dimensional coherence to entanglement transduction under canonical noise
[NO] 184/1985 | The Milky Way's Missing In-Situ Halo
[NO] 185/1985 | Diagonalization of nonlinear functions in finite-dimensional spaces and the case of $\mathbb R^2$
[NO] 186/1985 | Complete entanglement detection using polynomial invariants
[NO] 187/1985 | Intervalley coherence and flavor polarization in three-valley moiré systems
[NO] 188/1985 | Learning Input-Channel Permutation Equivariance for Multi-Channel Source Separation: Reducing Bleeding in Small Music Ensembles
[NO] 189/1985 | Transferable machine learning of excited-state dynamics with extremal pooling
[NO] 190/1985 | A variable-offset joint formulation for beams with arbitrary cross-sections using a null space method
[NO] 191/1985 | The local least action criterion fails as a selection criterion for weak solutions of the compressible Euler equations
[NO] 192/1985 | Formalizing chip-firing and Riemann--Roch for graphs in Lean 4
[NO] 193/1985 | Closing the Approximation Gap in Simulation-free Latent SDEs
[NO] 194/1985 | Bounded Bruhat intervals and affine Coxeter groups
[NO] 195/1985 | On the Geometry of Separation in Finite Gaussian Mixtures
[NO] 196/1985 | 3D Ising criticality with Platonic lattice superconducting qubits
[NO] 197/1985 | Possible high temperature superconductivity induced by coupling to proximate hyperbolic photon modes
[NO] 198/1985 | A diffeological perspective on non-Abelian Hodge theory
[NO] 199/1985 | A geometric approach to generalized covering radii of linear codes
[NO] 200/1985 | Bath memory as a precision resource in quantum transport
[NO] 201/1985 | Sobolev Approximation by Fixed-Size Neural Networks with Arbitrary Accuracy
[NO] 202/1985 | Deflective Sunshades: conceptual design and origami-inspired folding strategy
[NO] 203/1985 | Direction-Conditioned Policies via Compositional Subgoal Scoring for Online Goal-Conditioned Reinforcement Learning
[NO] 204/1985 | Phase Behavior of Unilamellar Hybrid Lipid-Diblock Copolymer Membranes
[NO] 205/1985 | Oxygen in the protostellar clump OMC-2 FIR4
[NO] 206/1985 | Generative Predictive Distributions for Time Series
[NO] 207/1985 | Compact Spin-Charge Separated Neural Quantum States for Valence-Bond States
[NO] 208/1985 | A Gradient Perspective on RLVR Stability and Winner Advantage Policy Optimization
[NO] 209/1985 | Threshold dynamics for the $3d$ radial cubic NLS with repulsive inverse-square potential
[NO] 210/1985 | T-Rex: Tactile-Reactive Dexterous Manipulation
[NO] 211/1985 | First Experimental Limit on the Thermal Solar Neutrino Flux
[NO] 212/1985 | Existentially closed fields with operators in various categories
[NO] 213/1985 | KVEraser: Learning to Steer KV Cache for Efficient Localized Context Erasing
[NO] 214/1985 | The exact value of the Ramsey number $R(K_4-e,K_7)$
[NO] 215/1985 | FusionRS: A Large-Scale RGB-Infrared Remote Sensing Dataset for Dual-Modal Vision-Language Foundation Models
[NO] 216/1985 | Uniqueness of the blow-up for some Alt-Phillips cones
[NO] 217/1985 | ROVE: Unlocking Human Interventions for Humanoid Manipulation via Reinforcement Learning
[NO] 218/1985 | TuneJury: An Open Metric for Improving Music Generation Preference Alignment
[NO] 219/1985 | Bayesian Inference and Decision Audits for Public Archives of Frontier AI Evaluations
[NO] 220/1985 | Sandbox-Enabled Digital Twin for Cyber-Physical Systems
[NO] 221/1985 | When in Doubt, Plan It Out: Committed Small Language Model Deliberation for Reactive Reinforcement Learning
[NO] 222/1985 | Analytic Torsion and Spectral Gap Capture Persistent-Laplacian Performance
[NO] 223/1985 | From 911 to Hospital: Challenges and Opportunities for AI Integration in Emergency Medical Services
[NO] 224/1985 | How Much Do Reviews Really Contribute? A Study on Text-Enriched Matrix Factorization for Recommendations
[NO] 225/1985 | A Theoretical Framework for Risk Analysis of Stochastic Rankers
[NO] 226/1985 | Electronic Green's function across the pseudogap to stripe transition in the $t$-$t'$-$J$ model
[NO] 227/1985 | Phantoms and Disclosures: a Causal Framework for Auditing Synthetic Data
[NO] 228/1985 | Milestoning Markov-jump dynamics: Stationary properties, thermodynamic consistency, kinetic hysteresis, and fluctuation symmetries
[NO] 229/1985 | Conditioning Deep Anatomical Prior Knowledge for Reconstruction of Multispectral Optoacoustic Tomography Images
[NO] 230/1985 | Graphical conditional generative modeling for digital twin modeling
[NO] 231/1985 | Filtered ANN as a Phase Transition: When Selectivity-Estimation Error Causes Plan Regret
[NO] 232/1985 | Band-minimum degeneracy is not enough: density-of-states control of low-density ferromagnetism
[NO] 233/1985 | Near-Optimal Stochastic Linear Bandits with Delay
[NO] 234/1985 | Targeting Behavior or Intention? Intervention Strategies in Expressed-Private Opinion Dynamics
[NO] 235/1985 | Resonant lunar tides of Earth's core and basal magma ocean
[NO] 236/1985 | Grassmannian quantum cohomology in the infinite limit and total positivity
[NO] 237/1985 | Counterdiabatic Raman Atom Optics for Compact High-Sensitivity Gravimetry
[NO] 238/1985 | Charging Quantum Batteries with Chiral Squeezing
[NO] 239/1985 | Spectral Sparsification of Laplacian-Constrained Gaussian and Hüsler-Reiss Graphical Models
[NO] 240/1985 | Detecting basis-dependent hardware errors through spatio-temporal quantum steering
[NO] 241/1985 | Minimising magnetic activity effects in PLATO observations: insights from the Sun-as-a-star
[NO] 242/1985 | Beyond Usability: A UX Case Study on Using "Withdrawal Design" to Challenge Engagement Metrics in Social Robotics
[NO] 243/1985 | Convergence to self-similarity for a degenerate parabolic equation with fast-growing spatially-dependent absorption
[NO] 244/1985 | Taylor-Calibrate: Principled Initialization for Hybrid Linear Attention Distillation
[NO] 245/1985 | An Asymmetric Formula for Interval Consonance and its Relation to Harmonic Coincidence
[NO] 246/1985 | PathRouter: Aligning Rewards with Retrieval Quality in Agentic Graph Retrieval-Augmented Generation
[NO] 247/1985 | Effect of $ξRφ^2$ non-minimal coupling on gravitational light bending
[NO] 248/1985 | SemGeoNav:A Safety-Guided Visual Navigation Approach with Semantic Reasoning and Geometric Planning
[NO] 249/1985 | CBM physics program and recent experimental developments
[NO] 250/1985 | An empirical study of Fictitious Play for estimating Nash equilibria in first-price auctions with correlated values
[NO] 251/1985 | Robust Neural Tucker Factorization with Bias Correction and Adaptive Initialization
[NO] 252/1985 | Leveraging Code-Mixed Product Metadata and User Feedback for Personalized Recommendation on Daraz Bangladesh
[NO] 253/1985 | Surpassing Scale by Efficiency: A Compact 135M Parameter Foundational LLM Natively Adapted for the Bangla Language
[NO] 254/1985 | Static linear response of hot and dense QCD matter to electromagnetic fields: Leading hard and soft QCD corrections
[NO] 255/1985 | Mirror flows and $p$-Laplacian eigenvalue problems on metric measure spaces
[NO] 256/1985 | CacheMuon: Using Temporal Preconditioning To Approximate Polar Factor
[NO] 257/1985 | Evaluating LLM Personalization via Semantic Constraint Verification
[NO] 258/1985 | FEnc$^2$: Unifying Data Packing for Efficient Private Inference via Convolution and Architecture-Aware Fragment Encoding
[YES] 259/1985 | The Proxy Knows Too Much: Sealing LLM API Routers with Attested TEEs
[NO] 260/1985 | TMASC: Transmasculine Attitude and Speech Corpus
[NO] 261/1985 | Phase-field analysis of fracture in heterogeneous wellbore systems: effects of casing eccentricity and cement-formation interface strength
[NO] 262/1985 | Output-Feedback Boundary Control of Reaction--Diffusion PDEs on Arbitrary Lipschitz Domains: A Target-Domain Approach
[NO] 263/1985 | Whose hotel does the AI recommend? An algorithm audit of reputation signals in LLM-assisted hotel selection
[NO] 264/1985 | Thermodynamic Uncertainty Relation For a Multi-Phase Alternating Renewal Random Walk
[NO] 265/1985 | Non-stationary longitudinal Josephson effect in electron-hole bilayers
[NO] 266/1985 | Patient-centered visualization of multistage cancer treatment trajectories
[NO] 267/1985 | Chronological Blindness: Benchmarking Temporal Reasoning in Vision-Language Models with CHRONOSIGHT
[NO] 268/1985 | Differentiable Packing of Irregular 3D Objects with Adaptive Container Estimation
[NO] 269/1985 | Neural network inverse design of nanophotonic scintillators
[NO] 270/1985 | An Adjoint-based Neural Regulator for Real-Time Optimal Control with State Constraints
