[2026-03-04 09:28:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-03
正在获取论文...
[arXiv] 2026-03-03 | Odin: Multi-Signal Graph Intelligence for Autonomous Discovery in Knowledge Graphs
[NO] 590/1807 | What Capable Agents Must Know: Selection Theorems for Robust Decision-Making under Uncertainty
[NO] 591/1807 | All-Electrostatic Valley Filtering by Barrier Rotation in Tilted Dirac/Weyl Semimetals
[NO] 592/1807 | Absence of ballistic motion and presence of almost-ballistic motion for unitary operators with pure point spectrum
[NO] 593/1807 | Area minimising hypersurfaces mod $p$ do not admit immersed branch points
[NO] 594/1807 | Bidirectional Interpolation for the Lambda-Calculus -- Revisiting and Formalising Craig-Čubrić Interpolation
[NO] 595/1807 | TAO-Attack: Toward Advanced Optimization-Based Jailbreak Attacks for Large Language Models
[NO] 596/1807 | Reinforcement Learning with Symbolic Reward Machines
[NO] 597/1807 | Brunn-Minkowsky Inequality for p-Harmonic Measures
[NO] 598/1807 | Architectural HRI: Towards a Robotic Paradigm Shift in Human-Building Interaction
[NO] 599/1807 | Distributional and Extremal Behaviour of Brownian Motion with Exponential Resetting
[NO] 600/1807 | Current-control of chaos and effects of thermal fluctuations in magnetic tunnel junctions
[NO] 601/1807 | QFlowNet: Fast, Diverse, and Efficient Unitary Synthesis with Generative Flow Networks
[NO] 602/1807 | Search for quasar pairs with Gaia astrometric data III. Confirmation of 16 dual quasars and 36 projected quasars
[NO] 603/1807 | Unimodality of independence polynomials of two family of trees
[YES] 604/1807 | Dynamic Contract Analysis for Parallel Programming Models
[NO] 605/1807 | Stability properties of Minimal Gated Unit neural networks
[NO] 606/1807 | Analytical Quantum Full-Wave Analysis of Few-Photon Transport Through a Superconducting Cavity Qubit
[NO] 607/1807 | Reproducing the stellar-mass dependence of the giant planet occurrence rate with pebble accretion models
[NO] 608/1807 | Magnetic monopoles and high frequency gravitational waves from quasi-stable strings
[NO] 609/1807 | On the passage from nonlinear to linearized viscoelastodynamics
[NO] 610/1807 | VIRGi: View-dependent Instant Recoloring of 3D Gaussians Splats
[NO] 611/1807 | A note on splitting solutions in $4+1$ dimensional quadratic gravity
[NO] 612/1807 | DreamFlow: Local Navigation Beyond Observation via Conditional Flow Matching in the Latent Space
[NO] 613/1807 | Improved Grid-Based Simulation of Coulombic Dynamics
[NO] 614/1807 | CGL: Advancing Continual GUI Learning via Reinforcement Fine-Tuning
[NO] 615/1807 | HDINO: A Concise and Efficient Open-Vocabulary Detector
[NO] 616/1807 | Eliciting Numerical Predictive Distributions of LLMs Without Autoregression
[NO] 617/1807 | Logics and Type Theory: essays dedicated to Stefano Berardi on the occasion of his 1000000th birthday
[NO] 618/1807 | Towards Accurate and Interpretable Time-series Forecasting: A Polynomial Learning Approach
[NO] 619/1807 | Range-Based Volatility Estimators for Monitoring Market Stress: Evidence from Local Food Price Data
[NO] 620/1807 | Intrinsic Geometry-Appearance Consistency Optimization for Sparse-View Gaussian Splatting
[NO] 621/1807 | Dimensional Reduction is Supersymmetric at Three Loops
[NO] 622/1807 | Markov processes on a circular lattice
[NO] 623/1807 | Learning Hamiltonians for solid-state quantum simulators
[NO] 624/1807 | LLandMark: A Multi-Agent Framework for Landmark-Aware Multimodal Interactive Video Retrieval
[NO] 625/1807 | StegaFFD: Privacy-Preserving Face Forgery Detection via Fine-Grained Steganographic Domain Lifting
[NO] 626/1807 | LaTeX Compilation: Challenges in the Era of LLMs
[NO] 627/1807 | Floating-point consistent cross-verification methodology for reproducible and interoperable DDA solvers with fair benchmarking
[NO] 628/1807 | Partial groups as partial groups
[NO] 629/1807 | Code2Math: Can Your Code Agent Effectively Evolve Math Problems Through Exploration?
[NO] 630/1807 | Electrical driving of hole spin states in planar silicon MOS device by g-matrix modulation
[NO] 631/1807 | The Vienna 4G/5G Drive-Test Dataset
[NO] 632/1807 | Single Microphone Own Voice Detection based on Simulated Transfer Functions for Hearing Aids
[NO] 633/1807 | Nonlinear physics of axion inflation
[NO] 634/1807 | Evidence for a Delayed UV Counterpart to X-ray Quasi-periodic Eruptions in Ansky
[NO] 635/1807 | Specificity-aware reinforcement learning for fine-grained open-world classification
[NO] 636/1807 | On the Frobenius number for three variables
[NO] 637/1807 | The Routh of the Attractor Mechanism
[NO] 638/1807 | Multimodal-Prior-Guided Importance Sampling for Hierarchical Gaussian Splatting in Sparse-View Novel View Synthesis
[NO] 639/1807 | Focused Information Criteria for Semiparametric Linear Hazard Regression
[NO] 640/1807 | Vopěnka's Alternative Set Theory as a framework for feasible numbers
[NO] 641/1807 | Gaia DR3 high radial velocity stars: Genuine fast-moving objects or outliers?
[NO] 642/1807 | A Browser-based Open Source Assistant for Multimodal Content Verification
[NO] 643/1807 | Adapting Time Series Foundation Models through Data Mixtures
[NO] 644/1807 | Emergent Gribov horizon from replica symmetry breaking in Yang--Mills theories
[NO] 645/1807 | BrandFusion: A Multi-Agent Framework for Seamless Brand Integration in Text-to-Video Generation
[NO] 646/1807 | Emergent quantum phenomena in two-dimensional 1T-TaS2
[NO] 647/1807 | A finite element formulation for incompressible viscous flow based on the principle of minimum pressure gradient
[NO] 648/1807 | ScribeTokens: Fixed-Vocabulary Tokenization of Digital Ink
[NO] 649/1807 | NOVA: Sparse Control, Dense Synthesis for Pair-Free Video Editing
[NO] 650/1807 | HiLoRA: Hierarchical Low-Rank Adaptation for Personalized Federated Learning
[NO] 651/1807 | Energy Efficient Point-to-Point PON-based Architecture for the Backhaul of a VLC System
[NO] 652/1807 | Riding the Wave: Polymers in Time-dependent Nonequilibrium Baths
[NO] 653/1807 | From Solver to Tutor: Evaluating the Pedagogical Intelligence of LLMs with KMP-Bench
[NO] 654/1807 | Changing the Game: The Bounce-Bind Ising Machine
[NO] 655/1807 | ITO: Images and Texts as One via Synergizing Multiple Alignment and Training-Time Fusion
[NO] 656/1807 | Compact Absorbers surrounding the M87 AGN Revealed by ALMA Band 3 Observations1
[NO] 657/1807 | Quaternionic complex manifolds and fixed-point sets of $S^{1}$-actions
[NO] 658/1807 | Seeing Clearly without Training: Mitigating Hallucinations in Multimodal LLMs for Remote Sensing
[NO] 659/1807 | iGVLM: Dynamic Instruction-Guided Vision Encoding for Question-Aware Multimodal Understanding
[NO] 660/1807 | Ouroboros: Wafer-Scale SRAM CIM with Token-Grained Pipelining for Large Language Model Inference
[NO] 661/1807 | Two-stage Convolutional Neural Network for six-dimensional phase space reconstruction
[NO] 662/1807 | Gated Differential Linear Attention: A Linear-Time Decoder for High-Fidelity Medical Segmentation
[NO] 663/1807 | Cross-view geo-localization, Image retrieval, Multiscale geometric modeling, Frequency domain enhancement
[NO] 664/1807 | Non-commutative integration method and generalized coherent states
[NO] 665/1807 | Doppler Shift Keying Modulation for Uplink Multiple Access over Doubly-Dispersive Channels
[NO] 666/1807 | From "What" to "How": Constrained Reasoning for Autoregressive Image Generation
[NO] 667/1807 | A Natural Language Agentic Approach to Study Affective Polarization
[NO] 668/1807 | All-optical intracellular thermal profiling using nanodiamond-based "thermal radar"
[NO] 669/1807 | Intelligent Pathological Diagnosis of Gestational Trophoblastic Diseases via Visual-Language Deep Learning Model
[NO] 670/1807 | Asai Gamma Factors and Distinction in families
[NO] 671/1807 | Subspace variations of the weighted skew Bollobás theorem
[NO] 672/1807 | Large Language Model Empowered CSI Feedback in Massive MIMO Systems
[YES] 673/1807 | Causal Learning Should Embrace the Wisdom of the Crowd
[NO] 674/1807 | PanoMHD: Multimodal Modelling of Plasma Dynamics towards Tokamak Control
[YES] 675/1807 | IMR-LLM: Industrial Multi-Robot Task Planning and Program Generation using Large Language Models
[NO] 676/1807 | Experimental and Computational Analysis of the Hydrodynamics of Droplet Generation in a Cylindrical Microfluidic Device
[NO] 677/1807 | OmniFashion: Towards Generalist Fashion Intelligence via Multi-Task Vision-Language Learning
[NO] 678/1807 | Generalized Per-Agent Advantage Estimation for Multi-Agent Policy Optimization
[NO] 679/1807 | Weinberg Angle, Neutron Abundance in BBN, and Lifetime
[NO] 680/1807 | cuNRTO: GPU-Accelerated Nonlinear Robust Trajectory Optimization
[YES] 681/1807 | StitchCUDA: An Automated Multi-Agents End-to-End GPU Programing Framework with Rubric-based Agentic Reinforcement Learning
[NO] 682/1807 | Undecided State Dynamics with Many Opinions
[NO] 683/1807 | Towards an Incremental Unified Multimodal Anomaly Detection: Augmenting Multimodal Denoising From an Information Bottleneck Perspective
[NO] 684/1807 | Topological bounds on the dynamical growth rate of chemical reaction networks
[NO] 685/1807 | Uni-Skill: Building Self-Evolving Skill Repository for Generalizable Robotic Manipulation
[NO] 686/1807 | Implicit Bias in Deep Linear Discriminant Analysis
[NO] 687/1807 | Same Error, Different Function: The Optimizer as an Implicit Prior in Financial Time Series
[YES] 688/1807 | Heterogeneous Agent Collaborative Reinforcement Learning
[NO] 689/1807 | $m$-Rigidity and Finite-One Degrees Inside Typical Many-One Degrees
[NO] 690/1807 | Low-Degree Method Fails to Predict Robust Subspace Recovery
[NO] 691/1807 | Ulrich Bundles on Jacobian Variety of a Curve
[NO] 692/1807 | Dinaturality for Double Categories
[NO] 693/1807 | Molecular Dynamics Simulations Reveal PolyQ-Length-Dependent Conformational Changes in Huntingtin Exon-1: Implications for Environmental Co-Solvent Modulation of Aggregation-Prone States
[NO] 694/1807 | Modeling double bounded data based on correlated gamma random variables
[NO] 695/1807 | SOLAR: SVD-Optimized Lifelong Attention for Recommendation
[NO] 696/1807 | Chiral Polyhedra from AGL(1,q)
[NO] 697/1807 | ForestPersons: A Large-Scale Dataset for Under-Canopy Missing Person Detection
[NO] 698/1807 | Exploiting PendingIntent Provenance Confusion to Spoof Android SDK Authentication
[NO] 699/1807 | PathSpace: Rapid continuous map approximation for efficient SLAM using B-Splines in constrained environments
[NO] 700/1807 | Understanding the Effects of Interaction on Emotional Experiences in VR
[NO] 701/1807 | EIMC: Efficient Instance-aware Multi-modal Collaborative Perception
[NO] 702/1807 | Beyond Anatomy: Explainable ASD Classification from rs-fMRI via Functional Parcellation and Graph Attention Networks
[NO] 703/1807 | Multiscale Ultrabroadband Polymer Scattering Media with Tailored Emittance for Radiative Thermal Management
[NO] 704/1807 | Learning Object-Centric Spatial Reasoning for Sequential Manipulation in Cluttered Environments
[NO] 705/1807 | Semi-partitioned Generalized Method of Moments for Longitudinal Data with Lagged and Feedback Covariates
[NO] 706/1807 | SGMA: Semantic-Guided Modality-Aware Segmentation for Remote Sensing with Incomplete Multimodal Data
[NO] 707/1807 | Improving Low-Vision Chart Accessibility via On-Cursor Visual Context
[NO] 708/1807 | WTHaar-Net: a Hybrid Quantum-Classical Approach
[NO] 709/1807 | High-Stress Si3N4 Reflective Membranes Monolithically Integrated with Cavity Bragg Mirrors
[NO] 710/1807 | Geometric structures and deviations on James' symmetric positive-definite matrix bicone domain
[YES] 711/1807 | Beyond Task Completion: Revealing Corrupt Success in LLM Agents through Procedure-Aware Evaluation
[NO] 712/1807 | From Complex Dynamics to DynFormer: Rethinking Transformers for PDEs
[NO] 713/1807 | Robust principal component analysis with rank and cardinality regularization under matrix factorization
[NO] 714/1807 | Multi-Scale Adaptive Neighborhood Awareness Transformer For Graph Fraud Detection
[NO] 715/1807 | Kinetic coefficients of two-dimensional electrons with strong Zeeman splitting
[NO] 716/1807 | KA band mobile antenna for satellite communication
[NO] 717/1807 | MoECLIP: Patch-Specialized Experts for Zero-shot Anomaly Detection
[NO] 718/1807 | Using a Stifneck Select Collar$^{\mathrm{TM}}$ for hands-free semiautomatic blood flow measurements: a user study
[NO] 719/1807 | Beyond Factual Correctness: Mitigating Preference-Inconsistent Explanations in Explainable Recommendation
[NO] 720/1807 | Nemesis: A Multi-Scale, Multi-Physics Algorithm for Astrophysics
[NO] 721/1807 | EduVQA: Benchmarking AI-Generated Video Quality Assessment for Education
[NO] 722/1807 | Hasse-Witt invariants of Calabi-Yau varieties
[NO] 723/1807 | Effects of isovector spin-orbit interaction on the charge-weak form factor difference in $^{48}$Ca, $^{208}$Pb, $^{90}$Zr and $^{62}$Ni
[YES] 724/1807 | Step-Level Sparse Autoencoder for Reasoning Process Interpretation
[NO] 725/1807 | Any Resolution Any Geometry: From Multi-View To Multi-Patch
[NO] 726/1807 | SEHFS: Structural Entropy-Guided High-Order Correlation Learning for Multi-View Multi-Label Feature Selection
[NO] 727/1807 | Arithmetic structure of generalized Inoue--Bombieri manifolds
[NO] 728/1807 | Single-Sample Bilateral Trade with a Broker
[NO] 729/1807 | Notes on Solid Geometry
[NO] 730/1807 | A new methodology for direct detection of heavy dark matter at intense particle beam facilities
[NO] 731/1807 | Susceptible-Infected Epidemics on Evolving Graphs at Critical Infection Rate
[NO] 732/1807 | Nature of granular drag in microgravity
[NO] 733/1807 | eTFCE: Exact Threshold-Free Cluster Enhancement via Fast Cluster Retrieval
[NO] 734/1807 | Anisotropic skyrmion liquid phase
[NO] 735/1807 | Kitaev model in a magnetic field: stable emergent structure, degenerate classical ground states, and reentrant topology
[YES] 736/1807 | It's Alive! What a Live Object Environment Changes in Software Engineering Practice
[NO] 737/1807 | The informational observer in Relational Quantum Mechanics
[NO] 738/1807 | TagaVLM: Topology-Aware Global Action Reasoning for Vision-Language Navigation
[NO] 739/1807 | Integrating Homomorphic Encryption and Synthetic Data in FL for Privacy and Learning Quality
[NO] 740/1807 | Nuclear interference by electronic de-orthogonalisation
[NO] 741/1807 | Acyclic sets and colorings in digraphs under restrictions on degrees and cycle lengths
[YES] 742/1807 | Reducing Labeling Effort in Architecture Technical Debt Detection through Active Learning and Explainable AI
[NO] 743/1807 | TC-Padé: Trajectory-Consistent Padé Approximation for Diffusion Acceleration
[NO] 744/1807 | New morpho-kinematic classification: The two-dimensional spatial distribution of stellar specific angular momentum in late-type galaxies
[NO] 745/1807 | Self-supervised Domain Adaptation for Visual 3D Pose Estimation of Nano-drone Racing Gates by Enforcing Geometric Consistency
