[2026-02-28 09:14:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-27
正在获取论文...
[IEEE] 2026-2-27 | Prediction of the Breast Cancer in Histopathology Images using JAYA-Optimized Deep Network
[NO] 321/1000 | Efficient VVC Intra Partitioning With Shared Feature Extraction and Complexity-Aware Threshold Decision
[NO] 322/1000 | Fixed-time disturbance rejection control for PMSM drives via estimation-error compensation and a fuzzy event-triggering mechanism
[NO] 323/1000 | AraOptical Testbed: Design, Field Trials, and Channel Analysis of Long-Range FSOC System With COTS Transceivers_supp1-3667493.pdf
[NO] 324/1000 | MambaGesture2: Co-Speech Gesture Generation via Hierarchical Fusion and Spatiotemporal Aggregation
[NO] 325/1000 | Dynamic Key-Based Certificateless Authentication Protocol for Seamless RSU switching in VANETs
[NO] 326/1000 | Design and Control of PI Controller Based ZVS Boost Converter
[NO] 327/1000 | Disaster Management in the Digital Age: A Study on the Use of Digital Media During Delhi's 2023 Yamuna Flood
[NO] 328/1000 | A Calibration Method Based on Binocular Vision for Eye-to-hand Configuration
[NO] 329/1000 | Optimized Current Limiting Protection Strategy for the MMC-HVDC System based on the Finite-Control-Set Model Predictive Control
[NO] 330/1000 | A High-PSRR, Ultra-Low Quiescent Current, Capless LDO Regulator Using a Self-Biased Recycling Folded-Cascode Error Amplifier in 90nm CMOS
[NO] 331/1000 | Proposal and Fundamental Evaluation of a Hand Posture Guidance Method Using Air-Jet-Based Force Feedback
[NO] 332/1000 | Scalable, Fault-Tolerant Quantum Algorithms for Cryptanalysis-Resistant Communications
[NO] 333/1000 | Detecting Fraud on the Ethereum Blockchain Using the XGBoost Algorithm
[NO] 334/1000 | Explainable Ensemble Machine Learning Approach for severity prediction of Hemophilia A
[NO] 335/1000 | Submodule Capacitor Voltage Control for T-Type Modular Multilevel DC/DC Converter
[NO] 336/1000 | Feature Attention-Enhanced CNN-LSTM for Real Time Stress Prediction &amp; Management
[NO] 337/1000 | Solar-Powered Wearable Device for Real-Time Health Monitoring with Integrated SOS and GPS Tracking
[YES] 338/1000 | Design and Implementation of a 32-bit RISC-V Pipelined Processor by using Verilog for IoT
[NO] 339/1000 | Basic Study for Drive Mechanism with Synthetic Fiber Rope : Feasibility Study of a Tension Measurable High-Strength Synthetic Fiber Rope
[NO] 340/1000 | Large-Model-Based Knowledge Transfer for Industrial Data Fusion and Interoperability Research
[NO] 341/1000 | Mobile Manipulation System for In-Store Product Stocking, Disposal, and Customer Detection with Minimal Environment Modification
                    <sup>*</sup>
[NO] 342/1000 | Inter-turn Short Circuit Fault Diagnosis of Permanent Magnet Synchronous Motor Using an Adaptive Super-Twisting Sliding Mode Observer
[NO] 343/1000 | Power Optimized AES Using CFA for Secure Memory Access and FPGA Implementation
[NO] 344/1000 | Agrivoltaics: A Review of Systems, Performance and Future Directions
[NO] 345/1000 | Artificial Neural Network Approach for Forecasting the Mechanical Behavior of Prosopis Juliflora Fibre-Reinforced Epoxy Composites
[NO] 346/1000 | Dual-Active-Bridge Converters for Large-step Time -Domine Simulation
[NO] 347/1000 | An Improved Dynamic Power Decoupling Method for Grid-Forming Inverters
[NO] 348/1000 | Analytical Model for Series-Connected SiC MOSFETs Under Heavy and Light Load Scenario
[NO] 349/1000 | Embedding Remote Center of Motion Constraints into Robotic Manipulator Control via Recurrent Neural Networks
[NO] 350/1000 | AI in Financial Forecasting: Enhancing Portfolio Optimization with Deep Learning
[NO] 351/1000 | HybridNet: A High-Accuracy Attention-Based Lightweight CNN for UAV-Based Aerial Disaster Image Classification
[NO] 352/1000 | A Reinforcement Learning Approach for Fast and Efficient Fault Recovery in Cloud-Based Microservices
[NO] 353/1000 | Improved HSI Classification via Hybrid Spatial-Spectral Deep Features and Kernel ELM
[NO] 354/1000 | Dynamic Bimanual Cloth Manipulation via Dynamic Movement Primitives and Reinforcement Learning
[NO] 355/1000 | ‘Aquarencia’ Serious Game as an Effort to Educate and Revitalize the Conservation of Endangered Sea Turtle
[NO] 356/1000 | A Single-Stage AC-DC Converter Based Resonant Semi-DAB with Hybrid Discontinuous Conduction Mode and Fixed Switching Frequency Control
[NO] 357/1000 | A Relative Assessment of Data Privacy Standards in AI Personalization of Media Platforms
[NO] 358/1000 | Human-in-the-Loop Control of a Soft Pneumatic Exosuit for Step Width Guidance via Hip Abduction/Adduction
[NO] 359/1000 | A Decentralized Control Scheme for SoC-Balancing in Single-Phase Cascaded H-Bridge Energy Storage System in PV Plant
[NO] 360/1000 | ISCEIC 2025 Author Information Page
[NO] 361/1000 | An Intelligent Task Scheduling Framework in Fog Computing Using Q-Learning
[NO] 362/1000 | An efficient Low overshoot Driving Circuit For High-performance XPU Power Supply
[NO] 363/1000 | Collaborative Optimization of 2-DOF PI Parameters for PMSM Based on Visualization
[NO] 364/1000 | An Improved DVM-PLL Structure Considering Large Disturbance
[NO] 365/1000 | Improved DQ-Current Decoupling Control for Single-Stage EV OBCs Considering DAB Outer Mode Operation
[NO] 366/1000 | Modified Series Active Power Filter for L-type Single-phase Bridge Inverter
[NO] 367/1000 | Control Strategy of VSC-HVDC System based on Frequency Trajectory Planning
[NO] 368/1000 | Transformer-Enhanced Indonesian Cryptocurrency Sentiment Analysis for Social Media Trading Prediction
[NO] 369/1000 | Sparse Gaussian Markov Modeling for Robust and Trustworthy Unknown Cyber Defense
[NO] 370/1000 | Extended State Observer-Based Predefined Time Composite Anti-Disturbance Control for Hydraulic Cutting Arm
[NO] 371/1000 | Prompt-Image-Caption Consistency for AI-Generated Image Quality Assessment
[NO] 372/1000 | The Role of Reinforcement Learning in Production Control: A Systematic Literature Review
[NO] 373/1000 | I've Got Proof! Dataset-Specific Watermarking for Detecting Excessive Dataset Usage in Text-to-Image Diffusion Model Fine-Tuning
[NO] 374/1000 | Joint Trajectory and RIS Phase Shift Design for RIS-assisted SAGIN: A FL-MADRL Approach
[NO] 375/1000 | GSO-SLAM: Bidirectionally Coupled Gaussian Splatting and Direct Visual Odometry
[NO] 376/1000 | Efficient Modeling of Quasi-Periodic Structures Using a Physics-Informed Deep Operator Network
[NO] 377/1000 | T-Mamba: A Unified Framework with Long-Range Dependency in Dual-Domain for 2D &amp; 3D Tooth Segmentation
[NO] 378/1000 | Bimodal Commuting Alignment Network for Zero-shot Recognition
[NO] 379/1000 | Model Parameter Free Observer based-Robust Predictive Current Control for PMSM Drives
[NO] 380/1000 | HGC-Herd: Efficient Heterogeneous Graph Condensation via Representative Node Herding
[NO] 381/1000 | SurveiLens: Natural Language-Based Moment Retrieval for Surveillance Video Analysis
[NO] 382/1000 | Laugh, Engage, and Remember through Online Humor Advertising on Social Media
[NO] 383/1000 | Fast Action Generation via Knowledge Distillation with Flow Matching for Social Navigation
[NO] 384/1000 | Action Transition Recognition using ST-GCN for Worker Following in Agricultural Support Robots
[NO] 385/1000 | Design of Load-Mismatch-Resilient Doherty PA Using Multiload Dual-State Optimization
[NO] 386/1000 | Distributed Flow Shop Scheduling for Prefabricated Components with Soft Time Windows and Resource Constraints
[NO] 387/1000 | A Survey on Quantum Resistant Dead Drop Communication System
[NO] 388/1000 | Enhancing Accuracy in Heart Disease Prediction Using GAN
[NO] 389/1000 | A Novel Blockchain Framework for Agriculture: Enhancing Security and Transparency with Weighted Bidding and MBP-AgroBFT
[NO] 390/1000 | Exploring Energy Arbitrage Opportunities for Battery Energy Storage Systems in United States and India
[NO] 391/1000 | Multimodal Signal Fusion via Transformer for Underwater Thruster Fault Diagnosis
[NO] 392/1000 | scikit-robot: An Integrated Framework for Solving Structural Challenges in Dynamic Modeling for Reconfigurable Robotics
[NO] 393/1000 | Design and Control Technology of Four-Switch DC Converter for Battery Energy Storage System
[NO] 394/1000 | Nature-Inspired Optimization of FO-LQR for the Control of Rotary Double Inverted Pendulum
[NO] 395/1000 | Design and Implementation of a Hall Effect-Based Pressure Monitoring System with IoT Connectivity
[NO] 396/1000 | Power Transmission Limiting Design of the Grid-Forming Converter Under Different SCRs
[NO] 397/1000 | Planar Magnetic Integration for Three-phase LCL Filter Based on Y-type Magnetic Core and Planar Litz Wire
[NO] 398/1000 | A Zero-Input-Current-Ripple Quasi-Single-Stage High-Frequency Isolated Soft-Switching High-Power Factor Single-Phase Rectifier
[NO] 399/1000 | Adaptive Admittance Control of Robot Joints Based on LSTM Network Optimization
[NO] 400/1000 | Partial Discharge Detection Method for Power Modules Based on Balanced Circuit
[NO] 401/1000 | A Hybrid Deep Learning Framework for Smart Detection and Mapping of Illegal Waste Using Satellite Imagery
[NO] 402/1000 | 3D Object Detection based on Semi-Supervised Learning in Complex Traffic Environments
[NO] 403/1000 | Split-inductor implementation of a double-gain non-inverting buck-boost Y-Inverter
[NO] 404/1000 | An integrated solution for high turns ratio transformers suitable in 3D applications
[NO] 405/1000 | Series Elastic Actuated Needle Valve and Sealing Equilibrium Flow Rate Models for Precise Position Control in Single-Acting Water-Hydraulic Actuators
[NO] 406/1000 | A Federated Learning Framework for Multi-Parameter Optimization in Edge Computing
[NO] 407/1000 | Towards Torque-Driven Reinforcement Learning for Quadruped Locomotion
[NO] 408/1000 | A Meta Learning Based Stacked Ensemble Model (MetaCervX) for Enhanced Cervical Cancer Prediction
[NO] 409/1000 | COM-PACT: COMponent-Aware Pruning for Accelerated Control Tasks in Latent Space Models
[NO] 410/1000 | NBCFCM:A Segmentation Algorithm for MR Images with Concurrent Capability of Bias Field and Noise
[NO] 411/1000 | A Wideband Circularly Polarized Metasurface Glass Antenna for Satellite Navigation Systems
[NO] 412/1000 | Nature-Inspired Optimization of Kolmogorov-Arnold Networks: A Comparative Study for Medical Diagnostics
[NO] 413/1000 | Towards a lightweight ROS–CoppeliaSim simulator for the BEATRIX robotic education platform
[NO] 414/1000 | Developing a Secure, Scalable MERN Web Platform for Real-Time Food Ordering and Financial Transactions
[NO] 415/1000 | Developing an Efficient Underwater Object Detection System YOLO
[NO] 416/1000 | Brain Tumour Detection Using DenseNet121: Exploring the Role of Data Augmentation and Test-Time Augmentation for Improved Accuracy
[NO] 417/1000 | Detecting Fake Reviews on E-Commerce Platforms Using Nlp and Machine Learning
[NO] 418/1000 | Enhanced CNN-based DoS Attack detection in WSN and IoT using SMOTE for class imbalance handling
[NO] 419/1000 | Dead-Time Compensation and Neutral-Point Voltage Control for Three-Level Inverters with Zero Common-Mode Voltage Modulation
[NO] 420/1000 | Phishing Website Detection Using Deep Learning Based on URL Feature Extraction
[NO] 421/1000 | System Optimization of Implantable IPT Systems Considering Conduction and Eddy Current Loss
[NO] 422/1000 | QR or NFC? Understanding Indonesian Mobile Payment Adoption Through UTAUT
[NO] 423/1000 | PBRS for Sim-to-Real Cyber RL: Training Agents in a High-Fidelity CyberBattleSim
[NO] 424/1000 | 2019 AAAI/ACM SIGAI Dissertation Honorable Mention - Aishwarya Agrawal
[NO] 425/1000 | Stability Margin Analysis of A Black-Box DC Power Distribution System Over A Wide Operation Range By Current Perturbation Injection
[NO] 426/1000 | Symmetric uncertainty-based feature selection for high-dimensional data
[NO] 427/1000 | Optimization of target motion parameter calculation strategy based on DQN
[NO] 428/1000 | A computationally efficient deep learning model for real-time image dehazing on edge devices
[NO] 429/1000 | 2025 2nd Asia Pacific Conference on Computing Technologies, Communications and Networking (CTCNet)
[NO] 430/1000 | Developing Customer Lifetime Value Prediction in the Banking Sector Using LightGBM: A Case Study of Bank XYZ
[NO] 431/1000 | A digital twin based method for parameters identification of three-phase three-level NPC inverter and sensors
[NO] 432/1000 | Hierarchical Image-Based Visual-Servoing Control for Stewart Manipulators via Data-Driven Adaptation and Incremental Prediction
[NO] 433/1000 | Collaborative Feedback Discriminative Propagation for Video Super-Resolution
[NO] 434/1000 | The DL-DAM-Based Dust Accumulation Detection Model
[NO] 435/1000 | Weakly Supervised Semantic Segmentation via Complementary Attention Fusion
[NO] 436/1000 | Integrated Green Facades on Different Residential Buildings Using Clustering Method
[NO] 437/1000 | Local Velocity Field Control of a Nonholonomic Base for Kinesthetic Interaction with a Collaborative Arm
[NO] 438/1000 | Research on the Technical Principles and Performance Verification of SoVITS Speech Synthesis Model
[NO] 439/1000 | Open-Circuit Fault Diagnosis for Neutral Point Clamped Three-Level Grid-Connected Inverters Based on a Gain-Adaptive Super-Twisting Sliding Mode Observer
[NO] 440/1000 | A Decision-Making Multiple-Scenarios Primary Frequency Regulation Method for Renewable Energy Considering Power Backup
[NO] 441/1000 | Attentional Event-RGB Sensor Fusion for Fast Drone Detection
[NO] 442/1000 | Ultra-lightweight Speech Enhancement Model for Voice-Controlled Exoskeletons
[NO] 443/1000 | Improved YOLOv8-Based Monocular Visual Recognition Method for Pallets
[NO] 444/1000 | A Capacitor Coupling Method of V2 Adaptive On-time Control for Multi-phase Buck Converter
[NO] 445/1000 | Non-Invasive Sensor Based Detection of 2-FAL and Moisture in Transformer Oil
[NO] 446/1000 | Shattered Aspirations in the Age of AI: Investigating the Impact of the Glass Ceiling on the Mental Health of Working Women
[NO] 447/1000 | A Two-Stage GaN-Based ZVS DC-DC Converter with Wide Input Voltage Range
[NO] 448/1000 | Autonomous Drainage Control Systems Enabled by AIoT for Improved Building Infrastructure Efficiency
[NO] 449/1000 | Development of a Compact Collar-Mounted Feeder for Remote Dog Feeding
[NO] 450/1000 | State-of-Charge Estimation of Lithium-ion Batteries with BiLSTM Architecture
[NO] 451/1000 | Advanced Cryptographic Solutions for Enhanced Cloud Security, Auditing, and Key Management in 6G Smart Cities
[NO] 452/1000 | Analysis and Suppression of Voltage Harmonic in Single-Phase Islanded Microgrids Under Nonlinear Load Disturbance
[NO] 453/1000 | Next-Gen Sports Analytics: Enhancing Player Performance Evaluation with Hybrid RNN-LSTM Models
[NO] 454/1000 | Ensemble GBM-Based Capsule Networks for Malicious URL Detection
[NO] 455/1000 | GeoSense: Symbolic Regression based Localization Without Global Positioning System
[NO] 456/1000 | A Teleoperation Framework for an Articulated Aerial Robot with Full DoF Mapping of Base Pose and Joint Angles
