[2026-02-20 09:29:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-19
正在获取论文...
[arXiv] 2026-02-19 | BadCLIP++: Stealthy and Persistent Backdoors in Multimodal Contrastive Learning
[NO] 210/1694 | Multi-Probe Zero Collision Hash (MPZCH): Mitigating Embedding Collisions and Enhancing Model Freshness in Large-Scale Recommenders
[NO] 211/1694 | StructCore: Structure-Aware Image-Level Scoring for Training-Free Unsupervised Anomaly Detection
[NO] 212/1694 | Using Time Series Measures to Explore Family Planning Survey Data and Model-based Estimates
[NO] 213/1694 | Finite-size effects and energy alignment in molecular XANES under periodic boundary conditions: A systematic comparison of core-hole treatments
[NO] 214/1694 | Not Only for Developers: Exploring Plugin Maintenance for Knowledge-Centric Communities
[NO] 215/1694 | Fundamental Examples of non-compact Reeb spaces of smooth functions
[NO] 216/1694 | Divergence-form equations admitting nowhere $C^1$ Lipschitz weak solutions
[NO] 217/1694 | CAFE: Channel-Autoregressive Factorized Encoding for Robust Biosignal Spatial Super-Resolution
[NO] 218/1694 | Complex Moments, Gamma and Riemann Zeta Functions unified by the Parabolic Mellin Transform
[NO] 219/1694 | Exploring LLMs for User Story Extraction from Mockups
[NO] 220/1694 | Neural codes via homological invariants of polarized neural ideals
[NO] 221/1694 | Regge trajectories for the doubly heavy triquarks $((Qq)\bar{Q}')$
[NO] 222/1694 | Multiple shocks generated by the 2024 May 14 coronal mass ejection
[NO] 223/1694 | Fail-Closed Alignment for Large Language Models
[NO] 224/1694 | Beyond Chunk-Then-Embed: A Comprehensive Taxonomy and Evaluation of Document Chunking Strategies for Information Retrieval
[NO] 225/1694 | Anomalous Decay Rate and Greybody Factors for Regular Black Holes with Scalar Hair
[NO] 226/1694 | Efficient privacy loss accounting for subsampling and random allocation
[NO] 227/1694 | Unified Latents (UL): How to train your latents
[NO] 228/1694 | Illuminating the Mass Gap Through Deep Optical Constraint on a Neutron Star Merger Candidate S250206dm
[NO] 229/1694 | Spatio-temporal air flow properties in a 3D personalised model of the human lung
[NO] 230/1694 | Les Houches lectures on random quantum circuits and monitored quantum dynamics
[NO] 231/1694 | Trivance: Latency-Optimal AllReduce by Shortcutting Multiport Networks
[NO] 232/1694 | A Multi-modal Detection System for Infrastructure-based Freight Signal Priority
[NO] 233/1694 | Structured Prototype-Guided Adaptation for EEG Foundation Models
[NO] 234/1694 | Geometric and topological rigidity of pinched submanifolds in Riemannian manifolds
[NO] 235/1694 | Distributionally Robust Scheduling of Electrified Heating Under Heat Demand Forecast Uncertainty
[NO] 236/1694 | High-temperature $η$-pairing superconductivity in the photodoped Hubbard model
[NO] 237/1694 | All Leaks Count, Some Count More: Interpretable Temporal Contamination Detection in LLM Backtesting
[NO] 238/1694 | Photocatalytic methanol dehydrogenation promoted synergistically by atomically dispersed Pd and clustered Pd
[NO] 239/1694 | Quantum key distribution over a metropolitan network using an integrated photonics based prototype
[NO] 240/1694 | Multi-session Localization and Mapping Exploiting Topological Information
[NO] 241/1694 | Adaptive encodings for small and fast compressed suffix arrays
[NO] 242/1694 | RIS Control through the Lens of Stochastic Network Calculus: An O-RAN Framework for Delay-Sensitive 6G Applications
[NO] 243/1694 | EntropyPrune: Matrix Entropy Guided Visual Token Pruning for Multimodal Large Language Models
[NO] 244/1694 | Evidence of current-enhanced excited states in lattice QCD three-point functions
[NO] 245/1694 | What Makes a Good Doctor Response? An Analysis on a Romanian Telemedicine Platform
[NO] 246/1694 | Texo: Formula Recognition within 20M Parameters
[NO] 247/1694 | Kolmogorov analysis of pulsar TOA
[NO] 248/1694 | Anti-causal domain generalization: Leveraging unlabeled data
[NO] 249/1694 | The Bots of Persuasion: Examining How Conversational Agents' Linguistic Expressions of Personality Affect User Perceptions and Decisions
[NO] 250/1694 | NRGS-SLAM: Monocular Non-Rigid SLAM for Endoscopy via Deformation-Aware 3D Gaussian Splatting
[NO] 251/1694 | When LLM Judges Inflate Scores: Exploring Overrating in Relevance Assessment
[YES] 252/1694 | SimulatorCoder: DNN Accelerator Simulator Code Generation and Optimization via Large Language Models
[NO] 253/1694 | Computing class groups and gonalities of algebraic curves over finite fields
[NO] 254/1694 | On problems of Erdős and Baumann-Briggs on minimising the density of $s$-cliques in graphs with forbidden subgraphs
[NO] 255/1694 | Experimental certification of ensembles of high-dimensional quantum states with independent quantum devices
[NO] 256/1694 | Optimization Problems with Difference of Tangentially Convex Functions under Uncertainty
[NO] 257/1694 | Stackelberg Dynamic Location Planning under Cumulative Demand
[NO] 258/1694 | Dataless Weight Disentanglement in Task Arithmetic via Kronecker-Factored Approximate Curvature
[NO] 259/1694 | Insidious Imaginaries: A Critical Overview of AI Speculations
[NO] 260/1694 | Constraining $β$-Exponential Inflation with the latest ACT observations
[YES] 261/1694 | Computer-Using World Model
[NO] 262/1694 | Wavy-wall-based flow control for the suction side geometry of NACA4412 at Retau = 3000
[NO] 263/1694 | Training-free Graph-based Imputation of Missing Modalities in Multimodal Recommendation
[NO] 264/1694 | Application and Evaluation of the Common Circles Method
[NO] 265/1694 | Flat functors in the context of fibration categories
[NO] 266/1694 | What Breaks Embodied AI Security:LLM Vulnerabilities, CPS Flaws,or Something Else?
[NO] 267/1694 | Detecting nonequilibrium phase transitions via continuous monitoring of space-time trajectories and autoencoder-based clustering
[NO] 268/1694 | Highest-weight truncation, graded EFT structure, and renormalization of black hole Love numbers
[NO] 269/1694 | Iterated mutations of symmetric periodic algebras
[YES] 270/1694 | Socio-Technical Well-Being of Quantum Software Communities: An Overview on Community Smells
[NO] 271/1694 | Security of the Fischlin Transform in Quantum Random Oracle Model
[NO] 272/1694 | Hyper-contractivity and entropy decay in discrete time
[NO] 273/1694 | Toward Precision Helicity PDFs from Global DIS and SIDIS Fits with Projected EIC Measurements
[NO] 274/1694 | Human attribution of empathic behaviour to AI systems
[NO] 275/1694 | Ultralight Dark Matter Detection with a Ferromagnet Lattice
[YES] 276/1694 | ArXiv-to-Model: A Practical Study of Scientific LM Training
[NO] 277/1694 | A stochastic Schauder-Tychonoff type theorem and its applications
[NO] 278/1694 | 3D Gravity and Chaos in CFTs with Fermions
[NO] 279/1694 | Evidence for Multimodal Superfluidity of Neutrons
[NO] 280/1694 | Spectra and elliptic flow of light hadrons in an expanding fire-cylinder model for the RHIC Beam Energy Scan
[NO] 281/1694 | Optimal speed-up of multi-step Pontus-Mpemba protocols
[NO] 282/1694 | Large Language Models Persuade Without Planning Theory of Mind
[NO] 283/1694 | Exotic critical states as fractional Fermi seas in the one-dimensional Bose gas
[NO] 284/1694 | Modeling Distinct Human Interaction in Web Agents
[NO] 285/1694 | Breit corrections to moderately charged ions in all-orders calculations
[NO] 286/1694 | Bending the Scaling Law Curve in Large-Scale Recommendation Systems
[NO] 287/1694 | Grothendieck's Geometric Universes and A Sheaf-Theoretic Foundation of Information Network
[NO] 288/1694 | Powering Up Zeroth-Order Training via Subspace Gradient Orthogonalization
[NO] 289/1694 | TimeOmni-VL: Unified Models for Time Series Understanding and Generation
[NO] 290/1694 | Integrable cellular automata on finite fields of order $2^n$
[NO] 291/1694 | When More Experts Hurt: Underfitting in Multi-Expert Learning to Defer
[NO] 292/1694 | Automorphisms of Smooth Hypersurfaces with Fixed Loci of Codimension at Most Two
[NO] 293/1694 | Graphene FET Process and Analysis Optimization in 200 mm Pilot Line Environment
[NO] 294/1694 | B$^3$-Seg: Camera-Free, Training-Free 3DGS Segmentation via Analytic EIG and Beta-Bernoulli Bayesian Updates
[NO] 295/1694 | A gauge theoretical generalization of Bryant's correspondence
[NO] 296/1694 | Quantifying Competitive Relationships Among Open-Source Software Projects
[YES] 297/1694 | Efficient Parallel Algorithm for Decomposing Hard CircuitSAT Instances
[NO] 298/1694 | Measurement of ionization yield of low energy ions in low pressure $\mathrm{CF}_{4}$ gas for dark matter searches
[NO] 299/1694 | 3-decompositions of genus two handlebody-knots
[NO] 300/1694 | Owen-based Semantics and Hierarchy-Aware Explanation (O-Shap)
[NO] 301/1694 | Online Learning with Improving Agents: Multiclass, Budgeted Agents and Bandit Learners
[NO] 302/1694 | Agentic Wireless Communication for 6G: Intent-Aware and Continuously Evolving Physical-Layer Intelligence
[NO] 303/1694 | Understanding Nature Engagement Experiences of Blind People
[NO] 304/1694 | Diffusive Scaling Limits of Forward Event-Chain Monte Carlo: Provably Efficient Exploration with Partial Refreshment
[NO] 305/1694 | ComptonUNet: A Deep Learning Model for GRB Localization with Compton Cameras under Noisy and Low-Statistic Conditions
[YES] 306/1694 | How AI Coding Agents Communicate: A Study of Pull Request Description Characteristics and Human Review Responses
[NO] 307/1694 | Cross Pseudo Labeling For Weakly Supervised Video Anomaly Detection
[NO] 308/1694 | Mesoscopic Spin Coherence in a Disordered Dark Electron Spin Ensemble
[NO] 309/1694 | Tensor extension of the Abelian-Higgs model for a superconductor
[NO] 310/1694 | AdvSynGNN: Structure-Adaptive Graph Neural Nets via Adversarial Synthesis and Self-Corrective Propagation
[NO] 311/1694 | General sample size analysis for probabilities of causation: a delta method approach
[NO] 312/1694 | Formalization of Two Fixed-Point Algorithms in Hilbert Spaces
[NO] 313/1694 | Asymptotic stability of symmetric flows with viscous inflow boundary condition
[NO] 314/1694 | Evaporation of a freely floating droplet in an airstream: effects of temperature, humidity, and shape oscillations
[NO] 315/1694 | ALPS: A Diagnostic Challenge Set for Arabic Linguistic & Pragmatic Reasoning
[YES] 316/1694 | Wink: Recovering from Misbehaviors in Coding Agents
[NO] 317/1694 | Weak-Value Amplification for Longitudinal Phase Measurements Approaching the Shot-Noise Limit Characterized by Allan Variance
[NO] 318/1694 | Patch-Based Spatial Authorship Attribution in Human-Robot Collaborative Paintings
[NO] 319/1694 | Forecasting Anomaly Precursors via Uncertainty-Aware Time-Series Ensembles
[NO] 320/1694 | Self-referenced, drift-tolerant dipole-resolved population inversion using degeneracy-lifted dual quasinormal modes
[YES] 321/1694 | M2F: Automated Formalization of Mathematical Literature at Scale
[YES] 322/1694 | Arcee Trinity Large Technical Report
[NO] 323/1694 | Sonar-TS: Search-Then-Verify Natural Language Querying for Time Series Databases
[NO] 324/1694 | Learning to Recommend in Unknown Games
[NO] 325/1694 | Dynamic Delayed Tree Expansion For Improved Multi-Path Speculative Decoding
[NO] 326/1694 | Modeling Multivariate Missingness with Tree Graphs and Conjugate Odds
[NO] 327/1694 | Fundamental Limits of Black-Box Safety Evaluation: Information-Theoretic and Computational Barriers from Latent Context Conditioning
[NO] 328/1694 | Dynamics of Nesterov's Accelerated Gradient Descent in Quadratic Games
[NO] 329/1694 | "It's like a pet...but my pet doesn't collect data about me": Multi-person Households' Privacy Design Preferences for Household Robots
[NO] 330/1694 | Robust and Extensible Measurement of Broadband Plans with BQT+
[NO] 331/1694 | Early-Warning Signals of Grokking via Loss-Landscape Geometry
[NO] 332/1694 | Nested Sampling with Slice-within-Gibbs: Efficient Evidence Calculation for Hierarchical Bayesian Models
[NO] 333/1694 | Analytical modeling of helium absorption signals of isothermal atmospheric escape
[NO] 334/1694 | Plasma Mixing in Collisionless Kelvin-Helmholtz Dynamics
[NO] 335/1694 | Contact-Anchored Proprioceptive Odometry for Quadruped Robots
[NO] 336/1694 | Controlled dripping from a grooved condensing plate
[NO] 337/1694 | A Collective Trigger for Widespread Planetesimal Formation Revealed by Accretion Ages
[NO] 338/1694 | Superiority of Krylov shadow tomography in estimating quantum Fisher information: From bounds to exactness
[NO] 339/1694 | Generalized Reedy diagrams in tribes
[NO] 340/1694 | Raster Scan Diffraction Tomography
[NO] 341/1694 | Invertibility of the Fourier Diffraction Relation in Raster Scan Diffraction Tomography
[NO] 342/1694 | Uncovering subdominant multipole asymmetries in binary black-hole mergers
[NO] 343/1694 | PersonaMail: Learning and Adapting Personal Communication Preferences for Context-Aware Email Writing
[NO] 344/1694 | Polaffini: A feature-based approach for robust affine and polyaffine image registration
[NO] 345/1694 | Algebraic structures featuring graph dimensions, Hölder regularity, and fractional differentiability
[NO] 346/1694 | g4chargeit: Geant4-based kinetic Monte Carlo simulations of charging in dielectric materials
[NO] 347/1694 | SubQuad: Near-Quadratic-Free Structure Inference with Distribution-Balanced Objectives in Adaptive Receptor framework
[NO] 348/1694 | WebFAQ 2.0: A Multilingual QA Dataset with Mined Hard Negatives for Dense Retrieval
[NO] 349/1694 | Quenched large deviations for randomly weighted geodesic random walks
[NO] 350/1694 | Same Meaning, Different Scores: Lexical and Syntactic Sensitivity in LLM Evaluation
[NO] 351/1694 | Orbital current signature using neutron diffraction
[NO] 352/1694 | Some Remarks on Marginal Code Languages
[NO] 353/1694 | Lepton energy scale and resolution corrections based on the minimization of an analytical likelihood: IJazZ2.0
[NO] 354/1694 | Localised Operator Valued Kernels Invariant under Actions of $*$-Semigroupoids
[NO] 355/1694 | Non-Invasive Anemia Detection: A Multichannel PPG-Based Hemoglobin Estimation with Explainable Artificial Intelligence
[NO] 356/1694 | Quantum Scrambling Born Machine
[NO] 357/1694 | Physics Encoded Spatial and Temporal Generative Adversarial Network for Tropical Cyclone Image Super-resolution
[NO] 358/1694 | Low-Field Ferroelectric Switching realised by Forced Harmonic Oscillation of Domain Walls
[NO] 359/1694 | Learning a Latent Pulse Shape Interface for Photoinjector Laser Systems
[NO] 360/1694 | FRAPPE: Infusing World Modeling into Generalist Policies via Multiple Future Representation Alignment
[NO] 361/1694 | Near-single-domain superconducting aluminum films on GaAs(111)A with exceptional crystalline quality for scalable quantum circuits
[NO] 362/1694 | On the Value of Base Station Motion Knowledge for Goal-Oriented Remote Monitoring with Energy-Harvesting Sensors
[YES] 363/1694 | Web Verbs: Typed Abstractions for Reliable Task Composition on the Agentic Web
[NO] 364/1694 | CounterFlowNet: From Minimal Changes to Meaningful Counterfactual Explanations
[NO] 365/1694 | Weak 21st-century AMOC response to Greenland meltwater in a strongly eddying ocean model
