[2025-12-17 09:16:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-16
正在获取论文...
[arXiv] 2025-12-16 | Broadening View Synthesis of Dynamic Scenes from Constrained Monocular Videos
[NO] 168/1736 | Structures of moduli spaces of generalized Cantor sets
[NO] 169/1736 | A Generalized Formulation for Accurate and Robust Determination of Soil Shear Strength from Triaxial Tests
[NO] 170/1736 | FocalComm: Hard Instance-Aware Multi-Agent Perception
[NO] 171/1736 | Evaluating Frontier LLMs on PhD-Level Mathematical Reasoning: A Benchmark on a Textbook in Theoretical Computer Science about Randomized Algorithms
[NO] 172/1736 | Autonomous Construction-Site Safety Inspection Using Mobile Robots: A Multilayer VLM-LLM Pipeline
[NO] 173/1736 | Monotone max-convolution and subordination functions for free max-convolution
[NO] 174/1736 | A non-linear quantum neural network framework for entanglement engineering
[NO] 175/1736 | Adapting Speech Language Model to Singing Voice Synthesis
[NO] 176/1736 | Testing electron-photon exchange-correlation functional performance for many-electron systems under weak and strong light-matter coupling
[NO] 177/1736 | Stochastic Inflation in Numerical Relativity
[NO] 178/1736 | TiME: Tiny Monolingual Encoders for Efficient NLP Pipelines
[NO] 179/1736 | Attention-Based Preprocessing Framework for Improving Rare Transient Classification
[NO] 180/1736 | Ramsey numbers for partially-ordered sets
[NO] 181/1736 | Tunable Gaussian Pulse for Delay-Doppler ISAC
[NO] 182/1736 | Electrodrying in nanopores: from fundamentals to iontronic and memristive applications
[NO] 183/1736 | MuseCPBench: an Empirical Study of Music Editing Methods through Music Context Preservation
[NO] 184/1736 | PruneX: A Hierarchical Communication-Efficient System for Distributed CNN Training with Structured Pruning
[NO] 185/1736 | Field localisation and spin-momentum locking in zero-dimensional dissipative topological photonic interface state
[NO] 186/1736 | Distill Video Datasets into Images
[NO] 187/1736 | Model-Based Reinforcement Learning in Discrete-Action Non-Markovian Reward Decision Processes
[NO] 188/1736 | Engineering Zeeman-manifold quintets using state-dependent light shifts in neutral atoms
[NO] 189/1736 | Fusion of Cellular ISAC and Passive RF Sensing for UAV Detection and Tracking
[NO] 190/1736 | PerProb: Indirectly Evaluating Memorization in Large Language Models
[NO] 191/1736 | Limit profiles of ASEP
[NO] 192/1736 | FoodLogAthl-218: Constructing a Real-World Food Image Dataset Using Dietary Management Applications
[NO] 193/1736 | "Talking past each other": Issue ownership and microtargeting in Swiss online political ads
[NO] 194/1736 | Residual GRU+MHSA: A Lightweight Hybrid Recurrent Attention Model for Cardiovascular Disease Detection
[NO] 195/1736 | Multi-messenger and time-domain astronomy in the 2040s
[NO] 196/1736 | HiFi-Portrait: Zero-shot Identity-preserved Portrait Generation with High-fidelity Multi-face Fusion
[NO] 197/1736 | Synthetic Electrogram Generation with Variational Autoencoders for ECGI
[NO] 198/1736 | New criteria for the rectifiability of Radon measures in terms of Riesz transforms
[NO] 199/1736 | Interfacing adaptive optics simulations with the optical model: a powerful tool for MORFEO
[NO] 200/1736 | Geminids are initially cracked by atmospheric thermal stress
[NO] 201/1736 | On the coverage of electroweak-inos within the pMSSM with SModelS -- a comparison with the ATLAS pMSSM study
[NO] 202/1736 | The operad associated to a crossed simplicial group
[NO] 203/1736 | Spin-Selective Thermoelectric Transport in a Triangular Spin Ladder
[NO] 204/1736 | Graphene-Insulator-Superconductor junctions as thermoelectric bolometers
[NO] 205/1736 | Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Time-domain astronomy
[NO] 206/1736 | Context-Picker: Dynamic context selection using multi-stage reinforcement learning
[NO] 207/1736 | Super-Heisenberg-limited Sensing via Collective Subradiance in Waveguide QED
[NO] 208/1736 | Leveraging Plasmonic Nanocavity Arrays Forming Metasurfaces to Boost Second Harmonic Generation due to Surface Effects
[NO] 209/1736 | An Improved Approximation Algorithm for Maximum Weight 3-Path Packing
[NO] 210/1736 | Hierarchical structure of graded Betti numbers in the quadratic strand
[NO] 211/1736 | Polarization- and wave-vector selective optical metasurface with near-field coupling
[NO] 212/1736 | Modeling Short-Range Nucleon Pair and Triplet Abundances in Atomic Nuclei
[NO] 213/1736 | Bridging Artificial Intelligence and Data Assimilation: The Data-driven Ensemble Forecasting System ClimaX-LETKF
[NO] 214/1736 | Low-temperature behavior of density-functional theory for metals based on density-functional perturbation theory and Sommerfeld expansion
[NO] 215/1736 | Hybrid Ensemble Method for Detecting Cyber-Attacks in Water Distribution Systems Using the BATADAL Dataset
[NO] 216/1736 | Reducing Training Complexity in Empirical Quadrature-Based Model Reduction via Structured Compression
[NO] 217/1736 | Hybrid acousto-optical spin control in quantum dots
[NO] 218/1736 | On exponential Freiman dimension
[NO] 219/1736 | SuperWing: a comprehensive transonic wing dataset for data-driven aerodynamic design
[NO] 220/1736 | Terahertz Signal Coverage Enhancement in Hall Scenarios Based on Single-Hop and Dual-Hop Reconfigurable Intelligent Surfaces
[YES] 221/1736 | RePo: Language Models with Context Re-Positioning
[NO] 222/1736 | Sums of four fourth power of primes
[NO] 223/1736 | Homogenization of the random Neumann sieve problem under minimal assumptions on the size of the perforations
[NO] 224/1736 | Interactions between droplets in immiscible liquid suspensions and the influence of surfactants
[NO] 225/1736 | Pragmatic Earth-Fixed Beam Management for 3GPP NTN Common Signaling in LEO Satellites
[NO] 226/1736 | Causal Structure Learning for Dynamical Systems with Theoretical Score Analysis
[NO] 227/1736 | TiCard: Deployable EXPLAIN-only Residual Learning for Cardinality Estimation
[NO] 228/1736 | Sparse OFDM Design for Interference and Ambiguity Mitigation in Multi-Static ISAC
[NO] 229/1736 | CoLD Fusion: A Real-time Capable Spline-based Fusion Algorithm for Collective Lane Detection
[NO] 230/1736 | Enhancing Interpretability for Vision Models via Shapley Value Optimization
[NO] 231/1736 | A Data-Driven Approach for Electric Vehicle Powertrain Modeling
[NO] 232/1736 | Covariance, relativity, and the proper mass of the universe in the no-boundary wave function
[NO] 233/1736 | Criminal Liability in AI-Enabled Autonomous Vehicles: A Comparative Study
[NO] 234/1736 | Decoding Orbital Angular Momentum in Turbid Tissue-like Scattering Medium via Fourier-Domain Deep Learning
[NO] 235/1736 | Semantic Mismatch and Perceptual Degradation: A New Perspective on Image Editing Immunity
[NO] 236/1736 | From YOLO to VLMs: Advancing Zero-Shot and Few-Shot Detection of Wastewater Treatment Plants Using Satellite Imagery in MENA Region
[NO] 237/1736 | Estimating Reaction Rate Constants from Impedance Spectra: Simulating the Multistep Oxygen Evolution Reaction
[NO] 238/1736 | Climatological variability of a thunderstorm environment dataset in tropical and temperate regions
[NO] 239/1736 | GLM-TTS Technical Report
[NO] 240/1736 | Leveraging LLMs for Collaborative Ontology Engineering in Parkinson Disease Monitoring and Alerting
[NO] 241/1736 | TUN: Detecting Significant Points in Persistence Diagrams with Deep Learning
[NO] 242/1736 | CaFe-TeleVision: A Coarse-to-Fine Teleoperation System with Immersive Situated Visualization for Enhanced Ergonomics
[NO] 243/1736 | An LNGS Mobile Neutron Detector (ALMOND): Mapping Ambient Neutron Background of Gran Sasso National Laboratory
[NO] 244/1736 | A Possible Indication of Metallic Iron in White Dwarf Dusty Disks from their "Dirtiness"
[NO] 245/1736 | FLAME: Flow Enhanced Legendre Memory Models for General Time Series Forecasting
[NO] 246/1736 | On fractal minimizers and potentials of occupation measures
[YES] 247/1736 | From Context to EDUs: Faithful and Structured Context Compression via Elementary Discourse Unit Decomposition
[NO] 248/1736 | 4D-RaDiff: Latent Diffusion for 4D Radar Point Cloud Generation
[NO] 249/1736 | ViBES: A Conversational Agent with Behaviorally-Intelligent 3D Virtual Body
[NO] 250/1736 | OmniGen: Unified Multimodal Sensor Generation for Autonomous Driving
[NO] 251/1736 | Research Opportunities and Challenges of the EU's Digital Services Act
[NO] 252/1736 | Local stability and rates of convergence to equilibrium for the Nonlinear Renewal Equation; applications to Hawkes processes
[NO] 253/1736 | Analogue gravity with Bose-Einstein condensates
[NO] 254/1736 | Quantifying the Rate Performance of Potassium-Ion Batteries
[NO] 255/1736 | Optimizing the Adversarial Perturbation with a Momentum-based Adaptive Matrix
[NO] 256/1736 | Discrete time crystals enabled by Floquet strong Hilbert space fragmentation
[NO] 257/1736 | KalMRACO: Unifying Kalman Filter and Model Reference Adaptive Control for Robust Control and Estimation of Uncertain Systems
[NO] 258/1736 | Curvature-driver d.dynamics on $S^3$: a geometric atlas
[NO] 259/1736 | Forecasting Excessive Anesthesia Depth Using EEG α-Spindle Dynamics and Machine Learning
[NO] 260/1736 | Integrable variant Blaszak-Szum lattice equation
[NO] 261/1736 | MemFlow: Flowing Adaptive Memory for Consistent and Efficient Long Video Narratives
[NO] 262/1736 | Spherical Leech Quantization for Visual Tokenization and Generation
[NO] 263/1736 | CRISP: Contact-Guided Real2Sim from Monocular Video with Planar Scene Primitives
[NO] 264/1736 | Drell-Yan at the Electron-Ion Collider
[NO] 265/1736 | On Gotzmann thresholds and a conjecture of Bonanzinga and Eliahou
[NO] 266/1736 | From the Solar System to cosmological distances: a complete formalism for gravitational wave astrometry
[NO] 267/1736 | From STLS to Projection-based Dictionary Selection in Sparse Regression for System Identification
[NO] 268/1736 | Correlation functions at the topological quantum phase transition in the S=1 XXZ chain with single-ion anisotropy
[NO] 269/1736 | A Hamiltonian Formalism for Topological Recursion
[NO] 270/1736 | Encounter Times of Intermittently Running Particles
[NO] 271/1736 | Focus: A Streaming Concentration Architecture for Efficient Vision-Language Models
[NO] 272/1736 | Derivative-Informed Fourier Neural Operator: Universal Approximation and Applications to PDE-Constrained Optimization
[NO] 273/1736 | Power counting in the spectral action matrix model
[NO] 274/1736 | How Spatially Modulated Activity Reshapes Active Polymer Conformations
[NO] 275/1736 | Elastic3D: Controllable Stereo Video Conversion with Guided Latent Decoding
[NO] 276/1736 | Structure-preserving Variational Multiscale Stabilization of the Incompressible Navier-Stokes Equations
[NO] 277/1736 | Creating Opportunities: Co-designing an mHealth App with Older Adults
[NO] 278/1736 | Learning the score under shape constraints
[NO] 279/1736 | Chemical Engineering of Altermagnetism in Two-Dimensional Metal-Organic Frameworks
[NO] 280/1736 | A Compact Formula for Conserved Three-Point Tensor Structures in 4D CFT
[NO] 281/1736 | WorldPlay: Towards Long-Term Geometric Consistency for Real-Time Interactive World Modeling
[NO] 282/1736 | Condensed mathematics through compactological spaces
[NO] 283/1736 | Structure, Bonding and Stability of Boron Substituted Tungsten Clusters
[NO] 284/1736 | FakeRadar: Probing Forgery Outliers to Detect Unknown Deepfake Videos
[NO] 285/1736 | Hybrid Iterative Solvers with Geometry-Aware Neural Preconditioners for Parametric PDEs
[NO] 286/1736 | Selection and characterisation of the M-dwarf targets in the PLATO Input Catalogue
[NO] 287/1736 | An Ice Christmas Tree: Fast Three-Dimensional Printing of Ice Structures via Evaporative Cooling in Vacuum
[NO] 288/1736 | Search for heavy neutral leptons in B-meson decays
[NO] 289/1736 | Dual Language Models: Balancing Training Efficiency and Overfitting Resilience
[NO] 290/1736 | The Performance of Compression-Based Denoisers
[NO] 291/1736 | DASP: Self-supervised Nighttime Monocular Depth Estimation with Domain Adaptation of Spatiotemporal Priors
[NO] 292/1736 | Neural-Network Closures for Complex-Shaped Particles in the Force-Coupling Method
[NO] 293/1736 | VersatileFFN: Achieving Parameter Efficiency in LLMs via Adaptive Wide-and-Deep Reuse
[NO] 294/1736 | Charge collection efficiency of thimble ionization chambers exposed to ultra-high dose per pulse
[NO] 295/1736 | Excursions in Sylvester-Gallai land
[NO] 296/1736 | From few- to many-body physics: Strongly dipolar molecular Bose-Einstein condensates and quantum fluids
[NO] 297/1736 | Electrically tunable spin qubits in strain-engineered graphene p-n junctions
[NO] 298/1736 | An Inexact Modified Quasi-Newton Method for Nonsmooth Regularized Optimization
[NO] 299/1736 | Linguists should learn to love speech-based deep learning models
[NO] 300/1736 | A flexible class of latent variable models for the analysis of antibody response data
[NO] 301/1736 | Native Intelligence Emerges from Large-Scale Clinical Practice: A Retinal Foundation Model with Deployment Efficiency
[NO] 302/1736 | Nonlocal contributions to ergotropy: A thermodynamic perspective
[NO] 303/1736 | BridgeNet: A Dataset of Graph-based Bridge Structural Models for Machine Learning Applications
[NO] 304/1736 | Multimode Jahn-Teller Effect in Negatively Charged Nitrogen-Vacancy Center in Diamond
[NO] 305/1736 | Causal Secondary Analysis of Linked Data in the Presence of Mismatch Error
[NO] 306/1736 | A first systematic study of [OIII] 88$μ$m at $z>8$: two luminous oxygen lines and a powerful ionized outflow in the first 600 million years
[NO] 307/1736 | Construction techniques and commissioning of the Three-Backlink Experiment for the LISA mission
[NO] 308/1736 | A one-parameter two-zone leptonic model for the blazar sequence
[YES] 309/1736 | Model-First Reasoning LLM Agents: Reducing Hallucinations through Explicit Problem Modeling
[NO] 310/1736 | Distribution questions for isogeny graphs over finite fields
[NO] 311/1736 | Ensemble Parameter Estimation for the LPLSP Framework: A Rapid Approach to Reduced-Order Modeling for Transient Thermal Systems
[NO] 312/1736 | Probing Hairy Kerr Black Holes through Quasi-Periodic Oscillations I: A study based on the kinematic models
[NO] 313/1736 | Performance and Stability of Barrier Mode Parallel Systems with Heterogeneous and Redundant Jobs
[NO] 314/1736 | A4-Agent: An Agentic Framework for Zero-Shot Affordance Reasoning
[NO] 315/1736 | Score-Based Turbo Message Passing for Plug-and-Play Compressive Imaging
[NO] 316/1736 | Geometric Parameter Optimization of a Novel 3-(PP(2-(UPS))) Redundant Parallel Mechanism based on Workspace Determination
[NO] 317/1736 | Free-Running Ring Quantum Cascade Laser with 50 kHz Linewidth
[NO] 318/1736 | Agile Affine Frequency Division Multiplexing
[YES] 319/1736 | PortAgent: LLM-driven Vehicle Dispatching Agent for Port Terminals
[NO] 320/1736 | Univariate-Guided Interaction Modeling
[NO] 321/1736 | Cost-Free Neutrality for the River Method
[NO] 322/1736 | The role of supernova remnants for the emergence of pre-biotic chemistry in molecular clouds
[YES] 323/1736 | TorchTraceAP: A New Benchmark Dataset for Detecting Performance Anti-Patterns in Computer Vision Models
[NO] 324/1736 | Coordinated Fast Frequency Response from Electric Vehicles, Data Centers, and Battery Energy Storage Systems
[NO] 325/1736 | Most Powerful Test with Exact Family-Wise Error Rate Control: Necessary Conditions and a Path to Fast Computing
[NO] 326/1736 | Consistent Instance Field for Dynamic Scene Understanding
