[2026-03-10 09:31:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-09
正在获取论文...
[arXiv] 2026-03-09 | GOMA: Geometrically Optimal Mapping via Analytical Modeling for Spatial Accelerators
[NO] 273/961 | RESAPLE: An Approximate One-Step Restricted Likelihood Estimator of Spatial Dependence for Exploratory Spatial Analysis
[NO] 274/961 | A Dynamic Equilibrium Model for Automated Market Makers
[NO] 275/961 | Parity-dependent Casimir forces and Hall currents for a confined Dirac field
[NO] 276/961 | Pinching Antennas-Assisted Low-Latency Federated Learning Over Multi-User Wireless Networks
[NO] 277/961 | Informational Cardinality: A Unifying Framework for Set Theory, Fractal Geometry, and Analytic Number Theory
[NO] 278/961 | A characterization of interval nest digraphs
[NO] 279/961 | Online Sparse Synthetic Aperture Radar Imaging
[YES] 280/961 | SmartGraphical: A Human-in-the-Loop Framework for Detecting Smart Contract Logical Vulnerabilities via Pattern-Driven Static Analysis and Visual Abstraction
[NO] 281/961 | MetaWorld-X: Hierarchical World Modeling via VLM-Orchestrated Experts for Humanoid Loco-Manipulation
[NO] 282/961 | Right-tail asymptotics for products of independent normal random variables
[YES] 283/961 | RetroAgent: From Solving to Evolving via Retrospective Dual Intrinsic Feedback
[NO] 284/961 | mmGAT: Pose Estimation by Graph Attention with Mutual Features from mmWave Radar Point Cloud
[NO] 285/961 | Interactive World Simulator for Robot Policy Training and Evaluation
[NO] 286/961 | Minimax estimation for Varying Coefficient Model via Laguerre Series
[NO] 287/961 | Rethinking Strict Dissipativity for Economic MPC
[NO] 288/961 | Anisotropic implantation damage build-up and crystal recovery in $β$-Ga$_2$O$_3$
[NO] 289/961 | CRED: Counterfactual Reasoning and Environment Design for Active Preference Learning
[NO] 290/961 | OccTrack360: 4D Panoptic Occupancy Tracking from Surround-View Fisheye Cameras
[YES] 291/961 | SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement
[NO] 292/961 | Breaking the Bias Barrier in Concave Multi-Objective Reinforcement Learning
[NO] 293/961 | Beyond Hungarian: Match-Free Supervision for End-to-End Object Detection
[NO] 294/961 | ML in Astrophysical Turbulence I: Predicting Prestellar Cores in Magnetized Molecular Clouds using eXtreme Gradient Boosting
[NO] 295/961 | New Ramanujan-type congruences for overpartitions modulo $11$ and $13$
[NO] 296/961 | A combinatorial formula for Wilson loop expectations on compact surfaces
[NO] 297/961 | Echo2ECG: Enhancing ECG Representations with Cardiac Morphology from Multi-View Echos
[NO] 298/961 | Ashes of FIRE: Modeling Dust Grain Size Evolution in the Local Group with FIRE
[NO] 299/961 | Finite element approximations of the stochastic Benjamin-Bona-Mahony equation with multiplicative noise
[NO] 300/961 | 3PoinTr: 3D Point Tracks for Robot Manipulation Pretraining from Casual Videos
[NO] 301/961 | X-AVDT: Audio-Visual Cross-Attention for Robust Deepfake Detection
[NO] 302/961 | Classical finite dimensional fixed point methods for generalized functions
[NO] 303/961 | Stability analysis and quantum-limited noise properties of the Soliton-similariton fiber laser
[NO] 304/961 | Non-local effects in charge and energy transport with dissipative electrodes
[NO] 305/961 | A Dataset for Probing Translationese Preferences in English-to-Swedish Translation
[NO] 306/961 | LLM-Driven Online Aggregation for Unstructured Text Analytics
[NO] 307/961 | Splitting methods for the Gross-Pitaevskii equation on the full space and vortex nucleation
[NO] 308/961 | Graph Based Semantic Encoder Decoder Framework for Task Oriented Communications in Connected Autonomous Vehicles
[NO] 309/961 | Can Vision-Language Models Solve the Shell Game?
[NO] 310/961 | Robust ellipticity measurements of 29 Galactic globular clusters
[NO] 311/961 | Client-Cooperative Split Learning
[NO] 312/961 | Double White Dwarf Mergers as Progenitors of Long-Period Transients
[NO] 313/961 | Hitherto unrecognized intermolecular Coulombic decay mechanism in gases
[NO] 314/961 | Revealing Behavioral Plasticity in Large Language Models: A Token-Conditional Perspective
[NO] 315/961 | Experimental Realization of the Markov Chain Monte Carlo Algorithm on a Quantum Computer
[NO] 316/961 | Structure from Rank: Rank-Order Coding as a Bridge from Sequence to Structure
[NO] 317/961 | Perception-Aware Communication-Free Multi-UAV Coordination in the Wild
[NO] 318/961 | The biased interaction game: Its dynamics and application in modelling social systems
[NO] 319/961 | On the elementary theory of the real exponential field
[NO] 320/961 | Torque Hyperuniformity in Frictional Granular Matter - Theory and Experiments
[NO] 321/961 | Optical manipulation of valley coherence via Landau level transitions in black phosphorus and WTe2 monolayers
[NO] 322/961 | Bound Trions in Two-Dimensional Monolayers: A Review
[NO] 323/961 | Rethinking Attention Output Projection: Structured Hadamard Transforms for Efficient Transformers
[NO] 324/961 | Electrocardiogram Classification with Transformers Using Koopman and Wavelet Features
[NO] 325/961 | PRIME: Efficient Algorithm for Token Graph Routing Problem
[NO] 326/961 | Hierarchical Multi-Modal Planning for Fixed-Altitude Sparse Target Search and Sampling
[NO] 327/961 | The coordination between TSO and DSO in the context of energy transition - A review
[NO] 328/961 | Topological Fields in $4d$ Higher Spin Theory
[NO] 329/961 | Horizontal curvatures of surfaces in 3D contact sub-Riemannian Lie groups
[NO] 330/961 | GRAND for Gaussian Intersymbol Interference Channels
[NO] 331/961 | Search for decays of the Higgs boson into pair-produced pseudoscalar particles decaying into $τ^+τ^-τ^+τ^-$ using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector
[NO] 332/961 | Structural phase transitions in double perovskite crystals studied by Brillouin light scattering
[NO] 333/961 | Human-AI Divergence in Ego-centric Action Recognition under Spatial and Spatiotemporal Manipulations
[NO] 334/961 | Knife-edge removal in schlieren imaging
[NO] 335/961 | Novel Semantic Prompting for Zero-Shot Action Recognition
[NO] 336/961 | An objective non-local prior for skew-symmetric models
[NO] 337/961 | AdaCultureSafe: Adaptive Cultural Safety Grounded by Cultural Knowledge in Large Language Models
[NO] 338/961 | A probable inside-out dwarf nova outburst from the period bouncer candidate ASASSN-25dc
[NO] 339/961 | Towards a more efficient bias detection in financial language models
[NO] 340/961 | Event-based Motion & Appearance Fusion for 6D Object Pose Tracking
[NO] 341/961 | NCL-UoR at SemEval-2026 Task 5: Embedding-Based Methods, Fine-Tuning, and LLMs for Word Sense Plausibility Rating
[NO] 342/961 | Kleinian hyperelliptic funtions of weight 2 associated with curves of genus 2
[NO] 343/961 | Bootstrapping Audiovisual Speech Recognition in Zero-AV-Resource Scenarios with Synthetic Visual Data
[NO] 344/961 | SiMO: Single-Modality-Operable Multimodal Collaborative Perception
[NO] 345/961 | Why Learn What Physics Already Knows? Realizing Agile mmWave-based Human Pose Estimation via Physics-Guided Preprocessing
[NO] 346/961 | Exploring Deep Learning and Ultra-Widefield Imaging for Diabetic Retinopathy and Macular Edema
[NO] 347/961 | A General Lie-Group Framework for Continuum Soft Robot Modeling
[NO] 348/961 | Hyperbolic elliptic parabolic disks approximated by half distance bands
[NO] 349/961 | Caveats on formulating finite elasto-plasticity in curvilinear coordinates
[NO] 350/961 | 3-D Near-Field Passive Radar Imaging Using Multiple Illumination Sources
[NO] 351/961 | DualTurn: Learning Turn-Taking from Dual-Channel Generative Speech Pretraining
[NO] 352/961 | BioGait-VLM: A Tri-Modal Vision-Language-Biomechanics Framework for Interpretable Clinical Gait Assessment
[NO] 353/961 | It's Time to Get It Right: Improving Analog Clock Reading and Clock-Hand Spatial Reasoning in Vision-Language Models
[NO] 354/961 | Layer-Dependent Orbital Magnetization in Graphene-Haldane Heterostructures
[NO] 355/961 | Samyama: A Unified Graph-Vector Database with In-Database Optimization, Agentic Enrichment, and Hardware Acceleration
[NO] 356/961 | Resonance near a doubly degenerate embedded eigenvalue
[NO] 357/961 | The Differential Effects of Agreeableness and Extraversion on Older Adults' Perceptions of Conversational AI Explanations in Assistive Settings
[NO] 358/961 | K-DRIFT Science Theme: New Theoretical Framework Using the Galaxy Replacement Technique for LSB studies
[NO] 359/961 | Connecting baryon light-front wave functions to quasi-transverse-momentum-dependent correlators in lattice QCD
[NO] 360/961 | Synchronization of higher-dimensional Kuramoto oscillators on networks: from scalar to matrix-weighted couplings
[NO] 361/961 | The Conundrum of Trustworthy Research on Attacking Personally Identifiable Information Removal Techniques
[NO] 362/961 | Metriq: A Collaborative Platform for Benchmarking Quantum Computers
[NO] 363/961 | End-to-end optimisation of HEP triggers
[YES] 364/961 | SPD-RAG: Sub-Agent Per Document Retrieval-Augmented Generation
[NO] 365/961 | FlowTouch: View-Invariant Visuo-Tactile Prediction
[NO] 366/961 | Patrolling cop vs omniscient robber
[NO] 367/961 | Flash from the Past: New Gamma-Ray Constraints on Light CP-even Scalar from SN1987A
[NO] 368/961 | Nonlinear Mode Coupling in Silicon Nitride Membrane Resonators
[NO] 369/961 | Benchmarking Language Modeling for Lossless Compression of Full-Fidelity Audio
[NO] 370/961 | Electromagnetically induced transparency and population repump readout of Rydberg states of Cs atoms in a J-scheme
[NO] 371/961 | Faster Parametric Submodular Function Minimization by Exploiting Duality
[NO] 372/961 | 3D Dynamics of a Premagnetized Gas-puff Z-pinch implosion
[NO] 373/961 | Exp-Force: Experience-Conditioned Pre-Grasp Force Selection with Vision-Language Models
[NO] 374/961 | Optimal Savings under Transition Uncertainty and Learning Dynamics
[NO] 375/961 | OfficeQA Pro: An Enterprise Benchmark for End-to-End Grounded Reasoning
[NO] 376/961 | Carbon-aware Market Participation for Building Energy Management Systems
[NO] 377/961 | CAST: Modeling Visual State Transitions for Consistent Video Retrieval
[NO] 378/961 | Black Hole Mergers as the Fastest Photon Ring Scramblers
[NO] 379/961 | Why No Consensus on Consensus? A Deep Dive into Blockchain Consensus Protocols
[NO] 380/961 | Improved branching-fraction measurements of $B^0_{(s)} \to K_S^0 h^+ h^{'-}$ decays and first observation of $B^0_(s) \to K_S^0 K^+ K^-$
[NO] 381/961 | Online Learning in Semiparametric Econometric Models
[NO] 382/961 | What to Make Sense of in the Era of LLM? A Perspective from the Structure and Efforts in Sensemaking
[NO] 383/961 | Asymptotic Tail of the Product of Independent Poisson Random Variables
[NO] 384/961 | Radiative corrections to the nucleon isovector $g_V$ and $g_A$
[NO] 385/961 | An Accurate Vector Magnetometer via Zeeman Rabi Oscillations
[NO] 386/961 | A GPU-Accelerated Transient Detection Pipeline for DECam Time-Domain Surveys
[NO] 387/961 | Boosting MLLM Spatial Reasoning with Geometrically Referenced 3D Scene Representations
[NO] 388/961 | Microwave response of electrically driven spins in a three-qubit quantum processor
[NO] 389/961 | Scalable Neural Vocoder from Range-Null Space Decomposition
[NO] 390/961 | LoopLens: Supporting Search as Creation in Loop-Based Music Composition
[NO] 391/961 | Systematic selection of surrogate models for nonequilibrium chemistry
[NO] 392/961 | Heavy-Fermion Behavior and a Tunable Density Wave in a Novel Vanadium-based Mosaic Lattice
[NO] 393/961 | Fusion of Monostatic and Bistatic Sensing for ISAC-Enabled Low-Altitude Environment Mapping
[NO] 394/961 | Emergence of an Advective Boundary Layer in Monsoon Cross-Equatorial Flow: Scaling, Dynamics, and Idealized Models
[NO] 395/961 | Evaluation of EMF Exposure to Throughput Ratio for Sustainable 5G Networks
[NO] 396/961 | The image of the adelic Galois representation of an elliptic curve with complex multiplication
[NO] 397/961 | Bayesian inference of planted matchings: Local posterior approximation and infinite-volume limit
[NO] 398/961 | Recent advances in spatial light modulator-based three-dimensional optical imaging (Invited)
[NO] 399/961 | Towards Effective and Efficient Graph Alignment without Supervision
[NO] 400/961 | Rethinking the semantic classification of indoor places by mobile robots
[NO] 401/961 | Kantorovich Regression Analysis of Random Distributions with Mixed Predictors
[NO] 402/961 | Improving Continual Learning for Gaussian Splatting based Environments Reconstruction on Commercial Off-the-Shelf Edge Devices
[NO] 403/961 | Reading $\neq$ Seeing: Diagnosing and Closing the Typography Gap in Vision-Language Models
[NO] 404/961 | Efficient Credal Prediction through Decalibration
[NO] 405/961 | First-Order Geometry, Spectral Compression, and Structural Compatibility under Bounded Computation
[NO] 406/961 | Pareto-Optimal Anytime Algorithms via Bayesian Racing
[NO] 407/961 | NN-OpInf: an operator inference approach using structure-preserving composable neural networks
[NO] 408/961 | STRIDE: Structured Lagrangian and Stochastic Residual Dynamics via Flow Matching
[NO] 409/961 | LAR-MoE: Latent-Aligned Routing for Mixture of Experts in Robotic Imitation Learning
[NO] 410/961 | Integrating Lagrangian Neural Networks into the Dyna Framework for Reinforcement Learning
[NO] 411/961 | Effects of fermions in one-loop propagators in the Curci-Ferrari-Delbourgo-Jarvis gauge
[NO] 412/961 | LycheeCluster: Efficient Long-Context Inference with Structure-Aware Chunking and Hierarchical KV Indexing
[NO] 413/961 | Efficient Policy Learning with Hybrid Evaluation-Based Genetic Programming for Uncertain Agile Earth Observation Satellite Scheduling
[NO] 414/961 | On odd-spin $A_{1}^{(1)}$-string functions, cross-spin identities, and mock theta conjecture-like identities
[NO] 415/961 | Optical Communications with Relative Intensity Noise: Channel Modeling and Information Rates
[NO] 416/961 | Local Origin of Hidden Symmetry in Rotating Spacetimes
[NO] 417/961 | A simple experiment for observing clustering and dynamics of coalescing particles in air turbulence
[NO] 418/961 | Sandpiper: Orchestrated AI-Annotation for Educational Discourse at Scale
[NO] 419/961 | Deep Learning based Cross-Receiver Radio Frequency Fingerprint Identification Under Varying Channels
[NO] 420/961 | Decoupling Distance and Networks: Hybrid Graph Attention-Geostatistical Methods for Spatio-temporal Risk Mapping
[NO] 421/961 | A remark on monoidal structure and homological mirror symmetry
[NO] 422/961 | MoMaStage: Skill-State Graph Guided Planning and Closed-Loop Execution for Long-Horizon Indoor Mobile Manipulation
[NO] 423/961 | Beyond the Markovian Assumption: Robust Optimization via Fractional Weyl Integrals in Imbalanced Data
[NO] 424/961 | A note on the well-posedness of the quartic Zakharov-Kuznetsov equation on $\mathbb{R} \times \mathbb{T}$
[NO] 425/961 | The Point Spectrum Of Periodic Quantum Trees
[NO] 426/961 | Microscopic theory of flexo Dzyaloshinskii-Moriya-type interaction
[NO] 427/961 | On the Dual Drazin Inverse of Adjacency Matrices of Dual-number-Weighted Digraphs
