[2026-06-01 23:27:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-31
正在获取论文...
[ACM] 2026-6-1 | Poster: Data-Free One-Shot Federated Learning with Fixed Classifiers for LEO Constellations
[NO] 252/1000 | Intelligent Bearing Fault Detection: Deep Learning Model Assessment and Embedded System Deployment
[NO] 253/1000 | PRC: Process-centric Rate Control for Transient Stragglers in Hybrid-Parallel Training
[NO] 254/1000 | ATLAS: Adaptive Test Learning And Selection at the DeepTest 2026 Tool Competition
[NO] 255/1000 | Tool and Agent Selection for Large Language Model Agents in Production: A Survey
[NO] 256/1000 | Personalized Healthcare Recommendations for Diabetic Patients using Knowledge Graph Link Prediction
[NO] 257/1000 | CT-SAFR: Safe and Interpretable Chain-of-Thought Reasoning for Autonomous Robots : A Multi-Layered Verification Framework for Trustworthy AI-Driven Robotic Decision Making
[NO] 258/1000 | Towards Autonomous UGV-Based Radio-Frequency Measurement Campaigns: Tutorial and Application
[NO] 259/1000 | Optimization on Riemannian Manifolds: A Filter SQP Framework with Applications to IoT-related Multi-Robot Systems and Network Partitioning
[NO] 260/1000 | Land Surface Temperature Downscaling via Deep Cross-Fusion of Spatiotemporal Features
[NO] 261/1000 | From Latency to Value of Information: A Review of Timeliness Metrics for Safe Transportation Systems in the 6G Era
[NO] 262/1000 | Dense-Seg: A Ground Segmentation Method for Dense Point Clouds Based on Triangular Node Representation
[NO] 263/1000 | State-Learning of Time Series Data with Contrastive Learning
[NO] 264/1000 | BadBone: Backdoor Attacks Against Backbone Models in Visual Prompt Learning
[NO] 265/1000 | A Feature of the Three-Phase Active Filter Power Spectrum in the Reactive Current Generation Mode
[NO] 266/1000 | Cyclical Temporal Encoding and Hybrid Deep Ensembles for Multistep Energy Forecasting
[NO] 267/1000 | A Measurement-Driven Framework of SISO FSA-FMCW Radar for High-Accuracy 2-D Localization
[NO] 268/1000 | A Dielectric-Modulated Dual-Material Gate MOS-HEMT for Ultra-High Sensitivity Label-Free Biosensor
[NO] 269/1000 | HardVault: A Hybrid FPGA-Based Ethereum-Bitcoin Cold Wallet
[NO] 270/1000 | A Simultaneous Topology Optimization Method of Magnet and Iron-core for Interior Permanent Magnet Synchronous Motors Based on Rectangular Shape Correction
[NO] 271/1000 | A Novel Method with Encoder-Decoder for Cross-Sensor Adaptation in Surface Shape Sensing with Sparse Strain Sensors
[NO] 272/1000 | AOTSS: Acoustic-optical Communication based Multi-AUV Collaborative Target Search Scheme via Deep Reinforcement Learning
[NO] 273/1000 | RAHBAR: A RoBERTa-Augmented Hybrid biLSTM-biGRU Architecture for Intent Recognition in Education for Urdu Conversational Agent
[NO] 274/1000 | A Novel Reinforcement Learning-Based Multi-Objective Optimization Framework for Power Allocation in Multibeam Satellite Systems
[NO] 275/1000 | BioSleepNet: Bio-Inspired Sleep Staging via Context Multimodal Fusion and Dynamic Temporal Memory
[NO] 276/1000 | Cyber-Physical Power System Dataset for Cyber Security of Digital Substations
[NO] 277/1000 | UAV-Enabled ISAC with Fluid Antennas for Low-Altitude Wireless Networks
[NO] 278/1000 | CHORD: A Novel XAI Framework for Guiding Counterfactuals via Higher-Order Sensitivity Analysis
[NO] 279/1000 | Adaptation and Evaluation of EEG Classifiers for Regression-based Hand Trajectory Decoding
[NO] 280/1000 | DFT-Based Spectral Precoding for Scalable Unique-Word OFDM
[NO] 281/1000 | A Robotic Simulation Environment for Ultrasound Imaging of Soft Tissue
[NO] 282/1000 | Detection of Unknown Attack in Cyber-Physical Power Systems via Self-Supervised Cross-Layer and Cross-Temporal Consistency
[NO] 283/1000 | Hybrid Feature Fusion for Multimodal Biometric Recognition: A Novel CNN-Handcrafted Feature Approach for Face and Palm Datasets
[NO] 284/1000 | Development and characterization of a coaxial six-path, low-inductance, low-jitter spark gap switch with two gas filling modes for high-current pulsed power applications
[NO] 285/1000 | TriPrune-HMA: A Large-Scale Heterogeneous Multi-Core LSTM Accelerator Based on Two-Stage Triangular Pruning
[NO] 286/1000 | Deep Learning-Based Drone Heading Estimation Using BiLSTM and Multi-Head Attention: A Comparative Study of Simulation and Real-World Flight Experiments
[NO] 287/1000 | Estimation of State of Charge for Lithium Ion Batteries using Data Based Deep Learning Approach
[NO] 288/1000 | Integrating Symbolic Tokenization, k-mers, and Vision Transformers for Molecular Representation in BloodBrain Barrier Prediction
[NO] 289/1000 | Poster: Selective Semantic Cache Transfer for Mobile-Cloud LLM Inference
[NO] 290/1000 | Tackling Domain Specificity in Learning-Based Wireless Sensing: From Adaptation to Exploitation
[NO] 291/1000 | Poster: PBAS: A Position-Based Addressing System
[NO] 292/1000 | Evaluating Vibrotactile Feedback: Usability and User Experience in Glove vs. Non-Glove Conditions
[NO] 293/1000 | FIRE: A Modular Framework for Prototyping and Evaluating Interactive Recommender Explanations
[NO] 294/1000 | A Context-Aware Cultural Heritage Guide Powered by LLMs
[NO] 295/1000 | Raising the Stakes: Assessing the Influence of Stakes on User Reliance Behavior in Human-AI Decision-Making
[NO] 296/1000 | Towards a Stakeholder-Centered Auditing Framework for Assessing Fairness in (Music) Recommender Systems
[NO] 297/1000 | Rethinking the Architecture of Low-Power Wireless Communication
[NO] 298/1000 | Poster: Leveraging Specular Multipath Reflections for Physics-Based Radio Tomography
[NO] 299/1000 | Demo: Resilient Control for Water Infrastructure
[NO] 300/1000 | Harnessing Ambient Radio Signals for Ultra-Low Power Sensing and Communication Systems
[NO] 301/1000 | Poster: Energy Efficiency Maximization for Underwater Acoustic Backscatter Communications
[NO] 302/1000 | Efficient and Generalizable Wi-Fi Sensing via Representation Learning and Cross-Domain Modeling
[NO] 303/1000 | ScGDCF: Graphical Deep Clustering with Fused Common Information for Single-cell RNA-seq Data
[NO] 304/1000 | Research on the Problems of Restoring Heat Supply to the Reoccupied Cities of Donbas
[NO] 305/1000 | Ensuring Consistency of Large Language Model Outputs for Similar Prompts using Group Relative Policy Optimization
[NO] 306/1000 | Evaluating the Techno-Economic Viability of a Solar PV-Wind Turbine Hybrid System with Battery Storage for an Electric Vehicle Charging Station in Khobar, Saudi Arabia
[NO] 307/1000 | Hybrid 3D Asset Retrieval via Contrastive Vision-Language Matching and Structured Prompt Parsing
[NO] 308/1000 | Technical and Economic Indicators of the Energy Node, Which Supports the Average Daily WPP Generating Power
[NO] 309/1000 | Unlocking Human Movement: Detailed Gait and Impact Assessment from Consumer Earable Devices
[NO] 310/1000 | Poster: MoCas-HAR: Lightweight and Generalizable Multi-Sensor Human Activity Recognition via Cascaded Fusion and Moment-Morph Regularization
[NO] 311/1000 | Investigating the Impact of Speech Enhancement on Audio Deepfake Detection in Noisy Environments
[NO] 312/1000 | CannyEdit: Selective Canny Control and Dual-Prompt Guidance for Training-free Image Editing
[NO] 313/1000 | Range-Level Preloading with Scalable Watch-Time Estimation for Billion-User Streaming Systems
[NO] 314/1000 | Meteorological data and Sky Images meets Neural Models for Photovoltaic Power Forecasting
[NO] 315/1000 | A Unified Framework for Unbiased Non-Coherent Over-the-Air Computation
[NO] 316/1000 | Mapping the Landscape of DDoS Attack Detection with Machine Learning in SDN
[NO] 317/1000 | Triple Active Bridge Converter with High-Frequency Transformer for Grid Integration of Photovoltaic and Storage Systems
[NO] 318/1000 | Spatio-temporal Modeling Using a Cost-Effective System for Air Quality Monitoring
[NO] 319/1000 | CsPbBr
                    <sub>3</sub>
                    Perovskite Quantum Dots and One-Dimensional ZnO nanorods composites applied for Ultraviolet/Visible Broadband photodetectors
[NO] 320/1000 | Table of Contents
[NO] 321/1000 | Day-Ahead Heat Demand Prediction Using BiLSTM-Based Hybrid Neural Networks
[NO] 322/1000 | Cooperative Multi-Drone Coverage Path Planning with Graph-Attentive Feature Interaction
[NO] 323/1000 | Energy storages in the context of energy security in the event of catastrophic failures
[NO] 324/1000 | Robust Optimization Techniques and Their Application in the Design of Coherent Filterless Optical Networks
[NO] 325/1000 | DBHN-Net: Dual-Branch Hybrid Neural Network for Low-Complexity Monaural Speech Enhancement
[NO] 326/1000 | MGA-CLIP: A Multigranularity Attribution Framework for Cross-Modal Explainability in CLIP_supp1-3696329.pdf
[NO] 327/1000 | An Exploratory Study on Intervention Behavior of a Driver Under Cognitive Load in a Simulated Autonomous Driving Scenario
[NO] 328/1000 | Impact of Measurement Uncertainty on Accuracy of Transient State Estimation
[NO] 329/1000 | Efficient Privacy-Preserving Ridesharing: An Online Matching-Based Approach
[NO] 330/1000 | On the study of the shape of language: A Topological Analysis of Universal Embedding Spaces generated by Large Language Models
[NO] 331/1000 | Scalable Multimodal Localization for Underground Parking Lots Using Distributed Antenna Systems
[NO] 332/1000 | Joint Resource Allocation and Beamforming Design for STAR-BD-RIS-Assisted LEO Satellite Collaborative Edge Computing
[NO] 333/1000 | G-DRAGON: Geospatial Reasoning and Dynamic Planning for Retrieval-Augmented Outdoor Navigation
[NO] 334/1000 | Mitigating LLM Limitations in Learning Environments through Retrieval-Based Knowledge Integration*
[NO] 335/1000 | Author Index
[NO] 336/1000 | Beyond Distribution Shift: Investigating Generalisation in Automated Algorithm Selection for Single-Objective Black-Box Optimisation
[NO] 337/1000 | Online Continual Spatio-Temporal Learning for Change-Resilient Blocking Prediction in Elastic Optical Networks
[NO] 338/1000 | Multi-Objective Candidate Generation for Reciprocal Recommendation at Hinge
[NO] 339/1000 | DUPLet: Dynamic User Modeling for Personalized Cover Letter Generation
[NO] 340/1000 | 2-D Electric Field Prediction Using Neural Networks Trained on Mobile Sensor Network Observations
[NO] 341/1000 | Multiview Graph Learning for Mental Stress Recognition in Human–Machine Interaction
[NO] 342/1000 | High-Speed 64-bit Recursive Pipelined Vedic Multiplier Using Carry-Save and Kogge-Stone Adders
[NO] 343/1000 | ConvShareViT: A Vision Transformer-Like Architecture for Free-Space Optical Accelerators
[NO] 344/1000 | Development of autoencoder-guided attention-LSTM models for predicting nocturnal hypoglycemia risk in Type 1 Diabetes
[NO] 345/1000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 346/1000 | LSBMAR: Latent Schrödinger Bridge for Metal Artifact Reduction in CT Scans
                    <sup>*</sup>
[NO] 347/1000 | A SINS/OFSS Integrated Positioning Method for Enhancing Shearer Positioning Accuracy in Intelligent Coal Mining Face
[NO] 348/1000 | Subject-Adaptive EEG-EMG Fusion Network for Motor Intention Decoding Across a Broad Impairment Spectrum
[NO] 349/1000 | SUVI: Scalable Unified Vector Intelligence for Efficient Edge Deployment
[NO] 350/1000 | Distributed Semantic Communication via Nonlinear Transform Coding for Correlated Images
[NO] 351/1000 | Reliable Covert Communication for Integrated Cognitive Satellite Aerial Terrestrial Networks with NOMA and Poisson Distributed Jammers
[NO] 352/1000 | Characterization and Initial Optimization of Reconstruction Performance for Detector Crosstalk of Ultra-high Performance Brain PET Imager
[NO] 353/1000 | MPDA: Multimodal Prompt Decoupling Attack on the Safety Filters in Text-to-Image Models
[NO] 354/1000 | Towards a Sustainable Energy Future: Analyzing the Impact of Hourly Electricity Trade in the GCC Countries, plus Egypt, Jordan, and Iraq
[NO] 355/1000 | Non-Contact Detection of Aeolian Vibrations in Overhead Power Lines via Magnetic Field Spectral Analysis
[NO] 356/1000 | Features of Measurement Parameters in Monitoring at Electric Power Enterprises
[NO] 357/1000 | Fourier-Enhanced Transformer Encoder Network for Efficient Haptic Texture Modeling/Rendering
[NO] 358/1000 | Coupling-Aware Edge-Cloud Computing for Multi-UAV Cooperative Sensing via Evolutionary Game-Based Deep Reinforcement Learning
[NO] 359/1000 | Visual Deep Reinforcement Learning for Adaptive Traffic Signal Control: A Neuro-Symbolic XAI Approach
[NO] 360/1000 | Fill in the Gaps - Applying Polynomial-based Imputation techniques for Heart Rate Data
[NO] 361/1000 | Transformer-UNet Architecture for Document Dewarping and Layout Analysis
[NO] 362/1000 | AHFF-Net: Adaptive Hierarchical Feature Fusion via Fractal Recursive Bottlenecks for Fine-Grained Cancer Cell Classification
[YES] 363/1000 | OGD4All: A Framework for Accessible Interaction with Geospatial Open Government Data Based on Large Language Models
[NO] 364/1000 | Design and Evaluation of a Steerable Polymer-Based Soft Continuum Neuroendoscope
[NO] 365/1000 | A Fuzzy Based-rule Adaptive Federated Learning for constructing a Trustworthy GPAIS
[NO] 366/1000 | A phase correlation-based time series InSAR algorithm
[NO] 367/1000 | Foundation Model-Driven Auto-Annotation: A Multi-Modal Toolbox for General-Purpose Data Labeling*
[NO] 368/1000 | AI-driven Scaling of Design of Experiments to High-Throughput Automation: A Genetic Algorithm for Large Orthogonal Designs
[NO] 369/1000 | UWarp: A Whole Slide Image Registration Pipeline to Characterize Scanner-Induced Local Domain Shift_supp1-3698161.docx
[NO] 370/1000 | Learning Collaborative Reasoning Strategies Through Trust-Weighted Multi-Agent Consensus
[NO] 371/1000 | Mitigating Distributional Shifts in Predicting Conformational Properties of Intrinsically Disordered Proteins
[NO] 372/1000 | SOCC-ICP: Semantics-Assisted Odometry based on Occupancy Grids and ICP
[NO] 373/1000 | Flexible β - Phase PVDF-Cu-MAA Self-Powered Nanofiber Nanogenerator for Energy Harvesting Applications
[NO] 374/1000 | ASTRA-Net: Adaptive Spatiotemporal Track-Before-Detect Recurrent Attention Net for UAV
[NO] 375/1000 | Sparse-Prior-Assisted Dual-Encoder Multi-Scale Fusion Network for Acoustic Tomography Temperature Reconstruction
[NO] 376/1000 | Active Learning and Explainable AI for Multiobjective Optimization of Spin Coated Polymers
[NO] 377/1000 | Development of a Python-Based Load Flow Tool for Power Systems Incorporating STATCOM
[NO] 378/1000 | A Method for RUL Prediction of Rotating Machinery Integrating Prior Information and Physical Knowledge
[NO] 379/1000 | <b>Guest Editorial: Advancements in MPC and Learning Algorithms for Legged Robots</b>
[NO] 380/1000 | Human-Guided Online Reward Adaptation for Real-Robot Arm Manipulation
[NO] 381/1000 | Agentic Narrative Audio Guides: A Hybrid Multi-Agent System for Cultural Audio Guides
[NO] 382/1000 | Neuro-Adaptive Agentic AI Platform (NAAP): A Cognitive-Technological Framework for Cybersecurity and Human Performance Optimization
[NO] 383/1000 | Application of Three-Capacitance Model for Simulation of Partial Discharges Generated at Ripple Voltage Waveform
[NO] 384/1000 | A Comparative Study of Text-Driven Diffusion Models for Generative Human-Like Motion
