[2026-07-18 22:50:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-17
正在获取论文...
[ACM] 2026-7-17 | Holmes: Multimodal Agentic Diagnosis for Mixed-Language Mobile Crashes at Industrial Scale
[NO] 216/1000 | An Overview of Simulated Annealing Applications for Energy Efficiency Optimization in Wireless Sensor Networks
[NO] 217/1000 | Comparative Analysis of Self-Supervised Learning Methods for Skin Lesion Segmentation
[NO] 218/1000 | Estimating Target Doppler in Unsynchronized Multistatic ISAC Deployments with Mobile Nodes
[NO] 219/1000 | Vigilance: A Federated Learning-Based, Privacy-Enhanced Security Framework for Smart Cities Validated via a Smart Home Prototype
[NO] 220/1000 | Artificial Intelligence in Metallurgical Process Optimization: A Physics-Informed Hybrid Architecture for Nickel Smelting
[NO] 221/1000 | The Interactive Emergence of Word Order: A Model of Cognitive Biases, Social Networks, and Cultural Transmission
[NO] 222/1000 | Excitation of Eigenwaves in a Cylindrical Layer of a Layered Superconductor by a Tubular Electron Beam
[NO] 223/1000 | Trust-Aware Digital Twin Framework for Predictive Carbon Monitoring and Resilience Assessment in Blue Carbon Ecosystems
[NO] 224/1000 | An Optimized Fine-Tuned Deep Learning Framework for Multi-Stage Diabetic Retinopathy Classification Using Imbalanced Fundus Image Data
[NO] 225/1000 | Unsupervised ML Based Anomaly Detection for Securing BB84 QKD Against Intercept-Resend Attacks and Channel Noise: OC-SVM, iForest, and Ex-iForest
[YES] 226/1000 | IDE-Sanitizer: A Prompt-Injection Cryptographic Context Guard for IDE Copilots
[NO] 227/1000 | Preventing Wrong Work Item Retrieval in LLM-Based MCP Systems Through Multi-Agent Validation
[NO] 228/1000 | Mathematical Modeling of Nonlinear Magnetic Components Based on Neural Networks
[NO] 229/1000 | Development of a Robot that Creates Modules Using External Materials
[NO] 230/1000 | Smart Sports App Design and Development: With the Digital Enabling National Fitness Behavior Change as the Core
[NO] 231/1000 | Intelligent Multi-Cloud Security Incident Remediation Through Automated Response and Compliance Enforcement
[NO] 232/1000 | Intent-Aware Semantic Caching for Reliable Response Reuse in Conversational RAG Systems
[NO] 233/1000 | Neuro-Oscillatory Generative Architecture: A Modular Brain-Inspired Framework for Creative AI and Hypothesis Generation
[NO] 234/1000 | RESPOND: Reliable, Efficient, and Secure Emergency Networks Enabled by Load-Balanced Communication Paths
[NO] 235/1000 | Battery Powered Offline Mobile Backup System
[NO] 236/1000 | Enabling Multicast Services in Distributed 5G Networks
[NO] 237/1000 | Impact of Hardware Test Equipment on Frequency Characterization of 130-nm Register File
[NO] 238/1000 | FPGA Based Bus Pass and Ticketing System Using Verilog HDL
[NO] 239/1000 | Data-Driven Basketball Strategy: Enhancing Team Performance Through Analytics and Visualization
[NO] 240/1000 | Image Encryption Algorithm Based on A Multilayer Broad Echo State Network and Hyperchaotic Chen System
[NO] 241/1000 | Gradient Boosting-Based IoT Data Analytics Using Lambda Architecture with Cloud Time-Series Database Systems
[NO] 242/1000 | Detection of Fraudulent Job Postings Using Extreme Gradient Boosting and Class Imbalance Handling
[NO] 243/1000 | Analysis and Development of Inter-Segment Handover Mechanisms for 5G Private Networks
[NO] 244/1000 | A Molecular Dynamics Computational Simulation Study for the High Temperature Creep Behavior and Mechanisms in Schwarz Crystals
[YES] 245/1000 | SV2 Analyzer: Open-Source Large Language Model-Based Framework for Accelerating Digital Circuits Verification Flow
[NO] 246/1000 | Data-Driven Construction Cost Forecasting and Optimization: An XGBoost-Based Approach Enhanced by Bayesian Methods and SHAP Values
[NO] 247/1000 | Identity-Preserving Image Editing Using Retrieval-Based Visual Generation in Media Archives
[NO] 248/1000 | A Standardized Evaluation System Construction and Empirical Analysis of Blockchain Application Based on Multi-dimensional Indicators
[NO] 249/1000 | Digital Transformation, TFP, and the Bullwhip Effect — The Moderating Role of Digital-Savvy Executives
[NO] 250/1000 | Development of a Teaching Evaluation Indicator System for Open University Lecturers Based on the CIPP Model: A Hybrid Method Integrating AHP and Artificial Neural Network Dynamic Validation
[NO] 251/1000 | Machine Learning in Complex Data Modeling: A Case Study of Wastewater Pollutants
[YES] 252/1000 | Measure Twice, Locate Once: Mitigating Hallucinations in LLM-based Agents for Repository-Scale Fault Localization
[NO] 253/1000 | BackportCheck: An Open-Source Tool to Support Backport Decisions in Large Software Ecosystems
[NO] 254/1000 | AVDA: Autonomous Vibe Detection Authoring for Cybersecurity
[YES] 255/1000 | Evaluating and Improving the Quality of LLM-Generated Code
[YES] 256/1000 | SPECTRA: Specification-Oriented Static Analysis for Smart Contract Security and Behavioral Contract Inference
[NO] 257/1000 | How to Value Open Source Contributions? An Institutional Perspective from CERN
[NO] 258/1000 | A Survey on Consensus Mechanism in Internet of Vehicles
[NO] 259/1000 | Bilayer Polarization-Asymmetric Impedance Matching Surface for Wide-Angle Scanning Enhancement of Planar Ultra-Wideband Arrays
[NO] 260/1000 | Track 7: Smart Applications for Sustainability
[NO] 261/1000 | ICAIM 2026 Cover Page
[NO] 262/1000 | SPM-DETR: Scene-Prior Guided Cross-Partial Mixing Network for Small Object Detection in UAV Remote Sensing Imagery
[NO] 263/1000 | CAM-CD: Change-Aware Mamba for Remote Sensing Change Detection
[NO] 264/1000 | Agentic AI for Consumer Health: Conceptual Framework, Applications, and Challenges
[NO] 265/1000 | Fast Electromagnetic Transient Modeling of Transformers Based on the Partial Element Equivalent Circuit and Image Methods
[NO] 266/1000 | SpatialPower-QA: A Benchmark for Spatial Intelligence Question Answering and Reasoning in Power Scenarios
[NO] 267/1000 | Regression-aware Continual Learning for Android Malware Detection_supp1-3714132.pdf
[NO] 268/1000 | Enhancing Cancer Driver Genes Prediction via Multi-view Hypergraph and Dynamic Reward-Penalty Model_supp1-3713986.docx
[NO] 269/1000 | Unsupervised Learning Optimization for Joint Precoding and Phase Design in Mobile RIS-MIMO
[NO] 270/1000 | A Review of Machine Learning Approaches for Multi-Horizon Prediction in Sustainable Aquatic Systems
[NO] 271/1000 | Integration of IOT Technologies in Marketing, Logistics and Customer Service Management: A Comparative Analysis Between Bulgaria and EU (2021–2024)
[NO] 272/1000 | UV-Curable Additive Manufacturing for 3D RF Integration
[NO] 273/1000 | A Real-Time FPGA Accelerator for FAST Feature Detection
[NO] 274/1000 | Enhancing Edge Detection in Noisy Images by an Adaptive Threshold-Based Improved Canny Algorithm
[NO] 275/1000 | SAFENET: Image-Based Infrastructure Classification of Bridges and Viaducts for Seismic Risk Assessment
[NO] 276/1000 | AI-Enhanced Digital Twin for Carbon Capture and Storage in Extreme Climate Conditions: A Bahrain Case Study
[YES] 277/1000 | Efficient Algorithm for Rectilinear Spanning Graph Construction for 3D Integrated Circuits Routing
[NO] 278/1000 | Margin-Based Early Stopping for Adaptive Graph Reasoning in Multiple-Choice Question Answering
[NO] 279/1000 | Gas Flare Detection System based on YOLO Technique
[NO] 280/1000 | Assessing Quantum Threats to Cryptographic Hash Structures in Cyber Defense Systems Using Grover Based Oracle Modeling
[NO] 281/1000 | Research on Parameter Tuning of Quadrotor Slung Load Controller Based on Hybrid Mutation MOPSO Algorithm
[NO] 282/1000 | Comparative Efficiency Analysis of PQC Hash Algorithms (Ascon vs. SHA-3) on 64-bit Architecture for Military Data Integrity Systems
[NO] 283/1000 | Sentry: Efficient Real-Time Weapon Detection on Edge-Mobile Platforms
[NO] 284/1000 | Design System of Fish Caller Equipment based on Electromagnetic Wave and Light Emitting Diode
[NO] 285/1000 | A Decentralized Security Framework for Cloud Computing Using Blockchain and Cryptographic Techniques
[NO] 286/1000 | A Hybrid Framework for Detection of Kawasaki Disease from Clinical Images Using Yolo Resnet
[NO] 287/1000 | Design and Energy Performance Analysis of a Low-Power Solar-Assisted Indoor Air Purification System for Sustainable Buildings
[NO] 288/1000 | Recognition of Cardiac Pathology and Late Potentials on ECG Signals Using Multimodal Large Language Models
[NO] 289/1000 | Multi-Agent Federated Learning Framework for Distributed Intrusion Detection and Cyber-Physical Attack Mitigation in Smart Grid IoT Systems
[NO] 290/1000 | Community-Aware Graph Learning for Enhanced GNN-Based Recommendation
[NO] 291/1000 | Optimizing Traffic Efficiency and Emissions Using SIDRA: A Case Study of Buraydah Urban Network
[NO] 292/1000 | Ultra-Wideband Patch Antenna Simulated on a Paper-Based Substrate
[NO] 293/1000 | Exact-Inverse of Memory Behavioral PA Model for Indirect-Learning Digital Predistorter Linearization
[NO] 294/1000 | Siamese-Based Spectrogram Analysis for Children Arabic Mispronunciation Diagnosis
[NO] 295/1000 | TRIDENT: A Temporal Reinforcement Intrusion Detection Engine for Network Traffic
[NO] 296/1000 | From Innovation to Investigation: A Forensic-Centric Approach to AI Adoption in Healthcare
[NO] 297/1000 | Development of a Low-Cost Smart Navigation System for Nile River in Egypt
[NO] 298/1000 | Effect of recalescence on nucleation probability at different cooling rates in SAC305 solder
[NO] 299/1000 | An Intelligent and Accessible Framework for Cognitive Assessment in Children with Cerebral Palsy: A Scoping Review
[YES] 300/1000 | Architecture Quality Prediction Using QMOOD Metrics and Machine Learning Models: CatBoost vs TabNet
[NO] 301/1000 | Flame-Retarded and Sustainable Stereolithography Resin for Printed Circuit Boards
[NO] 302/1000 | Plant Leaf Disease Segmentation Using U-Net++: A Comparative Evaluation with Classical Baselines
[NO] 303/1000 | Distilled Hubert for Mobile Speech Emotion Recognition: A Cross-Corpus Validation Study
[NO] 304/1000 | Market Intelligence Framework for Electric Vehicle Adoption Using Consumer Preference and Demand Analysis
[NO] 305/1000 | From Simulated Networks to Trained Models: Declarative Automl for Network Research
[NO] 306/1000 | An Automated Configuration Verification Framework for Substation Equipment Based on Security Baseline Compliance
[NO] 307/1000 | Into the Wild: Bringing Federated Learning to Life
[NO] 308/1000 | Designing a Lightweight Cybersecurity Framework for Enhancing the Security of Smart Home IoT Devices
[NO] 309/1000 | Research on Terminal Immersive Environment Design Based on Multimodal Interaction and Artificial Intelligence
[NO] 310/1000 | A Study on Emission Characteristics and The Evaluation Rubrics of 3 Types of Fuel with Different Chemical Species
[NO] 311/1000 | Multi-Agent Coordination-Based Emergency Disposal Framework for Expressway Accidents
[NO] 312/1000 | Proceedings of the 2nd International Conference on Smart City and Sustainable Development
[NO] 313/1000 | SPARK-KT: Illuminating Student Cognition through Stepwise Prerequisite-Aware Reasoning in Knowledge Tracing
[NO] 314/1000 | VMFormer:Visual Clues Guided Multi-Stage Transformer for Image Captioning
[NO] 315/1000 | Development of a Fully-Decoupled and Overconstrained Serial-Parallel Hybrid Mechanism with Remote Center of Motion_supp2-3714003.mp4
[NO] 316/1000 | CSFlow: A Content-Aware Secure Flow Control System for Encrypted Data Sharing in Cloud-Edge
[NO] 317/1000 | URGE: Efficient cient Decentralized Multi-Robot Exploration Guided by Unknown Regions under Limited Communication
[NO] 318/1000 | Tokenizing Complex Passwords Using Breadth-First Search and Dictionary Matching
[NO] 319/1000 | Design-Oriented Analysis and Experimental Validation of a Three-Phase Single-Stage Soft-Switching AC–DC Converter
[NO] 320/1000 | A Rational Collaborative Cross-Domain Authentication Scheme for IoV
[NO] 321/1000 | Authors Index
[NO] 322/1000 | Copyright Page
[NO] 323/1000 | A Byzantine-Robust Secure Federated Learning Scheme in Heterogeneous Data_supp1-3714122.pdf
[NO] 324/1000 | SafeSteer: Adaptive Subspace Steering for Efficient Jailbreak Defense in Vision Language Models
[NO] 325/1000 | ICCSPA 2026 Author Index
[NO] 326/1000 | Special Session 4: Artificial Intelligence for Secure, Trustworthy &amp; Resilient Autonomy (AISTRA)
[NO] 327/1000 | Implementation and Validation of An Automated Experimental Platform for Vector Network Analysis Based on Software Defined Radio
[NO] 328/1000 | Design and Fabrication of a Broadband Meta-Surface RF Window for W-Band Gyro-TWT
[NO] 329/1000 | Active Outage Mapping for Emergency Communications with Uncertainty-Aware Radio Environment Maps
[NO] 330/1000 | BALANCE: Body-Aware Locomotion With Adaptive Networked Critics and Estimation for Conflicting Objectives on Legged Robots
[NO] 331/1000 | Research on Structure Deformation Monitoring Based on UAV
[NO] 332/1000 | Evaluation of Urban Road Importance and Vulnerability Simulation Analysis Based on Complex Graph Theory
[NO] 333/1000 | Sensitivity Analysis of Dominant Factors Affecting Capacity at a Signalized Urban Intersection
[NO] 334/1000 | Research on the Driving Mechanism of AI Empowerment on Agricultural E-commerce in Revolutionary Base Areas: The Mediating Role of Supply Chain Resilience and the Moderating Role of Digital Infrastructure
[NO] 335/1000 | Evaluation of the Capacity of Disaster Emergency Shelters Based on ArcGIS Spatial Network Analysis
[NO] 336/1000 | Development and Performance Evaluation of an Automatic ON and OFF Switch for Street Light System Using Analog Components
[NO] 337/1000 | Mitigating Bias in LLM-Augmented Knowledge Graphs: A Holistic Overview
[NO] 338/1000 | A Recommender System for Faculty Members to Support Students with Disabilities in Higher Education
[NO] 339/1000 | Loss Compensation and Tunable Surface Polaritons in Ferrite–Semiconductor Hypercrystals under Magnetic Bias
[NO] 340/1000 | Analysis of Linearity Degradation due to Clock Routing Delay In Digital Transmitters
[NO] 341/1000 | ECG-Sense: Demonstration of a Wearable ECG Patch with an On-Device TinyML Engine for Real-Time Arrhythmia Detection
[NO] 342/1000 | Machine Learning-Assisted Optimization of Photonic Crystal Fiber-Surface Plasmon Resonance (PCF-SPR) Sensors for Microplastic Detection
[NO] 343/1000 | Concurrent Speech-Related Throat Vibration and Vital Signs Sensing Using a mmWave Radar
[NO] 344/1000 | Performance Evaluation of Meta-Heuristic Algorithms for Multi-Robot Task Allocation
[NO] 345/1000 | Current-Voltage Characterisation Of por-Si Metal-Phthalocyanine Heterostructures
[NO] 346/1000 | Tenancy-Aware AI Automation for B2B SaaS Admin Workflows
[NO] 347/1000 | Multi-Hop Causal Evidence Retrieval for Retrieval Augmented Generation
[NO] 348/1000 | C'est Bon: Contrastive Explanation for Multi-Class Graph Neural Networks
[NO] 349/1000 | Energy Harvesting from Low-Amplitude Vibrations in Household Appliances
[NO] 350/1000 | IEEE Standard for Mobile Gaming Systems Integration Framework
[NO] 351/1000 | A Hybrid Feature Selection and Ensemble Learning Framework for Accurate Student Performance Prediction in E-Learning Environments
[NO] 352/1000 | Synthesis and Properties of the Composite Materials with Nickel-Zinc and Nickel-Zinc-Copper Spinels for the Microwave-Absorbing Coatings
