[2026-08-27 02:58:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-26
正在获取论文...
[arXiv] 2026-08-26 | Reassembling Distributed Risk: Trajectory-Conditioned Action Generation for Multi-Turn Agent Safety
[NO] 455/1865 | Endogenous Selection and Spillovers: Bayesian Inference for Policy-Relevant Causal Effects
[NO] 456/1865 | Arithmetic theta invariants and arithmetic equilibrium measures
[NO] 457/1865 | Quasi-Galois points for quartic surfaces
[NO] 458/1865 | A generalized energy-consistent finite difference scheme for 10-moment magnetohydrodynamics
[NO] 459/1865 | Decoupling saddles of the gravitational index and the Farey tail
[NO] 460/1865 | Here is a GIFT: Enforcing User Data Isolation in LLM Serving via GPU Information Flow Tracking
[NO] 461/1865 | Towards Faithful and Efficient Semantic Communication: An Ontological Approach
[NO] 462/1865 | Paint What You See: Benchmarking Dexterous Visual Tool Use in Multimodal Agents
[NO] 463/1865 | The double-indexed geometric phase for electromagnetics
[NO] 464/1865 | On the Role of Dispersion in One Model of Propagation of Elastic Excitations in Nerves
[YES] 465/1865 | Can your AI agent be cheaper? Investigating the effects of task specifications on token spend in agentic coding tasks
[NO] 466/1865 | OmniPhys: A Unified Multimodal Benchmark for Physics Understanding and Generation from Chinese Educational Corpora
[NO] 467/1865 | A Taxonomy of Construction Task Activities for Robot Workers
[NO] 468/1865 | Large fraction of blends from Rowan et al. (2023)
[NO] 469/1865 | MOTIF: Motivation-guided Topology Inference for Cold-start Multimodal Recommendation
[NO] 470/1865 | APT: Accelerating Diffusion Transformers via Attention Probability-Guided Pruning and Quantization
[NO] 471/1865 | GGSS: Geodesic-Gated Spherical Steering for Inference-Time Debiasing of Generative Vision-Language Models
[NO] 472/1865 | Designing Core Layer in Campus Network Using Software-Defined Networking
[NO] 473/1865 | FlashNormal: Detailed Surface Normal Estimation from Flash and No-Flash Images
[NO] 474/1865 | Leveraging Speech Acts for Low-Data and Cross-Domain Conversation Derailment Forecasting
[YES] 475/1865 | Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs
[NO] 476/1865 | Where to Look Matters: On-Policy Self-Distillation for Long-Video Understanding
[NO] 477/1865 | A Classification of Self-Maps of Generalized Grassmannians
[NO] 478/1865 | Point-in-Time Audit Before Alpha: Public-Archive Availability and a Negative Matched-Budget Study on BTC Perpetual Futures
[NO] 479/1865 | HRGuard: Gating Relationship Manipulation in Multi-Turn Agentic AI Conversations
[NO] 480/1865 | Global well-posedness of strong solutions to the initial-boundary value problem for a two-dimensional stress-diffusive Oldroyd-B model in the creeping flow regime
[NO] 481/1865 | Learning What to Share and What to Personalize: Hierarchical Strategy Co-Evolution for Agent Memory
[NO] 482/1865 | Operation of Unshielded Kinetic-Inductance Traveling-Wave Parametric Amplifiers in Multi-Tesla Fields
[NO] 483/1865 | Metis: Typed Runtime Mediation for Tool-Using Software Agents
[NO] 484/1865 | SonicNudge: Controlled Displacement of Hovering UAVs via Estimator-Controller Coupling
[NO] 485/1865 | Robust Nonparametric Testing for Structural Changes in Multivariate Volatility via Multiple Quantiles
[NO] 486/1865 | Pseudonullity for fine Selmer groups over multiple $\mathbb{Z}_p^{d}$-extensions
[NO] 487/1865 | Yang-Mills-Higgs-Schrödinger flow
[NO] 488/1865 | The Sampling Distribution of the Log-Euclidean Distance Between Sample Correlation Matrices
[NO] 489/1865 | BixBench3: Benchmarking AI agents on research-study-scale computational biology tasks
[NO] 490/1865 | Generative Action-Chunk Sampling for Adaptive Stiffness Control in Physical Human-Robot Collaboration
[NO] 491/1865 | The optimal redshift for dark energy II: application to cosmological data and the evidence for the phantom crossing of the CPL equation of state
[NO] 492/1865 | Metastable magnetic domains and the anomalous $B_\parallel=0$ resistance peak in twisted double bilayer graphene
[NO] 493/1865 | Observability Blocking in a Linear Synchronization Network with Partial State Measurements
[NO] 494/1865 | Dynamic droop specifications for Grid-Forming Inverter-Based Resources
[NO] 495/1865 | AllMusicCaps: Album Reviews as Complementary Supervision for Music CLAP
[NO] 496/1865 | From Memorization to Absorption: Mixed-Policy RL for Continual Knowledge Injection
[NO] 497/1865 | Infrared photoprocessing of porous amorphous solid water with a free electron laser
[NO] 498/1865 | A Visual Dependence-Aware Framework for Multimodal Unsupervised Continual Post-Training
[NO] 499/1865 | Finding and using interpretable latents in a neutrino foundation model with sparse autoencoders
[NO] 500/1865 | From Producing to Validating: How AI Is Deskilling Freelancers
[NO] 501/1865 | Massive Ghost Confinement, Dipole Equation and Multipole States in Quadratic Gravity
[NO] 502/1865 | Negative Effective Divisors and Bridgeland Stability of Line Bundles on Surfaces
[NO] 503/1865 | Anatomy of an extensive air shower: building an optimal radio emission calculation
[NO] 504/1865 | Optical extinction and near-field properties of plasmonic dimers: Role of particle shape and separation
[NO] 505/1865 | All once-extended 3D TQFTs are Reshetikhin--Turaev theories
[NO] 506/1865 | Asymptotically optimal purification of noisy unitary channels in any dimension
[NO] 507/1865 | One Policy, Many Embodiments: Unified Camera-Centric Action Geometry Pre-training for Heterogeneous Embodied Manipulation
[NO] 508/1865 | How Much Rank Does LoRA Need? Rank-Error Bounds for Transformer Attention
[NO] 509/1865 | The Value of Human Expertise
[NO] 510/1865 | When Obstacles Bend: Modeling Vegetation Deformation in the context of Field Robotics
[NO] 511/1865 | Nearly Optimal Strong Coresets for $\ell_p$ Subspace Approximation
[NO] 512/1865 | Adaptive Peer Clustering with Hierarchical Random Linear Network Coding for Resilient Decentralized Wireless Networks
[NO] 513/1865 | UltraPIPS: Improving model perception in B-mode ultrasound with foundation models
[NO] 514/1865 | Benchmark Brown Dwarfs as Chemical Laboratories: Linking System Bulk Properties to Atmospheric Retrievals
[NO] 515/1865 | First Plasma Commissioning and Operational Highlights from India's First Spherical Tokamak at IPR
[NO] 516/1865 | Slasher: Power Flexibility for Cloud Datacenters
[NO] 517/1865 | An explicit refined Gan--Gross--Prasad identity for Fourier--Jacobi periods of degree 2 Siegel cusp forms
[NO] 518/1865 | VoiceMem: Streaming Dual-Brain Memory for Real-Time Interaction
[NO] 519/1865 | Statistical Properties of Nonparametric MLE under Laplace Noise
[NO] 520/1865 | Particle acceleration in Alfvénic turbulence with a strong guide field
[NO] 521/1865 | Watching a GaN Transistor Switch: Real-Time Nanoscale Strain and Heat Dynamics
[NO] 522/1865 | Winds Against Alignment: AGN Feedback and the Spin Evolution of Massive Black Hole Binaries
[NO] 523/1865 | Lost but not erased: Finding traces of a forgotten language in neural speech models
[NO] 524/1865 | The Dynamic Trade-Off of Dual-Class Shares
[NO] 525/1865 | PANDA - Prototype-Anchored Alignment for Partially Unpaired Multimodal Learning, with Applications to Alzheimers MRI and TCGA Pathology
[NO] 526/1865 | Risk-averse Optimization in Random Materials: Algorithmic Advances and HPC Acceleration
[NO] 527/1865 | Less Contouring, More Accuracy: Lesion-Guided ROI Deep Learning for Ovarian Ultrasound Classification
[NO] 528/1865 | Dark Matters of Principle: Principles in the Dark Matter Paradigm
[NO] 529/1865 | Landau Theory for Commensurate Charge-Density Waves Coupled to Uniform Lattice Deformation
[NO] 530/1865 | Toward Interpretable Privacy Guarantees in Face-Swapping Anonymization
[NO] 531/1865 | Impact of Nuclear Level Density on $r$-Process Rare-Earth Peak Nucleosynthesis
[NO] 532/1865 | Berry--Esseen bounds and bootstrap approximations for the Hilbert-space norm of $U$-statistics
[NO] 533/1865 | Uniform Resolvent Estimates for the Discrete Schrödinger Operator in Higher Dimensions
[YES] 534/1865 | MACGen: Toward Functionally Correct and Secure Code Generation via Multi-Agent Collaboration
[NO] 535/1865 | MathAdv: What Theorem Provers Know, Reason, Formalize, and Generalize
[NO] 536/1865 | Tree Buckets and the Reconstruction of Pairs of Phylogenetic Trees
[NO] 537/1865 | Joint Initialization of Flux Networks and Effective Multiplication Factor for Physics-Informed Neural Networks Solving Neutron Diffusion Problems
[NO] 538/1865 | Forced self-similar solutions to the stationary Navier--Stokes equations in a half-space
[YES] 539/1865 | DCGC: Draft-Conditioned Global Correction for Complex Reasoning with Masked Diffusion Models
[NO] 540/1865 | Data-driven Effective Modeling of Stochastic Chemical Reaction Networks
[NO] 541/1865 | Bootstrapping a 4D LiDAR Annotation Tool from Video Foundation Models
[NO] 542/1865 | Quantum skyrmion parallelism via metasurface-tailored high-dimensional entanglement
[NO] 543/1865 | Acoustic Echo Control Based on Sound Object Identification for Suppressing Howling Caused by Complicated Acoustic Paths
[NO] 544/1865 | Dynamical development of long-range spatial coherence in non-equilibrium bosonic condensation
[NO] 545/1865 | Broadband 12-26 GHz Radio Radiation Reveals Evidence for Micro-flares on AU Mic
[NO] 546/1865 | SPFR: Semantic Potential Field Routing for the Distributed Internet of Agents
[NO] 547/1865 | Conformal Boundary Deformations under Ricci Lower Bounds: Eigenvalue Counterexamples and Area Obstructions
[NO] 548/1865 | Refusal geometry reflects refusal training: diverse refusal prefixes can raise stable rank and weaken refusal vector ablation attacks
[NO] 549/1865 | $\mathbb{Q}_p$-Homotopy Types and Applications to Topology and Algebraic Geometry
[NO] 550/1865 | Matching complements in subcubic graphs and a proof of the 3-Decomposition Conjecture
[NO] 551/1865 | Adaptive Triggering for Bias Correction in LLM Reasoning
[NO] 552/1865 | CompanionHarm: A Multi-Turn Benchmark for Detecting Harms in Real-World AI Companion Conversations
[NO] 553/1865 | Cohomology and extensions of Novikov algebras of truncated polynomials
[NO] 554/1865 | RAEM: Robust Autonomous Exploration for Multi-Floor Environments with a Quadruped Robot
[NO] 555/1865 | Recovering the effective impact parameters in integral-field absorption-line tomography
[NO] 556/1865 | Toward a Threat Actor Profiling Taxonomy for Pre-Release Risk Management of Open-Weight Frontier Models
[YES] 557/1865 | Escaping Low-Dimensional Overlap: Multi-Task Model Merging via High-Dimensional Sparse Disentanglement
[NO] 558/1865 | Quantum geometric signatures of Link-Unlink transitions and nonlinear Hall response in Hopf-link semimetals
[NO] 559/1865 | A condition of admissibility for generalized Alexander quandles
[NO] 560/1865 | Multi-messenger signal from QCD-Axion Ultracompact Minihalos
[NO] 561/1865 | Simultaneous Diophantine approximation on the three-dimensional Veronese curve: the complete Hausdorff dimension story
[NO] 562/1865 | Not All Attention Heads Contribute to Critical Visual Token Selection: Head-Aware Pruning Matters More
[NO] 563/1865 | Multiple pattern formation in quorum sensing of density enhanced motility
[NO] 564/1865 | Scalable Tube-Tightened Multi-Agent Safety via Certified Constraint Reduction
[NO] 565/1865 | The relationship between spacetime singularities and regions at infinity
[NO] 566/1865 | Constraining gamma-ray burst viewing angles with Swift/XRT afterglow light curves
[NO] 567/1865 | V-Link: Recovering Lost Visual Representations in Action DiT for Vision-Language-Action Models
[NO] 568/1865 | The geography of Chern slopes with prescribed fundamental group
[NO] 569/1865 | SAUSS: Stochastic Approximation with Unbiased Simulated Scores for Limited Dependent Variable Models
[NO] 570/1865 | Sample Complexity of the Second-Best Bilateral Trade
[NO] 571/1865 | CARE-SAV: A Conditioning-Aware Random-Feature Framework for Energy-Stable Simulation of Gradient Flows
[NO] 572/1865 | PointRL: Learning Point-Level Vision-Language Grounding from Verifiable Annotation Evidence
[NO] 573/1865 | Link Floer homology, nonformality, and the Borromean rings
[NO] 574/1865 | Nanophotonic control of spatial information in scintillation detectors
[NO] 575/1865 | Rethinking Battery-free Sensing Communication via Wake-up Radios
[NO] 576/1865 | A Training-Free Proactive Defense Against Partial Speech Manipulation via Self-Embedding Steganography
[NO] 577/1865 | Groundhog Bit-Flip Attack: Seeding Infinite Generation Loops in Mixture-of-Experts LLMs through Bit Flips
[NO] 578/1865 | RWA-PoB: A Credential-Based Proof-of-Backing Framework for Tokenized U.S. Treasury Products
[NO] 579/1865 | Intrinsic Radial Landau Rainbow in Triaxial Strained Photonic Crystal
[NO] 580/1865 | Joint cluster-EFT analysis of $^{16}$N $β$-delayed $α$ spectra and $α$-$^{12}$C scattering
[NO] 581/1865 | What Do Medical Vision-Language Models Learn in Radiology? Transfer, Alignment, and Source-Proxy Leakage Under Distribution Shift
[NO] 582/1865 | LSTN: A Linear Model of Industrial Production Process for Demand Response
[NO] 583/1865 | Approximating Energy-Regulation Feasible Region of Virtual Power Plants: A Data-driven Inverse Optimization Approach
[YES] 584/1865 | A Few Pages of Markdown: Committed AI Configuration and Lower Quality Cost after Coding-Agent Adoption
[NO] 585/1865 | An Oversubscription and Service Pricing Exploitation-Based Profit Maximization Framework for Industry Cloud Resource Management
[NO] 586/1865 | Robust Unidirectional Edge States in the Continuum in non-Topological Floquet Photonic Crystals
[NO] 587/1865 | Impact of model-independent higher-order contributions to the Higgs-boson self-couplings
[NO] 588/1865 | Critical Quasilinear Schrödinger Equations on the Heisenberg Group: Existence and Nonexistence
[NO] 589/1865 | Physics-informed quantum algorithms for glueball-like excitations in a $\mathbb{Z}_2$ lattice gauge theory
[NO] 590/1865 | Unsupervised Anatomical Feature Learning via Diffusion Models: Enhanced Medical Image Segmentation with Denoising Diffusion Probabilistic Models
[NO] 591/1865 | Trust-Aware Sequential Decision Making and Rollout Planning for Resilient Multi-Robot Systems
[NO] 592/1865 | Analysis of a first-order explicit positivity preserving scheme for a class of scalar SDEs
[NO] 593/1865 | A counterexample to Kanalas' problem of continuously realising types
[NO] 594/1865 | Learning New Facts with QLoRA: An Acquisition-Retention Frontier
[NO] 595/1865 | GeoFormer: Geometry-Aware Transformer and its application to 5D First-Arrival Picking
[NO] 596/1865 | From General Agents to RCA Experts: A Self-Evolving Harness for Root Cause Analysis
[NO] 597/1865 | Stochastic End-to-End Latency Modeling of the IoT-Edge-Cloud Continuum: Impact of Jitter and Traffic Variability on Deterministic Service Provisioning
[NO] 598/1865 | Diffusion Transformers for Roof Graph Synthesis and Reconstruction
[NO] 599/1865 | The platonic elliptic surfaces
[NO] 600/1865 | EgoNav: Bridging Learned Waypoints and Geometry-Aware Local Control for Robust Indoor Navigation
