[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[NO] 221/2000 | Exploiting ionization dynamics in the nitrogen vacancy center for rapid, high-contrast spin and charge state initialization
[NO] 222/2000 | Dean-Kawasaki Equation with Biot-Savart and Keller-Segel Interactions: Existence and Large Deviations
[NO] 223/2000 | Space-Charge Effects in Silicon Reconfigurable Nonlinear-Processing Units
[NO] 224/2000 | The impact of flickering variability and magnetisation on the dynamics, stability and morphology of radio-loud AGN jets
[NO] 225/2000 | Z-Order Transformer for Feed-Forward Gaussian Splatting
[NO] 226/2000 | On the Darboux-Halphen system: Jacobi vs Lie
[YES] 227/2000 | Liquid Tree Automata
[NO] 228/2000 | Classification of solutions to the singular Liouville's equation associated with the $N$ Finsler Laplacian
[NO] 229/2000 | Magnetic fields in monoclinic $α$-RuCl$_3$ reveal rhombohedral inclusions underlying apparent oscillations
[NO] 230/2000 | Asymptotically Optimal Ergodic Coverage on Generalized Motion Fields
[NO] 231/2000 | Revisiting CUR Perturbation Analysis: A Local Tangent-Space Expansion
[NO] 232/2000 | TurboGR: An Accelerated Training System for Large-Scale Generative Recommendation
[NO] 233/2000 | Text2Score: Generating Sheet Music From Textual Prompts
[NO] 234/2000 | Towards a holistic understanding of Selection Bias for Causal Effect Identification
[NO] 235/2000 | LIFT: Last-Mile Fine-Tuning for Table Explicitation
[NO] 236/2000 | Combining pre-trained models via localized model averaging
[NO] 237/2000 | Remarks on diagonal dimension for algebraic stacks
[NO] 238/2000 | Ultracontractivity of Heat semigroups in $\mathrm{L}^{2}\left( Ω\right)$ with non-local Robin boundary conditions using Nash's inequality
[NO] 239/2000 | Decoupled Azimuth Elevation AoA Estimation Exploiting Kronecker Separable Steering Matrices
[NO] 240/2000 | Topology-Preserving Neural Operator Learning via Hodge Decomposition
[NO] 241/2000 | Training Long-Context Vision-Language Models Effectively with Generalization Beyond 128K Context
[YES] 242/2000 | Neurosymbolic Auditing of Natural-Language Software Requirements
[NO] 243/2000 | OmniLiDAR: A Unified Diffusion Framework for Multi-Domain 3D LiDAR Generation
[NO] 244/2000 | JANUS: Anatomy-Conditioned Gating for Robust CT Triage Under Distribution Shift
[NO] 245/2000 | "Metric-affine-like" generalization of YM (mal-YM): detailed classical consideration
[NO] 246/2000 | Chiral molecule-induced contributions to ferromagnetic resonance
[NO] 247/2000 | Irregular SLE(4) martingales and isomonodromic deformations
[NO] 248/2000 | Improving Reproducibility in Evaluation through Multi-Level Annotator Modeling
[NO] 249/2000 | An LLM-Based System for Argument Reconstruction
[NO] 250/2000 | Universal Confining Strings: From Compact QED to the Hadron Spectrum
[NO] 251/2000 | Realtime-VLA FLASH: Speculative Inference Framework for Diffusion-based VLAs
[NO] 252/2000 | RoboEvolve: Co-Evolving Planner-Simulator for Robotic Manipulation with Limited Data
[NO] 253/2000 | A combinatorial model for the canonical join complex of alt $ν$-Tamari lattices
[NO] 254/2000 | Chrono::Ray: A Distributed Framework for High-Throughput Simulation-Based Analysis of Multibody Systems
[NO] 255/2000 | Beam-Driven Transverse Deflecting Structure for Femtosecond Electron-Beam Diagnostics
[NO] 256/2000 | Optimal Quantum Illumination with Nonlocal Non-Gaussian Operations
[NO] 257/2000 | Helmholzian Spectra of Graphs: Novel Properties
[NO] 258/2000 | Humanwashing -- It Should Leave You Feeling Dirty
[NO] 259/2000 | Shubnikov-de Haas Characterization of Superconductor-Semiconductor Heterostructures
[NO] 260/2000 | SkillOps: Managing LLM Agent Skill Libraries as Self-Maintaining Software Ecosystems
[NO] 261/2000 | MILM: Large Language Models for Multimodal Irregular Time Series with Informative Sampling
[NO] 262/2000 | Apocalypse When? Solar System Constraints on an Imminent Big Rip
[NO] 263/2000 | Lax-Oleinik formula for nonautonomous Hamilton-Jacobi equations on networks
[NO] 264/2000 | Mass of the dark antibaryon using $B_d\rightarrow Λψ_{DS}$ channel in light cone QCD
[NO] 265/2000 | Moving beyond spatial and random cross-validation in environmental modelling: a call for prediction-domain adaptive evaluation
[NO] 266/2000 | MedCore: Boundary-Preserving Medical Core Pruning for MedSAM
[NO] 267/2000 | Characterizing Universal Object Representations Across Vision Models
[NO] 268/2000 | SpurAudio: A Benchmark for Studying Shortcut Learning in Few-Shot Audio Classification
[NO] 269/2000 | When Does the Dice Sum Become Prime?
[NO] 270/2000 | Robot Squid Game: Quadrupedal Locomotion for Traversing Narrow Tunnels
[NO] 271/2000 | Air-Sea Surface Modeling and Operating Link Range Evaluation for AUV-to-UAV Optical Wireless Communication Links
[NO] 272/2000 | Beyond Perplexity: A Geometric and Spectral Study of Low-Rank Pre-Training
[NO] 273/2000 | Weighted and Truncated Tail Index Estimation under Random Censoring: A Unified Full-Range Framework
[NO] 274/2000 | Prefix Teach, Suffix Fade: Local Teachability Collapse in Strong-to-Weak On-Policy Distillation
[NO] 275/2000 | Multiplicative Diophantine approximation and bounds for lattice sums
[NO] 276/2000 | ProjGuard: Safety Monitoring for Computer-Use Agents via Low-Dimensional Projections
[NO] 277/2000 | Volumetric Growth in Linear Elasticity Driven by an Optimality Criterion
[NO] 278/2000 | Ergodicity Library: A Python Toolkit for Stochastic-Process Simulation, Time-Average Diagnostics, and Agent-Based Experiments
[NO] 279/2000 | Adaptive time-domain simulation of optical cavities with arbitrary dynamics
[NO] 280/2000 | Bounded-Input True Proportional Navigation for Impact-Time Control
[NO] 281/2000 | Enhancing a Risk Model by Adding Transient Statistical Factors
[NO] 282/2000 | Phase Ordering in a few O(n) Symmetric Models: Slow Growth, Mpemba Effect and Experimental Relevance
[NO] 283/2000 | Crossover and universality breaking in the dilute Baxter-Wu model
[NO] 284/2000 | Dark photon searches in the photon channel
[NO] 285/2000 | Minimal Majoron Dark Matter
[NO] 286/2000 | Change-point detection in variance-covariance matrix
[NO] 287/2000 | Adam-SHANG: A Convergent Adam-Type Method for Stochastic Smooth Convex Optimization
[NO] 288/2000 | Certified Robustness under Heterogeneous Perturbations via Hybrid Randomized Smoothing
[NO] 289/2000 | Multitask Multimodal Fusion with Tabular Foundation Models for Peak and Durability Prediction of Pertussis Booster Response
[NO] 290/2000 | Persona-Model Collapse in Emergent Misalignment
[NO] 291/2000 | A refined CJ--SS--RR method with a reliable removal approach of spurious Ritz values for the Hermitian eigenvalue problem
[NO] 292/2000 | Bayesian Model Merging
[NO] 293/2000 | Decision Support for Marketplace Policies under Incomplete Evidence: From Replay to Launch Readiness
[NO] 294/2000 | Multimodal Hidden Markov Models for Persistent Emotional State Tracking
[NO] 295/2000 | MoCCA: A Movable Circle Probability of Collision Approximation
[NO] 296/2000 | Multi-Depth Uniform Coverage Path Planning for Unmanned Surface Vehicle Surveying
[NO] 297/2000 | D-Optimized Sampling Design for System Identification
[NO] 298/2000 | Pyramid Forcing: Head-Aware Pyramid KV Cache Policy for High-Quality Long Video Generation
[NO] 299/2000 | A philosophical history of infinitesimals
[YES] 300/2000 | Security Incentivization: An Empirical Study of how Micropayments Impact Code Security
[NO] 301/2000 | Identification of Non-Transversal Bifurcations of Linkages
[NO] 302/2000 | RoSplat: Robust Feed-Forward Pixel-wise Gaussian Splatting for Varying Input Views and High-Resolution Rendering
[NO] 303/2000 | Possibility of Probing an Extra Higgs Boson at the Compact Linear Collider
[NO] 304/2000 | Local Inverse Geometry Can Be Amortized
[NO] 305/2000 | A Standardized Re-evaluation of Conversational Recommender Systems on the ReDial Dataset
[NO] 306/2000 | RAG-Enhanced Large Language Models for Dynamic Content Expiration Prediction in Web Search
[NO] 307/2000 | An Agentic LLM-Based Framework for Population-Scale Mental Health Screening
[NO] 308/2000 | Large Language Models Lack Temporal Awareness of Medical Knowledge
[NO] 309/2000 | Pitfall of Precision in Noisy Signaling
[NO] 310/2000 | A necessary condition for cylindrical curves in terms of curvature and torsion
[NO] 311/2000 | Rethinking Efficient Graph Coarsening via a Non-Selfishness Principle
[NO] 312/2000 | JEDI: Joint Embedding Diffusion World Model for Online Model-Based Reinforcement Learning
[NO] 313/2000 | Toward Practical Age-of-Information Scheduling in 5G Cellular
[NO] 314/2000 | Amortized Guidance for Image Inpainting with Pretrained Diffusion Models
[NO] 315/2000 | Occlusion-Based Object Transportation Around Obstacles With a Swarm of Miniature Robots
[NO] 316/2000 | Not Just RLHF: Why Alignment Alone Won't Fix Multi-Agent Sycophancy
[NO] 317/2000 | Selective Octahedral Accommodation of Cr$^{3+}$ and Weak Magnetic Connectivity in the Sugilite Analogue KNa$_2$Cr$_2$Li$_3$Si$_{12}$O$_{30}$
[NO] 318/2000 | Decision Tree Learning on Product Spaces
[NO] 319/2000 | CLOUDBURST: Cloud-Layer Observations Using Beacons for Unified Real-time Surveillance and Threat Attribution
[NO] 320/2000 | Leveraging Speech to Identify Signatures of Insight and Transfer in Problem Solving
[NO] 321/2000 | Controlling Logical Collapse in LLMs via Algebraic Ontology Projection over F2
[NO] 322/2000 | GTA: Advancing Image-to-3D World Generation via Geometry Then Appearance Video Diffusion
[NO] 323/2000 | A Uniformly Accurate Multiscale Time Integrator for the Klein-Gordon-Schrödinger Equations in the Nonrelativistic Regime via Simplified Transmission Conditions
[NO] 324/2000 | An Activity-Theoretical Approach to Teacher Professional Development in Pedagogical AI Agent Design
[NO] 325/2000 | Anatomy-Slot: Unsupervised Anatomical Factorization for Homologous Bilateral Reasoning in Retinal Diagnosis
[NO] 326/2000 | An irreducible real projective plane in the 4-sphere
[NO] 327/2000 | Data Difficulty and the Generalization--Extrapolation Tradeoff in LLM Fine-Tuning
[NO] 328/2000 | Robust Sequential Experimental Design for A/B Testing
[NO] 329/2000 | When Do LLMs Generate Realistic Social Networks? A Multi-Dimensional Study of Culture, Language, Scale, and Method
[NO] 330/2000 | DynoJEPP: Joint Estimation, Prediction and Planning in Dynamic Environments
[NO] 331/2000 | From Polynomial Stability to Periodic Well-posedness in Partially Dissipative Systems
[NO] 332/2000 | Seed Bank, Co-op, Stoop Swap: Metaphors for Governing Language Model Data for Creative Writing
[NO] 333/2000 | Ultrafast wide-field 3D topography with extended depth of field
[NO] 334/2000 | Exploring Human-Robot Collaboration: Analysis of Interaction Modalities in Challenging Tasks
[NO] 335/2000 | GRIP-VLM: Group-Relative Importance Pruning for Efficient Vision-Language Models
[NO] 336/2000 | Exploiting Pre-trained Encoder-Decoder Transformers for Sequence-to-Sequence Constituent Parsing
[NO] 337/2000 | Percolation representations of additive particle systems
[NO] 338/2000 | Invertible Symmetry and Spontaneous Duality Breaking in the Transverse-Field Ising Model
[NO] 339/2000 | Petrov type extension for multivalued contraction mappings
[YES] 340/2000 | AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents
[NO] 341/2000 | Lamb Shift of Landau Levels in Two-Dimensional Electron Systems in a Multimode Resonator
[NO] 342/2000 | Evaluating alternative spin scenarios of $P_{c\bar{c}}(4440)$ and $P_{c\bar{c}}(4457)$ using heavy quark symmetries
[NO] 343/2000 | Diversity of Extensions in Abstract Argumentation
[NO] 344/2000 | FIND: Toward Multimodal Financial Reasoning and Question Answering for Indic Languages
[NO] 345/2000 | Tracing Persona Vectors Through LLM Pretraining
[NO] 346/2000 | A Guide to Applications of $k$-Contact Geometry in Dissipative Field Equations
[NO] 347/2000 | SimART: A Unified and Open Real-world Multimodal Simulation Platform for 6G Integrated Sensing and Communication
[NO] 348/2000 | Safe Bayesian Optimization for Uncertain Correlations Matrices in Linear Models of Co-Regionalization
[NO] 349/2000 | Discrete Diffusion for Complex and Congested Multi-Agent Path Finding with Sparse Social Attention
[NO] 350/2000 | CANTANTE: Optimizing Agentic Systems via Contrastive Credit Attribution
[NO] 351/2000 | Img2CADSeq: Image-to-CAD Generation via Sequence-Based Diffusion
[NO] 352/2000 | Delightful Exploration
[NO] 353/2000 | Electron - acoustic phonons scattering in quantum wells in a tilted quantizing magnetic field
[NO] 354/2000 | Chem-GMNet: A Sphere-Native Geometric Transformer for Molecular Property Prediction
[NO] 355/2000 | Multiband Superconductivity in the Exactly Solvable Hatsugai-Kohmoto Model
[NO] 356/2000 | X-Restormer++: 1st Place Solution for the UG2+ CVPR 2026 All-Weather Restoration Challenge
[NO] 357/2000 | Factorization of denominators as a `fuel' for Feynman integral reduction
[NO] 358/2000 | Real-time Gaussian Process based Approximate Model Predictive Trajectory Tracking Control for Autonomous Vehicles
[NO] 359/2000 | GAGPO: Generalized Advantage Grouped Policy Optimization
[NO] 360/2000 | Diversity in Evolutionary Status and Magnetic Activity among Solar-Type Twin Detached Eclipsing Binaries
[NO] 361/2000 | Calibration-Free Gas Source Localization with Mobile Robots: Source Term Estimation Based on Concentration Measurement Ranking
[NO] 362/2000 | Observation of an aperiodic polariton monotile
[NO] 363/2000 | Indefinite Stochastic Linear-Quadratic Optimal Control Problems with Random Coefficients and Poisson Jumps: Closed-Loop Representation of Open-Loop Optimal Controls
[NO] 364/2000 | Size and spectral conditions for a graph with given minimum degree to be $k$-$d$-critical
[NO] 365/2000 | McCast: Memory-Guided Latent Drift Correction for Long-Horizon Precipitation Nowcasting
[NO] 366/2000 | Onsager-variational formulation of diffuse-domain methods for computational modeling of microscale fluid-structure interactions
[NO] 367/2000 | Neural Networks, Dispersion Relations and the Thermal Bootstrap
[NO] 368/2000 | Prospects for Measuring $H\to \rm{invisble}$ at the FCCee
[NO] 369/2000 | Does Engram Do Memory Retrieval in Autoregressive Image Generation?
[NO] 370/2000 | Asymptotic study of supercritical generalized SQG equations in critical Sobolev spaces
[NO] 371/2000 | A survey on normal forms of real submanifolds with CR singularity
[NO] 372/2000 | GenCape: Structure-Inductive Generative Modeling for Category-Agnostic Pose Estimation
[NO] 373/2000 | Generative Modeling of Approximately Periodic Time Series by a Posterior-Weighted Gaussian Process
[NO] 374/2000 | A Constraint Programming Approach for $n$-Day Lookahead Playoff Clinching
[YES] 375/2000 | UIBenchKit: A unified toolkit for design-to-code model evaluation
[NO] 376/2000 | Multi-Modal Guided Multi-Source Domain Adaptation for Object Detection
[NO] 377/2000 | Quantitative Linear Logic for Neuro-Symbolic Learning and Verification
[NO] 378/2000 | Quantum Field Theory of Black Hole Perturbations with Backreaction VI. Apparent Horizons, Quasi-Local Mass and Effective Classical Metrics
[NO] 379/2000 | On the asymptotic behavior at the kinetic time of a weakly interacting Fermi gas
[NO] 380/2000 | Submodular Multi-Agent Policy Learning for Online Distributed Task Allocation in Open Multi-Agent Systems
