[2026-07-10 22:59:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[NO] 440/1777 | FedOPAL: One-Shot Federated Learning via Analytic Visual Prompt Tuning
[NO] 441/1777 | Inverse-designed meta processing units for multi-task near-field photonic computing
[NO] 442/1777 | Coarse embeddings of products of trees as quasi-isometry invariants
[NO] 443/1777 | SkillPlug: Unsupervised Skill Mining for Few-Shot Adaptation in Robotic Manipulation
[NO] 444/1777 | Bond, orbital and spin order in d4/d6/d7 perovskite oxides: successes and limitations of foundation interatomic potentials
[NO] 445/1777 | Impact of Nirsevimab prophylaxis on RSV dynamics: a stage-structured modelling study
[NO] 446/1777 | AnyDexRT: Calibration-Free Dexterous Hand Retargeting with Few-Shot Human Guidance
[NO] 447/1777 | Rigidity in the planar Ulam floating body problem with perimetral densities $σ=\tfrac18,\tfrac38$ under central symmetry
[NO] 448/1777 | ArtMine: Discovering and Formalizing Artistic Processes
[NO] 449/1777 | Zero-temperature stochastic Ising model on one-dimensional quasi-transitive graphs
[NO] 450/1777 | Carroll supergravities
[NO] 451/1777 | A 'normal' research trap limits scientific breakthroughs and disruptive innovation in the European Union
[NO] 452/1777 | Diagnosing and Repairing Persona Collapse in LLM Advice
[NO] 453/1777 | Finite-Population Inference for Heterogeneity in Many-Group Synthetic Difference-in-Differences
[NO] 454/1777 | Blind-Spots-Bench: Evaluating Blind Spots in Multimodal Models
[NO] 455/1777 | Representations of $p$-adic reductive groups
[NO] 456/1777 | Wigner symmetries single out symmetric Wasserstein distances in all finite dimensions
[NO] 457/1777 | Development of a Raman Lidar for the Southern Site of the Cherenkov Telescope Array Observatory
[NO] 458/1777 | Dilated Hankel determinants
[NO] 459/1777 | Optimal Weak-Type Estimates and Their Applications of Lifted Rough Maximal Operators
[NO] 460/1777 | Full-Spectrum Quantum Simulation for the Nuclear Shell Model
[NO] 461/1777 | Triangulene-based diradicals as a blueprint for molecular quantum platforms with optical addressability and long spin coherence times
[NO] 462/1777 | Manifold-adapted radial basis functions for reduced-order modelling of chaotic flows
[NO] 463/1777 | Hyperbolic manifolds without positive spun triangulations
[NO] 464/1777 | The $\ominus$-metric to compare phylogenetic networks
[NO] 465/1777 | Invertibility of Anticommutator and Commutators of Higher Degree of $n$-potent Elements
[NO] 466/1777 | zkComposer: Decomposing Proof Construction to Scale zkML
[NO] 467/1777 | Emergent Topology from Nonlocal Electronic Correlations in One Dimension
[NO] 468/1777 | Directed proof-relevant logical relations in simplicial HoTT
[NO] 469/1777 | Beyond black hole spectroscopy: Quasinormal mode contamination by massless scalars
[NO] 470/1777 | Computing over Data Streams using Catalytic Space
[NO] 471/1777 | Contravariance Theory: Strong Alignment for Minimal Solutions to Hard Tasks
[NO] 472/1777 | Elitism in the Aisle: A Long-Run Surname Measure of Legislative Elite Composition in Chile, 1834-2020
[NO] 473/1777 | PhononScore: a phonon-aware scoring function for dynamical stability
[NO] 474/1777 | Beyond wheelchairs and blindfolds: Investigating disability stereotypes in T2I models with INCLUDE-BENCH
[NO] 475/1777 | Metropolitan entanglement distribution between an atom and a near-visible photon
[NO] 476/1777 | Systematic Evaluation of Learning Rate Scheduling Strategies Across Heterogeneous Architectures
[NO] 477/1777 | Magic Gate Teleportation: Structure, Useful Resource States, and Simpler Feedforward
[NO] 478/1777 | CT-CLIP Representations for Multimodal Lung Cancer Survival Prediction
[NO] 479/1777 | Repurposing acquisition devices into trigger-based timing synchronization of breakdown events during MITICA high voltage holding experiments
[NO] 480/1777 | Cognitive-structured Multimodal Agent for Multimodal Understanding, Generation, and Editing
[NO] 481/1777 | Multifractality of Semiclassical Measures on Star Graphs
[NO] 482/1777 | Phase-dependent chemistry of WASP-43 b revealed with a suite of one-, two-, and three-dimensional models
[NO] 483/1777 | Gram--Wishart--Stiefel formulation of the $N=2$, large--$d$ gauge theory in 1D
[NO] 484/1777 | Exciton valley depolarization in monolayer MoS2: non-Markovian quantum dynamics, intervalley scattering, and the breakdown of the Dyakonov-Perel mechanism
[NO] 485/1777 | A screening approach to nonparametric inference from the M/G/1 workload
[NO] 486/1777 | Spectral Radius Conditions for 3-Uniform Intersecting Families
[NO] 487/1777 | Spatio-Temporal Scheduling Prediction Under Backhaul Delay for Resilient Coordinated Beamforming
[NO] 488/1777 | Statistical Estimation of higher Dedekind Numbers
[NO] 489/1777 | Controllability and Exponential Mixing in Singular Interacting Particle Systems
[NO] 490/1777 | A note on the convergence of the eigenvalues in a subdomain to the continuous spectrum
[NO] 491/1777 | An Iterative Method for Transient Finite Element Simulations of Non-Linear Eddy Current Problems
[YES] 492/1777 | FPGN: Redefining Ultra-Fast Programmable Gate-based Neural Acceleration with Differentiable LUTs
[NO] 493/1777 | Optimization and Deep Learning based Resource Allocation for UAV-Aided Wireless Communication with Rotatable Antenna Array
[NO] 494/1777 | Collisionless and collisional kinetics of a plasma atmosphere with spatially and temporally intermittent heating at its base
[NO] 495/1777 | Testing Covariance Separability in High Dimensions
[NO] 496/1777 | Revisiting One-Zero and Two-Zero Neutrino Mass Textures in Light of Recent Oscillation and Cosmological Data
[NO] 497/1777 | H3D: Benchmarking Unsupervised Text Hashing for Fine-Grained Document Deduplication
[NO] 498/1777 | Normalized Semiclassical Solutions to Magnetic Schrödinger-Poisson Systems with Critical Local and Nonlocal Interactions
[NO] 499/1777 | Dynamics of Gradient Descent with Large Step Size Near a Manifold of Flat Minima
[NO] 500/1777 | Multiple populations along the asymptotic giant branch: a Gaia+APOGEE study of 22 Galactic globular clusters
[NO] 501/1777 | Large-Language-Models-as-a-Judge in Theory-Agnostic Adaptive Metric-Alignment for Prototypical Networks in Personality Recognition
[NO] 502/1777 | Theoretical exploration of Be Ag(II) F phases and their magnetic properties using learning algorithms
[NO] 503/1777 | On the Role of Conversational Timing in Synthetic Training Data for ASR
[NO] 504/1777 | Proof of a conjecture of Andrews and El Bachraoui on the parity of two-color partitions
[NO] 505/1777 | DaV-Gen: End-to-End Generative Retrieval via Draft-and-Verify
[NO] 506/1777 | Stroboscopic Stabilization of Cat Qubits
[NO] 507/1777 | Polycrystalline ferroelectric croconic acid for multisource environmental energy harvesting
[NO] 508/1777 | MobiDiff: Semantic-Aware Multi-Channel Discrete Diffusion for Human Mobility Data Generation
[NO] 509/1777 | Bright and Dark Excitons in CrSBr: Local Ligand-Field Character and Band-Coherent Optical Selection Rules
[NO] 510/1777 | Splendid extensions
[NO] 511/1777 | Chaplygin and Polytropic Kantowski--Sachs Solutions in Teleparallel $F(T)$ Gravity
[NO] 512/1777 | AutoAnchor: Stable Diffusion Unlearning Using Cross-Attention as a Manifold Surrogate
[NO] 513/1777 | Bayesian Experimental Design via Score Matching
[NO] 514/1777 | Gravito-Electromagnetic perturbation of higher derivative corrected Kerr-Newman black hole
[NO] 515/1777 | Explicit estimates of the weighted sum $S(x)=\sum_{n \leq x} (-2)^{Ω(n)} \log\bigl(\frac{x}{n}\bigr).$
[NO] 516/1777 | INTENT: An LSTM Framework for Vehicle Intention Prediction in Intersection Scenarios with Comprehensive Ablation Analysis
[NO] 517/1777 | Empirical Analysis of GPU Frequency Behavior Under ML Workloads
[NO] 518/1777 | A Non-Hermitian Potential Well Formalism for Conscious--Preconscious--Subliminal Processing
[NO] 519/1777 | Robustness in Sequential Decision Making under Evolving Uncertainty: Evidence from High-Frequency Market Making
[NO] 520/1777 | Lambda as a Probe of Lensing Consistency
[NO] 521/1777 | Psychological Competence as a Missing Dimension in AI Evaluation
[NO] 522/1777 | Enhancing the KidSat Model: Integrating Geographical Encoding and Data Quality Assessment for Childhood Poverty Prediction
[NO] 523/1777 | Primal-Dual Online Algorithms for the Parking Permit Problem
[NO] 524/1777 | SkelGen4D: Weakly-Supervised Skeleton-Based 4D Generation for Text-Driven Mesh Animation
[NO] 525/1777 | Closing the Null Space: Guidance-Aware Quantization for Classifier-Free Diffusion
[NO] 526/1777 | RhyMix: A Lightweight Adaptive Multi-Rhythm Network for Long-Term Time Series Forecasting
[NO] 527/1777 | LUMI: Tokenizer-Agnostic LLM-Based Lossless Image Compression
[NO] 528/1777 | Möbius-Guided Diagonal-Gate Compilation with Native Multiqubit Controlled-Phase Gates on Neutral-Atom Processors
[NO] 529/1777 | Subword representations and weak hypercube dimension for acyclic categories
[NO] 530/1777 | PIT-SUN: A Deployable Empirical Marginal Transform Framework with Expectation-Consistent Recovery for Regression in Recommender Systems
[NO] 531/1777 | TMI: Text-to-Image Meets Image-to-Image for Complementary Data Synthesis to Boost Long-Tailed Instance Segmentation
[NO] 532/1777 | A First-Principles Theory of Slow Thinking and Active Perception
[NO] 533/1777 | Beryllium enhancement in stars of the accreted Thamnos-2 system
[NO] 534/1777 | State-Averaged Density Matrix Embedding Theory for Local Excitations
[NO] 535/1777 | Overview of Applications of Quantum Computing in QCD
[NO] 536/1777 | Efficient Pauli-decomposition and multistage state-refinement for tensor network based differential equation solver
[NO] 537/1777 | Continuous-Variable MIMO THz Quantum Secret Sharing: Gaussian-modulation and Passive-modulation
[NO] 538/1777 | A Comparative Review of Methods to Create a Composite Index for Sustainable and Inclusive Wellbeing
[NO] 539/1777 | LEXIC: Lightweight Eye-tracking eXtension via Injected Complexity
[NO] 540/1777 | Spectroscopic structure of Non-Hermitian $\mathcal{PT}$-Symmetric Klein--Gordon Fields in a Magnetized Cosmic String Spacetime
[NO] 541/1777 | Bayesian Donor Set Selection in Synthetic Controls
[NO] 542/1777 | Adaptive Qubit Freezing Enables Robust Graph Partitioning for Divide-and-Conquer QAOA
[NO] 543/1777 | Vetting Ambiguous Planetary Candidates (APC) in TESS Data: Insights from LATTE Package and Detection of Nine Potential Exoplanet Candidates
[NO] 544/1777 | A Survey on Multiset Dimension and Its Variations
[NO] 545/1777 | Workload-Preserving Differentially Private Synthetic Data for Causal Inference via Maximum-Entropy Calibration
[NO] 546/1777 | COALA: Robust Contextualized Speech-augmented Language Modeling for ASR via Contrastive Regularizer and Biasing Score Estimation
[NO] 547/1777 | VSRo-200: A Romanian Visual Speech Recognition Dataset for Studying Supervision and Multimodal Robustness
[NO] 548/1777 | Stochastic Order Learning: An Approach to Rank Estimation Using Noisy Data
[NO] 549/1777 | Basin-volume distributions in monodisperse particle packings -- the soul of memory
[NO] 550/1777 | Multi-wavelength Constraints on the Transient EP250905a
[NO] 551/1777 | Multi-GeV Electron Combs from a Plasma Wakefield Accelerator
[NO] 552/1777 | Evaluation of Combination Therapy amid Patient-Level Heterogeneity
[NO] 553/1777 | Multiband topological group-velocity control from slow light to light stopping
[NO] 554/1777 | RedDots: Magnetic field of the nearby active M dwarf GJ 729, and a search for companions
[NO] 555/1777 | Degree-Constrained Interval Optimization for Minimax Polynomial Approximation in Homomorphic Encryption
[NO] 556/1777 | An exact information theory of generalization phase transitions in Bayesian diffusion models
[NO] 557/1777 | A study of neutrinoless double electron capture in $^{40}$Ca from the AMoRE experiment
[NO] 558/1777 | DKDNet: Dual Knowledge and Data-Driven Network for Cross-Domain Automatic Modulation Classification
[NO] 559/1777 | PGD-NO: A Neural Operator with Precomputed Geometry Decomposition for 3D Million-scale Physics Simulations
[NO] 560/1777 | Concretized Proposition Prompting Resolves Composition-Knowledge Dichotomy in Large Language Models
[NO] 561/1777 | FedTR: Federated Learning Framework with Transfer Learning for Industrial Visual Inspection
[NO] 562/1777 | Observation of giant nonvolatile magneto-thermal switching in superconductor-ferromagnet hybrids
[NO] 563/1777 | Low-Rate Wrist SpO2 Estimation under Micro-Perturbations Using Motion-Aware Beat Selection and Perfusion-Guided Calibration
[NO] 564/1777 | LongE2V: Long-Horizon Event-based Video Reconstruction, Prediction, and Frame Interpolation with Video Diffusion Models
[NO] 565/1777 | The mini-Page Curve in Cosmology
[NO] 566/1777 | The Illusion of Equivalency: Statistical Characterization of Quantization Effects in LLMs
[NO] 567/1777 | Super Weights in LLMs and the Failure of Selective Training
[NO] 568/1777 | Cataclysmic Variables Photometric Periods from TESS
[NO] 569/1777 | Latent Memory Palace: Reasoning for Control as Autoregressive Variational Inference
[NO] 570/1777 | Optimal-Transport-Based Cell Resampling for Negative and Pathological Event Weights
[NO] 571/1777 | Accounting for overdispersion and clustering in binomial data from N-of-1 trials
[NO] 572/1777 | On improving the estimates of the sampling variances via Global-Local priors in Small Area Estimation
[NO] 573/1777 | A functional inequality related to Domar's uniform boundedness theorem
[NO] 574/1777 | Gilbreath's conjecture: a Cramér random model and a deterministic analysis
[NO] 575/1777 | Spectrum of Directed Inhomogeneous Random Graphs
[NO] 576/1777 | Hα clarifies picture of IIn supernova SN 2015da
[NO] 577/1777 | Dynastic dynamics: Modelling powerful naming choices with stochastic prestige
[NO] 578/1777 | SAM-MT: Real-Time Interactive Multi-Target Video Segmentation
[NO] 579/1777 | SolarChain-Eval: A Physics-Constrained Benchmark for Trustworthy Economic Agents in Decentralized Energy Markets
[NO] 580/1777 | Precision mapping of laser-driven magnetic fields and their evolution in high-energy-density plasmas
[NO] 581/1777 | Statistical inference of dynamical processes on networks
[NO] 582/1777 | Analysis of Nuclear Fragmentation Functions for Pions with $A$ and $ν$ Dependence
[NO] 583/1777 | TRM-Raft: A Byzantine-Resistant Raft Consensus via Integrated Trust and Reputation Model
[NO] 584/1777 | The Remnant of an Evaporating Rotating Regular Black Hole from the Generalized Entropy in the Final Stage of Evaporation
[NO] 585/1777 | EdgeRefine: Privacy-Utility Balance for Graphs via Jaccard Sampling under Edge Differential Privacy
[NO] 586/1777 | Formal Mechanisms for Market Stability in Self-Interested Agent Societies: A Marketplace Simulation Study
[NO] 587/1777 | UltraX: Refining Pre-Training Data at Scale with Adaptive Programmatic Editing
[NO] 588/1777 | GroverFigureOfMerit: An Agnostic Figure of Merit for Quantum Backend Characterization in the NISQ Era
[NO] 589/1777 | Exact Permutation Recovery Under Unknown Scalar Affine Transformation
