[2026-06-06 23:04:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-05
正在获取论文...
[ACM] 2026-6-5 | Hop-wise Planning with Iterative Explainable Self-Correction for Knowledge Base Question Answering
[NO] 254/928 | Robust Algorithm With Contrastive Learning for Identifying Spatial Domains From Noised Spatial Transcriptomics Data
[NO] 255/928 | Career Verify – A Fake Job Posting Detection
[NO] 256/928 | IoHT PUFchain Simulator
[NO] 257/928 | Glow-Code: A Hybrid AI-Powered Platform for Personalized Skincare Analysis and Recommendation
[NO] 258/928 | AI Insights into Asia’s Development Landscape: A Multi-Algorithm Classification Study
[NO] 259/928 | Distributed Ledger Technology Enables Deep Convolutional Neural Network (CNN) Based Intrusion Detection to Enhance the Secure Collection &amp; Storage of Health Data
[NO] 260/928 | A Deep Learning-Based Anime Character Recognition and Recommendation System
[NO] 261/928 | A Multi-Model Assessment of Deep Learning Techniques for Regional Cuisine Identification Using Food Imagery
[NO] 262/928 | A System and Method for Vision-Based Stress Detection Using Facial Expressions and Convolutional Neural Networks
[NO] 263/928 | System Integrated Global Machine Automation OS (SIGMA OS)
[NO] 264/928 | Predicting Social Engineering Attacks Using an AI-Agent-Driven Detection Model
[NO] 265/928 | Dynamic Factor Model-Based Multiperiod Mean-Variance Portfolio Selection with Portfolio Constraints
[NO] 266/928 | A Parameter-Free Multi-view Clustering Framework with Adaptive Anchors for Large-scale Data
[NO] 267/928 | Masthead
[NO] 268/928 | UPhy-Diff: A Text-guided Multimodal Physical Diffusion Model for Underwater Image Enhancement
[NO] 269/928 | Joint Optimization of Trajectory Control, Resource Allocation, and Task Offloading for Multi-UAV-Assisted IoV
[NO] 270/928 | Embedded Computational Cost Analysis of a Hybrid AI/Physics-Based State-of-Charge Estimation Method for Lithium-Ion Batteries
[NO] 271/928 | Integrating Identification and Regulation: A Foreign-Load Adaptive Balance Control Framework for Biped Robots via a Hierarchical Hip–Ankle Strategy
[NO] 272/928 | Event-Triggered Fixed-Time Orbital Tracking Control of Spacecraft via Fuzzy Reinforcement Learning
[NO] 273/928 | Multi-Domain Performance Assessment of Double-Gate Tunnel FETs for Low-Power Sensing Applications
[NO] 274/928 | Data-Clustering based Adaptive Mechanism for Constrained Multi-objective Model Predictive Control Without Weighting Parameters
[NO] 275/928 | AI-based Design, Optimization and Validation of a CMOS 65nm Current Conveyor IC for Chest Electrical Impedance Tomography
[NO] 276/928 | Enhancement of RGB-based Human Action Recognition via Event-Inspired Multitask Learning
[NO] 277/928 | MPQ-DMv2: Flexible Residual Mixed Precision Quantization for Low-Bit Diffusion Models With Temporal Distillation
[NO] 278/928 | Steiner and Poisson Traversal Initializations: Initial Curve Optimization for Geometric Flow-based Surface Filling
[NO] 279/928 | Fire Danger and Intensity Response to Vegetation Properties and Weather Conditions in Eastern Asia Using Multi-Layer Perceptron
[NO] 280/928 | Composite Control With Prescribed Performance for High-Speed Maglev Train Levitation Systems
[NO] 281/928 | Dynamic Asymmetric Group Key Agreement Without Pairing for Distributed Online Social Networks
[NO] 282/928 | Front Cover
[NO] 283/928 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp4-3683248.mp4
[NO] 284/928 | Call for Ideas
[NO] 285/928 | Multi-Agent Deep Contrastive Reinforcement Learning-Based Energy-Efficient Routing for Internet of Things
[NO] 286/928 | AI-Enhanced Financial NLP for Bitcoin Return Variation Prediction: Timestamp-Aware Evidence from Trump’s Tweets
[NO] 287/928 | Deep Learning for Postpartum Depression Prediction Using Behavioral Data: A Systematic Review
[NO] 288/928 | A Fully Linearized Electricity Market Clearing Model Utilizing Generalized Polynomial Approximation
[NO] 289/928 | SKY-Chunks: A Session-Key-Guided Chunking System for Lightweight and Secure LoRaWAN Image Delivery
[NO] 290/928 | Vertical GaN-on-GaN finFETs: Effect of SiN Spacer Layer on Breakdown Voltage and Device Stability Under Gate Bias Stress_supp1-3694359.pdf
[NO] 291/928 | A Compact NIR dToF Sensor for High-precision LiDAR Measurement with an Area-efficient Error Calibration Circuit
[NO] 292/928 | Dual-Comb Spectroscopy of SF
                    <sub>6</sub>
                    Using Free-Running Quantum Cascade Lasers Near 7.9 μm
[NO] 293/928 | TSF-DETR: Two-Stage Frequency-Domain Enhancement DETR for Small Object Detection in Remote Sensing
[NO] 294/928 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp1-3683248.mp4
[NO] 295/928 | Sardinia's Energy Future Hinges on its Past: Ancient and Recent History Keep the Island Stuck on Coal
[NO] 296/928 | Zero Trust Network Architecture for Secure Cyberinfrastructure
[NO] 297/928 | Preprocessing Real-world Hazy Images for Improved Results of DehazeFormer
[NO] 298/928 | Modern Advances in Secure Multi-Party Computation: Protocols, Implementations, and Emerging Applications
[NO] 299/928 | Tablet to Table:From Dosage to Dish-An AI Alchemy
[NO] 300/928 | A Lightweight Framework for Emotion Drift and Asymmetry Detection in Explainable Deepfake Analysis
[NO] 301/928 | Machine Learning and Smart PLS Approach to Understanding Individual and Technological Determinants of Work Engagement and Workplace Happiness
[NO] 302/928 | Anomatrix: WiFi Anomaly Detection
[NO] 303/928 | Evaluating Financial Impact of Misclassifications in Credit Scoring Through IRR Analysis
[NO] 304/928 | SignGemma Multilingual Expansion: Integrating Indian Sign Language(ISL) For Accessible Real Time Translation
[NO] 305/928 | Translator-Oriented AI for Medical Record Reconciliation (TOAI-MR)
[NO] 306/928 | Learning from Rendering: Realistic and Controllable Extreme Rainy Image Synthesis for Autonomous Driving Simulation
[NO] 307/928 | Front Cover
[NO] 308/928 | Beamforming and Deployment Design for Cooperative AAV-enabled ISAC with Rate-Splitting Multiple Access under Imperfect CSI
[NO] 309/928 | EEPNet-V2: Patch-to-Pixel Solution for Efficient Cross-Modal Registration between LiDAR Point Cloud and Camera Image
[NO] 310/928 | Analyzing gait pattern associated with neuropsychiatric symptoms in Parkinson’s Disease by a comprehensive approach
[NO] 311/928 | Revocable Gateway-Centric Trust for Consumer Electronics Using Distributed Ledger Technology
[NO] 312/928 | Voltage and Frequency Restoration Control With State-Constrained Prescribed Performance for Islanded AC Microgrids
[NO] 313/928 | Causal Clothes-Invariant Feature Learning for Cloth-Changing Person Re-ID
[NO] 314/928 | A Rate-Distortion Optimized Skip Mode Coding Framework for Neural Video Compression in AVS
[NO] 315/928 | Table of Contents
[YES] 316/928 | A Voltage-Controlled Current Source Approach for Transient Electrothermal Analysis of IC Interconnects Under ESD Pulses
[NO] 317/928 | O
                    <sub>2</sub>
                    AS: Optimistic Online Aerial Search via Vision-Language Models
[NO] 318/928 | Data complement: Utilizing Realistic Wildlife Images Generated by Different Models as Training Data to Enhance the Performance of ViT and ConvNeXt Models for Wildlife Monitoring
[NO] 319/928 | Zero-Shot Network Intrusion Detection Using Semantic Learning and CVAE Augmentation
[NO] 320/928 | Pneumothorax Detection and Severity Estimation Via Chest Radiographs
[NO] 321/928 | Finding My Path in Electromagnetics: Lessons Across Borders and Disciplines:
                    <i>A Personal Reflection on Research, Mentorship, and Global Collaboration</i>
                    (Young Professionals
                    <i>)</i>
[NO] 322/928 | The Final Exam? [Turnstile]
[NO] 323/928 | AquaScope: A Secure, Edge-Native Framework for Real-Time Aquatic Habitat Monitoring
[NO] 324/928 | Text to Treatment - T2T: Memory Enhanced Retrieval Augmented Generation (RAG) Framework for Personalize Ayurvedic Medicine
[NO] 325/928 | Benchmarking the Effectiveness of AI-Driven Red Teaming Across Safety-Aligned Language Models
[NO] 326/928 | Hybrid Spiking Convolutional Neural Network (H-SCNN) on AudioMNIST
[NO] 327/928 | Evaluation of Object Detection Models on Indian Road Scenarios for Pothole Detection
[NO] 328/928 | Establishing a lightweight CNN Baseline on the SalmonScan Dataset for Fish Disease Detection
[NO] 329/928 | High performance fully in-GPU parallel inductive learner in description logic
[NO] 330/928 | The Challenge and Consideration for Informed Consent in Robotic and Intelligent Surgery
[NO] 331/928 | Fuzzy Neural Networks-Based Prescribed-Time Fault-Tolerant Cooperative Control of Second-Order Nonlinear Heterogeneous Multiagent Systems
[NO] 332/928 | Recessed-Gate Enhancement-Mode GaN HEMTs: Pre-Stress-Free High-Voltage Pulse Testing and Its Effects on Dynamic On-Resistance
[NO] 333/928 | Beyond Switching: Adaptive Weighted Integration for Learning-Augmented Caching
[NO] 334/928 | Diagonal Asymmetric Phase-Shift Modulation based Fault-Tolerant Method for Magnetic Network-based Energy Router under Switch Open-Circuit Fault
[NO] 335/928 | MESE: Mining Emotional and Semantic Evolution from User Comments for Fake News Detection_supp1-3690971.pdf
[NO] 336/928 | Online Max-Min Fairness Guarantee for Request Completion Rates in Collaborative Edge Inference_supp1-3698398.pdf
[NO] 337/928 | LMQBDANet: A Lightweight Rolling Bearing Fault Diagnosis Model with Multiscale Quadratic and Broadcast Denoising Attention
[NO] 338/928 | DARE: An Explainable AI-visualization Framework for Ill-defined Decision Making
[NO] 339/928 | Correlation Mechanism of Cranial Bone Mechanical Characteristics and CT Imaging Features in Robot-Assisted Craniotomy
[NO] 340/928 | Fine-Grained Detection and Analysis of Unknown Encrypted Malicious Traffic From Mixed Noisy Labels_supp1-3697849.pdf
[NO] 341/928 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp5-3683248.mp4
[NO] 342/928 | Rethinking Your Writing: Rhetoric for Reflective Writers: E. Shelley Reid: [Book Review]
[NO] 343/928 | High-dimensional Static Security Region Based on Hyper-planes–Vertex Calculation
[NO] 344/928 | EBMIF: Energy-Balanced Multi-Path Interest Forwarding in Underwater Named Data Networking
[NO] 345/928 | LAMC2026 CFP
[NO] 346/928 | Table of Contents
[NO] 347/928 | Electrochemical Characterization and DRT-Guided ECM Modeling of Commercial Sodium-Ion 18650 Cells
[NO] 348/928 | ObjSplat: Geometry-Aware Gaussian Surfels for Active Object Reconstruction
[NO] 349/928 | Automated Co-optimization Framework of Feature Selection and Ensemble Learning for Wafer Yield Prediction
[NO] 350/928 | Resource-Efficient Neural Network for Crop Damage Classification in Precision Agriculture_supp1-3686363.pdf
[NO] 351/928 | A diffusion-based sequential recommender via partial noise injection and cross-expert comparison
[NO] 352/928 | Machine Learning Based System for Identification of Laghu and Guru in Sanskrit Verse
[NO] 353/928 | Selective Layer Adaptive Attacks Against Federated Large Language Models
[YES] 354/928 | LLM-Powered Text-to-SQL Generation and Data Visualization
[NO] 355/928 | Leveraging Vision-Language Models for Movie Genre Prediction: A Comparative Analysis of BLIP, CLIP, ViLT, and FLaVA
[NO] 356/928 | Integrating Supervised Learning Paradigms for Enhanced Marketing Campaign Outcome Prediction
[NO] 357/928 | Speech Response Latency Analysis in Children for Early Autism Detection
[NO] 358/928 | Sentiment Analysis on IMDB Reviews: A Comparative Study of Bag-of-Words, Deep Learning, and Transformer Models
[YES] 359/928 | Attention Is All You Need [From the Editor]
[NO] 360/928 | AI-Driven Sports Analytics: A Comprehensive Review of Player Performance and Injury Prediction Using Data Science
[NO] 361/928 | Create Classification model to Detect Glioma Meningioma Pituitary Malignant Cell Based on Artificial Intelligent
[NO] 362/928 | Diffraction and Scattering Modeling for Laser Power Beaming in Lunar Environment
[NO] 363/928 | SAFER: Self-Attentive Feature Extraction and Reduction
[NO] 364/928 | Reinforcement Learning for Urban Business Intelligence_supp1-3692595.pdf
[NO] 365/928 | Polarimetric Ground and Volume Decomposition based on the PolInSAR Two-Layer model
[NO] 366/928 | Analysis and Optimization of OIRS-Aided VLC Systems with Random UE Orientation and Complete LoS Blockage
[NO] 367/928 | Load Frequency Control of Multisource Power System: Enhanced Counterfactual Multiagent Strategy Approach
[NO] 368/928 | Spatiotemporal Gap-Filling of GOCI-II Chlorophyll-a Using Attention-Based Partial Convolution Model_supp1-3700216.pdf
[NO] 369/928 | Nonlinear PDE Constrained Optimal Dispatch of Gas and Power: A Global Linearization Approximation Approach
[NO] 370/928 | CSS Distinguished Lecturers Program Highlights [Member Activities]
[NO] 371/928 | Content-preserved augmentation and style-transferred normalization for single domain generalization
[NO] 372/928 | Flexible Prescribed-Time Optimal Control With Adaptive State–Input Constraint Bounds via Actor–Critic Learning
[NO] 373/928 | On the Construction and Correlation Properties of Permutation-Interleaved Zadoff-Chu Sequences
[NO] 374/928 | Cylindrical Mechanical Projector for Omnidirectional Fringe Projection Profilometry
[NO] 375/928 | Enhanced Dual-Phase Continuous Phase Modulation Spread-Spectrum Communication Method for LEO Constellations
[NO] 376/928 | Corridor-Driven Topological Planning With Nonlinear MPC for Agile Quadrotor Flight_supp1-3700428.mp4
[NO] 377/928 | Unsupervised Deep Learning Method for Non-Invasive Early Detection of Skin Cancer via Millimeter-Wave Imaging
[NO] 378/928 | Deep Learning-Based Stock Prediction Leveraging Financial Sentiment and Market Indicators
[NO] 379/928 | PIPE4EQ: Practical Secure ECG Abnormality Queries by Cloud-Assisted Biosignal Monitoring
[NO] 380/928 | Evaluating CNN Model Accuracy and FPGA Resource Utilization in Quadrant-Based Facial Emotion Recognition
[NO] 381/928 | A Systematic Survey on Cryptography-Driven Privacy in Machine Learning
[NO] 382/928 | Secure AI-Driven eConsent Platforms: Enhancing Trust, Compliance, and Participation in Clinical Research
[YES] 383/928 | Knowledge Graph-Driven Automated Generation of SystemVerilog Assertions from Design Specifications
[NO] 384/928 | Impacted Tooth Detection Using MobileNetV2
[NO] 385/928 | Acoustic Based Real-Time Monitoring and Alert System for Illegal Logging Detection
[NO] 386/928 | Impact of TSV Geometry on Thermal Attack Vulnerability in 2.5D and 3D Integrated Circuits
[NO] 387/928 | Investilyze - Personalized Investment Advisor for Diverse Asset Classes
[YES] 388/928 | SAPH-Kyber: Stage-Aware Pipeline Hardening for CRYSTALS-Kyber NTT Against Transient Faults
[NO] 389/928 | Deep Reinforcement Learning-Aided Strategies for Big Data Offloading in Vehicular Networks
[NO] 390/928 | Edge-Cloud Collaborative Semantic Image Compression and Generative Reconstruction for Low-Bandwidth Transmission
[NO] 391/928 | Reliable LLM-Based Edge-Cloud-Expert Cascades for Telecom Knowledge Systems
[NO] 392/928 | Temporal Redundancy-Aware Edge–Cloud Collaboration for Efficient Video Transformer Inference
[NO] 393/928 | J. Microwaves Special 75th MTT Anniversary CFP
[NO] 394/928 | IEEE Proceedings
[NO] 395/928 | DifferSeg: Towards Diverse Multimodal Binary Segmentation via Differential Perception and Frequency Guidance
