[2026-07-28 22:58:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | Spectral aspects of random heavy-tailed tensors
[NO] 53/1848 | A Curve-Reference Exponential Integrator for Three-Dimensional Charged-Particle Dynamics under a Strong Nonconstant Magnetic Field
[NO] 54/1848 | HydroAgent: Formalizing Forecaster Expertise into Skill-Orchestrated Flood Forecasting Workflows
[YES] 55/1848 | FlowLog: Re-thinking Datalog for Fast and Extensible Static Analysis
[NO] 56/1848 | Grokking on the Weight-Decay Clock: A Rate Hierarchy from Softly Broken Symmetries
[NO] 57/1848 | The Pull of Stasis: A Study of the Dynamics of the Thermal Stasis Attractor
[NO] 58/1848 | RODR: Riemannian Orthogonally Decoupled Regularization for Disentangled Manifold Representation
[NO] 59/1848 | Modeling Stylistic Co-evolution in Symbolic Music Heritage Collections
[NO] 60/1848 | Localized frames on Euclidean balls
[NO] 61/1848 | DICA: Dual-Indicator Guided Contrastive Alignment in Multimodal Large Language Models
[NO] 62/1848 | From Cognitive Architectures to Language Agents: A Mechanism-Level Review of Lineage, Convergence, and Migration Gaps
[NO] 63/1848 | Non-Centrosymmetric $γ$-Phase GaS Nanobelts for On-Chip Nonlinear Photonic Applications
[NO] 64/1848 | A Sustainable Remote Access Architecture for Digital Inclusion through the Reuse of Discredited TV-BOX Devices
[NO] 65/1848 | SpecBox: Speculative Sandbox Scheduling for Efficient LLM Agent Serving
[NO] 66/1848 | A note on matchings and co-matchings in bipartite graphs
[NO] 67/1848 | The Gold Partition Conjecture Holds through Fourteen Elements
[NO] 68/1848 | Weak stability and random mean-field limit of the phase-spatially extended kinetic Cucker-Smale model
[NO] 69/1848 | Expected number density of critical points of smooth Gaussian random fields in arbitrary dimensions
[NO] 70/1848 | Umulsai: A Plain-Text Format and In-Browser Engraving System for Jeongganbo, Korean Mensural Notation
[NO] 71/1848 | Algorithms for Equilibria in Concurrent Stopping Games
[NO] 72/1848 | Every Client Is an Environment: Federated De-confounding for Spatio-Temporal Forecasting
[NO] 73/1848 | Effect of User-Prompted Priors on Semi-Automated Cancer Lesion Segmentation in Whole-Body Computed Tomography
[NO] 74/1848 | MADHAT: A Sensor Prototype for the ALICE 3 Outer Tracker
[NO] 75/1848 | Analytics for the Optimization of the Soybean Oil Purification Process
[NO] 76/1848 | Knapsack Secretary is not $1/e$-Competitive
[NO] 77/1848 | On non-monotonicity of logarithmic energy for random matrices
[NO] 78/1848 | Agent-UCT: Upper Confidence Bounds Applied to Trees for Agentic Workflow Optimization with Cost-Awareness
[NO] 79/1848 | Calibrated Tree-Neural Fusion for Fine-Grained Vegetation Community Classification
[NO] 80/1848 | Approximation of stochastic insurer balance-sheet results using signatures of economic scenarios
[NO] 81/1848 | A Motion-Aware Vector Quantization Framework with Centroid Reuse for Efficient VLA Inference
[NO] 82/1848 | Nerve-type and invariance theorems for asymptotic dimension
[NO] 83/1848 | Image Inpainting via Stochastic Dynamics
[NO] 84/1848 | Randomized Krylov-Projected Iterated Tikhonov Regularization for Large-Scale Ill-posed Problems Under A Posteriori Stopping Rule
[NO] 85/1848 | BioSentinel at EXIST 2026: Soft-Label Optimization with XLM-RoBERTa for Sexism Intent Classification in Memes
[NO] 86/1848 | Landauer's Principle as a Criterion for Thermodynamic Consistency in Generalized Black Hole Entropies
[NO] 87/1848 | Grading the Narrators: An Isnad-Rijal Framework for Claim-Level Provenance in Multi-Agent Knowledge Systems
[NO] 88/1848 | On Representations of Weyl Groups attached to Spherical Varieties
[NO] 89/1848 | Architecture-agnostic analysis of partially coherent light with programmable photonics
[NO] 90/1848 | Existence of generalized bent functions in the exceptional $q\equiv2\pmod4$, odd-dimensional case
[NO] 91/1848 | LU-500: A Logo Benchmark for Concept Unlearning
[NO] 92/1848 | Thermodynamics with thermodynamic variable first-passage time. II. Dynamics of explosive boiling of superheated liquid, critical indices, fractional calculus
[NO] 93/1848 | Cascade Forgery Mining Network for Fingerprint Presentation Attack Detection
[NO] 94/1848 | Nonparametric Drift Estimation for Multidimensional Stochastic Differential Equations under Censoring
[NO] 95/1848 | A convergent Scharfetter-Gummel scheme for a three-species drift-diffusion model for memristors
[NO] 96/1848 | Recrystallisation phenomena in an ultrafine-grained Al-Mg-Si alloy revealed by correlative in situ EBSD and TEM heating
[NO] 97/1848 | Towards High-Level Semantic Intelligence
[NO] 98/1848 | Thermodynamics with thermodynamic variable first-passage time. I. From stochastic trajectories to nonlinear transport equations
[NO] 99/1848 | Non-classical photon statistics in frequency-modulated double quantum dot cavity systems
[NO] 100/1848 | The Cost of Knowing: A Resource-Aware Protocol for Benchmarking Hallucination Beyond Static Leaderboards
[NO] 101/1848 | Capacity-Aware Deep Learning for Generalizable Traffic Volume Estimation Across Links and Cities
[NO] 102/1848 | Marginal Data Augmentation for Efficient Bayesian Modeling of Counts and Rates with a Demographic Application
[NO] 103/1848 | On a free boundary problem of the Boltzmann equation
[NO] 104/1848 | A Unified Stereo Geometry Estimation Framework for Disparity and Surface Normal
[NO] 105/1848 | Structural Loss Metrics for Tensor Approximation via Matrix Low-Rank Approximation
[NO] 106/1848 | Low-light Image Enhancement via Multi-scale Attention combined with Fourier Transform
[NO] 107/1848 | Reminiscences about Hans Capel
[NO] 108/1848 | Anomalous Localization in Magnetically Doped Two-Dimensional Topological Insulators
[NO] 109/1848 | MobiWave: Dispatch-Oriented Graph Wavelets and Drift-Guided Selective Optimization for Autonomous Fleet Rebalancing
[NO] 110/1848 | A De Rham Perspective on the Symplectic Geometry of Teichmüller Space
[NO] 111/1848 | A logistic equation with non-local operators of order near zero
[NO] 112/1848 | DeepFaith: Evidence-Grounded LLMs for Faithful Incident Reporting in Multi-Stage APT Defense
[NO] 113/1848 | Perturbative-NeuSA: A Structured Spectral Framework for Time-Dependent PDEs
[NO] 114/1848 | Hybrid-parity sliding multiferroics
[NO] 115/1848 | Cross-Attention Calibrated Deduplication for Retrieval-Augmented Generation System
[NO] 116/1848 | The role of nestedness and saturating feedback in bipartite ecological systems
[NO] 117/1848 | Fifth-order finite volume derivative-based Hermite WENO scheme with unified stencils for hyperbolic conservation laws
[NO] 118/1848 | A note on the motion representation and configuration update in time stepping schemes for the constrained rigid body
[NO] 119/1848 | Studying the tensor resonance contributions in $B \to PP\ell^+\ell^-$ and $B \to PV\ell^+\ell^-$ decays
[NO] 120/1848 | Rethinking the Generation Order of Block Diffusion Language Models
[NO] 121/1848 | PAC-DP: PAC-Bayesian Diffusion Policy Learning
[NO] 122/1848 | Local Fréchet Regression with Riemannian Predictors
[NO] 123/1848 | Local luminosity functions of galaxies at (sub)millimeter wavelengths from Planck surveys
[NO] 124/1848 | Superpixel-Based QUBO for Scalable Quantum-Enhanced Medical Image Segmentation
[NO] 125/1848 | Effect of wind on prey-predator dynamics with group defense and additional food strategy
[NO] 126/1848 | Steady base states in a two-dimensional chiral fluid. The chiral Stokes cavity
[NO] 127/1848 | Modified Mukhanov-Sasaki equation and primordial perturbations in $κ$-deformed non-commutative space-time
[NO] 128/1848 | A Computational Ethical Framework for Financial Digital Phenotyping for Mental Health
[NO] 129/1848 | Dynamic sampling of non-stationary spontaneous activity in dissociated neuronal networks
[NO] 130/1848 | Dynamical Quarks in the Ensemble of Center Vortices with Monopole Defects: Color Confinement Beyond External Probes
[NO] 131/1848 | The mathematical theory of photomultiplier tube calibration
[NO] 132/1848 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[NO] 133/1848 | Asymptotic behavior of the first Robin eigenvalue of nonlinear operators
[NO] 134/1848 | The exact solution of Bellman's lost-in-a-forest problem for the golden gnomon
[NO] 135/1848 | Learning limit cycles via Hebbian synaptic plasticity
[NO] 136/1848 | Grounding latent algorithm routing in transformer reasoning
[NO] 137/1848 | The Higgs vacuum in the presence of strong gravitational fields: curvature induced electroweak symmetry restoration
[NO] 138/1848 | On Realisability of Twisted Homology
[NO] 139/1848 | ESRVS: Extreme Semi-Supervised Retinal Vessel Segmentation with a Single Annotated Image
[NO] 140/1848 | Generation-separated hypercharges and dark charges: origin of flavor, neutrino masses, and dark matter
[NO] 141/1848 | On the Modeling of Kink Oscillations in Fine-Structured Coronal Loops with Field-aligned Nonlinear Longitudinal Disturbances
[NO] 142/1848 | Exploring the Effects of Color Reconnection on Net-Charge Fluctuations in $pp$ Collisions at $\sqrt{s}=2.76 \text{ TeV}$ using PYTHIA Monash
[NO] 143/1848 | From Regions to Hodge Structures: The Topological Study of semialgebraic Curves Configurations
[NO] 144/1848 | DraftExpert: Expansion-Aware Self-Speculative Decoding for End-Device MoE Inference
[NO] 145/1848 | On $C^k$-functions mapping $\mathbb{Q}$ into itself and Mahler's problem on Liouville numbers
[NO] 146/1848 | Does Central Planning Fail Locally? Evaluating EV Charging Flexibility Optimization Across Grid Levels
[NO] 147/1848 | Near-Tight Theoretical Bounds for Incentive Compatibility in Bitcoin Mining
[NO] 148/1848 | Entropy methods in combinatorics
[NO] 149/1848 | Occluded Oculus: Operationalizing Stylistic Obscurement
[NO] 150/1848 | proxymate: Diagnosis and Adjustment of Proxy Estimates for Reliable Inference
[NO] 151/1848 | Local Well-Posedness for Vlasov--Poisson with $L^{d+}$ Initial Density and Fractional Velocity Regularity
[NO] 152/1848 | DeepNC: A Fast GNN-based Pre-Verification Surrogate for TSN Configuration
[NO] 153/1848 | Regulating for AI Legitimacy
[NO] 154/1848 | Electron Hydrodynamics and Bernoulli Effect in Venturi-Shaped 2D Systems
[NO] 155/1848 | Learning Distributions from Multiple Data Providers
[NO] 156/1848 | Infinitely Many Components in Auslander--Reiten Quivers of Representation-Infinite Algebras over Perfect Fields
[NO] 157/1848 | Smooth Learning with Hard Constraints via Legendre-Regularized Policies
[NO] 158/1848 | Anyon Condensation In Symmetry-Enriched Topological Phases: $G$-Grading of Multifusion Categories
[NO] 159/1848 | Non-kinetic homotopy coherent actions on four-manifolds
[NO] 160/1848 | Diffusion Bootstrap for High-Dimensional Linear Models
[NO] 161/1848 | Systematic Experiment Tracking in Quantum Software: A Case Study of Reservoir Computing with Error Mitigation
[YES] 162/1848 | Evaluating the Impact of Explainable AI on Trust in AI-Assisted Code Review
[NO] 163/1848 | Exponentially Many Circuit Double Covers
[NO] 164/1848 | JWST/NIRCam Imaging of Young Stellar Objects. IV. Detailed Imaging of the Protoplanetary Disk around TW Hya
[NO] 165/1848 | Low-Rank Dependence Decomposition via Accelerated Symmetric Non-negative Matrix Factorization
[NO] 166/1848 | Conic reach and polynomial parallel volume in the plane
[NO] 167/1848 | Distributed Coordination for Resilient Multi-UAV Remote Sensing: A Photovoltaic Inspection Case Study
[NO] 168/1848 | The beamformed trigger of RNO-G: its design and in-field performance
[NO] 169/1848 | Rethinking Expert Training for Model Merging with Prompt Learning
[NO] 170/1848 | Spectral Turán problems for suspensions of balanced trees
[YES] 171/1848 | From Execution to Capability: Scientific Experience Consolidation via Procedural Knowledge Synthesis
[NO] 172/1848 | Exceptional Cones from an Indefinite Bogoliubov Metric in Hyperbolic Polariton Condensates
[NO] 173/1848 | Simply branched covers of curves and wild conductor exponents
[NO] 174/1848 | Testing edge chirality with a three-path fractional quantum Hall interferometer
[NO] 175/1848 | Kinetic and H-atom product study of the C + C6H6 reaction at low temperatures
[NO] 176/1848 | Frequency-Based Reservoir computing
[NO] 177/1848 | Failures Reveal What Metrics Miss: An Evidence-Driven Agent for Recursive Refinement of ECG Classifiers
[NO] 178/1848 | CORE: A Unified Cascaded Ordinal Relevance Estimation Framework for E-commerce Search
[NO] 179/1848 | Decentralised Consensus Learning Networks: SME Rotation Without Centralised Reward
[NO] 180/1848 | A simultaneous extension of Ramsey, Hindman, and Hales-Jewett Theorems
[NO] 181/1848 | Constraining the $z \approx 1$ neutral hydrogen (HI) distribution
[NO] 182/1848 | Wavelength-diverse transmission for turbulence-resistant free-space optical communication
[NO] 183/1848 | GenSplatCodec: Feed-Forward Gaussian Splatting Compression via One-Step Diffusion
[NO] 184/1848 | CogRec: Structure-Cognitive Fast-and-Slow Reasoning for Generative Recommendation
[NO] 185/1848 | Multivariate Time Series Forecasting with Adaptive Non-Local Observables
[NO] 186/1848 | How to Disrupt a Market
[NO] 187/1848 | Locally Robust Kernel Specification Tests for Conditional Moment Restrictions
[NO] 188/1848 | Stacked Intelligent Metasurfaces Assisted UAV Communications
[NO] 189/1848 | Closed-Loop Validation-Repair for Healthcare Interoperability: A Multi-Model Study of Schema Compliance in Clinical LLMs
[NO] 190/1848 | Modeling Duelling Contagions of True and False Information in the Face of Inherent Individual biases
[NO] 191/1848 | Coarsening-adjusted estimators for finite-population indicators
[NO] 192/1848 | Cyclic codes and cyclically covering subspaces
[NO] 193/1848 | Blow up and Concentration without Quantization: sharp Harnack type inequalities
[NO] 194/1848 | Simulating Tenant Responses to Energy Policy Interventions with Transaction-Cost-Aware LLM Age
[NO] 195/1848 | Unsupervised Graph Representation Learning with Complementary View Alignment
[NO] 196/1848 | Unequal Trips, Unequal Places: Diagnosing and Mitigating Delay Inequity in Autonomous Vehicle Fleet Coordination
[NO] 197/1848 | Stochastic phase separation driven by transport noise
[NO] 198/1848 | Revisiting Vocos: That Phasiness Business in Time-Frequency Neural Vocoding
[NO] 199/1848 | Domain-Decomposition Neural Surrogates for Scalable Decentralized Ensemble Kalman Filter Based Parameter Identification in High-Dimensional Stochastic PDEs
[NO] 200/1848 | UMI3D: Robust 3D Generation on Unconstrained Multi-Image Inputs via Simultaneous Focus Cross-Attention Routing
[NO] 201/1848 | Learning Adaptive Multi-Task Guidance, Navigation, and Control via Hypernetworks
[NO] 202/1848 | The $L_1$-Discrepancy with Nonnegative Weights Suffers from the Curse of Dimensionality
[NO] 203/1848 | INS-ActBench: A Comprehensive Benchmark for Assessing Professional Actuarial Capability of Large Language Models
[NO] 204/1848 | FeelWorld: Visuo-Tactile World Model for Hierarchical Contact Prediction and Planning
[NO] 205/1848 | Spatial resolution for gamma ray interactions in stacks of monolithic silicon sensors
[NO] 206/1848 | Signs of Square-Free Fourier Coefficients of Half-Integral weight cusp forms and the Congruent Number Problem
[NO] 207/1848 | Exact Analytical Phase Transitions, Horizon Bistability, and Thermodynamic State-Space Representation of Regular Hayward Black Holes
[NO] 208/1848 | Influence of a vertical-wall leading edge on bouncing and escape bubble rising regimes
[NO] 209/1848 | The KLS constant is $O(\log^{1/4} n)$
[NO] 210/1848 | Gravitational Wave Signatures of Periodic Orbits around a Schwarzschild-like Black Holes Submerged in an Exponential Density Dark Matter Profile
[NO] 211/1848 | Restricted Perron envelopes and quasibounded functions
[NO] 212/1848 | TEmBed-T: A Multi-Dimensional Benchmark for Table-Level Embeddings
[NO] 213/1848 | Global Existence and Pathwise Uniqueness for a Stochastic Parabolic-Parabolic Keller-Segel System
[NO] 214/1848 | EEGForceFusion: Joint Tokenised-Continuous Representation Learning for Subject-Independent Grasp Force Decoding
[NO] 215/1848 | Scaling GUI Agents with Visual State Transitions
[NO] 216/1848 | Simultaneous estimation of relative phase and coherence in astronomical interferometry
[NO] 217/1848 | Consensus In Asynchrony: Strictly Formal
