[2025-12-16 09:15:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-15
正在获取论文...
[arXiv] 2025-12-15 | Intrinsic Geometry of Operational Contexts: A Riemannian-Style Framework for Quantum Channels
[NO] 337/1806 | On diameter rigidity for Kähler manifolds with positive holomorphic sectional curvature
[NO] 338/1806 | Image Diffusion Preview with Consistency Solver
[NO] 339/1806 | A Deep Learning Model of Mental Rotation Informed by Interactive VR Experiments
[NO] 340/1806 | Historical claims problems
[YES] 341/1806 | Behavior and Representation in Large Language Models for Combinatorial Optimization: From Feature Extraction to Algorithm Selection
[NO] 342/1806 | The First X-Ray Polarimetry of an Eclipsing Low-Mass X-Ray Binary: Serendipitous IXPE Observation of AX J1745.6-2901
[NO] 343/1806 | Metasurface lasers programmed by optical pump patterns
[NO] 344/1806 | Non-parametric exploration of minimally coupled gravity with phantom crossing
[NO] 345/1806 | Bridging Simulations and EFT: A Hybrid Model of the Lyman-Alpha Forest Field
[NO] 346/1806 | SEDULity: A Proof-of-Learning Framework for Distributed and Secure Blockchains with Efficient Useful Work
[NO] 347/1806 | Performance Limits of Hardware-Constrained THz Inter-Satellite MIMO-ISAC Systems
[NO] 348/1806 | Why do we Need Observers? Spontaneous Breaking of Time-Reversal in de Sitter Space
[NO] 349/1806 | Linear Regression in a Nonlinear World
[NO] 350/1806 | Universality of high-dimensional scaling limits of stochastic gradient descent
[NO] 351/1806 | Torus Time-Spectral Method for Quasi-Periodic Problems
[NO] 352/1806 | Limit theorems for sticky SDEs with local times and applications to stochastic homogenization
[NO] 353/1806 | Quantum channel tomography and estimation by local test
[NO] 354/1806 | Machine learning to optimize precision in the analysis of randomized trials: A journey in pre-specified, yet data-adaptive learning
[NO] 355/1806 | Do-Undo: Generating and Reversing Physical Actions in Vision-Language Models
[NO] 356/1806 | DBT-DINO: Towards Foundation model based analysis of Digital Breast Tomosynthesis
[NO] 357/1806 | Thermoplasmonics under optically coupled regime: A Numerical Study of Dimers, Nanolenses, and Switchable Clusters
[NO] 358/1806 | On the existence of solutions of dynamic equations on time scales in Banach spaces
[NO] 359/1806 | DA-SSL: self-supervised domain adaptor to leverage foundational models in turbt histopathology slides
[NO] 360/1806 | Textual Gradients are a Flawed Metaphor for Automatic Prompt Optimization
[NO] 361/1806 | Lighting in Motion: Spatiotemporal HDR Lighting Estimation
[NO] 362/1806 | Laplacian Spectrum of cozero-divisor graphs of commutative polynomial rings
[NO] 363/1806 | Identification of radio and gamma-ray pulsars in X-rays using data from the SRG/eROSITA all-sky survey
[NO] 364/1806 | Spectral analysis of attached and separated turbulent flows over a Gaussian-shaped bump
[NO] 365/1806 | Optimised Fermion-Qubit Encodings for Quantum Simulation with Reduced Transpiled Circuit Depth
[NO] 366/1806 | Adaptive Efficiency Optimization in SDLC: An MILP Approach for Balanced and Cost-Effective Resource Allocation
[NO] 367/1806 | Fermionic versus Bosonic Dark Matter in Neutron Stars: A Bayesian Study with Multi-Density Constraints
[NO] 368/1806 | MMhops-R1: Multimodal Multi-hop Reasoning
[NO] 369/1806 | Ferromagnetic resonance in an antiferromagnetic crystal EuSn$_2$As$_2$
[NO] 370/1806 | A Distance Amplification Lemma for Monotonicity
[NO] 371/1806 | Verifying Rumors via Stance-Aware Structural Modeling
[NO] 372/1806 | Bidding Aggregated Flexibility in European Electricity Auctions
[NO] 373/1806 | Tides in Massive Binaries: Numerical Solutions and Semi-Analytical Comparisons
[NO] 374/1806 | DoNOF 2.0: A modern Open-Source Electronic Structure Program for Natural Orbital Functionals
[NO] 375/1806 | The classical-quantum disproportionation transition and magnetic ordering in RNiO$_3$ nickelates
[NO] 376/1806 | Adaptive Sampling for Hydrodynamic Stability
[NO] 377/1806 | Collective Annealing by Switching Temperatures: a Boltzmann-type description
[YES] 378/1806 | Fine-tuned LLM-based Code Migration Framework
[NO] 379/1806 | Unraveling the Quantum Mpemba Effect on Markovian Open Quantum Systems
[NO] 380/1806 | Defending the Hierarchical Result Models of Precedential Constraint
[NO] 381/1806 | The Flying Saucer edge-on disc's Near Infrared silhouette revealed by the JWST JEDIce program
[NO] 382/1806 | Behavior-Aware and Generalizable Defense Against Black-Box Adversarial Attacks for ML-Based IDS
[NO] 383/1806 | Multi-Method Timing of Transient Radio Pulsars with the GBT350 and GBNCC Surveys
[NO] 384/1806 | neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings
[NO] 385/1806 | Parsimonious Ultrametric Manly Mixture Models
[NO] 386/1806 | Thermodynamic analysis of a compact object in Rastall-Rainbow gravity
[NO] 387/1806 | A Voronoi Diagram-Based Approach for AC Optimal Power Flow
[NO] 388/1806 | Climate change impacts on net load under technological uncertainty in European power systems
[NO] 389/1806 | SSAS: Cross-subject EEG-based Emotion Recognition through Source Selection with Adversarial Strategy
[NO] 390/1806 | Nondimensionalization is more science than art
[NO] 391/1806 | Large language models are not about language
[NO] 392/1806 | Linear maps preserving the Cullis' determinant. I
[NO] 393/1806 | Decoding 3D color codes with boundaries
[NO] 394/1806 | Self-Supervised Ultrasound Representation Learning for Renal Anomaly Prediction in Prenatal Imaging
[NO] 395/1806 | Fast label-free point-scanning super-resolution imaging for endoscopy
[NO] 396/1806 | A Domain-Adapted Lightweight Ensemble for Resource-Efficient Few-Shot Plant Disease Classification
[NO] 397/1806 | MineTheGap: Automatic Mining of Biases in Text-to-Image Models
[NO] 398/1806 | Cyclotomic Euler-Mahonian polynomials
[NO] 399/1806 | QMon: Monitoring the Execution of Quantum Circuits with Mid-Circuit Measurement and Reset
[NO] 400/1806 | PSALM: applying Proportional SAmpLing strategy in Metamorphic testing
[NO] 401/1806 | Differentiable Evolutionary Reinforcement Learning
[NO] 402/1806 | The PAU Survey: Uncovering the connection between intrinsic and observed galaxy properties using symbolic regression
[NO] 403/1806 | Successive magnetic transitions and multiferroicity in layered honeycomb BiCrTeO$_{6}$
[NO] 404/1806 | Unlocking Generalization in Polyp Segmentation with DINO Self-Attention "keys"
[NO] 405/1806 | On Minimum Cost Rainbow Structures
[NO] 406/1806 | Parallel Heuristic Exploration for Additive Complexity Reduction in Fast Matrix Multiplication
[NO] 407/1806 | Stable equilibria in the Lotka-Volterra equations
[NO] 408/1806 | Beyond Missing Data: Questionnaire Uncertainty Responses as Early Digital Biomarkers of Cognitive Decline and Neurodegenerative Diseases
[NO] 409/1806 | Neural Control Barrier Functions for Signal Temporal Logic Specifications with Input Constraints
[NO] 410/1806 | Lefschetz theorems, Hodge-Riemann relations and Ample vector bundles
[NO] 411/1806 | Scaling Laws and Universal Features of Tethered Polymer Distributions in Confined Geometries
[NO] 412/1806 | Security and Detectability Analysis of Unicode Text Watermarking Methods Against Large Language Models
[NO] 413/1806 | Shell model study of isobaric analog states for $T_z= \pm 2$ nuclei using isospin non-conserving interactions
[NO] 414/1806 | Fractional and Integer Order Sobolev Spaces for Compact Metric Graphs
[NO] 415/1806 | On the impact of geometric variance on the performance of formed parts: A probabilistic approach on the example of airbag pressure bins
[NO] 416/1806 | No One Left Behind: How to Exploit the Incomplete and Skewed Multi-Label Data for Conversion Rate Prediction
[NO] 417/1806 | Information-Theoretic Limits of Integrated Sensing and Communication with Finite Learning Capacity
[NO] 418/1806 | LINA: Learning INterventions Adaptively for Physical Alignment and Generalization in Diffusion Models
[NO] 419/1806 | Dual-Qubit Hierarchical Fuzzy Neural Network for Image Classification: Enabling Relational Learning via Quantum Entanglement
[NO] 420/1806 | An End-to-End Neural Network Transceiver Design for OFDM System with FPGA-Accelerated Implementation
[NO] 421/1806 | BézierFlow: Bézier Stochastic Interpolant Schedulers for Few-Step Generation
[NO] 422/1806 | Raja's covering index of $L_p$ spaces
[NO] 423/1806 | High-purity frequency-degenerate photon pair generation via cascaded SFG/SPDC in thin film lithium niobate
[NO] 424/1806 | STARCaster: Spatio-Temporal AutoRegressive Video Diffusion for Identity- and View-Aware Talking Portraits
[NO] 425/1806 | Giant hysteretic magnetoresistance accompanying the Mott transition and spin-glass state in organic metal
[NO] 426/1806 | Learning to Retrieve with Weakened Labels: Robust Training under Label Noise
[NO] 427/1806 | On infinitesimal deformations of singular varieties III
[NO] 428/1806 | An abstract framework for a class of nonlocal structured population models: existence, uniqueness and stability of steady states
[NO] 429/1806 | Shared Nodes of Overlapping Communities in Complex Networks
[NO] 430/1806 | Higgs Boson CP Properties and Effective Field Theory Measurements from the ATLAS Experiment at the LHC
[NO] 431/1806 | Mixed Hodge structures for vanishing cycles and orbifold cohomology
[NO] 432/1806 | On the permanence properties of residually exact groups
[NO] 433/1806 | Investigation of a Bit-Sequence Reconciliation Protocol Based on Neural TPM Networks in Secure Quantum Communications
[NO] 434/1806 | ALBATROSS: A robotised system for high-throughput electrolyte screening via automated electrolyte formulation, coin-cell fabrication, and electrochemical evaluation
[NO] 435/1806 | A Spectral Exponential Stability Criterion for Integral Difference Equations and Delay Differential Equations in various state spaces
[NO] 436/1806 | Efficient Adaptive Rejection Sampling for Accelerating Speculative Decoding in Large Language Models
[NO] 437/1806 | Quantum Hall effect in lightly hydrogenated graphene
[NO] 438/1806 | Assessment Of Selected Trace Elements Concentration in Eleyele Lake-Water, Ibadan South Western Nigeria
[NO] 439/1806 | MMDrive: Interactive Scene Understanding Beyond Vision with Multi-representational Fusion
[NO] 440/1806 | Carrot, stick, or both? Price incentives for sustainable food choice in competitive environments
[NO] 441/1806 | Nonlinear seismic amplitude versus offset inversion using the exact Zoeppritz equation
[NO] 442/1806 | A Semantically Enhanced Generative Foundation Model Improves Pathological Image Synthesis
[NO] 443/1806 | Clinical transfusion-outcomes research: A practical guide
[NO] 444/1806 | Multiband gravitational wave observations of eccentric escaping binary black holes from globular clusters
[NO] 445/1806 | Hydrothermal synthesis of SnO2 particles for the degradation of Methylene Blue (MB) dye in presence of sunlight
[YES] 446/1806 | An Optimal Alignment-Driven Iterative Closed-Loop Convergence Framework for High-Performance Ultra-Large Scale Layout Pattern Clustering
[NO] 447/1806 | LeafTrackNet: A Deep Learning Framework for Robust Leaf Tracking in Top-Down Plant Phenotyping
[NO] 448/1806 | Revisiting the role of the streaming instability for the cosmic-ray spectrum in the GeV to TeV range
[NO] 449/1806 | Microparticle laser fragmentation in liquids: mechanisms, energetics, and efficiency quantified with single-pulse, single-particle precision
[NO] 450/1806 | Microlocal indices and Chern Classes of Foliations
[NO] 451/1806 | Neural quantum states for entanglement depth certification from randomized Pauli measurements
[NO] 452/1806 | Less Is More: Sparse and Cooperative Perturbation for Point Cloud Attacks
[NO] 453/1806 | Shadow and Optical Imaging in Einstein-Maxwell-Dilaton Black Hole
[NO] 454/1806 | From Overfitting to Reliability: Introducing the Hierarchical Approximate Bayesian Neural Network
[NO] 455/1806 | Enhanced Detection of Rotational Doppler Shift from Sunlight
[NO] 456/1806 | Deterministic and Exact Fully-dynamic Minimum Cut of Superpolylogarithmic Size in Subpolynomial Time
[NO] 457/1806 | Autoregressive Neural Network Extrapolation of Quantum Spin Dynamics Across Time and Space
[YES] 458/1806 | Socratic Students: Teaching Language Models to Learn by Asking Questions
[NO] 459/1806 | ADHint: Adaptive Hints with Difficulty Priors for Reinforcement Learning
[NO] 460/1806 | PvP: Data-Efficient Humanoid Robot Learning with Proprioceptive-Privileged Contrastive Representations
[NO] 461/1806 | Theory of the $β$-Relaxation Beyond Mode-Coupling Theory: A Microscopic Treatment
[NO] 462/1806 | Quantitative strong approximation for ternary quadratic forms III
[NO] 463/1806 | Almost sure global nonlinear smoothing for the 2D NLS
[NO] 464/1806 | Microscopic Theory of a Fluctuation-Induced Dynamical Crossover in Supercooled Liquids
[NO] 465/1806 | Heart Disease Prediction using Case Based Reasoning (CBR)
[NO] 466/1806 | Running coupling constant and jet quenching parameter in the spinning background from holography
[NO] 467/1806 | $α$-BS dimension on subsets
[NO] 468/1806 | Spectral Equivariance and Geometric Transport in Reproducing Kernel Hilbert Spaces: A Unified Framework for Orthogonal Polynomial and Kernel Estimation
[NO] 469/1806 | 3D lattice Monte Carlo modeling of morphology formation of Si/SiOx nanocomposites during phase separation of nonstoichiometric Si oxide films
[NO] 470/1806 | The SIREN Program: A Scalable Model for Short-Term Undergraduate Research Experiences at Community Colleges
[NO] 471/1806 | Imaginary-time-enhanced feedback-based quantum algorithms for universal ground-state preparation
[NO] 472/1806 | GTR-Turbo: Merged Checkpoint is Secretly a Free Teacher for Agentic VLM Training
[NO] 473/1806 | Enhanced THz emission and exciton transfer in monolayer MoS2/GaAs heterostructures
[NO] 474/1806 | Motus: A Unified Latent Action World Model
[NO] 475/1806 | On emerging paradigm of teaching measurement science and technology in times of ubiquitous use of AI tools
[NO] 476/1806 | A Simple Recursive Relation Characterizes a Tree Associated to Generalized Farey Sequences
[NO] 477/1806 | SneakPeek: Future-Guided Instructional Streaming Video Generation
[NO] 478/1806 | What Happens Next? Next Scene Prediction with a Unified Video Model
[NO] 479/1806 | TWLR: Text-Guided Weakly-Supervised Lesion Localization and Severity Regression for Explainable Diabetic Retinopathy Grading
