[2026-02-12 09:35:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-11
正在获取论文...
[arXiv] 2026-02-11 | Initial Guesses for Multicomponent Mean-Field Methods: Assessment and New Developments
[NO] 113/1776 | Geometric properties of slowly rotating black holes embedded in matter environments
[NO] 114/1776 | Campaign-2-PT-RAG: LLM-Guided Semantic Product Type Attribution for Scalable Campaign Ranking
[NO] 115/1776 | SplitCom: Communication-efficient Split Federated Fine-tuning of LLMs via Temporal Compression
[NO] 116/1776 | C^2ROPE: Causal Continuous Rotary Positional Encoding for 3D Large Multimodal-Models Reasoning
[NO] 117/1776 | Bridging the Compression-Precision Paradox: A Hybrid Architecture for Clinical EEG Report Generation with Guaranteed Measurement Accuracy
[NO] 118/1776 | Clutter-Aware Integrated Sensing and Communication: Models, Methods, and Future Directions
[NO] 119/1776 | Inequalities involving polynomials and quasimodular forms
[NO] 120/1776 | Quasiperiodicity-induced non-Hermitian skin effect from the breakdown of scale-free localization
[NO] 121/1776 | Data Repetition Beats Data Scaling in Long-CoT Supervised Fine-Tuning
[NO] 122/1776 | Data-Efficient Hierarchical Goal-Conditioned Reinforcement Learning via Normalizing Flows
[NO] 123/1776 | TabICLv2: A better, faster, scalable, and open tabular foundation model
[NO] 124/1776 | Divided powers on abelian varieties
[NO] 125/1776 | Just on Time: Token-Level Early Stopping for Diffusion Language Models
[NO] 126/1776 | Two-Level System Spectroscopy from Correlated Multilevel Relaxation in Superconducting Qubits
[NO] 127/1776 | Min-Sum Uniform Coverage Problem by Autonomous Mobile Robots
[NO] 128/1776 | PhyCritic: Multimodal Critic Models for Physical AI
[NO] 129/1776 | Floquet Control of Electron and Exciton Transport in Kekulé-Distorted Graphene
[NO] 130/1776 | Nonreciprocal many-body physics
[YES] 131/1776 | GameDevBench: Evaluating Agentic Capabilities Through Game Development
[NO] 132/1776 | Future Perspectives on Black Hole Jet Mechanisms: Insights from Next-Generation Observatories and Theoretical Developments
[NO] 133/1776 | MerLin: A Discovery Engine for Photonic and Hybrid Quantum Machine Learning
[NO] 134/1776 | General Flexible $f$-divergence for Challenging Offline RL Datasets with Low Stochasticity and Diverse Behavior Policies
[NO] 135/1776 | Long-range electrostatics in atomistic machine learning: a physical perspective
[NO] 136/1776 | A statistic-swapping involution on the Cartesian product of the symmetric group $S_{kn}$ and the generalized symmetric group $S(k,n)$
[NO] 137/1776 | Ergotropic Mpemba crossings in finite-dimensional quantum batteries
[NO] 138/1776 | SQ-CBF: Signed Distance Functions for Numerically Stable Superquadric-Based Safety Filtering
[NO] 139/1776 | Exploiting the Structure in Tensor Decompositions for Matrix Multiplication
[NO] 140/1776 | Bayesian inference for tidal heating with extreme mass ratio inspirals
[NO] 141/1776 | Entanglement Entropy of Yukawa-Coupled Fields Across a Rindler Horizon
[NO] 142/1776 | Population Properties of Binary Black Holes with Eccentricity
[NO] 143/1776 | Bounding the Average Move Structure Query for Faster and Smaller RLBWT Permutations
[NO] 144/1776 | ContactGaussian-WM: Learning Physics-Grounded World Model from Videos
[NO] 145/1776 | When Fusion Helps and When It Breaks: View-Aligned Robustness in Same-Source Financial Imaging
[NO] 146/1776 | Mask-Based Window-Level Insider Threat Detection for Campaign Discovery
[NO] 147/1776 | TESS planets in known radial velocity cold Jupiter systems: Hot super Earth occurrence is enhanced by cold Jupiters
[NO] 148/1776 | Unidentified falling objects in the LHC as dark matter signals
[NO] 149/1776 | Dynamic Interference Management for TN-NTN Coexistence in the Upper Mid-Band
[NO] 150/1776 | Block encoding of sparse matrices with a periodic diagonal structure
[NO] 151/1776 | The selective use of physics knowledge in policy: how interdisciplinary physics bridges subfields and shapes policy influence
[NO] 152/1776 | SoftMatcha 2: A Fast and Soft Pattern Matcher for Trillion-Scale Corpora
[NO] 153/1776 | Multi-UAV Trajectory Optimization for Bearing-Only Localization in GPS Denied Environments
[NO] 154/1776 | Automated Model Design using Gated Neuron Selection in Telecom
[NO] 155/1776 | Identifying Behavioral Types
[NO] 156/1776 | Architecting Trust: A Framework for Secure IoT Systems Through Trusted Execution and Semantic Middleware
[YES] 157/1776 | Hidden Licensing Risks in the LLMware Ecosystem
[NO] 158/1776 | Exploring the impact of adaptive rewiring in Graph Neural Networks
[NO] 159/1776 | Improving CACC Robustness to Parametric Uncertainty via Plant Equivalent Controller Realizations
[NO] 160/1776 | The Dataset of Daily Air Quality for the Years 2013-2023 in Italy
[NO] 161/1776 | Benchmarking Large Language Models for Knowledge Graph Validation
[NO] 162/1776 | Hermitian Distance Degree of Unitary-Invariant Matrix Varieties
[NO] 163/1776 | Calliope: A TTS-based Narrated E-book Creator Ensuring Exact Synchronization, Privacy, and Layout Fidelity
[NO] 164/1776 | A QFT information protocol for charged black holes
[NO] 165/1776 | A closed form solution for Bayesian analysis of a simple linear mixed model
[NO] 166/1776 | Rising Multi-Armed Bandits with Known Horizons
[NO] 167/1776 | The Wasserstein gradient flow of the Sinkhorn divergence between Gaussian distributions
[NO] 168/1776 | Layer-dependent antiferromagnetic Chern and axion insulating states in UOTe
[NO] 169/1776 | Beyond Task Performance: A Metric-Based Analysis of Sequential Cooperation in Heterogeneous Multi-Agent Destructive Foraging
[NO] 170/1776 | Smart Lotteries in School Choice: Ex-ante Pareto-Improvement with Ex-post Stability
[NO] 171/1776 | TwiFF (Think With Future Frames): A Large-Scale Dataset for Dynamic Visual Reasoning
[NO] 172/1776 | Quasi-triangular dual pre-Poisson bialgebras and its connection with Poisson bialgebras
[NO] 173/1776 | Targeted Syntactic Evaluation of Language Models on Georgian Case Alignment
[NO] 174/1776 | AurigaNet: A Real-Time Multi-Task Network for Enhanced Urban Driving Perception
[NO] 175/1776 | UMEM: Unified Memory Extraction and Management Framework for Generalizable Memory
[NO] 176/1776 | Electron-impact cross sections for dissociation processes of vibrationally excited CH radical
[NO] 177/1776 | Observation of flow vector fluctuations in p$-$Pb collisions at $\mathbf{\sqrt{\textit{s}_{_{\bf NN}}}}=$ 5.02 TeV
[NO] 178/1776 | VideoSTF: Stress-Testing Output Repetition in Video Large Language Models
[NO] 179/1776 | Structural dissection of hadronic molecules: The $D^{(*)}\bar{K}^{(*)}$ family under QCD light-cone sum rules
[NO] 180/1776 | A Vision-Language Foundation Model for Zero-shot Clinical Collaboration and Automated Concept Discovery in Dermatology
[NO] 181/1776 | How Do Decoder-Only LLMs Perceive Users? Rethinking Attention Masking for User Representation Learning
[NO] 182/1776 | Bayesian Inference of Contextual Bandit Policies via Empirical Likelihood
[NO] 183/1776 | Roughness-Informed Federated Learning
[NO] 184/1776 | Fast Person Detection Using YOLOX With AI Accelerator For Train Station Safety
[NO] 185/1776 | Stability threshold for 3D Boussinesq equations with rotation near the Couette flow and stratified temperature
[NO] 186/1776 | Convergence of a scheme for a two dimensional nonlocal system of transport equations
[NO] 187/1776 | Deep Bootstrap
[NO] 188/1776 | Cosmic-ray electron propagation in NGC 3044 from radio continuum observations
[NO] 189/1776 | Virtual Theranostic Trials: New Approach Methodologies (NAMs) and Precision Radiopharmaceutical Therapies
[NO] 190/1776 | Morphogenetic Assembly and Adaptive Control for Heterogeneous Modular Robots
[NO] 191/1776 | On Touchard's Identity: Generalizations and Related Results
[NO] 192/1776 | Field-Deployable Hybrid Gravimetry: Projecting Absolute Accuracy Across a Remote 24km$^2$ Survey via Daily Quantum Calibration
[NO] 193/1776 | LAP: Language-Action Pre-Training Enables Zero-shot Cross-Embodiment Transfer
[NO] 194/1776 | Ferroelectric Quantum Point Contact in Twisted Transition Metal Dichalcogenides
[NO] 195/1776 | Enhancing Weakly Supervised Multimodal Video Anomaly Detection through Text Guidance
[NO] 196/1776 | Fungal systems for security and resilience
[NO] 197/1776 | Exploring the Interplay Between Voice, Personality, and Gender in Human-Agent Interactions
[NO] 198/1776 | Defect states as a precursor of the chimera states in a ring of non-locally coupled oscillators
[NO] 199/1776 | Generalized Robust Adaptive-Bandwidth Multi-View Manifold Learning in High Dimensions with Noise
[YES] 200/1776 | Drawing Your Programs: Exploring the Applications of Visual-Prompting with GenAI for Teaching and Assessment
[NO] 201/1776 | LHAW: Controllable Underspecification for Long-Horizon Tasks
[YES] 202/1776 | Consistency Meets Verification: Enhancing Test Generation Quality in Large Language Models Without Ground-Truth Solutions
[NO] 203/1776 | A non-semisimple Witt class
[NO] 204/1776 | Quantile optimization in semidiscrete optimal transport
[NO] 205/1776 | Division of Labor and Collaboration Between Parents in Family Education
[NO] 206/1776 | Boundary-Aware Multi-Behavior Dynamic Graph Transformer for Sequential Recommendation
[NO] 207/1776 | End-to-End LiDAR optimization for 3D point cloud registration
[YES] 208/1776 | Following Dragons: Code Review-Guided Fuzzing
[NO] 209/1776 | Computing Least Fixed Points with Overwrite Semantics in Parallel and Distributed Systems
[NO] 210/1776 | Abstraction Generation for Generalized Planning with Pretrained Large Language Models
[NO] 211/1776 | Driving Reaction Trajectories via Latent Flow Matching
[NO] 212/1776 | To Reconfigure or Not to Reconfigure: Optimizing All-to-All Collectives in Circuit-Switched Photonic Interconnects
[NO] 213/1776 | An improved algorithm for checking the Collatz conjecture for all n < 2^N
[YES] 214/1776 | Authenticated Workflows: A Systems Approach to Protecting Agentic AI
[NO] 215/1776 | Spacetime of rotating black holes surrounded by massive scalar charges
[NO] 216/1776 | LATA: A Tool for LLM-Assisted Translation Annotation
[NO] 217/1776 | The Landscape of Prompt Injection Threats in LLM Agents: From Taxonomy to Analysis
[YES] 218/1776 | Constructing Industrial-Scale Optimization Modeling Benchmark
[NO] 219/1776 | Heat kernel for reflected jump diffusion on Ahlfors regular domains
[NO] 220/1776 | Identifying the source term in a viscoelastic membrane with a Riemann-Liouville time derivative by the partial interior observation
[YES] 221/1776 | Control Reinforcement Learning: Token-Level Mechanistic Analysis via Learned SAE Feature Steering
[NO] 222/1776 | Benchmarking Deep Learning and Statistical Target Detection Methods for PFM-1 Landmine Detection in UAV Hyperspectral Imagery
[NO] 223/1776 | A Dual-Stream Physics-Augmented Unsupervised Architecture for Runtime Embedded Vehicle Health Monitoring
[NO] 224/1776 | Filling Positions Without Transfers: Screening on Outside Options
[NO] 225/1776 | Erasure Thresholds for Hyperbolic and Semi-Hyperbolic Surface Codes
[NO] 226/1776 | LightGTS-Cov: Covariate-Enhanced Time Series Forecasting
[NO] 227/1776 | Gated Removal of Normalization in Transformers Enables Stable Training and Efficient Inference
[NO] 228/1776 | Modular Multi-Task Learning for Chemical Reaction Prediction
[NO] 229/1776 | Entanglement redistribution of hyperon-antihyperon pair via sequential decay
[NO] 230/1776 | Affordances Enable Partial World Modeling with LLMs
[NO] 231/1776 | Less is Enough: Synthesizing Diverse Data in Feature Space of LLMs
[NO] 232/1776 | Colorful Talks with Graphs: Human-Interpretable Graph Encodings for Large Language Models
[NO] 233/1776 | When Tables Go Crazy: Evaluating Multimodal Models on French Financial Documents
[NO] 234/1776 | Interpretable Vision Transformers in Monocular Depth Estimation via SVDA
[YES] 235/1776 | CLI-Gym: Scalable CLI Task Generation via Agentic Environment Inversion
[NO] 236/1776 | A Human-Centric Framework for Data Attribution in Large Language Models
[NO] 237/1776 | Golombic and Levine sequences
[YES] 238/1776 | TVCACHE: A Stateful Tool-Value Cache for Post-Training LLM Agents
[NO] 239/1776 | Expected area of the star hull of planar Brownian motion and bridge
[NO] 240/1776 | Note on the trace of random walks on pseudorandom graphs
[NO] 241/1776 | Weighting-Based Identification and Estimation in Graphical Models of Missing Data
[NO] 242/1776 | Integrating granular data into a multilayer network: an interbank model of the euro area for systemic risk assessment
[NO] 243/1776 | What do people want to fact-check?
[NO] 244/1776 | An Enhanced Formation Channel for Galactic Dual-Line Gravitational-Wave Sources: von Zeipel-Lidov-Kozai effect in Triples Involving Sgr A*
[NO] 245/1776 | Implicit representations via the polynomial method
[NO] 246/1776 | Low energy $\varepsilon$-harmonic maps into the round sphere
[NO] 247/1776 | Training-Free Stimulus Encoding for Retinal Implants via Sparse Projected Gradient Descent
[NO] 248/1776 | Biomimetic Mantaray robot toward the underwater autonomous -- Experimental verification of swimming and diving by flapping motion -
[NO] 249/1776 | Weak Annihilation Contribution to Angular Observables in $B_{c}^+\to D^{\ast+}\ell^{+}\ell^{-}$ Decays
[NO] 250/1776 | Reevaluating thermal instability in a uniform plasma: an extended analysis of instability domains
[NO] 251/1776 | Deep and Sparse Denoising Benchmarks for Spectral Data Cubes of High-z Galaxies: From Simulations to ALMA observations
[NO] 252/1776 | Hybrid Methods for Friedrichs Systems with Application to Scalar and Vector Diffusion-Advection Problems
[NO] 253/1776 | Diagnosing Structural Failures in LLM-Based Evidence Extraction for Meta-Analysis
[NO] 254/1776 | The metal-poor tail of the APOGEE survey I. Uncovering [Fe/H] < -2.5 stars from the inner Galaxy to the Magellanic Clouds
[NO] 255/1776 | Hyperspectral Smoke Segmentation via Mixture of Prototypes
[NO] 256/1776 | Factorised stationary states for a long range misanthrope process
[NO] 257/1776 | Iterated Hopf Ore Extensions over Group Rings
[NO] 258/1776 | Regularities for McKean-Vlasov SDEs with Local Distributional Interactions
[YES] 259/1776 | SimuScene: Training and Benchmarking Code Generation to Simulate Physical Scenarios
[NO] 260/1776 | Emulation of large-scale qubit registers with a phase space approach
[NO] 261/1776 | Less is More: The Dilution Effect in Multi-Link Wireless Sensing
[NO] 262/1776 | Bayesian Persuasion under Bias Management
[NO] 263/1776 | RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization
[NO] 264/1776 | Why Does RL Generalize Better Than SFT? A Data-Centric Perspective on VLM Post-Training
[NO] 265/1776 | A new infinitesimal form of the Prékopa--Leindler inequality with multiplicative structure and applications
[NO] 266/1776 | IMITATOR4AMAS: Strategy Synthesis for STCTL
[NO] 267/1776 | Deep Learning-based Method for Expressing Knowledge Boundary of Black-Box LLM
[NO] 268/1776 | From complex to non-Archimedean geometry: an approach to the YTD conjecture
[NO] 269/1776 | Trading in CEXs and DEXs with Priority Fees and Stochastic Delays
[NO] 270/1776 | Bayesian Signal Component Decomposition via Diffusion-within-Gibbs Sampling
[NO] 271/1776 | A multidimensional landscape of the $η$ and $η'$ mesons
[NO] 272/1776 | LOREN: Low Rank-Based Code-Rate Adaptation in Neural Receivers
[NO] 273/1776 | SurfPhase: 3D Interfacial Dynamics in Two-Phase Flows from Sparse Videos
[NO] 274/1776 | Beyond VLM-Based Rewards: Diffusion-Native Latent Reward Modeling
[NO] 275/1776 | GENIUS: Generative Fluid Intelligence Evaluation Suite
[NO] 276/1776 | APEX: Learning Adaptive High-Platform Traversal for Humanoid Robots
[NO] 277/1776 | LCIP: Loss-Controlled Inverse Projection of High-Dimensional Image Data
[NO] 278/1776 | Weight Decay Improves Language Model Plasticity
