[2026-08-21 03:05:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-20
正在获取论文...
[arXiv] 2026-08-20 | A Fully Automated, Deployment-Aware Testing Pipeline for IoT-Based Automotive Applications
[NO] 591/1829 | A Stationary Composition Law for Schwinger-Keldysh Effective Actions
[NO] 592/1829 | Towards general embodied intelligence: integrating large language models, knowledge bases, and reasoning capabilities to build the next generation of AI agents
[NO] 593/1829 | TT-net: Quantum Inspired Tensor Network Denoising in Conditional GANs
[NO] 594/1829 | Non-persistence of equality between chromatic polynomials and list-color functions
[NO] 595/1829 | skchange: Fast and Flexible Algorithms for Changepoint Detection
[NO] 596/1829 | Krylov Tomography and Finite-Uncertainty Certification of Exceptional-Point Dynamics
[NO] 597/1829 | Coulomb blockade-like transport and enhanced memory in organic transistors embedded with sub-nm Pt nanoparticles for neuromorphic computing
[NO] 598/1829 | Extraction of DVCS amplitudes off the nucleon
[NO] 599/1829 | Re-evaluating the resolved mass-metallicity relation with a self-consistent metallicity calibration
[NO] 600/1829 | Splitting probabilities for Brownian motion with diffusing boundaries: Application to polymer translocation
[NO] 601/1829 | The Local Langlands Correspondence for Middle Supercuspidal Representations of $p$-adic $\text{GL}(2n)$
[NO] 602/1829 | InsufficiencyBench: Evaluating LLM legal advice on underspecified user queries
[NO] 603/1829 | Carleson measures, Volterra integral operators and multipliers for $Q_K$ spaces
[NO] 604/1829 | The arithmetic de Rham stack
[NO] 605/1829 | MemTrapBench: Benchmarking Cognitive Traps in LLM Memory Use
[NO] 606/1829 | Task-CoEvolve: Efficient Harness Optimization via Adaptive Validation Task Selection
[NO] 607/1829 | Photogalvanic transport of nonreciprocal Cooper-pair fluctuations
[NO] 608/1829 | Proper Learning of Shallow All-to-All Quantum Circuits
[NO] 609/1829 | Chameleon: Robust Defense Against Tor Website Fingerprinting via Many-to-Many Traffic Morphing
[NO] 610/1829 | The ebbs and flows of quantum learning and sensing
[NO] 611/1829 | A Zoology of Quantum Turing Patterns
[NO] 612/1829 | Exploring chiral dynamics with low-energy electron- and positron-nucleon scattering
[NO] 613/1829 | DPC-Net: Dual-Prior Collaborative Network for All-in-One Image Restoration
[NO] 614/1829 | Feature Evolution and Migration during Vision Transformer Training
[NO] 615/1829 | SAE-Xplainers: Rule-Based Feature Interpretation for Extreme Earth Events
[NO] 616/1829 | Counterexamples to the fractional coloring conjecture for triply efficient shadow tomography
[NO] 617/1829 | Flow Matching-Based PET Image Reconstruction
[NO] 618/1829 | ODEONN: A Digital ODE Solver Architecture for Oscillatory Neural Networks
[NO] 619/1829 | BeyondMasks: Evaluating Causal and Physical Consistency in Video Object Removal
[NO] 620/1829 | Reward-Guided Autoregressive Graph Generation for Efficient Multi-Agent Communication Topology Design
[NO] 621/1829 | Nonlinear Controllability and the Propagation of Local Information: From the Kalman Family to Lie Brackets, Rotation Groups, and Reachable Subgroups
[NO] 622/1829 | Evidence-Gated Task and Motion Planning with Vision-Language Models
[NO] 623/1829 | SABET-QA: Temporal Knowledge Graph Question Answering
[NO] 624/1829 | Climate change and human mobility will shape dengue emergence risk in Europe
[NO] 625/1829 | Gravity-aware partially calibrated absolute pose estimation from affine- or rotation-covariant features
[NO] 626/1829 | Wave-Based Bilateral Teleoperation between Nonlinear Manipulators with Direct Contact Force Feedback
[NO] 627/1829 | Inverse Hessian Curvature Flow in Minkowski Space II: The Dirichlet problem at infinity
[NO] 628/1829 | Broadcast Domination Number is at Most Twice the Multipacking Number
[NO] 629/1829 | Lensing and enhanced single atom detection via a single-pixel nanostructure
[NO] 630/1829 | Universal torsors over quartic del Pezzo surfaces and stable rationality
[NO] 631/1829 | Electron energy gain in a dielectric laser accelerator as a function of the base angle of a triangular grating structure
[NO] 632/1829 | Systematic Evaluation of TabPFN-TS for Zero-Shot Probabilistic Heat Load Forecasting in District Heating Networks
[NO] 633/1829 | A Variational Characterization of Positive Scalar Curvature Kähler metrics
[NO] 634/1829 | Understanding the superiority of multi-model ensemble forecasts through reservoir computing
[NO] 635/1829 | Nanoscale silicon sensor - guided new insights into early metabolic response of Escherichia coli to ampicillin
[NO] 636/1829 | ConceptGuard: Benchmarking Context-Sensitive Unlearning in Large Language Models
[NO] 637/1829 | WithEveryone: Unified Planning and Identity Grounding for Group Image Generation
[NO] 638/1829 | Swift-Image: Exploring the Performance Frontier of Compact Unified Image Generation Models
[NO] 639/1829 | Maximal Torus Topological Entanglement Entropy in WZW Theories at Bounded Ground-State Degeneracy
[NO] 640/1829 | Large Sample Properties of Higher Order Markov Models
[NO] 641/1829 | Inducing Task Models from Computer-Use Traces
[NO] 642/1829 | Imaging the vacuum fluctuations of a quantum field
[NO] 643/1829 | Signatures of a light-induced exciton condensate exhibiting BEC-BCS crossover
[NO] 644/1829 | DreamHand: Repurposing Video Diffusion Models for Occlusion-Robust Egocentric 3D Hand Motion Recovery
[NO] 645/1829 | Calibration-Induced Degeneracy in LLM Financial Forecasting: An Audit-Trailed Case Study on Next-Day Market Risk
[NO] 646/1829 | Excitation of the lower-hybrid drift instability in the outflow of electron-only magnetic reconnection
[NO] 647/1829 | Zero-Sum Power Factor Games
[NO] 648/1829 | Non-Minimally Coupled Warm Inflation in the Defining Frame
[NO] 649/1829 | Programmable cavity QED with a fiber-integrated atomic array
[NO] 650/1829 | Robustness of random-walk Metropolis for steep potentials
[NO] 651/1829 | DART-S: Reachability-Audited Active-Suspension Preconditioning for Off-Road Vehicle Jumps
[NO] 652/1829 | Break It Down, Pass It On: Cross-Task Skill Transfer in LLM Agents
[NO] 653/1829 | Two results on asphericity
[NO] 654/1829 | Probabilistic kilonova prediction from gravitational wave inferred binary neutron star parameters
[NO] 655/1829 | From Kriging to Spatial AI: Fifty Years of Spatial Statistics for Complex Dependent Data
[NO] 656/1829 | Operational Foundations for Quaternionic and Octonionic Quantum Models: Exact Quaternionic Channels and Error Correction, Para-Linear Operators, and Categorical Closure Boundaries Beyond Associativity
[NO] 657/1829 | Synchronization and Channel Estimation of OTFS with RF Impairments
[NO] 658/1829 | Optimal Skill Selection for LLM Agents with Provable Bicriteria Guarantees
[NO] 659/1829 | Projector Is All You Train
[NO] 660/1829 | ALOHA IRDCs Molecular Line Follow-up: I. Gas properties and kinematics
[NO] 661/1829 | Video2DoorTraversal: Push Door Traversal via Simulated Door Twins
[NO] 662/1829 | Jamming Extensions of Quantum Correlations Lead to Hidden Superluminal Signaling
[NO] 663/1829 | QUASAR: A Quantum-Classical Neural Network for SAR Satellite Physical-Layer Authentication
[NO] 664/1829 | Rule-Compliant Visual Spatial Planning for Multimodal Large Language Models
[NO] 665/1829 | Differentially Private Continual Release with Relative Error
[NO] 666/1829 | Prompt-Conditioned Channel Attention for Hierarchical Feature Modulation toward Anatomy-Agnostic Segmentation
[NO] 667/1829 | Sharp Summability of Nevanlinna Defects for Finite-Lower-Order Holomorphic Curves
[NO] 668/1829 | Direct vs. Indirect Data-Driven Control: Case-study of Switching Systems Stability
[NO] 669/1829 | A Resource-Efficient CNN-Based EEG Auditory Attention Decoding ASIC
[NO] 670/1829 | A note on interior curvature estimates for strictly convex solutions to the equation of prescribed curvature quotient
[NO] 671/1829 | A Standardized Framework for Machine Learning in Power System Protection
[NO] 672/1829 | Dynamic Portfolio Optimization under CVaR Constraints
[NO] 673/1829 | Characterization of a damping channel as a mixture of amplitude damping and anti-damping channels of different parameters
[NO] 674/1829 | Spin-Inversion Degeneracies in Restricted Inspiral Waveforms for LISA
[NO] 675/1829 | Large Scale Entanglement Structure Detection in 100-Qubit Systems via Local Joint Measurements
[NO] 676/1829 | Incorporating multiscale mechanics in lithium-ion battery models
[NO] 677/1829 | Numerical Study of a Surface Growth Model with Singular Noise
[NO] 678/1829 | The nested derivative criterion for determining elementary solutions to certain non-linear PDEs in one-dimensional space-time
[NO] 679/1829 | PelviNeXt: A Modality-Agnostic Hybrid Network for Pelvic Imaging in Women's Health
[NO] 680/1829 | Wavefront shaping of terahertz radiation using two-color flying-focus pulses with time-dependent focal velocities
[NO] 681/1829 | Vacuum viscosity and relativistic inertia: Motion of a massive object with charged internal degrees of freedom interacting with a classical field
[NO] 682/1829 | Structural complexity of an SU(3) Fermi Hubbard model
[NO] 683/1829 | RMWorld: Task-Aware Radio World Models with Value-of-Information Guided Multi-Trial Learning for Multi-UAV Communication Control
[NO] 684/1829 | Discrete Diffusion Inference-Time Control with Nested Sequential Monte Carlo
[NO] 685/1829 | Privacy-Preserving Detection of Rare Disease-Associated Cell Subsets via Secure Multi-Party Computation
[NO] 686/1829 | Implicit BDF2 dual time-stepping positivity-preserving entropy-stable schemes for unsteady compressible viscous flows
[NO] 687/1829 | Low-complexity Soft-decision LLR Calculations for Next-generation IM-DD Systems with RIN
[NO] 688/1829 | Non-minimal Unimodular Inflation
[NO] 689/1829 | Towards Professional Tennis Styles for Humanoid Robots with Adaptive Motion Planning and Tracking
[NO] 690/1829 | Correlations at criticality in ecological communities
[NO] 691/1829 | Completely isometric subspaces of noncommutative $\mathrm{L}^p$-spaces and contractive projections
[NO] 692/1829 | Analyzing Quasi-normal modes spectrum in asymptotically de Sitter black bounces and their optical appearance
[NO] 693/1829 | Dual Control: On Exploration-Exploitation in Linear Systems
[NO] 694/1829 | Calderón-Zygmund estimates for parabolic systems with $p$-growth and non-divergence data
[NO] 695/1829 | Orthogonal JEPA: Factorized Predictive States for Latent World Models
[NO] 696/1829 | PPT Entanglement with Correlated Catalysis: Monotones and Irreversibility
[NO] 697/1829 | Stability of admissible solutions for coexisting phase transitions for one-dimensional compressible van der Waals fluids
[NO] 698/1829 | Pressure-tuning of electronic structure of CeTe3 probed by femtosecond collective mode spectroscopy
[NO] 699/1829 | EchoCoT: Extracting Hidden Chain-of-Thought from Large Reasoning Models
[NO] 700/1829 | DecoVAE: a Lightweight Interpretable Trend-Seasonal VAE Framework for Efficient Probabilistic Time Series Forecasting
[NO] 701/1829 | The Prescribed-Vertex Semidegree Threshold for Directed $3q$-Cycles in Oriented Graphs
[NO] 702/1829 | Auditing Cross-Lingual Fairness in Language Model Watermarking
[NO] 703/1829 | Rigidity of shrinking gradient ricci soliton with constant scalar curvature
[NO] 704/1829 | A large-scale dataset of sub-institution name disambiguation and hierarchical structures from OpenAlex
[NO] 705/1829 | Simultaneous approximation to pairs of real numbers
[NO] 706/1829 | Mutually phase-stable tunable attosecond soft X-ray attosecond pulses from a free-electron laser
[NO] 707/1829 | The Reconfiguration Premium: Co-movement Structure as an Unspanned Dimension of the Variance Risk Premium
[NO] 708/1829 | ExPhy: A Benchmark for Explicit Physical Property Learning in Multi-Object Trajectory Forecasting
[NO] 709/1829 | SCoRD: Semantic-Assisted Continual Retriever-Reranker Distillation for LLM-Based Recommendation
[NO] 710/1829 | Generalized inverses of strictly monotone transformations
[NO] 711/1829 | Hamiltonian Floer Theory for Quantum Electrodynamics up to First Order in $\hbar$
[NO] 712/1829 | Resonant state expansion for acoustic resonators. Part II. Scattering problem
[NO] 713/1829 | On facet gaps of order and chain polytopes
[NO] 714/1829 | Generalized Hamming weights of codes arising from complete intersection
[NO] 715/1829 | PVRA: A Pointwise Key-point Voting Framework for Robotic Assembly
[NO] 716/1829 | Oscillator-driven broadband femtosecond transient microspectroscopy with supercontinuum probes generated in a photonic crystal fiber
[NO] 717/1829 | Rethinking Patch Based Multivariate Time Series Forecasting with Semantic Structured Partitioning
[NO] 718/1829 | Dynamics of Charged Radiating Collapse with Shear and Anisotropy
[NO] 719/1829 | Evaluating Automated Testing on an Open-Source Web Application Using Cypress
[NO] 720/1829 | Experimental Verification of Fast Voltage Droop Correction Circuits
[NO] 721/1829 | Designing Human-mediated AI Guidance: Ready Together for Personalized Family Emergency Preparedness
[NO] 722/1829 | Tuning of Photoexcited Electron Dynamics at Monolayer h-BN/Metal Interfaces by Corrugation
[NO] 723/1829 | ShadowPath: Lookup-Private Credential Status Verification over Authenticated State
[NO] 724/1829 | Towards Quantifying Benchmark Optimization in ASR Models
[NO] 725/1829 | Building atomistic models of heterointerfaces with optimal transport
[NO] 726/1829 | A Strong Linear Baseline for Whole-Heart Cardiac Shape Completion on CT, with an Open Eleven-Structure Statistical Shape Model
[NO] 727/1829 | On the Generalized Rational Exponents Conjecture
[NO] 728/1829 | How many cherry-picking sequences are needed to reduce all subtrees of a phylogenetic tree?
[NO] 729/1829 | Multi-Source Wasserstein Distributionally Robust Graph Learning
[NO] 730/1829 | Ramanujan Cayley Graphs with Normal Connection Sets in Ratio-One Frobenius Groups
[NO] 731/1829 | MaliciousSkillBench: A Comprehensive Benchmark for Malicious Agent Skill Detection
[NO] 732/1829 | AvatarDynamizer: From Static to Dynamic Human Avatars via Generative Dynamic Textures
[NO] 733/1829 | The impact of feature engineering and an optimisation framework for ocean colour machine learning
[NO] 734/1829 | Unified and Efficient Point-Line Local Features
[NO] 735/1829 | Interrupting the Loop: Periodic Subject Changes Raise Judged Surprise and Connection in Base Language Models
[NO] 736/1829 | Quasi-diurnal Kelvin Wave Observed in the Atmosphere of Mars by the Pressure Sensor on the InSight Lander
[NO] 737/1829 | Reliable Neural Collapse Approximation for Open-World Test-Time Adaptation
