[2026-06-11 23:22:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-10
正在获取论文...
[arXiv] 2026-06-10 | Adaptive, efficient, and scalable water wave modeling with dispersive hyperbolic systems
[NO] 468/1890 | Substrate Asymmetry in User-Side Memory: A Diagnostic Framework
[NO] 469/1890 | Consistent Evaluation of Operators Involving the Position Operator in the Bloch Representation: Application to the Orbital Moment
[NO] 470/1890 | Can AI Reason Like an Urban Planner? Benchmarking Large Language Models Against Professional Judgment
[NO] 471/1890 | Learning by Chatting? Investigating the Impact of Generative AI on Information Seeking and Learning
[NO] 472/1890 | Krahn-Szeg\H o type inequalities for graphs
[NO] 473/1890 | Do Not Discretize, Optimize: Almost Greedy Fictitious Play
[NO] 474/1890 | Unstable Features, Reproducible Subspaces: Understanding Seed Dependence in Sparse Autoencoders
[NO] 475/1890 | Mean-field theory via dissociated arrays for particle systems interacting through noisy weights
[NO] 476/1890 | A Unified Zeroth-Order Approach for Decentralized Minimax Optimization
[NO] 477/1890 | An Indoor Localization Technique Utilizing Passive Tags and 3-D Microwave Passive Radar Imaging
[NO] 478/1890 | Kuznetsov components and transcendental motives of cubic fourfolds
[NO] 479/1890 | Bridging the Morphology Gap: Adapting VLA Models to Dexterous Manipulation via Intent-Conditioned Fine-Tuning
[NO] 480/1890 | Direct nanoscale observation of melting and solute redistribution in a hypoeutectic Al-Cu alloy with in situ STEM
[NO] 481/1890 | MSUE: Multi-Modal Soccer Understanding Expert
[NO] 482/1890 | Proximity-induced unconventional superconductivity and chiral topological phases in twisted graphene/NbSe$_2$ van der Waals heterostructure
[NO] 483/1890 | Necessary and Sufficient Conditions for Universal Gates with Pauli Strings and Beyond
[NO] 484/1890 | Improvement of Heat-Treated Niobium Surface by In-situ Plasma Treatment Applied to Superconducting RF Resonator
[NO] 485/1890 | FORT-Searcher: Synthesizing Shortcut-Resistant Search Tasks for Training Deep Search Agents
[NO] 486/1890 | X-ray luminosity function of Compton-thick AGN in the early Universe (z > 3). Robustness and biases of the CTK population
[NO] 487/1890 | Categorical Robustness Assessment for Machine Learning based Network Intrusion Detection Systems
[NO] 488/1890 | Performance Analysis of YOLOv11 and YOLOv8 for Mixed Traffic Object Detection under Adverse Weather Conditions in Developing Countries
[NO] 489/1890 | Complex-ellipticity, dimensional estimates and plane wave rigidity in $BV^{\mathbb A}$
[NO] 490/1890 | Heisenberg-Langevin theory of an exciton mirror
[NO] 491/1890 | A Geometric Family of Correlations Containing the Quantum Singlet
[NO] 492/1890 | Vision Transformers for Face Recognition Need More Registers
[NO] 493/1890 | Shadow Engineering of Quantum Processes
[NO] 494/1890 | Learning Unions of Convex Sets via Invertible Latent Decomposition for Path Planning
[NO] 495/1890 | Human-Enhanced Loop Modeling (HELM): Agent-Based Finite Element Modeling of Concrete Bridge Barriers
[NO] 496/1890 | MPPI-based Informative Trajectory Planning for Search and Capture of Drifting Targets with ASVs
[NO] 497/1890 | Hockey-Stick Domination and Distributional Comparison on Finite Posets
[NO] 498/1890 | Introducing precision-weighted bias as a performance measure to inform the inclusion of adaptive designs in meta-analysis
[NO] 499/1890 | On the metalinear algebraic cobordism spectrum
[NO] 500/1890 | PAWS: Preference Learning with Advantage-Weighted Segments
[NO] 501/1890 | Feature extraction for plant growth estimation
[NO] 502/1890 | Emergent gravity from Michel flow with position dependent adiabatic index
[NO] 503/1890 | Perspective: The Physics of Active Solids -- From Hamiltonians to Active Matter Models
[NO] 504/1890 | Controlled ion-ion interactions and cavity-enhanced emission of a coherent dinuclear Eu$^{3+}$ complex
[NO] 505/1890 | Exploratory Analysis of Wi-Fi 6 Dynamic Resource Unit Sharing in Small-Scale Network Scenarios
[NO] 506/1890 | From Persistence to Survival: Hypothesis Testing, Effect Sizes and Vectorisation for Topological Features
[NO] 507/1890 | On the maximum number of vectors in $\{0,\pm1\}^n$ with forbidden inner products
[NO] 508/1890 | A Pfaffian quantum Hall state of ultracold bosons
[NO] 509/1890 | Local Stress Redistribution Controls Interactions between Hydraulic Fractures and Pre-existing Fractures
[NO] 510/1890 | Mathematical perspective on genetic algorithms with optimization guided operators
[NO] 511/1890 | Bounding the Effect of HOD Assumptions on Small-Scale Clustering Constraints
[NO] 512/1890 | Nonslop: A Gamified Experiment in Human-AI Collaborative Writing
[NO] 513/1890 | Nonminimal couplings and preheating effects in $R^2$-Higgs inflation after ACT and SPT
[NO] 514/1890 | Modelling magnetic material properties with uncertainty-aware neural networks
[NO] 515/1890 | On determinantal formulas for hermitian random matrices
[NO] 516/1890 | Pretrained self-supervised speech models can recognize unseen consonants
[NO] 517/1890 | Cooling graph products
[NO] 518/1890 | Reassessing High-Performing LLMs on Polish Medical Exams: True Competence or Bias-Driven Performance?
[NO] 519/1890 | The PM-EdgeMap: Towards Real-Time Process Mining on the Edge-Cloud Continuum
[NO] 520/1890 | Generalizing Perron--Frobenius theory and eigenvector-based centralities to networks with complex edge weights
[NO] 521/1890 | How Low Can You Go? Active Learning for Sparse Model Discovery in the Ultra-Low-Data Limit
[NO] 522/1890 | Unveiling the Interplay of Charge and Magnetic Excitations in HgBa$_2$Ca$_2$Cu$_3$O$_{8+δ}$
[NO] 523/1890 | SPEA2$^+$: Improved Density Estimation in SPEA2 with Provable Runtime Guarantees
[NO] 524/1890 | Lexicographic optimization for real-time CNC feedrate planning with coupled orientation handling
[NO] 525/1890 | Structural Changes and Transport Properties of $\mathrm{YBa_2Cu_3O_7}$ Locally Modified by a He$^+$ Focused Ion Beam
[NO] 526/1890 | Middle orders: all distributive lattices between weak and Bruhat
[NO] 527/1890 | Q-Fold: Query-Aware Focus-Context Spatio-Temporal Folding for Long Video Understanding
[NO] 528/1890 | A Riemannian Approach to Low-Rank Optimal Transport
[NO] 529/1890 | SN 1006: A Cosmic Laboratory for Investigating Shock Acceleration Physics
[NO] 530/1890 | Scalable Conformal MoSx Catalyst for Efficient Hydrogen Evolution at Industrial-Level Current Density in Alkaline Electrolyzers
[NO] 531/1890 | Sharp Convergence Rates for Parabolic Green's Functions in Time-Independent Periodic Homogenization
[NO] 532/1890 | Quantum ergodicity and semiclassical measures: mathematical results
[NO] 533/1890 | Debiasing Without Protected Attributes: Latent Concept Erasure from Textual Profiles
[NO] 534/1890 | Deep Reinforcement Learning for Adaptive Power Allocation in ISAC Systems with Mobile Target
[NO] 535/1890 | Efficient Time Series Clustering from Multiscale Reservoir Dynamics with Granular-Ball Anchoring Graph Optimization
[NO] 536/1890 | Non-frontal face recognition using GANs and memristor-based classifiers
[NO] 537/1890 | "That's AI Slop, You Bot!" Studying Accusations, Evidence, and Credibility in Online Discourse Towards LLM-Generated Comments
[NO] 538/1890 | On the Limits of LLM-as-Judge for Scientific Novelty Assessment
[NO] 539/1890 | Fibration Trees: A Unified Approach to Multi-Robot Motion Planning
[NO] 540/1890 | Attention by Synchronization in Coupled Oscillator Networks
[NO] 541/1890 | Clifford disentanglers for entanglement reduction in molecular electronic structure simulations
[NO] 542/1890 | Reliable Error Estimation for PINNs: Lower and Upper A Posteriori Bounds
[NO] 543/1890 | Searching for cosmic vortices
[NO] 544/1890 | SpikeTAD: Spiking Neural Networks for End-to-End Temporal Action Detection
[NO] 545/1890 | Topology of isometric classes and flows of geometric structures
[NO] 546/1890 | Unlocking the Potential of Movable Antennas: General and Practical Antenna Position Optimization
[NO] 547/1890 | FitVTON: Fit-aware Virtual Try-On via Body-Garment Size Control
[NO] 548/1890 | The 35-Myr old infant planet TOI-837 b has a mildly misaligned orbit
[NO] 549/1890 | Dirichlet--Neumann duality for the Basic Spectrum of Riemannian Submersions: A Supersymmetric Perspective
[NO] 550/1890 | Massey products, sphere bundles and T-duality
[NO] 551/1890 | Robust Zonotopic Control
[NO] 552/1890 | Gauge Symmetry Degeneration in Lorentzian Deformed Light-Cone Null Reduction
[NO] 553/1890 | From Nominal Intensity to Equivalent Rainfall: A Path-Based Credibility Evaluation Framework for Simulated Rainfall in Autonomous-Driving Perception Tests
[NO] 554/1890 | Modular quantization and black holes
[NO] 555/1890 | Masked Symmetric Nonnegative Matrix Factorization for Community Detection in Incomplete Networks
[NO] 556/1890 | Somewhere Over the Desktop: A Research Agenda for Ubiquitous Analytics
[NO] 557/1890 | Algebraic Varieties and Ideal Theory in Combinatorial Click-Reaction Design
[NO] 558/1890 | Cooperative Switched Formation Control of Autonomous Vehicles: An Event-triggered Approach to Input Saturation and Time-delay Challenges
[NO] 559/1890 | Exact distribution of the output of a deep-layered machine
[NO] 560/1890 | Composite likelihood inference of fractional Gaussian processes with sequentially optimal subset selection
[NO] 561/1890 | Categorical Prior Lock-in: Why In-Context Learning Fails for Structured Data
[NO] 562/1890 | Decoding Multimodal Cues: Unveiling the Implicit Meaning Behind Hateful Videos
[NO] 563/1890 | Robust Tuning of Model Predictive Control for MMC-Based High-Voltage Power Systems
[NO] 564/1890 | Critical Coupling Surfaces in $κ(R,T)$ Gravity: Regularity, Gravitational Screening, and Phase Transitions
[NO] 565/1890 | Polytopal Discontinuous Galerkin Discretizations of Coupled Non-Newtonian Stokes-Darcy Systems
[NO] 566/1890 | Testing axial symmetry in multivariate location-scale linear regression
[NO] 567/1890 | Semantic Grading of Written Answers in Low-Resource Language Bangla Using a Fine-Tuned Lightweight Language Model
[NO] 568/1890 | Building three-dimensional giant stellar models for common envelope simulations
[NO] 569/1890 | Robust Spin Logic Enabled by Generalized $\mathrm{SU}(2)$ Symmetry in $p$-Wave Magnets
[NO] 570/1890 | Embodied-BenchClaw: An Autonomous Multi-Agent System for Embodied Spatial Intelligence Benchmark Construction
[NO] 571/1890 | Protostellar Outflows at the EarliesT Stages (POETS). IX. Magnetohydrodynamic disk winds traced by SO and SO$_2$ in luminous protostars
[NO] 572/1890 | Risk-Aware AoII-Based Scheduling with Hybrid Transmission for a Semi-Markov Source
[NO] 573/1890 | DuoBench: A Reproducible Benchmark for Bimanual Manipulation in Simulation and the Real World
[NO] 574/1890 | Full Mealy automata, complete square complexes, and anti-tori
[NO] 575/1890 | Mean-field imitation dynamics on fast assortative networks
[NO] 576/1890 | Model-based sparse mixed-type PCA
[NO] 577/1890 | Tensor-Network Algorithm for Many-Body Trace Norms
[NO] 578/1890 | LLM-Enabled NWDAF: A Step Toward AI-Native 6G Network Intelligence
[NO] 579/1890 | Seeing Below the Limit of Detection: A Censored-Poisson Bayesian Latent-Growth Change-Point Detector (the Span Detector) for Serial ctDNA in HR+/HER2- Metastatic Breast Cancer
[NO] 580/1890 | Harnessing Routing Foresight for Micro-step-level MoE load balancing in RL Post-training
[NO] 581/1890 | Extreme, transient bursts of energy in the auroral ionosphere. II. A magnetotail dipolarization event
[NO] 582/1890 | Some results for a stationary Navier-Stokes equation with a rough drift in a weighted functional framework
[NO] 583/1890 | Pinned Boundaries Delay Contraction and Shape Stress Relaxation in Active Gels
[NO] 584/1890 | Some polarized lines of the second solar spectrum (SrI, CaI, BaII, C2, MgH, NdII) observed at the Meudon Solar Tower spectropolarimeter
[NO] 585/1890 | Brauer groups of smooth loci in linear systems and torsors over Jacobians of plane curves
[NO] 586/1890 | Plan-and-Verify Video Reward Reasoning with Spatio-Temporal Scene Graph Grounding
[NO] 587/1890 | Towards Data-free and Training-free Compression for Speech Foundation Models Using Parameter Clustering
[NO] 588/1890 | Skill-Augmented AI Agents for Medical Research Analysis: An Exploratory Multi-Model Human Evaluation in an NSCLC Transcriptomic Biomarker Task
[NO] 589/1890 | Parametric Channel Estimation with Hardware Impaired Hybrid Beamformers: Sensing, Communications, and Power Efficiency Tradeoffs
[NO] 590/1890 | Feature-Aligned Speech Watermarking for Robustness to Reconstruction Distortions
[NO] 591/1890 | Optimizing Cloud Deployment: Blending of IaaS and FaaS for Microservice Architecture
[NO] 592/1890 | Large Fluctuations in Open Quantum Systems
[NO] 593/1890 | STCC: A Unified Source-Channel Semantic Token Coding Framework for Semantic Communications
[YES] 594/1890 | Grammar-Constrained Decoding Can Jailbreak LLMs into Generating Malicious Code
[NO] 595/1890 | Comparative Evaluation of Transition Mechanisms for Adaptive Droop Gains in Parallel Grid-Forming Inverters
[NO] 596/1890 | MultiToP: Learning to Patch Visual Tokens to Mitigate Hallucinations in Video Large Multimodal Models
[NO] 597/1890 | bAdag: an adaptive block coordinate gradient method for smooth nonconvex functions
[NO] 598/1890 | Seeing What Matters: Perceptual Wrapper with Common Randomness for 3D Gaussian Splatting
[NO] 599/1890 | Special Matchings, Brenti's Conjecture, and the Combinatorial Invariance Conjecture
[NO] 600/1890 | Curvature-Induced Force Fields in Hyperelasticity
[NO] 601/1890 | Exact Fourier dimensions of dyadic Mandelbrot cascades on curves of nonvanishing curvature under minimal integrability
[NO] 602/1890 | Spin-Orbit Torque and Magnetization Switching in 2D Ferromagnetic Devices
[NO] 603/1890 | AnchorEdit: Maintaining Temporal Consistency in Multi-turn Image Editing via Causal Memory
[NO] 604/1890 | Russell's Theory of Definite Descriptions in the Light of Structural Proof Theory
[NO] 605/1890 | From Prompts to Tokens: Internalizing Causal Supervision in Vision-Language Model for Multi-Image Causal Reasoning
[NO] 606/1890 | UniReason-Med: A Shared Grounded Reasoning Interface for 2D-to-3D Transfer in Medical VQA
[NO] 607/1890 | Renewable Lasso without Batch-Number Constraints: A Gradient-Enhanced Approach
[NO] 608/1890 | Machine-learning clustering of close-in exoplanet populations: links to pebble accretion
[NO] 609/1890 | Geometry and Kinematics of Molecular Cloud Substructures in the Second Galactic Quadrant
[NO] 610/1890 | Stratification of moduli spaces of instantons on the Segre product of three lines via 't Hooft bundles
[NO] 611/1890 | Improving Human Diving Endurance with a Field-Deployable, Untethered Exoskeleton
[NO] 612/1890 | T2S: A Rehearsal-Based Approach for Extraction-Resistant Model Watermarking
[NO] 613/1890 | Spectrally Regularized Latent Flow Matching for Turbulence Generation
[NO] 614/1890 | RankVR: Low-Rank Structure Perception and Value Recalibration for Robust Composed Image Retrieval
[NO] 615/1890 | Goal-Autopilot: A Verifiable Anti-Fabrication Firewall for Unattended Long-Horizon Agents
[NO] 616/1890 | Parameter-Efficient Adapter Tuning for Tabular-Image Multimodal Learning
