[2026-09-11 23:53:58] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-10
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609100000+TO+202609102359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-9-10 | Research on Intelligent Logistics Information Sensing Method Based on RFID Anti-interference Coding
[NO] 248/1000 | MiniMaestro: Resource-Conscious Conversational Music Recommendation with a Single Open-Weight 8B Model
[NO] 249/1000 | A Multi-Source Retrieve-Fuse-Rerank System for Conversational Music Recommendation
[NO] 250/1000 | An Ultra-Low-Profile Circularly Polarized Folded Transmitarray Antenna Based on Metasurfaces
[NO] 251/1000 | Knowledge-Enhanced Image-Text Incongruity Representation for Multi-modal Sarcasm Detection
[NO] 252/1000 | A spaceborne Ka-band 200 W pulsed solid-state power amplifier
[NO] 253/1000 | Spectral-Visual Transformation for Low-Resource Dialect Identification: A Technical Evaluation of the Transition from MATLAB-Based Visualization to Deep Residual Learning Pipelines
[NO] 254/1000 | Accurate extraction of equivalent circuit parameters for RF surface-mount Inductors and Capacitors
[NO] 255/1000 | A Cryo-CMOS Demultiplexer for Large-scale Silicon Spin Qubits
[NO] 256/1000 | DFTC-Net: Dynamic Fusion of Deformable Attention Transformer and CNN Network for Low-Dose CT Denoising
[NO] 257/1000 | Few-Shot Multimodal Fake News Detection via Transfer Learning and Unsupervised Domain Adaptation
[NO] 258/1000 | Design of an All-Metal Wideband Corrugated Vivaldi Antenna with High Power Capacity
[NO] 259/1000 | High-Precision Joint Range-Angle Estimation for 1-Bit FDA-MIMO Radar via Off-Grid Refinement
[NO] 260/1000 | Signal Integrity Analysis of Multilayer Spiral Inductor and Elliptical Slot Compensation Structure for Vertical Via Interconnection
[NO] 261/1000 | A Large-Frequency-Ratio Shared-Aperture Antenna With High Aperture Reuse Efficiency
[NO] 262/1000 | Study on the Influence of Non-uniform Electron Beam on the Output Microwave Characteristics of an S-Band Relativistic Klystron Amplifier
[NO] 263/1000 | Thermally Controlled Chiral Metasurface for Independent Control of Circularly Polarized Waves
[NO] 264/1000 | A Hybrid Approach of Anomaly Detection for Reducing False Negatives in IDS
[NO] 265/1000 | Design of all dielectric metasurfaces based on multiple resonant modes of high permittivity ceramic materials and complex structures
[NO] 266/1000 | LightMambaVLA: Efficient Vision-Language-Action Modeling with State Space Models and Flow Matching
[NO] 267/1000 | Design of High-Efficiency 10-W X-Band Power Amplifier Based on GaN HEMT Process
[NO] 268/1000 | A 48–94 GHz Wideband Low-Noise Amplifier Based on a Unified CS Cell in 65-nm CMOS
[NO] 269/1000 | A Parasitic-Aware End-to-End Automated Optimization Scheme for mm-Wave Circuits Based on an Offline Passive Library
[NO] 270/1000 | A Low-Profile Dual-Polarized Planar Ultra-Wideband Modular Antenna (PUMA) Array with A Resistive Frequency-Selective Surface
[NO] 271/1000 | Research on Vehicle CAN Bus Intrusion Detection Method based on MobileNetV3
[NO] 272/1000 | Design of Frequency Adjustable Antennas Based on Phase Change Materials
[NO] 273/1000 | A Shared-Aperture SatCom Antenna Integrating Ka-Band Cavity-Backed Patches and X-Band Aperture-Coupled Feed Structure
[NO] 274/1000 | A Novel Eight-way Power Combining Network Based on the TE
                    <sub>20</sub>
                    Mode Branch Waveguide Coupler
[NO] 275/1000 | Closed-Loop Parameter Updating of Wind Turbine Digital Twins Based on Deep Reinforcement Learning and Time-Series Similarity
[NO] 276/1000 | An Efficient and Compact Phase-shift Tunable First-Order All-Pass Filter Using Single VCII with Minimum Passive Elements
[NO] 277/1000 | Leaky-wave Antenna with Dynamic Polarization Tuning
[NO] 278/1000 | Design of a hybrid absorption-transmission FSS
[NO] 279/1000 | Frequency-Dependent Damage Mechanisms of L-Band Surface Acoustic Wave Filters under High-Power Microwave Injection
[YES] 280/1000 | Logic-Aware Vulnerability Knowledge Graph Model for Precise Vulnerability Assessment
[NO] 281/1000 | Student Use of GenAI in an Interdisciplinary STEAM Design project
[NO] 282/1000 | Assessing the Interplay of Counteracting Biases in GNN-Based Recommender Systems
[NO] 283/1000 | A Secure Remote Access Framework for Physical Network Laboratories Using Bastion Host Architecture
[NO] 284/1000 | Bidirectional Wireless Power Transfer: Technology for anything-to-anything applications.
[NO] 285/1000 | A Miniaturized Shared-Aperture Dual-Band and Dual-Polarization Base Station Antenna
[NO] 286/1000 | An Inverse-Designed Metasurface-Loaded Top-Hat Monopole Antenna for Cognitive Radio Applications
[NO] 287/1000 | Personalized Noise Diffusion Recommender Model
[NO] 288/1000 | XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models
[YES] 289/1000 | HarnessLLM: Rust Verification Harness Generation with Large Language Models
[NO] 290/1000 | Fine-Grained Analyses for Evolution-Aware Runtime Verification
[NO] 291/1000 | Agent-Based Ensemble Reasoning for Repository-Level Issue Resolution
[NO] 292/1000 | FlowScope: Non-Intrusive Distributed Tracing with Method-Level Delay Estimation for Microservices Troubleshooting
[NO] 293/1000 | Is My RPC Response Reliable? Detecting RPC Bugs in Blockchain Client under Context
[NO] 294/1000 | Aspect-Based Sentiment Analysis of Student Evaluation of Teaching Texts: A Big Data-Driven Empirical Study
[NO] 295/1000 | Algorithm-Assisted Propagation-Domain Decoupling Scheme for MIMO Arrays in 5 G V2X Full-Duplex Links
[NO] 296/1000 | Palm and Coir Fiber Composite Mat for Wide-Linear-Range Flexible Piezoresistive Pressure Sensing
[NO] 297/1000 | Metasurface-Enhanced Wideband Patch Antenna Phased Array with Reconfigurable Polarization
[NO] 298/1000 | A Dual-Polarized Phased Array for Harmonic and Non-Harmonic Triple-Band Operation Using Mode-Adaptive Current Element
[NO] 299/1000 | Layered-Recording Time-Reversal Holography for Dual-Depth Near-Field Communication
[NO] 300/1000 | Efficiency and Error Optimizations in ADI-FDTD-Particle-In-Cell Model for Wave-Particle Interactions and Slow-Wave Effects in THz Gap
[NO] 301/1000 | Versatile Exoskeleton Control Supports Elderly Joint Energetics During Hip-Intensive Tasks
[NO] 302/1000 | Planar Ultra-wideband Modular Antenna (PUMA) based Phased Array with WAIM Sheets Embedded with Metasurface for Improved Performance
[NO] 303/1000 | Reliable Loss Tangent Extraction of Low-Loss Materials in WR15 and WR10 Bands Using MCK Setup
[NO] 304/1000 | Transient Maxwell-Quantum Transport Simulation of Nanoscale Devices in the THz Regime
[NO] 305/1000 | Efficient Parallel Fast Direct Solver for Large-Scale Phased Array Analysis
[NO] 306/1000 | Reliable 7-DOF Manipulator Execution Via Arm-Angle Selection and Trajectory Retiming_supp1-3732902.mp4
[NO] 307/1000 | Stack Selection for Multilayer Huygens' Meta-Atoms and Accurate Inverse Design with a Hybrid Semianalytical and Deep Learning Framework
[NO] 308/1000 | A 200-GHz BiCMOS Traveling-Wave Planar Beamforming Array
[NO] 309/1000 | Ai-Based Innovations in Rf and Antenna Engineering
[NO] 310/1000 | TACoS:A Threshold‑Activated Compensation Scheme for Privacy‑Auditable IoT-Driven Smart Insurance
[NO] 311/1000 | All-Metal Circular Corrugated Waveguide Leaky-Wave Antenna
[NO] 312/1000 | Systematic and Fast Synthesis of Multi-Row Standard Cells for Advanced Technology Nodes
[NO] 313/1000 | Hierarchical Bilinear Scattering Transformer for Remote-Sensing Image Scene Classification
[NO] 314/1000 | Reinforcement Learning-Based Graph Neural Network for Cyber Risk Mitigation in Edge Networks
[NO] 315/1000 | Heal Sole: A Smart Insole Platform for Physiological Monitoring and Active Ankle Rehabilitation
[NO] 316/1000 | Development and Evaluation of VR-based Therapy for Public Speaking Anxiety
[NO] 317/1000 | Multi-Agent Deep Reinforcement Learning for Distributed Energy Management and Demand Response in Residential Microgrids
[NO] 318/1000 | Design and Implementation of an IoT-Based Intelligent Terrarium Environmental Control System Using Dual-MCU Architecture
[NO] 319/1000 | Technical Analysis of Customer-Based and Grid-Topology-Aware Load Shifting in an Industrial Zone
[NO] 320/1000 | Simulations of Implant Epitaxy 4H-SiC MOSFET Designs for 1.5-1.9kV Power Electronics Applications
[NO] 321/1000 | Title Page
[NO] 322/1000 | Research on the Dual Residual Alternating Projection Algorithm for Array Synthesis Applications
[NO] 323/1000 | Intelligent Interaction at a Glance: The Future of Gaze-Aware Systems
[NO] 324/1000 | SRD-YOLO: Self-Referential Deviation Learning for Tiny Defect Detection on Printed Circuit Boards
[NO] 325/1000 | Leveraging Physics-Guided Decoupled Neural Networks for Cryo-CMOS Device Modeling
[NO] 326/1000 | A MIPI Transmitter with Adaptive Image Pre-Processing for CMOS Image Sensors
[NO] 327/1000 | Wearable System for Knee Rehabilitation Monitoring with Near Real-time Feedback
[NO] 328/1000 | Autonomous Vehicle Acceptance and Construct-Level Fragmentation: Mapping Measurement Architecture in TAM- and UTAUT-Based Studies
[NO] 329/1000 | Comparative Evaluation of Immersive Virtual Reality and Document-Based Training for Industrial Gas Leak Response
[NO] 330/1000 | Copyright Page
[NO] 331/1000 | A Gate Driver Design Method for Crosstalk Suppression and Power Stage Loss Reduction
[NO] 332/1000 | A Novel QCA Circuit Placement Method: PCS-Aware Genetic Algorithm
[NO] 333/1000 | Electric Vehicle Charging Infrastructure in Türkiye: An Integrated Socio-Technical Framework for Network Readiness, Standards and Energy Justice
[NO] 334/1000 | A Compact 2F1T FeFET CIM Array for Energy-Efffcient Binary Neural Network Inference
[NO] 335/1000 | Designing Sensory Metaphors in Virtual Reality for Understanding Building Acoustic
[NO] 336/1000 | Memristor Array-Level DCT Feature Extraction Architecture for Compressed Domain Image Classification
[NO] 337/1000 | Analog Front-End Design for AC Magnetic Field Measurement Using Hall-Effect Sensor
[NO] 338/1000 | A Digital-Intelligent Evaluation System for College Entrance Examination Scoring Based on Cloud Computing and Big Data Analysis - Empowering Secondary School Teaching Practice
[NO] 339/1000 | Electrically Small Frequency-Agile Antenna with Enhanced Radiation Efficiency
[NO] 340/1000 | Front Matter
[NO] 341/1000 | RELOAD: Robust Elliptic Localization via low-rank structure of Observation and Adjoint Distance matrices
[NO] 342/1000 | Towards Explainable Model Fingerprints: A Saliency-Bound Multi-Bit Watermarking Framework
[NO] 343/1000 | Fast Analysis of Metastructures Using Multimodal Circuit-Based Surrogate Models
[NO] 344/1000 | Maximizing Electromagnetic Degrees of Freedom in Scattering Channels via Topology-Engineered Scatterers and Domain Decomposition
[NO] 345/1000 | Cloud Application Deployment and Automation
[NO] 346/1000 | X-band Angular Filter with Linear-to-Circular Polarization Conversion Capability
[NO] 347/1000 | Empathy-R1: A Chain-of-Empathy and Reinforcement Learning Framework for Long-Form Mental Health Support
[NO] 348/1000 | Technical Debt Principal Prediction by Deep Learning
[NO] 349/1000 | GS-SBL: Bridging Greedy Pursuit and Sparse Bayesian Learning for Efficient 3D Wireless Channel Modeling
[NO] 350/1000 | Dual-Band Polarisation-Selective RIS for 5G NR N77 and 5 GHz Wi-Fi Applications
[NO] 351/1000 | Research on Ethical Risks and Governance Strategies in the Transformation of Scientific Data into New Quality Productive Forces
[NO] 352/1000 | Near-Field Amplitude Manipulation of Dual-Polarized Antenna Using Parasitic Elements
[NO] 353/1000 | Additive Manufacturing of Millimeter-Wave TT&amp;C Components for LEO Constellations
[NO] 354/1000 | Enhancing Practical Domain Generalization via Partially Shared Features
[NO] 355/1000 | A Single-Input Dual-Output Time-Interleaving Multi-Step Switched-Capacitor DC-DC Boost Converter for Energy Harvesting Applications
[NO] 356/1000 | An FPGA-Accelerated Audio CNN for Alzheimer’s Disease Detection Using Hardware–Software Co-Design
[NO] 357/1000 | Data-Physics Fusion-Driven Engineering-Constraint-Aware Inverse Design of FSS
[NO] 358/1000 | Learning burr-related temporal patterns from cutting force sensor signals for burr severity classification
[NO] 359/1000 | PKGD: Physics Knowledge-Guided Diffusion Model for Underwater Image Enhancement
[NO] 360/1000 | ANCORA: Accurate Intrusion Recovery for Web Applications
[NO] 361/1000 | A Systematic Survey on Large Language Models for Evolutionary Optimization: From Modeling to Solving
[NO] 362/1000 | Analytical Parameter-Free Fault Location for Untransposed Double/Four Circuit Parallel Lines with Unsynchronized Sampled-Value Currents
[NO] 363/1000 | Multi-tier Message Scheduling for IoT-based Urban Emergency Systems through Semantic Priority Override
[NO] 364/1000 | Communication State-Awareness Event-Triggered
                    <i>H</i>
                    <sub>∞</sub>
                    Control for T-S Fuzzy Cyber-Physical Power Systems Subject to Hybrid FDI Attacks
[NO] 365/1000 | A Liouville Equation-Based Hybrid Method for Uncertainty-Aware Vehicle Motion Prediction
[NO] 366/1000 | Semantic-Aware Consistency Rectification for Cross-Modal Person Retrieval
[NO] 367/1000 | State-Aware Zero Trust Architecture for Offshore Wind Farms Based on Software Defined Perimeter
[YES] 368/1000 | From Code Changes to Quality Gains: An Empirical Study in Python ML Systems with PyQu
[NO] 369/1000 | BTreeFuzz: Enhanced Feedback Mechanism for ROS Program Fuzzer Based on Behavior Tree
[NO] 370/1000 | Views on Internal and External Validity in Empirical Software Engineering: 10 Years Later and Beyond
[NO] 371/1000 | MioHint: LLM-Assisted Request Mutation for Whitebox REST API Testing
[NO] 372/1000 | One Size Does Fit All: Kernel-Assisted Fine-Grained Debloating and Layout Randomization for Shared Libraries
[NO] 373/1000 | TriRE: Three-Stage Reflection for Training-Free Relation Extraction
[NO] 374/1000 | A High Compression Ratio Sheet Beam Electron Gun with Elliptically Tapered Focus Electrode for Terahertz Traveling-Wave Tubes
[NO] 375/1000 | Simulation of Three-Dimensional Optic-induced Plasma Distribution Based on Numerical Integration Methods
[NO] 376/1000 | PPG-UNet: Physics-Prior-Guided U-Net for Mutual Interference Suppression on Automotive Radar
[NO] 377/1000 | A Fast Automatic Frequency Calibration Circuit with Enhanced Hybrid-Search Algorithm for PLL
[NO] 378/1000 | Design of a Portable S-Parameter Test Module Based on ADL5960
[NO] 379/1000 | MPM Signature Analysis of GPR Signal for Utilities Localization
[NO] 380/1000 | An ultra-wideband stable high-gain slot antenna loaded with FSS and Metasurface
[NO] 381/1000 | Novel Input-Reflectionless Triplexer Topology with Parallel Lowpass/Bandpass/Highpass Outputs
[NO] 382/1000 | Design of 4×4 Butler Matrix Based on Ridge Gap Waveguide
[NO] 383/1000 | Efficient Artificial Neural Networks for Array Antenna Diagnosis
[NO] 384/1000 | A 75–105 GHz Wideband Active Phase Shifter in 65-nm CMOS
[NO] 385/1000 | A Differential-Fed Wideband Endfire Antenna with Controllable Radiation Null
[NO] 386/1000 | The Realization of MMIC Oscillators with Resonant Tunnelling Diode
[NO] 387/1000 | Prototype-Aware Edge-Weighted Graph Neural Network for MOOC Dropout Prediction
[NO] 388/1000 | Classroom Leadership for Fundamental Engineering Education in an Era of AI Disruption
[NO] 389/1000 | Design on GaN-Based Ka-Band T/R Multi-functional MMIC Chip
[NO] 390/1000 | A Multi-Band Microwave Sensor for Solid Characterization
[NO] 391/1000 | Data-driven Characteristic Mode Basis Function Method for Analyzing Electromagnetic Scattering from Finite Periodic Arrays
[NO] 392/1000 | Analysis of Topics and Sentiments in Tweets and News Reports on Brazilian Cultural Festival
[NO] 393/1000 | VLA-Inspired Closed-Loop Planar Pose Correction for Robotic Manipulators: A Simulation Study with Software-Side Quantization Analysis
