[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[NO] 386/1678 | Random geometric graphs with smooth kernels: sharp detection threshold and a spectral conjecture
[NO] 387/1678 | Symmetry in language statistics shapes the geometry of model representations
[NO] 388/1678 | Excavation of a 69-m diameter and 94-m high cavern for the Hyper-Kamiokande detector
[NO] 389/1678 | Application of RFSoC Technology for Beam Position Monitors at the SuperKEKB Storage Rings Injection Points
[NO] 390/1678 | Quintessence with tachyonic resonance and late-time cosmic-microwave-background and gravitational-wave signals
[NO] 391/1678 | When to repeat a biomarker test? Decomposing sources of variation from conditionally repeated measurements
[NO] 392/1678 | Electron readout contrast enhancement in the parallel nuclear regime of an exchange-coupled donor spin qubit system
[NO] 393/1678 | Quantifying Strain and its Effect on Charge Transport in Ge/Si Core/Shell Nanowires
[NO] 394/1678 | EditCtrl: Disentangled Local and Global Control for Real-Time Generative Video Editing
[NO] 395/1678 | Modeling isolated magnetar spin-down evolution and implications for long-period radio transients
[NO] 396/1678 | Geodetically Anchored 0.30m Digital Elevation Model of the Chandrayaan-3 Vikram Landing Site from Chandrayaan-2 Orbital High Resolution Camera (OHRC) Stereo Imagery
[NO] 397/1678 | Real-time Range-Angle Estimation and Tag Localization for Multi-static Backscatter Systems
[NO] 398/1678 | Multielectron ionization in O$_2^+$ driven by intense infrared laser pulses
[NO] 399/1678 | The radial velocity curve for HeII emission cannot be used for component mass determination in SS433
[NO] 400/1678 | PAct: Part-Decomposed Single-View Articulated Object Generation
[NO] 401/1678 | Nematostriction in frustrated two-dimensional Heisenberg models
[NO] 402/1678 | Improved frequency hierarchy treatment for anisotropic spectral distortions
[NO] 403/1678 | The Distortion of Stable Matching
[NO] 404/1678 | DRAMA: Domain Retrieval using Adaptive Module Allocation
[NO] 405/1678 | Tool-Aware Planning in Contact Center AI: Evaluating LLMs through Lineage-Guided Query Decomposition
[NO] 406/1678 | Locally Adaptive Multi-Objective Learning
[NO] 407/1678 | Max-Min Bilinear Completely Positive Programs: A Semidefinite Relaxation with Tightness Guarantees
[NO] 408/1678 | On the non-existence of almost complex structures on sphere bundles over complex projective spaces
[NO] 409/1678 | Variance-Reduced $(\varepsilon,δ)-$Unlearning using Forget Set Gradients
[NO] 410/1678 | Rook placements and coadjoint orbits for maximal unipotent subgroups of finite symplectic groups
[NO] 411/1678 | Anisotropy-driven interfacial magnetism in Ru-deficient SrRuO$_3$ thin films
[NO] 412/1678 | Minimal Inversions in Integer Matrices of Fixed RSK Shape
[NO] 413/1678 | From Classical to Quantum: Extending Prometheus for Unsupervised Discovery of Phase Transitions in Three Dimensions and Quantum Systems
[NO] 414/1678 | [C/N] Ages and Extra-Mixing for [Fe/H] <- 0.5: Insights from the LMC and SMC
[NO] 415/1678 | Sub-1-Angstrom-Resolution Imaging Reveals Phase Contrast Transition in Ice Ih Caused by Basal Stacking Faults
[NO] 416/1678 | BHyGNN+: Unsupervised Representation Learning for Heterophilic Hypergraphs
[NO] 417/1678 | Equivariant multiplicities and mirror symmetry for Hilbert schemes
[NO] 418/1678 | Competing states in the $S=1/2$ triangular-lattice $J_1$-$J_2$ Heisenberg model: a dynamical density-matrix renormalization group study
[NO] 419/1678 | Lifted Relational Probabilistic Inference via Implicit Learning
[NO] 420/1678 | Drift-Diffusion Matching: Embedding dynamics in latent manifolds of asymmetric neural networks
[YES] 421/1678 | Model Context Protocol (MCP) Tool Descriptions Are Smelly! Towards Improving AI Agent Efficiency with Augmented MCP Tool Descriptions
[NO] 422/1678 | Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution
[NO] 423/1678 | The Well-Tempered Classifier: Some Elementary Properties of Temperature Scaling
[NO] 424/1678 | World Models for Policy Refinement in StarCraft II
[NO] 425/1678 | Domain decomposition dynamical low-rank for multi-dimensional radiative transfer equations
[YES] 426/1678 | BEACONS: Bounded-Error, Algebraically-Composable Neural Solvers for Partial Differential Equations
[NO] 427/1678 | Multi-dimensional Persistent Sheaf Laplacians for Image Analysis
[NO] 428/1678 | Evolutionarily Primitive Social Entities
[NO] 429/1678 | Convergence for linear quadratic potential mean field games
[NO] 430/1678 | Debiasing Central Fixation Confounds Reveals a Peripheral "Sweet Spot" for Human-like Scanpaths in Hard-Attention Vision
[NO] 431/1678 | High-precision measurement of $^{215}$Po half-life via delayed-coincidence analysis
[NO] 432/1678 | On pp-waves with lightlike parallel spinors
[NO] 433/1678 | The empirical distribution of sequential LS factors in Multi-level Dynamic Factor Models
[NO] 434/1678 | Radio-Frequency Gasket for Studies of Superconductivity in Diamond Anvil Cells
[NO] 435/1678 | Scalable Multi-Robot Path Planning via Quadratic Unconstrained Binary Optimization
[NO] 436/1678 | Strongly correlated Josephson junction: proximity effect in the single-layer Hubbard model
[NO] 437/1678 | Uniaxial strain tuned magnetism of the altermagnet candidate h-FeS
[NO] 438/1678 | Patient-Made Knowledge Networks: Long COVID Discourse, Epistemic Injustice, and Online Community Formation
[NO] 439/1678 | Error Patterns in Historical OCR: A Comparative Analysis of TrOCR and a Vision-Language Model
[NO] 440/1678 | Rings in which the square of a unit is the sum of 1 and an element from $\sqrt{J(R)}$
[NO] 441/1678 | Diagnosing Knowledge Conflict in Multimodal Long-Chain Reasoning
[NO] 442/1678 | Beyond Translation: Evaluating Mathematical Reasoning Capabilities of LLMs in Sinhala and Tamil
[NO] 443/1678 | Local Short-Time Acceleration and deSitter Spacetime induced Extra Spectral Broadening: a Simple Interpretation of Modified Inertial in MOND
[NO] 444/1678 | MacNet: An End-to-End Manifold-Constrained Adaptive Clustering Network for Interpretable Whole Slide Image Classification
[NO] 445/1678 | Covariance-Aware Transformers for Quadratic Programming and Decision Making
[NO] 446/1678 | Formally Verifying and Explaining Sepsis Treatment Policies with COOL-MC
[NO] 447/1678 | Prototype Instance-semantic Disentanglement with Low-rank Regularized Subspace Clustering for WSIs Explainable Recognition
[NO] 448/1678 | Back to Normal Again: Possible Destinies of JWST overmassive SMBHs and "Little Red Dots" in the View of Shin-Uchuu Simulation
[NO] 449/1678 | Gaussian Mesh Renderer for Lightweight Differentiable Rendering
[NO] 450/1678 | Estimating $π$ with a Coin
[NO] 451/1678 | Graph-Guided Fused Regularization for Single- and Multi-Task Regression on Spatiotemporal Data
[NO] 452/1678 | One Good Source is All You Need: Near-Optimal Regret for Bandits under Heterogeneous Noise
[NO] 453/1678 | Socially-Weighted Alignment: A Game-Theoretic Framework for Multi-Agent LLM Systems
[NO] 454/1678 | Measuring and Mitigating Post-hoc Rationalization in Reverse Chain-of-Thought Generation
[NO] 455/1678 | Robust Bias Evaluation with FilBBQ: A Filipino Bias Benchmark for Question-Answering Language Models
[NO] 456/1678 | Unsupervised dimensionality reduction of polarimetric data for pixel-wise pathological tissue differentiation
[NO] 457/1678 | Quantum criticality and mixed-state entanglement in holographic superconductor--insulator transitions
[NO] 458/1678 | Touching Movement: 3D Tactile Poses for Supporting Blind People in Learning Body Movements
[YES] 459/1678 | RoboSolver: A Multi-Agent Large Language Model Framework for Solving Robotic Arm Problems
[NO] 460/1678 | 'I Spend All My Energy Preparing': Balancing AI Automation and Agency for Self-Regulated Learning in SmartFlash
[NO] 461/1678 | Understanding Sensor Vulnerabilities in Industrial XR Tracking
[NO] 462/1678 | Convergent-Beam X-ray Crystallography
[NO] 463/1678 | pFedNavi: Structure-Aware Personalized Federated Vision-Language Navigation for Embodied AI
[NO] 464/1678 | Programming active-molecule dynamics via intramolecular nonreciprocity
[NO] 465/1678 | Reversible tuning of magnetic order and intrinsic superconductivity in strained FeTe thin films via stoichiometry control
[NO] 466/1678 | Automatic Variance Adjustment for Small Area Estimation
[NO] 467/1678 | Sensitivity of Repetitiveness Measures to String Reversal
[NO] 468/1678 | Bitcoin Under Stress: Measuring Infrastructure Resilience 2014-2025
[NO] 469/1678 | Matrix-Weighted Poincaré-Type Inequalities with Applications to Logarithmic Hajłasz--Besov Spaces on Spaces of Homogeneous Type
[NO] 470/1678 | A Generative AI Approach for Reducing Skin Tone Bias in Skin Cancer Classification
[NO] 471/1678 | Search for Cosmic-Ray Produced Dark Meson via the $U(1)_\text{D}$ Portal at JUNO
[NO] 472/1678 | Estimation of neutron star mass and radius of FRB 20240114A by identification of crustal oscillations
[NO] 473/1678 | A Geometric Analysis of Small-sized Language Model Hallucinations
[NO] 474/1678 | Unlocking Reasoning Capability on Machine Translation in Large Language Models
[NO] 475/1678 | Solving Inverse Parametrized Problems via Finite Elements and Extreme Learning Networks
[NO] 476/1678 | Finer sub-Planck structures and displacement sensitivity of SU(1,1) circular states
[NO] 477/1678 | Monotonicity of depth constants in general preferential attachment trees
[NO] 478/1678 | The Signal Horizon: Local Blindness and the Contraction of Pauli-Weight Spectra in Noisy Quantum Encodings
[NO] 479/1678 | Heterogeneous Cattaneo-Vernotte equation connection to the noisy voter model
[NO] 480/1678 | ManeuverNet: A Soft Actor-Critic Framework for Precise Maneuvering of Double-Ackermann-Steering Robots with Optimized Reward Functions
[NO] 481/1678 | Bounds on Lorentz invariance violation from muon fluctuations at the Pierre Auger Observatory
[NO] 482/1678 | Distributed Multi-Step Model Predictive Control for Consensus
[NO] 483/1678 | The distinction of time-reversal-like degeneracy by electronic transport in a new compound
[NO] 484/1678 | A self-consistent criterion for the range of validity of weakly driven processes
[NO] 485/1678 | Evolutionary System Prompt Learning can Facilitate Reinforcement Learning for LLMs
[YES] 486/1678 | Configuring Agentic AI Coding Tools: An Exploratory Study
[NO] 487/1678 | Enhanced multiparameter quantum estimation in cavity magnomechanics via a coherent feedback loop
[NO] 488/1678 | Identification of random material properties as stochastic inversion problem
[NO] 489/1678 | Joint Majorization-Minimization for Nonnegative CP and Tucker Decompositions under $β$-Divergences: Unfolding-Free Updates
[NO] 490/1678 | MeFEm: Medical Face Embedding model
[NO] 491/1678 | FactorMiner: A Self-Evolving Agent with Skills and Experience Memory for Financial Alpha Discovery
[NO] 492/1678 | Conductive Scaffolding for Neural Tissue Regeneration: 3D Bridging with Two-Photon Fabrication
[NO] 493/1678 | Geometric Visualizations of Quantum Mixed States and Density Matrices
[NO] 494/1678 | Morrey estimates for the gradient in non-linear variational transmission problems
[NO] 495/1678 | GradMAP: Faster Layer Pruning with Gradient Metric and Projection Compensation
[NO] 496/1678 | Arbor: A Framework for Reliable Navigation of Critical Conversation Flows
[NO] 497/1678 | H.E.S.S. detection of the PSR J0855-4644 nebula
[NO] 498/1678 | Biomechanics of the abdominal wall before and after ventral hernia repair using dynamic MRI
[NO] 499/1678 | Kernel estimates and weak (1,1)-boundedness of pseudo-differential operators on compact Lie groups
[NO] 500/1678 | Beyond Eager Encodings: A Theory-Agnostic Approach to Theory-Lemma Enumeration in SMT
[NO] 501/1678 | VIGIL: Tackling Hallucination Detection in Image Recontextualization
[NO] 502/1678 | The Effects of Social Pressure on Fundamental Choices: Indecisiveness and Deferral
[NO] 503/1678 | Large-scale and local environmental drivers of quenching: tracing H$α$ concentration in X-ray and optical galaxy groups
[NO] 504/1678 | Concepts' Information Bottleneck Models
[NO] 505/1678 | Tabular Foundation Models Can Learn Association Rules
[NO] 506/1678 | Extragradient methods for mean field games of controls and mean field type FBSDEs
[NO] 507/1678 | LongAudio-RAG: Event-Grounded Question Answering over Multi-Hour Long Audio
[NO] 508/1678 | The Value of Effective Pull Request Description
[YES] 509/1678 | Consistent or Sensitive? Automated Code Revision Tools Against Semantics-Preserving Perturbations
[NO] 510/1678 | Generalized Zernike Phase-Contrast Imaging
[NO] 511/1678 | MATEO: A Multimodal Benchmark for Temporal Reasoning and Planning in LVLMs
[NO] 512/1678 | All-pole centroids in the Wasserstein metric with applications to clustering of spectral densities
[NO] 513/1678 | YOLO26: A Comprehensive Architecture Overview and Key Improvements
[NO] 514/1678 | Replicable Constrained Bandits
[NO] 515/1678 | Short period InGaAs/AlInAs THz quantum cascade laser in thin double metal cavities operating up to 188K
[NO] 516/1678 | Poincaré duality in logarithmic motivic homotopy theory
[NO] 517/1678 | Seismic detection of core magnetic fields in red giants using the gravity offset
[NO] 518/1678 | OmniVTON++: Training-Free Universal Virtual Try-On with Principal Pose Guidance
[NO] 519/1678 | Faster Pseudo-Deterministic Minimum Cut
[NO] 520/1678 | Multiscale feature integration network for inpainting of full-sky CMB $B$-modes
[NO] 521/1678 | A New Approach in Cryptanalysis Through Combinatorial Equivalence of Cryptosystems
[NO] 522/1678 | Truly Adapting to Adversarial Constraints in Constrained MABs
[NO] 523/1678 | Multimodal Covariance Steering in Belief Space with Active Probing and Influence for Autonomous Driving
[NO] 524/1678 | Homoclinic tangency of codimension 2 and historic wandering domains
[NO] 525/1678 | Jucys--Murphy Elements for Wreath Products and Their Application to Dynamical Random Multi-Diagrams
[NO] 526/1678 | Prospects of Indirect Detection of Dark Matter via Primordial Black Hole Induced Gravitational Waves
[NO] 527/1678 | Probing Human Articulatory Constraints in End-to-End TTS with Reverse and Mismatched Speech-Text Directions
[NO] 528/1678 | Projections with Respect to Bures Distance and Fidelity: Closed-Forms and Applications
[NO] 529/1678 | Hierarchical parameter estimation for distributed networked systems: a dynamic consensus approach
[NO] 530/1678 | Use What You Know: Causal Foundation Models with Partial Graphs
