[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
[NO] 266/1000 | Estimation Method of Voltage Collapse Critical Point for Distribution Network Loop Closing Operation Based on Continuous Power Flow Method
[NO] 267/1000 | Future-Ready Charging for Light Electric Mobility: Techno-Economic Assessment of LEVDC Chargers for 2W and 3W
[NO] 268/1000 | FPGA Implementation of a Pipelined RV32IM Processor with Dynamic Branch Prediction
[NO] 269/1000 | Efficient Solar Water Pumping System for Wastewater Management
[NO] 270/1000 | Optimization of Sulfonated Poly(Arylene Ether Ketone) Electrode Ionomer Toward Improving the Performance and Durability of Proton Exchange Membrane Fuel Cells
[NO] 271/1000 | Multi-Agent Machine Unlearning in Healthcare AI: Neural, Symbolic, and Coordination
[NO] 272/1000 | Decentralized Vehicle to Infrastructure Communication and Data Exchange Using Proof of Stake
[NO] 273/1000 | Using Vision-Language Models to Detect Anomalies in CCTV Surveillance Videos
[NO] 274/1000 | A Multilayered Approach to Constructing a Patent Field of Technology Ontology
[NO] 275/1000 | Scenario-Adaptive Deep Joint Source-Channel Coding for CSI Feedback
[NO] 276/1000 | Low-Complexity Multi-Step Signal Prediction for Underwater Acoustic Communications: A Joint Reservoir Computing and Transfer Learning Approach
[NO] 277/1000 | When Beneficial Intelligence Turns Hostile: A Survey of Adversarial Threats in AI-Native 6G
[NO] 278/1000 | Physical-Semantic Aware Multimodal Facial Expression Recognition for Human-Centric IoT
[NO] 279/1000 | Enhanced Resolution in Single-Pixel Imaging via DMD and Mask-Based Dual-Modulation
[NO] 280/1000 | Waveformer: Dual-Branch Adaptive Network with Wavelet-Guided Cross-Context Decoding for Colorectal Polyp Segmentation
[NO] 281/1000 | ICCE 2026 Opinion
[NO] 282/1000 | Geometrical constructions of purity testing protocols and their applications to quantum communication
[NO] 283/1000 | Detection of Inter-Turn Short Circuits Using Search and Rogowski Coils in a Permanent Magnet Machine Driven by Multiple Inverters
[NO] 284/1000 | Multi-Task Adversarial Attacks for Wireless Communication Signals
[NO] 285/1000 | Terahertz Beamforming and Group Sparse Channel Estimation Relying on Low-Resolution ADCs in MU Hybrid MIMO systems
[NO] 286/1000 | Non-Destructive Testing of Temperature Uniformity of SiC MOSFETs Based on Distribution Parameters
[NO] 287/1000 | 2025 International Conference on Transformative Computing Technologies (ICTCT)
[NO] 288/1000 | Copyright Page
[NO] 289/1000 | LiDAR 3.0: Photonics-Aware Planning-Guided Automated Electrical Routing for Large-Scale Active Photonic Integrated Circuits
[NO] 290/1000 | Gradient-Guided RC Weighting for Timing-Driven Global Routing
[YES] 291/1000 | Invited: Agentic Chip Design from Spec2GDS - Faster and Better than a Human Expert?
[NO] 292/1000 | Physical Synthesis/layout Issues Specific to FPGA-based Emulation
[NO] 293/1000 | Sponsors
[NO] 294/1000 | Research on an Intelligent File Query System Model Integrating Natural Language Understanding and Information Retrieval
[NO] 295/1000 | Research on an Application Model of Action Recognition Technology in Human-Computer Interaction
[NO] 296/1000 | EMG-Based Prosthetic Arm Control Using Deep Learning and Machine Learning Models
[NO] 297/1000 | Design and Evaluation of a Dynamic Context-Aware Translation System in AR Scenarios
[NO] 298/1000 | Research and Development of an Automatic Detection System for Weld Radiographic Film Defects Based on Deep Learning
[NO] 299/1000 | Modeling of Fixed Configuration for Virtual Circuits in Secondary Systems and Autonomous Configuration Algorithm for Intelligent Transformation
[NO] 300/1000 | Testbed for Custom Open-Source Power Management Integrated Circuit in Harsh Space Environments
[NO] 301/1000 | A Hybrid AI Framework for Dynamic Talent Trajectory Modeling and Proactive Outcome Optimization
[NO] 302/1000 | Design and Simulation of an Induction Heating Coil to Melt Aluminium Scrap
[NO] 303/1000 | Design of a Quick-Change System for Gripping Mechanisms and Force-Controlled Gripping Planning for Warehouse Automation
[NO] 304/1000 | A Unified OTFS Framework for Communication and Real-Time Sensing Using USRP B200 SDR
[NO] 305/1000 | Design of Electronically Controlled First-Order Filter Using LT1228 IC
[NO] 306/1000 | SkyCast: Intelligent Web-Based Weather Forecasting Using Real-Time Data Analytics
[NO] 307/1000 | A Variable-Speed Fault Diagnosis Method for RV Reducer Using Fused Multi-Attention Transformer Network
[NO] 308/1000 | A Hybrid EWT-BiTCN-Transformer Model for Short-Term Photovoltaic Power Forecasting
[NO] 309/1000 | Quantitative Characterization of Performance-Memory Trade-Offs in Stack Optimization for Hardware-Accelerated ML-DSA
[NO] 310/1000 | High Gain Converter Based on Dual-Switch Single-Inductor and Switched Capacitor Network with Reduced MoSFET Stress
[NO] 311/1000 | Boost-Integrated Single-Stage AC-AC Configuration for Induction Cooking Applications
[NO] 312/1000 | Design and Validation of an Intelligent Operation Error Prevention Mechanism for Substation Systems
[NO] 313/1000 | Application and Evaluation of an AI-Assisted Design Process in Textile Pattern Development
[NO] 314/1000 | Efficient Step-Up Voltage Conversion Using Switched Inductor High-Gain (SIHG) DC-DC Converter Topology
[NO] 315/1000 | System Robustness and Collaborative Optimization Based on Graph Model
[NO] 316/1000 | Pioneering Robust UART Systems Leveraging Riccati Based Sampling for Superior Bit Error Rate Performance
[NO] 317/1000 | Bypass Cable Working Current Monitoring Technology and Its Application in Power Systems
[NO] 318/1000 | AI-Driven Exam Hall Monitoring System Using Flask and Face Recognition
[NO] 319/1000 | Hybrid K-means Clustering and DID Model for High-Dimensional Data Intervention Evaluation within a Multiple Linear Regression Framework
[NO] 320/1000 | Improved Third-Order Generalized Integral Flux Observer with Extended State Observer for PMSM Sensorless Control
[NO] 321/1000 | Performance Analysis of Permanent Magnet Synchronous Motor Using Combined FOC-MTPA and Conventional FOC: A Comparative Study
[NO] 322/1000 | Cross-border Short Video Platform System for Dynamic Adaptation to Legal Conflicts, Regional Regulatory Analysis, and Intelligent Content Filtering Based on Natural Language Processing and Intelligent Algorithms
[NO] 323/1000 | Spec2LLM: A Spectral-to-Language Reprogramming Framework for Power Transformer Temperature Forecasting
[NO] 324/1000 | Chunking Strategies in RAG Pipelines: Evaluating the Impact on LLM Response Quality Using Consumer Electronics User Manuals
[NO] 325/1000 | Optimization Algorithm for Inertia Support Capacity of Intermittent New Energy Grid Connection Considering Carbon Emission Constraints
[NO] 326/1000 | Intelligent Data Acquisition System and Monitoring System for Real-Time Fault Detection in Electric Motors
[NO] 327/1000 | Rethinking Retrieval: Adaptive vs Traditional RAG in Real-World E-Commerce Chatbots
[NO] 328/1000 | Advancements in Image De-Noising for Improved MRI Brain Image Analysis in Alzheimer's Disease Diagnosis
[NO] 329/1000 | MSHCNet: A Multi-Scale Hierarchical Complementary Network for EEG-Based Motor Imagery Classification
[NO] 330/1000 | A Spurious-Free Antenna for Rectifying Antenna Applications
[NO] 331/1000 | Design and Implementation of a High-Speed Shuttle UUV Control System
[NO] 332/1000 | MobileNetV2 Model for Multiclass Tomato Disease Prediction Using Blended Dataset for Smart Farming
[NO] 333/1000 | Collaborative Capacity Determination Method for Wind Solar Energy Storage System in the Terminal Power Grid
[NO] 334/1000 | Simulation Study and Performance Analysis of Proton Exchange Membrane Fuel Cell System for Aviation Applications
[NO] 335/1000 | Edge-Aware Vision Assistance: A Real-Time Transformer-Based Object Detection and Reading System for Visually Impaired Users
[NO] 336/1000 | Modeling and Simulation of User Survival Space in UGC Platforms Integrating Sentiment Analysis and Behavior Prediction
[NO] 337/1000 | Research on Helicopter Flight Trajectory Tracking Control Based on Deep Learning Algorithms
[NO] 338/1000 | AI-Assisted Research Workshop: A Strategy to Enhance Engagement and Motivation in Engineering Education
[NO] 339/1000 | TrEnv-X: Transparently Share Serverless Execution Environments Across Different Functions and Nodes
[NO] 340/1000 | Message From Principal ICTCT 2025
[NO] 341/1000 | Preface
[NO] 342/1000 | Welcome Letter
[NO] 343/1000 | ICCE 2026 Contributor Page
[NO] 344/1000 | High-Efficiency Tandem Quantum Dot Light-Emitting Diodes with Ultralow Turn-on Voltage
[NO] 345/1000 | A Control Approach for Performance Improvement of MMR-Based SST in H
                    <sub>2</sub>
                    Electrolyzer Applications
[NO] 346/1000 | 3D Reconstruction of Vertebrae from Sparse 2D CT Data Using Conditional GANs and Transfer Learning
[NO] 347/1000 | Enhanced RGB-D Visual SLAM Using Photogrammetric Key-Frame Selection Method and Static Conditional Probability Model
[NO] 348/1000 | Unfolding High-order Correlations for Interpretable Multi-contrast MRI Super-resolution
[NO] 349/1000 | GRAFNeT: Guided Recursive Attention Fusion Network for Multimodal Medical Imaging
[NO] 350/1000 | Enhanced Multivariate Fusion TSNN-based Dynamic Integration Error Detection for Unmanned Platforms’ Multibeam-Motion Sensor Systems in Internet of Underwater Things
[NO] 351/1000 | Mapping the Asymmetric Spatial Distribution of Urban Homeless Encampments Using High Resolution Satellite Imagery_supp1-3678098.docx
[NO] 352/1000 | An improved transformer-grid inductor magnetic integration for single-stage on-board charger
[NO] 353/1000 | ContractionPPO: Certified Reinforcement Learning via Differentiable Contraction Layers
[NO] 354/1000 | Generalizable Hierarchical Skill Learning via Object-Centric Representation_supp1-3678126.mp4
[NO] 355/1000 | DDAN-RGAL: A Dual-Domain Adaptive Network With Reality-Gap Aware Learning for Field-Deployable Plant Disease Detection
[NO] 356/1000 | Chip Design in the Era of AI &amp; Quantum: From Idea to IC, are we there yet?
[NO] 357/1000 | Invited: Analog IC Design Automation -- More than a Technical Challenge
[NO] 358/1000 | Cryogenic to Room-Temperature Characterization of Modified Uni-Traveling-Carrier Photodiodes
[NO] 359/1000 | RadarST: Spatial Transformer Networks for Radar-Only Road-User Classification in Intelligent Intersections
[NO] 360/1000 | Study on the Total Harmonic Distortion of Microspeaker by 3D Finite Element Simulation
[NO] 361/1000 | Low-Power Edge AI Architecture for Sustainable E-Waste Classification and Management Using Raspberry Pi AI HAT with Multi-Sensor Fusion
[NO] 362/1000 | Design and Implementation of an IoT Enabled Solar Tracking System with Environmental Sustainability and Voltage Monitoring
[NO] 363/1000 | ER-NeRV: Training Error-Resilient Neural Representations for Videos
[NO] 364/1000 | AI-Enhanced MEMS-Based Weather and Environmental Condition Monitoring
[NO] 365/1000 | Research on a Few-Shot Reinforcement Method for Substation Equipment Question-Answering Integrating Global Semantics and Local Features
[NO] 366/1000 | Application and Comparative Study of the $\alpha \beta$ Filter in Model-Based Speed Estimation and Sensorless Control of PMSMs
[NO] 367/1000 | Constructive Application of Prompt-Engineering Patterns to Integrate Generative AI in Higher Education
[NO] 368/1000 | Adaptive Resource Optimization in Cloud Infrastructure via QDASOA and NDARBA Algorithms
[NO] 369/1000 | Facial Palsy Simulation Using a Partially Fine-tuned ControlNet with Contour-guided and Organ-size Deformation Conditioning
[NO] 370/1000 | A Note on a Method for Repeated Classifier Update Based on Features of Normal Driving Vehicles
[NO] 371/1000 | WBG-based Reduced Switch Self-balanced Symmetrical Capacitors 7-level MLI for Grid Applications
[NO] 372/1000 | The Aftermath of Technology-Mediated Scams: Strengthening Older Adults’ Efforts Toward Redress
[NO] 373/1000 | Development of a Digital Twin Modeling System for Power Transmission and Transformation Equipment Based on Domestic Finite Element Analysis Software
[NO] 374/1000 | Confidence-Driven Adaptive Convolution Mechanism for Sonar 3D Image Feature Extraction
[NO] 375/1000 | Brain Tumor Classification Using Hybrid Quantum Graph Neural Network
[NO] 376/1000 | Advances in Deep Learning-Based Handwritten Devanagari Script Identification and Recognition
[NO] 377/1000 | Advanced Planning and Scheduling Framework for Manufacturing Operation with Demand Forecasting
[NO] 378/1000 | Low Power and Low Complexity 0.3 V CMOS Voltage References Using Single $V_{T}$ MOSFETs
[NO] 379/1000 | Deep Super-Resolution-Aided OCR Framework for Low-Quality Environmental Imagery
[NO] 380/1000 | Research on Auxiliary Algorithms for 3D Human Body Modeling in Virtual Try-On Technology: A Case Study of Parametric Human Body Model Algorithms
[NO] 381/1000 | TEGCA-DTI: Drug-Target Interaction Prediction Model Based on Transformer-ECA and GaAN and Multi-head Cross-Attention
[NO] 382/1000 | Novel Feedforward and Feedback Control Strategy for Active DC-Bus Ripple Decoupling in Single-Phase PWM Rectifiers Using Bidirectional Buckxy–Boost Converter
[NO] 383/1000 | Athena’s Light - Accessible, highly portable research combining fNIRS, EEG, &amp; PPG
[NO] 384/1000 | Adaptive Edge-AI and Digital Twin Coordination for Resilient Energy Management in Decentralized Microgrids
[NO] 385/1000 | A Three-Stage Framework for Large Language Model–Assisted Formative Assessment and Actionable Feedback in Teacher Education
[NO] 386/1000 | Automated Discourse Structure Identification in Student Essays for Writing Improvement System
[NO] 387/1000 | A New Method to Establish Smart Transformer-Based Meshed Hybrid Ac and Dc Distribution Grids
[NO] 388/1000 | Short Term Prediction of Complex Power Load Considering Power Fluctuation Characteristics
[NO] 389/1000 | Design of Hybrid Nonlinear Controller for Dual Active Bridge DC-DC Converter Used for Hydrogen Electrolyzer Load
[NO] 390/1000 | A Study on the Multi-Agent Application Mechanism in Project-Based Learning from the Perspective of Human-Machine Collaboration
[NO] 391/1000 | Gamifying Campus Life: A Project-Based Learning Initiative for Engineering Students Using AI and Serious Games
[NO] 392/1000 | Design and Simulation of a Composite Beam Structure Based on the Differential Capacitive MEMS Accelerometer
[YES] 393/1000 | Adaptive SNN-PIM: RL-Driven Triple-Hybrid Architecture for Always-On Consumer AI
[NO] 394/1000 | Research on Prediction and Data Modeling Based on Machine Learning and Multi-Indicator Evaluation
[NO] 395/1000 | Milk Spoilage Analyser for Predicting Shelf Life Using Microbial Activity
[NO] 396/1000 | Observational Study on Streamer Discharge Characteristics in Long Air Gaps Under High Altitude Conditions
[NO] 397/1000 | AI-Driven Task Offloading Prediction Using SAP-DE-Optimized GRU in 6G Edge Computing
[NO] 398/1000 | Optimization of Optical Sensors Using Machine Learning Techniques
