[2026-08-17 22:23:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-16
正在获取论文...
[ACM] 2026-8-17 | Introduction to the Special Section on USENIX FAST 2025
[NO] 216/1000 | Temporal Drift in Enterprise Truth Systems: Detecting and Correcting Financial Semantics Decay Across Master Data, Billing, and Analytics Layers
[NO] 217/1000 | Comparative Study of Fault Detection and Classification in EHV Transmission Line using Support Vector Machine and Random Forest
[NO] 218/1000 | A Novel Adaptive Dual Phase Hybrid Time Switching-Power Splitting Protocol for IoT Networks
[NO] 219/1000 | Geometric Characterization of Dynamic Control Errors in Five-Axis Machine Tools via Mini S-Shaped RTCP Test
[NO] 220/1000 | Development of Large Language Model for Intelligent Root Cause Failure Analysis in Induced Draft Fan Systems
[NO] 221/1000 | ST-BrailleNet: An Attention-Guided Spatiotemporal Network for Dynamic Tactile Braille Recognition
[NO] 222/1000 | A Joint Feature Space Based Visualization Platform for Amplitude Estimation Results of Mixed Signal
[NO] 223/1000 | ECG Signal Processing: From Conventional Methods to AI-Driven Approaches
[NO] 224/1000 | Enhancing Motor Imagery Performance with Real-time Augmented Reality Feedback
[NO] 225/1000 | A Hybrid Transformer Network with Pyramid Attention and Content-Aware Upsampling for Breast Lesion Segmentation
[NO] 226/1000 | Influence of Strike Locations on Transient Responses of Buried Cables from Rocket-Triggered Lightning
[NO] 227/1000 | Blank Page
[NO] 228/1000 | A Synergistic Framework Integrating EDGAN and RAD-KAN for PQD Recognition Under Incomplete Data
[NO] 229/1000 | A Minimally-Stateful PAM Fallback for Self-Service Lockout Recovery in Legacy Services
[NO] 230/1000 | DuS-Net: Spatial-Semantic Dual-Collaborative Architecture for MRI Glioma Segmentation
[NO] 231/1000 | Dynamic Cycle Mapping and Burst-Aware Scheduling for Multi-Domain Deterministic Networks
[NO] 232/1000 | Predictive Analysis of Soil Nutrient Levels Using Machine Learning Algorithms for Sustainable Agriculture
[NO] 233/1000 | Performance Evaluation of Bird Sound Classification Models in Realistic Acoustic Environments
[NO] 234/1000 | Adaptive AI Malware: The Rise of Self-Evolving Threats That Learn to Evade Defenses
[NO] 235/1000 | Yaw Pitch and Roll Prediction Using Tiny Regression Models with Loss Analysis
[NO] 236/1000 | Mass Sensor equipped with Electrochemical cell for Metal Ions Analysis through Unsupervised Learning Algorithm
[NO] 237/1000 | A Lightweight Upper Limb Intention Recognition Method Based on sEMG-IMU Fusion and PCA
[NO] 238/1000 | Enhanced Nonlinear Energy Harvesting and Energy Storage-Aware Beamforming Optimization for RIS-Assisted Communications
[NO] 239/1000 | Kinematic Modeling and Performance Analysis of a Parallel Waist Rehabilitation Mechanism
[YES] 240/1000 | EnclavePatch: Automated Vulnerability Patching for SGX Applications
[NO] 241/1000 | The Watermark Shortcut: How Provenance Marking Sabotages Audio Deepfake Detection
[NO] 242/1000 | An Information-Theoretic Framework for Quantifying Intelligence in Household Appliances
[NO] 243/1000 | AS-GHM-Based Expected Error Probability Evaluation and Minimization for SPC over Rayleigh Fading
[NO] 244/1000 | Stability-Aware Coordinated Control Framework for Active Rear Steering and Direct Yaw Moment Control for Independent Drive Electric Vehicles
[NO] 245/1000 | High-speed Microwave Photonic Directional Modulation for Wideband QPSK Physical-Layer Secure Communications
[NO] 246/1000 | Symbolic Regression based Mining of Fractional-order Dynamics with Industrial Implementation
[NO] 247/1000 | NEKC: Few-shot Anomaly Knowledge Completion for Intelligent Network Management
[NO] 248/1000 | Development of a Position-Sensitive Monolithic Planar Scintillator for Gamma-Ray Imaging
[NO] 249/1000 | Miniaturized High-Gain Superstrate Antenna Using In-House Fabricated High-Permittivity Dielectric Material for C-Band Downlink Satellite Communications
[NO] 250/1000 | Decision letter for "A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion with Discrete Inductors and Reduced Package Current"
[YES] 251/1000 | Misquoted No More: Securely Extracting F* Programs with IO
[NO] 252/1000 | Imprecise Probabilistic Programming, Precisely: Credal Sets via Graded Monads, BDDs, and Semiring-Parametric Inference (Functional Pearl)
[YES] 253/1000 | Proofs Promptly: Proof-Oriented Programming with AI Agents (Experience Report)
[YES] 254/1000 | Safety First: How to Safely Disregard Unsafe Behaviour in Compiler Calculations
[NO] 255/1000 | Research on Object Servo Grasping for Robotic Arms Based on IBVS-SAC
[NO] 256/1000 | Research on Trans-medium Strategies for Quadrotor Aerial-underwater Vehicles Based on immersion ratio and Active Attitude Adjustment
[NO] 257/1000 | Performance Analysis of Near-Field Wireless Network Enhanced by Active IRS with Discrete Phase Shifters
[NO] 258/1000 | RLMD-Based Deep Learning Framework for Automated Rotor Electrical Unbalance Detection and Severity Classification in DFIG Wind Turbines
[NO] 259/1000 | A Baseline Simulation Framework for DDoS Detection in IoMT Networks: Design and Critical Analysis
[NO] 260/1000 | The Carrier Pigeon Internet Protocol: An Algorithmic (and Lighthearted) Perspective
[NO] 261/1000 | From robots.txt to ai.txt: Mapping the Evolution of Web Permissions in the Age of AI
[NO] 262/1000 | Conversational Emotion Recognition Based on Pre- Extracted Features, Attention-Based Temporal Pooling and Contrastive Learning
[NO] 263/1000 | A Trajectory-Mapping-Based Evaluation Method for Quadruped Robot Knee Transmission Schemes
[NO] 264/1000 | Human-Machine Collaborative Adaptive Labeling for Concrete Cracks in Zero-Shot Scenarios
[NO] 265/1000 | A Dynamic Magnetic Haptic Sensor and Its Evaluation Under Varying Surface Patterns and Stroking Velocities
[NO] 266/1000 | Toward Minimal-Sensor Spatiotemporal Gait Analysis: A Dual-FSR Insole Design and Validation
[NO] 267/1000 | A Wearable IMU System for Real-Time Skiing Posture Monitoring and Motion Feedback
[NO] 268/1000 | EVA-NAS: Energy Variance Aware Neural Architecture Search for Resource Constrained Embedded Systems
[NO] 269/1000 | BC-SEL: A Bounded-Cost Successive Elimination Algorithm for Quantum Networks
[NO] 270/1000 | Scenario-Aware Model Selection for Fraud Detection Via Cost-Sensitive Contextual Bandits
[NO] 271/1000 | Time Series Prediction with Multi-Scale Convolutional Attention Mechanisms
[NO] 272/1000 | Development of a Method of protection against cyber attacks on the payment system
[NO] 273/1000 | Chaos-Enhanced Microwave Photonic Link for Secure High-Speed Communications
[NO] 274/1000 | Multi-Domain Transcription-Free Acoustic Analysis of Nyishi Speech
[NO] 275/1000 | Cover Page
[NO] 276/1000 | A Static-Base Astronomical-Inertial Integrated Navigation Algorithm in the Earth Frame
[NO] 277/1000 | SOHI: A Dataset Of Offline Handwritten Assamese Signatures
[NO] 278/1000 | A Dual-Network-Based Deep Neural Network for Permanent Magnet Magnetic Field Prediction
[NO] 279/1000 | Long-term Social Engineering in Corporate Environments: Dedicated Risk Assessment Tool
[NO] 280/1000 | Proactive Cyber Threat Intelligence and Detection in Penetration Testing Using Machine Learning Techniques
[NO] 281/1000 | Reconfigurable Intelligent Surfaces for 3GPP n78 Band: Design, Fabrication, and Testing
[NO] 282/1000 | Linear Stability Analysis of an INDI Pitch-Rate Controller Under Model Mismatch for a Tilt-Rotor VTOL UAV
[NO] 283/1000 | Development of a Private LTE/5G Experimental Platform for Attack Simulation and Security Hardening with Open-Source Solutions
[NO] 284/1000 | A Behavior Tree-Based Autonomous Operation Strategy Model for Assembly Robots
[NO] 285/1000 | Structural Design of an Assistive Training Mechanism for Ankle Rehabilitation
[NO] 286/1000 | Design and Validation of a Hybrid PLA-TPU Tendon-Driven Finger Exoskeleton for Rehabilitation Applications
[NO] 287/1000 | Near-Field Covert Communication with Rotatable Antennas Using DSAC
[NO] 288/1000 | Information-Driven Performance Analysis of Autonomous Underwater Vehicle Navigation Aided by Diverse Measurements
[NO] 289/1000 | Design and Analysis of a Bio-Inspired Manta Ray Pectoral-Fin Flapping Mechanism
[NO] 290/1000 | A DWC-Based Parallel Wi-Fi Simulation Method for Large-Scale UAV Networking
[NO] 291/1000 | Digital Twin Full-Process Visualization and Assurance System for Aerial Bombs
[NO] 292/1000 | Modeling and Simulation of a Fixed-Body AUV-Integrated Hydraulic PTO Wave-Energy Harvester With Generator Load Matching
[NO] 293/1000 | Robust Unified Anomaly Detection Via Spatially Gated Semantic Priors
[NO] 294/1000 | Neural Texture 4D Gaussian Splatting: Enhancing Expressive Dynamic Scene Rendering
[NO] 295/1000 | Intelligent Medical Image Privacy-Preserving Framework Using Federated Learning
[NO] 296/1000 | Mission-Level Battery State-of-Charge Prediction for Uncertainty-Aware Task Feasibility Assessment of Wheeled Mobile Robot
[NO] 297/1000 | Noise-Aware Lightweight 1D CNN for Robust Inter-Patient ECG Beat Classification Under Controlled Noise Stress
[NO] 298/1000 | Robust Fuzzy-Based Navigation and Path Planning for Autonomous Search Unmanned Surface Vehicles in Dynamic Environments
[NO] 299/1000 | Multi-Beam Forward-Looking Sonar Target Detection Based on RHDWT-YOLOv11
[NO] 300/1000 | Identification of Schizophrenia Biomarkers in EEG Spectrograms via XAI
[NO] 301/1000 | FFT-Based Frequency-Domain Guided Anomaly Transformer: An Improved Method for Multivariate Time Series Anomaly Detection
[NO] 302/1000 | Piecewise Constant Curvature-Based Kinematics of a Tendon-Driven Continuum Robot with a Thermoplastic Polyurethane Backbone
[NO] 303/1000 | AS-GAN and Mff-Fanet: A Synergistic Framework for Data-Augmented Ancient Script Recognition
[NO] 304/1000 | Automated Channel Testing System for Process Control Systems on Offshore Platforms-Design, Implementation, and Performance Evaluation
[NO] 305/1000 | Evaluating Password Security Habits and Cybersecurity Awareness Among Students of Astana IT University: A Quantitative Case Study
[NO] 306/1000 | An Absorptive/Transmissive Frequency Selective Surface With Scattering Compensation-Enabled Broadband RCS Reduction for Ultra-Wideband Electromagnetic Shielding
[NO] 307/1000 | Enhancement of magnetic properties in (Sm, Dy, Gd, Er)(Co, Fe, Cu, Zr)z magnets by prolonging the drying time of ball-milled powders
[NO] 308/1000 | Design and Analysis of Multi-Source FusionSystem for Helicopter Obstacle Detection and Identification
[NO] 309/1000 | Lightweight Low-Rank Spatio-Temporal Fusion for mmWave Radar-Based Aquatic Human Activity Recognition
[NO] 310/1000 | Character Transformation Artifact: Perception, Prediction, and Representative Application in Image Quality Assessment
[NO] 311/1000 | Compact GaAs-Based Bandpass Filter Using Symmetric Multi-Stub Resonator
[NO] 312/1000 | Table of Contents
[NO] 313/1000 | Deadline-Aware SRPT Scheduling for Paxos Consensus
[NO] 314/1000 | Lightweight Mamba-Based Frequency Decomposition-Reconstruction Network for V-D-T Salient Object Detection
[NO] 315/1000 | Toward Harmless Ownership Verification for Automatic Speech Recognition via Synthetic Lexical Domains
[NO] 316/1000 | Adversarial Purification by Consistency-aware Latent Space Optimization on Data Manifolds_supp1-3720823.pdf
[NO] 317/1000 | DPFE-Net: Dual-Pathway Feature Extraction with Class-Balanced Focal Loss for Alzheimer's Disease Staging on Brain MRI
[NO] 318/1000 | Terahertz Imaging for Everyone: Uncooled CMOS Direct Detectors for Scalable Sensing
[YES] 319/1000 | CAIP-Pentest: A Causal and Interpretable Agent Framework for Autonomous Web Vulnerability Exploration
[NO] 320/1000 | Editorial Message
[NO] 321/1000 | LoCalMem: Type-Directed Adaptive Serialization for Location- and Content-Addressable Memory
[NO] 322/1000 | Construction and Evaluation of a Quantitative Index System for Command and Control Capabilities of Radar Personnel Based on the Analytic Hierarchy Process
[NO] 323/1000 | Features of intelligent cryptographic protection for IoT devices
[NO] 324/1000 | Reliability Analysis of Optical Fiber Communication for FPGA Clusters in Space
[NO] 325/1000 | TESA-LLM: A Temporal Knowledge Graph Reasoning Method Integrating Symbolic Alignment and LLM Generation
[NO] 326/1000 | Real-Time GUI and UDP Communication Framework for Dual Capacitive Smart Insole Gait Acquisition
[NO] 327/1000 | Scenario-Based Decision Support for Renewable Energy and Green Transportation in Moroccan Environmental Impact Assessment: A Screening Framework for Construction-Phase Logistics and Temporary Power in Electrical Substation Projects
[NO] 328/1000 | Physics-Based Data-Driven Modeling of a PEM Electrolyzer Stack for Hydrogen Production
[NO] 329/1000 | Detecting IC Reuse via Reflow-Exposure Fingerprints in Pre-Stressed Ring Oscillators
[NO] 330/1000 | An Integrated Machine Learning and Agent-Based Modelling Pipeline for Socio-Environmental Forecasting
[NO] 331/1000 | Internal Impedance Prediction for Triboelectric Nanogenerators Using Artificial Neural Networks
[NO] 332/1000 | Cyber–Physical Security Challenges in Hybrid Energy Storage for Renewable–EV Microgrids
[NO] 333/1000 | A Hybrid Simulated Annealing Approach for the Sustainable Cold Chain Vehicle Routing Problem
[NO] 334/1000 | Identity and Access Management for Agentic AI: A Zero-Trust Security Framework
[NO] 335/1000 | A Systematic Review of Load Forecasting and Energy Management Studies in Electrical Power Systems
[NO] 336/1000 | Feasibility Analysis of Deep Learning Models for CHD Screening Using Synthetic Supervision
[NO] 337/1000 | Design and Implementation of a Handheld Multi-Joint Surgical Instrument based on U-joint Transmission
[NO] 338/1000 | FPGA Implementation of CNN for Digit Recognition
[NO] 339/1000 | Gated Multi-Backbone Early Fusion of CNN and Swin Transformer for Cattle Disease Classification
[NO] 340/1000 | A Dual-Path Heterogeneous Graph Neural Network Framework for Identity Linkage and Anomaly Detection in Enterprise Systems
[NO] 341/1000 | Integration and Estimation Method for High-Speed Target with Unknown Entry and Departure Time
[NO] 342/1000 | Design and Implementation of an IoT-Enabled Smart Rotary Vial Filling and Capping System with Real-Time Monitoring and Control
[NO] 343/1000 | Adaptive Safety Control of Underactuated Ships Under Hybrid Cyber Attacks
[NO] 344/1000 | Design and optimize a highly efficient novel inorganic ZrS
                    <sub>2</sub>
                    eco-friendly perovskite solar cell
[NO] 345/1000 | Federated Learning-Based Paddy Leaf Disease Classification Using the Flower Framework
[NO] 346/1000 | Evaluation of Ride Comfort Decoupled Modal PID-Based Skyhook Control Design Model for Active Suspension of Railway Vehicles Under Payload and Track Irregularities
[NO] 347/1000 | A Two-Stage Framework for Efficient Wavelength Interrogation of Overlapping Spectra in FBG Sensing Networks
[NO] 348/1000 | AI-Enabled Voice Cloning and Spoofing Risks in Speaker Verification Systems: A Comparative Analysis of Empirical Evidence
[NO] 349/1000 | Resource-Aware Asymmetric Event-Triggered Resilient Cooperative Control for Heterogeneous Multi-Agent Systems
[NO] 350/1000 | Coordinated Operation of Data Center Aggregations in Modern Distribution Networks
[NO] 351/1000 | Table of Contents
[NO] 352/1000 | Hybrid Spiking Neural Networks for Wind Turbine Fault Detection
[NO] 353/1000 | From Local Convolution to Global Attention: An Architectural Comparison for Medical Image Segmentation
