[2026-09-25 00:18:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-24
正在获取论文...
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[NO] 322/1000 | Change Type Analysis for Urban Construction Using Time-Series SAR Data
[NO] 323/1000 | Temporal Embedding-Enhanced Language Models for Chronological Social Event Summarization
[NO] 324/1000 | An adaptive control method for reactive power compensation and power balance under adverse conditions of a DG-fed power quality conditioner
[NO] 325/1000 | Meta-PFL: Meta-Based Personalized Federated Learning Against Gradient Inversion Attacks
[NO] 326/1000 | Functionally Possible Activation Conditions for Path Delay Faults
[NO] 327/1000 | Interactive Transformer with Adaptive Feature Optimization for Fault Diagnosis from Incomplete Signals
[NO] 328/1000 | A Sentinel-3 foundation model for ocean color_supp1-3732792.pdf
[NO] 329/1000 | Think Inside the Chunk: RegulaRAG for Regulation-Compliant Scenario Generation using LLMs: A Case Study of UN Regulation No. 152
[NO] 330/1000 | Bus Type Switching to Reduce Bound Violations in AC Power Flow
[NO] 331/1000 | Quantum Three-Phase Power Flow Integrating Unbalanced Grid-Forming IBRs
[NO] 332/1000 | Hardware Implementation of a Dynamic Mode Decomposition Algorithm for Feature Extraction of High-Impedance Faults
[NO] 333/1000 | Impact of Zero-Sequence Susceptance on Protection Coordination in Non-Stabilized Star–Star Transformers
[NO] 334/1000 | Analysis and Damping Enhancement Method for Air Conditioning Load Recovery in Weak Power Grid
[NO] 335/1000 | Network Exchangers for Hosting Capacity Enhancement in Low-Voltage Distribution Networks: An Australian Case Study
[NO] 336/1000 | IEEE Transactions on Emerging Topics in Computational Intelligence Information for Authors
[NO] 337/1000 | Enhanced Byzantine-Robust Federated Learning Via Truncated-Quadratic Loss for Heterogeneous Data
[NO] 338/1000 | A Multi-Timescale Demand Response Pricing Method for VPP Considering Privacy Protection and Renewable Energy Integration
[NO] 339/1000 | Error Mechanism Modeling and Prediction of Current Transformers under Dynamic Influencing Factors
[NO] 340/1000 | Area-Level Assessment of Hourly Variability of Reliability: A Transmission Planning Perspective
[NO] 341/1000 | Adaptive Deep Reinforcement Learning Control for Distributed Shunt Compensators in Modern Electric Ship Power Systems
[NO] 342/1000 | CiC-BCNN: A 65 nm Compute-in-CAM-Based Binary CNN Accelerator for Image Classification
[NO] 343/1000 | CAHR-Net: Condition-Adaptive Hysteresis Reconstruction for Compact and Interpretable Magnetic Core Loss Modeling
[NO] 344/1000 | TEMOA-Ontario: Community-Level Pathways to a Net-Zero Energy Transition
[NO] 345/1000 | Stabilizing Quantum EMT on Noisy Hardware Using Multidimensional Richardson Extrapolation
[NO] 346/1000 | Spatial Characterization of Sub-Synchronous Oscillations Using Black-Box IBR Models
[NO] 347/1000 | Mitigation of Dead-Time Effects in the FB-CCV Transformerless PV Inverter
[NO] 348/1000 | LFD-ORL: Learnable Fuzzy Dominance-Guided Order-Preserving Representation Learning for Monotonic Classification_supp1-3733874.pdf
[NO] 349/1000 | Signal or Noise? How User Movement and Sensor Placement Impact Physiological Data Collection in 6DoF Virtual Reality_supp1-3715380.pdf
[NO] 350/1000 | A CML-Structured Concurrent Engineering Methodology for Conceptual Design of Complex Engineering Systems
[NO] 351/1000 | A Platoon Control Method Based on Distributed Integral Sliding Mode Control for Connected Vehicles
[NO] 352/1000 | On the Performance of Quantum Approximate Optimization Based User Grouping for Rate-Splitting Multiple Access
[NO] 353/1000 | Development of a Stick-Slip Piezoelectric Actuator for Vertical Linear Motion With Frictionless Spiral Flexure Guidance_supp1-3732404.mp4
[NO] 354/1000 | Learning to Schedule in Parallel-Server Queues with Stochastic Bilinear Rewards_supp1-3718714.pdf
[NO] 355/1000 | Robust Coherent Detection Based on Gini Correlator under Impulsive Noise in Binary Communication
[NO] 356/1000 | Physical Layer Authentication for AAV-RIS Assisted Communications With Phase Shift Uncertainty and Jamming
[NO] 357/1000 | AESS Scholarship Program
[NO] 358/1000 | EVA:A 16-mm
                    <sup>2</sup>
                    1.54 TFLOPS Tile-Based Accelerator for Evolvable Edge Computing
[NO] 359/1000 | Robust Fault Estimation for Nonlinear Heterogeneous Multiagent Systems via Distributed Intermediate Observers
[NO] 360/1000 | Cache-enabled Generative Joint Source-Channel Coding for Evolving Semantic Communications
[YES] 361/1000 | Smart Contract Vulnerability Detection via Mask Consistency with Dynamic Margin Adjustment
[NO] 362/1000 | One-to-Many Authentication and Key Agreement Scheme with Desynchronization Resilience and Forward Secrecy for Multi-Device IoT
[NO] 363/1000 | Scanning The Literature/Edited by Xiaohua Tian
[NO] 364/1000 | Near-Field Wideband Localization using TTD-Based Terahertz Extremely Large-Scale Arrays
[NO] 365/1000 | Post-Quantum CPPA via Traceable Zero-Knowledge Ring Signatures for Zero-Trust Consumer IoT
[NO] 366/1000 | PSFB Converter With Dual Active Snubber Enabling Voltage-Doubler Operation for High Efficiency Over Wide Input Voltage Range
[NO] 367/1000 | Localization of an Underwater Moving Source Based on the Horizontal Range Model
[NO] 368/1000 | 2027 IEEE Radar Conference
[NO] 369/1000 | Table of Contents
[NO] 370/1000 | An Inductor-First Hybrid Buck-Boost Converter With Reduced Current Ripple Achieving 97.2% Peak Efficiency and 565 mA/mm
                    <sup>3</sup>
                    Current Density
[NO] 371/1000 | From Job Postings to Curriculum Feedback: An LLM-Driven Framework for Constructing Role-Stratified AI Competency Knowledge Graphs_supp2-3731650.docx
[NO] 372/1000 | Mitigating Degradation Attacks in Cooperative Autonomous Driving Via Intention Sharing: A Vehicle-in-The-Loop Study
[NO] 373/1000 | Differentially Private Distributed Nash Equilibrium Seeking for Multi-Cluster Aggregative Games
[NO] 374/1000 | Dual-Band Matching Topologies for mmWave Circuits Demonstrated on a 79/135 GHz Dual-Mode Power Amplifier in 28-nm Bulk CMOS
[NO] 375/1000 | A Unified Oversampling-Based Imbalance Processing Framework for Network Traffic Anomaly Detection_supp1-3732576.pdf
[NO] 376/1000 | Rethinking Robustness of Adversarial Meta Learning in Few-Shot Retinal OCT Despeckling With Dual Level Curriculum Learning
[NO] 377/1000 | Two Stages Machine Learning-Based Design Optimization for Electromigration Reliability in Solder Joints
[NO] 378/1000 | SCMoAtt: Enhancing Single-Cell Drug Response Prediction From Bulk RNA-Seq Using Attention-Guided Feature Modulation and Dynamic Tanh
[NO] 379/1000 | Quantum-Resistant Safety Message Authentication for NextG C-V2X: A Cross-Layer Approach
[NO] 380/1000 | A Novel Risk Index for Quantifying Weather-Induced Cascading Risk in Power Systems
[NO] 381/1000 | Millimeter-Wave OSDM Underwater Acoustic Communication With Large-Scale Array
[NO] 382/1000 | Dynamics-Aware Integrated Trajectory Planning and Control for End-to-End Autonomous Driving Systems
[NO] 383/1000 | Aperiodically Intermittent Event-Based Fixed-Time Consensus for 2-DOF Helicopter Systems under Mixed Attacks with Stochastic Topology
[NO] 384/1000 | Grid-Aware Hierarchical MPC Framework for Colocated Electric Vehicle Charging Stations Coordination
[NO] 385/1000 | A Resilience Enhancement Method for Distribution Networks Based on Preventive-Corrective Coordinated Control
[NO] 386/1000 | Wireless Battery-Free RF Electronic Skin for Robotic Grasping: From Proximity Sensing to Tactile Feedback_supp1-3731258.docx
[NO] 387/1000 | General Multi-Phase Element-Based Load Flow for AC–DC Power Systems
[NO] 388/1000 | Decentralized Attack-Resilient CLF-Based Control of Nonlinear DC Microgrids under FDI Attacks
[NO] 389/1000 | Impacts of Minimum Technical Requirements and IBR Control Strategies on Power System Performance: A WECC 240-bus Case Study
[NO] 390/1000 | Beyond Lithium-ion Battery Energy Storage Systems: Technology Testing and Evaluation at SCE
[NO] 391/1000 | Optimal Routing for Peer-to-Peer Energy Trading via Total Unimodularity Lagrangian Heuristic
[NO] 392/1000 | Phasor-Domain MMC Blocking Behavior Modeling
[NO] 393/1000 | Towards a DER-Centered Resilient Power System: Testbed Design and Grid Diagnosis
[NO] 394/1000 | MiTHras: Task-specific Hierarchical Semi-supervised Contrastive Masked Autoencoder for Mitotic Figure Analysis_supp1-3736928.pdf
[NO] 395/1000 | SparseFusion: Efficient Sparse Multi-Modal Fusion Framework for Long-Range 3D Perception
[NO] 396/1000 | Synchro-Waveform State Estimation: Formulation, Closed-Form Solution, and Robustness
[NO] 397/1000 | Transient Stability Analysis of Mixed GFM-GFL Inverter System Based on Contraction Theory
[NO] 398/1000 | Integrated Magneto Drive Unit with Synchronous Reluctance Motor
[NO] 399/1000 | Explainable Video Anomaly Detection Using Video Masked Autoencoders and Convolutional LSTM
[NO] 400/1000 | Battery Operation Informed Temperature Prediction for Cooling-Aware Microgrid Day-Ahead Scheduling
[NO] 401/1000 | Unified Framework for Stability Analysis and Controller Design for Multi-Converter MVDC Grids
[NO] 402/1000 | Quantum-Seeded Blockchain Consensus for Secure P2P Energy Trading
[NO] 403/1000 | Frequency-Dependent Coupling and Interaction Suppression of GFM and GFL Inverters
[NO] 404/1000 | Label-aware Gaussian Splatting for Medical Volume Visualization in Mixed Reality_supp1-3736595.mp4
[NO] 405/1000 | Coordinated Power Control for Autonomous Power Balancing of Offshore Wind-Hydrogen Systems
[NO] 406/1000 | Instability Risk of Distributed Energy Resources (DERs) in Weak Distribution Networks: Impact of Anti-Islanding Schemes
[NO] 407/1000 | Real-World Implementation of Adaptive Secondary Proportional Power Sharing in the Industry-Grade CMR Microgrid: A Case Study
[NO] 408/1000 | A calculation method for flexible resource baseline power based on Nash Bargaining Game
[NO] 409/1000 | Short Minimal Codes, Their Simplex Complementary Codes and Related Binary Self-Orthogonal Codes
[NO] 410/1000 | MGSC-Net: Multi-Semantic Guided Spatial-Frequency Collaborative Network for UAV-Based Infrared and Visible Image Fusion
[NO] 411/1000 | Effect of excitation parameters on the relationship between domain wall velocity and MBN in grain-oriented silicon steel
[NO] 412/1000 | A New Curriculum-Enhanced Replay Balancing Framework for Cooperative Multi-AUV Target Collection in Sparse-Reward Underwater Environments
[NO] 413/1000 | Prism-SQA: An Interpretable and Adaptable Neural Framework for Surface Electromyography Quality Assessment
[NO] 414/1000 | High-Quality Exposure Correction With Diffusion-Based Image Generation Priors
[NO] 415/1000 | Improving the Accuracy of Volume-Compensation–Based Continuous Blood Pressure Measurement via Windkessel-Guided Multi-Domain Fusion
[NO] 416/1000 | A MEMS Pd-Ni Hydrogen Sensor with Uniform Closed-Loop Temperature Control for Sub-ppm Detection
[NO] 417/1000 | FGBP-KD: A Fine-Grained Balanced Perception Knowledge Distillation Method for Power Component Defect Detection
[NO] 418/1000 | Temporal Leakage Compression in Interstage-Overlapped NTT Accelerators: A Stage-Aware Analysis and Mitigation
[NO] 419/1000 | Optimal Valley-Filling Utilizing Water-Filling Algorithm
[NO] 420/1000 | Physics Guided Reinforcement Learning for Voltage-Aware EV Charging Coordination with PV and V2G Interaction
[NO] 421/1000 | Security-Constrained Transmission Outage Scheduling and Feasibility Assessment
[NO] 422/1000 | Silicon Photonics and Rack Scale: Matchmaking Made by AI
[NO] 423/1000 | Enhancing Distribution Network Resilience: A Hierarchical Collaborative Optimization Method Considering Steel Plant Demand Response and SOP
[NO] 424/1000 | Multiwinding High-Frequency Current Transformer for Power Cable Monitoring
[NO] 425/1000 | Integrated Wildfire Impact Modeling on Urban-Suburban Distribution System Resilience
[NO] 426/1000 | Transient Stability Analysis of a Hybrid Offshore Wind Farm Connected to a Hybrid HVDC Link with a Supercapacitor-based Energy Storage System and a High Temperature Superconducting Coil
[NO] 427/1000 | Dynamic-Confidence-Level Chance-Constrained Voltage Control of Active Distribution Networks
[NO] 428/1000 | Electricity-Cost-Aware Scheduling of CPU-Intensive Tasks in Data Centers
[NO] 429/1000 | A Room-Temperature Quantum-Secured ROCOF for Enhancing Grid Reliability
[NO] 430/1000 | Maximum Correntropy Kalman Filter-Based Robust Model-Free Adaptive Control for MIMO Nonlinear Systems Under Non-Gaussian Noise
[NO] 431/1000 | Decision-Aware Joint Blockage Prediction and Proactive Beamforming for Dynamic mmWave Networks
[NO] 432/1000 | A Fully Integrated GMR Biosensor ASIC With On-Chip Coils and an Ultra-Low-Mismatch Sensor Array for Point-of-Care Diagnostics
[NO] 433/1000 | Pre-flight CoM Offset Identification and Compensation for Stable Multirotor Take-off
[NO] 434/1000 | Quantum Representation Learning for Reinforcement Learning in Robot Navigation
[NO] 435/1000 | Sparse Activation for Sustainable Cell-Free Massive MIMO Networks: Less is More
[NO] 436/1000 | YOLOv12-ECDR: A Compact YOLO-Based Detector for Flame and Smoke Detection in Forest Fire Images
[NO] 437/1000 | Robust Radar HRRP Recognition under Non-uniform Jamming via a Frequency Attention and Reconstruction Fusion Network
[NO] 438/1000 | Dual-ModeConduction in Silicon Transistors on Bulk Substrates: Feedback and Thyristor Mechanisms
[NO] 439/1000 | Experimental Study on Collusion Impersonation Attack against Channel-Robust RFF Identification System
[NO] 440/1000 | A Grounded-Slab Green-Kernel DGFM for Fast Analysis of Finite Microstrip Antenna Arrays
[NO] 441/1000 | A Unified Error Model and Parametric Analysis of Information Anisotropy for Bearing-Only Localization
[NO] 442/1000 | Lightweight Hierarchical Multimodal AI for Satellite-Edge Earth Observation: A Wildfire Detection Use Case
[NO] 443/1000 | Challenging F1 Drivers in Physical Race Cars with Human-Inspired Online Learning
[NO] 444/1000 | SASU: Sensitivity-Aware Sparse Adapter Updates for Privacy-Preserving LLM-Based Recommendation in AIoT
[NO] 445/1000 | A Trust-Aware Semantic Communication Framework for Personalized Orthopedic Injury Management in 6G Healthcare Networks
[NO] 446/1000 | Performance Analysis of RIS-Aided Cell-Free Massive MIMO for Uplink URLLC over Correlated Rician Fading Channels
[NO] 447/1000 | Performance Enhancement of a Dual-Faced Open Cubic PV System Using an Integrated Solar Concentrator
[NO] 448/1000 | A Multi-Scale Active Multi-Agent Reinforcement Learning Model for Intelligent Bearing Fault Detection with Limited Samples
[NO] 449/1000 | Dual-Mode Flexible Terahertz Metasurface Immunosensor for Sensitive Detection of Insulin_supp1-3730976.doc
[NO] 450/1000 | Advancing Forest Fires Classification using Neurochaos Learning
[NO] 451/1000 | Comparative study of low-temperature and room-temperature proton-induced dark current and annealing effects on CMOS image sensors
[NO] 452/1000 | DU3D: Multi-View Denoising for Unsupervised 3D Instance Segmentation
[NO] 453/1000 | Ergodic Capacity and Optimal Handover in Satellite Mega-Constellations under Finite Serving Times
