[2026-09-09 23:51:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-08
正在获取论文...
[arXiv] 2026-09-08 | Neptune: An AI model for Global Ocean Subseasonal Prediction
[NO] 110/2000 | On the cardinality of the exception set in Littlewood's discrete conjecture
[NO] 111/2000 | Sharp regularity and small ball probabilities for the stochastic heat equation on bounded domains
[NO] 112/2000 | Closing the Loop: Non-Causal Computation, Partial Traces, & Postselected Entanglement
[NO] 113/2000 | Coloring Small $K_t$-Minor-Free Graphs
[NO] 114/2000 | MorphoOrgaAgent: A Foundation-Model-Based Multi-Agent System for Autonomous Organoid Analysis
[NO] 115/2000 | HDA-MoE: Hybrid Parallelism and Dynamic, Adaptive Scheduling for Mixture-of-Experts with 3D Near-Memory Processing
[NO] 116/2000 | Beyond Fixed Fault Models: Comparing LLM-Based and Rule-Based Fault Injection in OpenStack
[NO] 117/2000 | The Auslander-Reiten conjecture for algebras with radical cube zero
[NO] 118/2000 | Observation of linear magnetoresistance and planar Hall effect in the Dirac semimetal PdTe
[NO] 119/2000 | Learning to build covering structures with continuous adjustments
[NO] 120/2000 | Long-term behaviour of the CAO-system: Optimal polynomial $H^1$-convergence to degenerate equilibria
[NO] 121/2000 | CoordFormer: Give Me Any Coordinates and I Will Give You Labels
[NO] 122/2000 | TriCCOT: Tri-part Convolutional Conformal Transformer for Onboard Space Object Detection
[NO] 123/2000 | Charts Are Beyond Pixels: Probing for Layer-Wise Chart Understanding and Editing
[NO] 124/2000 | Persistence of measurement-induced nonlocality in uniformly accelerating Unruh-DeWitt detectors
[NO] 125/2000 | Combating Instruction Conflict via Energy-Driven Latent Conflict Detection
[NO] 126/2000 | An Inverse Random Source Problem for the Moore-Gibson-Thompson Equation Driven by Fractional Brownian Motion
[NO] 127/2000 | The Interplay of Symmetry Energy Uncertainties, Nonlinear $σ-δ$ Coupling, and Dark Matter in Neutron Star Macroscopic Properties
[NO] 128/2000 | MFVINS: Multiple Fisheye Camera-Based Visual Inertial System
[NO] 129/2000 | Latin Squares with Few Transversals
[NO] 130/2000 | Target-Independent Micro-Interventions for Predicting Training Response Across Language-Model Families
[NO] 131/2000 | A Chvátal-type codegree condition for Hamiltonian cycles in $k$-uniform hypergraphs
[NO] 132/2000 | Around higher-order Godbersen conjectures
[NO] 133/2000 | Cursive: The Trace from the Curse of Dimensionality
[NO] 134/2000 | Artificial Intelligence-Assisted Digital Inventory of Cultural Heritage & Traditional Knowledge: Case for Indonesian Open Digital Library of Culture
[NO] 135/2000 | CIVI: A Framework for Diagnosing Search Agent Failures in Civic Information
[NO] 136/2000 | Construction of three-solitons with logarithmic distance for the mass-critical gKdV equations
[NO] 137/2000 | Proactive Context-Forecasted Safety Constraints for Nonstationary Reinforcement Learning
[NO] 138/2000 | Mapping Dynamic, Hierarchical Quantum Circuits
[NO] 139/2000 | Finite-Precision Symmetric Krylov Methods: Exact Rounding Examples, Block Paige Identities,and a Variable-Block Lanczos Model
[NO] 140/2000 | Segment Any Motion with Radar: Robust Multimodal Moving-Object Segmentation and Tracking
[NO] 141/2000 | Thresholdless corner vortex solitons in fractal Sierpiński topological insulators
[NO] 142/2000 | A Multi-Modal Perception Pipeline for Object Detection and Tracking in Autonomous Racing
[NO] 143/2000 | Do Input-Level Defenses Transfer to Observation-Level Attacks on VideoLLMs?
[NO] 144/2000 | Nonexistence of a Strongly Regular Graph with Parameters (266,45,0,9): A Certificate-Free Lean Proof
[NO] 145/2000 | Non-Coherent Over-the-Air Federated Learning: Protocol, Convergence, and Device Scheduling
[NO] 146/2000 | Spectral asymptotics of sub-Riemannian Laplacians on compact Heisenberg manifolds
[NO] 147/2000 | A Measurement Study of LLM Inference Trade-offs Across Edge Continuum Hardware
[NO] 148/2000 | TRIUNE-Net: Harmonizing Scale, Shape, and Efficiency in Pancreatic Tumor Segmentation
[NO] 149/2000 | Interior $W^{2,p}$ regularity for the sigma-$2$ equation
[NO] 150/2000 | Tracking-by-detection in Multi-object Tracking: Survey and Experiments
[NO] 151/2000 | Nuclear slowing-down factors in alkali-metal vapors
[NO] 152/2000 | CircuTutor: Transforming Static Circuit Problems into Intelligent and Dynamic Tutoring
[NO] 153/2000 | Variational Bayesian Data Detection for Multiuser MIMO Systems Corrupted by Phase Noises
[NO] 154/2000 | zScore-N: A Neural Network for On-Chain Wallet Reputation Scoring
[NO] 155/2000 | Beyond Residuals: Energy based solutions of partial differential equations using scientific machine learning
[NO] 156/2000 | TTGBench: Benchmarking Topological Evolution and Semantic Drift in Text-attributed Temporal Graphs
[NO] 157/2000 | Multi-Objective Composite Longitudinal Biomarker Scores for Improved Cancer Risk Assessment
[NO] 158/2000 | Vision: Data-Centric Anchoring for Robust and Interpretable Agentic AI
[NO] 159/2000 | Viscoelasticity reshapes the frequency response of a rotating magnetic particle
[NO] 160/2000 | SIM: Subspace Interaction-based Method for Token-Level Text Anomaly Detection
[NO] 161/2000 | Pressure Evolution of Atomic Volume Systematics in Transition Metals
[NO] 162/2000 | Integrated yoctosecond-precision timing detector
[NO] 163/2000 | BeamFocusNet: Beamforming-based Explicit Spatial Signal Focusing for Robust DoA Estimation under Low-SNR and Single-Snapshot Conditions
[NO] 164/2000 | Does Deeper Reasoning Compromise Alignment? Revealing and Mitigating of Alignment Collapse in Large Reasoning Models
[NO] 165/2000 | Topology of Photonic Time Crystals under Complex Refractive Index Modulation
[NO] 166/2000 | Safe Harness Self-Evolution: A Theoretical Analysis of Feasibility and Limits
[NO] 167/2000 | Optimal Slice-Adaptive Tuning of Hybrid Slice Sampling
[NO] 168/2000 | Classical Active-Space Hybrid Quantum Subspace Expansion (CASH-QSE): Quantum Corrections without Remeasuring the Classically Calculable Energy
[NO] 169/2000 | Geodesic-informed Generative Diffusion Model For Topology-preserved Image Video Generation
[NO] 170/2000 | Topology-induced Operators Reveal Complementary Graph Representations without Training
[NO] 171/2000 | M-duality in fixed-point problems for general normed spaces
[NO] 172/2000 | Search for Axion Dark Matter around \texorpdfstring{$15.6\,μ\text{eV}$}{15.6 microeV} with a Broadly Tunable High-Temperature Superconducting Cavity
[NO] 173/2000 | The Fibonacci numbers are not an additive uniqueness set for multiplicative functions
[NO] 174/2000 | GPU-Enabled Large-Scale Optimization Using Randomized Linear Algebra
[NO] 175/2000 | Jacap: Robust KV Cache Eviction via Jacobian-Based Nonlinear Information Capacity Preservation
[NO] 176/2000 | Scalarized Einstein-Euler-Heisenberg black holes at the approach to extremality
[NO] 177/2000 | A Two-Dimensional Test of Cosmological Parity Violation with the 3-Point Correlation Function
[NO] 178/2000 | Orthogonal signed graphs of degree 5
[NO] 179/2000 | Three formulas for the Ising and Potts invariants of a knot or link
[NO] 180/2000 | Active galactic nucleus activity in brightest cluster galaxies at intermediate redshifts in Sunyaev-Zel'dovich--selected clusters
[NO] 181/2000 | Controllability for 2D water waves: effects of bottom topography and constant vorticity
[NO] 182/2000 | Interpretable Hyperspectral Unmixing Framework with Fixed Endmember Prior and Structured Residual Refinement
[NO] 183/2000 | A Discontinuous Galerkin Method for the Intrinsic Beam Model with Kelvin-Voigt Damping
[NO] 184/2000 | Orthogonal complex structures on flat tori
[NO] 185/2000 | Distributed Quantum Property Testing with Quantum Carrier Pigeons
[NO] 186/2000 | FedGenSC: Federated Generative Semantic Communication with Channel-Aware Adaptation
[NO] 187/2000 | Marigold V2: Revisiting Diffusion Transformers for Monocular Depth Estimation
[NO] 188/2000 | When Can One Obtain Certificates of Optimality Using Positivstellensaetze?
[NO] 189/2000 | Windows Malware Detector as a Compound AI System: Trade-Offs in Accuracy, Efficiency, and Adversarial Robustness
[NO] 190/2000 | Neutron disappearance and the LZ nuclear recoil event
[NO] 191/2000 | CreaMem: A Scene-Aware Memory Architecture for Personalized Agents
[NO] 192/2000 | Few-body bound states in the anyon-Hubbard model
[NO] 193/2000 | Time-Dependent Density Functional Theory with Coulomb Interactions
[NO] 194/2000 | EBSDmagus: Managing Multi-Stage Dynamical Electron Backscatter Diffraction Simulations
[NO] 195/2000 | Learning Length-Extrapolatable Recurrent Models
[NO] 196/2000 | SyncWorld: Visual Calibration Enables World Models as Zero-Shot Simulators
[NO] 197/2000 | Proxy Policy Steering
[NO] 198/2000 | Green's Functions from Sample-based Krylov Quantum Diagonalization: An Impurity Solver for Dynamical Mean-Field Theory
[NO] 199/2000 | Are trees really just butterflies in disguise?
[NO] 200/2000 | A Data-Driven Framework for Identifying and Prioritizing RPA Opportunities in Healthcare Processes
[NO] 201/2000 | MeClear: Cooperative Game-Theoretic Attribution and Risk-Aware Memory Clearance for Long-Horizon LLM Agents
[NO] 202/2000 | The absence of a central metal ion destabilizes phthalocyanine on In$_2$O$_3$(111)
[NO] 203/2000 | STSG-VQA: Evidence-Grounded Temporal Question Answering from Surgical Spatio-Temporal Scene Graphs
[NO] 204/2000 | NOAH: Learning the Full Patient Journey. A Longitudinal Multimodal Time-Aware Model for Representation and Forecasting
[NO] 205/2000 | Copying explains the collective behavior of AI agents in the wild
[NO] 206/2000 | The size and mass distribution of cold classical TNOs for $5<H<13$
[NO] 207/2000 | A graph reconstruction problem involving common neighbors
[NO] 208/2000 | The $\mathrm{L}^1$-Stokes Semigroup
[NO] 209/2000 | NOvA Dual-Baseline Search for Active-to-Sterile Neutrino Oscillations using Neutrino- and Antineutrino-Enriched Samples
[NO] 210/2000 | Jointly Satisfying Pareto Optimality and Justified Representation is NP-Hard in Approval-Based Multiwinner Voting
[YES] 211/2000 | RepoNav: From Snippet Retrieval to File-Centered Repository Navigation for Code Agents
[NO] 212/2000 | Presenting mirabolic quantum Schur algebras $\mathcal{MS}_v(2,d)$
[NO] 213/2000 | Nearest structured matrix having an eigenvalue with prescribed lower bounds of algebraic and geometric multiplicities
[NO] 214/2000 | Instantaneous-Frame Theory of Strongly Driven Parametric Gates
[NO] 215/2000 | CoVeR: Coverage-Based Token Pruning for Multi-View 3D Reasoning in VLMs
[NO] 216/2000 | TV-Regulated OPD: Direction Matters in On-Policy Distillation
[NO] 217/2000 | Ultralow Frequency Magnetic Comb Using Pulse Modulated Spin Maser
[NO] 218/2000 | Tool Retrievers Are Underestimated: Annotation Expansion Reveals True Capability
[YES] 219/2000 | AttnCompress: Dynamic Attention-Guided Trajectory Compression for Software Engineering Agents
[NO] 220/2000 | Supervised Cross-Modal Feature Alignment for Zero-Wearable Freezing of Gait Detection in Parkinsonism
[NO] 221/2000 | Probing the $B^{0}$ meson in a hot medium with finite baryon chemical potential
[NO] 222/2000 | Convolutional Codes from Cyclic Codes with Guaranteed Free and Local Minimum Distances
[NO] 223/2000 | Entropy bounds and global couplings for union-closed families
[NO] 224/2000 | A Perfectoid Pro-Étale Lie Torsor Can Have a Non-Surjective Sen Map
[NO] 225/2000 | HypLTSF: A Hyperbolic Geometric View of Multi-Scale Hierarchies for Long-Term Time Series Forecasting
[NO] 226/2000 | Physics of Information Geometry - Part I: Principle of Least Action on the Probability Simplex
[NO] 227/2000 | Global Existence and Stability of 3D Stochastic NSEs in Bounded and Unbounded Domains Driven by a Special Multiplicative Wiener Process
[NO] 228/2000 | SAM3-O2D2: Zero-Shot Object Out-of-Distribution Detection by Object Class Prompting of the SAM3-Image Model
[NO] 229/2000 | MemForest: Efficient Agent Memory Management via EventTree Partitioning and Progressive Merging
[NO] 230/2000 | Light-facilitated ferroelectric switching in wurtzite crystals
[NO] 231/2000 | Quasi-split iYangians: minimalistic presentations and coideal structures
[NO] 232/2000 | Synergistic Fusion of Topological Structure and Temporal Semantics of Mobility for Urban Region Embedding
[NO] 233/2000 | Todd's relation conjecture and binary relations for multiple zeta values in positive characteristic
[NO] 234/2000 | Necessary and Sufficient Condition of Existence for the $p$-Laplacian Quadrature Surfaces Free Boundary Problem in Riemannian Geometry
[NO] 235/2000 | Existence and strong-field asymptotics of skyrmions in a fourth-order model of frustrated ferromagnets
[NO] 236/2000 | Revisiting Spectral Representations in Generative Diffusion Models
[NO] 237/2000 | Agentic ML Exploration (A-MLE) for Ads Ranking
[NO] 238/2000 | CS-CLIP: Compositional Scene Graph-guided CLIP for Robust Compositional Reasoning
[NO] 239/2000 | Style Over Substance: Content-Invariant Wrappers Flip LLM Safety-Judge Verdicts
[NO] 240/2000 | Distribution-free inference on the number of changepoints
[NO] 241/2000 | Bridging Language and Physics: Automated Design of Continuum Robots with Large Language Models
[NO] 242/2000 | Drive by Hindsight and Foresight: Tool-Grounded Synergistic Reasoning over Hierarchical Memory for Autonomous Driving
[NO] 243/2000 | TacClip: a clip-on sensor measures dynamic contact forces without covering the fingerpads
[NO] 244/2000 | Asymptotically good binary triorthogonal codes and higher-level transversal gates
[NO] 245/2000 | Beyond Cut Balance: Spectral Sparsification of the Nonlinear Directed Laplacian
[NO] 246/2000 | Saving resources through repeat-until-success positive-operator-valued-measure measurements in quantum computation
[NO] 247/2000 | Boundary Voting Network for Ambiguity-Aware Timestamp-Supervised Action Segmentation
[NO] 248/2000 | Snugi-AI-v2 @ eRisk 2026 Task 2: Early Depression Detection via a Learned Stopping Policy with Sustained Confidence Gate
[NO] 249/2000 | Transport properties and topological phase transitions for a Creutz-Su-Schrieffer-Heeger ladder
[NO] 250/2000 | Global mild solutions and the semiclassical limit for the Fermi--Dirac BGK model
[NO] 251/2000 | Observe Before You Alert: Adaptive Driver Alerting with Vision-Language Models
[NO] 252/2000 | Regular Bundles on Orbifolds: A Short Proof of Presentability
[NO] 253/2000 | Negative contacts in genus one: a comparison of punctured and root stack Gromov-Witten theories
[NO] 254/2000 | Target-adapted Green-Bessel SVGD: uniform-in-time propagation of chaos and last-iterate consistency
[NO] 255/2000 | Positive biorthogonal curvature on $S^2\times T^2$
[NO] 256/2000 | Router Prior Bias: Preserving Base Routing Structure in MoE Post-Training
[NO] 257/2000 | Atomistic modeling of molecular beam epitaxy growth of SrTiO3 and Sr2TiO4 thin films
[NO] 258/2000 | Procedural Graphs: Self-Evolving Execution Structures for LLM Agents
[NO] 259/2000 | The border Waring rank of $x_1\cdots x_n$ is $2^{n-1}$
[NO] 260/2000 | Mixing-suppressed inelastic dark matter: a minimal model for the LZ 248 keV event
[NO] 261/2000 | On the size of the fibers of a morphism of algebraic varieties
[NO] 262/2000 | Complex Scalar Dark Matter with a Vector-Like Quark and Lepton: Precision, Flavor, and HL-LHC
[NO] 263/2000 | Hydrodynamic attractors
[NO] 264/2000 | On universal elements for doubling geodesic trees
[NO] 265/2000 | Earth System World Model for What-If Simulations: A Case Study for Terrestrial Ecosystems
[NO] 266/2000 | Graph-based automata
[NO] 267/2000 | On the cost of reaching an attainable state for the boundary-controlled 1-D heat equation
[NO] 268/2000 | Indirect Measurement of the $\rm S^*(E)$ Factor for $\rm {}^{12}C({}^{12}C,\mathit{p}){}^{23}Na$ at Gamow Energies via the Trojan Horse Method with Near-0 degree Spectator Detection
[NO] 269/2000 | Hybrid Continuous DoA Estimation with Shared-Radius Co-Prime Circular Arrays
[NO] 270/2000 | $\rm S^*(E)$ measurement of the $\rm {}^{12}C({}^{12}C,α){}^{20}Ne$ reaction at astrophysical energies via the Trojan horse method with $\rm ^{16}O$ quasi-free breakup
[NO] 271/2000 | Dynamic Latent Space Modeling of Inhomogeneous Poisson Network Processes with Applications to International Relations
[NO] 272/2000 | Contrasting roles of the superexchange and direct exchange interactions in the metal-insulator transitions of the 2D ferromagnetic $1T$-Fe$X_2$ ($X$=Cl, Br, I) monolayers
[NO] 273/2000 | Graph-Based Safe Reinforcement Learning for Multi-Agent Systems with Time-Varying Topology
