[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[NO] 583/1855 | Continuously homogeneous hereditarily indecomposable continua are tree-like
[NO] 584/1855 | Equivariant Cleft Extensions and Singular Equivalences
[NO] 585/1855 | On Automorphism Groups of (1,2)-Surfaces
[NO] 586/1855 | SFL-MTSC: Leveraging Semantic Frame-Level Multi-Task Self-Consistency for Robust Multi-Intent Spoken Language Understanding
[NO] 587/1855 | Spatio-Temporal Mixture-of-Modality-Experts Diffusion for Quantitative DCE-MRI Synthesis from Incomplete MR Sequences
[NO] 588/1855 | Security and Privacy in Retrieval-Augmented Generation: Architectures, Threats, Defenses, and Future Directions for Building Trustworthy Systems
[NO] 589/1855 | Agentic evolution of physically constrained foundation models
[NO] 590/1855 | Preparing two-mode magnonic Schrödinger cat states in a cavity-magnon-qubit system
[NO] 591/1855 | GROVE: Grounded Pedestrian Simulation via Natural Language for Interactive Social Robot Navigation
[NO] 592/1855 | Recommendation as Generation: Unifying Personalized Video Generation and Recommendation at Industrial Scale
[NO] 593/1855 | On the Periodicity of k-distance Graphs
[NO] 594/1855 | Automatic-differentiation-enabled dynamic parameter retrieval with sub-pulse-width resolution
[NO] 595/1855 | Combinatorics of Ramsey ideals
[NO] 596/1855 | A Red Teaming Framework for Large Language Models: A Case Study on Faithfulness Evaluation
[NO] 597/1855 | Exact dimensionality of projected measures for expanding rational semigroups
[NO] 598/1855 | Causal-rCM: A Unified Teacher-Forcing and Self-Forcing Open Recipe for Autoregressive Diffusion Distillation in Streaming Video Generation and Interactive World Models
[NO] 599/1855 | From Propulsion to Suction: Unraveling Thrust Reversal in Propellers at Intermediate Reynolds Numbers
[NO] 600/1855 | Solar Radio Burst Fine Structures
[NO] 601/1855 | Time-dependent weighted directed networks of cryptocurrency interaction from high-frequency returns
[NO] 602/1855 | EchoStyle: Unlocking High-Fidelity Video Stylization with Reverse Data Synthesis
[NO] 603/1855 | Bochner Flatness and Soliton Dynamics in Lorentzian Kähler Spacetime Geometry
[NO] 604/1855 | Optimizing Abstractive Summarization With Fine-Tuned PEGASUS
[NO] 605/1855 | Probing in the Wild: A Case Study of Self-Supervised Speech Representations on Mandarin Sub-dialects with Unsupervised Articulatory Analysis
[NO] 606/1855 | Kontsevich graphs associated with specific multiple zeta values
[NO] 607/1855 | The Generalization Spectrum: A Chromatographic Approach to Evaluating Learning Algorithms
[NO] 608/1855 | Amortized Simulation-Based Inference of Relativistic Mean-Field Couplings for Neutron-Star Equations of State
[NO] 609/1855 | Evaluating Japanese Dialect Robustness Across Speech and Text-based Large Language Models
[NO] 610/1855 | Kom8ndor: An IEEE 802.11bn-Oriented Simulator for Wi-Fi 8 and Beyond
[NO] 611/1855 | Suppression of Active Super-Diffusion: Impact of String Defects and Canted Multi-Domains
[NO] 612/1855 | OAMP-Aided Joint Channel Estimation and Data Detection for ODDM Systems
[NO] 613/1855 | Resonant Super-Earths Dancing With EKL Oscillations: TTV Phase Excitation and Resonance Disruption by EKL Interactions between a Cold Jupiter and Stellar Companion
[NO] 614/1855 | Intrinsic Defect Energetics and Fluorine Doping Effects in Li2CO3 and Li2O2: A First-Principles Study
[YES] 615/1855 | LibEvoBench: Probing Temporal Knowledge Stratification in Code Generation Models
[NO] 616/1855 | ForceBand: Learning Forceful Manipulation with sEMG
[NO] 617/1855 | Fast mixing of all-to-all quantum systems at high temperatures
[NO] 618/1855 | Real-Time Voice AI Hears but Does Not Listen
[NO] 619/1855 | Strategyproof Facility Location and Committee Selection with Mixed Max and Sum Agent Types
[NO] 620/1855 | Bayesian Nonparametric Privacy-Preserving Synthetic Data Generation: I. Discrete Data
[NO] 621/1855 | Strong photogalvanic effect in Weyl materials due to magnetic resonances
[NO] 622/1855 | All-electrical dephasing-protected spin qubits in altermagnets
[NO] 623/1855 | Localized Centered Second-Chaos Operator
[NO] 624/1855 | Labels
[NO] 625/1855 | Telecom-band site-controlled quantum dots with engineered low fine-structure splitting
[NO] 626/1855 | Learning Robot Visual Navigation in Crowds via Intention-Aware Scene Representations
[NO] 627/1855 | In-medium QCD splittings beyond the soft, large-$N_c$ and harmonic-oscillator approximations all at once
[NO] 628/1855 | FedReLa: Imbalanced Federated Learning via Re-Labeling
[NO] 629/1855 | Estimating Fidelity to a Reference Quantum State
[NO] 630/1855 | Actions with a strong fundamental domain and Sigma invariants of groups
[NO] 631/1855 | TriViewBench: Controlled Complexity Scaling for Multi-View Structural Reasoning in MLLMs
[NO] 632/1855 | Why Multi-Step Tool-Use Reinforcement Learning Collapses and How Supervisory Signals Fix It
[NO] 633/1855 | Can giant impacts be directly detected in other star systems?
[NO] 634/1855 | Epitaxial Strain Activates Altermagnetic Spin-Splitting Torques in RuO2(100)
[NO] 635/1855 | New effect in neutrino spin oscillations in transversal matter currents with nonstandard interactions
[NO] 636/1855 | G-PINNs: Gaussian-based spatially weighted formulation for PINNs: 1D low-viscous Burgers
[NO] 637/1855 | Index estimates for planar domains with Robin boundary condition
[NO] 638/1855 | Factorization of the Energy-Energy Correlation in the two-jet limit in the massive case
[NO] 639/1855 | Tensorion: A Tensor-Aware Generalization of the Muon Optimizer
[NO] 640/1855 | Mixture-of-Experts RL for Fault-Tolerant Legged Locomotion
[NO] 641/1855 | From Rubble Simulation to Active Magnetic Mapping: Quantum Sensing for Disaster Response
[NO] 642/1855 | Profinite Borel completeness and smooth Artin motives
[NO] 643/1855 | Riesz 2-energy of the Diamond ensemble
[NO] 644/1855 | Finite-Shot Sensitivity for Moment Estimation in Quantum Metrology
[NO] 645/1855 | Optimal partition and segregation problems driven by torsional rigidity
[NO] 646/1855 | Restoring Incentive Compatibility in Two-Stage Energy Markets with Prosumers
[NO] 647/1855 | SurgAtlas: A Large-Scale Surgical Video-Language Dataset with 2,391 Hours of Open and Minimally Invasive Surgery
[NO] 648/1855 | Principal-Part Decomposition for Neural Operator Learning of Dirichlet-to-Neumann Maps
[NO] 649/1855 | Metric results for dyadic approximation on the middle-third Cantor set
[NO] 650/1855 | The Dependency Black Hole
[NO] 651/1855 | Substructures in Planet-Forming Disks with the SKAO
[NO] 652/1855 | Bath-modes quantitatively capture the nonlinear microrheology of micellar solutions
[NO] 653/1855 | Kohn anomaly in a topological phase transition
[NO] 654/1855 | Analytic Approach to Quantum Control Using Quantum Signal Processing
[NO] 655/1855 | Representing One Letter Weighted Automata Over the Tropical Semiring
[NO] 656/1855 | Cosmology with Tully-Fisher HI Galaxy Surveys
[NO] 657/1855 | An Analysis of Posterior Collapse, Parameterization and Initialization in Variational Deep Gaussian Processes
[NO] 658/1855 | The Interplay of Harness Design and Post-Training in LLM Agents
[NO] 659/1855 | Exploring Pareto smoothing in sequential Monte Carlo
[NO] 660/1855 | UsingSKA-Low to Detect PeV Gamma-rays from Galactic Sources
[NO] 661/1855 | Compositional Behavioral Semantics for State Abstraction in Reinforcement Learning
[NO] 662/1855 | GUI agent: Guided Exploration of User-Sensitive Screens
[NO] 663/1855 | Quantum steering in networks: Measurement-device-independent detection, continuous variables, and practical Gaussian schemes
[NO] 664/1855 | Gastroendoscopy View Synthesis: A New Real Dataset and Evaluation
[NO] 665/1855 | Structured Spectral Step-Sizes and a Hanoi Ordering Principle for Gradient Methods
[NO] 666/1855 | Concept Removal for Frontier Image Generative Models
[NO] 667/1855 | The SKA View of Cool-core Clusters: Evolution of Radio Mini-halos and AGN Feedback
[NO] 668/1855 | Collective rotational cat states of molecules in microwave cavities
[NO] 669/1855 | Decay constants of $B_c$-mesons with vector and tensor currents
[NO] 670/1855 | RevengeBench: Reverse Engineering Code-Space Policies from Behavioral Experiments
[NO] 671/1855 | Explainable Control Framework (XCF) based on Fuzzy Model-Agnostic Explanation and LLM Agent-Supported Interface
[NO] 672/1855 | Variational Autoencoder Layer
[NO] 673/1855 | Two years of shock interaction tracing three phases of evolution: the explosion of a Type IIn supernova, SN 2019vxm
[NO] 674/1855 | The interplay of interfaces, supramolecular assembly, and electronics in organic semiconductors
[NO] 675/1855 | Cosmic evolution of the helium and oxygen abundances in type 2 Active Galactic Nuclei: Helium-loud AGNs
[NO] 676/1855 | Rhaly-Type Operators in Several Complex Variables
[NO] 677/1855 | Proceedings of the 16th International Workshop on Non-Classical Models of Automata and Applications
[NO] 678/1855 | AutoRelAnnotator: Calibrated Model Cascades for Cost-Efficient Relevance Evaluation in Sponsored Search
[NO] 679/1855 | Selection principles for quasi-stationary distributions and reinforcement processes
[NO] 680/1855 | Hybrid deep learning-based phase diversity method for wavefront reconstruction
[NO] 681/1855 | Sharp approximate Carathéodory theorem and application to iterated Delaunay refinement
[NO] 682/1855 | Semantic Consistency Policy Optimization for Reinforcement Learning of LLM Agents
[NO] 683/1855 | Number Fields with Arbitrarily Large Minimal Index
[NO] 684/1855 | Hybrid radio and particle detection of air showers: potential for ultra-high-energy photon identification
[NO] 685/1855 | Weight geometry governs functional memory in complex systems
[NO] 686/1855 | Hierarchical Graph Learning for Calendar Spread Strategies in Commodity Futures Markets
[NO] 687/1855 | Spectral Collapse Under Geometric Alignment of Extreme Events
[NO] 688/1855 | A Candidate Framework for Free-Space Quantum Key Distribution based on Geometrical-Configuration Modulation
[NO] 689/1855 | Monte Carlo physics-informed neural networks for inverse multiscale heat conduction problems via the phonon Boltzmann transport equation
[NO] 690/1855 | Separability of the motion of spinning test particles in curved space-time
[NO] 691/1855 | Group invariance of $f$-divergences and the Fisher--Rao distance
[NO] 692/1855 | A Backward-Compatible Protocol Upgrade for HotNets
[NO] 693/1855 | Do Encoders Suffice? A Systematic Comparison of Encoder and Decoder Safety Judges for LLM Adversarial Evaluation
[NO] 694/1855 | Sp(2N, R) interferometry in multi-mode Gaussian bosonic systems for optimal metrology and quantum control
[NO] 695/1855 | Symbol sequences from three-rotor coincidences and their word-complexity
[NO] 696/1855 | Uncertainty Quantification for Computer-Use Agents: A Benchmark across Vision-Language Models and GUI Grounding Datasets
[NO] 697/1855 | A Bayesian Approach for Nonignorable Dropout in Bivariate Longitudinal Models
[NO] 698/1855 | Barocaloric phase transformation from data efficient fine-tuning of machine learned interatomic potentials
[NO] 699/1855 | Multi-Band Optical Variability of Blazar 1ES 2344+514 on Diverse Time-Scales
[NO] 700/1855 | A novel 2+1-dimensional extended Dym equation: moving boundary problems solvable via Painlevé II symmetry reduction
[NO] 701/1855 | Endeavor: Efficient PairHMM for Detection of DNA Variants in Genome-Scale Datasets
[NO] 702/1855 | Iwasawa Theory for K3 Surfaces over Finite Fields
[NO] 703/1855 | A Stochastic Epidemiological Model of Latent Tuberculosis in a Radiation Exposed Mars Colony
[NO] 704/1855 | Probing High-redshift Intracluster Medium Using SKA
[NO] 705/1855 | Deep Learning-Assisted Multicast Subgrouping in Massive MIMO
[NO] 706/1855 | Distributed SDN-Based Communication Architecture for the Pods4Rail System
[NO] 707/1855 | SA-LIVO: Efficient LiDAR-Inertial-Visual Odometry with Subspace-Aware Degeneracy Handling
[NO] 708/1855 | On $k$-color mex-related partition functions
[NO] 709/1855 | An Algebraic Viewpoint on Linear Differential Equations
[NO] 710/1855 | Dynamic Load Balancing for Uncertainty Quantification with Applications in Bayesian Inversion
[NO] 711/1855 | Self-Organized Stabilization of Straight Dark Solitons in Stripe Supersolids
[NO] 712/1855 | Existence and non-existence of nonradial solutions to an elliptic equation on hyperbolic space with critical and subcritical nonlinearities
[NO] 713/1855 | The representation theory of the wreath product of a finite group with the monoid of all partial functions on a finite set as an EI-category algebra
[NO] 714/1855 | Bridging Predictions and Interventions: An Integrated Framework for Automated Decision-Systems
[NO] 715/1855 | A magnetically-supported disk-corona model for Changing-Look AGN transitions
[NO] 716/1855 | MedGuards: Multi-Agent System for Reliable Medical Error Detection and Correction
[NO] 717/1855 | Long-term Orbital Period Variations of the Eclipsing Dwarf Nova HT Cas
[NO] 718/1855 | Winding number and circular coloring
[NO] 719/1855 | Anomalous topological superradiant phases
[NO] 720/1855 | Application of Bayesian Statistical Tools to SKA Telescopes Polarization Surveys to Study Magnetization of the Large-scale Structure of the Universe
[NO] 721/1855 | 1000 Rallies: An Event-Camera Dataset and Real-Time Learned Ball-State Estimation for Robotic Table Tennis
[NO] 722/1855 | Critical Universality of the SU (2) Gauge Glass Model Analyzed by the Dynamical Scaling Method
[NO] 723/1855 | The Neumann problem for a multivalued p-Laplace equation of Allen-Cahn type with a multiplicative stochastic force
[NO] 724/1855 | Proximity operator characterization for abstract convex functions
[NO] 725/1855 | Multi-Source Reachability in Near-Optimal Time
[NO] 726/1855 | An Approach for a Supporting Multi-LLM System for Automated Certification Based on the German IT-Grundschutz
[NO] 727/1855 | Constraining supermassive primordial black hole clustering with the angular auto-correlation of $z\simeq 6$ quasars
[NO] 728/1855 | Reference-Free Heterogeneous Multi-Agent Reinforcement Learning for Grid-Friendly Tie-Line Power Shaping in Industrial Microgrids
[NO] 729/1855 | The Impact of Dense RM Grids on the Study of Intra-cluster and Intra-group Magnetic Fields
[NO] 730/1855 | VPA-Guard: Defending and Benchmarking Image-to-Video Generation Against Visual Prompt Attacks
[NO] 731/1855 | Weak Lensing with SKAO: Cosmic Shear Cosmology
[NO] 732/1855 | The OTELO Survey: The main sequence of low-mass galaxies
[NO] 733/1855 | MCRB and MSE Analysis for Parameter Estimation in AFDM-ISAC Systems
