[2026-05-06 22:53:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-05
正在获取论文...
[arXiv] 2026-05-05 | LIPPEN: A Lightweight In-Place Pointer Encryption Architecture for Pointer Integrity
[NO] 323/1811 | An Agent-Oriented Pluggable Experience-RAG Skill for Experience-Driven Retrieval Strategy Orchestration
[NO] 324/1811 | Optimized Nanogap Thermophotovoltaic Devices for Waste Heat Recovery
[YES] 325/1811 | From Intent to Execution: Composing Agentic Workflows with Agent Recommendation
[NO] 326/1811 | What is the Strouhal number of turbulence driven by supernovae?
[YES] 327/1811 | Revisiting the Travel Planning Capabilities of Large Language Models
[NO] 328/1811 | OracleProto: A Reproducible Framework for Benchmarking LLM Native Forecasting via Knowledge Cutoff and Temporal Masking
[NO] 329/1811 | MedSR-Vision: Deep Learning Framework for Multi-Domain Medical Image Super-Resolution
[NO] 330/1811 | Formalizing the Prime-Field Singer Construction and Sidon Set Infrastructure in Lean 4
[NO] 331/1811 | FTPrimitiveBench: A Benchmark Suite For Logical Computation Under Hardware-Motivated and Biased Noise Models
[NO] 332/1811 | Ergotropy Protection via Cavity Detuning in Collective Open Quantum Batteries
[NO] 333/1811 | Jordan Frame in Supergravity and Cosmology
[NO] 334/1811 | Large-Scale High-Quality 3D Gaussian Head Reconstruction from Multi-View Captures
[NO] 335/1811 | Stayin' Aligned Over Time: Towards Longitudinal Human-LLM Alignment via Contextual Reflection and Privacy-Preserving Behavioral Data
[NO] 336/1811 | Decentralized Edge Caching under Budget and Storage Constraints: A Game-Theoretic Approach
[NO] 337/1811 | Nonlinear Compton scattering in a frequency-modulated field
[NO] 338/1811 | Invariant random compacts
[NO] 339/1811 | On metric properties of self-affine polygonal dendrites
[NO] 340/1811 | Modeling and Modulation Optimization for OWC Limited by Electronic and Photonic Bandwidth
[NO] 341/1811 | Polynomials from tilings of rectangles
[NO] 342/1811 | Understanding Task Performance of Time-Multiplexed Optical Reservoir Computing via Polynomial Expansion
[NO] 343/1811 | Universal qutrit control in asymmetric-top molecules
[NO] 344/1811 | Learning Generalizable Action Representations via Pre-training AEMG
[NO] 345/1811 | Higher categories of bordisms with geometric structures
[NO] 346/1811 | Nature of magnetism in bilayer nickelate La3Ni2O7 single crystals
[NO] 347/1811 | An ERP Study of Recursive Possessive Parsing in ASD Children and Its Cognitive Neuro Mechanisms
[NO] 348/1811 | \textit{Euclid} preparation. Baryon acoustic oscillations extraction techniques: comparison and optimisation
[NO] 349/1811 | Mantis: Mamba-native Tuning is Efficient for 3D Point Cloud Foundation Models
[NO] 350/1811 | Hybrid simulation of the energy cost of O($^1$D) and O($^3$P) generation in a capacitive Ar/O$_2$ discharge driven by sawtooth-type voltage waveforms
[NO] 351/1811 | Joint Communication and Trajectory Design for Movable Antenna Systems
[NO] 352/1811 | MASRA: MLLM-Assisted Semantic-Relational Consistent Alignment for Video Temporal Grounding
[NO] 353/1811 | Revisiting General Map Search via Generative Point-of-Interest Retrieval
[NO] 354/1811 | From prompting to evidence-based translation: A RAG+prompt system for Japanese-Chinese translation and its pedagogical potential
[NO] 355/1811 | Local Truncation Error-Guided Neural ODEs for Large Scale Traffic Forecasting
[NO] 356/1811 | Tutti: Making SSD-Backed KV Cache Practical for Long-Context LLM Serving
[NO] 357/1811 | Event-Based Dynamic Programming for Pumped-Storage Hydropower Scheduling
[NO] 358/1811 | Fully Automatic Trace Gas Plume Detection
[NO] 359/1811 | The Fragility of AI Companionship: Ontological, Structural, and Normative Uncertainty in Human-AI Relationships
[NO] 360/1811 | Dynamic Distillation and Gradient Consistency for Robust Long-Tailed Incremental Learning
[NO] 361/1811 | ReasonAudio: A Benchmark for Evaluating Reasoning Beyond Matching in Text-Audio Retrieval
[YES] 362/1811 | RAG over Thinking Traces Can Improve Reasoning Tasks
[NO] 363/1811 | Bayesian Modelling of Nonstationary Extreme Values Using a Nonparametric Hawkes Process
[NO] 364/1811 | Time-boundary scattering and topological resonant transmissions
[NO] 365/1811 | Cryptographic Registry Provenance: Structural Defense Against Dependency Confusion in AI Package Ecosystems
[NO] 366/1811 | FACTOR: Counterfactual Training-Free Test-Time Adaptation for Open-Vocabulary Object Detection
[NO] 367/1811 | Attention: What Prevents Young Adults from Speaking Up Against Cyberbullying in an LLM-Powered Social Media Simulation
[NO] 368/1811 | On the Spectral Structure and Objective Equivalence of Orthogonal Multilabel Fisher Discriminants
[NO] 369/1811 | Donor-Aware scRNA-seq Benchmarks for IBD Classification
[NO] 370/1811 | RFPrompt: Prompt-Based Expert Adaptation of the Large Wireless Model for Modulation Classification
[NO] 371/1811 | Efficient Proposal-Test-Release for Minimax Optimal Estimation
[NO] 372/1811 | Posterior-First Neural PDE Simulation: Inferring Hidden Problem State from a Single Field
[NO] 373/1811 | Text-Conditional JEPA for Learning Semantically Rich Visual Representations
[NO] 374/1811 | Enhancing Agent Safety Judgment: Controlled Benchmark Rewriting and Analogical Reasoning for Deceptive Out-of-Distribution Scenarios
[NO] 375/1811 | Some Improved Results on Fair and Balanced Graph Partitions
[NO] 376/1811 | Modeling the UV-photon irradiation of CS$_2$-bearing ices in the laboratory with the pyRate gas-grain astrochemical code. New insights into the missing sulfur problem
[NO] 377/1811 | Amortized Variational Inference for Joint Posterior and Predictive Distributions in Bayesian Uncertainty Quantification
[NO] 378/1811 | Kadison duality for partially convex sets
[YES] 379/1811 | Deep Graph-Language Fusion for Structure-Aware Code Generation
[NO] 380/1811 | Resource-efficient parallel entanglement generation for multinode quantum networks via time-bin multiplexing
[NO] 381/1811 | A discrete Hardy uncertainty principle
[NO] 382/1811 | Robust Visual SLAM for UAV Navigation in GPS-Denied and Degraded Environments: A Multi-Paradigm Evaluation and Deployment Study
[NO] 383/1811 | Not So Isolated: Green Pea Galaxies in Overdense Environments revealed by VLT/MUSE
[NO] 384/1811 | A Paradigm for Interpreting Metrics and Identifying Critical Errors in Automatic Speech Recognition
[NO] 385/1811 | Quantitative stability for the Trudinger-Moser inequality
[NO] 386/1811 | Enhanced Valley Polarization via Nonlinear Cascaded Quantum-Geometric Selection Rules
[NO] 387/1811 | Optimal embeddings for maximal orders of central simple algebras of degree 3 over number fields
[NO] 388/1811 | Minimal Submanifolds of The Complex and Quaternionic Projective and Hyperbolic Spaces $\cn P^{2n-1}$, $\hn P^{n-1}$, $\cn H^{2n-1}$, $\hn H^{n-1}$ via Harmonic Morphisms
[NO] 389/1811 | Algebraic constructions of code lattices in Narain conformal field theories
[NO] 390/1811 | In-memory Multidimensional Indexing Using the skd-tree
[NO] 391/1811 | The JWST early galaxy crisis resolved by a reionization degeneracy
[NO] 392/1811 | Adversarial Effects on Expressibility and Trainability in Distributed Variational Quantum Algorithms
[NO] 393/1811 | RPBA-Net: An Interpretable Residual Pyramid Bilateral Affine Network for RAW-Domain ISP Enhancement
[NO] 394/1811 | Going Public: Communication in Collective Decisions
[NO] 395/1811 | Where Paths Split: Localized, Calibrated Control of Moral Reasoning in Large Language Models
[NO] 396/1811 | Multi-Agent Strategic Games with LLMs
[NO] 397/1811 | A programmable stellarator-tokamak hybrid for million-scale magnetic-configuration discovery
[NO] 398/1811 | Unifying Dynamical Systems and Graph Theory to Mechanistically Understand Computation in Neural Networks
[NO] 399/1811 | A formulation of D-institution using functor categories
[NO] 400/1811 | Almost Sure Reachability in Continuous-time Stochastic Systems
[NO] 401/1811 | High-Dimensional Tests for Elliptical Models via Radial--Directional Dependence
[NO] 402/1811 | New bounds on the covering radius of orthogonal arrays of even strength
[NO] 403/1811 | Grünwald--Letnikov Memory Truncation in a Fractional Duffing Oscillator: Coherence Loss and Effective Delay Complexity
[NO] 404/1811 | Gysin maps and wrong way functoriality via geometric deformation groupoids
[NO] 405/1811 | Renormalization group analysis for bosonization coefficients in half-odd-integer Kitaev spin chains
[NO] 406/1811 | An Identity for Catalan Numbers via Restricted Dyck Paths
[NO] 407/1811 | Erase Persona, Forget Lore: Benchmarking Multimodal Copyright Unlearning in Large Vision Language Models
[YES] 408/1811 | ProgramBench: Can Language Models Rebuild Programs From Scratch?
[NO] 409/1811 | Random test functions, $H^{-1}$ norm equivalence, and stochastic variational physics-informed neural networks
[NO] 410/1811 | A Skill-Based AI Agentic Pipeline for Library of Congress Subject Indexing
[NO] 411/1811 | Influence of ligand field and correlation on the electronic structure of NiO and CoO from DFT+DMFT calculations
[NO] 412/1811 | The weak gravity conjecture in perturbative strings
[NO] 413/1811 | Twisted cohomology on algebraic and analytic varieties
[NO] 414/1811 | Spherical trigonometry before the modern era:The treatise of Nasir al-Din al-Tusi
[YES] 415/1811 | Revisiting Graph-Tokenizing Large Language Models: A Systematic Evaluation of Graph Token Understanding
[NO] 416/1811 | A Hierarchical Sampling Framework for bounding the Generalization Error of Federated Learning
[NO] 417/1811 | Connecting IBD tracts and runs of homozygosity: A coalescent framework for inferring effective population size
[YES] 418/1811 | From TinyGo to gc Compiler: Extending Zorya's Concolic Framework to Real-World Go Binaries
[NO] 419/1811 | Logical Consistency as a Bridge: Improving LLM Hallucination Detection via Label Constraint Modeling between Responses and Self-Judgments
[NO] 420/1811 | The Real Interest Rate as a Control Variable in the Open Economy
[NO] 421/1811 | Two Regularized Determinants of Laplacian through Resurgence theory
[NO] 422/1811 | Proof of the Agler--McCarthy entropy conjecture
[NO] 423/1811 | An extensive theory of nonlinearly intercoupled pseudomodes for noise model reduction in circuit QED
[NO] 424/1811 | The Counterexample Game: Iterated Conceptual Analysis and Repair in Language Models
[NO] 425/1811 | Measurement of the neutron shielding efficacy of magnetite for Proton Therapy Facilities and other applications
[NO] 426/1811 | Additive categorification of the monoidal $Λ$-invariant
[NO] 427/1811 | Linear instability of a Burgers--Hilbert traveling wave
[NO] 428/1811 | Robustness and Transferability of Pix2Geomodel for Bidirectional Facies Property Translation in a Complex Reservoir
[NO] 429/1811 | Atomic Fact-Checking Increases Clinician Trust in Large Language Model Recommendations for Oncology Decision Support: A Randomized Controlled Trial
[NO] 430/1811 | Ecologically-Constrained Task Arithmetic for Multi-Taxa Bioacoustic Classifiers Without Shared Data
[NO] 431/1811 | Packing chromatic critical graphs with radius at most 2
[NO] 432/1811 | One-dimensional polarization-hybrid photonic crystal molecules
[NO] 433/1811 | Joint Scheduling of Sensing Data Offloading and Edge Inference for Multi-UAV Networks
[NO] 434/1811 | Equivariant intermediate Jacobians and intersections of two quadrics
[NO] 435/1811 | Quantifying the human visual exposome with vision language models
[NO] 436/1811 | Nested array design of extended coprime sets for DOA estimation of non-circular signals
[NO] 437/1811 | The Relay Random Tree: A Stochastic Geometry Approach of Multihop Relay in an Urban Visibility Setting
[NO] 438/1811 | Evolution of passive scalar mixing layers in stratified and unstratified homogeneous turbulence
[NO] 439/1811 | Initial Development of MBE-Grown InAs Diodes for Thermoradiative Energy Harvesting
[NO] 440/1811 | Large genus asymptotics for frequency of non-simple curves
[NO] 441/1811 | Identity-Consistent Multi-Pose Generation of Contactless Fingerprints
[NO] 442/1811 | Realizable Bayes-Consistency for General Metric Losses
[NO] 443/1811 | Multimodal Learning on Low-Quality Data with Conformal Predictive Self-Calibration
[NO] 444/1811 | Partial Regularity of Stable Stationary Harmonic Maps into Certain Lie Groups
[NO] 445/1811 | Complex Analysis of Channel Polarization on discrete BMS Channels
[NO] 446/1811 | AI Advocate: Educational Path to Transform Squads to the Future
[NO] 447/1811 | Natural Language Processing: A Comprehensive Practical Guide from Tokenisation to RLHF
[NO] 448/1811 | A Robust Unsupervised Domain Adaptation Framework for Medical Image Classification Using RKHS-MMD
[NO] 449/1811 | The Distributionally Robust Cyclic Inventory Routing Problem
[NO] 450/1811 | What You Think is What You See: Driving Exploration in VLM Agents via Visual-Linguistic Curiosity
[NO] 451/1811 | Neural-network reconstruction of THz transmission spectra using electrically tunable AlGaN/GaN plasmonic-crystal analyzer
[NO] 452/1811 | On the Induced Norms of Matrices and Grothendieck problems
[NO] 453/1811 | Did US Worker Retraining Reduce Participant Automation Exposure?
[NO] 454/1811 | GeoTopoDiff: Learning Geometry--Topology Graph Priors through Boundary-Constrained Mixed Diffusion for Sparse-Slice 3D Porous Reconstruction
[NO] 455/1811 | Carbon-Aware Compute--Power Scheduling for AI Data Centers with Microgrid Prosumer Operations
[NO] 456/1811 | GEM-FI: Gated Evidential Mixtures with Fisher Modulation
[NO] 457/1811 | FluxFlow: Conservative Flow-Matching for Astronomical Image Super-Resolution
[NO] 458/1811 | Assessing the Impact of Noise and Speech Enhancement on the Intelligibility of Speech Codecs
[NO] 459/1811 | Global exponential stabilization of a force- and torque-actuated unicycle by flexible-step MPC
[NO] 460/1811 | Toward a Community Roadmap for High Energy Physics and Artificial Intelligence in China and Beyond
[NO] 461/1811 | A Welfarist Perspective on Fair Generation Curtailment
[NO] 462/1811 | A Near-Field Compatible Model for 2D Waveguide-Fed Metasurfaces
[NO] 463/1811 | Predicting and controlling nonlinear neuro-mechanical locomotion dynamics
[NO] 464/1811 | LLM-ADAM: A Generalizable LLM Agent Framework for Pre-Print Anomaly Detection in Additive Manufacturing
[NO] 465/1811 | Heat equations driven by mixed local-nonlocal operators with exponential nonlinearity
[NO] 466/1811 | APEX: Large-scale Multi-task Aesthetic-Informed Popularity Prediction for AI-Generated Music
[NO] 467/1811 | Identification and characterization of 15265 super-Nyquist frequencies in 1309 δ Scuti stars from Kepler photometry
[NO] 468/1811 | Open-closed Deligne-Mumford field theories: construction
[NO] 469/1811 | Optimal MILP Approach to Group Sequential Hypothesis Test
[NO] 470/1811 | Singular semilinear elliptic equations in nondivergence form
[NO] 471/1811 | Fourier Residual Networks Achieve Spectral Accuracy for Discontinuous Functions
