[2026-09-15 23:59:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-14
正在获取论文...
[arXiv] 2026-09-14 | On the number of solutions to $S$-unit equations
[NO] 150/2000 | Pullback Attractors for a Non-Autonomous Plate System with Strong Damping and Delay
[NO] 151/2000 | When the Wrong Key Wins: Understanding and Detecting Hallucinations in LLMs
[NO] 152/2000 | Biorthogonal Time-Dependent Variational Principle for Non-Hermitian Systems
[NO] 153/2000 | Bias and Correlations in Quasiperiodicity: Impact on Localization in an Extended Aubry-André Model
[NO] 154/2000 | ER-EDF: A Psychology-Grounded Emotion Regulation Framework for Speech Empathetic Dialogue Generation in Large Audio-Language Models
[NO] 155/2000 | Obstructions to coloring arithmetic graphs
[NO] 156/2000 | The Köthe conjecture via point modules
[NO] 157/2000 | Analytical Grad-Shafranov equilibria for prescribed boundaries: shape effects and Shafranov shift reversal
[NO] 158/2000 | The Komlós conjecture for complex discrepancy
[NO] 159/2000 | DA-DLM: Explicitly Modeling Token Dependencies in Diffusion Language Models
[NO] 160/2000 | Rethinking Procedural Audio Pre-training: Source Scaling and Objective Adaptation
[NO] 161/2000 | Sensory Precision Inference for Multimodal Arbitration under Uncertainty
[NO] 162/2000 | Observation of complex orbital order in MnV2O4
[NO] 163/2000 | Fast Label-Filtering Approximate Nearest Neighbor Search via Progressive Label Set Stratification
[NO] 164/2000 | BusMA: A Bus Communication Substrate for Multi-Agent Systems
[NO] 165/2000 | Laurent coefficients of Zagier-type zeta function {à} la Ishibashi and arithmetic aspects of extended Ramanujan period function
[NO] 166/2000 | Not All Prompts Are Equal: Exploration-Guided Prompt Scaffolding for Multimodal Reinforcement Post-Training
[NO] 167/2000 | Validating Hybrid-State Cache Recovery for GLM-5.3-Flash with vLLM and LMCache
[NO] 168/2000 | Pick Your Poison: Learning to Select Poison Sets for Stronger LLM Backdoor Attacks
[NO] 169/2000 | Matrix Spencer: Eight Standard Deviations Suffice and an Almost-Linear Time Algorithm for Dense Input
[NO] 170/2000 | Spherical $t$-Designs on $\mathbb S^2$ with $54t^2$ Points
[NO] 171/2000 | Overflip: Repetition-Induced Label Flips in Guardrail Models
[NO] 172/2000 | CoMem: Collective-Individual Memory Synergy for Evolutionary Multi-Agent Systems
[NO] 173/2000 | IMPACT-VLA: Interaction-aware Multimodal Propagation Attribution via Counterfactual Trajectories for Vision-Language-Action Policies
[NO] 174/2000 | Optical spectroscopy of the VHE flat-spectrum radio quasar PKS 0903-57
[YES] 175/2000 | MTAC-IFBench: Benchmarking Instruction-Following in Multi-Turn Agentic Coding
[NO] 176/2000 | On Detecting Multiple Simultaneous Change-points in High Dimensional Non-Stationary Time Series
[NO] 177/2000 | Two Strategies to Measure Spin-Orbit-Torque Efficiency Acting on the Insulating Magnet Li$_{0.5}$Al$_{0.7}$Fe$_{1.8}$O$_4$
[NO] 178/2000 | Mobility- and Feedback-Aware Multi-Level Conflict-Triggered Hybrid Beamforming for Multi-User mmWave UAV Systems
[NO] 179/2000 | Multigap superconductivity in Ising superconductors: The case of (LaSe)1.14(NbSe2)m misfit layer compounds
[NO] 180/2000 | One-loop renormalization of the quark TMD in projectile light-cone gauge
[NO] 181/2000 | Sharp non-uniqueness of weak solutions to the semilinear wave equation
[NO] 182/2000 | Profiling Handwriting-Process Deviations in Developmental Dysgraphia: An Open, Normatively-Referenced Instrument
[NO] 183/2000 | Effect of Near-surface Thermal Spikes on Radiation Hardness of Gallium Oxide
[NO] 184/2000 | A nonlinear hydrodynamic theory of ultrafast laser self-organization
[NO] 185/2000 | Integral cohomology of the spherical and affine Artin groups of infinite classical families
[NO] 186/2000 | Large Complete Minors from a Cheeger Condition
[NO] 187/2000 | Who Teaches Which Token? Verifier-Gated Multi-Expert On-Policy Distillation for Scientific Reasoning
[NO] 188/2000 | CodeTS: Verifiable Text-to-Time Series Generation via Executable Code
[NO] 189/2000 | Differentially Private Multicolor Discrepancy and Fair Division of Indivisible Goods
[NO] 190/2000 | SlopShape: Identifying AI-Generated Commercial Web Content
[NO] 191/2000 | Sparse Channel Estimation and Signal Recovery for Reduced-PAPR Visible Light Optical OFDM Systems Relying on Bayesian Learning
[NO] 192/2000 | When Digitalization Transforms Itself: AI, Software, and the Next Technical Order
[NO] 193/2000 | Forced Coincidence and Its Boundary in Finite Condition Structures
[NO] 194/2000 | TractSpLearn: Specialized Shared-Manifold Learning for Individualized Detection of Subtle White Matter Alterations in Mild Traumatic Brain Injury
[NO] 195/2000 | Optical properties of As2Se3 from first principles
[NO] 196/2000 | On the arithmetic of Tate-Shafarevich groups via Kolyvagin's conjecture
[NO] 197/2000 | Evaluation Metrics for Safe Reinforcement Learning
[NO] 198/2000 | Large Universe Subset Predicate Encryption with IND-CCA Security (with Constant-size Ciphertext and Keys)
[NO] 199/2000 | Deterministic denoising of long-duration gravitational-wave signal candidates with $α$-(de)blending
[NO] 200/2000 | Impute-EM: Native Mixed-State Diffusion Models for Heterogeneous Data Imputation
[NO] 201/2000 | Feature-Adaptive Fusion in Hybrid Quantum-Classical Neural Networks for Robust Biomedical Image Classification
[NO] 202/2000 | A new method to cleanly separate hot and cool populations using just Gaia and 2MASS photometry
[NO] 203/2000 | Agentic Porting, Construction and Initial Verification and Validation of Libraries within the Open Source Unified TRAnsient Multi-Physics Advanced Reactor simulation Kit (Outram Park) Part II: Nuclear Data and Neutronics
[NO] 204/2000 | A Faster Undirected Single-Source Shortest Path Algorithm
[NO] 205/2000 | A cylindrical sintering method for more realistic grain boundaries in nanocrystalline thin films
[NO] 206/2000 | Empirical Evaluation of Open-Source Large Language Models for Retrieval-Augmented Generation in ESG Domain
[NO] 207/2000 | Strategic Index Reconstitution: Differential Games, Closed-Loop Equilibria and Mean-Field Dynamics
[NO] 208/2000 | Atria Dawn: The Dawn of Agentic Superintelligence
[NO] 209/2000 | Through the Eyes of the Beholder: Biometric and Demographic Conditioning for Multimodal Sexism Detection
[NO] 210/2000 | Assessing nnU-Net Generalization across Brain Tumor Populations in BraTS-GoAT 2026
[NO] 211/2000 | Strongly enstrophy-stable integrators for the incompressible Navier-Stokes equations
[YES] 212/2000 | LLM-enabled Behavior Driven Development Workflow for Formally Verified Hardware Designs
[NO] 213/2000 | Data storytelling meets interpretable machine learning: Decoding AI decisions for non-experts without revealing sensitive data and model details
[NO] 214/2000 | Variational Real-Time Dynamics on Reduced Operator Manifolds
[NO] 215/2000 | Structured Features Overfit Where Random Features Grok
[NO] 216/2000 | Level structures on tropical abelian varieties
[NO] 217/2000 | Geometric realizations of Brauer classes on K3 surfaces from hyperkähler contractions
[NO] 218/2000 | The Lorenz braid index and hyperbolic volume
[NO] 219/2000 | FOSSIL: Thermo-mechanical architecture
[NO] 220/2000 | Toward Precision Kinetic Sunyaev-Zel'dovich Cosmology---1. The Matter - Momentum Bispectrum at One-Loop Order
[NO] 221/2000 | CiteGuard-RAG: A Validation-Centered AI System for Evidence-Grounded Question Answering
[NO] 222/2000 | TwinICL: Diagnosing Multimodal In-Context Learning through Paired Counterfactuals
[NO] 223/2000 | Micro-to-macro derivation and stability analysis of an Aw-Rascle-Zhang-type model with driver-dependent acceleration
[NO] 224/2000 | Limits of descent-biased trees
[NO] 225/2000 | Conditional-Moment Estimation and Inference in the BLP Model
[NO] 226/2000 | Thresholds and Fluctuations for Colorful Arithmetic Progressions in Sparse Random Colorings
[NO] 227/2000 | Tractable Defense against Advanced Persistent Threats in Networked Settings
[NO] 228/2000 | Variational properties of Perron's extremal solutions in the Bernoulli one-phase problem
[NO] 229/2000 | Salesforce Koa: An Enterprise Language Model for Agentic Tool Use
[NO] 230/2000 | SyntheticDoc: A Large Synthetic Dataset for Document Unwarping and Illumination Correction
[NO] 231/2000 | FastPair: GPU-Optimized String Decoding
[NO] 232/2000 | CatchMonitor: a machine learning system for automated fish discard quantification
[NO] 233/2000 | GSLAD: Prototype-Regularized Graph Structure Learning for Multivariate Time Series Anomaly Detection
[NO] 234/2000 | When AI Companions Disappear: Relational Continuity and Collective Contestation during China's National AI Regulatory Transition
[NO] 235/2000 | HISPO: Hierarchical Importance-Sampling Policy Optimization with Entropy-Derived Segments
[NO] 236/2000 | Harmonic sums and the Galois group of the Mellin-KZ difference equation
[NO] 237/2000 | Discrete q-Hermitian Clifford analysis
[NO] 238/2000 | AnchorGUI: Asymmetric Memory for Dual-Scale Learning in GUI Navigation
[NO] 239/2000 | Planar Pendulums in Complex Coordinates
[NO] 240/2000 | Learning to Exploit Passive Dynamics for Energy-Efficient Target Hopping of a Spring-Legged Quadcopter
[NO] 241/2000 | Analysis of Granular Flow in a Wedge-Shaped Hopper
[NO] 242/2000 | Graph Matching Relaxations and Amortization for Supervised Graph Prediction
[NO] 243/2000 | Benchmarking Embedding Models for ESG Data
[NO] 244/2000 | A Conservative OCR-Enabled Workflow for R214 Sodium Screening of South African Packaged Foods
[NO] 245/2000 | Mapping justice as a plural and contested concept in human--computer interaction
[NO] 246/2000 | Data-Aided Variational Bayesian Inference for CSI Estimation over Doubly-Selective DCO-OTFS MIMO VLC Systems with Affine-Precoded Superimposed Training Sequences
[NO] 247/2000 | Can AI systems have free will?
[NO] 248/2000 | A Non-intrusive Approach for the Imposition of Strong Dirichlet Boundary Conditions in Unfitted Boundary Meshes
[NO] 249/2000 | IWC-Bench: Evaluating Web Application Generation from a Software Testing Perspective
[NO] 250/2000 | Representing Clinical Conditions on Vital Signs from Healthy Individuals using Latent Modeling
[NO] 251/2000 | Volt-VAr-Watt Optimization in Four-Wire Low-Voltage Networks: Exact Nonlinear Models and Smooth Approximations - Extended Version
[NO] 252/2000 | MAPS: Memory-Aware Predictive Scheduling Framework for Large Language Model Serving
[NO] 253/2000 | Robust Multi-Model Fitting through Learning Neighbor Regions
[NO] 254/2000 | Improving precision scaling via backaction-evading continuous measurement in a driven-dissipative Kerr parametric oscillator
[NO] 255/2000 | Optimal Time-Dependent Jump Truncation for Time-Singular Lévy Processes
[NO] 256/2000 | Concept-Grounded Reasoning with Prompt-Driven Localization for Interpretable Structured Report Generation
[NO] 257/2000 | On Erdős Problem 767: Cycles with Chords
[NO] 258/2000 | Statistical levels and spatial modes of Fock-space heterogeneity in many-body localization crossovers
[NO] 259/2000 | Planning in the Backbone: DiffAdapterVLA for Native Continuous Trajectory Generation with Driving VLMs
[NO] 260/2000 | RT-VSS: In-House Ray Tracing for Vital Signs Sensing in the FR3 Band
[NO] 261/2000 | Benchmarking Machine-Learning Interatomic Potentials for Dynamical Stability in Inorganic Semiconductor Nanocrystals: A CdSe Case Study
[NO] 262/2000 | Highly Ionized Oxygen in the Circumgalactic Medium of TNG100 Galaxies: Distributions, Thermal States, and Ionization Mechanisms
[NO] 263/2000 | Reason What Matters: Retrieval-Grounded Reasoning for Universal Multimodal Embeddings
[NO] 264/2000 | ProIQA: A Process-Based Framework for Fine-Grained Math Item Quality Assessment
[NO] 265/2000 | Spectral Chaos from a Fluctuating Quantum Horizon
[NO] 266/2000 | Growth of superconducting boron doped diamond on 4inch silicon wafers
[NO] 267/2000 | Artificial entrepreneurial cognition: Locating and causally steering an opportunity recognition dial inside large language models (LLMs)
[NO] 268/2000 | Low Clearance Hinge Joint Mechanism Based on 3D Printing on Sheet Fabrication Methodology
[NO] 269/2000 | Synthetic SU(1,1) Gauge Control of Non-Hermitian Light
[NO] 270/2000 | Conformal Individual Treatment Effect Estimation under Networked Interference
[NO] 271/2000 | Observation of $Ξ_{b}^{0} \to Ξ^{0} J/ψ$ and evidence for $Ξ_{b}^{0} \to Ξ^{0} ψ(2S)$ decays
[NO] 272/2000 | TREDD: Robust Trend-Based Reference Evaluation for Interpretable Degradation Detection
[NO] 273/2000 | Two-Stage Personalized Gait Phase Estimation in Stroke Survivors During Exoskeleton-Assisted Walking: An Offline Feasibility Study
[NO] 274/2000 | LazFormer: Scaling Transformers for Industrial Recommendation via Transferable Generative Pre-training
[NO] 275/2000 | A Corpus-Aligned Uthmani-to-Standard Quranic Word Mapping and a Deterministic Recitation Validator
[NO] 276/2000 | Forecasting Coupled Dark Energy Parameters with the One-Loop Galaxy Power Spectrum
[NO] 277/2000 | MoVT: Video-Augmented Motion Tokenizer for Text-to-Motion Generation
[NO] 278/2000 | Universal Defect Statistics in Reverse Quenches
[NO] 279/2000 | High-Probability Nash Regret for Decentralized Learning in Markov $α$-Potential Games: Episodic and Fully Online Asynchronous Algorithms with Applications to Markov Congestion Games
[NO] 280/2000 | A time explicit multiscale framework for heterogeneous elastic wave propagation based on multipoint stress discretization
[NO] 281/2000 | Componentwise and Measure-Sensitive Bounds for One-Dimensional Time-Frequency Localization
[NO] 282/2000 | Weighted ergodic averages along subpolynomials in Hardy fields and applications
[NO] 283/2000 | Comparing Trajectories from Positions Alone: Curvature-Based Time Alignment and Drift Error Metric
[NO] 284/2000 | The Complexity of Weak Partition Connectivity in Hedgegraphs
[NO] 285/2000 | Geometric Signatures of Conceptual Reorganization: A Counterfactual Embedding Framework for Detecting Scientific Revolutions
[NO] 286/2000 | Resolvent estimate for asymptotically hyperbolic surfaces without evenness assumption
[NO] 287/2000 | What Makes a 3D Scene Editable? A Factorized Benchmark of Fidelity, Locality, Consistency, and Preservation
[NO] 288/2000 | Stability-Aware Proactive Autoscaling Using a Double Deep Q-Network in Cloud Computing Environments
[NO] 289/2000 | Gaussian-splatting ptychography via explicit and interpretable primitives
[NO] 290/2000 | Toward an Empirical Probabilistic Risk Manifestation Model of Organizational Cybersecurity in SMEs
[NO] 291/2000 | Route Me If You Can: A Benchmark for Query Reformulation Selection
[NO] 292/2000 | Global front solutions converging to an asymptotic traveling wave in a time-fractional Amari model
[NO] 293/2000 | The relativistic Euler-Poisson equation as a mean-field limit
[NO] 294/2000 | Real-World Reinforcement Learning with MPC Scaffolding for Dexterous Manipulation
[NO] 295/2000 | Probing $Υ({1S})$, $η_b$ and $h_b$ resonances in proton-lead collisions at the LHCb
[NO] 296/2000 | Primitive-Informed Sampling-Based MPC for Multi-Fingered Dexterous Manipulation
[NO] 297/2000 | One Example Is Enough to Pass Fairness Benchmarks: Rethinking Fairness Evaluation for Aligned LLMs
